,CIRH1A (84916)
ACH-000159,-1.2432604521761783
ACH-000160,-1.7216360178815713
ACH-000163,-1.3450243957861423
ACH-000167,-2.0262475898863888
ACH-000168,-1.3159365994913692
ACH-000169,-1.3583314564151374
ACH-000178,-1.321465135532396
ACH-000183,-1.6302770756091265
ACH-000188,-1.2826508901337903
ACH-000189,-1.214383114893479
ACH-000190,-1.2577249848964516
ACH-000198,-1.2846174906597043
ACH-000203,-1.370606285343752
ACH-000204,-1.2978224138938554
ACH-000206,-1.318676931525442
ACH-000207,-1.075595330388608
ACH-000208,-1.2539291382265936
ACH-000210,-1.5359212852680837
ACH-000211,-1.4227705028463131
ACH-000215,-1.4049195994976118
ACH-000221,-1.4829483766208724
ACH-000222,-1.462535489752142
ACH-000223,-1.1013407272805835
ACH-000226,-1.4229884607720091
ACH-000227,-1.2035919601771798
ACH-000228,-1.32027756474016
ACH-000231,-1.51799615849309
ACH-000232,-1.4487044137150469
ACH-000233,-1.4399038265984818
ACH-000234,-1.3528884203355158
ACH-000235,-1.3679071992310146
ACH-000237,-1.6071514461418903
ACH-000238,-1.436366298829178
ACH-000242,-1.2891677058880675
ACH-000243,-1.4780223896810776
ACH-000244,-1.3223315293993805
ACH-000246,-1.3034112661903112
ACH-000248,-1.5496247669286558
ACH-000250,-1.4110107023034943
ACH-000251,-1.4969008212765333
ACH-000252,-1.4205971691960129
ACH-000253,-1.3021552944706274
ACH-000255,-1.1947691852542819
ACH-000256,-1.7204864423751849
ACH-000257,-1.304736389719542
ACH-000258,-1.5988475121364314
ACH-000259,-1.5647642270016406
ACH-000260,-1.376132998618485
ACH-000261,-1.447694292172383
ACH-000262,-1.2378591866117887
ACH-000263,-1.271584193966155
ACH-000264,-1.177744644671725
ACH-000265,-1.3912999231762693
ACH-000266,-1.2534742987654772
ACH-000272,-1.3446490661549169
ACH-000274,-1.3132826817043326
ACH-000277,-1.1244250745099855
ACH-000278,-1.593011285645157
ACH-000279,-1.6333261580211598
ACH-000280,-1.363165596804783
ACH-000281,-1.6330298067692586
ACH-000288,-1.5312234774479776
ACH-000291,-1.3403832573589176
ACH-000293,-1.3558353840560238
ACH-000294,-1.5533273415521884
ACH-000295,-1.4334433559978772
ACH-000296,-1.3634322891520256
ACH-000302,-1.5767328559480343
ACH-000304,-1.488074466089364
ACH-000307,-1.560283105818397
ACH-000308,-1.3866876004397182
ACH-000310,-1.311954026302022
ACH-000311,-1.6989214426908112
ACH-000312,-1.345415153826138
ACH-000315,-1.4159542987381797
ACH-000316,-1.4891578308432736
ACH-000317,-1.7344137940721076
ACH-000318,-1.3929697596521216
ACH-000319,-1.4184694318458764
ACH-000320,-1.4933870165919483
ACH-000322,-1.508356643537624
ACH-000323,-1.3630848976261087
ACH-000324,-1.4150982069001388
ACH-000329,-1.4761420390566158
ACH-000330,-1.5653920216491304
ACH-000331,-1.254285435808354
ACH-000332,-1.4328335430282102
ACH-000334,-1.6083454097982128
ACH-000335,-1.4125823531221045
ACH-000336,-1.7226332918771945
ACH-000337,-1.6262442844291751
ACH-000338,-1.5923608800364035
ACH-000339,-1.5027629272867846
ACH-000341,-1.7065067278410715
ACH-000348,-1.2927673524859484
ACH-000350,-1.4247124203966093
ACH-000352,-1.5514300618534909
ACH-000356,-1.3759987791910595
ACH-000361,-1.7104401184877835
ACH-000362,-1.4514108402581238
ACH-000363,-1.5683347907906195
ACH-000364,-1.2669287057073793
ACH-000365,-1.3758267103970965
ACH-000366,-1.4893035502947811
ACH-000368,-1.4702577549463285
ACH-000374,-1.4228627376435459
ACH-000375,-1.5074506515815917
ACH-000376,-1.4142019347885313
ACH-000381,-1.4107930405204032
ACH-000383,-1.4226541098838454
ACH-000387,-1.3706616140936112
ACH-000389,-1.3604489671275808
ACH-000390,-1.3979157280643415
ACH-000393,-1.2085029478613485
ACH-000395,-1.2074480876828693
ACH-000396,-1.4284523908149458
ACH-000397,-1.5478411764571265
ACH-000401,-1.5327964326574672
ACH-000402,-1.3954324036006778
ACH-000403,-1.1940954424356858
ACH-000404,-1.4287649773573359
ACH-000406,-1.5533654990666013
ACH-000407,-1.3636464874410559
ACH-000408,-1.3530901966461286
ACH-000410,-1.3921319520899562
ACH-000411,-1.222771702158259
ACH-000414,-1.5332779137950032
ACH-000415,-1.5088131575772177
ACH-000416,-1.4516418949675782
ACH-000420,-1.1324091009742836
ACH-000421,-1.3251854541911259
ACH-000424,-1.7571329096223982
ACH-000425,-1.407643265046829
ACH-000426,-1.2411058867188738
ACH-000427,-1.04049804413414
ACH-000433,-1.3966066130129655
ACH-000435,-1.31806838935146
ACH-000436,-1.351293304096092
ACH-000444,-1.3843403024338063
ACH-000445,-1.3365809923024234
ACH-000448,-1.3014702856103122
ACH-000450,-1.4522158963688887
ACH-000452,-1.510902187431345
ACH-000454,-1.6329042703780745
ACH-000458,-1.4101678821087076
ACH-000459,-1.3773390091257731
ACH-000460,-1.4217462478036618
ACH-000461,-1.2638715414436414
ACH-000463,-1.3509377420386592
ACH-000464,-1.4343935984018903
ACH-000466,-1.5239825769719075
ACH-000467,-1.5317796706572602
ACH-000468,-1.3343224593241634
ACH-000469,-1.4103560832225115
ACH-000470,-1.1541847724876393
ACH-000471,-1.51929790844242
ACH-000472,-1.5414099367315641
ACH-000473,-1.4972470052121583
ACH-000475,-1.4515645879190617
ACH-000476,-1.416590650611688
ACH-000477,-1.4173847788370686
ACH-000479,-1.266323378838865
ACH-000480,-1.3198888526091863
ACH-000481,-1.4228157638786334
ACH-000483,-1.28303617591755
ACH-000484,-1.1195257739771725
ACH-000485,-1.4806089365013064
ACH-000486,-1.1919217535247335
ACH-000487,-1.5834537965456539
ACH-000488,-1.328561423831346
ACH-000490,-1.4361309373273659
ACH-000491,-1.191772876876999
ACH-000495,-1.2162035441300771
ACH-000496,-1.6575491070752932
ACH-000499,-1.7506645647623258
ACH-000500,-1.4404113113532844
ACH-000502,-1.4171949886283512
ACH-000503,-1.1640079315139096
ACH-000505,-1.4202725016211133
ACH-000507,-1.5085767623518649
ACH-000510,-1.6170028502614202
ACH-000511,-1.5892984843491682
ACH-000512,-1.4830692266544323
ACH-000516,-1.3896991688211628
ACH-000517,-1.299825815285081
ACH-000518,-1.5385983824967386
ACH-000520,-1.3350991477760463
ACH-000521,-1.4227458873163934
ACH-000522,-1.6118562356851878
ACH-000524,-1.332651660507597
ACH-000527,-1.4629700768424676
ACH-000528,-1.358282762744755
ACH-000537,-1.7998841459539072
ACH-000541,-1.3378944753009725
ACH-000542,-1.5507941115043975
ACH-000544,-1.360852691985751
ACH-000545,-1.2781089217150616
ACH-000547,-1.1657217098263184
ACH-000548,-1.3661760754634993
ACH-000549,-1.3389555364925214
ACH-000550,-1.5059679868623066
ACH-000552,-1.3776094128312122
ACH-000556,-1.2344309929346298
ACH-000557,-1.4559841759308676
ACH-000569,-1.0394132795406517
ACH-000570,-1.586589248610422
ACH-000571,-1.4091162223023859
ACH-000573,-1.6458855550693232
ACH-000576,-1.4651404261915468
ACH-000579,-1.4496448646839322
ACH-000580,-1.799703017969105
ACH-000584,-1.495017117754461
ACH-000585,-1.4570426387339763
ACH-000588,-1.4538143526735128
ACH-000589,-1.2478456142910703
ACH-000591,-1.461872440230568
ACH-000593,-1.440971920934367
ACH-000600,-1.2997769625673266
ACH-000601,-1.3433188196879278
ACH-000605,-1.6030255675727276
ACH-000606,-1.37910552803606
ACH-000608,-1.1752346309608117
ACH-000614,-1.7537680652641454
ACH-000616,-1.4260230998406165
ACH-000618,-1.3475476925348937
ACH-000619,-1.3918968320114882
ACH-000620,-1.4800821676940756
ACH-000621,-1.4533585954774824
ACH-000622,-1.4453610446797909
ACH-000623,-1.4935600002417848
ACH-000624,-1.35871261256483
ACH-000627,-1.2456011640441813
ACH-000630,-1.4606762793199404
ACH-000631,-1.7054228469504746
ACH-000632,-1.7781154273009332
ACH-000633,-1.2333769301553974
ACH-000637,-1.5717668425746112
ACH-000638,-1.3384242939786928
ACH-000646,-1.0113946507147829
ACH-000647,-1.422993225252843
ACH-000648,-1.5670929509332692
ACH-000649,-1.532206873142936
ACH-000651,-1.2458243243588334
ACH-000652,-1.452656779661217
ACH-000653,-1.2466888780765857
ACH-000657,-1.3472059312643232
ACH-000658,-1.3368361084924618
ACH-000661,-1.7184646560907093
ACH-000662,-1.061849298355293
ACH-000663,-1.4494975005422182
ACH-000665,-1.3374796917356933
ACH-000671,-1.6685646938817391
ACH-000672,-1.6066595202359413
ACH-000673,-1.2270945334602386
ACH-000676,-1.4311148910308684
ACH-000677,-1.2798079639083657
ACH-000681,-1.5631685926741756
ACH-000683,-1.3962163695927168
ACH-000684,-1.5434096632434382
ACH-000688,-1.2502868798266067
ACH-000693,-1.3891664586306185
ACH-000694,-1.4581581354567077
ACH-000695,-1.4071632914719303
ACH-000696,-1.4009551646237584
ACH-000697,-1.353807495350833
ACH-000699,-1.2329650400511345
ACH-000701,-1.3779457124505854
ACH-000706,-1.6086808986248282
ACH-000711,-1.3996854227438251
ACH-000713,-1.574164924772498
ACH-000714,-1.3886204415030157
ACH-000718,-1.3852793725237265
ACH-000720,-1.3749646562307505
ACH-000721,-1.4063193980708557
ACH-000724,-1.3730102344296842
ACH-000725,-1.0251172316921473
ACH-000732,-1.3920453469518679
ACH-000734,-1.3945452654631627
ACH-000735,-1.4212541215369108
ACH-000736,-1.2147975429838824
ACH-000738,-1.5297550031356204
ACH-000746,-1.3786944029946486
ACH-000747,-1.5561840605472843
ACH-000748,-1.4519930569305768
ACH-000753,-1.5630865949244348
ACH-000756,-1.4840836649164015
ACH-000757,-1.5211435581023989
ACH-000758,-1.4149659376739616
ACH-000760,-1.4938591659581977
ACH-000762,-1.6564528990745029
ACH-000763,-1.3377100126069843
ACH-000764,-1.5780892129398048
ACH-000765,-1.7637773816269209
ACH-000766,-1.5344104267409278
ACH-000767,-1.3992919425643482
ACH-000768,-1.5412536608419685
ACH-000769,-1.4287877033432743
ACH-000770,-1.3562162942340783
ACH-000771,-1.3848513102727429
ACH-000773,-1.2632614414497347
ACH-000776,-1.3467023287386999
ACH-000777,-1.747994666834028
ACH-000778,-1.266940206022799
ACH-000781,-1.5296107295923211
ACH-000782,-1.4292378128170626
ACH-000783,-1.2261967545160135
ACH-000784,-1.6734991850020322
ACH-000785,-1.3914835357228594
ACH-000787,-1.4326835056679987
ACH-000788,-1.4395497143779847
ACH-000791,-1.413444721238662
ACH-000792,-1.5629991814901805
ACH-000794,-1.3993894571489456
ACH-000796,-1.2401213269720182
ACH-000798,-1.4843533089354697
ACH-000799,-1.2170594987328704
ACH-000800,-1.6541339683803544
ACH-000802,-1.358471766436706
ACH-000804,-1.4684467715732397
ACH-000805,-1.3355681544736584
ACH-000809,-1.4419802713851269
ACH-000810,-1.5104759505460077
ACH-000811,-1.3885380453119591
ACH-000817,-1.3813034046443782
ACH-000819,-1.1935134571302015
ACH-000820,-1.8349352112208173
ACH-000821,-1.4412302037373572
ACH-000822,-0.9784345725715788
ACH-000823,-1.3933448719557058
ACH-000824,-1.5141758100930949
ACH-000827,-1.3232547547110969
ACH-000829,-1.0770320758752243
ACH-000831,-1.3686585782434093
ACH-000832,-1.2716934765081551
ACH-000833,-1.282420170064947
ACH-000834,-1.3071762289577238
ACH-000835,-1.4061541060007787
ACH-000836,-1.4393571188813954
ACH-000837,-1.3910462542430428
ACH-000838,-1.6717066134229974
ACH-000839,-1.2324364992656291
ACH-000840,-1.4580098777281505
ACH-000841,-1.518514870648731
ACH-000843,-1.4954548748542842
ACH-000846,-1.3574449822468841
ACH-000847,-1.544966129089007
ACH-000848,-1.4337564798513032
ACH-000849,-1.4878334863953406
ACH-000851,-1.2950854731121937
ACH-000855,-1.553041792444739
ACH-000856,-1.3124716185423386
ACH-000858,-1.2750529716404262
ACH-000859,-1.318327001437394
ACH-000861,-1.2761661986774901
ACH-000862,-1.4075715017278183
ACH-000865,-1.5195573322948162
ACH-000866,-1.5632190153978582
ACH-000867,-1.4161659113567635
ACH-000869,-1.0485661034146292
ACH-000872,-1.5482027281713615
ACH-000873,-1.2935692128111398
ACH-000876,-1.2735089216516642
ACH-000878,-1.6172536374610174
ACH-000880,-1.6418875018797732
ACH-000881,-1.5786602841615789
ACH-000882,-1.454664137704487
ACH-000884,-1.5024936495446384
ACH-000885,-1.3790492609914875
ACH-000887,-1.4121736485302605
ACH-000889,-1.469380133091867
ACH-000896,-1.4897062221079835
ACH-000898,-1.3027039231693975
ACH-000900,-1.376829213163857
ACH-000901,-1.4866065313748302
ACH-000905,-1.5647162420604732
ACH-000906,-1.4193290485972558
ACH-000907,-1.3773320405020184
ACH-000910,-1.6496263374443147
ACH-000911,-1.338722368837732
ACH-000912,-1.4784272009311872
ACH-000913,-1.4295419868532475
ACH-000915,-1.4725588946528416
ACH-000916,-1.5680850014244123
ACH-000917,-1.3715717340636535
ACH-000920,-1.5693792471866794
ACH-000921,-1.4980854672536348
ACH-000924,-1.3281021123589194
ACH-000926,-1.2120209897155958
ACH-000928,-1.472094553630375
ACH-000929,-1.5126364615382974
ACH-000932,-1.4132332847421454
ACH-000935,-1.2181425841654103
ACH-000936,-1.5079604506870397
ACH-000937,-1.3222267608592757
ACH-000938,-1.358371141110564
ACH-000939,-1.581787179085446
ACH-000941,-1.3875122738893213
ACH-000943,-1.4412339214937042
ACH-000946,-1.3160003420052595
ACH-000947,-1.338677103676959
ACH-000948,-1.2448448150168343
ACH-000950,-1.3785284309222483
ACH-000953,-1.3881116143854093
ACH-000954,-1.5653206669860529
ACH-000957,-1.3800016055274584
ACH-000958,-1.385086417790651
ACH-000960,-1.3348278526239683
ACH-000963,-1.5480354227631363
ACH-000968,-1.5371964471397712
ACH-000969,-1.4067240575262965
ACH-000972,-1.1836586539195697
ACH-000973,-1.4773601394544384
ACH-000974,-1.3624688903178146
ACH-000978,-1.6394049186059731
ACH-000984,-1.4242163534122547
ACH-000986,-1.299992224942479
ACH-000988,-1.7976655680563882
ACH-000993,-1.301703602528962
ACH-000994,-1.5043206324481433
ACH-000996,-0.929185917849758
ACH-001001,-1.3797118969419448
ACH-001020,-1.5118575983895908
ACH-001028,-1.549220704178614
ACH-001031,-1.4608162858497542
ACH-001038,-1.5852599421372775
ACH-001048,-1.458222693619923
ACH-001050,-1.4649717327695924
ACH-001053,-1.5244724608690978
ACH-001054,-1.404407822761665
ACH-001061,-1.4240872580030632
ACH-001067,-1.3673260634565432
ACH-001075,-1.5584483763899533
ACH-001096,-1.38447965013326
ACH-001111,-1.4662661539604815
ACH-001119,-1.5484601246541436
ACH-001128,-1.142765875413669
ACH-001134,-1.2995560132345174
ACH-001151,-1.3872000426251356
ACH-001163,-1.3693287081335188
ACH-001164,-1.5331228511631565
ACH-001183,-1.4253379461435574
ACH-001192,-1.6176506679606235
ACH-001193,-1.6167255495185062
ACH-001196,-1.460954205387197
ACH-001197,-1.4047918070062777
ACH-001205,-1.3895001632706163
ACH-001211,-1.3504846979428262
ACH-001212,-1.123273017609098
ACH-001228,-1.0981678565589124
ACH-001232,-1.562050439332762
ACH-001239,-1.5490940065144003
ACH-001270,-1.2353026715784383
ACH-001274,-1.4868983757884466
ACH-001275,-1.1694091390986592
ACH-001277,-1.5946343881935323
ACH-001278,-1.5242021729973287
ACH-001280,-1.549399087459007
ACH-001283,-1.5271795432041877
ACH-001289,-1.4046955464822604
ACH-001300,-1.4957130169929866
ACH-001301,-1.1774203234437055
ACH-001302,-1.3323619353614056
ACH-001306,-1.2951650116069402
ACH-001318,-1.636922768968501
ACH-001322,-1.2663694124704643
ACH-001328,-1.343441109459654
ACH-001332,-1.2953738273539588
ACH-001336,-1.3662057717114469
ACH-001346,-1.4502981003007214
ACH-001353,-1.4799112765736928
ACH-001354,-1.7716162501252424
ACH-001367,-1.1876998131081806
ACH-001368,-1.3985149023243892
ACH-001374,-1.5750789514424899
ACH-001377,-1.425268369312494
ACH-001380,-1.327056905466018
ACH-001391,-1.3206869094819425
ACH-001408,-1.456819205328716
ACH-001430,-1.4444698041650408
ACH-001431,-1.4453650645832756
ACH-001450,-1.493076145002729
ACH-001496,-1.4971182527349445
ACH-001500,-1.3544223832913818
ACH-001523,-1.4029957261761263
ACH-001532,-1.3627619133106696
ACH-001550,-1.6641567871033671
ACH-001552,-1.5727973891359308
ACH-001554,-1.4957632596585502
ACH-001654,-1.5375442609644967
ACH-001735,-1.4350313853526202
ACH-001736,-1.4803372660008811
ACH-001737,-1.407930057334086
ACH-001740,-1.555267709715316
ACH-001745,-1.3971760625180694
ACH-001765,-1.340432461340206
