,MAD2L1BP (9587)
ACH-000223,-0.3767299990444298
ACH-000226,-0.26949796404988835
ACH-000227,-0.3644846074090091
ACH-000228,-0.7703042241654656
ACH-000231,-0.33998613496271746
ACH-000232,-0.13360939468363087
ACH-000233,-0.19182245236813933
ACH-000234,-0.17247845569334289
ACH-000235,-0.041315975910124765
ACH-000237,-0.4775881514054995
ACH-000238,-0.6733502928436714
ACH-000242,-0.14687895228359213
ACH-000243,-0.6825759785506844
ACH-000244,-0.4815738558044016
ACH-000246,-0.4771248451578702
ACH-000248,-0.3111324281483908
ACH-000250,-0.6221670809540139
ACH-000251,-0.1243632527199562
ACH-000252,-0.25550998586899376
ACH-000253,-0.06874459994395643
ACH-000255,-0.15572343387750714
ACH-000256,-0.342381009356428
ACH-000257,-0.19201419573167094
ACH-000258,-0.12409398322940228
ACH-000259,-0.2518972453325529
ACH-000260,-0.4805427100852321
ACH-000261,-0.663438960821436
ACH-000262,-0.3192431637797737
ACH-000263,0.005245227231324793
ACH-000264,-0.4450122004875219
ACH-000265,-0.3377072559396973
ACH-000266,-0.10933536278236328
ACH-000272,-0.2703632880849637
ACH-000274,-0.3232768817457329
ACH-000277,-0.25468341189842664
ACH-000278,-0.261357537578794
ACH-000279,-0.3176479991952017
ACH-000280,-0.3786680064183272
ACH-000281,-0.4070939938984301
ACH-000288,-0.3478267943761895
ACH-000291,-0.2887916467499097
ACH-000293,-0.19131145666250648
ACH-000294,-0.0720003670179841
ACH-000295,-0.1604810907236685
ACH-000296,-0.4935929729467391
ACH-000302,-0.3554516920587934
ACH-000304,-0.2755678881114648
ACH-000307,-0.18848729217413532
ACH-000308,-0.2135859103321753
ACH-000310,-0.4690285489305964
ACH-000311,-0.2750230485839286
ACH-000312,-0.2278668854162333
ACH-000315,-0.2715746465360359
ACH-000316,-0.5276714858793817
ACH-000317,-0.4127222218859874
ACH-000318,-0.15203559148891654
ACH-000319,-0.2389188964338944
ACH-000320,-0.1329470678440462
ACH-000322,-0.8336693084555706
ACH-000323,-0.3642465521365689
ACH-000324,-0.3655103293140855
ACH-000329,-0.1215610522650362
ACH-000330,-0.3269600750409951
ACH-000331,-0.3407754846655586
ACH-000332,-0.21704575737141296
ACH-000334,-0.2896551399546205
ACH-000335,-0.4127052426868647
ACH-000336,-0.4229602196574186
ACH-000337,-0.2761167331862789
ACH-000338,-1.0581338596569547
ACH-000339,-0.22812682261202305
ACH-000341,-0.5751668259341278
ACH-000348,-0.3071324841309659
ACH-000350,-0.039572103746121794
ACH-000352,-0.3340785537935935
ACH-000356,-0.2745222496610527
ACH-000361,-0.14254548082213034
ACH-000362,-0.4760427361987948
ACH-000363,-0.17196272312089073
ACH-000364,-0.31141735157282513
ACH-000365,-0.10628807696914117
ACH-000366,-0.2257534431665863
ACH-000368,-0.16202118749312502
ACH-000374,-0.6744162996513485
ACH-000375,-0.3962396256897668
ACH-000376,-0.19997856385640286
ACH-000381,-0.17654630419674194
ACH-000383,-0.25714193839482713
ACH-000387,-0.4714457921856403
ACH-000389,-0.3719296566026553
ACH-000390,-0.6142120713110591
ACH-000393,-0.4944237918402548
ACH-000395,-0.349849044906382
ACH-000396,-0.4432192513414535
ACH-000397,-0.3892454313169713
ACH-000401,-0.14942526628232067
ACH-000402,-0.3302574171718842
ACH-000403,-0.2950430786529088
ACH-000404,-0.4260474362581418
ACH-000406,-0.5555567098461146
ACH-000407,-0.2565430769446115
ACH-000408,-0.4343000451893309
ACH-000410,-0.3286865290484716
ACH-000411,-0.4097669231978555
ACH-000414,-0.5483942302693412
ACH-000415,-0.4357193995269415
ACH-000416,-0.17128123812085233
ACH-000420,-0.1865613071056192
ACH-000421,-0.19120166143941705
ACH-000424,-0.0471320749796241
ACH-000425,-0.2695266231777489
ACH-000426,0.032578497690704734
ACH-000427,-0.14413768388901493
ACH-000433,-0.5100145278433047
ACH-000435,-0.253267407970339
ACH-000436,-0.40982129665090294
ACH-000444,-0.7197568327783979
ACH-000445,-0.5887581773427727
ACH-000448,-0.11128817728724168
ACH-000450,-0.3441639233894778
ACH-000452,-0.3817412274902329
ACH-000454,-0.5445717359261204
ACH-000458,-0.07547253034572772
ACH-000459,-0.4727552560288885
ACH-000460,-0.40394175207989336
ACH-000461,-0.6640526959743613
ACH-000463,-0.26410787849740125
ACH-000464,-0.4747008821887767
ACH-000466,-0.19409348531146545
ACH-000467,-0.3165808019449994
ACH-000468,-0.4183635609563765
ACH-000469,-0.3509373408911269
ACH-000470,-0.3535545241843339
ACH-000471,-0.33196488292899984
ACH-000472,-0.5406017611739083
ACH-000473,-0.2608398595211981
ACH-000475,-0.4091520711627967
ACH-000476,-0.25312514779414325
ACH-000477,-0.4145593585287033
ACH-000479,-0.6638663666548852
ACH-000480,-0.1216865245781828
ACH-000481,-0.4170246542287505
ACH-000483,-0.1333978264377058
ACH-000484,-0.2874127308638329
ACH-000485,-0.3694921760356421
ACH-000486,-0.42121443522994223
ACH-000487,-0.3258772922695343
ACH-000488,-0.2531759476894382
ACH-000490,-0.2965426724216934
ACH-000491,-0.2760379016061549
ACH-000495,-0.14656898093643772
ACH-000496,-0.1762709021872951
ACH-000499,-0.3668295306682742
ACH-000500,-0.7764875377117342
ACH-000502,-0.6091022952073231
ACH-000503,-0.14984461360967954
ACH-000505,-0.14703483792915634
ACH-000507,-0.4483088435357205
ACH-000510,-0.4804067356774972
ACH-000511,-0.4169271415076973
ACH-000512,-0.2520466456433224
ACH-000516,-0.0989604168042688
ACH-000517,-0.6510346415324768
ACH-000518,-0.6296770184857599
ACH-000520,-0.34458762925774905
ACH-000521,-0.32841381219240834
ACH-000522,-0.15635054223126787
ACH-000524,-0.2406108595039491
ACH-000527,-0.4509275885220255
ACH-000528,-0.13962453030869346
ACH-000537,-0.2020192447370323
ACH-000541,-0.16349825821212846
ACH-000542,-0.4634649659059445
ACH-000544,-0.4523775944969751
ACH-000545,-0.24008917157875365
ACH-000547,-0.02372521483037096
ACH-000548,-0.3748762551338953
ACH-000549,-0.5967748172212463
ACH-000550,-0.2911885066421204
ACH-000552,-0.3661647083554609
ACH-000556,-0.3732165353842487
ACH-000557,-0.029497413934690686
ACH-000569,-0.3574147550438091
ACH-000570,-0.1654015768683306
ACH-000571,-0.39866485635775456
ACH-000573,-0.3341129078807224
ACH-000576,-0.2895089639687821
ACH-000579,-0.6274923620248113
ACH-000580,-0.6953901369670523
ACH-000584,-0.3249445475889709
ACH-000585,-0.7399417841006909
ACH-000588,-0.14021560630526084
ACH-000589,-0.0954026789654911
ACH-000591,-0.2563424963101119
ACH-000593,-0.3370382087513614
ACH-000600,-0.3343794372026389
ACH-000601,-0.5220744103602384
ACH-000605,-0.20554145753415504
ACH-000606,-0.5925058864249171
ACH-000608,-0.27870989322751866
ACH-000614,-0.4871216732077222
ACH-000616,-0.3934395837468313
ACH-000618,-0.21426209867928328
ACH-000619,-0.5171507536384926
ACH-000620,-0.3827167838636672
ACH-000621,-0.39791081333185263
ACH-000622,-0.07146163310615278
ACH-000623,-0.4601006604126691
ACH-000624,-0.3572395863302487
ACH-000627,-0.2454913814425672
ACH-000630,-0.4281140535398648
ACH-000631,-0.3873209467374139
ACH-000632,-0.17034752830871056
ACH-000633,-0.09315945248884397
ACH-000637,-0.4973148780909944
ACH-000638,-0.17461280348688307
ACH-000646,-0.2411378784137575
ACH-000647,-0.3900586534052638
ACH-000648,-0.34564163557992744
ACH-000649,-0.3139303268836829
ACH-000651,-0.14624852488461604
ACH-000652,-0.04917918993032731
ACH-000653,-0.2861323526647858
ACH-000657,-0.2639365679708161
ACH-000658,-0.16114838094958392
ACH-000661,-0.4324845870208564
ACH-000662,-0.11192695598516086
ACH-000663,-0.40064272810804985
ACH-000665,-0.2506843180844596
ACH-000671,-0.18333030542523054
ACH-000672,-0.2510257941557525
ACH-000673,-0.3497204622433786
ACH-000676,-0.23894239061417105
ACH-000677,-0.22502215260979416
ACH-000681,-0.2888744319503549
ACH-000683,-0.13028520120793646
ACH-000684,-0.4382619613751089
ACH-000688,-0.6371203651108087
ACH-000693,-0.468457685250956
ACH-000694,-0.3539350556443437
ACH-000695,-0.2526378106103952
ACH-000696,-0.21247841234554912
ACH-000697,-0.4524990750694424
ACH-000699,-0.6228711035884775
ACH-000701,-0.33073180363059235
ACH-000706,-0.40231296724036825
ACH-000711,-0.32146715158603995
ACH-000713,-0.22706035820916745
ACH-000714,-0.0961015313289766
ACH-000718,-0.3789073846158332
ACH-000720,-0.4561051642920138
ACH-000721,-0.5617140155367096
ACH-000724,-0.06702554331901614
ACH-000725,-0.16425772979678627
ACH-000732,-0.5090101145286128
ACH-000734,-0.5413469824441801
ACH-000735,-0.8263327015674589
ACH-000736,-0.3052779498759758
ACH-000738,-0.2521556609265214
ACH-000746,0.09340705345676624
ACH-000747,-0.31017863070993473
ACH-000748,-0.4847527947938043
ACH-000753,-0.2507222729330897
ACH-000756,-0.5713033459892443
ACH-000757,-0.08243942019777124
ACH-000758,-0.26163113620550665
ACH-000760,-0.07544188116806913
ACH-000762,-0.29952336679545905
ACH-000763,-0.18600082270249985
ACH-000764,-0.7171934123844907
ACH-000765,-0.33332222450072674
ACH-000766,-0.3555409087047438
ACH-000767,-0.11521822412034935
ACH-000768,-0.0015321043937253252
ACH-000769,-0.30791580762742105
ACH-000770,-0.16148877339598253
ACH-000771,-0.7025469004729437
ACH-000773,-0.5342353236420323
ACH-000776,-0.4408275187301625
ACH-000777,-0.3022222482418008
ACH-000778,-0.21728505939816103
ACH-000781,-0.3177153163401717
ACH-000782,-0.19540440577139634
ACH-000783,-0.3375430512721184
ACH-000784,-0.3131833482474224
ACH-000785,-0.4103673574939501
ACH-000787,-0.3828047803702593
ACH-000788,-0.11248692416576504
ACH-000791,-0.3503166400090842
ACH-000792,-0.2674761339276438
ACH-000794,-0.3101653249811822
ACH-000796,-0.0927101669496536
ACH-000798,-0.08597904973919282
ACH-000799,-0.42747785396792404
ACH-000800,-0.2673114582056169
ACH-000802,-0.569502459947746
ACH-000804,-0.32035446900458103
ACH-000805,-0.3411324423762193
ACH-000809,-0.20671494098520596
ACH-000810,-0.1491675721200935
ACH-000811,-0.2288696402324562
ACH-000817,-0.1317190611618921
ACH-000819,-0.17585108819468315
ACH-000820,-0.35456697896582545
ACH-000821,-0.11867906537368522
ACH-000822,-0.4002471942746713
ACH-000823,-0.2924571084303361
ACH-000824,-0.07836399791880773
ACH-000827,-0.368766458728008
ACH-000829,-0.24183393814462706
ACH-000831,-0.23307231285240185
ACH-000832,-0.4455787078940597
ACH-000833,-0.2765137919166898
ACH-000834,-0.5075199937942788
ACH-000835,-0.2354866217412266
ACH-000836,-0.23805526257566684
ACH-000837,-0.12048960440043817
ACH-000838,-0.40564980481360585
ACH-000839,-0.5723431270684971
ACH-000840,-0.2284576294145013
ACH-000841,-0.2327394953394157
ACH-000843,-0.05576872329397488
ACH-000846,-0.5258410723637151
ACH-000847,-0.11913970133237133
ACH-000848,-0.3584797445974834
ACH-000849,-0.4673851767551467
ACH-000851,-0.28090609088751484
ACH-000855,-0.09973571436666676
ACH-000856,-0.22230493867150675
ACH-000858,-0.2490821447110759
ACH-000859,-0.5900281876172037
ACH-000861,-0.1919006746618653
ACH-000862,-0.7641430899384292
ACH-000865,-0.4662372467122852
ACH-000866,-0.1475912275224807
ACH-000867,-0.7195525382549046
ACH-000869,-0.10870233304138707
ACH-000872,-0.26032120476700904
ACH-000873,-0.3234961674537833
ACH-000876,-0.30652268860088666
ACH-000878,-0.4920141292543334
ACH-000880,-0.40122045162445136
ACH-000881,-0.5260085090252511
ACH-000882,-0.4195660104086851
ACH-000884,-0.1794297209373788
ACH-000885,-0.5981441214072214
ACH-000887,-0.4570853839064978
ACH-000889,-0.09902420342139506
ACH-000896,-0.8081672134639946
ACH-000898,-0.44352700170719983
ACH-000900,-0.3625211781724096
ACH-000901,-0.25549359704474234
ACH-000905,-0.14973271126543353
ACH-000906,-0.20478480364609628
ACH-000907,-0.4033709864352061
ACH-000910,-0.16781270421957026
ACH-000911,-0.09223308671589432
ACH-000912,-0.15934989169503955
ACH-000913,-0.034281699185309863
ACH-000915,-0.2125197167553742
ACH-000916,-0.1457880850159609
ACH-000917,-0.17179299939727466
ACH-000920,-0.5602139485933387
ACH-000921,-0.11288147064414955
ACH-000924,-0.4572143695105838
ACH-000926,-0.2551334795370703
ACH-000928,-0.2917031802679269
ACH-000929,-0.1827515434890724
ACH-000932,-0.7061697075272113
ACH-000935,-0.4618624801918563
ACH-000936,-0.252314666115785
ACH-000937,-0.12587104068346233
ACH-000938,-0.2317921506495349
ACH-000939,-0.27178776268832705
ACH-000941,-0.6352160102667769
ACH-000943,-0.31890387847131296
ACH-000946,-0.374620900405584
ACH-000947,-0.4297546462653296
ACH-000948,-0.19949045697212456
ACH-000950,-0.33987104142352714
ACH-000953,-0.07716464264584291
ACH-000954,-0.4602060202880248
ACH-000957,-0.4027948903524526
ACH-000958,-0.3309307633089115
ACH-000960,-0.34565295146597913
ACH-000963,-0.201566944971041
ACH-000968,-0.02321840167941398
ACH-000969,-0.06695101783198218
ACH-000972,-0.3790726317962612
ACH-000973,-0.387116307314157
ACH-000974,-0.3583622763686886
ACH-000978,-0.11727522681812776
ACH-000984,-0.4799848428267473
ACH-000986,-0.2767694459587591
ACH-000988,-0.4067295121250322
ACH-000993,-0.3337656480056748
ACH-000994,-0.27396685705885
ACH-000996,-0.2401778769603788
ACH-001001,-0.2650489571863762
ACH-001020,-0.3689785538572301
ACH-001028,-0.19848897122448927
ACH-001031,-0.5831004699220588
ACH-001038,-0.08877769200659419
ACH-001048,-0.3985578683129391
ACH-001050,-0.5194386293908445
ACH-001053,-0.2818022665928449
ACH-001054,-0.2582941906489205
ACH-001061,-0.1332454244091448
ACH-001067,-0.7680760341234408
ACH-001075,-0.6981479221044633
ACH-001096,-0.34518965254922285
ACH-001111,-0.3769172616975357
ACH-001119,-0.440986782909569
ACH-001128,-0.8045523416689804
ACH-001134,-0.6555019125998323
ACH-001151,-0.2241855659637627
ACH-001163,-0.10874363466904943
ACH-001164,-0.3668656371599193
ACH-001183,-0.3280053142390417
ACH-001192,-0.3453669348206273
ACH-001193,-0.15037966232673905
ACH-001196,-0.12636107289380227
ACH-001197,-0.5141462102757927
ACH-001205,-0.371016163972028
ACH-001211,-0.3408436136302201
ACH-001212,-0.5275663468809878
ACH-001228,-0.527600987488856
ACH-001232,-0.1533596400452759
ACH-001239,-0.29689055152212723
ACH-001270,-0.4251377806742404
ACH-001274,-0.6204600536964424
ACH-001275,-0.6013212803679071
ACH-001277,-0.2707626453500788
ACH-001278,-0.3481545396578725
ACH-001280,-0.3094891533574528
ACH-001283,-0.27170504322873906
ACH-001289,-0.41010267321150506
ACH-001300,-0.4811929513546905
ACH-001301,-0.4109769836729201
ACH-001302,-0.42239722691441106
ACH-001306,-0.1864138602883265
ACH-001318,-0.36949366237726144
ACH-001322,-0.3068193169406445
ACH-001328,-0.5107301634932571
ACH-001332,-0.11978573318525393
ACH-001336,-0.5171543238812111
ACH-001346,-0.5738441863991534
ACH-001353,-0.2855117367446227
ACH-001354,-0.11274957816489195
ACH-001367,-0.363344756236018
ACH-001368,-0.1076990939949564
ACH-001374,-0.6130794746693021
ACH-001377,-0.3087241693923777
ACH-001380,-0.342373990863623
ACH-001391,-0.22597720554799386
ACH-001408,-0.19118451089104216
ACH-001430,-0.36763256711973336
ACH-001431,-0.2900238395531414
ACH-001450,-0.1900006716398214
ACH-001496,-0.10105977165694756
ACH-001500,-0.5467979480990355
ACH-001523,-0.4979402028983054
ACH-001532,-0.7815679114314784
ACH-001550,-0.32018136523039314
ACH-001552,-0.2553818740752097
ACH-001554,-0.2441402898400838
ACH-001654,-0.5466654379097547
ACH-001735,-0.10226742926635587
ACH-001736,-0.25507184243261805
ACH-001737,-0.04737653415411893
ACH-001740,-0.3434120417196141
ACH-001745,-0.2532764077368201
ACH-001765,-0.5511706871759572
