,DUT (1854)
ACH-000258,-1.5577215735215206
ACH-000259,-1.2340858064200113
ACH-000260,-1.1846972613327889
ACH-000261,-1.2700727450965137
ACH-000262,-1.0620312348976595
ACH-000263,-1.1781364945158603
ACH-000264,-1.2280535103696149
ACH-000265,-1.1315762692419224
ACH-000266,-1.3775725050495915
ACH-000272,-1.180423052700053
ACH-000274,-0.9242966952812568
ACH-000277,-1.3107212045492938
ACH-000278,-0.9023298131242292
ACH-000279,-1.1928487249386872
ACH-000280,-1.1460681947320448
ACH-000281,-1.340979990622176
ACH-000288,-1.151456529042852
ACH-000291,-1.1479972132427316
ACH-000293,-0.9378000803034756
ACH-000294,-1.6974664343868329
ACH-000295,-1.0775081676752811
ACH-000296,-1.3204433006237188
ACH-000302,-1.256937575108303
ACH-000304,-1.3982422623657935
ACH-000307,-1.3016758853495292
ACH-000308,-1.0137328558532792
ACH-000310,-1.0360313018742706
ACH-000311,-1.3159195189174064
ACH-000312,-1.167110839503558
ACH-000315,-1.2260498274864204
ACH-000316,-1.2788231328174549
ACH-000317,-1.2996084935765717
ACH-000318,-1.2507051476805464
ACH-000319,-1.2456975646089072
ACH-000320,-1.2920011548844021
ACH-000322,-0.9450759460334024
ACH-000323,-1.2226144417880551
ACH-000324,-1.309730476312021
ACH-000329,-1.2119363077685346
ACH-000330,-1.2020521649138007
ACH-000331,-1.1855080292083329
ACH-000332,-1.197209282607722
ACH-000334,-1.7079299817026192
ACH-000335,-0.9085787994205944
ACH-000336,-1.1851541109475408
ACH-000337,-1.2466615746750165
ACH-000338,-0.7604985518671425
ACH-000339,-1.0984466973272529
ACH-000341,-0.8942563326994611
ACH-000348,-1.2396518046185712
ACH-000350,-1.2449058612363024
ACH-000352,-1.2586332241564404
ACH-000356,-1.3290480847232575
ACH-000361,-1.013793891084351
ACH-000362,-1.3532445475044357
ACH-000363,-1.226453308873525
ACH-000364,-0.7768288355378137
ACH-000365,-1.3384589601394636
ACH-000366,-1.1499580445834234
ACH-000368,-1.0274614684864491
ACH-000374,-1.1490113230236236
ACH-000375,-1.179243034435859
ACH-000376,-1.1308499960846006
ACH-000381,-1.2187925189179123
ACH-000383,-1.2499494655669772
ACH-000387,-1.1971178278260235
ACH-000389,-1.0580362959101646
ACH-000390,-1.3313718977055535
ACH-000393,-0.8503023549793219
ACH-000395,-0.9634173875542712
ACH-000396,-1.2236261853662698
ACH-000397,-0.9320949935959963
ACH-000401,-1.1094478503582341
ACH-000402,-1.3139407736461597
ACH-000403,-1.4229664978972285
ACH-000404,-1.1300614461060003
ACH-000406,-1.3453702678860469
ACH-000407,-1.0757872100443526
ACH-000408,-1.1459660192123289
ACH-000410,-1.0452187532408226
ACH-000411,-1.2335016960517142
ACH-000414,-1.5531141436268825
ACH-000415,-1.2749023982487242
ACH-000416,-1.1150369782250154
ACH-000420,-1.1192146697409202
ACH-000421,-1.0854218430823588
ACH-000424,-1.0977931128209362
ACH-000425,-0.9919106299309536
ACH-000426,-1.5610231536888022
ACH-000427,-1.2930417271733297
ACH-000433,-1.087221179420122
ACH-000435,-1.3101146467905156
ACH-000436,-1.5081416809131631
ACH-000444,-1.1237808486546856
ACH-000445,-1.2003661054439771
ACH-000448,-1.1815086419441874
ACH-000450,-1.0910798326510724
ACH-000452,-1.3774879888465694
ACH-000454,-1.3539892660406216
ACH-000458,-1.4665880648313232
ACH-000459,-1.1023115889569204
ACH-000460,-1.2490828657385291
ACH-000461,-1.180279914149465
ACH-000463,-1.0480844937899685
ACH-000464,-0.9277131207249838
ACH-000466,-1.6453241713910047
ACH-000467,-1.0049615823279618
ACH-000468,-1.2187481098849249
ACH-000469,-1.2477408359881574
ACH-000470,-1.4562462167903216
ACH-000471,-1.2116631245483138
ACH-000472,-1.290713806370288
ACH-000473,-1.2704700663100608
ACH-000475,-1.175775308550973
ACH-000476,-1.0481635367119608
ACH-000477,-1.105333170710793
ACH-000479,-0.8261619199990838
ACH-000480,-1.2953607324388705
ACH-000481,-1.492902616636703
ACH-000483,-1.1785983679062266
ACH-000484,-1.0990090986333427
ACH-000485,-1.13098079509535
ACH-000486,-1.1566411758265958
ACH-000487,-1.2683710468961684
ACH-000488,-1.1637786747655612
ACH-000490,-1.132204667886724
ACH-000491,-1.2701525590550071
ACH-000495,-1.1916588456382142
ACH-000496,-1.0869229262215
ACH-000499,-1.1264042711057212
ACH-000500,-1.6090070765462647
ACH-000502,-1.2917128216821483
ACH-000503,-1.2870275804827225
ACH-000505,-1.07479265292597
ACH-000507,-0.9853873659689596
ACH-000510,-1.290909528497488
ACH-000511,-1.1579698097443678
ACH-000512,-1.3574175481359545
ACH-000516,-1.1604879475740733
ACH-000517,-1.3209152847673458
ACH-000518,-1.4035459324613984
ACH-000520,-1.2967213217549611
ACH-000521,-1.2040203712371682
ACH-000522,-1.2251993464216224
ACH-000524,-1.1481849834527842
ACH-000527,-1.1672819702495267
ACH-000528,-1.3733737163295687
ACH-000537,-1.3788000023682232
ACH-000541,-1.210773678522314
ACH-000542,-1.1898754039192427
ACH-000544,-1.1257057960971877
ACH-000545,-1.2131747494292988
ACH-000547,-1.5045946578840137
ACH-000548,-1.1788989532255052
ACH-000549,-0.927569281267615
ACH-000550,-1.142540763691426
ACH-000552,-1.193953297426944
ACH-000556,-1.3372474763688251
ACH-000557,-1.385429129535065
ACH-000569,-0.7708348986223665
ACH-000570,-1.2224076332807363
ACH-000571,-1.172568671354873
ACH-000573,-1.3797731975639629
ACH-000576,-1.235211947978721
ACH-000579,-1.218225696445378
ACH-000580,-1.2477703034463894
ACH-000584,-1.3140108307410645
ACH-000585,-1.310246787734434
ACH-000588,-1.3590755791905658
ACH-000589,-1.2991454325523077
ACH-000591,-1.098850389469986
ACH-000593,-1.0454511911177329
ACH-000600,-1.371327568433662
ACH-000601,-1.124625913319713
ACH-000605,-1.4951264425664499
ACH-000606,-1.0969308641231323
ACH-000608,-1.3577706469558206
ACH-000614,-1.1223602270513222
ACH-000616,-0.944336006715619
ACH-000618,-1.23402837289479
ACH-000619,-1.123459901931262
ACH-000620,-1.405587654710376
ACH-000621,-1.3562579666381531
ACH-000622,-1.25330340767204
ACH-000623,-1.0562116996661142
ACH-000624,-1.2739794259719222
ACH-000627,-1.006196062036107
ACH-000630,-1.2746692128952228
ACH-000631,-1.1236842993302285
ACH-000632,-1.2758667225085243
ACH-000633,-1.051316891709666
ACH-000637,-1.3768851983548702
ACH-000638,-1.2359142649660455
ACH-000646,-1.1009544966211624
ACH-000647,-1.0923208371391528
ACH-000648,-1.0960217363594804
ACH-000649,-1.2777751522146492
ACH-000651,-1.2488082768050894
ACH-000652,-1.126250753372204
ACH-000653,-1.3564806882929321
ACH-000657,-1.16217172381122
ACH-000658,-1.3368564829742406
ACH-000661,-1.278180437303732
ACH-000662,-1.296866644176474
ACH-000663,-1.2111066647941977
ACH-000665,-1.2498016839229529
ACH-000671,-1.1515768132006845
ACH-000672,-1.0968494715092822
ACH-000673,-1.065831432853403
ACH-000676,-1.100383788433858
ACH-000677,-1.2029057093402902
ACH-000681,-1.2707461065405714
ACH-000683,-1.3000503394178475
ACH-000684,-1.0431893552582867
ACH-000688,-1.2935457492864089
ACH-000693,-1.114217518965378
ACH-000694,-1.1594996466428071
ACH-000695,-1.4504946810644397
ACH-000696,-1.1154336614012972
ACH-000697,-1.3576104685390764
ACH-000699,-1.4530305234324674
ACH-000701,-1.3393455803383227
ACH-000706,-1.128909975248367
ACH-000711,-1.1626299619143978
ACH-000713,-1.2415966613285452
ACH-000714,-1.3217038715242468
ACH-000718,-1.2988280039746924
ACH-000720,-1.3429040825142031
ACH-000721,-1.1343247235301408
ACH-000724,-1.1592134774533314
ACH-000725,-1.5508125959762609
ACH-000732,-1.1002863391710374
ACH-000734,-1.2057834628314126
ACH-000735,-1.0343358723611629
ACH-000736,-1.2951852212818993
ACH-000738,-1.2594331341048224
ACH-000746,-1.1320673689452743
ACH-000747,-0.8097554663723192
ACH-000748,-1.0217928159905638
ACH-000753,-1.2699023830349434
ACH-000756,-0.9887336872131648
ACH-000757,-1.2054811078559615
ACH-000758,-1.2555988373226683
ACH-000760,-1.2098622788630733
ACH-000762,-1.045891462656921
ACH-000763,-1.754215300141351
ACH-000764,-1.140984099401342
ACH-000765,-1.1527455592598232
ACH-000766,-1.1798096981584016
ACH-000767,-1.380613532261132
ACH-000768,-1.3114058905600685
ACH-000769,-1.0390235853802692
ACH-000770,-1.1058488197651526
ACH-000771,-1.2484181780847572
ACH-000773,-1.0997168013357153
ACH-000776,-1.1148748909528297
ACH-000777,-1.4468071779497371
ACH-000778,-1.5644870741931092
ACH-000781,-1.2950480632438464
ACH-000782,-1.0719701246315612
ACH-000783,-1.1634990103920393
ACH-000784,-1.2241914478391491
ACH-000785,-1.3905266844993525
ACH-000787,-1.199858694642153
ACH-000788,-1.2180103331189724
ACH-000791,-1.2871346630014642
ACH-000792,-1.3078329346537678
ACH-000794,-1.0478068442695128
ACH-000796,-1.299262539069724
ACH-000798,-0.9254472667099449
ACH-000799,-0.7628576302864128
ACH-000800,-1.4474479309351984
ACH-000802,-1.0701611972214586
ACH-000804,-1.073299920404362
ACH-000805,-1.3058693427499442
ACH-000809,-1.0406714175285776
ACH-000810,-1.0096759481821749
ACH-000811,-1.2890900632400348
ACH-000817,-1.068232516906229
ACH-000819,-1.1915395538082958
ACH-000820,-1.1430093328278368
ACH-000821,-1.4279847478951735
ACH-000822,-1.1885252787529141
ACH-000823,-1.314941273879734
ACH-000824,-1.1991245012001457
ACH-000827,-1.2358023868307797
ACH-000829,-1.1722019460859279
ACH-000831,-0.9627339446010498
ACH-000832,-1.2535664269320566
ACH-000833,-1.2213259269457306
ACH-000834,-1.245461792955748
ACH-000835,-1.106115564916082
ACH-000836,-1.3043460542972445
ACH-000837,-1.4396281891885592
ACH-000838,-1.5032722526495288
ACH-000839,-1.052535103729077
ACH-000840,-1.5214291793385224
ACH-000841,-1.1525404685202396
ACH-000843,-1.3373079782295747
ACH-000846,-1.0799819183695636
ACH-000847,-1.2804125799973638
ACH-000848,-1.1673493084922686
ACH-000849,-1.1461470545102843
ACH-000851,-0.9996981695594616
ACH-000855,-1.34016137488592
ACH-000856,-1.143334702105648
ACH-000858,-0.6341300142242989
ACH-000859,-1.2965031185096056
ACH-000861,-1.2421259210962248
ACH-000862,-1.2237115183937832
ACH-000865,-1.024288100174605
ACH-000866,-1.1160165892900185
ACH-000867,-1.1153019216465196
ACH-000869,-1.2578755816957503
ACH-000872,-1.145497716656145
ACH-000873,-1.1182087112762176
ACH-000876,-1.6514227035927331
ACH-000878,-1.2029984379893093
ACH-000880,-1.2443354278495264
ACH-000881,-1.3223068967866023
ACH-000882,-1.1793273532581217
ACH-000884,-1.0768161196758506
ACH-000885,-1.1518512745133909
ACH-000887,-1.0086648121245076
ACH-000889,-1.338184837832473
ACH-000896,-1.2252428051176223
ACH-000898,-1.3696617925687826
ACH-000900,-1.1248511601674616
ACH-000901,-1.2856687124840085
ACH-000905,-1.2501577865690878
ACH-000906,-1.20671152323223
ACH-000907,-1.1135736599588983
ACH-000910,-1.3559461614168302
ACH-000911,-1.2446830798838848
ACH-000912,-1.2966705068715152
ACH-000913,-1.1726834996395896
ACH-000915,-1.1992011572512709
ACH-000916,-1.2420244497244946
ACH-000917,-1.3812837221210494
ACH-000920,-1.451181465085796
ACH-000921,-1.121607575941143
ACH-000924,-1.043667970074727
ACH-000926,-1.1966667985119628
ACH-000928,-1.1586030539092456
ACH-000929,-1.3054116675003962
ACH-000932,-1.0787776422624682
ACH-000935,-1.1018368730350092
ACH-000936,-1.096594331072571
ACH-000937,-1.4329840350902825
ACH-000938,-1.3487358974324035
ACH-000939,-1.2429782962206657
ACH-000941,-1.3731846104556853
ACH-000943,-1.2035760299220717
ACH-000946,-1.1221529842288742
ACH-000947,-1.1958448936020507
ACH-000948,-1.1898701593591416
ACH-000950,-1.0180127659362816
ACH-000953,-1.2342477705739652
ACH-000954,-1.4223255871354483
ACH-000957,-0.9717068752097852
ACH-000958,-1.1101440847146191
ACH-000960,-1.4737702936092791
ACH-000963,-1.4141112917348344
ACH-000968,-1.2299692021260349
ACH-000969,-1.2839226749721464
ACH-000972,-0.6998396356618105
ACH-000973,-1.1519684846566351
ACH-000974,-1.022287289889152
ACH-000978,-0.9744288715014532
ACH-000984,-1.0710963324818217
ACH-000986,-1.1183994951582603
ACH-000988,-1.5193389147040082
ACH-000993,-1.3576617580300383
ACH-000994,-1.3106807761807198
ACH-000996,-1.1368284463048273
ACH-001001,-1.1397600850901002
ACH-001020,-1.1360736470311863
ACH-001028,-1.0708758665685894
ACH-001031,-1.283594327084462
ACH-001038,-1.2813459265992575
ACH-001048,-1.0623287013877591
ACH-001050,-1.170139431045809
ACH-001053,-1.1574098827374184
ACH-001054,-1.081516646918073
ACH-001061,-1.291380279160942
ACH-001067,-1.128056156795618
ACH-001075,-1.140061186226345
ACH-001096,-1.2017711995026903
ACH-001111,-1.1955894896317079
ACH-001119,-1.2441150312127236
ACH-001128,-1.2515409803356805
ACH-001134,-1.3728833605566992
ACH-001151,-1.2988487201511965
ACH-001163,-1.0259214305435358
ACH-001164,-1.288989792719748
ACH-001183,-1.1814726655454406
ACH-001192,-1.0388515875357192
ACH-001193,-0.8681072529667897
ACH-001196,-1.138259761074044
ACH-001197,-0.8706700173474851
ACH-001205,-1.3411959459876006
ACH-001211,-1.0688335606891468
ACH-001212,-0.9043278493698764
ACH-001228,-1.4291437879034918
ACH-001232,-1.2476371009942129
ACH-001239,-1.1421944693993833
ACH-001270,-0.9476393935742202
ACH-001274,-1.1385506750842227
ACH-001275,-1.091290400264134
ACH-001277,-1.171094471504829
ACH-001278,-1.1569519513887054
ACH-001280,-1.3189680367289107
ACH-001283,-1.3222304143526604
ACH-001289,-1.0617233215772621
ACH-001300,-1.2382405019836118
ACH-001301,-1.1948997353773163
ACH-001302,-1.1610905042438775
ACH-001306,-1.0765487796096338
ACH-001318,-1.2483470277733997
ACH-001322,-0.9091396444411542
ACH-001328,-1.2200006484331911
ACH-001332,-1.1008679273743665
ACH-001336,-1.0642642535510396
ACH-001346,-1.14527245441821
ACH-001353,-1.2807735583970363
ACH-001354,-1.3993354510417475
ACH-001367,-1.1614739605522653
ACH-001368,-1.2316022876706618
ACH-001374,-1.3997108755041598
ACH-001377,-1.1775750386145163
ACH-001380,-1.0266258047751655
ACH-001391,-1.0404613377423708
ACH-001408,-1.6026506865499337
ACH-001430,-0.7358754213371473
ACH-001431,-1.0749644085587928
ACH-001450,-1.1523812884321771
ACH-001496,-1.2616807742385858
ACH-001500,-1.0468086428658534
ACH-001523,-1.1833559113198568
ACH-001532,-1.1899096606607875
ACH-001550,-1.3894775479533612
ACH-001552,-1.4225280549633603
ACH-001554,-1.11048236901439
ACH-001654,-1.1347183189332566
ACH-001735,-1.3469992996999145
ACH-001736,-1.265789058016466
ACH-001737,-1.315692336427159
ACH-001740,-1.3430386348496817
ACH-001745,-1.2109672882658975
ACH-001765,-1.2148685719213133
