,HLA-A (3105)
ACH-000361,-0.3845254575985917
ACH-000362,-0.3837755327699378
ACH-000363,-0.15070853931567918
ACH-000364,-0.1738235278929215
ACH-000365,-0.2386141026939921
ACH-000366,-0.2059894027200492
ACH-000368,-0.23029760921309556
ACH-000374,-0.31454529931859915
ACH-000375,-0.049095171906844336
ACH-000376,-0.11338515521803914
ACH-000381,-0.1850600663023937
ACH-000383,-0.3404364148865316
ACH-000387,-0.2119827460198445
ACH-000389,-0.2973128085910617
ACH-000390,-0.4048311004684829
ACH-000393,-0.258295667139022
ACH-000395,-0.2964254045614861
ACH-000396,-0.3797341124551037
ACH-000397,-0.3142202684439912
ACH-000401,-0.033120633128031235
ACH-000402,-0.1505264828359058
ACH-000403,-0.2611523586415653
ACH-000404,-0.1376278537189862
ACH-000406,-0.3342142429807912
ACH-000407,-0.2466187178940229
ACH-000408,-0.1322659434554424
ACH-000410,-0.07689334190182366
ACH-000411,-0.12159340521213673
ACH-000414,-0.17058682140993525
ACH-000415,-0.2714003498236917
ACH-000416,-0.2558140613093477
ACH-000420,-0.06668985774839695
ACH-000421,-0.13371337268802647
ACH-000424,-0.13910847537827012
ACH-000425,-0.16508678483941625
ACH-000426,-0.4579039632210007
ACH-000427,-0.26359157403431194
ACH-000433,0.025746630635035028
ACH-000435,-0.10509716614043628
ACH-000436,-0.1861797165231847
ACH-000444,-0.1566309265600948
ACH-000445,0.05772950860152054
ACH-000448,-0.3334025230693477
ACH-000450,-0.4236889701642394
ACH-000452,-0.2509127793768718
ACH-000454,-0.2565404635124421
ACH-000458,-0.13838291065545766
ACH-000459,-0.25775185912541043
ACH-000460,-0.1949302594183448
ACH-000461,-0.058971162141450914
ACH-000463,-0.17756881014524756
ACH-000464,-0.22410095049921253
ACH-000466,-0.13964876530650366
ACH-000467,-0.1262216634689813
ACH-000468,-0.21174403474588047
ACH-000469,-0.11570575228430514
ACH-000470,-0.2299173142373768
ACH-000471,-0.17253317046228164
ACH-000472,-0.12761203954066952
ACH-000473,-0.15490442724870412
ACH-000475,-0.2565384482678251
ACH-000476,-0.13515598229428094
ACH-000477,-0.16459157168702684
ACH-000479,-0.08596753015608817
ACH-000480,-0.09589037567198792
ACH-000481,-0.20973097937737373
ACH-000483,-0.0009370966717156897
ACH-000484,-0.13837921571450235
ACH-000485,0.059137047909553674
ACH-000486,-0.1753125770804561
ACH-000487,-0.16864301844530094
ACH-000488,-0.06335308026107576
ACH-000490,-0.2525137047651745
ACH-000491,-0.3786418808191848
ACH-000495,-0.4071956716280187
ACH-000496,-0.3627450102752761
ACH-000499,-0.4336106446624364
ACH-000500,-0.314525773539107
ACH-000502,-0.16027473048974447
ACH-000503,-0.00923926738761037
ACH-000505,-0.2644010510583551
ACH-000507,-0.17538918778882284
ACH-000510,-0.11704318758015653
ACH-000511,-0.2627361016080948
ACH-000512,-0.26112177419439314
ACH-000516,-0.3659468293237401
ACH-000517,-0.2632542940786889
ACH-000518,-0.4847470437333759
ACH-000520,-0.074728519110747
ACH-000521,-0.28809520210443984
ACH-000522,-0.2720686366666021
ACH-000524,-0.3633329469003098
ACH-000527,-0.13598823870495053
ACH-000528,-0.0545394036019135
ACH-000537,-0.3468539097114782
ACH-000541,0.18000242448688344
ACH-000542,-0.3114781561574973
ACH-000544,-0.09441075273828893
ACH-000545,-0.2790887204345545
ACH-000547,-0.1822073552472326
ACH-000548,-0.05310004729590359
ACH-000549,-0.2684943138715706
ACH-000550,-0.17013849816314647
ACH-000552,-0.1384404908592223
ACH-000556,0.0013657198705698508
ACH-000557,-0.2445358509681105
ACH-000569,-0.22070077655986375
ACH-000570,-0.12556026579030258
ACH-000571,-0.2830373919171156
ACH-000573,-0.15890252509083147
ACH-000576,-0.256150289817295
ACH-000579,-0.5122254958136003
ACH-000580,-0.04998659853100953
ACH-000584,-0.23234117818124164
ACH-000585,-0.43453885579472573
ACH-000588,-0.5413375164665803
ACH-000589,-0.20834680459203375
ACH-000591,-0.2624314702715833
ACH-000593,-0.18104212102888176
ACH-000600,-0.2478886143408745
ACH-000601,-0.013575490202275279
ACH-000605,-0.24745036320221944
ACH-000606,-0.13156794297559246
ACH-000608,-0.25825333425476626
ACH-000614,-0.2369171217408941
ACH-000616,0.008259623223607834
ACH-000618,-0.2781570016327852
ACH-000619,-0.2457117117632939
ACH-000620,-0.2015746948064413
ACH-000621,-0.23194127280383536
ACH-000622,-0.06359589021387202
ACH-000623,-0.08703563298461882
ACH-000624,-0.1668647300020469
ACH-000627,-0.24163433602918186
ACH-000630,-0.2093724209993398
ACH-000631,-0.13392144910324866
ACH-000632,-0.2346683066510867
ACH-000633,-0.12107588601134317
ACH-000637,-0.1948251344034122
ACH-000638,-0.2813077179864151
ACH-000646,-0.07427304972631862
ACH-000647,-0.20045188357947866
ACH-000648,-0.24028627959944185
ACH-000649,-0.3550939131369609
ACH-000651,-0.134763299542473
ACH-000652,-0.373706487648376
ACH-000653,-0.2240943027505988
ACH-000657,-0.3496116807957462
ACH-000658,-0.6371008935454578
ACH-000661,-0.30267062721985755
ACH-000662,-0.05816564145531265
ACH-000663,-0.13144005408377446
ACH-000665,-0.2640288823659993
ACH-000671,-0.1077042963853398
ACH-000672,0.008121017058924145
ACH-000673,-0.18591753712405049
ACH-000676,-0.1434997491418759
ACH-000677,-0.18867249882823955
ACH-000681,-0.27021847801509524
ACH-000683,-0.19470176987207813
ACH-000684,0.03643385818846887
ACH-000688,-0.2292961695719708
ACH-000693,-0.12200033669505753
ACH-000694,-0.17591732799041926
ACH-000695,-0.3856124874090235
ACH-000696,-0.3078049921209159
ACH-000697,-0.044706426507301514
ACH-000699,-0.19837119646963425
ACH-000701,-0.4683885883034107
ACH-000706,-0.3389387492807989
ACH-000711,-0.22027816436196626
ACH-000713,-0.2558856220613624
ACH-000714,-0.07852255538379292
ACH-000718,-0.1301405652775443
ACH-000720,-0.3312691696562127
ACH-000721,-0.11190338190722933
ACH-000724,-0.2232010564822092
ACH-000725,-0.02626241918437398
ACH-000732,-0.21548447846656266
ACH-000734,-0.08675968518630488
ACH-000735,-0.10225855221447347
ACH-000736,-0.13770559246525696
ACH-000738,-0.02684269019638277
ACH-000746,-0.2253538327809668
ACH-000747,-0.18087406174382512
ACH-000748,-0.25584342846190883
ACH-000753,-0.17653767298302175
ACH-000756,-0.3211611315723328
ACH-000757,-0.15697614710344487
ACH-000758,-0.07179658717614176
ACH-000760,-0.05552306928147751
ACH-000762,-0.09490781960146144
ACH-000763,-0.40519816413480175
ACH-000764,-0.4538774922023314
ACH-000765,-0.29800661616752905
ACH-000766,-0.2791539947319377
ACH-000767,-0.3238455183424277
ACH-000768,-0.28297965096410765
ACH-000769,-0.1490971506780287
ACH-000770,-0.28625411515902344
ACH-000771,-0.2332649402384564
ACH-000773,-0.004504840355364056
ACH-000776,-0.10353904954923047
ACH-000777,-0.34121403300803105
ACH-000778,-0.16368216304748015
ACH-000781,-0.23556199219389365
ACH-000782,-0.2125828717619356
ACH-000783,-0.45418653376723
ACH-000784,-0.11591277884903352
ACH-000785,-0.381375293718503
ACH-000787,-0.15370843356304625
ACH-000788,-0.227937824115476
ACH-000791,-0.20748196954551207
ACH-000792,-0.2712545630593677
ACH-000794,-0.1867149125169168
ACH-000796,-0.19834190225035106
ACH-000798,-0.01373306877821332
ACH-000799,-0.07371690539128742
ACH-000800,-0.2314134872600353
ACH-000802,-0.20855592527814268
ACH-000804,-0.1240978564441856
ACH-000805,-0.10485054728864714
ACH-000809,-0.09520322261227968
ACH-000810,-0.14029893947962674
ACH-000811,-0.2088034771495864
ACH-000817,-0.27239202024528275
ACH-000819,-0.1472118579878563
ACH-000820,0.19869745518069898
ACH-000821,-0.5155411792331382
ACH-000822,-0.12147838368204965
ACH-000823,-0.14046600116860533
ACH-000824,-0.3657629813728152
ACH-000827,-0.11662812552763005
ACH-000829,-0.3169812193186081
ACH-000831,-0.1357702778777285
ACH-000832,-0.23353610076849896
ACH-000833,-0.016898819444895883
ACH-000834,-0.2301039917402796
ACH-000835,-0.27133679211837697
ACH-000836,-0.13831495633216034
ACH-000837,-0.16896095655595947
ACH-000838,-0.2871526787677125
ACH-000839,-0.13252743851908536
ACH-000840,-0.3671448148558217
ACH-000841,-0.3098452545276056
ACH-000843,-0.4031535856997834
ACH-000846,-0.3329110486696684
ACH-000847,-0.3181866340568489
ACH-000848,-0.09176204749761502
ACH-000849,-0.1953380541488946
ACH-000851,-0.21002334388825
ACH-000855,-0.07789256690798396
ACH-000856,-0.026708441491392537
ACH-000858,-0.13193997191526752
ACH-000859,0.03130877093089058
ACH-000861,-0.26115974103683104
ACH-000862,-0.10796042656486887
ACH-000865,-0.11882615607426705
ACH-000866,-0.12170193953089825
ACH-000867,-0.12713800657843174
ACH-000869,-0.2963699566982357
ACH-000872,-0.15335433425933406
ACH-000873,-0.42131631725284496
ACH-000876,-0.312889712399668
ACH-000878,-0.4565498187578661
ACH-000880,-0.16414764177738014
ACH-000881,-0.3177607546627329
ACH-000882,-0.31107080228976985
ACH-000884,-0.10577493065523752
ACH-000885,-0.16843600700645453
ACH-000887,-0.1811518970322767
ACH-000889,-0.5074888298471769
ACH-000896,-0.3776627436312488
ACH-000898,-0.041432761326616725
ACH-000900,-0.26926157720790045
ACH-000901,-0.17835394597647747
ACH-000905,-0.2898137523337865
ACH-000906,-0.3866534654385262
ACH-000907,-0.12517057396870074
ACH-000910,-0.2697298476800135
ACH-000911,-0.004381546307286407
ACH-000912,-0.10415172122562974
ACH-000913,-0.4810399754564766
ACH-000915,0.012361005074406742
ACH-000916,0.13877976292384495
ACH-000917,-0.2029343513332917
ACH-000920,-0.018603381937041016
ACH-000921,-0.2396661283958917
ACH-000924,-0.3668612444880868
ACH-000926,-0.28844721232615955
ACH-000928,-0.023548490885739348
ACH-000929,0.03785806855560517
ACH-000932,-0.2184752407906856
ACH-000935,0.04679542523069145
ACH-000936,-0.19615947265524405
ACH-000937,-0.2381844130132987
ACH-000938,-0.1512629840217736
ACH-000939,-0.16586507281599727
ACH-000941,-0.27413122062903705
ACH-000943,-0.2445625538750821
ACH-000946,-0.2415398494809804
ACH-000947,-0.20063940880530712
ACH-000948,-0.12562481731026676
ACH-000950,-0.1485849877339248
ACH-000953,-0.1421271678972806
ACH-000954,0.2560504279591675
ACH-000957,-0.3249222884654196
ACH-000958,0.036252492275679615
ACH-000960,-0.04583093012850698
ACH-000963,-0.15790665906352827
ACH-000968,-0.4398696645181329
ACH-000969,-0.067161753048972
ACH-000972,0.15290929076658816
ACH-000973,-0.3061932089315809
ACH-000974,-0.1467398169892819
ACH-000978,-0.05223598595451174
ACH-000984,0.079728073125836
ACH-000986,-0.1049690467750497
ACH-000988,-0.12379423612801625
ACH-000993,-0.10182298302790913
ACH-000994,-0.04841725492140028
ACH-000996,0.05633524782245133
ACH-001001,-0.18603622064374825
ACH-001020,-0.0978979369303872
ACH-001028,-0.20209749865919208
ACH-001031,-0.3355234194722129
ACH-001038,-0.2280345538678626
ACH-001048,-0.2103495644402094
ACH-001050,-0.16324523231716528
ACH-001053,-0.15400469035972614
ACH-001054,-0.2804257067737629
ACH-001061,-0.06698352036153997
ACH-001067,-0.17727436727006804
ACH-001075,-0.2427595106988371
ACH-001096,-0.10829296381799794
ACH-001111,-0.3471013602925649
ACH-001119,-0.07660344587870158
ACH-001128,-0.034962330469473384
ACH-001134,-0.15790911371157298
ACH-001151,-0.32148895813043904
ACH-001163,-0.14558291405387633
ACH-001164,-0.4656065739528009
ACH-001183,-0.3040342366444073
ACH-001192,-0.05172804352307507
ACH-001193,-0.015572431717883506
ACH-001196,-0.18701914527138788
ACH-001197,0.03752148037276053
ACH-001205,-0.34094545779646945
ACH-001211,-0.3095185059748632
ACH-001212,0.030924135696747092
ACH-001228,-0.25506904420796594
ACH-001232,-0.19435146123491406
ACH-001239,-0.17868224138992206
ACH-001270,-0.19376397144101687
ACH-001274,-0.4091996110762124
ACH-001275,-0.1983787819499429
ACH-001277,-0.1832561426956337
ACH-001278,-0.21147021564359808
ACH-001280,-0.07952583362274539
ACH-001283,-0.2538763103860859
ACH-001289,-0.17793019712761782
ACH-001300,-0.21996161709697384
ACH-001301,-0.4154167674715795
ACH-001302,-0.2408336737418521
ACH-001306,-0.11258982366801253
ACH-001318,-0.2784383047957073
ACH-001322,-0.2299005036540648
ACH-001328,-0.17347979674727768
ACH-001332,0.04969248645662205
ACH-001336,-0.3117526336005952
ACH-001346,-0.20841863064977015
ACH-001353,-0.3339625863850141
ACH-001354,-0.1477305596896908
ACH-001367,0.2026430663964854
ACH-001368,-0.3474041577010976
ACH-001374,-0.2845840871881291
ACH-001377,0.03384490914893413
ACH-001380,-0.26843987123612884
ACH-001391,-0.35119934078502
ACH-001408,-0.047777406654519565
ACH-001430,-0.5346728030999612
ACH-001431,-0.27201619849978315
ACH-001450,-0.13671974375426146
ACH-001496,-0.04446455417102672
ACH-001500,-0.2437987734095259
ACH-001523,-0.031524610532406766
ACH-001532,0.13825620356295032
ACH-001550,-0.24316181385027494
ACH-001552,-0.34469700296182343
ACH-001554,-0.21997244930959667
ACH-001654,-0.19838381021434595
ACH-001735,-0.2587152277046684
ACH-001736,-0.03894894705492207
ACH-001737,-0.7086992703937609
ACH-001740,-0.09329480157925632
ACH-001745,-0.2237433427160285
ACH-001765,-0.3063926030470306
