,OST4 (100128731)
ACH-000251,-0.7722734721676829
ACH-000252,-0.4611442096792977
ACH-000253,-0.19442202181430604
ACH-000255,-0.5028592190443566
ACH-000256,-0.29488216480745244
ACH-000257,0.00414132285773132
ACH-000258,-0.21853480700964328
ACH-000259,-0.4261514358385247
ACH-000260,-0.7105327118442605
ACH-000261,-0.5120785891644585
ACH-000262,-0.8151648677730761
ACH-000263,-0.4811853737336415
ACH-000264,-0.4551781267631026
ACH-000265,-0.2770520746734764
ACH-000266,-0.5050746246934023
ACH-000272,-0.7197745311927823
ACH-000274,-0.4316728677253209
ACH-000277,-0.4164498506156112
ACH-000278,-0.2365200636194547
ACH-000279,-0.38410565465013696
ACH-000280,-0.5216192561323322
ACH-000281,-0.5048275045555861
ACH-000288,-0.3865227917304455
ACH-000291,-0.5243213227572596
ACH-000293,-0.2476397505836291
ACH-000294,-0.1518760610387665
ACH-000295,-0.7012833009453295
ACH-000296,-0.2539977064022217
ACH-000302,-0.31204989063215444
ACH-000304,-0.15701756494542268
ACH-000307,-0.5863775424714984
ACH-000308,-0.4070123334449681
ACH-000310,-0.058987099288686985
ACH-000311,-0.6311717444625294
ACH-000312,-0.683874512384861
ACH-000315,0.0007318411655457159
ACH-000316,-0.5070036258466027
ACH-000317,-0.9594640701704016
ACH-000318,-0.5183745332400564
ACH-000319,-0.2874385858098442
ACH-000320,-0.1672500696571964
ACH-000322,-0.3829097961717094
ACH-000323,-0.14835961945552165
ACH-000324,-0.5293412379466029
ACH-000329,-0.1761560593457045
ACH-000330,-0.4692759623220557
ACH-000331,-0.7679189828976626
ACH-000332,-0.41323224585334906
ACH-000334,-0.08029840785888002
ACH-000335,-0.22515402145986715
ACH-000336,-0.06639403248653572
ACH-000337,-0.3781623573162894
ACH-000338,-0.5193525021462572
ACH-000339,-0.28420857224698753
ACH-000341,-0.5754403727375865
ACH-000348,-0.3041327511085621
ACH-000350,-0.3494269345275333
ACH-000352,-0.21843671473448886
ACH-000356,-0.15379996372405622
ACH-000361,-0.3433754307762757
ACH-000362,-0.0720038653952988
ACH-000363,-0.4035120478536242
ACH-000364,-0.6335352149987769
ACH-000365,-0.2853909394686405
ACH-000366,-0.45880630547122203
ACH-000368,-0.3075056790466989
ACH-000374,-0.5930805996425685
ACH-000375,-0.14961528983210726
ACH-000376,-0.2323513598398545
ACH-000381,-0.41660265980799577
ACH-000383,-0.18016597787375996
ACH-000387,-0.1725920118288283
ACH-000389,-0.5865447407464001
ACH-000390,-0.5163057278968057
ACH-000393,-0.3517657066904468
ACH-000395,-0.630684380091178
ACH-000396,-0.35654377061103903
ACH-000397,-0.4461972238700595
ACH-000401,-0.41658134256628016
ACH-000402,-0.5059967335387311
ACH-000403,-0.4843673007437009
ACH-000404,-0.5117671582121315
ACH-000406,-0.2901053773399368
ACH-000407,-0.4927329531222573
ACH-000408,-0.7314660454962415
ACH-000410,-0.2308472888750731
ACH-000411,-0.7096694679509887
ACH-000414,-0.4421864834981312
ACH-000415,-0.6330112318869919
ACH-000416,-0.3603712474532776
ACH-000420,-0.5991936608515743
ACH-000421,-0.5933771583271309
ACH-000424,-0.3009856872143445
ACH-000425,-0.15950320333469015
ACH-000426,-0.29142771149190994
ACH-000427,-0.13868370297088542
ACH-000433,-0.4427681314854238
ACH-000435,-0.27275658615479004
ACH-000436,-0.4317654077407047
ACH-000444,-0.4805555244459368
ACH-000445,-0.38287865710264296
ACH-000448,-0.4278500709125418
ACH-000450,-0.4035040958046576
ACH-000452,-0.6438071427790754
ACH-000454,-0.44319922714912297
ACH-000458,-0.5702462974344402
ACH-000459,-0.4122815771085415
ACH-000460,-0.5306877846822781
ACH-000461,-0.4050979357470117
ACH-000463,-0.2116502320614563
ACH-000464,-0.3944651710504877
ACH-000466,-0.4323230166998802
ACH-000467,-0.4820627865516444
ACH-000468,-0.2201624001874259
ACH-000469,-0.5095650001814065
ACH-000470,-0.44811977236510203
ACH-000471,-0.8040330416205269
ACH-000472,-0.8004989879487271
ACH-000473,-0.464547910101044
ACH-000475,-0.4378824653415401
ACH-000476,-0.3692358389734558
ACH-000477,-0.3071498584089856
ACH-000479,-0.6347554527535889
ACH-000480,-0.6915852852897472
ACH-000481,-0.0934708436021206
ACH-000483,-0.33285839075070656
ACH-000484,-0.2871333368980643
ACH-000485,-0.4945433566843543
ACH-000486,-0.20493463978559692
ACH-000487,-0.5588345005077341
ACH-000488,-0.5698941121476438
ACH-000490,-0.7357842231699151
ACH-000491,-0.2185601171201542
ACH-000495,-0.4815403974830531
ACH-000496,-0.5009241881294996
ACH-000499,-0.4499925336726959
ACH-000500,-0.3505472886673393
ACH-000502,-0.5255649987729928
ACH-000503,-0.2493616502343139
ACH-000505,-0.4140852150198473
ACH-000507,-0.592549985413229
ACH-000510,-0.29739971396086506
ACH-000511,-0.3799989988944122
ACH-000512,-0.3073791769468646
ACH-000516,-0.21999222351592
ACH-000517,-0.33212336402993176
ACH-000518,-0.588865953518892
ACH-000520,-0.5805058444038218
ACH-000521,-0.4265853992106136
ACH-000522,-0.21817006756459026
ACH-000524,-0.33560874085606845
ACH-000527,-0.3443923234388357
ACH-000528,-0.5310870281250945
ACH-000537,-1.0451964363435724
ACH-000541,-0.6713828654270355
ACH-000542,-0.3168098170632594
ACH-000544,-0.6897011296013651
ACH-000545,-0.5162833226068705
ACH-000547,-0.25886374030126763
ACH-000548,-0.6688319862998143
ACH-000549,-0.8026461341258152
ACH-000550,-0.3260527699046721
ACH-000552,-0.6897420760871074
ACH-000556,-0.2701519729762608
ACH-000557,-0.15906471773302425
ACH-000569,-0.4007330421251707
ACH-000570,-0.09429930754784266
ACH-000571,-0.1371302282118507
ACH-000573,-0.3991063577229622
ACH-000576,-0.5436950899912141
ACH-000579,-0.27426268088556705
ACH-000580,-0.17007693854607722
ACH-000584,-0.37189388782139005
ACH-000585,-1.0180370253533009
ACH-000588,-0.7509974339734373
ACH-000589,-0.31274775626485185
ACH-000591,-0.6395970412341538
ACH-000593,-0.7511156803727206
ACH-000600,-0.6079739634478202
ACH-000601,-0.5132737967402401
ACH-000605,-0.1867109310785494
ACH-000606,-0.7009781676243998
ACH-000608,-0.15055635580319734
ACH-000614,-0.2987693572772088
ACH-000616,-0.12638213433092313
ACH-000618,-0.6834755751499403
ACH-000619,-0.4671348137086084
ACH-000620,-0.3336347737571168
ACH-000621,-0.08697840177164554
ACH-000622,-0.3472577907672085
ACH-000623,-0.15926557071755154
ACH-000624,-0.09709479079734
ACH-000627,-0.309096749439538
ACH-000630,-1.0295727337819849
ACH-000631,-0.8997586974874321
ACH-000632,-0.4594661574393938
ACH-000633,-0.2355392028495155
ACH-000637,-0.3976609771875101
ACH-000638,-0.28354670646395763
ACH-000646,-0.6154254483919204
ACH-000647,-0.3012347263204308
ACH-000648,-0.6019550979600298
ACH-000649,-0.3978532556609301
ACH-000651,-0.3016520831035894
ACH-000652,-0.35584580598494125
ACH-000653,-0.4792892386366672
ACH-000657,-0.4113978382633344
ACH-000658,-0.5930027141664721
ACH-000661,-0.2764302893339469
ACH-000662,-0.09283863912767784
ACH-000663,-0.2778950528102187
ACH-000665,-0.7359820989103735
ACH-000671,-0.6008368438831301
ACH-000672,-0.8341204501425222
ACH-000673,-0.266448759170905
ACH-000676,-0.2434600433617189
ACH-000677,-0.08563190922585104
ACH-000681,-0.4595810243488903
ACH-000683,-0.20516196705442669
ACH-000684,-0.33932003899251256
ACH-000688,-0.3300175699844951
ACH-000693,-0.3543333596616269
ACH-000694,-0.4601941455881678
ACH-000695,-0.09194949450012688
ACH-000696,-0.330867839858648
ACH-000697,-0.5050122493569522
ACH-000699,-0.34852346490650216
ACH-000701,-0.15061326894448446
ACH-000706,-0.7861496470834041
ACH-000711,-0.1492061015422945
ACH-000713,-0.5149847120664873
ACH-000714,-0.5579880388064649
ACH-000718,-0.280338949839389
ACH-000720,-0.5144585226729871
ACH-000721,-0.5133453019368455
ACH-000724,-0.5928320103820449
ACH-000725,-0.04234800537024395
ACH-000732,-0.7850154447398814
ACH-000734,-0.6885535397204414
ACH-000735,-0.5649576944472321
ACH-000736,-0.4241033526564778
ACH-000738,-0.5437120548692979
ACH-000746,-0.3031615784039481
ACH-000747,-0.2643477739143069
ACH-000748,-0.4740639839725638
ACH-000753,-0.6189461430868315
ACH-000756,-0.22396469415051926
ACH-000757,-0.0496740649045677
ACH-000758,-0.2104529422343976
ACH-000760,-0.25092590310467583
ACH-000762,-0.8129614976069547
ACH-000763,-0.658882700748127
ACH-000764,-0.5513260033936046
ACH-000765,-0.3461815172300943
ACH-000766,-0.7536180592895342
ACH-000767,-0.24386952630097536
ACH-000768,-0.4067067175130994
ACH-000769,-0.4313097552848565
ACH-000770,-0.19899045590815365
ACH-000771,-0.802716634684038
ACH-000773,-0.21896406966106435
ACH-000776,-0.4698994745344493
ACH-000777,-0.7492355237882882
ACH-000778,-0.5524440822933623
ACH-000781,-0.5605603778811611
ACH-000782,-0.2616594880789496
ACH-000783,-0.14288513302208236
ACH-000784,-0.5256377985811301
ACH-000785,-0.419781506902885
ACH-000787,-0.7432210453108048
ACH-000788,-0.3175055091101602
ACH-000791,-0.2677557234547793
ACH-000792,-0.6464290724790823
ACH-000794,-0.7388923236748564
ACH-000796,-0.20660514098645366
ACH-000798,-0.13882238623777196
ACH-000799,-0.5434817055355369
ACH-000800,-0.501285431326952
ACH-000802,-0.5801340237010355
ACH-000804,-0.5548699598715502
ACH-000805,-0.3491375138450771
ACH-000809,-0.4081220133580056
ACH-000810,-0.5618637526285014
ACH-000811,-0.24073425698078946
ACH-000817,-0.8270770477305837
ACH-000819,-0.35754193248917104
ACH-000820,-0.4960229252046764
ACH-000821,-0.4246511572550724
ACH-000822,-0.1757409886373172
ACH-000823,-0.4740559209826877
ACH-000824,-0.20111190113181068
ACH-000827,-0.21457352358992726
ACH-000829,-0.3734715516124412
ACH-000831,-0.20340803641705235
ACH-000832,-0.7292575089527382
ACH-000833,-0.5283716768651131
ACH-000834,-0.7449893997152631
ACH-000835,-0.3650125286882016
ACH-000836,-0.6300775665967315
ACH-000837,-0.38185381637925536
ACH-000838,-0.30948615491401216
ACH-000839,-0.7724208215966297
ACH-000840,-0.3089979279853165
ACH-000841,-0.3838828502258724
ACH-000843,-0.7113026345879236
ACH-000846,-0.36650662078394014
ACH-000847,-0.4954728897818563
ACH-000848,-0.33601385048635296
ACH-000849,-0.41202912866762376
ACH-000851,-0.4753100434515148
ACH-000855,-0.4803441531176214
ACH-000856,-0.4003967683512926
ACH-000858,-0.2380818116819397
ACH-000859,-0.2947099327169725
ACH-000861,-0.30907060954033944
ACH-000862,-0.6418096420922008
ACH-000865,-0.3467469663299427
ACH-000866,-0.4123631007558145
ACH-000867,-0.13334024889469112
ACH-000869,-0.24986511064860825
ACH-000872,-0.4051559323015445
ACH-000873,-0.5487610398630025
ACH-000876,-0.33981131547435106
ACH-000878,-0.3415221119926448
ACH-000880,-0.4909058364362238
ACH-000881,-0.7374828374299969
ACH-000882,-0.6005214235244493
ACH-000884,-0.5505905545506177
ACH-000885,-0.5478862699618553
ACH-000887,-0.5195754241132344
ACH-000889,-0.44090497284857183
ACH-000896,-0.7033950949781209
ACH-000898,-0.3658560966314968
ACH-000900,-0.12233963573160955
ACH-000901,-0.29196436206356297
ACH-000905,-0.5302340234355442
ACH-000906,-0.2168988293787123
ACH-000907,-0.5196213742173297
ACH-000910,-0.158195802875334
ACH-000911,-0.2374648678750408
ACH-000912,-0.5091564486479416
ACH-000913,-0.5011115324362075
ACH-000915,-0.3771959226914626
ACH-000916,-0.18906452285749145
ACH-000917,-0.3050087481717833
ACH-000920,-0.2412547965576545
ACH-000921,-0.310608876896281
ACH-000924,-0.1622107314425693
ACH-000926,-0.26528193002604583
ACH-000928,-0.28416738804236835
ACH-000929,-0.5191119158173628
ACH-000932,-0.2946373692891385
ACH-000935,-0.3046131562481919
ACH-000936,-0.492451464112142
ACH-000937,-0.2122864351545472
ACH-000938,-0.2873795096419869
ACH-000939,-0.5271201255310568
ACH-000941,-0.13852237721555086
ACH-000943,-0.17171424055039136
ACH-000946,-0.19714416480909727
ACH-000947,-0.2902677126497534
ACH-000948,-0.3786672770568044
ACH-000950,-0.3589323105240366
ACH-000953,0.07105414959548312
ACH-000954,-0.7220165037528775
ACH-000957,-0.5801450045463783
ACH-000958,-0.286853450804028
ACH-000960,-0.2399309402625371
ACH-000963,-0.3609546361241824
ACH-000968,-0.1440804864453117
ACH-000969,0.09311219387713343
ACH-000972,-0.11824673541386145
ACH-000973,-0.19923834208466792
ACH-000974,-0.2566132946494442
ACH-000978,-0.3693841500149563
ACH-000984,-0.0012523924310005336
ACH-000986,-0.4493778005453996
ACH-000988,-0.4326144357107434
ACH-000993,-0.22736981735526204
ACH-000994,-0.2533535461430415
ACH-000996,-0.07507134980967231
ACH-001001,-0.2384937078630806
ACH-001020,-0.14221207044233694
ACH-001028,-0.08710761050154794
ACH-001031,-0.456672628213325
ACH-001038,-0.33223134552468386
ACH-001048,-0.5560589163155755
ACH-001050,-0.7307384144994815
ACH-001053,-0.4450513281506409
ACH-001054,-0.4821048416788282
ACH-001061,-0.5195349537365144
ACH-001067,-0.11022472300535716
ACH-001075,-0.8218360991581352
ACH-001096,-0.3464059680416767
ACH-001111,-0.585166162632212
ACH-001119,-0.31247045436628496
ACH-001128,-0.8689556689141177
ACH-001134,-0.3779358859429625
ACH-001151,-0.5939809857731421
ACH-001163,-0.27327430033921274
ACH-001164,-0.437740589031252
ACH-001183,-0.3627756277927727
ACH-001192,-0.35385879524063624
ACH-001193,-0.3535835109806675
ACH-001196,-0.5995472842374611
ACH-001197,-0.242378372389
ACH-001205,-0.6017853122151644
ACH-001211,-0.39549509622835466
ACH-001212,-0.17532437889636454
ACH-001228,-0.3465826681182606
ACH-001232,-0.41362232023773776
ACH-001239,-0.16603169419400515
ACH-001270,-0.7476391643309911
ACH-001274,-0.33871489834242113
ACH-001275,-0.3041727354802366
ACH-001277,-0.26125567188621984
ACH-001278,-0.365494065509534
ACH-001280,-0.3081814169919563
ACH-001283,-0.5551481465348365
ACH-001289,-0.4989166217488192
ACH-001300,-0.2157087603555133
ACH-001301,-0.39908849928698464
ACH-001302,-0.3453537338026028
ACH-001306,-0.4268265754557597
ACH-001318,-0.3658158884343957
ACH-001322,-0.3068995689203952
ACH-001328,-0.8286923792124027
ACH-001332,-0.3755642226081128
ACH-001336,-0.3290363156718291
ACH-001346,-0.4963897016502114
ACH-001353,-0.6086530800954589
ACH-001354,-0.3694907651137266
ACH-001367,-0.22177728186133425
ACH-001368,-0.2605906988784333
ACH-001374,-0.6381536268393188
ACH-001377,-0.41260133720227976
ACH-001380,-0.5884426696152075
ACH-001391,-0.2615614951936911
ACH-001408,-0.3506173184191728
ACH-001430,-0.6364873661458422
ACH-001431,-0.6005319857638389
ACH-001450,-0.6851755246399499
ACH-001496,-0.31200802823317025
ACH-001500,-0.3432479805576871
ACH-001523,-0.7128312735681452
ACH-001532,-0.5020916263813942
ACH-001550,-0.4373592081005042
ACH-001552,-0.5611722210742524
ACH-001554,-0.10593768511515876
ACH-001654,-0.5145010083463715
ACH-001735,-0.12989589062817414
ACH-001736,-0.31413380751121256
ACH-001737,-0.200469477293672
ACH-001740,-0.3231417682020385
ACH-001745,-0.3719150522476768
ACH-001765,-0.32088625192954484
