,MT1G (4495)
ACH-000524,-0.2392185274687831
ACH-000527,-0.24618307566610376
ACH-000528,-0.165566374940446
ACH-000537,-0.5264751348226523
ACH-000541,-0.5988489372304953
ACH-000542,-0.3247097459879398
ACH-000544,-0.25105417950556713
ACH-000545,-0.2446719551791909
ACH-000547,0.003082534913628036
ACH-000548,-0.31409798565887764
ACH-000549,-0.3063963684651396
ACH-000550,-0.3763716282018776
ACH-000552,-0.3914223766451037
ACH-000556,-0.36089246701046734
ACH-000557,-0.26950172619678
ACH-000569,0.016767240567489298
ACH-000570,-0.22638140151389474
ACH-000571,-0.281586430656856
ACH-000573,-0.17954703261593816
ACH-000576,-0.3658350981634902
ACH-000579,-0.13350297379313894
ACH-000580,-0.1442300986085687
ACH-000584,-0.07022027504395167
ACH-000585,-0.17400979351089388
ACH-000588,-0.26256909959472363
ACH-000589,-0.13186242477066354
ACH-000591,-0.2040191618238529
ACH-000593,-0.1475453432191287
ACH-000600,-0.09449583490635748
ACH-000601,-0.1835149524460115
ACH-000605,-0.25133820012681457
ACH-000606,-0.08472032801461186
ACH-000608,-0.21315291111563275
ACH-000614,-0.06595114920944634
ACH-000616,-0.3478894885079432
ACH-000618,-0.3106559340969105
ACH-000619,-0.23206891486848544
ACH-000620,-0.11909645152661875
ACH-000621,-0.2870257835987787
ACH-000622,-0.20663362470829627
ACH-000623,-0.2497497997667728
ACH-000624,-0.2467341773066889
ACH-000627,-0.19083598039986255
ACH-000630,-0.22097460087197848
ACH-000631,-0.17656330249950875
ACH-000632,-0.2277048285212099
ACH-000633,-0.16661476728768068
ACH-000637,-0.08023729172882509
ACH-000638,-0.16944349538668638
ACH-000646,-0.22053207734760286
ACH-000647,-0.4063470310773433
ACH-000648,-0.3653304098169032
ACH-000649,-0.2615134931066777
ACH-000651,-0.31764888777803985
ACH-000652,-0.3223799201059677
ACH-000653,-0.249869143524606
ACH-000657,-0.3613604133542781
ACH-000658,-0.2454848532591119
ACH-000661,-0.06671789338806254
ACH-000662,-0.22804483909601256
ACH-000663,-0.2804142634345813
ACH-000665,-0.14438934758742974
ACH-000671,-0.2700293257404956
ACH-000672,-0.3844132062840663
ACH-000673,-0.25579591481715064
ACH-000676,-0.2257316972998555
ACH-000677,-0.1914761995671991
ACH-000681,-0.0536898854576439
ACH-000683,-0.18795790599393286
ACH-000684,-0.044197001199839485
ACH-000688,-0.2640029421475642
ACH-000693,-0.17764400097324495
ACH-000694,-0.2817323398365878
ACH-000695,0.011396297304128885
ACH-000696,-0.2849771717079923
ACH-000697,-0.3523954212304665
ACH-000699,-0.17541088860672344
ACH-000701,-0.3684018328661422
ACH-000706,-0.2065676728074154
ACH-000711,-0.19351013669283126
ACH-000713,-0.2523556525348431
ACH-000714,-0.2141295109367183
ACH-000718,-0.17953213107211244
ACH-000720,-0.3050122856929818
ACH-000721,-0.2620531986149212
ACH-000724,-0.3629574753362225
ACH-000725,-0.26521855020466056
ACH-000732,-0.2197409866239993
ACH-000734,-0.15256605660905995
ACH-000735,-0.12963573214762486
ACH-000736,-0.22949100152427626
ACH-000738,-0.40594439619152656
ACH-000746,-0.23138399282563266
ACH-000747,-0.29367511430880305
ACH-000748,-0.22597975227312894
ACH-000753,-0.2387609338606857
ACH-000756,-0.11792737565912803
ACH-000757,-0.20332043959173665
ACH-000758,-0.4215678146279557
ACH-000760,-0.2090602319573882
ACH-000762,-0.2359794306198212
ACH-000763,-0.4679367472945799
ACH-000764,-0.4295194318796949
ACH-000765,0.10247454689709544
ACH-000766,-0.208354452090864
ACH-000767,-0.1432943992861782
ACH-000768,-0.2600586637546508
ACH-000769,-0.2561845447059872
ACH-000770,-0.4211643465349049
ACH-000771,-0.06311293800143697
ACH-000773,-0.2634505173234918
ACH-000776,-0.24208872683338795
ACH-000777,-0.12956757760593418
ACH-000778,-0.2959160401723184
ACH-000781,-0.1038517926073452
ACH-000782,-0.2634818430243224
ACH-000783,-0.31455401006946176
ACH-000784,-0.14111681224555622
ACH-000785,-0.3648031950032582
ACH-000787,-0.2826621773577069
ACH-000788,-0.1914081805326381
ACH-000791,-0.26208771350746113
ACH-000792,-0.13718786133634447
ACH-000794,-0.22468077069021
ACH-000796,-0.1577090664055268
ACH-000798,-0.14105587269056874
ACH-000799,-0.16338889840035206
ACH-000800,-0.3701068645012288
ACH-000802,-0.1270276790382763
ACH-000804,-0.29999812317333696
ACH-000805,-0.07517204178331655
ACH-000809,-0.2622654170854056
ACH-000810,-0.3159586028538444
ACH-000811,-0.2600027343129177
ACH-000817,-0.7048328438045155
ACH-000819,-0.09834843041486356
ACH-000820,-0.14207879244992
ACH-000821,-0.4480743889227653
ACH-000822,-0.16610623329782173
ACH-000823,-0.2430494430990877
ACH-000824,-0.240716060986403
ACH-000827,-0.17936738812374806
ACH-000829,-0.2528547703202612
ACH-000831,-0.2884002844028712
ACH-000832,-0.26336269426964565
ACH-000833,0.01224421663664025
ACH-000834,-0.3229461410643387
ACH-000835,-0.22474888057507786
ACH-000836,-0.27651175213970003
ACH-000837,-0.04331470088850718
ACH-000838,-0.049862530801292736
ACH-000839,-0.3435191291569429
ACH-000840,-0.28082330320586474
ACH-000841,-0.3932969611427268
ACH-000843,-0.2721971567993196
ACH-000846,-0.4904167652249347
ACH-000847,-0.21601255280813772
ACH-000848,-0.32083539520640536
ACH-000849,-0.1386989054300536
ACH-000851,-0.4191159947526192
ACH-000855,-0.08625451404660071
ACH-000856,-0.23135007185931014
ACH-000858,-0.24556289362539616
ACH-000859,-0.26770823863895843
ACH-000861,-0.2164765724150621
ACH-000862,-0.16880871815489584
ACH-000865,-0.06356567670106253
ACH-000866,-0.18977078280894255
ACH-000867,-0.23900301392446474
ACH-000869,-0.21236459624341528
ACH-000872,-0.4303613782596274
ACH-000873,-0.04997142125595209
ACH-000876,-0.12293495126480802
ACH-000878,-0.07783722482849914
ACH-000880,-0.2093939380339888
ACH-000881,-0.1548252886531448
ACH-000882,-0.12268764337833897
ACH-000884,-0.06241646361196235
ACH-000885,-0.2643281265960699
ACH-000887,-0.2072486012243164
ACH-000889,-0.3021108013570016
ACH-000896,-0.13894492889175436
ACH-000898,-0.3311132970128733
ACH-000900,-0.055718687566445615
ACH-000901,-0.1480981782059156
ACH-000905,-0.2648089625485544
ACH-000906,-0.1431362251451697
ACH-000907,-0.2084176781697825
ACH-000910,-0.280527193977998
ACH-000911,-0.2710859074286249
ACH-000912,-0.2829238044415813
ACH-000913,-0.16890377262599132
ACH-000915,-0.3883736043330263
ACH-000916,-0.35817622030388524
ACH-000917,-0.12817935406711156
ACH-000920,-0.08336456800910294
ACH-000921,-0.3238045132246772
ACH-000924,-0.2765054125641267
ACH-000926,-0.2300108761450411
ACH-000928,-0.16893945134231225
ACH-000929,-0.17440919555412715
ACH-000932,-0.14762360325334511
ACH-000935,-0.2326444412441649
ACH-000936,-0.3848499354540556
ACH-000937,-0.15315637403772928
ACH-000938,-0.19186100238007806
ACH-000939,-0.4698331986190403
ACH-000941,-0.2997695706415333
ACH-000943,-0.27445336638307444
ACH-000946,-0.27790570334737885
ACH-000947,-0.1588325671197026
ACH-000948,-0.180415365239355
ACH-000950,-0.06285786448421521
ACH-000953,-0.27192254251378645
ACH-000954,-0.10029646985468994
ACH-000957,-0.4367933158317505
ACH-000958,-0.4036895907523663
ACH-000960,-0.1676005802563428
ACH-000963,-0.3424184856767184
ACH-000968,-0.09271842672588793
ACH-000969,-0.3391292989301277
ACH-000972,-0.30903355033653496
ACH-000973,-0.21959464115166535
ACH-000974,-0.2155367622702426
ACH-000978,-0.13800780614295613
ACH-000984,-0.2625849403522829
ACH-000986,-0.08323171659441582
ACH-000988,-0.1972552820994608
ACH-000993,-0.3878612414741272
ACH-000994,-0.2695060228044349
ACH-000996,-0.17968828287282332
ACH-001001,-0.2967334882945391
ACH-001020,-0.009530767167289813
ACH-001028,-0.12869268211846094
ACH-001031,-0.32339623742811635
ACH-001038,-0.1917523138299377
ACH-001048,-0.18516383058777736
ACH-001050,-0.2590465301482024
ACH-001053,-0.3095272558887729
ACH-001054,-0.09695651599299708
ACH-001061,-0.2535918341670305
ACH-001067,-0.05436975409105469
ACH-001075,-0.22294207141712574
ACH-001096,-0.2610053517554253
ACH-001111,0.05921258998496074
ACH-001119,-0.2444800852724132
ACH-001128,-0.3252944556920335
ACH-001134,-0.27011204333904715
ACH-001151,-0.3095072831849458
ACH-001163,-0.29021829348821154
ACH-001164,-0.25478679947411675
ACH-001183,-0.42691889006412936
ACH-001192,-0.18178297279957314
ACH-001193,-0.2451478502091781
ACH-001196,-0.30873960942916123
ACH-001197,-0.17581722402948166
ACH-001205,-0.17934415869710568
ACH-001211,-0.2898348482660388
ACH-001212,-0.09468015695681667
ACH-001228,-0.242867932779648
ACH-001232,-0.08361891339892677
ACH-001239,-0.1118706359917152
ACH-001270,-0.38801254086246456
ACH-001274,-0.04725888795152863
ACH-001275,-0.12453175050183525
ACH-001277,-0.12443653521044255
ACH-001278,-0.24171554467774586
ACH-001280,-0.4167353472147305
ACH-001283,-0.2939935038994212
ACH-001289,-0.1316931789218751
ACH-001300,-0.056619491032008584
ACH-001301,-0.2687241696928885
ACH-001302,0.06304165866488302
ACH-001306,-0.20276589206143575
ACH-001318,-0.1560608792505673
ACH-001322,-0.10297591783524604
ACH-001328,-0.08968345091279849
ACH-001332,-0.2609312198676073
ACH-001336,-0.2972047148839853
ACH-001346,-0.08737455559652768
ACH-001353,-0.4543479091698967
ACH-001354,0.05346176295207461
ACH-001367,-0.3352587660044967
ACH-001368,-0.2235590664691126
ACH-001374,-0.28963170262854904
ACH-001377,-0.3161719212060031
ACH-001380,-0.2334762477647604
ACH-001391,-0.2348395437447941
ACH-001408,-0.3709124632277282
ACH-001430,-0.2500133473120877
ACH-001431,-0.20851470702291766
ACH-001450,-0.16494954670628292
ACH-001496,-0.15699596097798146
ACH-001500,-0.13268614769376674
ACH-001523,-0.2327948076535312
ACH-001532,-0.08411628794143076
ACH-001550,-0.384743434268561
ACH-001552,-0.006393530147348339
ACH-001554,-0.22847217012008045
ACH-001654,-0.244959784541342
ACH-001735,-0.5261151121919959
ACH-001736,-0.22050614090250825
ACH-001737,-0.5443151900860985
ACH-001740,-0.22453121913652666
ACH-001745,-0.16102357036309473
ACH-001765,-0.10982031629728196
