,CPD (1362)
ACH-000253,-0.2364834278307525
ACH-000255,-0.09723383879162986
ACH-000256,-0.1515494778530379
ACH-000257,0.03428646638158561
ACH-000258,-0.47939470976578896
ACH-000259,-0.29234378961784885
ACH-000260,-0.2544450035146993
ACH-000261,-0.2620937510992881
ACH-000262,-0.17873734430096316
ACH-000263,-0.1248370125447685
ACH-000264,-0.2739884951449115
ACH-000265,-0.4794712871954398
ACH-000266,-0.15314837548390658
ACH-000272,-0.1356485532719253
ACH-000274,-0.1526761564062645
ACH-000277,-0.08444658917115354
ACH-000278,-0.172255724507914
ACH-000279,-0.2808409551500932
ACH-000280,-0.08540643727237851
ACH-000281,-0.3597608523751509
ACH-000288,-0.0967577196753865
ACH-000291,-0.17681297476529306
ACH-000293,-0.055480408316236594
ACH-000294,-0.31224624703073833
ACH-000295,-0.05661319030084541
ACH-000296,-0.03265855865090349
ACH-000302,-0.19806368482440212
ACH-000304,-0.1610563837207868
ACH-000307,-0.2306061872486796
ACH-000308,-0.25369112405732874
ACH-000310,-0.2176036637779427
ACH-000311,-0.18725266393890425
ACH-000312,-0.21793903836492648
ACH-000315,-0.16149129585675429
ACH-000316,-0.3040122121117966
ACH-000317,-0.21568866375108656
ACH-000318,-0.008399969911020953
ACH-000319,-0.16372716506534038
ACH-000320,-0.020772355365060658
ACH-000322,-0.01030651334754788
ACH-000323,-0.030618221673265993
ACH-000324,-0.1753079093968255
ACH-000329,-0.2423266899805863
ACH-000330,-0.012102831836494415
ACH-000331,-0.055371356146614883
ACH-000332,-0.20112894802153836
ACH-000334,-0.1702481491415053
ACH-000335,-0.3614208915445237
ACH-000336,-0.2144986068725384
ACH-000337,-0.0474802481828764
ACH-000338,-0.6487068085788997
ACH-000339,-0.1857931915516952
ACH-000341,-0.20734367055376468
ACH-000348,-0.1971703856773913
ACH-000350,-0.15049300011494468
ACH-000352,0.008209925491918077
ACH-000356,0.009802004334569259
ACH-000361,-0.15057086140310005
ACH-000362,-0.03276682095596346
ACH-000363,-0.5287941271234821
ACH-000364,-0.16672143914548107
ACH-000365,-0.09239190751334214
ACH-000366,-0.2389146346389763
ACH-000368,-0.4891352375394016
ACH-000374,-0.21418233895677014
ACH-000375,0.026907964111764368
ACH-000376,-0.474617844527964
ACH-000381,-0.3568881372804002
ACH-000383,-0.12082408406834723
ACH-000387,-0.21313971056854109
ACH-000389,-0.5719923411403184
ACH-000390,-0.309902225713721
ACH-000393,-0.16601223539590915
ACH-000395,-0.034891477652570335
ACH-000396,-0.12328775090286224
ACH-000397,-0.06323523899746035
ACH-000401,-0.4032158236744837
ACH-000402,-0.2053933437896928
ACH-000403,-0.2171286924039679
ACH-000404,0.05078326695045915
ACH-000406,-0.21244619482594126
ACH-000407,-0.01946762102323641
ACH-000408,-0.08594913660571404
ACH-000410,-0.2220642383876537
ACH-000411,-0.06675962809117264
ACH-000414,-0.15087005361278685
ACH-000415,-0.3161671638816799
ACH-000416,-0.19337514331395506
ACH-000420,-0.6125513605339433
ACH-000421,-0.35372134058108284
ACH-000424,-0.39942053236173297
ACH-000425,-0.20825515453151733
ACH-000426,-0.4901818990063037
ACH-000427,-0.17656416326582772
ACH-000433,-0.2680085250227137
ACH-000435,-0.11365160875003498
ACH-000436,-0.11312898634755725
ACH-000444,-0.3343486217099952
ACH-000445,-0.0533567829894055
ACH-000448,-0.08528919442770339
ACH-000450,-0.057456891564705376
ACH-000452,-0.14649363871434354
ACH-000454,-0.03520939689713872
ACH-000458,-0.16698290915847433
ACH-000459,-0.16326480079725345
ACH-000460,-0.11588146310063772
ACH-000461,-0.1541390781507656
ACH-000463,-0.14532831905325388
ACH-000464,-0.3686796039368146
ACH-000466,-0.31222634439738695
ACH-000467,-0.2855270417285937
ACH-000468,-0.3384947108715077
ACH-000469,-0.7279957175855147
ACH-000470,-0.11463701002248933
ACH-000471,-0.13325802945706372
ACH-000472,-0.07532378795415434
ACH-000473,-0.3247386054001003
ACH-000475,-0.08738436255594226
ACH-000476,-0.02486750531876006
ACH-000477,-0.28169683727641204
ACH-000479,-0.23307402067680116
ACH-000480,-0.058009017840545025
ACH-000481,-0.10566427759624528
ACH-000483,-0.2158942605134582
ACH-000484,-0.2333467158282869
ACH-000485,-0.1060016347761676
ACH-000486,-0.11819678872966766
ACH-000487,-0.2709597586302146
ACH-000488,-0.1383342694617507
ACH-000490,-0.08286232575277368
ACH-000491,-0.22924381663295004
ACH-000495,-0.18139697194334395
ACH-000496,-0.15532397561115166
ACH-000499,-0.22484516698196
ACH-000500,0.10320197659154036
ACH-000502,-0.4759193580515322
ACH-000503,0.22022332421178933
ACH-000505,-0.12406791505444655
ACH-000507,-0.29786934610222426
ACH-000510,-0.1972515442571732
ACH-000511,-0.09999327786904304
ACH-000512,-0.29007897638445185
ACH-000516,-0.2080966688012734
ACH-000517,-0.28645857141127035
ACH-000518,-0.16057994441814186
ACH-000520,-0.1734936458154078
ACH-000521,-0.2744060236573507
ACH-000522,-0.11562419054656592
ACH-000524,-0.1681099062929715
ACH-000527,-0.17236674224271326
ACH-000528,-0.14191051678563132
ACH-000537,-0.2831298206968207
ACH-000541,-0.3360094913959711
ACH-000542,-0.15364357124933162
ACH-000544,-0.2300022969095004
ACH-000545,-0.1514451606526185
ACH-000547,-0.027193585747132338
ACH-000548,-0.16879385632293964
ACH-000549,-0.0034437824108502105
ACH-000550,-0.22298752629244212
ACH-000552,-0.26267493613249
ACH-000556,-0.1865611827751153
ACH-000557,-0.11667227292959816
ACH-000569,-0.4033646638935245
ACH-000570,-0.5937562482253892
ACH-000571,-0.08643203023419607
ACH-000573,-0.11662266007276888
ACH-000576,-0.8457374142664983
ACH-000579,-0.1127843024019833
ACH-000580,-0.1849003502342709
ACH-000584,-0.16346200832740415
ACH-000585,-0.3310379942082225
ACH-000588,-0.5366777031199543
ACH-000589,-0.2089992656790064
ACH-000591,-0.186277291312668
ACH-000593,-0.24649517858623865
ACH-000600,-0.7645150030271799
ACH-000601,-0.2667753444237581
ACH-000605,-0.16319428072300654
ACH-000606,-0.046441035176042866
ACH-000608,-0.1740063287417363
ACH-000614,0.04743865829766029
ACH-000616,-0.00043763415916185276
ACH-000618,-0.10676698118296
ACH-000619,-0.15376600773587576
ACH-000620,-0.08124763204668996
ACH-000621,-0.24072178685173595
ACH-000622,-0.2777379212804773
ACH-000623,-0.2979111612877804
ACH-000624,-0.1406050411459515
ACH-000627,-0.20227365348718093
ACH-000630,-0.1406848977996628
ACH-000631,-0.3670030469531153
ACH-000632,-0.2322448593718851
ACH-000633,0.005620039298488243
ACH-000637,-0.1535050839862239
ACH-000638,-0.1182850588816893
ACH-000646,-0.07480697183499442
ACH-000647,-0.2810206979016733
ACH-000648,-0.11577969982110226
ACH-000649,-0.1276993523908298
ACH-000651,-0.19205414653432093
ACH-000652,-0.3775394439721424
ACH-000653,-0.22114261019354706
ACH-000657,-0.03448994342623827
ACH-000658,-0.5668993115388239
ACH-000661,-0.1160433775018346
ACH-000662,0.06580482096066159
ACH-000663,-0.031651673686179084
ACH-000665,-0.05512898215519063
ACH-000671,-0.3859130792528699
ACH-000672,0.3583341022125198
ACH-000673,-0.31730486539033115
ACH-000676,-0.2453801086741109
ACH-000677,-0.06851397589361698
ACH-000681,-0.14055861591094146
ACH-000683,-0.11441089165832782
ACH-000684,0.05811850473121018
ACH-000688,-0.22030966450139855
ACH-000693,-0.05106617632519296
ACH-000694,-0.07637996442379191
ACH-000695,-0.3094984943765581
ACH-000696,-0.1901127241598691
ACH-000697,0.08202784307699508
ACH-000699,-0.15845223318767035
ACH-000701,-0.30486073245129997
ACH-000706,-0.22819166854839334
ACH-000711,-0.15586888164157764
ACH-000713,-0.101553089468648
ACH-000714,-0.4456314330334186
ACH-000718,-0.16065736507848713
ACH-000720,-0.2458539807508233
ACH-000721,-0.2168615837270828
ACH-000724,-0.05817034232299891
ACH-000725,0.01042176718900182
ACH-000732,-0.22178150965790389
ACH-000734,-0.2582934679294076
ACH-000735,-0.2652240004550031
ACH-000736,-0.10096673121132543
ACH-000738,-0.1699551756512709
ACH-000746,-0.22207512346113775
ACH-000747,-0.1454086604533107
ACH-000748,-0.1038206692137699
ACH-000753,-0.1077534329922158
ACH-000756,-0.5088733823795377
ACH-000757,-0.13130144042057915
ACH-000758,-0.2072284532866409
ACH-000760,-0.06877040280307196
ACH-000762,-0.16601617201260838
ACH-000763,-0.4972636494751661
ACH-000764,-0.21842041899942194
ACH-000765,-0.3781919281008633
ACH-000766,-0.17935610058786813
ACH-000767,-0.3341305918108978
ACH-000768,-0.15604844299704795
ACH-000769,-0.4034439033559457
ACH-000770,-0.08858740859362542
ACH-000771,-0.10366680934223607
ACH-000773,-0.15543124278867154
ACH-000776,-0.05009094825079325
ACH-000777,-0.0662368447650442
ACH-000778,-0.1837765846339712
ACH-000781,-0.1775556818068966
ACH-000782,-0.06399613577377095
ACH-000783,0.033631399813598584
ACH-000784,-0.09872909048784052
ACH-000785,-0.1186345516906421
ACH-000787,-0.19619674699035386
ACH-000788,-0.211711779249942
ACH-000791,-0.24944889128733405
ACH-000792,-0.17320569493409316
ACH-000794,-0.13631665682909092
ACH-000796,-0.23964159952937866
ACH-000798,-0.1447011534554926
ACH-000799,-0.15933262434459644
ACH-000800,-0.13559281423968636
ACH-000802,-0.11099700293881716
ACH-000804,0.01494015107674852
ACH-000805,0.08575645872243284
ACH-000809,-0.11089174185278627
ACH-000810,-0.33349860315036783
ACH-000811,-0.21689926580511196
ACH-000817,-0.4112764018178749
ACH-000819,-0.3498369025633951
ACH-000820,-0.05161281535296736
ACH-000821,-0.14006907454839854
ACH-000822,-0.04620393462464068
ACH-000823,-0.18349761527843747
ACH-000824,-0.08075997243234098
ACH-000827,-0.032123197038320214
ACH-000829,-0.2128611047520407
ACH-000831,-0.006878899346474831
ACH-000832,-0.027836257080106317
ACH-000833,-0.06717268085022196
ACH-000834,-0.1146199023883907
ACH-000835,-0.19926938801486302
ACH-000836,-0.20721855956451835
ACH-000837,-0.177668112632733
ACH-000838,-0.4461661657287399
ACH-000839,-0.06897848743652961
ACH-000840,-0.00796611213399964
ACH-000841,-0.2346164378467495
ACH-000843,0.0011618478743187425
ACH-000846,-0.15593392964367705
ACH-000847,0.00397145505105839
ACH-000848,-0.1851847230584433
ACH-000849,-0.14120804663903114
ACH-000851,-0.2661670186374748
ACH-000855,-0.07451469111805477
ACH-000856,-0.06358427658112402
ACH-000858,-0.15899055597099152
ACH-000859,-0.07699763494026635
ACH-000861,-0.24458266858678065
ACH-000862,-0.19676237956660103
ACH-000865,-0.058404063951983526
ACH-000866,-0.13809903865952727
ACH-000867,-0.1405040442130314
ACH-000869,-0.2106005072662383
ACH-000872,-0.17498769183502516
ACH-000873,-0.06521732769634908
ACH-000876,-0.06368794482780242
ACH-000878,0.17567053284161074
ACH-000880,-0.6564583357805972
ACH-000881,-0.06798394351801795
ACH-000882,-0.09107828232215584
ACH-000884,-0.3051446458201201
ACH-000885,-0.03728106631410266
ACH-000887,-0.19019685975244047
ACH-000889,-0.3046487388383658
ACH-000896,-0.13805784763855933
ACH-000898,-0.20791431237779476
ACH-000900,-0.1309775365486676
ACH-000901,-0.16382598007734206
ACH-000905,-0.10413411718710128
ACH-000906,-0.11261294826049155
ACH-000907,-0.08102271537043075
ACH-000910,-0.02945640774977713
ACH-000911,-0.1457058723929345
ACH-000912,-0.17088214709197236
ACH-000913,-0.2725117505606035
ACH-000915,-0.33320565792435963
ACH-000916,-0.16242281367705474
ACH-000917,-0.16050816906687068
ACH-000920,-0.15850500169720969
ACH-000921,-0.20317003605310952
ACH-000924,-0.0964487309976368
ACH-000926,-0.332036101169884
ACH-000928,-0.12975158218654606
ACH-000929,0.0017050837486857898
ACH-000932,-0.2617219028466564
ACH-000935,-0.1404956803661487
ACH-000936,-0.14046862852114614
ACH-000937,-0.1681081775515306
ACH-000938,-0.208086187068308
ACH-000939,-0.09846994115389378
ACH-000941,-0.1490158689784579
ACH-000943,-0.04995950395005479
ACH-000946,-0.0954162215552225
ACH-000947,-0.08040696032123612
ACH-000948,-0.05672801457691474
ACH-000950,-0.1359304033211122
ACH-000953,-0.17313983401569016
ACH-000954,-0.2341028631630007
ACH-000957,-0.6780258814676932
ACH-000958,-0.4668118317440063
ACH-000960,-0.2727369409073597
ACH-000963,-0.13653467257295807
ACH-000968,-0.3478050209173515
ACH-000969,-0.17397911122019172
ACH-000972,-0.2567843681080319
ACH-000973,-0.3120772250910147
ACH-000974,-0.12829795852203316
ACH-000978,-0.0060325322429441094
ACH-000984,-0.21437746310238934
ACH-000986,-0.3477108412546039
ACH-000988,-0.14340391648658918
ACH-000993,-0.1849491298183752
ACH-000994,-0.1474603162268712
ACH-000996,-0.2399905971151771
ACH-001001,-0.06394407829303994
ACH-001020,-0.2343054552944123
ACH-001028,-0.17716086650868632
ACH-001031,0.020051470095401785
ACH-001038,-0.034854561340198154
ACH-001048,-0.13106491039918736
ACH-001050,-0.2780508717840684
ACH-001053,-0.3556241986281152
ACH-001054,-0.4424680539095152
ACH-001061,-0.09667564982456713
ACH-001067,-0.061797554968069074
ACH-001075,-0.12061927505850174
ACH-001096,-0.5109349989269021
ACH-001111,-0.16967650727199687
ACH-001119,-0.11085308262274723
ACH-001128,-0.7643987814605465
ACH-001134,-0.2948668899092322
ACH-001151,-0.1909717092899922
ACH-001163,-0.3273059603511965
ACH-001164,-0.3141776048529349
ACH-001183,-0.06921414052578248
ACH-001192,-0.3917364222553452
ACH-001193,-0.2258662605928137
ACH-001196,-0.22810273090843355
ACH-001197,-0.19184079493452802
ACH-001205,-0.27300936450406715
ACH-001211,-0.2764484018014962
ACH-001212,0.0002899074837889556
ACH-001228,-0.03942555437849021
ACH-001232,-0.06704818025699222
ACH-001239,-0.08947205779996717
ACH-001270,-0.2089220926308746
ACH-001274,-0.11479702924636745
ACH-001275,-0.048468437895969683
ACH-001277,-0.4491897378581911
ACH-001278,0.30313878192489485
ACH-001280,-0.2036337739534459
ACH-001283,-0.6757105890179447
ACH-001289,-0.1256818562672402
ACH-001300,-0.046330276510282736
ACH-001301,-0.10228469713402744
ACH-001302,-0.3113144038225833
ACH-001306,-0.20311375634142184
ACH-001318,-0.12261897482353305
ACH-001322,-0.10794366213300127
ACH-001328,-0.11927953037986705
ACH-001332,-0.19247254045134946
ACH-001336,0.016858764557880476
ACH-001346,-0.019247067891958132
ACH-001353,-0.22086484148823066
ACH-001354,-0.2338005736922288
ACH-001367,-0.1619905193290671
ACH-001368,-0.15583070721620573
ACH-001374,0.0015178839420503072
ACH-001377,-0.15430313796824194
ACH-001380,-0.08513638407347313
ACH-001391,-0.0515157862427453
ACH-001408,-0.1828523333234188
ACH-001430,-0.33542717626603114
ACH-001431,-0.21854119179290413
ACH-001450,0.049318865585472216
ACH-001496,-0.024219856349395604
ACH-001500,-0.2630044325578419
ACH-001523,-0.1092669468351688
ACH-001532,-0.03132461880234015
ACH-001550,-0.1252403658064665
ACH-001552,-0.24703932054618655
ACH-001554,-0.042717332742999145
ACH-001654,-0.0012578241783446787
ACH-001735,-0.11693985414346993
ACH-001736,-0.18125201596232424
ACH-001737,-0.4403805258416061
ACH-001740,-0.1052725110643607
ACH-001745,-0.0719088119139685
ACH-001765,-0.17374501294856332
