,ATP5F1 (515)
ACH-000503,-0.491225387287885
ACH-000505,-0.2779455840841819
ACH-000507,-0.6087866679971331
ACH-000510,-0.4704498100673621
ACH-000511,-0.32588654146860474
ACH-000512,-0.3449782831355635
ACH-000516,-0.2412368276469211
ACH-000517,-0.5463803938009631
ACH-000518,-0.4081357570677085
ACH-000520,-0.40698406199306897
ACH-000521,-0.2946305221281813
ACH-000522,-0.4501125390967141
ACH-000524,-0.4245649896598076
ACH-000527,-0.5785338122290147
ACH-000528,-0.973907106353622
ACH-000537,-0.6819832322582079
ACH-000541,-0.38550078106261
ACH-000542,-0.2357080985411805
ACH-000544,-0.5929315212142973
ACH-000545,-0.4653637502248234
ACH-000547,-1.095041847937871
ACH-000548,-0.21268752456057108
ACH-000549,-0.4076422009968733
ACH-000550,-0.2489802707080509
ACH-000552,-0.5383957388892996
ACH-000556,-0.6256756987245631
ACH-000557,-0.16745063754683592
ACH-000569,-0.6351706722860502
ACH-000570,-0.4672256658253222
ACH-000571,-0.29864784022352336
ACH-000573,-0.4768101897468464
ACH-000576,-0.22773960141553634
ACH-000579,-0.36049545796612015
ACH-000580,-0.2858923612769805
ACH-000584,-0.5207159285867675
ACH-000585,-0.448337958006436
ACH-000588,-0.3780891912333255
ACH-000589,-0.5628702785152929
ACH-000591,-0.4183537545432676
ACH-000593,-0.6376449343392158
ACH-000600,-0.5651461273359379
ACH-000601,-0.2732600810525238
ACH-000605,-0.2870566314467118
ACH-000606,-0.7513351557501197
ACH-000608,-0.3829523305915251
ACH-000614,-0.5189736411697915
ACH-000616,-0.2655942850710337
ACH-000618,-0.6412009487790398
ACH-000619,-0.5748796947399155
ACH-000620,-0.6092870679673636
ACH-000621,-0.25184733180103097
ACH-000622,-0.37225036557330377
ACH-000623,-0.39238330908949703
ACH-000624,-0.3608166561013466
ACH-000627,-0.401609851954858
ACH-000630,-0.6113440883681459
ACH-000631,-0.6118227468830841
ACH-000632,-0.3859470251975421
ACH-000633,-0.4616363226412025
ACH-000637,-0.5214163723893155
ACH-000638,-0.538537573403706
ACH-000646,-0.5839024519852339
ACH-000647,-0.4976019510579502
ACH-000648,-0.18925209888364375
ACH-000649,-0.2468678230581361
ACH-000651,-0.7360073889873237
ACH-000652,-0.3442966804304905
ACH-000653,-0.17150730845140633
ACH-000657,-0.4763942216352165
ACH-000658,-0.15658784713866306
ACH-000661,-0.3055554436701717
ACH-000662,-0.5375024431386957
ACH-000663,-0.2758525664638489
ACH-000665,-0.23690440699500345
ACH-000671,-0.5350424473106585
ACH-000672,-0.5692824290821143
ACH-000673,-0.2553312191981658
ACH-000676,-0.3435218689587408
ACH-000677,-0.7530850190760443
ACH-000681,-0.5322489776512253
ACH-000683,-1.0128389252346888
ACH-000684,-0.2572710999246901
ACH-000688,-0.3970489793584901
ACH-000693,-0.6987519267672213
ACH-000694,-0.6681520716636148
ACH-000695,-0.395488875040292
ACH-000696,-0.4464646599017063
ACH-000697,-0.5448880198253159
ACH-000699,-0.4945068836100498
ACH-000701,-0.4484929683628781
ACH-000706,-0.6708439419923888
ACH-000711,-0.34984968882228906
ACH-000713,-0.5405550851478859
ACH-000714,0.07050001527628624
ACH-000718,-0.31997779115213193
ACH-000720,-0.5189303355899968
ACH-000721,-0.5743295654304328
ACH-000724,-0.6940995525270639
ACH-000725,-0.5068215285951605
ACH-000732,-0.7336295833005646
ACH-000734,-0.5536726775221952
ACH-000735,-0.6120841709497616
ACH-000736,-0.6863817864746411
ACH-000738,-0.6570736778248111
ACH-000746,-0.6886462034450579
ACH-000747,-0.814319641924602
ACH-000748,-0.15336228729135964
ACH-000753,-0.4665865158635141
ACH-000756,-0.29794000962788825
ACH-000757,-0.5870114718063276
ACH-000758,-0.6223345656029048
ACH-000760,-0.4783230578035536
ACH-000762,-0.2789441536693441
ACH-000763,-0.559762025918256
ACH-000764,-0.5200114958897883
ACH-000765,-0.3764844667285045
ACH-000766,-0.35999066106325545
ACH-000767,-0.42195668382578216
ACH-000768,-0.2680210269718468
ACH-000769,-0.7696025788917991
ACH-000770,-0.2948598849381286
ACH-000771,-0.32506479808427313
ACH-000773,-0.16678668862809318
ACH-000776,-0.27874324349853685
ACH-000777,-0.19894639973342412
ACH-000778,-0.3817878257414119
ACH-000781,-0.5156384097829732
ACH-000782,-0.30377019906814245
ACH-000783,-0.26594717055370976
ACH-000784,-0.5509213208550766
ACH-000785,-0.3895214886327975
ACH-000787,-0.6283153115528526
ACH-000788,-0.19269968641157745
ACH-000791,-0.3942885773174626
ACH-000792,-0.21811102008478306
ACH-000794,-0.2813387480751199
ACH-000796,-0.4350696156291219
ACH-000798,-0.23039309109496844
ACH-000799,-0.5606760572080752
ACH-000800,-0.3148852698638088
ACH-000802,-0.4589770351639415
ACH-000804,-0.22659067427060245
ACH-000805,-0.4800349487912293
ACH-000809,-0.4926709481116357
ACH-000810,-0.2545924319650458
ACH-000811,-0.3492484365008553
ACH-000817,-0.3876839807492021
ACH-000819,-0.4206230950171489
ACH-000820,-0.3970328783792152
ACH-000821,-0.2290525943301921
ACH-000822,-0.238465812637196
ACH-000823,-0.56177006538335
ACH-000824,-0.4826595286925346
ACH-000827,-0.2322989786988463
ACH-000829,-0.4056498740382105
ACH-000831,-0.6154988110603832
ACH-000832,-0.4362506672757741
ACH-000833,-0.38523957520595664
ACH-000834,-0.5409412258487727
ACH-000835,-0.3767106256102935
ACH-000836,-0.4488462678346239
ACH-000837,-0.3165460092593728
ACH-000838,-0.12144999314673136
ACH-000839,-0.3405735033068121
ACH-000840,-0.3398617186494305
ACH-000841,-0.3289146464440261
ACH-000843,-0.650586217385995
ACH-000846,-0.5751034260475056
ACH-000847,-0.4847451148140566
ACH-000848,-0.6939431538695661
ACH-000849,-0.6186938957077852
ACH-000851,-0.6515313127699657
ACH-000855,-0.6127513519302527
ACH-000856,-0.2231423549205291
ACH-000858,-0.6198219395526307
ACH-000859,-0.1260208504147993
ACH-000861,-0.3951595148103921
ACH-000862,-0.6629863847342287
ACH-000865,-0.6042690717567972
ACH-000866,-0.5832555120992436
ACH-000867,-0.6667105057035329
ACH-000869,-0.7333171387714233
ACH-000872,-0.3232113189229528
ACH-000873,-0.4921954374981507
ACH-000876,-0.5632107840977391
ACH-000878,-0.2666476176228415
ACH-000880,-0.36654112269575934
ACH-000881,-0.4664639489933676
ACH-000882,-0.3613507727709936
ACH-000884,-0.5022054944683202
ACH-000885,-0.5794040884934955
ACH-000887,-0.5210300679360229
ACH-000889,-0.34069499777318224
ACH-000896,-0.3652728450078992
ACH-000898,-0.5844014099811443
ACH-000900,-0.22869511953701155
ACH-000901,-0.2897697849169601
ACH-000905,-0.4928620720219951
ACH-000906,-0.3791081227257158
ACH-000907,-0.26961638144284383
ACH-000910,-0.6527310594745228
ACH-000911,-0.4940133708786294
ACH-000912,-0.2686812821180565
ACH-000913,-0.4333366616630798
ACH-000915,-0.4388710140060821
ACH-000916,-0.4072636880545872
ACH-000917,-0.9173658794087431
ACH-000920,-0.3471043853153956
ACH-000921,-0.4576709532316657
ACH-000924,-0.7855295580676167
ACH-000926,-0.3441187180008137
ACH-000928,-0.5202994960637701
ACH-000929,-0.2595300673494519
ACH-000932,-0.4592003660859555
ACH-000935,-0.6003946931685447
ACH-000936,-0.7286493424197722
ACH-000937,-0.20820142115424686
ACH-000938,-0.3949546343032832
ACH-000939,-0.3853670319565844
ACH-000941,-0.5489502045643859
ACH-000943,-0.5419484215734162
ACH-000946,-0.2990560245755862
ACH-000947,-0.6311188441151311
ACH-000948,-0.7639727918644079
ACH-000950,-0.17805501762235795
ACH-000953,-0.20638514814812692
ACH-000954,-0.6252972829918155
ACH-000957,-0.5766335266170699
ACH-000958,-0.390897212371661
ACH-000960,-0.3267844239748909
ACH-000963,-0.3649187910950922
ACH-000968,-0.5081869297025062
ACH-000969,-0.8093472342345329
ACH-000972,-0.4728152839879622
ACH-000973,-0.2019368018625432
ACH-000974,-0.30367660682153663
ACH-000978,-0.21323824083944048
ACH-000984,-0.3229237427242166
ACH-000986,-0.3822001308290285
ACH-000988,-0.475310485637099
ACH-000993,-0.21868992044907112
ACH-000994,-0.6622048856227477
ACH-000996,-0.5040029547846699
ACH-001001,-0.5372479364506149
ACH-001020,-0.6076123084177185
ACH-001028,-0.4285296772344273
ACH-001031,-0.5009026545003198
ACH-001038,-0.2915013585146065
ACH-001048,-0.3933176969388437
ACH-001050,-0.3479688042812325
ACH-001053,-0.4094742380947229
ACH-001054,-0.3634388998400432
ACH-001061,-0.6470685207748327
ACH-001067,-0.393544238212424
ACH-001075,-0.4781164195942573
ACH-001096,-0.5422996406783703
ACH-001111,-0.2777343334099994
ACH-001119,-0.35522376632993435
ACH-001128,-0.5036252538947258
ACH-001134,-0.3968538308335411
ACH-001151,-0.3939737208259225
ACH-001163,-0.5785654318544492
ACH-001164,-0.5549259551829218
ACH-001183,-0.33281861058469114
ACH-001192,-0.36497396916412206
ACH-001193,-0.3355969935880136
ACH-001196,-0.40191661518922905
ACH-001197,-0.2362434597199943
ACH-001205,-0.24563810269545516
ACH-001211,-0.2895637889256057
ACH-001212,-0.2770991543088329
ACH-001228,-0.6227029611556664
ACH-001232,-0.36660827863579903
ACH-001239,-0.3831843674394069
ACH-001270,-0.6101971931111645
ACH-001274,-0.2816789257250385
ACH-001275,-0.4117708413698577
ACH-001277,-0.5534473377926628
ACH-001278,-0.5657283683059384
ACH-001280,-0.11759969536934732
ACH-001283,-0.6483604123672746
ACH-001289,-0.2541127991859998
ACH-001300,-0.3717287002248694
ACH-001301,-0.2883077448360366
ACH-001302,-0.48630752385050297
ACH-001306,-0.24006920812680266
ACH-001318,-0.6929434394864924
ACH-001322,-0.5530428520988615
ACH-001328,-0.24170588317467998
ACH-001332,-0.7880540511812234
ACH-001336,-0.4916014543131289
ACH-001346,-0.3958114115097817
ACH-001353,-0.17489386617386055
ACH-001354,-0.05422560720950072
ACH-001367,-0.41041120291992406
ACH-001368,-0.2778347899927376
ACH-001374,-0.5599421026796731
ACH-001377,-0.6493635705562256
ACH-001380,-0.4981104904339634
ACH-001391,-0.220012750031115
ACH-001408,-0.3559418696668694
ACH-001430,-0.454340630168891
ACH-001431,-0.33531571587645426
ACH-001450,-0.309100794717804
ACH-001496,-0.6568403863643567
ACH-001500,-0.5903531557536651
ACH-001523,-0.5186404147822267
ACH-001532,-0.4119988293466196
ACH-001550,-0.6901060348857145
ACH-001552,-0.2993456927682467
ACH-001554,-0.4911667186015768
ACH-001654,-0.5338699729639881
ACH-001735,-0.07618347005953027
ACH-001736,-0.3248253203019689
ACH-001737,-0.2602045217271422
ACH-001740,-0.3340569270270051
ACH-001745,-0.2960339347017171
ACH-001765,-0.2805253105842208
