,NARFL (64428)
ACH-000280,-1.1525780484765311
ACH-000281,-1.0350428599942436
ACH-000288,-1.1386383741305866
ACH-000291,-1.1513391242857054
ACH-000293,-1.5673044034535382
ACH-000294,-1.4961717059220645
ACH-000295,-1.5091742797955696
ACH-000296,-1.3383921278689357
ACH-000302,-1.5100911134504802
ACH-000304,-1.5275092095115301
ACH-000307,-1.1149302113919657
ACH-000308,-1.318941025153099
ACH-000310,-1.057907754924306
ACH-000311,-1.1186598648326738
ACH-000312,-1.034163684935453
ACH-000315,-1.1609570201876465
ACH-000316,-1.4501980138018091
ACH-000317,-1.0663163284102173
ACH-000318,-1.2342310434036492
ACH-000319,-1.2627228516259146
ACH-000320,-0.9996008752631949
ACH-000322,-1.3047689189395997
ACH-000323,-1.326855579711775
ACH-000324,-1.176163045758002
ACH-000329,-1.1275767404692405
ACH-000330,-1.0076703177948745
ACH-000331,-1.11972005661026
ACH-000332,-1.4611365960510112
ACH-000334,-0.9319845544933106
ACH-000335,-1.0924306298657334
ACH-000336,-1.065445229070864
ACH-000337,-1.11694159736512
ACH-000338,-0.9916157423568592
ACH-000339,-1.1292658991798163
ACH-000341,-0.9580665352750876
ACH-000348,-1.429125597048475
ACH-000350,-1.2346674789675105
ACH-000352,-1.2114304107003784
ACH-000356,-1.4792163255302104
ACH-000361,-1.4916049508686031
ACH-000362,-1.3722894129341194
ACH-000363,-1.1984394953883628
ACH-000364,-1.3013861342507282
ACH-000365,-1.350744223442626
ACH-000366,-1.2645685030201816
ACH-000368,-0.9495684044825986
ACH-000374,-1.2012311872436738
ACH-000375,-1.438403824444
ACH-000376,-1.162535373359584
ACH-000381,-1.2656442515246036
ACH-000383,-1.043526500186312
ACH-000387,-1.2911639104410626
ACH-000389,-1.5202296680234446
ACH-000390,-1.553967516899632
ACH-000393,-1.2456598688165057
ACH-000395,-1.0684858358910927
ACH-000396,-1.5136190848296678
ACH-000397,-1.3238291752415423
ACH-000401,-1.3967111838260826
ACH-000402,-1.082069273105997
ACH-000403,-1.3539279922760945
ACH-000404,-1.141508173413218
ACH-000406,-1.3594749082150035
ACH-000407,-1.1807707297380683
ACH-000408,-1.146854417692084
ACH-000410,-1.2650014452154852
ACH-000411,-1.1321355144665135
ACH-000414,-1.067732114136549
ACH-000415,-1.1171326523151461
ACH-000416,-1.216217249820731
ACH-000420,-1.1907534155733899
ACH-000421,-1.3007806665033907
ACH-000424,-1.31570342226142
ACH-000425,-1.3382555035968742
ACH-000426,-1.4868375872462896
ACH-000427,-1.0850234719102845
ACH-000433,-1.2960660984297792
ACH-000435,-1.5468283764710167
ACH-000436,-1.30328744071805
ACH-000444,-1.327794788379551
ACH-000445,-1.1738980207170284
ACH-000448,-1.0419270243981844
ACH-000450,-1.3655826896164522
ACH-000452,-1.3114954580323386
ACH-000454,-1.136060550370747
ACH-000458,-1.1820973828545194
ACH-000459,-1.5322701527615759
ACH-000460,-1.1864654617320978
ACH-000461,-1.4403172663103498
ACH-000463,-1.115219260928529
ACH-000464,-1.264386302576564
ACH-000466,-1.2336024741168692
ACH-000467,-1.1815803113335137
ACH-000468,-1.1925905335116065
ACH-000469,-1.2545537512438425
ACH-000470,-1.3741982225886742
ACH-000471,-1.2376700253197637
ACH-000472,-1.1888127866233318
ACH-000473,-1.179387082129045
ACH-000475,-1.1637598046143838
ACH-000476,-1.1637431539546317
ACH-000477,-1.1701287112138066
ACH-000479,-1.6810080405700942
ACH-000480,-1.3010195931976307
ACH-000481,-1.3096337303924268
ACH-000483,-1.9365660628456984
ACH-000484,-1.2156656620288655
ACH-000485,-1.1645519224121526
ACH-000486,-1.2635624973636788
ACH-000487,-1.2128092931535948
ACH-000488,-1.1514694113336843
ACH-000490,-1.0869053062160152
ACH-000491,-0.8898534322923553
ACH-000495,-1.3124272006052935
ACH-000496,-1.2434282682870832
ACH-000499,-1.4109080849132252
ACH-000500,-1.052392699763398
ACH-000502,-1.245474837742535
ACH-000503,-1.017053899438054
ACH-000505,-1.1386867710582909
ACH-000507,-1.2468985175269631
ACH-000510,-1.2619455464202334
ACH-000511,-1.2884687378225816
ACH-000512,-1.266863980266955
ACH-000516,-1.2368462403751583
ACH-000517,-1.262256364919066
ACH-000518,-0.9757628699870522
ACH-000520,-1.2723048945320088
ACH-000521,-1.1566305729101298
ACH-000522,-1.2135372321296969
ACH-000524,-1.180205867103281
ACH-000527,-1.237502210186631
ACH-000528,-1.366785718253
ACH-000537,-1.5364709778540435
ACH-000541,-1.197666429986238
ACH-000542,-1.1543343615802402
ACH-000544,-1.1277032336652009
ACH-000545,-1.196116355009636
ACH-000547,-1.4743338692207797
ACH-000548,-1.221210460051995
ACH-000549,-1.3029186512254476
ACH-000550,-1.0551760214138204
ACH-000552,-1.1133375953431095
ACH-000556,-1.1195479210304466
ACH-000557,-1.2381208400193495
ACH-000569,-1.1926418768311244
ACH-000570,-1.1057386909844624
ACH-000571,-1.1122207982684644
ACH-000573,-1.3345247160999605
ACH-000576,-1.4121422583637917
ACH-000579,-1.268036646466966
ACH-000580,-1.2890660189730931
ACH-000584,-1.3961241411899634
ACH-000585,-1.3086474720634689
ACH-000588,-1.244599877289554
ACH-000589,-1.1152451904844265
ACH-000591,-1.2261965795454228
ACH-000593,-1.0843752207699386
ACH-000600,-1.1311906460282457
ACH-000601,-1.2082855066545652
ACH-000605,-1.297873286272646
ACH-000606,-1.2028295309096382
ACH-000608,-1.2391045281596638
ACH-000614,-0.9676125772398688
ACH-000616,-1.3724996691471019
ACH-000618,-1.0814976781241412
ACH-000619,-1.110168297255939
ACH-000620,-1.156955749848519
ACH-000621,-1.2063927930168803
ACH-000622,-1.2562435234631824
ACH-000623,-1.3242403955783084
ACH-000624,-1.1333039168502759
ACH-000627,-1.0885431787245752
ACH-000630,-1.0623055708085567
ACH-000631,-1.4525268303867327
ACH-000632,-1.2307741633580358
ACH-000633,-1.1621633447790891
ACH-000637,-1.3214452346310477
ACH-000638,-1.1837520795707612
ACH-000646,-0.846478895371464
ACH-000647,-1.1373678036378103
ACH-000648,-1.1751595046563024
ACH-000649,-1.26130069764865
ACH-000651,-1.3093571942858395
ACH-000652,-1.2697414279469823
ACH-000653,-1.1105722002053475
ACH-000657,-1.1700466624604116
ACH-000658,-1.018790919255631
ACH-000661,-1.395828719600205
ACH-000662,-1.154399654778063
ACH-000663,-1.18216004959576
ACH-000665,-1.2469367664646116
ACH-000671,-1.3447122099733126
ACH-000672,-0.8642061374422023
ACH-000673,-1.0008264256284294
ACH-000676,-1.1154762128664144
ACH-000677,-1.2839919343818005
ACH-000681,-1.0453160894942473
ACH-000683,-1.2034858677612144
ACH-000684,-1.4129953383317373
ACH-000688,-1.5362439426295078
ACH-000693,-1.1335288331910574
ACH-000694,-1.1044487958066431
ACH-000695,-1.5204564468291988
ACH-000696,-1.2356114874590043
ACH-000697,-1.2563197998277151
ACH-000699,-1.5761953395627646
ACH-000701,-1.22520529096648
ACH-000706,-1.2077192664077383
ACH-000711,-1.1371367909807537
ACH-000713,-1.2514079391536277
ACH-000714,-1.2138494426791018
ACH-000718,-1.238213957671947
ACH-000720,-1.2998382121549494
ACH-000721,-1.046507193462072
ACH-000724,-1.0955441834241455
ACH-000725,-1.4143268218054978
ACH-000732,-1.2076453754288876
ACH-000734,-1.2386424688944777
ACH-000735,-0.9786515628701148
ACH-000736,-1.24618947713544
ACH-000738,-1.2708846858386118
ACH-000746,-1.058240646860913
ACH-000747,-1.2218344018555716
ACH-000748,-1.1503456755401351
ACH-000753,-1.1286805129246205
ACH-000756,-1.1009784145159005
ACH-000757,-1.2784912386643148
ACH-000758,-1.2081786100338232
ACH-000760,-1.3177270981417566
ACH-000762,-1.1016881964468936
ACH-000763,-1.340279802433514
ACH-000764,-1.2664265825221788
ACH-000765,-1.2623019135867064
ACH-000766,-1.0977715235707255
ACH-000767,-1.2104829637089054
ACH-000768,-1.2221881375382553
ACH-000769,-1.1953952478103995
ACH-000770,-1.2466403461317532
ACH-000771,-1.1173288449913048
ACH-000773,-1.2198451803248231
ACH-000776,-1.2517811803558898
ACH-000777,-1.125305459293075
ACH-000778,-1.4584274079869637
ACH-000781,-1.2719749394575943
ACH-000782,-1.0715450243844142
ACH-000783,-1.3051571026941933
ACH-000784,-1.122015243184945
ACH-000785,-1.5074838885934894
ACH-000787,-1.1588826973476227
ACH-000788,-1.1619207214694192
ACH-000791,-1.3695194547917684
ACH-000792,-1.1857734091081489
ACH-000794,-1.009346366354947
ACH-000796,-1.2399414877671924
ACH-000798,-1.1681467974809023
ACH-000799,-1.0613308935970065
ACH-000800,-1.542011825511715
ACH-000802,-1.450139460461174
ACH-000804,-1.318209183649272
ACH-000805,-1.3653247029961844
ACH-000809,-1.3499699761279484
ACH-000810,-1.0895326638990444
ACH-000811,-1.3531498350195723
ACH-000817,-0.8341290453709445
ACH-000819,-1.0878895246885
ACH-000820,-1.4744979022820974
ACH-000821,-1.7107646658382842
ACH-000822,-1.4090867013697974
ACH-000823,-1.3288680180808226
ACH-000824,-1.253133432693377
ACH-000827,-1.2247622484560932
ACH-000829,-1.1366430657170776
ACH-000831,-0.9070642113123548
ACH-000832,-1.3194808314614952
ACH-000833,-1.3787527826282917
ACH-000834,-1.2452539304200894
ACH-000835,-1.1363095016795142
ACH-000836,-1.1922358621362033
ACH-000837,-1.3682417800349356
ACH-000838,-1.187983350527651
ACH-000839,-1.0923451341906047
ACH-000840,-1.05574038207594
ACH-000841,-1.298717847521711
ACH-000843,-1.0800477886398747
ACH-000846,-1.0084195835863052
ACH-000847,-1.0837045910671457
ACH-000848,-1.0984558303696843
ACH-000849,-1.3600222576939112
ACH-000851,-1.1484456375384269
ACH-000855,-1.0094165890480546
ACH-000856,-1.0782809772443862
ACH-000858,-1.1443556276355873
ACH-000859,-1.2653498873704996
ACH-000861,-1.4980822527968167
ACH-000862,-1.1139510705917903
ACH-000865,-1.2370584728817335
ACH-000866,-1.3807037928624677
ACH-000867,-1.203423946521019
ACH-000869,-1.5306968785661323
ACH-000872,-1.3466034207868616
ACH-000873,-1.2440165235781138
ACH-000876,-1.2258127044958165
ACH-000878,-1.282859944757419
ACH-000880,-1.4978074160447368
ACH-000881,-1.1424893853045717
ACH-000882,-1.2684543631203098
ACH-000884,-1.2178643900309587
ACH-000885,-1.2842810352801917
ACH-000887,-1.1220008439668685
ACH-000889,-1.2756993846625286
ACH-000896,-1.2422026211307708
ACH-000898,-1.094847143763248
ACH-000900,-1.0280564205860314
ACH-000901,-1.2788863468324492
ACH-000905,-1.1815851030215705
ACH-000906,-1.084490065687399
ACH-000907,-1.225648078481233
ACH-000910,-1.117908593945541
ACH-000911,-1.2655588964939162
ACH-000912,-1.3016151506984477
ACH-000913,-1.0792099445014758
ACH-000915,-1.1629237059988438
ACH-000916,-1.5505046177426145
ACH-000917,-1.2730519678881462
ACH-000920,-1.2914571229658562
ACH-000921,-1.4059303571892716
ACH-000924,-1.3474050597015004
ACH-000926,-1.1242060379732253
ACH-000928,-1.2653202392993979
ACH-000929,-1.2349400556735064
ACH-000932,-1.0031894450984498
ACH-000935,-1.1989154552538976
ACH-000936,-1.099797822171896
ACH-000937,-1.0673621907186654
ACH-000938,-1.1453772556962245
ACH-000939,-1.5738544396516931
ACH-000941,-1.34441408265229
ACH-000943,-1.3342710545728815
ACH-000946,-1.1993294617499528
ACH-000947,-1.321894812990333
ACH-000948,-1.1587549845034577
ACH-000950,-1.18654954195463
ACH-000953,-0.9396812567185452
ACH-000954,-1.0832015460671025
ACH-000957,-1.3128757824439552
ACH-000958,-1.1678165444755817
ACH-000960,-1.0232289309630314
ACH-000963,-0.7758526962265031
ACH-000968,-1.242630576254968
ACH-000969,-1.252103334941446
ACH-000972,-0.937920201451202
ACH-000973,-1.098897598130333
ACH-000974,-1.2002947797048291
ACH-000978,-1.7142197088998654
ACH-000984,-1.3684991156003397
ACH-000986,-1.1698128946757904
ACH-000988,-1.6330471950510648
ACH-000993,-1.263628048677069
ACH-000994,-1.4014466437110757
ACH-000996,-1.4328956912641737
ACH-001001,-1.221652324779053
ACH-001020,-1.2237960019138852
ACH-001028,-1.2466251171142622
ACH-001031,-1.1042308210088203
ACH-001038,-1.1663459460653718
ACH-001048,-1.314115951559184
ACH-001050,-1.105487702148999
ACH-001053,-1.0434367887386582
ACH-001054,-1.3156426260433345
ACH-001061,-1.2613639011613158
ACH-001067,-1.190178090969234
ACH-001075,-1.415600077435855
ACH-001096,-1.1856051993178345
ACH-001111,-1.0911945290404117
ACH-001119,-1.1481164393729222
ACH-001128,-1.4575483965352782
ACH-001134,-1.1600755935703877
ACH-001151,-1.1974890132572866
ACH-001163,-1.2515635471226891
ACH-001164,-1.145645218499082
ACH-001183,-1.2910804970171934
ACH-001192,-1.1855653675729756
ACH-001193,-1.1958026087786444
ACH-001196,-1.189808548332409
ACH-001197,-1.3690129763352594
ACH-001205,-1.0816802160097527
ACH-001211,-1.4324196694605702
ACH-001212,-1.4365601283915999
ACH-001228,-1.362196224381578
ACH-001232,-1.2918481284179788
ACH-001239,-1.1022673858949361
ACH-001270,-1.2547174270430317
ACH-001274,-0.9919235130255104
ACH-001275,-1.3163925010757132
ACH-001277,-1.0129018138588035
ACH-001278,-1.3433705259650413
ACH-001280,-1.3053716435377942
ACH-001283,-1.3609407585262716
ACH-001289,-0.8745436436323887
ACH-001300,-1.1158781408473593
ACH-001301,-0.9465672010071584
ACH-001302,-1.2906563036611498
ACH-001306,-1.2865636775017624
ACH-001318,-1.1665099224480866
ACH-001322,-0.9175521791756652
ACH-001328,-1.1900012162498663
ACH-001332,-1.2246488244719376
ACH-001336,-1.1629807795860991
ACH-001346,-1.090962723391066
ACH-001353,-1.148383578611753
ACH-001354,-1.6085113559346202
ACH-001367,-1.1011030074835593
ACH-001368,-1.3465829576746795
ACH-001374,-1.2940739235906915
ACH-001377,-1.3106591902407352
ACH-001380,-1.297593609802264
ACH-001391,-1.2376108344877683
ACH-001408,-1.2383795496125338
ACH-001430,-0.7877812507191253
ACH-001431,-1.1986473558101716
ACH-001450,-0.9241108316342976
ACH-001496,-1.260238423620421
ACH-001500,-1.157835225180115
ACH-001523,-1.1660587631998582
ACH-001532,-1.1592552353036805
ACH-001550,-1.2216570510732871
ACH-001552,-1.1155545764411603
ACH-001554,-1.1774201468424332
ACH-001654,-1.2048465080417208
ACH-001735,-1.217632534520242
ACH-001736,-1.2707146765279904
ACH-001737,-0.5531078041566857
ACH-001740,-1.1812002836318656
ACH-001745,-1.1505971437397056
ACH-001765,-1.2031814964012002
