,PI4KA (5297)
ACH-000253,-0.8077340414332222
ACH-000255,-0.8211087394599647
ACH-000256,-1.1406681101709513
ACH-000257,-0.6683325520485105
ACH-000258,-0.6766295264344715
ACH-000259,-0.7444129380683555
ACH-000260,-0.7592242057834744
ACH-000261,-0.8169018297095597
ACH-000262,-0.4715100009403109
ACH-000263,-0.7177745169516928
ACH-000264,-0.9455607574077506
ACH-000265,-0.7582651925495745
ACH-000266,-0.8499432612616097
ACH-000272,-0.9642513439660356
ACH-000274,-0.7380672609257626
ACH-000277,-0.8694732579713416
ACH-000278,-1.0450404846147383
ACH-000279,-0.7327997573616803
ACH-000280,-0.9758642682896886
ACH-000281,-0.8433517301683453
ACH-000288,-0.9195584661481344
ACH-000291,-0.3099563488104103
ACH-000293,-1.072896605317748
ACH-000294,-0.6907956037159556
ACH-000295,-0.6796991832902792
ACH-000296,-1.024625608146598
ACH-000302,-1.0005021189181351
ACH-000304,-0.7229640622987682
ACH-000307,-0.7483155407156289
ACH-000308,-1.0002049712380985
ACH-000310,-0.689567620075198
ACH-000311,-0.8339162448964818
ACH-000312,-0.7151725022355931
ACH-000315,-0.7894144853605141
ACH-000316,-0.6493270935333453
ACH-000317,-0.7781819947644855
ACH-000318,-0.615991533656059
ACH-000319,-0.7316555862217758
ACH-000320,-0.9023891831936498
ACH-000322,-0.8426513587715658
ACH-000323,-0.8019931246474649
ACH-000324,-0.9145003580224336
ACH-000329,-0.7042844133290019
ACH-000330,-0.8998945150719443
ACH-000331,-0.8002266436255085
ACH-000332,-0.7789731554421087
ACH-000334,-0.6839818816672653
ACH-000335,-0.5842461061512524
ACH-000336,-0.756143755500694
ACH-000337,-0.9639522162355976
ACH-000338,-0.5143307818398849
ACH-000339,-0.8557731637167216
ACH-000341,-0.6933002111819356
ACH-000348,-0.753544777295208
ACH-000350,-0.5534319182291394
ACH-000352,-0.9292767144741754
ACH-000356,-0.9278002612411292
ACH-000361,-0.5701718428144533
ACH-000362,-0.7179585875317243
ACH-000363,-0.6930168962410691
ACH-000364,-0.5999652416900834
ACH-000365,-0.6837281430804388
ACH-000366,-0.7809223669941163
ACH-000368,-0.8913754862373156
ACH-000374,-0.6289082470643264
ACH-000375,-0.9473635078085272
ACH-000376,-0.6640328565993201
ACH-000381,-0.8417130155862207
ACH-000383,-0.7047688685316466
ACH-000387,-0.5288453704310622
ACH-000389,-0.8429145807106437
ACH-000390,-0.949181503320806
ACH-000393,-0.7059800217008725
ACH-000395,-0.867505692047672
ACH-000396,-1.102959860135392
ACH-000397,-0.980915948871418
ACH-000401,-1.0263291557149905
ACH-000402,-0.8993596837065466
ACH-000403,-1.1716498042716548
ACH-000404,-0.7664498471208752
ACH-000406,-0.8988692606159109
ACH-000407,-0.988937072988496
ACH-000408,-0.9556523842515884
ACH-000410,-0.9044907182945476
ACH-000411,-0.5522948266700627
ACH-000414,-0.7975878932727051
ACH-000415,-0.7888522009997834
ACH-000416,-0.8338102187355371
ACH-000420,-0.846093274803136
ACH-000421,-0.905903490919269
ACH-000424,-0.5532993209163386
ACH-000425,-0.773055549084917
ACH-000426,-0.8395427908194331
ACH-000427,-0.7335918854609641
ACH-000433,-0.996903285990749
ACH-000435,-1.3420985233071003
ACH-000436,-0.6156512857975724
ACH-000444,-0.5416257883528859
ACH-000445,-0.7779544850872384
ACH-000448,-0.7227776101427981
ACH-000450,-0.7352312621552054
ACH-000452,-0.7743027230895005
ACH-000454,-0.8391373288543561
ACH-000458,-0.5907223490219778
ACH-000459,-0.9313265152046114
ACH-000460,-0.8927658114317812
ACH-000461,-0.7446410561082171
ACH-000463,-0.616170101799448
ACH-000464,-0.7902340442768714
ACH-000466,-0.9030517964673316
ACH-000467,-0.9423641891643364
ACH-000468,-0.8270957426256568
ACH-000469,-0.7989212819142625
ACH-000470,-0.944679811146338
ACH-000471,-0.7441765559922543
ACH-000472,-0.8106670236808087
ACH-000473,-0.99056808776987
ACH-000475,-0.8470865664155625
ACH-000476,-0.7398872216395543
ACH-000477,-0.6712168707234333
ACH-000479,-0.6775010624615184
ACH-000480,-0.7950512931671212
ACH-000481,-0.8854738360554159
ACH-000483,-0.8792083238460264
ACH-000484,-0.9328569342711448
ACH-000485,-0.7300889754171408
ACH-000486,-0.8235493173363841
ACH-000487,-0.6833509268145626
ACH-000488,-0.8467643730905621
ACH-000490,-0.8739996616643676
ACH-000491,-0.951713508578694
ACH-000495,-1.0155869562210798
ACH-000496,-0.6857909349316983
ACH-000499,-0.9114076233497348
ACH-000500,-0.6863554535044076
ACH-000502,-0.8019421359901477
ACH-000503,-0.9059713940087836
ACH-000505,-0.7670577100812842
ACH-000507,-0.8454974043273643
ACH-000510,-0.7417934515071993
ACH-000511,-0.8970673024267883
ACH-000512,-0.518331760525096
ACH-000516,-0.9172891323365232
ACH-000517,-0.7455059042052902
ACH-000518,-0.7265767126866379
ACH-000520,-0.6580171952673111
ACH-000521,-0.9260848894845264
ACH-000522,-0.9520670322671424
ACH-000524,-0.9132983418165038
ACH-000527,-0.759713172113061
ACH-000528,-0.6612276932288068
ACH-000537,-0.6358645778156409
ACH-000541,-1.0294070963940734
ACH-000542,-0.5694749809872169
ACH-000544,-0.9203680555604608
ACH-000545,-1.0578651985281011
ACH-000547,-0.7725909031337407
ACH-000548,-0.6651735252694663
ACH-000549,-0.9386191452016004
ACH-000550,-0.7929500051495851
ACH-000552,-0.6341908792265729
ACH-000556,-0.9362086095965094
ACH-000557,-0.6173126975792392
ACH-000569,-0.9518316373757632
ACH-000570,-0.8828034901475941
ACH-000571,-0.7609526216312636
ACH-000573,-0.81537599649291
ACH-000576,-0.6831289962816284
ACH-000579,-0.6514110589011912
ACH-000580,-0.7198513854329626
ACH-000584,-0.851240598270448
ACH-000585,-0.6603513231278538
ACH-000588,-0.8626921676805575
ACH-000589,-0.7909822135486643
ACH-000591,-0.8706959047874521
ACH-000593,-0.5381558053634841
ACH-000600,-0.5889296601210627
ACH-000601,-0.8626392768590126
ACH-000605,-0.8066487612831013
ACH-000606,-1.0609271155153115
ACH-000608,-1.0988518942053949
ACH-000614,-0.4997072151825904
ACH-000616,-0.8176617517649353
ACH-000618,-0.7710979449791177
ACH-000619,-1.162177323894428
ACH-000620,-0.7805825673290889
ACH-000621,-0.6687724267334719
ACH-000622,-0.9881674300220488
ACH-000623,-1.0380383905391706
ACH-000624,-0.9151907317461536
ACH-000627,-0.7312352124396707
ACH-000630,-0.8221556613464158
ACH-000631,-0.7123059285959843
ACH-000632,-0.8573670364436691
ACH-000633,-0.8910619485208712
ACH-000637,-0.7787563633972908
ACH-000638,-0.5745754406743497
ACH-000646,-0.9321004462017486
ACH-000647,-0.5688568707614697
ACH-000648,-0.6299782673725882
ACH-000649,-0.7260708407462337
ACH-000651,-0.8386532650948358
ACH-000652,-0.9217665753448306
ACH-000653,-0.874941508054238
ACH-000657,-0.850469280927331
ACH-000658,-0.9121388918058414
ACH-000661,-0.7071302424144399
ACH-000662,-0.9682643228623584
ACH-000663,-0.9107164907061006
ACH-000665,-0.9660564031953564
ACH-000671,-0.7600689741543867
ACH-000672,-0.7516043000544025
ACH-000673,-0.7331273902508176
ACH-000676,-0.619303827595453
ACH-000677,-0.8447580609841424
ACH-000681,-0.7840409322660783
ACH-000683,-0.6182940443443156
ACH-000684,-0.7780232387533208
ACH-000688,-0.9334547064601184
ACH-000693,-0.9088983764224421
ACH-000694,-0.8621802083878356
ACH-000695,-0.6250094520863173
ACH-000696,-0.9681569216769752
ACH-000697,-0.6560630854237418
ACH-000699,-0.8045404751480173
ACH-000701,-0.5895237409472229
ACH-000706,-0.8455371704557956
ACH-000711,-0.8572134572573713
ACH-000713,-0.5550415331229598
ACH-000714,-0.7856707554066301
ACH-000718,-0.8663407962372912
ACH-000720,-0.9631121256919918
ACH-000721,-0.8236716662822152
ACH-000724,-0.9837178007423676
ACH-000725,-0.8887506521109609
ACH-000732,-0.6548311001533889
ACH-000734,-0.6584323220661997
ACH-000735,-0.977592188781044
ACH-000736,-0.7075459261511718
ACH-000738,-0.7172875522579459
ACH-000746,-0.8636504463536082
ACH-000747,-0.987669929996098
ACH-000748,-1.011299364843147
ACH-000753,-0.7987331068997796
ACH-000756,-0.9488944176810068
ACH-000757,-1.0582332761622284
ACH-000758,-0.6411265478631731
ACH-000760,-0.6277808778922261
ACH-000762,-0.9552605756115929
ACH-000763,-0.5519748278425282
ACH-000764,-0.9017685435453268
ACH-000765,-0.5375231540049916
ACH-000766,-0.8714582646393161
ACH-000767,-0.7508141708233463
ACH-000768,-0.9534379483049498
ACH-000769,-0.8346055233967754
ACH-000770,-0.7535905311253267
ACH-000771,-0.7380840776641024
ACH-000773,-0.8461243727412507
ACH-000776,-0.915152990159815
ACH-000777,-0.7018430690628722
ACH-000778,-0.8224838600830092
ACH-000781,-0.8746120316494131
ACH-000782,-0.68863882341683
ACH-000783,-0.8129294636699499
ACH-000784,-0.7588399058091467
ACH-000785,-0.8766575133613521
ACH-000787,-0.8219890068959377
ACH-000788,-0.8131144244151722
ACH-000791,-0.9400087372998004
ACH-000792,-0.6881343398423606
ACH-000794,-0.9219746768218832
ACH-000796,-0.7344795516868622
ACH-000798,-0.8486691365111569
ACH-000799,-1.0233818552639522
ACH-000800,-1.0139623791449848
ACH-000802,-0.7586275655460075
ACH-000804,-0.742966257235288
ACH-000805,-0.7922235123726434
ACH-000809,-0.8143124929856963
ACH-000810,-1.0738279264646602
ACH-000811,-0.7399269680189288
ACH-000817,-1.0249906611575128
ACH-000819,-0.8148401103253412
ACH-000820,-0.7745188131569272
ACH-000821,-0.8336874628146147
ACH-000822,-0.6672700093042094
ACH-000823,-0.6930713181065876
ACH-000824,-0.7670244391127088
ACH-000827,-0.7605579569745977
ACH-000829,-0.8870357369052941
ACH-000831,-0.8797250129590465
ACH-000832,-0.7394832198882209
ACH-000833,-0.6348693464102954
ACH-000834,-0.7839834291597579
ACH-000835,-0.8523711245146668
ACH-000836,-0.9030959226648774
ACH-000837,-0.9068929896503232
ACH-000838,-0.8720587327402866
ACH-000839,-0.7408868783071629
ACH-000840,-0.704197476917582
ACH-000841,-0.9756656124217836
ACH-000843,-0.8860946907186036
ACH-000846,-0.7801775219776861
ACH-000847,-0.8119958614281524
ACH-000848,-0.7454588027908292
ACH-000849,-0.8832062034216256
ACH-000851,-0.8333064096889504
ACH-000855,-0.6682223514500554
ACH-000856,-0.7837777246890998
ACH-000858,-1.057364307800703
ACH-000859,-0.7115694845302993
ACH-000861,-0.8233418038545726
ACH-000862,-0.8602457983193027
ACH-000865,-1.0353669783893873
ACH-000866,-0.7903535010612531
ACH-000867,-0.616148962076698
ACH-000869,-0.6755885796981133
ACH-000872,-0.6118277428951371
ACH-000873,-0.8594625061439316
ACH-000876,-0.8839076823154911
ACH-000878,-0.6370033978873881
ACH-000880,-0.9969797010437256
ACH-000881,-0.5876853659645678
ACH-000882,-0.8437783138591187
ACH-000884,-0.4618246281338366
ACH-000885,-0.7622470075825643
ACH-000887,-0.6839204392280717
ACH-000889,-0.7140910701561838
ACH-000896,-0.8098781715129721
ACH-000898,-0.6160196806522792
ACH-000900,-0.7148064800700878
ACH-000901,-0.8720364231626528
ACH-000905,-0.7957157330727759
ACH-000906,-0.849140308150098
ACH-000907,-0.9249296334771532
ACH-000910,-0.7890651923578385
ACH-000911,-0.8769151751196691
ACH-000912,-0.5342248688247668
ACH-000913,-0.8533021627516366
ACH-000915,-0.695469625545474
ACH-000916,-0.8075400230870707
ACH-000917,-0.9501772840209864
ACH-000920,-0.33394216184631664
ACH-000921,-0.8505171100102831
ACH-000924,-0.8480457078824328
ACH-000926,-0.8769871952990854
ACH-000928,-0.8822616729217302
ACH-000929,-0.8865124828095572
ACH-000932,-0.7399820122311119
ACH-000935,-0.8321315534938099
ACH-000936,-0.56626688986141
ACH-000937,-0.6978701936678837
ACH-000938,-0.6562701033966717
ACH-000939,-0.8447394938973194
ACH-000941,-0.88976630585653
ACH-000943,-0.8543643383693823
ACH-000946,-0.6683056787352937
ACH-000947,-0.8528461173218825
ACH-000948,-0.6550084973595043
ACH-000950,-0.7280520367614697
ACH-000953,-0.539021542841174
ACH-000954,-0.8126433048524098
ACH-000957,-0.7675300295296837
ACH-000958,-0.7652664091890999
ACH-000960,-0.4760341560749937
ACH-000963,-0.8355383830943731
ACH-000968,-0.6390996491750938
ACH-000969,-0.5030062266472356
ACH-000972,-0.5688970995784117
ACH-000973,-0.7073051800961986
ACH-000974,-0.6935697380283071
ACH-000978,-0.8103366676560095
ACH-000984,-0.6122201482114039
ACH-000986,-0.9172971998873394
ACH-000988,-0.701113622468667
ACH-000993,-0.6903885683294659
ACH-000994,-0.7919528821075665
ACH-000996,-0.946974980823194
ACH-001001,-0.7815609029072427
ACH-001020,-1.2319497675635758
ACH-001028,-0.7251651696542516
ACH-001031,-0.9717831819794468
ACH-001038,-0.6869138641260835
ACH-001048,-0.9130158283377858
ACH-001050,-0.7193403301042809
ACH-001053,-0.5846793543342996
ACH-001054,-0.8598572885134306
ACH-001061,-0.7919049854140348
ACH-001067,-0.8659297122739031
ACH-001075,-1.034088606281714
ACH-001096,-0.7897707055360859
ACH-001111,-0.7182509926175674
ACH-001119,-0.7419537225074779
ACH-001128,-1.0753864472283343
ACH-001134,-0.7238611056910509
ACH-001151,-0.9495627006039375
ACH-001163,-0.8719162798053496
ACH-001164,-0.9280206515646814
ACH-001183,-0.8402860749978897
ACH-001192,-0.7187096802126907
ACH-001193,-0.656817984575741
ACH-001196,-0.7612114558514081
ACH-001197,-0.9231577298380726
ACH-001205,-0.749874851924603
ACH-001211,-0.7750829269186139
ACH-001212,-1.287662724569314
ACH-001228,-0.7666582280584064
ACH-001232,-0.8996082950643818
ACH-001239,-0.6263333704307421
ACH-001270,-0.3881857840453011
ACH-001274,-0.6938228524806902
ACH-001275,-0.8090856967937887
ACH-001277,-0.8930877266223252
ACH-001278,-0.7721291256324023
ACH-001280,-1.0737889089978645
ACH-001283,-0.5386706115458293
ACH-001289,-0.6278496540715149
ACH-001300,-0.7878451314349023
ACH-001301,-0.7579336240575126
ACH-001302,-0.8719447495840728
ACH-001306,-0.5447710762460063
ACH-001318,-0.8697107065089608
ACH-001322,-0.7755941289808708
ACH-001328,-0.8044165965560652
ACH-001332,-0.7267748467659213
ACH-001336,-1.0619031680784548
ACH-001346,-0.6641226156398293
ACH-001353,-1.013188596092804
ACH-001354,-0.7794231040838309
ACH-001367,-0.8553657526304096
ACH-001368,-0.8878762476187937
ACH-001374,-0.8854307273927239
ACH-001377,-0.661794598859605
ACH-001380,-0.7314867964670203
ACH-001391,-0.7294253559919059
ACH-001408,-0.7889182748461157
ACH-001430,-0.6401003752722824
ACH-001431,-0.7852672039785872
ACH-001450,-0.9927118016633776
ACH-001496,-1.0762482817805248
ACH-001500,-0.6208033104261758
ACH-001523,-0.8174029573944173
ACH-001532,-0.6935156717818998
ACH-001550,-0.7471462997740685
ACH-001552,-1.0323579362551132
ACH-001554,-0.8255059337154991
ACH-001654,-0.8860338609700653
ACH-001735,-0.9238252333349948
ACH-001736,-0.6089875179885342
ACH-001737,-0.5943569971153121
ACH-001740,-0.6590552142577181
ACH-001745,-0.6943609962475334
ACH-001765,-0.5557419154400401
