,SPPL2C (162540)
ACH-000512,-0.08568866883562233
ACH-000516,-0.3246297938984409
ACH-000517,-0.30219609773235395
ACH-000518,-0.15261403292759654
ACH-000520,-0.287508537489324
ACH-000521,-0.3605512248111448
ACH-000522,-0.15287823373083367
ACH-000524,-0.1672079355269018
ACH-000527,-0.22143870503973812
ACH-000528,-0.1764274965003956
ACH-000537,-0.21295418867410712
ACH-000541,-0.18545369905988404
ACH-000542,-0.2642258201581237
ACH-000544,-0.3792245451809059
ACH-000545,-0.14400159810610766
ACH-000547,-0.1966950582711892
ACH-000548,-0.23090723122988574
ACH-000549,-0.2705511324810411
ACH-000550,-0.1741196297281653
ACH-000552,-0.11843661372556273
ACH-000556,-0.3312052327797868
ACH-000557,-0.15731401315949592
ACH-000569,-0.1923833231192896
ACH-000570,-0.3386853378842332
ACH-000571,-0.1942505245153657
ACH-000573,-0.27354350174825554
ACH-000576,-0.053940906188203006
ACH-000579,0.05305931769783112
ACH-000580,-0.3163705091863352
ACH-000584,-0.2862769802689288
ACH-000585,-0.14609581310248715
ACH-000588,-0.11850749665395645
ACH-000589,-0.15933696552451032
ACH-000591,-0.035440318876050765
ACH-000593,-0.32751433560897464
ACH-000600,-0.3331823875021301
ACH-000601,-0.2855662205888532
ACH-000605,-0.1923228825564427
ACH-000606,-0.31249170467507903
ACH-000608,-0.3118674873824512
ACH-000614,0.05366806506286897
ACH-000616,-0.06390551757293038
ACH-000618,-0.27531767832896353
ACH-000619,-0.18524348740464894
ACH-000620,-0.15408514978580046
ACH-000621,-0.2737455152160949
ACH-000622,-0.260749456717474
ACH-000623,-0.31935183431537945
ACH-000624,-0.29557838173594697
ACH-000627,-0.2418464310161205
ACH-000630,-0.16322671989228324
ACH-000631,-0.21904339491772493
ACH-000632,-0.2391154299350688
ACH-000633,-0.2535210670046332
ACH-000637,-0.32609162911226397
ACH-000638,-0.14350082633440878
ACH-000646,-0.4034525245738422
ACH-000647,-0.2978357887760364
ACH-000648,-0.2572078625050576
ACH-000649,-0.23790819594059354
ACH-000651,-0.32484806957888634
ACH-000652,-0.05727184872198151
ACH-000653,-0.12651642407731986
ACH-000657,-0.3030116579473703
ACH-000658,-0.181212379844522
ACH-000661,-0.23956826460068
ACH-000662,-0.6429129034335642
ACH-000663,-0.3279192428834752
ACH-000665,-0.17594965136218815
ACH-000671,-0.11765483516001987
ACH-000672,-0.09940760540016223
ACH-000673,-0.3010754509243257
ACH-000676,-0.4324392509480561
ACH-000677,-0.17559548097532096
ACH-000681,-0.2676453609539548
ACH-000683,-0.2471178553677265
ACH-000684,-0.3187965303556869
ACH-000688,-0.2925964058271905
ACH-000693,-0.22894609387810336
ACH-000694,-0.1909966581385484
ACH-000695,-0.04761419028576691
ACH-000696,-0.2929514542219703
ACH-000697,-0.2739924036912456
ACH-000699,-0.21313662475667186
ACH-000701,-0.1268004673462126
ACH-000706,-0.3031136584777666
ACH-000711,-0.2474371602001544
ACH-000713,-0.2602766767045527
ACH-000714,-0.2782462821845834
ACH-000718,-0.3053690512227462
ACH-000720,-0.2439487305199959
ACH-000721,-0.19529490920634546
ACH-000724,-0.2258288523594635
ACH-000725,-0.2266342974932129
ACH-000732,-0.3569137326689746
ACH-000734,-0.09685965121482866
ACH-000735,-0.5179017149504825
ACH-000736,-0.2813821760698189
ACH-000738,-0.25753003129226865
ACH-000746,-0.3651320270353728
ACH-000747,-0.4468606333345609
ACH-000748,-0.17305069761921474
ACH-000753,-0.2724082439406317
ACH-000756,-0.2661453991205458
ACH-000757,-0.3214046619571139
ACH-000758,-0.2665363065957406
ACH-000760,-0.20356693507631846
ACH-000762,-0.3548667782929795
ACH-000763,-0.040958226792244035
ACH-000764,-0.22441736129623185
ACH-000765,-0.10391432009368014
ACH-000766,-0.3293912164254603
ACH-000767,-0.2730102794224287
ACH-000768,-0.3096744394938823
ACH-000769,0.046051241460702864
ACH-000770,-0.11203663785384388
ACH-000771,-0.16596210875101516
ACH-000773,-0.1136321922596351
ACH-000776,-0.2172849923075851
ACH-000777,-0.17685435211786915
ACH-000778,-0.2488761426002956
ACH-000781,-0.23637736922355845
ACH-000782,-0.1539143858074248
ACH-000783,-0.21301450205259045
ACH-000784,-0.3934939512403981
ACH-000785,-0.3198393718417035
ACH-000787,-0.2651125287899333
ACH-000788,-0.2325126352714971
ACH-000791,-0.3851960389961549
ACH-000792,-0.0867871794949899
ACH-000794,-0.2843178506670841
ACH-000796,-0.1533987581456605
ACH-000798,-0.3997028609921541
ACH-000799,-0.10211277395595963
ACH-000800,-0.23901691863552
ACH-000802,-0.3282324560802256
ACH-000804,-0.1703220356989144
ACH-000805,-0.3123308995861724
ACH-000809,-0.2692290093555486
ACH-000810,-0.1013302628592871
ACH-000811,-0.3206069376541307
ACH-000817,-0.07543572113992414
ACH-000819,-0.2353791284982649
ACH-000820,-0.8171923184087309
ACH-000821,-0.295889854889304
ACH-000822,-0.16418214664196604
ACH-000823,-0.34213978291461544
ACH-000824,-0.2141037611637959
ACH-000827,-0.13527268620695204
ACH-000829,-0.23180451936944915
ACH-000831,-0.2719172843288159
ACH-000832,-0.2693047918550531
ACH-000833,-0.4052675304410703
ACH-000834,-0.2824793712854804
ACH-000835,-0.15868260539531107
ACH-000836,-0.2011649745418395
ACH-000837,-0.3556728747095273
ACH-000838,-0.3495860753698241
ACH-000839,-0.05094663068778674
ACH-000840,-0.2844615306539232
ACH-000841,-0.21388731475638853
ACH-000843,-0.32000336594703777
ACH-000846,-0.3166590395517289
ACH-000847,-0.2141089355396162
ACH-000848,-0.3630450076943279
ACH-000849,-0.3146369637156328
ACH-000851,-0.4297627842261218
ACH-000855,-0.3634778894676827
ACH-000856,-0.2906482652467038
ACH-000858,-0.32847229103731623
ACH-000859,-0.4627388772212258
ACH-000861,-0.27403784292879485
ACH-000862,-0.15553633898786615
ACH-000865,-0.1660162362725266
ACH-000866,-0.3414211435938537
ACH-000867,-0.17788924183054275
ACH-000869,-0.1753202566360762
ACH-000872,0.002235958169710254
ACH-000873,-0.15697004648669224
ACH-000876,-0.2309878945124592
ACH-000878,-0.0678092882284137
ACH-000880,-0.1774150582444623
ACH-000881,-0.3264813555218042
ACH-000882,-0.13898148112571984
ACH-000884,-0.2859324190389153
ACH-000885,-0.3291731818402336
ACH-000887,-0.2742087375633905
ACH-000889,-0.09528806136557684
ACH-000896,-0.19145660080210905
ACH-000898,-0.09977691651508903
ACH-000900,-0.2682420740699573
ACH-000901,-0.2530319030608532
ACH-000905,-0.22473711320037495
ACH-000906,-0.2736366249376088
ACH-000907,-0.3941323771899471
ACH-000910,-0.3122563695048826
ACH-000911,-0.1940674361357861
ACH-000912,-0.2703286249648933
ACH-000913,-0.2644782977760068
ACH-000915,-0.28201616299297155
ACH-000916,-0.3026691846753292
ACH-000917,-0.3062190846396053
ACH-000920,-0.5486366253634775
ACH-000921,-0.15322702477706726
ACH-000924,-0.2895713616744681
ACH-000926,-0.3112968599266189
ACH-000928,-0.18289373631981728
ACH-000929,-0.17538413125993282
ACH-000932,-0.14102302092016192
ACH-000935,-0.23587267942642154
ACH-000936,-0.13638004471655096
ACH-000937,-0.309578366561393
ACH-000938,-0.11359646130716453
ACH-000939,-0.3784647437285775
ACH-000941,-0.20485170358456328
ACH-000943,-0.22415530802926395
ACH-000946,-0.12485921250938765
ACH-000947,-0.12662477701477134
ACH-000948,-0.1628096853768075
ACH-000950,-0.0322445683212399
ACH-000953,-0.1762270045009738
ACH-000954,-0.1815629762220279
ACH-000957,-0.053900878055238986
ACH-000958,-0.27125064566281565
ACH-000960,-0.15944365553464354
ACH-000963,-0.20469890986679445
ACH-000968,-0.2917031050276184
ACH-000969,-0.1249147683091825
ACH-000972,-0.3409238750541008
ACH-000973,-0.15479357544883615
ACH-000974,-0.2841318699636398
ACH-000978,-0.21946396116738456
ACH-000984,-0.32971846840507085
ACH-000986,-0.16712031189723042
ACH-000988,-0.2713462996106096
ACH-000993,-0.15087805084224787
ACH-000994,-0.07658458546643081
ACH-000996,-0.3751229880790768
ACH-001001,-0.2984643047626581
ACH-001020,-0.2315179648601836
ACH-001028,-0.2622769409822683
ACH-001031,-0.2120674824385784
ACH-001038,-0.279722382781495
ACH-001048,-0.3256929244733083
ACH-001050,-0.2630837864554361
ACH-001053,-0.2257453055477449
ACH-001054,-0.3061456704790901
ACH-001061,-0.2874793507159249
ACH-001067,-0.17006468465995558
ACH-001075,-0.16534356618009224
ACH-001096,-0.1947272003137496
ACH-001111,-0.17948389305270795
ACH-001119,-0.14743271875336145
ACH-001128,-0.19840403464757406
ACH-001134,-0.23867994632019665
ACH-001151,-0.2281417612346269
ACH-001163,-0.3691285715762944
ACH-001164,-0.15655073625284832
ACH-001183,-0.2351562573079895
ACH-001192,-0.2039670672235744
ACH-001193,-0.6358743983066816
ACH-001196,-0.22859891830111506
ACH-001197,-0.2568109676345113
ACH-001205,-0.19018076481045804
ACH-001211,-0.3938478294103207
ACH-001212,-0.3999281439953048
ACH-001228,-0.14631104185161478
ACH-001232,-0.15239972391645593
ACH-001239,-0.1957573377498176
ACH-001270,-0.08817199484866636
ACH-001274,-0.11867015676429887
ACH-001275,-0.3033346945219409
ACH-001277,-0.4566474070348998
ACH-001278,-0.2211331175130374
ACH-001280,-0.2202988577022891
ACH-001283,-0.11661141015699478
ACH-001289,-0.2951511477542606
ACH-001300,-0.2849856463411128
ACH-001301,-0.4879064233470023
ACH-001302,-0.3734156058668887
ACH-001306,-0.14520981860830026
ACH-001318,-0.12821368018026094
ACH-001322,-0.290049410861547
ACH-001328,-0.3003975143243853
ACH-001332,-0.3844393474188995
ACH-001336,-0.19895653227919316
ACH-001346,-0.3507687909739303
ACH-001353,-0.3261222849593647
ACH-001354,-0.3234631558289088
ACH-001367,-0.1943467547436302
ACH-001368,-0.4090953748001333
ACH-001374,-0.21622410601127487
ACH-001377,-0.2470657207039691
ACH-001380,-0.2454738677263745
ACH-001391,-0.20466226076153196
ACH-001408,-0.16206456982124567
ACH-001430,-0.023749953206250115
ACH-001431,-0.4537474211983117
ACH-001450,-0.244970045206116
ACH-001496,-0.27889275571592725
ACH-001500,-0.24015776683915346
ACH-001523,-0.3627975453750253
ACH-001532,-0.16143478846578924
ACH-001550,-0.26730063029806683
ACH-001552,-0.2866297205844242
ACH-001554,-0.2694371821954404
ACH-001654,-0.2513838381711731
ACH-001735,-0.13977635200162578
ACH-001736,-0.11199170453240742
ACH-001737,-0.3051408605400331
ACH-001740,-0.23163704192918005
ACH-001745,-0.07843970654812574
ACH-001765,-0.2279585683739465
