,PPM1J (333926)
ACH-000470,-0.08379497649255815
ACH-000471,-0.15770250500673527
ACH-000472,-0.14620778024405276
ACH-000473,-0.2470153840082664
ACH-000475,-0.2497355393718685
ACH-000476,-0.10801987658181413
ACH-000477,-0.2653799807331589
ACH-000479,-0.17561394904606892
ACH-000480,-0.020364650393066598
ACH-000481,-0.20120520148904453
ACH-000483,-0.1959501583975708
ACH-000484,-0.2230126295179856
ACH-000485,-0.2015958692573671
ACH-000486,-0.3857128934033997
ACH-000487,-0.08170921644874041
ACH-000488,-0.2257457248284461
ACH-000490,-0.2791057655399599
ACH-000491,-0.12263693709642393
ACH-000495,-0.1794222880857186
ACH-000496,-0.27301057623134456
ACH-000499,-0.1895668365150776
ACH-000500,-0.2816117863062363
ACH-000502,-0.3172676250289533
ACH-000503,-0.1980306858065514
ACH-000505,-0.31708492392101834
ACH-000507,-0.18584092737389216
ACH-000510,-0.2790537156398777
ACH-000511,-0.3089410531873701
ACH-000512,-0.3051192004444
ACH-000516,-0.2742937278514462
ACH-000517,-0.18166095012620528
ACH-000518,-0.2431615224819932
ACH-000520,-0.17786849110405833
ACH-000521,-0.2636396410776695
ACH-000522,-0.3531543363224321
ACH-000524,-0.06744339115187709
ACH-000527,-0.10721287906170143
ACH-000528,-0.12254441220616452
ACH-000537,-0.018513671837948758
ACH-000541,-0.28670978028383115
ACH-000542,-0.2691471536041783
ACH-000544,-0.3111167984460921
ACH-000545,-0.2816765175324015
ACH-000547,-0.4612984785260726
ACH-000548,-0.1987686662200338
ACH-000549,-0.21176965249077412
ACH-000550,-0.014654264503909073
ACH-000552,-0.4078597368981612
ACH-000556,-0.35125255150878065
ACH-000557,-0.13792003825994956
ACH-000569,0.04893067624292458
ACH-000570,-0.13814741767879338
ACH-000571,-0.05631370117312735
ACH-000573,-0.2668565571294861
ACH-000576,-0.16923112815733768
ACH-000579,0.0025908645812413927
ACH-000580,-0.2895351163085645
ACH-000584,-0.13309565939786722
ACH-000585,-0.20461521810676755
ACH-000588,-0.15905726892735134
ACH-000589,-0.18486105031790995
ACH-000591,-0.32806608281279226
ACH-000593,-0.266957091035374
ACH-000600,-0.21133143839772525
ACH-000601,-0.24999660881133076
ACH-000605,-0.6841451488925847
ACH-000606,-0.435272370253772
ACH-000608,-0.14994213556897412
ACH-000614,-0.09112933305270088
ACH-000616,-0.07917051011972713
ACH-000618,-0.2723514360806541
ACH-000619,-0.3715101751720529
ACH-000620,-0.27378358523385504
ACH-000621,-0.2074767417495429
ACH-000622,-0.3572256267945998
ACH-000623,-0.2536947590396857
ACH-000624,-0.2297286916222283
ACH-000627,-0.2729648909085575
ACH-000630,-0.15820797058955638
ACH-000631,-0.18550062139567144
ACH-000632,-0.2274486529573476
ACH-000633,-0.24897030050573596
ACH-000637,-0.1986376586991871
ACH-000638,-0.22221905953048868
ACH-000646,-0.19624931093172376
ACH-000647,-0.1789549597526457
ACH-000648,-0.2991998592119185
ACH-000649,-0.25140940206838225
ACH-000651,-0.26888047754148464
ACH-000652,-0.26478372157768265
ACH-000653,-0.06509903190437635
ACH-000657,-0.1802468802597864
ACH-000658,-0.032689285843233766
ACH-000661,-0.11966049667436775
ACH-000662,-0.09199814895595246
ACH-000663,-0.10755843253935016
ACH-000665,-0.16672430894312049
ACH-000671,-0.18307369300366072
ACH-000672,-0.19702403198734475
ACH-000673,-0.2780359833716577
ACH-000676,-0.3556628792605184
ACH-000677,-0.06419788305901147
ACH-000681,-0.19204023488018696
ACH-000683,-0.1741416655120612
ACH-000684,-0.29868694648172023
ACH-000688,-0.20586910645468307
ACH-000693,-0.2381314155015906
ACH-000694,-0.13494854019616298
ACH-000695,-0.05420653498103285
ACH-000696,-0.30984714366750915
ACH-000697,-0.1677276267318508
ACH-000699,-0.26082754985720097
ACH-000701,-0.0035122771789257564
ACH-000706,-0.1517536686892127
ACH-000711,-0.16169470982142134
ACH-000713,-0.3432136088049422
ACH-000714,-0.1061470096055494
ACH-000718,-0.20068258739113165
ACH-000720,-0.22398362563408994
ACH-000721,-0.4242826013561231
ACH-000724,-0.31556456508629
ACH-000725,-0.20291394618182032
ACH-000732,-0.2812883662438777
ACH-000734,-0.2632457613686732
ACH-000735,-0.23778647441330905
ACH-000736,-0.28608639730904484
ACH-000738,-0.22350528433091985
ACH-000746,-0.08492734380444901
ACH-000747,-0.2240652779269887
ACH-000748,-0.2622928401540867
ACH-000753,-0.13165731657880905
ACH-000756,-0.2531106741047716
ACH-000757,-0.2876268081654162
ACH-000758,-0.3653196585521357
ACH-000760,-0.21046143362368144
ACH-000762,-0.3822440762843541
ACH-000763,0.06337392628866031
ACH-000764,-0.4732235914507015
ACH-000765,-0.3696934814680219
ACH-000766,-0.2608310727106544
ACH-000767,-0.2619343221218225
ACH-000768,-0.23838277927767296
ACH-000769,-0.18844760591483314
ACH-000770,-0.10710273264611164
ACH-000771,-0.19766505507785387
ACH-000773,-0.14669898691150152
ACH-000776,-0.07268691958917949
ACH-000777,-0.09733100249612624
ACH-000778,-0.4454216574868764
ACH-000781,-0.22696463598189034
ACH-000782,-0.19844014019988904
ACH-000783,-0.3439638378328169
ACH-000784,-0.22935380184928544
ACH-000785,-0.1753573429528759
ACH-000787,-0.04021639934487333
ACH-000788,-0.2601187895979453
ACH-000791,-0.2400064617728948
ACH-000792,-0.2707630536564101
ACH-000794,-0.3406986657660737
ACH-000796,-0.2383642627867931
ACH-000798,0.18024570898503853
ACH-000799,-0.12842699661301285
ACH-000800,-0.34012595782853805
ACH-000802,-0.3084914885710036
ACH-000804,-0.2673713882744373
ACH-000805,-0.21584721457199613
ACH-000809,-0.07364795887126804
ACH-000810,-0.22451172335138225
ACH-000811,-0.22198866479789986
ACH-000817,-0.14913292010722973
ACH-000819,-0.12365026434019595
ACH-000820,-0.11434464820965062
ACH-000821,-0.14121801786496213
ACH-000822,-0.11534771103392255
ACH-000823,-0.3185006922462711
ACH-000824,-0.0968837998670243
ACH-000827,-0.32531027942851104
ACH-000829,-0.33788745880527915
ACH-000831,-0.3664005045839365
ACH-000832,-0.38113251057287056
ACH-000833,-0.14425670218379635
ACH-000834,-0.22250247423111708
ACH-000835,-0.2738228641623707
ACH-000836,-0.2974474743860609
ACH-000837,-0.3233727543833552
ACH-000838,0.023372657160678236
ACH-000839,-0.4334446123449738
ACH-000840,-0.08446779554150695
ACH-000841,-0.37698928276626537
ACH-000843,-0.25887844070714905
ACH-000846,-0.3163365872125307
ACH-000847,-0.2612593169338043
ACH-000848,0.0163923367838393
ACH-000849,-0.3553498183338576
ACH-000851,-0.2951268722036265
ACH-000855,-0.4101418835907611
ACH-000856,-0.05267449595163068
ACH-000858,-0.1920824588937596
ACH-000859,-0.4527843130813807
ACH-000861,-0.02373084533770469
ACH-000862,-0.1740973445684395
ACH-000865,-0.2354407853618854
ACH-000866,-0.28495586127961625
ACH-000867,-0.2736405051874037
ACH-000869,-0.19096087393920774
ACH-000872,-0.34480925853674155
ACH-000873,-0.33925001856976555
ACH-000876,-0.21470468842975188
ACH-000878,-0.28049886261342893
ACH-000880,-0.16007639729290168
ACH-000881,-0.2762862214678428
ACH-000882,-0.20963131800158927
ACH-000884,-0.2799136408217236
ACH-000885,-0.18616102511544927
ACH-000887,-0.3388306469529384
ACH-000889,-0.07882106077310365
ACH-000896,-0.24147861702277956
ACH-000898,-0.24086373232846614
ACH-000900,-0.07965699769940371
ACH-000901,-0.14744672733135733
ACH-000905,-0.4166149981691214
ACH-000906,-0.22423995825202767
ACH-000907,-0.3504129005855692
ACH-000910,-0.003213444604740033
ACH-000911,-0.35622888385734003
ACH-000912,-0.30374521325567866
ACH-000913,-0.13215942991460974
ACH-000915,-0.3328873779133469
ACH-000916,0.07981823217814056
ACH-000917,-0.0578018573812064
ACH-000920,-0.1781641581501804
ACH-000921,-0.3173664205409933
ACH-000924,-0.15955076072200292
ACH-000926,-0.2116248422576449
ACH-000928,-0.01496794643314721
ACH-000929,-0.2643750306019313
ACH-000932,-0.1662025934699039
ACH-000935,-0.17900059963217108
ACH-000936,-0.11726083437475696
ACH-000937,-0.3514516499232171
ACH-000938,-0.19787826518140014
ACH-000939,-0.17853985989658053
ACH-000941,-0.19686853146028827
ACH-000943,-0.2779834849869143
ACH-000946,-0.2011646948920255
ACH-000947,-0.1883609323982803
ACH-000948,-0.09008798324699137
ACH-000950,-0.3072480079811531
ACH-000953,-0.2586969749725685
ACH-000954,0.07572239357626907
ACH-000957,-0.2677062424267042
ACH-000958,-0.07107362854856203
ACH-000960,-0.2527015440956048
ACH-000963,-0.2512488940703728
ACH-000968,-0.35429423892942463
ACH-000969,-0.20848335733592202
ACH-000972,-0.305411493049884
ACH-000973,-0.15809946683709844
ACH-000974,-0.13070406397147294
ACH-000978,-0.4473000969345892
ACH-000984,-0.09657927482348266
ACH-000986,-0.2860208719878796
ACH-000988,-0.2772745031719459
ACH-000993,-0.14929832871061702
ACH-000994,-0.38326728958941736
ACH-000996,-0.1580248902405081
ACH-001001,-0.3754493803922136
ACH-001020,-0.11862150763980164
ACH-001028,-0.20432179307472853
ACH-001031,-0.20200747192770152
ACH-001038,-0.2776370305923457
ACH-001048,-0.276059559156369
ACH-001050,-0.2592050822279547
ACH-001053,-0.15771301167346707
ACH-001054,-0.4418287276533145
ACH-001061,-0.2651362262749101
ACH-001067,-0.0760612283638439
ACH-001075,-0.14459831294793074
ACH-001096,-0.2414403378890713
ACH-001111,-0.1194909776686717
ACH-001119,-0.13501766370539894
ACH-001128,-0.2864407942464636
ACH-001134,-0.12113635097995586
ACH-001151,-0.15519452248301172
ACH-001163,-0.2731401338498601
ACH-001164,-0.05046191249449758
ACH-001183,-0.4607389064722323
ACH-001192,-0.3028879314053694
ACH-001193,-0.7134104472937446
ACH-001196,-0.09662585721265368
ACH-001197,-0.11518840370218035
ACH-001205,-0.010126304149101364
ACH-001211,-0.08243913009838022
ACH-001212,-0.04658357452621588
ACH-001228,-0.4468015600015918
ACH-001232,-0.2458598449969129
ACH-001239,-0.2504181394937032
ACH-001270,-0.0011094570824414644
ACH-001274,-0.28427164319224313
ACH-001275,-0.1890470094211972
ACH-001277,-0.07053247895317223
ACH-001278,-0.09231366796154948
ACH-001280,-0.008905276338878011
ACH-001283,-0.13128294861319856
ACH-001289,-0.04935844922790962
ACH-001300,-0.03480999105440105
ACH-001301,-0.03180486638180232
ACH-001302,-0.17778014355212407
ACH-001306,-0.34070374404224946
ACH-001318,-0.2251283699463156
ACH-001322,-0.11570488969377915
ACH-001328,-0.33369834053218217
ACH-001332,-0.4406948369819474
ACH-001336,-0.26454111854874585
ACH-001346,-0.2658218172859569
ACH-001353,-0.2967625719058501
ACH-001354,-0.413664833537539
ACH-001367,-0.16427496105024275
ACH-001368,-0.2410928919599053
ACH-001374,-0.2935516285779911
ACH-001377,-0.08112161716969589
ACH-001380,-0.17005185862788855
ACH-001391,-0.1493843597803161
ACH-001408,-0.2297695739130696
ACH-001430,0.056856674361420015
ACH-001431,-0.13164971836580147
ACH-001450,-0.16939903191223807
ACH-001496,-0.27019796103178995
ACH-001500,-0.2480740714965246
ACH-001523,-0.3719610717826137
ACH-001532,-0.11864602176047845
ACH-001550,-0.06886418845348381
ACH-001552,-0.15225901880536322
ACH-001554,-0.2243858145308671
ACH-001654,-0.1670044550902522
ACH-001735,-0.19051910966716495
ACH-001736,-0.20372676338115076
ACH-001737,-0.7437241849492455
ACH-001740,-0.11866861031834547
ACH-001745,-0.2304055460938504
ACH-001765,-0.096558268105293
