,TRIAP1 (51499)
ACH-001232,-1.1884162974025567
ACH-001239,-0.9712367880797383
ACH-001270,-1.0321235183627675
ACH-001274,-0.9686213439766692
ACH-001275,-0.9330752939746448
ACH-001277,-1.1150981711420789
ACH-001278,-0.8281310347174053
ACH-001280,-0.6259039100923778
ACH-001283,-1.2461811330875872
ACH-001289,-0.8963128868217238
ACH-001300,-0.9418044846004612
ACH-001301,-1.032619030853153
ACH-001302,-0.5854826679746787
ACH-001306,-1.0744050966739942
ACH-001318,-1.2773823749168232
ACH-001322,-1.1353816233246679
ACH-001328,-1.0788782522643054
ACH-001332,-1.3237185339320436
ACH-001336,-1.3781889334295492
ACH-001346,-0.9857048294170464
ACH-001353,-0.786000008341145
ACH-001354,-1.213064208032805
ACH-001367,-0.8570659106922179
ACH-001368,-1.2137326645094448
ACH-001374,-1.2595306091001541
ACH-001377,-1.075468664559306
ACH-001380,-0.9447354993227012
ACH-001391,-0.6056110878574575
ACH-001408,-1.4417040514946082
ACH-001430,-0.8584918474126425
ACH-001431,-0.8551017680705234
ACH-001450,-1.296955368032466
ACH-001496,-0.9914703912823314
ACH-001500,-0.9727323914951572
ACH-001523,-1.2214496710247058
ACH-001532,-0.8034508534341684
ACH-001550,-1.1427190092309194
ACH-001552,-0.7623429965149754
ACH-001554,-1.0511015531547017
ACH-001654,-1.2965625000627108
ACH-001735,-0.8570437177281673
ACH-001736,-0.8874281047306403
ACH-001737,-1.469611663270442
ACH-001740,-1.094844019244852
ACH-001745,-1.1454842240320984
ACH-001765,-1.0266437702141342
