,XAB2 (56949)
ACH-000317,-1.3318329897177408
ACH-000318,-1.3946979839302514
ACH-000319,-1.2749684896462856
ACH-000320,-1.4633647422715563
ACH-000322,-1.181607345068011
ACH-000323,-1.320843764911786
ACH-000324,-1.3011492499523998
ACH-000329,-1.2515279379846
ACH-000330,-1.4260465100153152
ACH-000331,-1.1200485427983082
ACH-000332,-1.2666904806548234
ACH-000334,-1.5179663370654324
ACH-000335,-0.9052480322557034
ACH-000336,-1.240650963279969
ACH-000337,-1.36892708138957
ACH-000338,-1.2704186036586578
ACH-000339,-1.206626231340958
ACH-000341,-1.1949052537753897
ACH-000348,-1.292442287198908
ACH-000350,-1.214186788045163
ACH-000352,-1.4022068844790452
ACH-000356,-1.2417520009879108
ACH-000361,-1.1003604709289527
ACH-000362,-1.1193503195108896
ACH-000363,-1.2053571750962035
ACH-000364,-1.4315403420769093
ACH-000365,-1.2806758211131537
ACH-000366,-1.3224162610545651
ACH-000368,-1.4085654427391918
ACH-000374,-1.4243221191187645
ACH-000375,-1.3318029293027729
ACH-000376,-1.35762310550753
ACH-000381,-1.3079973833539875
ACH-000383,-1.2917104909286163
ACH-000387,-1.3538070823763642
ACH-000389,-1.1306760599188606
ACH-000390,-1.4340983849476914
ACH-000393,-1.3346052814894545
ACH-000395,-1.293038035134168
ACH-000396,-1.4377245909224805
ACH-000397,-1.4117225188083125
ACH-000401,-1.2616964011549838
ACH-000402,-1.3996373848528525
ACH-000403,-1.2761168103559068
ACH-000404,-1.0555076932090912
ACH-000406,-1.3683663981087122
ACH-000407,-1.2690511063799397
ACH-000408,-1.1975162202936722
ACH-000410,-1.4245091216168195
ACH-000411,-1.136438540020882
ACH-000414,-1.3678790812289554
ACH-000415,-1.2715756395862627
ACH-000416,-1.2921598629802902
ACH-000420,-1.2765847446047651
ACH-000421,-1.215086353545636
ACH-000424,-1.3923583332844147
ACH-000425,-1.2418153912591148
ACH-000426,-1.0930769827272002
ACH-000427,-1.4050699080784124
ACH-000433,-1.2404800674137184
ACH-000435,-1.1165962629552195
ACH-000436,-1.221225617250195
ACH-000444,-1.1816031141232386
ACH-000445,-1.0077000915468821
ACH-000448,-1.2690137612503245
ACH-000450,-0.9434073110990672
ACH-000452,-1.393217032882088
ACH-000454,-1.384284050632259
ACH-000458,-1.3584911861426772
ACH-000459,-1.8282186968169885
ACH-000460,-1.2948280143093889
ACH-000461,-1.2826575442500638
ACH-000463,-1.2462830714862034
ACH-000464,-1.441278175140781
ACH-000466,-1.5420738877131603
ACH-000467,-1.198289741563461
ACH-000468,-1.192150961124837
ACH-000469,-1.2372105714974009
ACH-000470,-1.2784965285153935
ACH-000471,-1.3534346079796642
ACH-000472,-1.3967378077060817
ACH-000473,-1.1174801435295052
ACH-000475,-1.290296531200439
ACH-000476,-1.2917920998972487
ACH-000477,-0.7567522584627691
ACH-000479,-1.2581399116515208
ACH-000480,-1.1333666560201279
ACH-000481,-1.2877358574625557
ACH-000483,-1.0132691363163908
ACH-000484,-1.1586380690327676
ACH-000485,-1.119483792282453
ACH-000486,-1.1082308980772149
ACH-000487,-1.3814097733304995
ACH-000488,-1.1927964437207654
ACH-000490,-1.1014737689115932
ACH-000491,-1.4996471952779866
ACH-000495,-1.1384847511882243
ACH-000496,-1.3109429743144136
ACH-000499,-1.3856590310432346
ACH-000500,-1.1363259164839032
ACH-000502,-1.2118388463323526
ACH-000503,-1.0940793108598454
ACH-000505,-1.1153474501998897
ACH-000507,-1.3995869072802087
ACH-000510,-1.1761858674970629
ACH-000511,-1.2330256697690491
ACH-000512,-1.1438837731788862
ACH-000516,-1.3709106549311634
ACH-000517,-1.209028626829762
ACH-000518,-1.4401507214565596
ACH-000520,-1.2302250599362543
ACH-000521,-1.33335026758934
ACH-000522,-1.3244655413092383
ACH-000524,-1.4684222803135558
ACH-000527,-1.1278850074241968
ACH-000528,-1.2944151674018338
ACH-000537,-1.392216837408513
ACH-000541,-1.4443335177724437
ACH-000542,-1.2025119208250563
ACH-000544,-1.316601208559184
ACH-000545,-1.202662671598098
ACH-000547,-1.2210777202251422
ACH-000548,-1.2131508215538451
ACH-000549,-1.2365851726121382
ACH-000550,-1.0228590557603718
ACH-000552,-1.3648047924769604
ACH-000556,-1.1765667163782865
ACH-000557,-1.2393067136382068
ACH-000569,-1.2587099290840829
ACH-000570,-1.2550512660008604
ACH-000571,-1.6098573768075195
ACH-000573,-1.3460226441604521
ACH-000576,-0.9443365465289358
ACH-000579,-1.3106103622087963
ACH-000580,-1.4415598994022865
ACH-000584,-1.4402626434650287
ACH-000585,-1.0615148757448465
ACH-000588,-1.052489566328264
ACH-000589,-1.2297078443275526
ACH-000591,-1.3663532455804541
ACH-000593,-1.154418202602773
ACH-000600,-0.9832864083166766
ACH-000601,-1.1677633670829506
ACH-000605,-1.3334103333674747
ACH-000606,-1.2049434158353591
ACH-000608,-1.1168148423416244
ACH-000614,-1.3238063039975931
ACH-000616,-1.040717251210824
ACH-000618,-1.319510571987002
ACH-000619,-1.348022387636192
ACH-000620,-1.2324569384952158
ACH-000621,-1.3441456767284328
ACH-000622,-1.1433913114964296
ACH-000623,-1.2217454701216357
ACH-000624,-1.2663981572455345
ACH-000627,-1.1208858834977526
ACH-000630,-1.1128198316793685
ACH-000631,-1.3881870260009082
ACH-000632,-1.3603448708082584
ACH-000633,-1.4763746843710583
ACH-000637,-1.1476923246734163
ACH-000638,-1.2247490524727995
ACH-000646,-1.6295049158458133
ACH-000647,-1.2295108339368102
ACH-000648,-1.3655348527211633
ACH-000649,-1.2763544996619638
ACH-000651,-1.2176511042706428
ACH-000652,-1.4053627378318645
ACH-000653,-1.33244097241753
ACH-000657,-1.3305573281267424
ACH-000658,-1.2679956101060272
ACH-000661,-1.217185953624439
ACH-000662,-1.352432084491551
ACH-000663,-1.2603004767055632
ACH-000665,-1.1180601282235882
ACH-000671,-1.2466443394132696
ACH-000672,-1.2430475248975756
ACH-000673,-1.3003656623564206
ACH-000676,-1.4014812103416876
ACH-000677,-1.0757439864473977
ACH-000681,-1.3599180052849216
ACH-000683,-1.3077378755264195
ACH-000684,-1.0999285227836295
ACH-000688,-1.6650981274921532
ACH-000693,-1.1324566259645932
ACH-000694,-1.2534693989452208
ACH-000695,-1.3024487884426992
ACH-000696,-1.2304775591442323
ACH-000697,-1.4206624052215624
ACH-000699,-1.6393386739961364
ACH-000701,-1.5370396354801923
ACH-000706,-1.4133972967724175
ACH-000711,-1.291198058934207
ACH-000713,-1.2461422673652298
ACH-000714,-1.2189769840822688
ACH-000718,-1.2414596222104841
ACH-000720,-1.29506830923587
ACH-000721,-1.3007098458604278
ACH-000724,-1.1789267036468725
ACH-000725,-1.7938848393376288
ACH-000732,-1.2808649946945143
ACH-000734,-1.3369075534089772
ACH-000735,-1.178174690201969
ACH-000736,-1.0603493029728903
ACH-000738,-1.2304650740354697
ACH-000746,-1.4103582542607187
ACH-000747,-1.301470288183468
ACH-000748,-1.2711467278014894
ACH-000753,-1.1982137041696792
ACH-000756,-1.2259393333104889
ACH-000757,-1.0792323427456056
ACH-000758,-1.220150172496339
ACH-000760,-1.448967625437682
ACH-000762,-1.2329143864992536
ACH-000763,-1.0215650168139327
ACH-000764,-1.4384316610014605
ACH-000765,-1.3342740097796622
ACH-000766,-1.2717358642593992
ACH-000767,-1.4115313861630574
ACH-000768,-1.2285718603992166
ACH-000769,-1.3531624528582211
ACH-000770,-1.2997994841782776
ACH-000771,-1.1534955192776926
ACH-000773,-1.2810885631056788
ACH-000776,-1.1605888358369023
ACH-000777,-1.3118195627217408
ACH-000778,-1.4117444234810639
ACH-000781,-1.279489481587256
ACH-000782,-1.0828105721533132
ACH-000783,-1.3007561491048307
ACH-000784,-1.0926822607720301
ACH-000785,-1.3581845142223976
ACH-000787,-1.3903481975080487
ACH-000788,-1.5443599653132682
ACH-000791,-1.2027078676121299
ACH-000792,-1.039558228461322
ACH-000794,-1.066754910747235
ACH-000796,-1.4749691401736196
ACH-000798,-1.276324028495838
ACH-000799,-1.2396981024163534
ACH-000800,-1.3917258655327576
ACH-000802,-1.4540519147078663
ACH-000804,-1.266160037867126
ACH-000805,-1.2010576978370209
ACH-000809,-1.1600458227085568
ACH-000810,-1.0451549736798889
ACH-000811,-1.3433490259807563
ACH-000817,-1.0648700318367526
ACH-000819,-1.223123760669406
ACH-000820,-1.395098995745344
ACH-000821,-1.2349333617357157
ACH-000822,-1.5711542164781809
ACH-000823,-1.275889992412242
ACH-000824,-1.4328556737856992
ACH-000827,-1.2343304601639935
ACH-000829,-1.3347099254076351
ACH-000831,-1.3770697130795753
ACH-000832,-1.1102237871577347
ACH-000833,-1.039432113013835
ACH-000834,-1.2552653267649283
ACH-000835,-1.178339289067914
ACH-000836,-1.4093810547688037
ACH-000837,-1.236415398748241
ACH-000838,-1.4852127979607106
ACH-000839,-1.2168025396612785
ACH-000840,-1.2269044339577169
ACH-000841,-1.071563405643265
ACH-000843,-1.1996936979266326
ACH-000846,-1.4017880767208724
ACH-000847,-1.1379352010927295
ACH-000848,-1.2588955334484189
ACH-000849,-1.1364808842125689
ACH-000851,-1.3473201678521298
ACH-000855,-1.1557590324349976
ACH-000856,-1.3411108973325736
ACH-000858,-1.2734836993397542
ACH-000859,-1.0770293491521732
ACH-000861,-1.4549323313521154
ACH-000862,-1.1495302291363814
ACH-000865,-1.2557122693037734
ACH-000866,-1.3043059116727986
ACH-000867,-1.1123628634652416
ACH-000869,-1.5186186699630373
ACH-000872,-1.374619999860864
ACH-000873,-1.2201625774685707
ACH-000876,-1.4936700902493314
ACH-000878,-1.0486760996151707
ACH-000880,-1.2879259432407906
ACH-000881,-1.1737171493056604
ACH-000882,-1.2787755126199318
ACH-000884,-1.1201816294989804
ACH-000885,-1.2140070286871705
ACH-000887,-1.2674630493958172
ACH-000889,-1.3181866621285334
ACH-000896,-1.1368689908332237
ACH-000898,-1.4141823088051189
ACH-000900,-1.1835462296346333
ACH-000901,-1.324748415017137
ACH-000905,-1.1592272248184277
ACH-000906,-1.3546950446593118
ACH-000907,-1.097289095064712
ACH-000910,-1.42141324324016
ACH-000911,-1.232422381793378
ACH-000912,-1.270223181550106
ACH-000913,-1.1111892087097928
ACH-000915,-1.3691147977358131
ACH-000916,-1.4395776449381033
ACH-000917,-1.4288239843819526
ACH-000920,-1.2354390225808092
ACH-000921,-1.315776309344416
ACH-000924,-1.1676112596546742
ACH-000926,-1.318772954357132
ACH-000928,-1.4858103965502925
ACH-000929,-1.1798142190052736
ACH-000932,-1.2974839345262057
ACH-000935,-1.4349701263393881
ACH-000936,-1.118550091347633
ACH-000937,-1.3379769332699976
ACH-000938,-1.273161198541626
ACH-000939,-1.3862276570371237
ACH-000941,-1.2760871992635847
ACH-000943,-1.3779628664434285
ACH-000946,-1.1596814122637802
ACH-000947,-1.314276475837929
ACH-000948,-1.2794142132860136
ACH-000950,-1.3182720466079811
ACH-000953,-1.236543789195613
ACH-000954,-0.9953021710191252
ACH-000957,-1.0577337381007168
ACH-000958,-1.2683900604323741
ACH-000960,-1.2933994992384736
ACH-000963,-1.4108983133500077
ACH-000968,-1.1806809256465538
ACH-000969,-1.281317503420733
ACH-000972,-1.268764476871957
ACH-000973,-1.3464058909284258
ACH-000974,-1.1204685648895465
ACH-000978,-1.3799270088645288
ACH-000984,-1.4199205278793865
ACH-000986,-1.288345717214864
ACH-000988,-1.4825103063697078
ACH-000993,-1.2469132020312157
ACH-000994,-1.5168375603073565
ACH-000996,-1.1347690606349952
ACH-001001,-1.4068950135892253
ACH-001020,-1.5183976150148009
ACH-001028,-1.4663796694099016
ACH-001031,-1.3447829434803649
ACH-001038,-1.2660377778442362
ACH-001048,-1.2543992933066936
ACH-001050,-1.2060983198800683
ACH-001053,-1.4244139383103458
ACH-001054,-1.2152881278753624
ACH-001061,-1.230072548538801
ACH-001067,-1.3766164071784974
ACH-001075,-1.3009679586936231
ACH-001096,-1.2002629501023576
ACH-001111,-1.3900761009722251
ACH-001119,-1.1143731445175291
ACH-001128,-1.2677615499401336
ACH-001134,-1.324067553368094
ACH-001151,-1.2757276914205191
ACH-001163,-1.2650809338523572
ACH-001164,-1.190480555090781
ACH-001183,-1.185401013791488
ACH-001192,-1.3828208780919529
ACH-001193,-0.98751405566331
ACH-001196,-1.2812880289941182
ACH-001197,-1.2394902992984826
ACH-001205,-1.1338899765440291
ACH-001211,-1.0802009787209643
ACH-001212,-0.9658032274505532
ACH-001228,-1.319444755932642
ACH-001232,-1.3019164147536009
ACH-001239,-1.367453915721334
ACH-001270,-1.330588676719748
ACH-001274,-1.1816940480304898
ACH-001275,-1.349301145661664
ACH-001277,-1.1959752588788854
ACH-001278,-1.2358545583173357
ACH-001280,-1.1105655414490427
ACH-001283,-1.3406656806967974
ACH-001289,-1.1712588291922998
ACH-001300,-1.3583877340219126
ACH-001301,-1.2252169535547577
ACH-001302,-1.072966461573635
ACH-001306,-1.2443715553005632
ACH-001318,-1.3172648127821267
ACH-001322,-1.0101710372903765
ACH-001328,-1.1161170012795674
ACH-001332,-1.0877758118279617
ACH-001336,-1.2523168363395878
ACH-001346,-1.2036037766043437
ACH-001353,-1.3607268878382617
ACH-001354,-1.0871821107246074
ACH-001367,-1.2865942284464469
ACH-001368,-1.5071850185531466
ACH-001374,-1.3831194768573811
ACH-001377,-1.241969097320062
ACH-001380,-1.451046459046459
ACH-001391,-1.4264057259036476
ACH-001408,-1.2401097715994909
ACH-001430,-1.05855378135531
ACH-001431,-1.2819690962497017
ACH-001450,-1.1083624988897969
ACH-001496,-1.5328480099522444
ACH-001500,-1.2148557170082512
ACH-001523,-1.2570001625855343
ACH-001532,-1.2910192464573844
ACH-001550,-1.2314848444089421
ACH-001552,-1.1669599775640151
ACH-001554,-1.2530552603858909
ACH-001654,-1.1216125834202646
ACH-001735,-1.2693823805959004
ACH-001736,-1.1806662691167007
ACH-001737,-1.4878623587813526
ACH-001740,-1.3704993378542658
ACH-001745,-1.2857382763564238
ACH-001765,-1.1282873667896882
