,PAM16 (51025)
ACH-001306,-0.9132744495372322
ACH-001318,-1.525004392008015
ACH-001322,-1.2314633952074503
ACH-001328,-1.0744641824894017
ACH-001332,-1.1088568514304082
ACH-001336,-1.0953244611587445
ACH-001346,-1.2250152351073669
ACH-001353,-0.9775984701015892
ACH-001354,-0.9070604436762941
ACH-001367,-1.0526629908234395
ACH-001368,-1.3203476897701332
ACH-001374,-1.0853225629718593
ACH-001377,-1.0816168321458923
ACH-001380,-0.9142633761685344
ACH-001391,-1.063875961289684
ACH-001408,-1.151809455041597
ACH-001430,-0.8368104679848367
ACH-001431,-0.918000157189765
ACH-001450,-0.935251493947326
ACH-001496,-0.9565092254023932
ACH-001500,-1.256146366984079
ACH-001523,-1.2039217623853329
ACH-001532,-0.9817808628389468
ACH-001550,-1.0303497692552817
ACH-001552,-1.1243906509554005
ACH-001554,-1.2204245269990888
ACH-001654,-1.2300755233780185
ACH-001735,-1.2278125831075857
ACH-001736,-1.2434793817695942
ACH-001737,-0.4416057628296767
ACH-001740,-1.061000155222422
ACH-001745,-1.0515271852490358
ACH-001765,-1.2358027491939012
