,WBP1L (54838)
ACH-000252,-0.20096856932519644
ACH-000253,-0.6110748445135462
ACH-000255,-0.35846318203026656
ACH-000256,-0.4194301379422095
ACH-000257,-0.3523085948038077
ACH-000258,-0.33739054679112795
ACH-000259,-0.4000117927932172
ACH-000260,-0.4778287703256763
ACH-000261,-0.4819757418417311
ACH-000262,-0.3061589620019902
ACH-000263,-0.5655946515594733
ACH-000264,-0.23330516794353146
ACH-000265,-0.2581965293773241
ACH-000266,-0.3681111496537751
ACH-000272,-0.4989742656141816
ACH-000274,-0.5220443791239046
ACH-000277,-0.2344140564941023
ACH-000278,-0.4039937832980532
ACH-000279,-0.4809623755596877
ACH-000280,-0.4242391778141305
ACH-000281,-0.36937183258801615
ACH-000288,-0.2396620135079909
ACH-000291,-0.3777323926130666
ACH-000293,-0.5292562092806913
ACH-000294,-0.498834089965436
ACH-000295,-0.662690914915607
ACH-000296,-0.21986860939769196
ACH-000302,-0.17446360318372
ACH-000304,-0.4108420058613291
ACH-000307,-0.3866862128160337
ACH-000308,-0.5717557182650376
ACH-000310,-0.6679728550924056
ACH-000311,-0.237134580316172
ACH-000312,-0.4461788353516073
ACH-000315,-0.6571269625762579
ACH-000316,-0.19825937484495865
ACH-000317,-0.4979152150160285
ACH-000318,-0.2596326786665807
ACH-000319,-0.2285183040201411
ACH-000320,-0.4111934979415873
ACH-000322,-0.40552633475259264
ACH-000323,-0.5006911014697804
ACH-000324,-0.3475871062106213
ACH-000329,-0.4464119243026585
ACH-000330,-0.4722871452512733
ACH-000331,-0.4322775308647265
ACH-000332,-0.4700441511934245
ACH-000334,-0.5818471585145861
ACH-000335,-0.38232800042977017
ACH-000336,0.12206342804947642
ACH-000337,-0.5009883236035702
ACH-000338,0.6454330334015591
ACH-000339,-0.29972920314639145
ACH-000341,-0.1926258052083822
ACH-000348,-0.19239525916446226
ACH-000350,-0.2606321135214685
ACH-000352,-0.3431564622000497
ACH-000356,-0.43352572737431866
ACH-000361,-0.5414495265202472
ACH-000362,-0.2812228006037317
ACH-000363,-0.4166691418207417
ACH-000364,-0.3412515307122337
ACH-000365,-0.580570938551931
ACH-000366,-0.3531006437482602
ACH-000368,-0.1408676706740795
ACH-000374,-0.4941620342057799
ACH-000375,-0.22071155791578667
ACH-000376,-0.5270296801319821
ACH-000381,-0.18909344954935567
ACH-000383,-0.41662025027581295
ACH-000387,-0.4899880469260995
ACH-000389,-0.1991110467904333
ACH-000390,-0.16064850324320135
ACH-000393,-0.4265707082643021
ACH-000395,-0.4117519900487661
ACH-000396,-0.16068143413504393
ACH-000397,-0.5978204469164885
ACH-000401,-0.3109822413726717
ACH-000402,-0.6706285645155473
ACH-000403,-0.4959518870623994
ACH-000404,-0.2023678752170394
ACH-000406,-0.18543494666178872
ACH-000407,-0.2634332571921883
ACH-000408,-0.4015717248995945
ACH-000410,-0.2724009196223529
ACH-000411,-0.5348632636402375
ACH-000414,-0.3735427801663257
ACH-000415,-0.4756065411789254
ACH-000416,-0.4659170757049078
ACH-000420,-0.3831194283852416
ACH-000421,-0.4247534755238585
ACH-000424,-0.3154203486509942
ACH-000425,-0.3479749941063795
ACH-000426,-0.14242055475895005
ACH-000427,-0.6371498779543444
ACH-000433,-0.2316839004546851
ACH-000435,0.08979264068813833
ACH-000436,-0.07751823968295599
ACH-000444,-0.3009486038814449
ACH-000445,-0.40633664279071935
ACH-000448,-0.4281604175305772
ACH-000450,-0.4773755512576173
ACH-000452,-0.5391444694742544
ACH-000454,-0.41476298717341264
ACH-000458,-0.4604135905628066
ACH-000459,-0.2637146020077758
ACH-000460,-0.4005549903990557
ACH-000461,-0.3150569329693533
ACH-000463,-0.213826002479347
ACH-000464,-0.32075160422935506
ACH-000466,-0.4627034640570112
ACH-000467,-0.5439598378310563
ACH-000468,-0.2722578073547968
ACH-000469,-0.4893582576190583
ACH-000470,-0.4920402492595181
ACH-000471,-0.3439148426939712
ACH-000472,-0.29773206763489035
ACH-000473,-0.385694815299502
ACH-000475,-0.4843103977149568
ACH-000476,-0.5475013367138042
ACH-000477,-0.441605331403099
ACH-000479,-0.37257929893227937
ACH-000480,-0.29965197190179005
ACH-000481,-0.42028598335229306
ACH-000483,-0.10073325843641248
ACH-000484,-0.6629161018932074
ACH-000485,-0.4447632905928191
ACH-000486,-0.29867814203871024
ACH-000487,-0.35839500533743723
ACH-000488,-0.4513294017709734
ACH-000490,-0.4700591446089215
ACH-000491,-0.47691650372443295
ACH-000495,-0.29877175216587204
ACH-000496,-0.2566222438403867
ACH-000499,-0.2996237347139093
ACH-000500,-0.9838233016156336
ACH-000502,-0.5332959610973425
ACH-000503,-0.495705330887582
ACH-000505,-0.3133437141470381
ACH-000507,-0.35720069496446444
ACH-000510,-0.26277515908788235
ACH-000511,-0.3791200700414247
ACH-000512,-0.6236035375707047
ACH-000516,-0.35261043580548024
ACH-000517,-0.5008283728569942
ACH-000518,-0.4146308307908821
ACH-000520,-0.4344956840534025
ACH-000521,-0.4818403547708999
ACH-000522,-0.4343012346950617
ACH-000524,-0.3100045688536802
ACH-000527,-0.312015953471224
ACH-000528,-0.4321979141999062
ACH-000537,-0.3716811683751076
ACH-000541,-0.5572929139814696
ACH-000542,-0.3254209202330272
ACH-000544,-0.34771965832751306
ACH-000545,-0.4025206498845452
ACH-000547,-0.7368871082624989
ACH-000548,-0.4521307923552629
ACH-000549,-0.4974837843718229
ACH-000550,-0.2395940613035772
ACH-000552,-0.4412016767550115
ACH-000556,-0.5869268210014235
ACH-000557,-0.6848897175940005
ACH-000569,-0.7479894851180356
ACH-000570,-0.4372643385889545
ACH-000571,-0.3254086272375819
ACH-000573,-0.24613410297213795
ACH-000576,-0.6629189986313042
ACH-000579,-0.43075797026885226
ACH-000580,-0.28805647259083605
ACH-000584,-0.2708616446233415
ACH-000585,-0.4294127254376298
ACH-000588,-0.2538882272794121
ACH-000589,-0.4749045070168858
ACH-000591,-0.4646283855773147
ACH-000593,-0.39453504497011416
ACH-000600,-0.447926619063632
ACH-000601,-0.4521519646448854
ACH-000605,-0.4863224827784457
ACH-000606,-0.3123093463444557
ACH-000608,-0.4582044195905759
ACH-000614,-0.5786433780696014
ACH-000616,-0.6436401091030172
ACH-000618,-0.3553594069368294
ACH-000619,-0.3907550384350765
ACH-000620,-0.3429832589849117
ACH-000621,-0.3194125463423025
ACH-000622,-0.4671941194778565
ACH-000623,-0.1213743542374048
ACH-000624,-0.6142111689273613
ACH-000627,-0.4041710715217442
ACH-000630,-0.30102552339046496
ACH-000631,-0.2314491710759914
ACH-000632,-0.2666497823111033
ACH-000633,-0.5964978989527239
ACH-000637,-0.26980950110792234
ACH-000638,-0.2961081721701587
ACH-000646,-0.3847547241490932
ACH-000647,-0.3677697110745329
ACH-000648,-0.44963114757404987
ACH-000649,-0.4581757389296538
ACH-000651,-0.5307859364675436
ACH-000652,-0.2270881238396225
ACH-000653,-0.43176116944575504
ACH-000657,-0.3780720533274946
ACH-000658,-0.5934628445316217
ACH-000661,-0.27350484275427306
ACH-000662,-0.6977493425175787
ACH-000663,-0.2763782100566948
ACH-000665,-0.3387309852345554
ACH-000671,-0.39488941497328256
ACH-000672,-0.24606232585807375
ACH-000673,-0.5733667372024621
ACH-000676,-0.3362163246626574
ACH-000677,-0.4434120332392461
ACH-000681,-0.11865601125123085
ACH-000683,-0.4595983867471732
ACH-000684,-0.3205867940479009
ACH-000688,-0.4554447130429083
ACH-000693,-0.3533081732026988
ACH-000694,-0.6156151651574054
ACH-000695,-0.3143118616310005
ACH-000696,-0.4639088441600604
ACH-000697,-0.3082416833297725
ACH-000699,-0.3221662518516862
ACH-000701,-0.4764464187872056
ACH-000706,-0.2736116275311689
ACH-000711,-0.3593351835372829
ACH-000713,-0.2392236608020873
ACH-000714,-0.4356911065797068
ACH-000718,-0.4825759419518856
ACH-000720,-0.3097143275859761
ACH-000721,-0.4670296381292126
ACH-000724,-0.3626976239566344
ACH-000725,-0.4720985044033265
ACH-000732,-0.5194460515794131
ACH-000734,-0.3546840530081051
ACH-000735,-0.3180007054239941
ACH-000736,-0.3599083998845211
ACH-000738,-0.5183910594420162
ACH-000746,-0.3211392894058583
ACH-000747,-0.3709669783549466
ACH-000748,-0.3784147053271101
ACH-000753,-0.2653174381491244
ACH-000756,-0.5769690511621317
ACH-000757,-0.20772660009735214
ACH-000758,-0.32145902934019244
ACH-000760,-0.2152726775175026
ACH-000762,-0.2783018869387945
ACH-000763,-0.5530878601306591
ACH-000764,-0.1411850394387972
ACH-000765,-0.05344643032990773
ACH-000766,-0.3614205106308824
ACH-000767,-0.4981554904276289
ACH-000768,-0.26767378091165145
ACH-000769,-0.4174926095797511
ACH-000770,-0.6394269305198687
ACH-000771,-0.2888039612497721
ACH-000773,-0.3351342171447672
ACH-000776,-0.4432524577974178
ACH-000777,-0.5674768609895073
ACH-000778,-0.2276564930973112
ACH-000781,-0.3507540125082416
ACH-000782,-0.4535368613688416
ACH-000783,-0.6394461645506849
ACH-000784,-0.42618188365133935
ACH-000785,-0.661869700132749
ACH-000787,-0.1932638988660824
ACH-000788,-0.3296802275198181
ACH-000791,-0.423215607490758
ACH-000792,-0.3894704012635886
ACH-000794,-0.5098819699264628
ACH-000796,-0.3816488428130836
ACH-000798,-0.6723688416968506
ACH-000799,-0.6762572684366521
ACH-000800,-0.3990634140663865
ACH-000802,-0.06869358590522884
ACH-000804,-0.2837217517002528
ACH-000805,-0.5242370009020084
ACH-000809,-0.34584324489764123
ACH-000810,-0.5794271288097074
ACH-000811,-0.2534655149301455
ACH-000817,-0.4374358815230947
ACH-000819,-0.5505466208815065
ACH-000820,-0.5956571043187638
ACH-000821,-0.441482579133575
ACH-000822,-0.21551860973752288
ACH-000823,-0.29277514535456023
ACH-000824,-0.4613836923502596
ACH-000827,-0.5001034754784109
ACH-000829,-0.5364656017620328
ACH-000831,-0.4648548963736325
ACH-000832,-0.388302439419402
ACH-000833,-0.3827167937134564
ACH-000834,-0.31904540011808963
ACH-000835,-0.38434789449325857
ACH-000836,-0.3583010972385295
ACH-000837,-0.3326253514954826
ACH-000838,-0.4065584637033641
ACH-000839,-0.3152958659506305
ACH-000840,-0.41642116507413257
ACH-000841,-0.4903183667463047
ACH-000843,-0.4496130232575167
ACH-000846,-0.26835903340551986
ACH-000847,-0.1878929842337866
ACH-000848,-0.3682827663212703
ACH-000849,-0.453569030837711
ACH-000851,-0.21448787197719232
ACH-000855,-0.279166726327175
ACH-000856,-0.3126782082398748
ACH-000858,-0.4502231422019885
ACH-000859,-0.5924683480118108
ACH-000861,-0.26660477876752003
ACH-000862,-0.5027141618363651
ACH-000865,-0.2485776085616497
ACH-000866,-0.2928070635617049
ACH-000867,-0.3571205000526253
ACH-000869,-0.1385933004201818
ACH-000872,-0.09847051802168057
ACH-000873,-0.13083619562551874
ACH-000876,-0.26675537383332265
ACH-000878,-0.5234886331491131
ACH-000880,-0.5956227103469339
ACH-000881,-0.23695509298290646
ACH-000882,-0.3398423304566865
ACH-000884,-0.4081030209648188
ACH-000885,-0.3883862058989743
ACH-000887,-0.26465302927705425
ACH-000889,-0.464498201467165
ACH-000896,-0.2964518527171877
ACH-000898,-0.4527607320185701
ACH-000900,-0.30028732010106346
ACH-000901,-0.34402863317069937
ACH-000905,-0.4893720880408402
ACH-000906,-0.2839376609337051
ACH-000907,-0.4337870527447688
ACH-000910,-0.4373942398542079
ACH-000911,-0.33779825559965504
ACH-000912,-0.3883173210288395
ACH-000913,-0.4194483287782338
ACH-000915,-0.28803811865526474
ACH-000916,-1.0292708801075643
ACH-000917,-0.1833241051219482
ACH-000920,-0.757504693794935
ACH-000921,-0.4010480797869953
ACH-000924,-0.3593644582398879
ACH-000926,-0.5925964650649228
ACH-000928,-0.4096982951698073
ACH-000929,-0.6351023055133039
ACH-000932,-0.2368549412108409
ACH-000935,-0.17182967355594733
ACH-000936,-0.4006860697050217
ACH-000937,-0.4579489626587335
ACH-000938,-0.18265712590877975
ACH-000939,-0.2650670325615219
ACH-000941,-0.4705638894951569
ACH-000943,-0.38495525522245055
ACH-000946,-0.3132610250687403
ACH-000947,-0.38001813017274094
ACH-000948,-0.2133664194276569
ACH-000950,-0.3637851783166561
ACH-000953,-0.4401757218100921
ACH-000954,0.007875487726456638
ACH-000957,-0.38026845911217855
ACH-000958,-0.3895319994444119
ACH-000960,-0.2052614276386613
ACH-000963,-0.4600084145341475
ACH-000968,-0.2573810474255672
ACH-000969,-0.4341162257465041
ACH-000972,-0.28268876759097245
ACH-000973,-0.5384680317182511
ACH-000974,-0.320754020567008
ACH-000978,-0.2893165721089475
ACH-000984,-0.29683468030397536
ACH-000986,-0.5298711683847184
ACH-000988,-0.2361982725863406
ACH-000993,-0.4389579695441832
ACH-000994,-0.41969137281513946
ACH-000996,-0.29711452848231945
ACH-001001,-0.3896251893833774
ACH-001020,-0.2364107471291328
ACH-001028,-0.4449780640967416
ACH-001031,-0.5116679410614536
ACH-001038,-0.4440713652058447
ACH-001048,-0.3167473004968672
ACH-001050,-0.29337502847186786
ACH-001053,-0.3154871234533695
ACH-001054,-0.4707844753366866
ACH-001061,-0.3021981167950993
ACH-001067,-0.3262499083368124
ACH-001075,-0.4566757297550319
ACH-001096,-0.30376084927980856
ACH-001111,-0.15022247260007426
ACH-001119,-0.4271418298432336
ACH-001128,0.04469902168314702
ACH-001134,-0.4991392671783325
ACH-001151,-0.32762316789518514
ACH-001163,-0.2686321573434924
ACH-001164,-0.06739788257330268
ACH-001183,-0.3324212694986587
ACH-001192,-0.3617650326937463
ACH-001193,-0.5797673211171754
ACH-001196,-0.2000162759424404
ACH-001197,-0.4969961686466376
ACH-001205,-0.3660298393433353
ACH-001211,-0.4530909508255904
ACH-001212,-0.2237964777717768
ACH-001228,-0.492749726554625
ACH-001232,-0.3588328523773464
ACH-001239,-0.4009709191492661
ACH-001270,-0.8009764023419016
ACH-001274,-0.3307322361963997
ACH-001275,-0.2019379344394996
ACH-001277,-0.09020184235986363
ACH-001278,-0.25428817116238417
ACH-001280,-0.4109217319805337
ACH-001283,-0.18203896525194102
ACH-001289,-0.5473764209595656
ACH-001300,-0.5595624186360367
ACH-001301,-0.3623356909353711
ACH-001302,-0.6995917515635013
ACH-001306,-0.29214855181303045
ACH-001318,-0.2650465230096243
ACH-001322,-0.4639092540694157
ACH-001328,-0.4990238486216832
ACH-001332,-0.7255963468213371
ACH-001336,-0.4625168528203137
ACH-001346,-0.17834057190441235
ACH-001353,-0.3804659177779125
ACH-001354,-0.4345364071984997
ACH-001367,-0.2834710318804286
ACH-001368,-0.5376499318077669
ACH-001374,-0.8487816370960714
ACH-001377,-0.3877347282010571
ACH-001380,-0.4653821321648988
ACH-001391,-0.34179590878111143
ACH-001408,-0.37915055428018063
ACH-001430,-0.7094789726999472
ACH-001431,-0.5012898827834142
ACH-001450,-0.18269185336408814
ACH-001496,-0.5386269120482615
ACH-001500,-0.2170918233105404
ACH-001523,-0.4142184124773848
ACH-001532,-0.4912191574099599
ACH-001550,-0.4005269662450671
ACH-001552,-0.1338151627698123
ACH-001554,-0.43093679496515097
ACH-001654,-0.3898291356373931
ACH-001735,-0.5904857676116106
ACH-001736,-0.29881386567767154
ACH-001737,-0.7734621174010231
ACH-001740,-0.3394885165429687
ACH-001745,-0.3872601507483181
ACH-001765,-0.3434750009615116
