,STT3B (201595)
ACH-000337,-0.3742536590548071
ACH-000338,-0.03282162119987705
ACH-000339,-0.3091327520969304
ACH-000341,-0.340328408163358
ACH-000348,-0.286879134505898
ACH-000350,-0.2988837273792645
ACH-000352,-0.28494650191243515
ACH-000356,-0.05735850111567908
ACH-000361,-0.4469032999875933
ACH-000362,-0.4564621451699769
ACH-000363,-0.1814818485490322
ACH-000364,-0.4841903017865749
ACH-000365,-0.6122391447460768
ACH-000366,-0.2364269223665913
ACH-000368,-0.3409829310468944
ACH-000374,-0.287904031988638
ACH-000375,-0.414759051132436
ACH-000376,-0.26529913569475866
ACH-000381,-0.3144403943666184
ACH-000383,-0.2898403946302573
ACH-000387,-0.3389699318180304
ACH-000389,-0.5073313685356127
ACH-000390,-0.35267036320545136
ACH-000393,-0.4111222542059183
ACH-000395,-0.49352721681982503
ACH-000396,-0.3817688792162332
ACH-000397,-0.34461572898850035
ACH-000401,-0.3072106470738237
ACH-000402,-0.20936041583597526
ACH-000403,-0.4580560435102483
ACH-000404,-0.3310087343053037
ACH-000406,-0.4272744696067065
ACH-000407,-0.5018359803163474
ACH-000408,-0.4585997829097046
ACH-000410,-0.18032306614874802
ACH-000411,-0.3803820300013556
ACH-000414,-0.3017401004223322
ACH-000415,-0.19061927466854284
ACH-000416,-0.2847991568608039
ACH-000420,-0.38330078462685896
ACH-000421,-0.3134719122505585
ACH-000424,-0.4581058102358645
ACH-000425,-0.3210058113074321
ACH-000426,0.2374616507004001
ACH-000427,-0.3366945341397665
ACH-000433,-0.4874871399394495
ACH-000435,-0.27272780918979456
ACH-000436,-0.3533050225749889
ACH-000444,-0.3140212317813121
ACH-000445,-0.2679956250554799
ACH-000448,-0.2801396122396472
ACH-000450,-0.4950779432930719
ACH-000452,-0.480514874315313
ACH-000454,-0.3097322113688141
ACH-000458,-0.3405539017106132
ACH-000459,-0.3657043941680852
ACH-000460,-0.4707844323906421
ACH-000461,-0.5043116067629709
ACH-000463,-0.264964108089122
ACH-000464,-0.17923147470196849
ACH-000466,-0.6885643005102376
ACH-000467,-0.3800100095331533
ACH-000468,-0.33993103062329233
ACH-000469,-0.5416844484640837
ACH-000470,-0.3386851838393828
ACH-000471,-0.5232617339710265
ACH-000472,-0.3126572803223103
ACH-000473,-0.2712862583513525
ACH-000475,-0.3365259822461423
ACH-000476,-0.2461089960115331
ACH-000477,-0.16597697297195804
ACH-000479,-0.3675622800647011
ACH-000480,-0.2596839173570085
ACH-000481,-0.28458427978342965
ACH-000483,-0.24263962524361335
ACH-000484,-0.17191228162739006
ACH-000485,-0.42965909185491497
ACH-000486,-0.2159222242885389
ACH-000487,-0.4774739742800273
ACH-000488,-0.16746751154084552
ACH-000490,-0.3807737654189877
ACH-000491,-0.13658000224741276
ACH-000495,-0.3812176456263575
ACH-000496,-0.34984296052636954
ACH-000499,-0.2549681306054396
ACH-000500,-0.38124867272994734
ACH-000502,-0.23386954965725165
ACH-000503,-0.3109063003262373
ACH-000505,-0.3798597083012978
ACH-000507,-0.4508453401804451
ACH-000510,-0.2678806939298484
ACH-000511,-0.41210346459838654
ACH-000512,-0.4084178585359082
ACH-000516,-0.29976785124619304
ACH-000517,-0.3217509309867153
ACH-000518,-0.4916775989020142
ACH-000520,-0.23954769862146705
ACH-000521,-0.4753424498114479
ACH-000522,-0.14486874386939338
ACH-000524,-0.41469649355970295
ACH-000527,-0.5963545773830325
ACH-000528,-0.3481848797877335
ACH-000537,-0.6849177706662125
ACH-000541,-0.2945975505922198
ACH-000542,-0.2009892150679266
ACH-000544,-0.2862409856074602
ACH-000545,-0.26707780600984016
ACH-000547,-0.1956447444673938
ACH-000548,-0.2748949126620096
ACH-000549,-0.4949356531559279
ACH-000550,-0.6605458442248066
ACH-000552,-0.6660482007609966
ACH-000556,-0.2656750578508489
ACH-000557,-0.17398917918151854
ACH-000569,-0.4400346874139464
ACH-000570,-0.3682550022553104
ACH-000571,-0.3670346532948556
ACH-000573,-0.2977457989690091
ACH-000576,-0.3895809073540781
ACH-000579,-0.4752489511326789
ACH-000580,-0.2542287509349268
ACH-000584,-0.2200203269843472
ACH-000585,-0.7114505071608105
ACH-000588,-0.4755867439863396
ACH-000589,-0.3164785502539056
ACH-000591,-0.3784018060344005
ACH-000593,-0.3955630792927231
ACH-000600,-0.5758323263382042
ACH-000601,-0.31167025039179197
ACH-000605,-0.1727902258749809
ACH-000606,-0.2992906094650326
ACH-000608,-0.3350777154404909
ACH-000614,-0.2677237109178918
ACH-000616,-0.1885311393906709
ACH-000618,-0.28950842598671983
ACH-000619,-0.5034308256759301
ACH-000620,-0.549794414447442
ACH-000621,-0.3362481575745457
ACH-000622,-0.2514901199997084
ACH-000623,-0.24466266793753566
ACH-000624,-0.1576443423794313
ACH-000627,-0.36225701821086254
ACH-000630,-0.6529911071139077
ACH-000631,-0.5206468597028951
ACH-000632,-0.6137441867236287
ACH-000633,-0.4783599567285011
ACH-000637,-0.260694207039922
ACH-000638,-0.26052101681155115
ACH-000646,-0.4081435060330521
ACH-000647,-0.3211096496755727
ACH-000648,-0.4731999704862976
ACH-000649,-0.4800441915327056
ACH-000651,-0.2700147978384678
ACH-000652,-0.5617215161635118
ACH-000653,-0.18541981787576384
ACH-000657,-0.3379058220433456
ACH-000658,-0.3718608341767592
ACH-000661,-0.10751420731015933
ACH-000662,0.014736871803713837
ACH-000663,-0.4476887144587872
ACH-000665,-0.4386144325956095
ACH-000671,-0.41116358528746
ACH-000672,-0.40020832454482347
ACH-000673,-0.29775826130790195
ACH-000676,-0.1961217786972725
ACH-000677,-0.23005790179616856
ACH-000681,-0.4846565836909277
ACH-000683,-0.10773500679338473
ACH-000684,-0.8302403716202879
ACH-000688,-0.3968843288861201
ACH-000693,-0.3053756572832966
ACH-000694,-0.29801260031015003
ACH-000695,-0.4386035986061169
ACH-000696,-0.08551428384542048
ACH-000697,-0.24189156697904746
ACH-000699,-0.3380141330768679
ACH-000701,-0.3002641820777274
ACH-000706,-0.5356018933236514
ACH-000711,-0.13488860539098507
ACH-000713,-0.2676557400897246
ACH-000714,-0.12199294746429555
ACH-000718,-0.3071129999960685
ACH-000720,-0.3284821970190436
ACH-000721,-0.4721529995693656
ACH-000724,-0.3783431392348246
ACH-000725,-0.2746698757749792
ACH-000732,-0.1256865867253266
ACH-000734,-0.4097833572548549
ACH-000735,-0.43207242490369496
ACH-000736,-0.423943390688614
ACH-000738,-0.32059837746176023
ACH-000746,-0.4775427150586292
ACH-000747,-0.273172574447118
ACH-000748,-0.338062200853163
ACH-000753,-0.4253749098952293
ACH-000756,-0.26151331072119416
ACH-000757,-0.19992249090205694
ACH-000758,-0.2711607298664447
ACH-000760,-0.3929781842174202
ACH-000762,-0.3819017532851139
ACH-000763,-0.15757768352799112
ACH-000764,-0.21040327282399734
ACH-000765,-0.3965120646131001
ACH-000766,-0.29373198264871897
ACH-000767,-0.27545879102318843
ACH-000768,-0.2807063327149291
ACH-000769,-0.3082812938203842
ACH-000770,-0.4231214239614895
ACH-000771,-0.4671658577842625
ACH-000773,-0.2754240213080277
ACH-000776,-0.2847224313433437
ACH-000777,-0.5509895273244876
ACH-000778,-0.5413504649556292
ACH-000781,-0.3391362683522308
ACH-000782,0.26535607873341305
ACH-000783,-0.14972486900360868
ACH-000784,-0.2518058998877096
ACH-000785,-0.16601277005444792
ACH-000787,-0.3937610036672188
ACH-000788,-0.2716419498873364
ACH-000791,-0.3595989895699758
ACH-000792,-0.4145038765470045
ACH-000794,-0.5424279764445643
ACH-000796,-0.2804986396619233
ACH-000798,0.04914314110414364
ACH-000799,-0.19612952248047888
ACH-000800,-0.22222802583913745
ACH-000802,-0.2728912739937221
ACH-000804,-0.691464789947406
ACH-000805,-0.22787685528684296
ACH-000809,-0.3801726696770584
ACH-000810,-0.4075636541940661
ACH-000811,-0.4375089283948546
ACH-000817,-0.34072060622952094
ACH-000819,-0.3229536416843041
ACH-000820,-0.38963524293572827
ACH-000821,-0.03561633225530193
ACH-000822,-0.3750176830956633
ACH-000823,-0.015772944497293787
ACH-000824,-0.3766797098901922
ACH-000827,-0.3578694435976316
ACH-000829,-0.7639312534262799
ACH-000831,-0.09097573062379836
ACH-000832,-0.4159321678630381
ACH-000833,-0.16809489714772946
ACH-000834,-0.4870786309775295
ACH-000835,-0.42521994739852864
ACH-000836,-0.6672535394657506
ACH-000837,-0.17198831967044526
ACH-000838,-0.13870761199558215
ACH-000839,-0.4235784812629508
ACH-000840,-0.5154023101924874
ACH-000841,-0.26518193070013274
ACH-000843,-0.09956514922476964
ACH-000846,-0.2190855893703652
ACH-000847,-0.3502192071056915
ACH-000848,-0.20040006403346228
ACH-000849,-0.25273085040404764
ACH-000851,-0.5067405143880723
ACH-000855,-0.3727746142110431
ACH-000856,-0.2861678735315491
ACH-000858,-0.16554300106627118
ACH-000859,-0.2628450971791874
ACH-000861,-0.2392340716610127
ACH-000862,-0.3461122504316952
ACH-000865,-0.2413425761279366
ACH-000866,-0.4764402216780413
ACH-000867,-0.3293894009085482
ACH-000869,-0.2481386694840957
ACH-000872,-0.4416182984606353
ACH-000873,0.12969828127648172
ACH-000876,-0.5396180491278535
ACH-000878,-0.1939423436543431
ACH-000880,-0.4957144736687101
ACH-000881,-0.3938298723024933
ACH-000882,-0.4784678682046651
ACH-000884,-0.3557151835201521
ACH-000885,-0.5764793336911835
ACH-000887,-0.3119640206939239
ACH-000889,-0.18965566463573053
ACH-000896,-0.1892231442704646
ACH-000898,-0.2975167792066453
ACH-000900,-0.1968532191130261
ACH-000901,-0.06820425642161437
ACH-000905,-0.17664845045649885
ACH-000906,-0.43287578954979583
ACH-000907,-0.4977371677888982
ACH-000910,-0.3191165971754619
ACH-000911,-0.13642197623147054
ACH-000912,-0.4448515558972955
ACH-000913,-0.21900518579537767
ACH-000915,-0.28174868669834063
ACH-000916,-0.5447617995895992
ACH-000917,-0.24474811696383855
ACH-000920,-0.3553317088118053
ACH-000921,-0.3331658498446905
ACH-000924,-0.32182029775794474
ACH-000926,-0.3585997227868988
ACH-000928,-0.3201831335740333
ACH-000929,-0.4425811158423015
ACH-000932,-0.6381292547746775
ACH-000935,-0.3990996161994226
ACH-000936,-0.3680563614821383
ACH-000937,-0.5633626753831139
ACH-000938,-0.11017123643591352
ACH-000939,-0.10285251445869574
ACH-000941,-0.2540270047921473
ACH-000943,-0.14647110479895434
ACH-000946,-0.3361158639338723
ACH-000947,-0.2708012208288416
ACH-000948,-0.3800657257871021
ACH-000950,-0.3898552410401957
ACH-000953,-0.20980188044794776
ACH-000954,-0.3854201249612186
ACH-000957,-0.4478167279859439
ACH-000958,-0.3042501805533735
ACH-000960,-0.3598952588506918
ACH-000963,-0.3623613351638357
ACH-000968,-0.4628578743889419
ACH-000969,-0.1746939406504084
ACH-000972,-0.3212301094998472
ACH-000973,-0.2772425970499374
ACH-000974,-0.4064904320656057
ACH-000978,-0.2740334401529472
ACH-000984,-0.11497405321346515
ACH-000986,-0.39141965624126057
ACH-000988,-0.4657198242637319
ACH-000993,-0.07102259206754508
ACH-000994,-0.24501433293945585
ACH-000996,-0.29566666818974485
ACH-001001,-0.2307044148300077
ACH-001020,-0.2901840426614271
ACH-001028,-0.2997116658493207
ACH-001031,-0.12215109105973584
ACH-001038,-0.21921872633955627
ACH-001048,-0.3987019652770864
ACH-001050,-0.4365254147931663
ACH-001053,-0.3191341691706603
ACH-001054,-0.211319551895856
ACH-001061,-0.4158233910363939
ACH-001067,-0.25090943141426514
ACH-001075,-0.4602573613641344
ACH-001096,-0.4804575139476085
ACH-001111,-0.22382156132074052
ACH-001119,-0.44165705011751455
ACH-001128,-0.753931616408254
ACH-001134,-0.1821423878596521
ACH-001151,-0.521388817990566
ACH-001163,-0.2335108816151548
ACH-001164,-0.4436399974671009
ACH-001183,-0.3357660677865633
ACH-001192,-0.07057155758257212
ACH-001193,-0.3781476312691233
ACH-001196,-0.1614685415248527
ACH-001197,-0.4955346619187042
ACH-001205,-0.5672993645572217
ACH-001211,-0.3616480243100744
ACH-001212,-0.25008067435585435
ACH-001228,-0.2117995148345824
ACH-001232,-0.4086492430063833
ACH-001239,-0.3268399362326518
ACH-001270,-0.15845477673986036
ACH-001274,-0.3396770289121182
ACH-001275,-0.3513552746050694
ACH-001277,-0.2266807392043584
ACH-001278,-0.3944999685257709
ACH-001280,-0.27151345758666634
ACH-001283,-0.3203674811540125
ACH-001289,-0.2832301209605581
ACH-001300,-0.445431618151661
ACH-001301,-0.2617692868306908
ACH-001302,-0.12168945361505548
ACH-001306,-0.4179544034244885
ACH-001318,-0.5024095944009851
ACH-001322,-0.4568263843204153
ACH-001328,-0.5187789475777497
ACH-001332,-0.547794261666753
ACH-001336,-0.3638521432252761
ACH-001346,-0.332422732176901
ACH-001353,-0.2404847321638255
ACH-001354,-0.36845988197112656
ACH-001367,-0.3145269025566104
ACH-001368,-0.32241007735169513
ACH-001374,-0.4011426669378164
ACH-001377,-0.23577012213885676
ACH-001380,-0.4764521010894893
ACH-001391,-0.2281306402681142
ACH-001408,-0.31332241951307044
ACH-001430,-0.4208585780864091
ACH-001431,-0.3013116254293855
ACH-001450,0.05229794794567035
ACH-001496,-0.6727550266202124
ACH-001500,-0.3437716989968758
ACH-001523,-0.446580122157261
ACH-001532,-0.4770737545127841
ACH-001550,-0.3275010467333817
ACH-001552,-0.3864754210372778
ACH-001554,-0.21926469275284188
ACH-001654,-0.23898966355488824
ACH-001735,-0.10800654831424186
ACH-001736,-0.05040188042069307
ACH-001737,-0.4413034856025563
ACH-001740,-0.3381302432495962
ACH-001745,-0.33166410929523243
ACH-001765,-0.2235532349567039
