,PELP1 (27043)
ACH-000228,-1.1482499735063578
ACH-000231,-1.297903800303151
ACH-000232,-1.3285242887111202
ACH-000233,-1.067986798527549
ACH-000234,-1.1072013148387347
ACH-000235,-1.1775558362856868
ACH-000237,-1.339753822203902
ACH-000238,-1.4178766835736705
ACH-000242,-1.209095722941694
ACH-000243,-1.2236798459080125
ACH-000244,-1.083949698732292
ACH-000246,-1.2024255199511276
ACH-000248,-0.9016416414901784
ACH-000250,-1.2879893165884628
ACH-000251,-1.1153974373188091
ACH-000252,-1.1562862058482288
ACH-000253,-1.259447701282102
ACH-000255,-1.1287727744369638
ACH-000256,-1.3402564025781456
ACH-000257,-1.0524528914532705
ACH-000258,-1.1250870180474248
ACH-000259,-1.1029026209728527
ACH-000260,-1.1931647565017724
ACH-000261,-1.1252637845244056
ACH-000262,-1.1577214181847038
ACH-000263,-1.2477269505507345
ACH-000264,-0.6698662812404359
ACH-000265,-1.0677823030233675
ACH-000266,-1.201190062921654
ACH-000272,-0.8468469221348007
ACH-000274,-1.1105173299406688
ACH-000277,-0.9804944746202572
ACH-000278,-1.2337078356161142
ACH-000279,-1.3007959974428234
ACH-000280,-1.4896656995612936
ACH-000281,-1.4762257569314667
ACH-000288,-0.9750699338358788
ACH-000291,-1.2983775192205764
ACH-000293,-0.9085133537176844
ACH-000294,-1.5212312190461643
ACH-000295,-1.2797122277768262
ACH-000296,-1.1887158118118997
ACH-000302,-1.1694362773768978
ACH-000304,-1.0888422793586954
ACH-000307,-1.1310825027730629
ACH-000308,-0.9763092243048592
ACH-000310,-1.1494364762632459
ACH-000311,-1.032807055431577
ACH-000312,-1.2059039357153465
ACH-000315,-1.4670759264137807
ACH-000316,-1.3039021277878584
ACH-000317,-1.3735797842205848
ACH-000318,-1.0702346158113611
ACH-000319,-1.1970785799039287
ACH-000320,-1.1179832280330773
ACH-000322,-1.089040326177472
ACH-000323,-1.4804709825497815
ACH-000324,-1.2331182982481896
ACH-000329,-1.1689006839133715
ACH-000330,-1.2932493804793743
ACH-000331,-1.142624458343571
ACH-000332,-1.299769858291132
ACH-000334,-1.367771437751407
ACH-000335,-0.6981650127962228
ACH-000336,-1.1234688396619572
ACH-000337,-1.5421715277081107
ACH-000338,-1.3528737418187646
ACH-000339,-1.3136595533408177
ACH-000341,-1.117341007659959
ACH-000348,-0.9955076602568952
ACH-000350,-1.0836289994119035
ACH-000352,-1.1966063183422881
ACH-000356,-1.3917991167673924
ACH-000361,-1.2590343455421384
ACH-000362,-1.1546110509028085
ACH-000363,-1.1814712163280667
ACH-000364,-1.3006177152860448
ACH-000365,-1.1420714638892595
ACH-000366,-1.1506263860413313
ACH-000368,-1.3214419765305456
ACH-000374,-1.2146327607166814
ACH-000375,-1.0149754748509747
ACH-000376,-0.9863827831747968
ACH-000381,-1.2653260885646087
ACH-000383,-1.1900397725122125
ACH-000387,-1.310969937884485
ACH-000389,-1.5468625757889012
ACH-000390,-1.033221900921128
ACH-000393,-1.0327442445874409
ACH-000395,-1.1268296201586898
ACH-000396,-0.8744289758844499
ACH-000397,-1.3827303555351418
ACH-000401,-1.3123147828783372
ACH-000402,-1.2132186795794708
ACH-000403,-1.081129781780591
ACH-000404,-1.344806856946294
ACH-000406,-1.3571450846156774
ACH-000407,-1.2531774088117469
ACH-000408,-1.3928186491768633
ACH-000410,-1.213472224399665
ACH-000411,-1.2013913692589844
ACH-000414,-1.1370645394708838
ACH-000415,-1.2619686698167158
ACH-000416,-1.217374436813179
ACH-000420,-0.8894920561384692
ACH-000421,-1.2036720198178732
ACH-000424,-1.1963443407654466
ACH-000425,-1.2419781366652487
ACH-000426,-1.2372164008542013
ACH-000427,-1.0092013962029842
ACH-000433,-1.0931144203363563
ACH-000435,-1.3720008120013842
ACH-000436,-1.182679558830716
ACH-000444,-1.0874784571215714
ACH-000445,-1.259433184584919
ACH-000448,-1.035989472932784
ACH-000450,-1.0713822601088905
ACH-000452,-1.2007875050726018
ACH-000454,-1.2147829979458684
ACH-000458,-1.278182097446395
ACH-000459,-1.1308660026046249
ACH-000460,-1.1754119121224988
ACH-000461,-1.0782614086982527
ACH-000463,-1.1871516344841233
ACH-000464,-1.0015438146863234
ACH-000466,-1.1713109517721771
ACH-000467,-1.2954729927399855
ACH-000468,-1.2455820266177746
ACH-000469,-1.1745132749699398
ACH-000470,-1.408022626883791
ACH-000471,-1.223054975949667
ACH-000472,-1.0938818471228802
ACH-000473,-1.5851929069909134
ACH-000475,-0.9963163603898576
ACH-000476,-0.8120288343968721
ACH-000477,-0.923461115749138
ACH-000479,-1.2354737746753073
ACH-000480,-1.1000812634413228
ACH-000481,-1.271333459182244
ACH-000483,-1.026453587368901
ACH-000484,-0.933249396451178
ACH-000485,-1.2605600616442585
ACH-000486,-1.0729354677312708
ACH-000487,-1.2883447534946877
ACH-000488,-1.115065983203688
ACH-000490,-1.0833142766521557
ACH-000491,-0.8522251064682157
ACH-000495,-1.1712211031687256
ACH-000496,-1.2799841642990144
ACH-000499,-1.277837843685029
ACH-000500,-1.4083340538685711
ACH-000502,-1.2116978829347913
ACH-000503,-1.2475832054245979
ACH-000505,-1.123380746456239
ACH-000507,-1.2201396998657594
ACH-000510,-1.2969717185417189
ACH-000511,-1.1891043677139768
ACH-000512,-1.224309369391187
ACH-000516,-0.8541911681109038
ACH-000517,-1.0351362059702092
ACH-000518,-1.4641761103210176
ACH-000520,-1.1863691684931712
ACH-000521,-1.191577650178021
ACH-000522,-1.1374658712266377
ACH-000524,-0.7504246548232831
ACH-000527,-1.2434686769826016
ACH-000528,-1.0102359984924438
ACH-000537,-1.267364231097338
ACH-000541,-1.1535793170194235
ACH-000542,-1.1924547147446714
ACH-000544,-1.3297036516468452
ACH-000545,-1.2037786520095888
ACH-000547,-1.0883175476504665
ACH-000548,-1.1300695354457575
ACH-000549,-1.1993470378634052
ACH-000550,-1.2502457329454923
ACH-000552,-1.249204824545488
ACH-000556,-1.1221169137125322
ACH-000557,-1.0566019877748345
ACH-000569,-1.1542603167453347
ACH-000570,-1.163240873804719
ACH-000571,-0.9422251671085641
ACH-000573,-0.9949452222288792
ACH-000576,-1.0985113167960592
ACH-000579,-1.059838911736294
ACH-000580,-0.9903734183216318
ACH-000584,-1.402797548924787
ACH-000585,-1.1335379447635985
ACH-000588,-1.1874938782032465
ACH-000589,-1.0700514270871957
ACH-000591,-1.1217528050675023
ACH-000593,-1.2423737167711717
ACH-000600,-0.8740888102345241
ACH-000601,-1.0842694607969972
ACH-000605,-1.147330267083019
ACH-000606,-1.3330521446861834
ACH-000608,-0.8339235612117066
ACH-000614,-1.2840399614272804
ACH-000616,-1.2505503887260383
ACH-000618,-1.0525642576502354
ACH-000619,-1.2887611710816649
ACH-000620,-1.1115563410348122
ACH-000621,-0.904612788747615
ACH-000622,-0.8354198807468857
ACH-000623,-1.093655608910365
ACH-000624,-1.1254958078210928
ACH-000627,-1.1729035778201382
ACH-000630,-1.1419495969709803
ACH-000631,-1.0195915826954
ACH-000632,-1.2653096874328924
ACH-000633,-1.1345415440830566
ACH-000637,-1.2255290563928207
ACH-000638,-1.1053885374390904
ACH-000646,-0.9027172661283204
ACH-000647,-1.126446331744266
ACH-000648,-1.2687935817569878
ACH-000649,-1.3130112079245764
ACH-000651,-1.332034507718425
ACH-000652,-1.2815716074485983
ACH-000653,-1.1010651536014813
ACH-000657,-1.2066592236449944
ACH-000658,-1.4318037816461326
ACH-000661,-1.1998520447908931
ACH-000662,-0.9768253622142318
ACH-000663,-1.351174517682766
ACH-000665,-1.2078510560711824
ACH-000671,-1.0682262447713913
ACH-000672,-1.5875736410670434
ACH-000673,-1.2242611103127319
ACH-000676,-1.3317881419002209
ACH-000677,-0.988355873889216
ACH-000681,-0.8943616321691623
ACH-000683,-1.3282627094177384
ACH-000684,-1.4304310275199101
ACH-000688,-0.9669586359009674
ACH-000693,-1.080797011300224
ACH-000694,-1.182162524122517
ACH-000695,-1.2338423852481828
ACH-000696,-0.8046329779316161
ACH-000697,-1.106268412605667
ACH-000699,-0.8741030774840864
ACH-000701,-1.2213857095605454
ACH-000706,-1.2225021157260043
ACH-000711,-1.1630424737599496
ACH-000713,-1.3618476475329784
ACH-000714,-1.3953763021493415
ACH-000718,-1.1184880091037808
ACH-000720,-1.119745592853432
ACH-000721,-1.223874033742209
ACH-000724,-0.9886167203006954
ACH-000725,-0.6937366367870941
ACH-000732,-1.077017554168704
ACH-000734,-1.153444971343691
ACH-000735,-1.0024370559812472
ACH-000736,-1.0245990183852955
ACH-000738,-1.262454369143594
ACH-000746,-0.9848330830443216
ACH-000747,-0.9724179075097166
ACH-000748,-1.321808618989039
ACH-000753,-1.3578248485006663
ACH-000756,-1.1649688122519264
ACH-000757,-1.236332016572016
ACH-000758,-1.254079349272126
ACH-000760,-1.3126927144218548
ACH-000762,-1.3442642164723513
ACH-000763,-1.089009840478543
ACH-000764,-1.203506275815297
ACH-000765,-1.1641934696583478
ACH-000766,-1.2047103928419696
ACH-000767,-1.1533112477116585
ACH-000768,-1.3575008010214942
ACH-000769,-1.3133970905424723
ACH-000770,-1.1731390811777729
ACH-000771,-1.0791446355376193
ACH-000773,-1.146274637425728
ACH-000776,-1.2027861950830805
ACH-000777,-1.3807867205641622
ACH-000778,-0.8557677069797147
ACH-000781,-1.2970797411933854
ACH-000782,-1.1578701734796233
ACH-000783,-0.9324152540669048
ACH-000784,-1.187700431486686
ACH-000785,-1.0004825996165223
ACH-000787,-1.2666712805989933
ACH-000788,-1.2020036688999884
ACH-000791,-1.2533441355181565
ACH-000792,-1.2926019936111122
ACH-000794,-1.1457710363421452
ACH-000796,-1.0545436093299696
ACH-000798,-1.1334703944981834
ACH-000799,-1.1434728592742207
ACH-000800,-1.1129920851070976
ACH-000802,-1.292582035645989
ACH-000804,-0.9480652714195744
ACH-000805,-1.0157159724948002
ACH-000809,-1.1395304933431134
ACH-000810,-1.1562042932011878
ACH-000811,-1.1850417720896729
ACH-000817,-1.3515750201801917
ACH-000819,-1.3532768359812148
ACH-000820,-1.4142951143296945
ACH-000821,-1.0606078871067552
ACH-000822,-0.983602641513916
ACH-000823,-1.2598887533356395
ACH-000824,-1.1385697502511851
ACH-000827,-0.9651524482974232
ACH-000829,-1.106806364697803
ACH-000831,-1.1094758319788645
ACH-000832,-1.0571496359063948
ACH-000833,-1.3182683001165945
ACH-000834,-1.1631104565058532
ACH-000835,-1.0690250075961274
ACH-000836,-0.6620409464397223
ACH-000837,-1.25313290366995
ACH-000838,-1.295942769870407
ACH-000839,-1.2161368871831166
ACH-000840,-1.1370017197050448
ACH-000841,-1.0108087782902129
ACH-000843,-1.2432412518739742
ACH-000846,-1.1393772090128886
ACH-000847,-1.0761242699692135
ACH-000848,-1.0366395183800357
ACH-000849,-1.2221794847346563
ACH-000851,-1.1543987689493669
ACH-000855,-1.431697536746206
ACH-000856,-1.112039368395345
ACH-000858,-1.1833610840434932
ACH-000859,-1.023745094532013
ACH-000861,-1.1988590309705591
ACH-000862,-1.2074748206486383
ACH-000865,-1.241425171485956
ACH-000866,-1.1595414865295892
ACH-000867,-0.9319302129030652
ACH-000869,-1.1017522337697925
ACH-000872,-1.4113324315042608
ACH-000873,-1.1834185300593938
ACH-000876,-0.9613976256567696
ACH-000878,-1.1283865421919752
ACH-000880,-1.18924189580897
ACH-000881,-1.1816725559645196
ACH-000882,-0.8869669059728782
ACH-000884,-1.0072208093196
ACH-000885,-1.1305375087334544
ACH-000887,-1.1794073223082255
ACH-000889,-1.1845478660785431
ACH-000896,-1.1847780795256109
ACH-000898,-1.1215532310885623
ACH-000900,-1.10259451930635
ACH-000901,-1.1399201031273118
ACH-000905,-1.2821118094192876
ACH-000906,-1.136287699296305
ACH-000907,-1.3114023542567501
ACH-000910,-1.3976081224742125
ACH-000911,-1.135630841941106
ACH-000912,-1.2149207947295158
ACH-000913,-1.332606545781183
ACH-000915,-1.3405650384003125
ACH-000916,-1.3662845469943858
ACH-000917,-1.4039322835921744
ACH-000920,-1.1291246552303251
ACH-000921,-1.2028027786950128
ACH-000924,-1.1103066336773937
ACH-000926,-1.1572171531526732
ACH-000928,-1.29610141445502
ACH-000929,-1.024198540313907
ACH-000932,-1.1523984760554298
ACH-000935,-0.9300419947641476
ACH-000936,-1.1410372590919635
ACH-000937,-1.195062787062887
ACH-000938,-0.8797288971538091
ACH-000939,-0.7714918528375049
ACH-000941,-1.0401104694813967
ACH-000943,-1.3707267603805326
ACH-000946,-1.1675683728686312
ACH-000947,-1.2468223374334495
ACH-000948,-1.1728660773724109
ACH-000950,-1.0541870811107177
ACH-000953,-0.7282793892659757
ACH-000954,-1.0532401690185982
ACH-000957,-0.9665375682835574
ACH-000958,-1.1566162005503977
ACH-000960,-1.1477798817607123
ACH-000963,-0.9980595202331248
ACH-000968,-0.9791021610220649
ACH-000969,-1.2698296411702792
ACH-000972,-1.2315011373713929
ACH-000973,-1.0599492304773697
ACH-000974,-1.222882474737223
ACH-000978,-1.2782778809964548
ACH-000984,-1.0494131312022683
ACH-000986,-1.2469167786194086
ACH-000988,-1.2053828405676494
ACH-000993,-1.0393905067683151
ACH-000994,-0.9662932681012738
ACH-000996,-0.9973518852926652
ACH-001001,-1.2279925739088535
ACH-001020,-0.6925946638580003
ACH-001028,-1.1724994388612848
ACH-001031,-0.8720477755783962
ACH-001038,-1.1334141555528987
ACH-001048,-1.2177325761971436
ACH-001050,-1.0636772896494753
ACH-001053,-1.4545060802248757
ACH-001054,-1.2034410724940248
ACH-001061,-0.9032314321594676
ACH-001067,-1.0340773518185886
ACH-001075,-1.3009045291850485
ACH-001096,-1.163462926372068
ACH-001111,-0.9460567553617087
ACH-001119,-1.1302893814069468
ACH-001128,-0.4322631475279908
ACH-001134,-1.248176747968662
ACH-001151,-1.3309971053184768
ACH-001163,-1.132224791260508
ACH-001164,-1.069360363646494
ACH-001183,-1.3645816768661982
ACH-001192,-1.2486900415055502
ACH-001193,-1.3878656863115142
ACH-001196,-1.2613751050510094
ACH-001197,-1.0720013330038258
ACH-001205,-1.016680380001577
ACH-001211,-0.8055974744498827
ACH-001212,-1.1536135063683386
ACH-001228,-1.1241957948332926
ACH-001232,-1.4198544390265675
ACH-001239,-1.139310202960202
ACH-001270,-1.2543508720954641
ACH-001274,-1.1666595012163783
ACH-001275,-1.0801942788967551
ACH-001277,-1.5115293812504866
ACH-001278,-1.2989978620770992
ACH-001280,-0.8025146104910973
ACH-001283,-1.4865300580184082
ACH-001289,-1.1475164867386265
ACH-001300,-1.1580775197946878
ACH-001301,-1.3712735095631277
ACH-001302,-1.26945137862943
ACH-001306,-1.2600533770452735
ACH-001318,-1.2445621615946874
ACH-001322,-1.3217541241010822
ACH-001328,-1.2142119597134242
ACH-001332,-1.5113568538732975
ACH-001336,-1.2660244964259069
ACH-001346,-1.201566933564894
ACH-001353,-1.295219771554225
ACH-001354,-1.1673079289604782
ACH-001367,-1.0673925077395825
ACH-001368,-1.1249780638263311
ACH-001374,-1.5297761549798876
ACH-001377,-1.1401887692354158
ACH-001380,-1.1740663130765363
ACH-001391,-1.0806557157245458
ACH-001408,-1.4687602352751683
ACH-001430,-1.4037302597678607
ACH-001431,-1.190930463944914
ACH-001450,-1.342961852434804
ACH-001496,-0.9531396037288477
ACH-001500,-0.9496884811987012
ACH-001523,-1.1875039902241091
ACH-001532,-1.1955585586543291
ACH-001550,-0.871743169744145
ACH-001552,-1.316393119958186
ACH-001554,-1.17142081526298
ACH-001654,-1.1909136376495704
ACH-001735,-1.2231997093778588
ACH-001736,-1.0651967837452359
ACH-001737,-0.8532142190159279
ACH-001740,-1.03332802218742
ACH-001745,-1.0036796118525335
ACH-001765,-1.1547794186438551
