,SNRPA (6626)
ACH-001134,-0.3471840903711471
ACH-001151,-0.0433772572509086
ACH-001163,-0.2501217314713187
ACH-001164,-0.3446970212757019
ACH-001183,-0.2570299121053316
ACH-001192,-0.5171184019277468
ACH-001193,-0.30488454938766524
ACH-001196,-0.1866330492317761
ACH-001197,-0.3908770702230539
ACH-001205,0.062063876499686775
ACH-001211,-0.12870522267647613
ACH-001212,-0.5211584333809868
ACH-001228,-0.3536513899287511
ACH-001232,-0.3596408743357228
ACH-001239,-0.2770395867778023
ACH-001270,-0.3644301736223519
ACH-001274,-0.14296758533610324
ACH-001275,-0.3261684760023668
ACH-001277,-0.4110901591319003
ACH-001278,-0.3277725740247445
ACH-001280,-0.2836542450442415
ACH-001283,-0.16542179012889952
ACH-001289,-0.3264386043012653
ACH-001300,-0.5102672160166875
ACH-001301,-0.4544820511471568
ACH-001302,-0.3815734477936755
ACH-001306,-0.29308310360768675
ACH-001318,-0.3044083731664621
ACH-001322,-0.5532386321839735
ACH-001328,-0.31245819808498737
ACH-001332,-0.5247242389451825
ACH-001336,-0.5832396985274062
ACH-001346,-0.5652892088297329
ACH-001353,-0.22331089217757644
ACH-001354,-0.3539298005825066
ACH-001367,-0.6214066382883157
ACH-001368,-0.4565821963189822
ACH-001374,-0.4156471856178181
ACH-001377,-0.33107603458342283
ACH-001380,-0.3351455052601815
ACH-001391,-0.2979205149623487
ACH-001408,-0.5444549563617731
ACH-001430,-0.2840009731849065
ACH-001431,-0.27794965726291365
ACH-001450,-0.3097324529146225
ACH-001496,-0.4333849660554407
ACH-001500,-0.2523501402245009
ACH-001523,-0.5188310895725656
ACH-001532,-0.3651841763529303
ACH-001550,-0.38693386361882204
ACH-001552,-0.18666723621626347
ACH-001554,-0.34245486425994515
ACH-001654,-0.2441473035582305
ACH-001735,-0.22498551998473887
ACH-001736,-0.389965777648449
ACH-001737,-0.30707505879953795
ACH-001740,-0.6598614515280697
ACH-001745,-0.6272760930754052
ACH-001765,-0.4131861790701319
