,U2SURP (23350)
ACH-000479,-0.6499125350792454
ACH-000480,-0.7841753548670409
ACH-000481,-0.9544113045726456
ACH-000483,-1.0618275103724473
ACH-000484,-0.8048923874874276
ACH-000485,-0.5967960037988981
ACH-000486,-0.6411702629108482
ACH-000487,-0.974451245529353
ACH-000488,-0.5725759306305791
ACH-000490,-0.7732019349743398
ACH-000491,-1.0566356607566352
ACH-000495,-0.6560349938667088
ACH-000496,-0.8871272666344676
ACH-000499,-0.7823469811627318
ACH-000500,-0.7158190642058887
ACH-000502,-0.6654153718168813
ACH-000503,-0.6176368495040018
ACH-000505,-0.8897196483608663
ACH-000507,-0.8601341087043276
ACH-000510,-0.7244568673458059
ACH-000511,-0.8288459071917357
ACH-000512,-0.7600591969825445
ACH-000516,-0.7709165613542742
ACH-000517,-0.6609926091173278
ACH-000518,-0.7881123205849888
ACH-000520,-0.7552705793916935
ACH-000521,-0.6720206474992406
ACH-000522,-0.6778254756878372
ACH-000524,-0.9447918097394838
ACH-000527,-0.8946043054222034
ACH-000528,-0.7646648005902534
ACH-000537,-0.7948982081486939
ACH-000541,-0.9510002809366168
ACH-000542,-0.7278516116526348
ACH-000544,-0.8029378048783781
ACH-000545,-0.3709021307250445
ACH-000547,-0.7003794111097702
ACH-000548,-0.5874320145471515
ACH-000549,-0.673669605145487
ACH-000550,-0.962607032159078
ACH-000552,-0.8634534853753267
ACH-000556,-0.4626363154313298
ACH-000557,-0.9318971020463788
ACH-000569,-0.7016948833423496
ACH-000570,-0.8365441888109517
ACH-000571,-0.6725909705796885
ACH-000573,-1.0957276011344574
ACH-000576,-0.7604331804362221
ACH-000579,-1.0628357836655176
ACH-000580,-1.0400647830930516
ACH-000584,-0.8761041347769866
ACH-000585,-0.6320315103486578
ACH-000588,-0.7772464909041421
ACH-000589,-0.604742449764772
ACH-000591,-0.61636115323435
ACH-000593,-0.7452676625838215
ACH-000600,-0.7767351025308791
ACH-000601,-0.7413807842150144
ACH-000605,-0.7996272856082819
ACH-000606,-0.575319604067956
ACH-000608,-0.6694576176118758
ACH-000614,-0.9796790112476814
ACH-000616,-0.7839179030552318
ACH-000618,-0.8138566317396345
ACH-000619,-0.6005025719107773
ACH-000620,-0.6942712427411788
ACH-000621,-0.9790613230518372
ACH-000622,-0.9681949665900328
ACH-000623,-0.9120171942600191
ACH-000624,-0.8707926782786074
ACH-000627,-0.7866513150227109
ACH-000630,-0.9156337966097396
ACH-000631,-0.9002959807764501
ACH-000632,-0.8049115837381229
ACH-000633,-0.5652363147762867
ACH-000637,-0.8101882603886232
ACH-000638,-0.7022224071409294
ACH-000646,-0.8088861319390142
ACH-000647,-0.8408763839757256
ACH-000648,-0.6889007248297221
ACH-000649,-0.7488613702412759
ACH-000651,-0.7556906080890137
ACH-000652,-0.6947603812522191
ACH-000653,-0.8113475712155889
ACH-000657,-0.7857103033940269
ACH-000658,-0.7121692039625275
ACH-000661,-0.9758234764453766
ACH-000662,-0.4881866185517942
ACH-000663,-1.1713012606322972
ACH-000665,-0.9623043333743936
ACH-000671,-0.9083686450056304
ACH-000672,-0.9085143182990356
ACH-000673,-0.6844204587150184
ACH-000676,-0.8467374023963833
ACH-000677,-0.9138921715682522
ACH-000681,-0.7044424340812504
ACH-000683,-0.662460015409555
ACH-000684,-0.5892834964916158
ACH-000688,-0.9661425902397666
ACH-000693,-0.5754607869708878
ACH-000694,-0.6374076272117206
ACH-000695,-0.7752180952545324
ACH-000696,-0.9067574887828896
ACH-000697,-0.7204760680026446
ACH-000699,-1.1332406793714875
ACH-000701,-0.6872104406441726
ACH-000706,-0.8083477983202242
ACH-000711,-0.7757920945016856
ACH-000713,-0.814372112344511
ACH-000714,-0.6766330823502679
ACH-000718,-0.635390885249276
ACH-000720,-0.8133984413548212
ACH-000721,-0.6132322314518116
ACH-000724,-0.6341885142700326
ACH-000725,-0.6222605426683969
ACH-000732,-0.7448368581897572
ACH-000734,-0.6873527394554049
ACH-000735,-0.7723992304553539
ACH-000736,-0.8502906026945662
ACH-000738,-0.8520306979135515
ACH-000746,-0.7814265437612642
ACH-000747,-0.9208870412413296
ACH-000748,-0.816562649779448
ACH-000753,-0.8799919782131457
ACH-000756,-0.6197908592068444
ACH-000757,-0.6420285963176503
ACH-000758,-0.8719258164134225
ACH-000760,-0.7194944829952226
ACH-000762,-0.7039968639877933
ACH-000763,-0.665506324788978
ACH-000764,-0.7630373115355529
ACH-000765,-0.7783320239461121
ACH-000766,-0.5969063103932049
ACH-000767,-0.8797198387191347
ACH-000768,-0.8642043203694819
ACH-000769,-0.6044454168999731
ACH-000770,-0.9755929522895802
ACH-000771,-0.7742575791188292
ACH-000773,-0.6558509055889591
ACH-000776,-0.7748285576351647
ACH-000777,-0.6008355136610899
ACH-000778,-0.9390728844891508
ACH-000781,-0.7813370810560463
ACH-000782,-0.8944803036115025
ACH-000783,-0.7754601808012941
ACH-000784,-0.6276915800942154
ACH-000785,-0.7879416012493237
ACH-000787,-0.8236631620478527
ACH-000788,-0.7490057432463579
ACH-000791,-0.730891883466261
ACH-000792,-0.8305726806998043
ACH-000794,-0.693414219903362
ACH-000796,-0.8147719139203317
ACH-000798,-0.8488201519113128
ACH-000799,-0.9786085826128254
ACH-000800,-1.0188251475184666
ACH-000802,-0.7875027886514884
ACH-000804,-0.6730076512952224
ACH-000805,-0.7140789983827619
ACH-000809,-0.5238850417811797
ACH-000810,-1.2563402277157016
ACH-000811,-0.8442470061958565
ACH-000817,-0.338527032307524
ACH-000819,-0.804309377825408
ACH-000820,-0.6581049538657221
ACH-000821,-0.6384390567474971
ACH-000822,-0.7749723179416976
ACH-000823,-0.5382600609343781
ACH-000824,-0.6940395572712438
ACH-000827,-1.0291655556986343
ACH-000829,-0.7720460795724299
ACH-000831,-0.9047472192571134
ACH-000832,-0.6942554595158413
ACH-000833,-0.730467759918577
ACH-000834,-0.5410344715421332
ACH-000835,-0.917185395472598
ACH-000836,-0.6343137313594657
ACH-000837,-0.7946446614309259
ACH-000838,-0.6068957917015296
ACH-000839,-0.5875928694651572
ACH-000840,-0.930995867423451
ACH-000841,-0.5369272178525428
ACH-000843,-0.7717404970713395
ACH-000846,-0.6124276596909348
ACH-000847,-0.8142861964138323
ACH-000848,-0.7024789175179263
ACH-000849,-0.7102500262405366
ACH-000851,-0.7002920297403945
ACH-000855,-0.7115150348622453
ACH-000856,-0.7271752584841025
ACH-000858,-0.7213924337509683
ACH-000859,-0.8323607056551245
ACH-000861,-0.8212339499265228
ACH-000862,-0.7777374468634592
ACH-000865,-0.7247157406723683
ACH-000866,-0.7655901487177652
ACH-000867,-0.7765434410886748
ACH-000869,-0.9743436852021252
ACH-000872,-0.9148530441497578
ACH-000873,-0.4628075827656765
ACH-000876,-0.9724404658394828
ACH-000878,-0.9313307442080748
ACH-000880,-1.0107839492670156
ACH-000881,-0.784467743173649
ACH-000882,-0.904181347646058
ACH-000884,-0.6846644711995793
ACH-000885,-0.7408881570653854
ACH-000887,-0.5957541693404464
ACH-000889,-0.8923409190683432
ACH-000896,-0.7219298712890551
ACH-000898,-1.0578839848813768
ACH-000900,-0.6600647440807536
ACH-000901,-0.7748298815362131
ACH-000905,-0.7014317190382763
ACH-000906,-0.9125080624533132
ACH-000907,-0.7834698177123269
ACH-000910,-0.6561024064083938
ACH-000911,-0.8685780447241771
ACH-000912,-0.9425142985882462
ACH-000913,-0.7095610694358052
ACH-000915,-0.8697799818112034
ACH-000916,-0.8170639110598367
ACH-000917,-0.7999836761871943
ACH-000920,-0.4304492473003719
ACH-000921,-0.5995692081113171
ACH-000924,-0.7045502091709142
ACH-000926,-0.6351744069549319
ACH-000928,-0.7028468327659053
ACH-000929,-0.8448090521661963
ACH-000932,-0.8071195876725911
ACH-000935,-0.6988761071728249
ACH-000936,-0.8288748762385121
ACH-000937,-0.7586120262754525
ACH-000938,-0.8366606151964894
ACH-000939,-1.0052843744856288
ACH-000941,-0.8778075667517871
ACH-000943,-0.9435571440138814
ACH-000946,-0.8407067175579043
ACH-000947,-0.8594305583291451
ACH-000948,-0.7959040915650047
ACH-000950,-0.7370059203884581
ACH-000953,-0.2260355722797988
ACH-000954,-0.7407592926920222
ACH-000957,-0.8930997342393797
ACH-000958,-1.10974037587966
ACH-000960,-0.8688934457255455
ACH-000963,-0.9205479784167588
ACH-000968,-0.9742847193982624
ACH-000969,-0.9807654346013084
ACH-000972,-0.8224167584322477
ACH-000973,-0.6671952655971285
ACH-000974,-0.8441482345124043
ACH-000978,-0.9459641980601348
ACH-000984,-0.8899466886603191
ACH-000986,-0.7868645237375927
ACH-000988,-0.8994482856116285
ACH-000993,-0.8068047346218914
ACH-000994,-0.5593738287734453
ACH-000996,-0.7241612344641172
ACH-001001,-0.7528438829708514
ACH-001020,-0.8118358481120497
ACH-001028,-0.8379696978906378
ACH-001031,-1.022839940178287
ACH-001038,-0.8865647165457577
ACH-001048,-0.74107316413835
ACH-001050,-0.8587260577612795
ACH-001053,-0.7279232684925421
ACH-001054,-0.8418245925065965
ACH-001061,-0.9127042821142536
ACH-001067,-0.966210224192534
ACH-001075,-0.6842792396560393
ACH-001096,-0.8725995460429771
ACH-001111,-0.6316718470738015
ACH-001119,-0.6824671074864329
ACH-001128,-0.8955039562930991
ACH-001134,-0.9226718022495942
ACH-001151,-0.8380624541045386
ACH-001163,-0.8006625231831841
ACH-001164,-0.8713315720389603
ACH-001183,-0.7456684822288747
ACH-001192,-0.8725003976757909
ACH-001193,-0.666829497832763
ACH-001196,-0.8683504148114704
ACH-001197,-0.7916971370320731
ACH-001205,-0.8508422361494048
ACH-001211,-1.043039287030337
ACH-001212,-1.2356072037731014
ACH-001228,-0.7488118710994682
ACH-001232,-0.8918695379257057
ACH-001239,-0.9284898755012376
ACH-001270,-0.5180298357249852
ACH-001274,-0.8867261643131642
ACH-001275,-0.8336665204156266
ACH-001277,-0.7319987296713806
ACH-001278,-0.8461574326865421
ACH-001280,-0.9119783187880078
ACH-001283,-0.7716944884768241
ACH-001289,-0.8604186278240916
ACH-001300,-0.7528917832893132
ACH-001301,-0.7211782990243341
ACH-001302,-0.7812445486313058
ACH-001306,-0.9123737753651447
ACH-001318,-0.7242905127801917
ACH-001322,-0.6413414086953204
ACH-001328,-0.5763201582545184
ACH-001332,-0.721519729247635
ACH-001336,-0.7389743379476111
ACH-001346,-0.679355629771245
ACH-001353,-0.8005227737833922
ACH-001354,-0.7940949231289626
ACH-001367,-0.7429339563213315
ACH-001368,-0.8252936893588056
ACH-001374,-0.6375282115155074
ACH-001377,-0.8525305110386177
ACH-001380,-0.8118268460033381
ACH-001391,-0.7701765370425484
ACH-001408,-0.7749810374223243
ACH-001430,-0.5466206760494218
ACH-001431,-0.931354132523798
ACH-001450,-0.8033931577270128
ACH-001496,-0.8619093831396982
ACH-001500,-0.8355993421491942
ACH-001523,-0.7218103802905115
ACH-001532,-0.9398755668450234
ACH-001550,-0.7503750617004956
ACH-001552,-0.927736801465778
ACH-001554,-0.9728786176369868
ACH-001654,-0.8163262155910435
ACH-001735,-0.8483541834080889
ACH-001736,-0.8796084892205351
ACH-001737,-0.643135766504175
ACH-001740,-0.9469357751602112
ACH-001745,-1.0501048837332778
ACH-001765,-0.6686529392690425
