,STUB1 (10273)
ACH-001134,-0.5441673449700186
ACH-001151,-0.19212606788706055
ACH-001163,-0.3168684185007119
ACH-001164,-0.4618530908007785
ACH-001183,-0.34161888503980475
ACH-001192,-0.2713245719497145
ACH-001193,-0.7372839769878645
ACH-001196,-0.4152944943672561
ACH-001197,-0.3954687216277597
ACH-001205,-0.2897635803705682
ACH-001211,-0.16358615021731618
ACH-001212,-0.3248268305204978
ACH-001228,-0.3348397827802275
ACH-001232,-0.400692810149678
ACH-001239,-0.17656412246646935
ACH-001270,-0.005984228016584484
ACH-001274,-0.4907829546149997
ACH-001275,-0.23801040026459985
ACH-001277,-0.1321178456195347
ACH-001278,0.08469764678662954
ACH-001280,-0.37615781138201093
ACH-001283,-0.5993832510547688
ACH-001289,-0.23928431529832184
ACH-001300,-0.4370463929110014
ACH-001301,-0.2706692576157245
ACH-001302,-0.2310928887943152
ACH-001306,-0.02528736886229086
ACH-001318,0.033126759445711015
ACH-001322,-0.2290033136321005
ACH-001328,-0.4087270789038742
ACH-001332,-0.15989453090308006
ACH-001336,-0.2553830245517028
ACH-001346,-0.4044088740866647
ACH-001353,-0.33985978857554233
ACH-001354,-0.3456859699664786
ACH-001367,-0.1901206728534373
ACH-001368,-0.165359143973994
ACH-001374,-0.7333076240541989
ACH-001377,-0.18127519709866152
ACH-001380,-0.3270286098869137
ACH-001391,-0.27009250117750544
ACH-001408,-0.27870290673565323
ACH-001430,-0.046664572766500365
ACH-001431,-0.17577909324149146
ACH-001450,-0.4798938077716398
ACH-001496,-0.10868322842413633
ACH-001500,-0.2127739007827319
ACH-001523,-0.18115325213329214
ACH-001532,0.12964575358309055
ACH-001550,-0.06139662466686317
ACH-001552,-0.14238074531657766
ACH-001554,-0.3646690881030416
ACH-001654,-0.2684219011962076
ACH-001735,-0.3016690870109645
ACH-001736,-0.35921997406382883
ACH-001737,-0.25209583893964543
ACH-001740,-0.37171528540172294
ACH-001745,-0.19952989577437735
ACH-001765,-0.26140578228771066
