,RNPC3 (55599)
ACH-000450,-1.7007801063185632
ACH-000452,-1.456287852097068
ACH-000454,-1.4288917912046408
ACH-000458,-1.5725801941149986
ACH-000459,-1.6697610246850003
ACH-000460,-1.4748504757100027
ACH-000461,-1.3118990074041406
ACH-000463,-1.2258345982004983
ACH-000464,-1.3483001145660654
ACH-000466,-1.8250001332314167
ACH-000467,-1.4164951328831896
ACH-000468,-1.1805457452316188
ACH-000469,-1.355160766607176
ACH-000470,-1.1798605360256988
ACH-000471,-1.3083652841790137
ACH-000472,-1.2341836163867714
ACH-000473,-1.1638208989210688
ACH-000475,-1.28381883616654
ACH-000476,-1.3882894018991978
ACH-000477,-1.6169940036007548
ACH-000479,-0.8342568529995442
ACH-000480,-1.444278208733882
ACH-000481,-1.596230050325557
ACH-000483,-2.0476409962305016
ACH-000484,-1.2572622865602725
ACH-000485,-1.2605761742403994
ACH-000486,-1.2429057801899794
ACH-000487,-1.4131744380516107
ACH-000488,-1.5693628539449331
ACH-000490,-1.2864020796032345
ACH-000491,-1.337190103121506
ACH-000495,-1.2347794677604684
ACH-000496,-1.4669192626206895
ACH-000499,-1.4757205652447658
ACH-000500,-1.0805216223692118
ACH-000502,-1.5778014294467673
ACH-000503,-1.2515587894147149
ACH-000505,-1.2900770969592577
ACH-000507,-1.5901948944582331
ACH-000510,-1.3480007587422818
ACH-000511,-1.4662486778263626
ACH-000512,-1.2582013249403885
ACH-000516,-1.5572874959823348
ACH-000517,-1.3137338599188622
ACH-000518,-1.1582380164088109
ACH-000520,-1.0988111618366794
ACH-000521,-1.4795055599400122
ACH-000522,-1.3070552537034763
ACH-000524,-1.405503393335546
ACH-000527,-1.3353340706657897
ACH-000528,-1.5215074752203912
ACH-000537,-1.435201420967567
ACH-000541,-1.5914821144051037
ACH-000542,-1.2408900792789532
ACH-000544,-1.3635663617647842
ACH-000545,-1.416396268092863
ACH-000547,-1.0450452557399996
ACH-000548,-1.3228476055803993
ACH-000549,-1.2707562012403342
ACH-000550,-1.3746952080135952
ACH-000552,-1.4463513633753606
ACH-000556,-1.5319820363102294
ACH-000557,-1.2859708742587557
ACH-000569,-1.1823333982494493
ACH-000570,-1.3993217080680866
ACH-000571,-1.4306083713566973
ACH-000573,-1.5005902586254585
ACH-000576,-1.62437511095971
ACH-000579,-1.1831786695700173
ACH-000580,-1.4222339594112599
ACH-000584,-1.2577596455934308
ACH-000585,-1.415874769215798
ACH-000588,-1.266561782637558
ACH-000589,-1.2147901309273572
ACH-000591,-1.2874824574550388
ACH-000593,-1.2357283357132616
ACH-000600,-1.4557483783254634
ACH-000601,-1.3702813906120226
ACH-000605,-1.6784823886027465
ACH-000606,-1.3351338290983108
ACH-000608,-1.0455629179375574
ACH-000614,-1.0781441809139685
ACH-000616,-1.644795191427208
ACH-000618,-1.4699900411596625
ACH-000619,-1.1628340866984122
ACH-000620,-1.5377223080749038
ACH-000621,-1.2858505237198696
ACH-000622,-1.4064776090696065
ACH-000623,-1.4333372751500866
ACH-000624,-1.4232580360526026
ACH-000627,-1.175571384845301
ACH-000630,-1.4734788457012375
ACH-000631,-0.9976588397818249
ACH-000632,-1.4637747192232469
ACH-000633,-1.0472159231041571
ACH-000637,-1.6928216304812742
ACH-000638,-1.3841107483916484
ACH-000646,-1.4015288738208096
ACH-000647,-1.3003704848216209
ACH-000648,-1.4255497596607651
ACH-000649,-1.117151737187274
ACH-000651,-1.2418449337826798
ACH-000652,-1.2964760746305408
ACH-000653,-1.2986156160618243
ACH-000657,-1.2900390887932989
ACH-000658,-1.4805775523849116
ACH-000661,-1.3254219907547524
ACH-000662,-1.3055927310260231
ACH-000663,-1.2850470160757699
ACH-000665,-1.4267653762420205
ACH-000671,-1.0644478057697306
ACH-000672,-1.2026188702406495
ACH-000673,-1.3218139451212914
ACH-000676,-1.1578153400449045
ACH-000677,-1.380858235128932
ACH-000681,-1.2469532466051432
ACH-000683,-1.628098891956315
ACH-000684,-1.4120309277786591
ACH-000688,-1.5410316063706213
ACH-000693,-1.2466373343713248
ACH-000694,-1.3524709420272083
ACH-000695,-1.181423116886821
ACH-000696,-1.3516939245021835
ACH-000697,-1.2900433379286889
ACH-000699,-1.8043819562864856
ACH-000701,-1.5102911669719876
ACH-000706,-1.4103582389953038
ACH-000711,-1.3959227010482216
ACH-000713,-1.306007935565649
ACH-000714,-1.3956221628388106
ACH-000718,-1.315581933598735
ACH-000720,-1.5037843912368403
ACH-000721,-1.2651570537874657
ACH-000724,-1.7153942033221918
ACH-000725,-1.3724434751272814
ACH-000732,-1.5143707020628776
ACH-000734,-1.1273340199467172
ACH-000735,-1.29881275859119
ACH-000736,-1.3963523856580509
ACH-000738,-1.1358986539097689
ACH-000746,-1.2072815211196306
ACH-000747,-1.4891967549164784
ACH-000748,-1.3299948256271836
ACH-000753,-1.3066488255211792
ACH-000756,-1.394358022327947
ACH-000757,-1.229908894777531
ACH-000758,-1.3736577972955386
ACH-000760,-1.4699500894628548
ACH-000762,-1.559044065624511
ACH-000763,-1.8397598123189016
ACH-000764,-1.2506238285361226
ACH-000765,-1.1756431838888397
ACH-000766,-1.4168842364588463
ACH-000767,-1.567852456694296
ACH-000768,-1.4332284627444505
ACH-000769,-1.3709441189277127
ACH-000770,-1.5279320558838576
ACH-000771,-1.3741935574232194
ACH-000773,-1.2869150818093316
ACH-000776,-1.275770904313839
ACH-000777,-1.5234843364129238
ACH-000778,-2.0533883338787504
ACH-000781,-1.3903541197285674
ACH-000782,-1.4411497237371809
ACH-000783,-1.1692601570455434
ACH-000784,-1.2081344034089936
ACH-000785,-1.7470859543311854
ACH-000787,-1.4093575969028067
ACH-000788,-1.4084931249349346
ACH-000791,-1.4805988794024794
ACH-000792,-1.6371165936785086
ACH-000794,-1.3266786834381872
ACH-000796,-1.3912067589727608
ACH-000798,-1.0564457469767303
ACH-000799,-1.4388737881594258
ACH-000800,-1.4139431419244797
ACH-000802,-1.3380665769730955
ACH-000804,-1.2446447889701404
ACH-000805,-1.3078735790532936
ACH-000809,-1.2078973054792042
ACH-000810,-1.3923161320535151
ACH-000811,-1.5897641767760218
ACH-000817,-1.4305271757982103
ACH-000819,-1.3867566094561994
ACH-000820,-1.178902726987437
ACH-000821,-1.4993134396901957
ACH-000822,-1.3465274072429816
ACH-000823,-1.2034881341670731
ACH-000824,-1.3199360090793493
ACH-000827,-1.3258894483474808
ACH-000829,-1.4422163856228505
ACH-000831,-1.3485045690531563
ACH-000832,-1.2034503414045274
ACH-000833,-1.633575121361193
ACH-000834,-1.5540105034252374
ACH-000835,-1.4743707092503602
ACH-000836,-1.588470033511624
ACH-000837,-1.4226611373394664
ACH-000838,-1.761024143786356
ACH-000839,-1.2311984517946393
ACH-000840,-1.2744280954942764
ACH-000841,-1.3454306293720717
ACH-000843,-1.4885800667935079
ACH-000846,-1.3596966448599626
ACH-000847,-1.1276052674110042
ACH-000848,-1.3044676280094656
ACH-000849,-1.4003051274567253
ACH-000851,-1.171591597630112
ACH-000855,-1.578148318190212
ACH-000856,-1.3245128544141884
ACH-000858,-1.3563428042255063
ACH-000859,-1.066403976898216
ACH-000861,-1.4555345019235164
ACH-000862,-1.7097108703453439
ACH-000865,-1.3038275625040396
ACH-000866,-1.4405128781209844
ACH-000867,-1.5627184992044991
ACH-000869,-1.2217588640418562
ACH-000872,-1.3825533001256385
ACH-000873,-0.9967919052846042
ACH-000876,-1.395656635634361
ACH-000878,-1.4803674107288491
ACH-000880,-1.5589108083091896
ACH-000881,-1.3767722791023251
ACH-000882,-1.3413265247025232
ACH-000884,-1.4518901169687717
ACH-000885,-1.3504046928927331
ACH-000887,-1.2031727434059114
ACH-000889,-1.177525839088243
ACH-000896,-1.3243984506928397
ACH-000898,-1.343187731425128
ACH-000900,-1.1743364511054974
ACH-000901,-1.2659277108670424
ACH-000905,-1.3097255330731752
ACH-000906,-1.178008732621895
ACH-000907,-1.5335968628053507
ACH-000910,-1.2088443090158594
ACH-000911,-1.5388716587188676
ACH-000912,-1.4571101715504289
ACH-000913,-1.3843128486113603
ACH-000915,-0.9707327164100866
ACH-000916,-1.1198384910211308
ACH-000917,-1.3656056617913117
ACH-000920,-1.4357779507025883
ACH-000921,-1.4061411543043223
ACH-000924,-1.364848083911893
ACH-000926,-1.3570543839751532
ACH-000928,-1.2460909915355831
ACH-000929,-1.3469884753729362
ACH-000932,-1.5634142427604023
ACH-000935,-0.9896526067090056
ACH-000936,-1.388415106951821
ACH-000937,-1.4243349854717289
ACH-000938,-1.4442829495000782
ACH-000939,-1.826476836384616
ACH-000941,-1.723365107865669
ACH-000943,-1.509651829926324
ACH-000946,-1.4967729939919057
ACH-000947,-1.5118443441746392
ACH-000948,-1.7751636880363006
ACH-000950,-1.3251286275746803
ACH-000953,-1.5832791866255782
ACH-000954,-1.4264344128593869
ACH-000957,-1.4617311316597252
ACH-000958,-1.1824441112436197
ACH-000960,-1.4724231754241175
ACH-000963,-1.7568947862277209
ACH-000968,-1.4106370270913224
ACH-000969,-1.6531813398891737
ACH-000972,-1.2079589172514074
ACH-000973,-1.3717165915571414
ACH-000974,-1.4557001049930451
ACH-000978,-2.0790873223410853
ACH-000984,-1.5512067264967366
ACH-000986,-1.4204755134817335
ACH-000988,-2.2737540545500514
ACH-000993,-1.1604104264652473
ACH-000994,-1.5798637442560772
ACH-000996,-1.2168358050462933
ACH-001001,-1.5212789135650655
ACH-001020,-1.097965286681579
ACH-001028,-1.2289216276806318
ACH-001031,-1.4789568871556031
ACH-001038,-1.2348031306472116
ACH-001048,-1.3406432488304814
ACH-001050,-1.03728231842998
ACH-001053,-1.5627956771377367
ACH-001054,-1.4882897434745044
ACH-001061,-1.3487192292528132
ACH-001067,-1.2587048550856208
ACH-001075,-1.5723156375692162
ACH-001096,-1.4263487696262898
ACH-001111,-1.0878859836416257
ACH-001119,-1.0841299586615163
ACH-001128,-0.8646571009712906
ACH-001134,-1.2041183602001462
ACH-001151,-1.386058169859778
ACH-001163,-1.2626307275698314
ACH-001164,-1.5701396698235348
ACH-001183,-1.3645134628658966
ACH-001192,-1.5724426122491268
ACH-001193,-1.324679480977526
ACH-001196,-1.565901543123799
ACH-001197,-1.2540267253263264
ACH-001205,-1.2465045125037588
ACH-001211,-1.2261052077233252
ACH-001212,-1.2850618176192137
ACH-001228,-1.8006415421221769
ACH-001232,-1.4304581644521108
ACH-001239,-1.2922649403733404
ACH-001270,-1.3288656853867076
ACH-001274,-1.097129934862662
ACH-001275,-1.2242834444107298
ACH-001277,-1.0002305617053326
ACH-001278,-1.472143043109346
ACH-001280,-2.0010862254863753
ACH-001283,-1.3723958429139522
ACH-001289,-1.4643469324530665
ACH-001300,-1.4068830146471931
ACH-001301,-1.4197453872844008
ACH-001302,-1.3821860606528844
ACH-001306,-1.2469493404136658
ACH-001318,-1.3855095076439718
ACH-001322,-1.2889382468795652
ACH-001328,-1.3926095436767802
ACH-001332,-1.4596203345927337
ACH-001336,-1.4487586372886403
ACH-001346,-1.5489418945614288
ACH-001353,-1.4642094679283837
ACH-001354,-1.5958720531004105
ACH-001367,-1.251138215714766
ACH-001368,-1.2456614233489764
ACH-001374,-1.289213070654512
ACH-001377,-1.45723583441046
ACH-001380,-1.393397289782276
ACH-001391,-1.4926841171378256
ACH-001408,-1.7105420024201217
ACH-001430,-1.2123390945012629
ACH-001431,-1.3406889616722346
ACH-001450,-1.6008386589291357
ACH-001496,-1.4427853716373351
ACH-001500,-1.301183176944397
ACH-001523,-1.61764116947945
ACH-001532,-1.5811141056781377
ACH-001550,-1.3873660997136166
ACH-001552,-1.1950753777883651
ACH-001554,-1.5354596563399152
ACH-001654,-1.415144726173242
ACH-001735,-1.569536139075847
ACH-001736,-1.3983228048055134
ACH-001737,-1.8324130908009992
ACH-001740,-1.5899883834857975
ACH-001745,-1.5563955130410794
ACH-001765,-1.3592791921474283
