,ATP6V0C (527)
ACH-000211,-1.3993907399870955
ACH-000215,-1.3616101698858103
ACH-000221,-1.4188132394416773
ACH-000222,-1.6317050216161886
ACH-000223,-1.4344979591262097
ACH-000226,-1.2725129413622691
ACH-000227,-1.0863025208661041
ACH-000228,-1.2989322998350288
ACH-000231,-1.362259857938386
ACH-000232,-1.4227395064444928
ACH-000233,-1.2952321494774797
ACH-000234,-1.1322409834106493
ACH-000235,-1.3144931846343566
ACH-000237,-1.3659541907608268
ACH-000238,-1.2571093827990256
ACH-000242,-1.1410450434765143
ACH-000243,-1.3563017337515022
ACH-000244,-1.1939035269162956
ACH-000246,-1.3170624518522194
ACH-000248,-1.3442683121921526
ACH-000250,-1.2987567368345134
ACH-000251,-1.274652823019047
ACH-000252,-1.4983744261103635
ACH-000253,-1.2470858560031544
ACH-000255,-1.258810174027551
ACH-000256,-1.374195526079627
ACH-000257,-1.4575785732941091
ACH-000258,-1.414149970894956
ACH-000259,-1.4448218983037988
ACH-000260,-1.339778954338272
ACH-000261,-1.486548780142334
ACH-000262,-1.330396307292708
ACH-000263,-1.981128561305519
ACH-000264,-1.4807207269046092
ACH-000265,-1.375410527999424
ACH-000266,-1.3618775832651977
ACH-000272,-1.2522497381298079
ACH-000274,-1.1996585765434429
ACH-000277,-1.3818872221507592
ACH-000278,-1.4969775904851763
ACH-000279,-1.5358877808093276
ACH-000280,-1.4414126685999853
ACH-000281,-1.397005267578358
ACH-000288,-1.5298881429170776
ACH-000291,-1.2355703463680816
ACH-000293,-1.5675108523245214
ACH-000294,-1.3744152522115618
ACH-000295,-1.400367133989218
ACH-000296,-1.3217161112644031
ACH-000302,-1.4551796614393555
ACH-000304,-1.7387282168576672
ACH-000307,-1.4215936903662345
ACH-000308,-1.4818000184579472
ACH-000310,-1.2572930912848437
ACH-000311,-1.402996776746387
ACH-000312,-1.4083288447934783
ACH-000315,-1.2692169788312628
ACH-000316,-1.2090533769316618
ACH-000317,-1.4440184884482998
ACH-000318,-1.4270193193322582
ACH-000319,-1.4830573880693083
ACH-000320,-1.5366600733979594
ACH-000322,-1.4987535571168944
ACH-000323,-0.679686397245346
ACH-000324,-1.3770960055719612
ACH-000329,-1.3362507125159475
ACH-000330,-1.5844884052166457
ACH-000331,-1.2378641610844403
ACH-000332,-1.2893963811253164
ACH-000334,-1.4924777390649588
ACH-000335,-1.359557559606945
ACH-000336,-1.4844819347217402
ACH-000337,-1.3646098229033148
ACH-000338,-1.6038903699824998
ACH-000339,-1.470207064621479
ACH-000341,-1.224402106571856
ACH-000348,-1.6537217495008951
ACH-000350,-1.3769296672632556
ACH-000352,-1.284795789037592
ACH-000356,-1.406521056489353
ACH-000361,-1.3551337599427793
ACH-000362,-1.3577763804413852
ACH-000363,-1.4132754535952716
ACH-000364,-1.3640439644265236
ACH-000365,-1.3644282875414075
ACH-000366,-1.2402350971043143
ACH-000368,-1.559934865222517
ACH-000374,-1.4665129122792648
ACH-000375,-1.3709577891258178
ACH-000376,-1.2072370862120334
ACH-000381,-1.5951980993149009
ACH-000383,-1.5564626295331274
ACH-000387,-1.5153654317613892
ACH-000389,-1.497347867155456
ACH-000390,-1.5306407927685377
ACH-000393,-1.5247926173841262
ACH-000395,-1.376625663433125
ACH-000396,-1.6121675472938308
ACH-000397,-1.589726953036818
ACH-000401,-1.4688600812977064
ACH-000402,-1.3094184305166277
ACH-000403,-1.5994084022366106
ACH-000404,-1.8480268602902807
ACH-000406,-1.5737287864974452
ACH-000407,-1.4807468306692355
ACH-000408,-1.5614277290418612
ACH-000410,-1.4655841221768382
ACH-000411,-1.3850105061127749
ACH-000414,-1.4752275507434216
ACH-000415,-1.6166532024494498
ACH-000416,-1.2864601762046932
ACH-000420,-1.1604449264805534
ACH-000421,-1.3727666915794943
ACH-000424,-1.3340624405462207
ACH-000425,-1.4610828721136864
ACH-000426,-1.373193142217392
ACH-000427,-1.3950387829828017
ACH-000433,-1.2904745627491008
ACH-000435,-1.9314883612117912
ACH-000436,-1.66190058560704
ACH-000444,-1.2457306703090365
ACH-000445,-1.198267647600224
ACH-000448,-1.1716182367135377
ACH-000450,-1.1485380695340932
ACH-000452,-1.450374726250058
ACH-000454,-1.3364343636645821
ACH-000458,-1.3963145136126092
ACH-000459,-1.7580158514000157
ACH-000460,-1.3687831926252183
ACH-000461,-1.349452228895499
ACH-000463,-1.1010764342761523
ACH-000464,-1.5993609137017968
ACH-000466,-1.3701764396519207
ACH-000467,-1.4244161004947018
ACH-000468,-1.6932963702787838
ACH-000469,-1.4036177142756248
ACH-000470,-1.4946488111524532
ACH-000471,-1.4524789378296008
ACH-000472,-1.524107151261514
ACH-000473,-1.4707360679117725
ACH-000475,-1.374685591576874
ACH-000476,-1.4093916905710788
ACH-000477,-1.9609723644403096
ACH-000479,-1.4067144072940718
ACH-000480,-1.3608088738884
ACH-000481,-1.5514658566502368
ACH-000483,-1.1287781257205782
ACH-000484,-1.2796443817440537
ACH-000485,-1.328817161444637
ACH-000486,-1.2530116835937606
ACH-000487,-1.390348013541268
ACH-000488,-1.3254039577384953
ACH-000490,-1.2585470431567105
ACH-000491,-1.5078139527437198
ACH-000495,-1.3642786463012149
ACH-000496,-1.4858228083108238
ACH-000499,-1.3822358318363437
ACH-000500,-0.7543881181994226
ACH-000502,-1.2364492473638349
ACH-000503,-1.504927436020681
ACH-000505,-1.28136864323364
ACH-000507,-1.500586870426055
ACH-000510,-1.4684321581095914
ACH-000511,-1.3829618472083491
ACH-000512,-1.3174993566423796
ACH-000516,-1.407617016251623
ACH-000517,-1.5497545967514532
ACH-000518,-1.4006077595575512
ACH-000520,-1.2754313186224868
ACH-000521,-1.6611456662725954
ACH-000522,-1.489061221556544
ACH-000524,-1.530841589281876
ACH-000527,-1.3494950319492527
ACH-000528,-1.4718460112098517
ACH-000537,-1.511152815779223
ACH-000541,-1.270332748836536
ACH-000542,-1.2722356430052424
ACH-000544,-1.3914198939194056
ACH-000545,-1.2631965782428574
ACH-000547,-1.1216138530765716
ACH-000548,-1.5397830834852508
ACH-000549,-1.4047611672250413
ACH-000550,-1.1735813369572046
ACH-000552,-1.355094434991902
ACH-000556,-1.1866953573381858
ACH-000557,-1.5064555741282375
ACH-000569,-1.3054561556673194
ACH-000570,-1.4942424624914177
ACH-000571,-1.569021439348348
ACH-000573,-1.5437886101258549
ACH-000576,-1.5656243641993248
ACH-000579,-1.5320424390155678
ACH-000580,-1.5546824542562183
ACH-000584,-1.5735465779887865
ACH-000585,-1.4938534756357769
ACH-000588,-1.5703857356923367
ACH-000589,-1.291485114709776
ACH-000591,-1.5410712718875028
ACH-000593,-1.4307384160194434
ACH-000600,-1.3550949843074165
ACH-000601,-1.3030108392397426
ACH-000605,-1.1127368042958607
ACH-000606,-1.3520874290376466
ACH-000608,-1.4818831300742374
ACH-000614,-1.6499500372756952
ACH-000616,-1.3808235459703715
ACH-000618,-1.4873481433350353
ACH-000619,-1.4774155764856591
ACH-000620,-1.3847075674920626
ACH-000621,-1.593960096130982
ACH-000622,-1.627858610950829
ACH-000623,-1.4610707374263596
ACH-000624,-1.3608328617993604
ACH-000627,-1.3324606859616566
ACH-000630,-1.1712312486248668
ACH-000631,-1.3906466398847246
ACH-000632,-1.5443667925672204
ACH-000633,-1.2918611946489913
ACH-000637,-0.9075467629030762
ACH-000638,-1.4668901788858302
ACH-000646,-1.5593236022264676
ACH-000647,-1.244747407349444
ACH-000648,-1.427994975800196
ACH-000649,-1.5403644527408535
ACH-000651,-1.3310066258494653
ACH-000652,-1.4978841784773669
ACH-000653,-1.4668601389062228
ACH-000657,-1.3672262288678618
ACH-000658,-1.587731285136824
ACH-000661,-1.7412237600053289
ACH-000662,-1.3077456730666328
ACH-000663,-1.4729753153380798
ACH-000665,-1.4271586625468484
ACH-000671,-1.4837676500880144
ACH-000672,-1.2373940876374872
ACH-000673,-1.3439752621655596
ACH-000676,-1.3476727896208835
ACH-000677,-0.7259138220084124
ACH-000681,-1.3891102135930085
ACH-000683,-1.3325136144215477
ACH-000684,-1.3817061078689714
ACH-000688,-1.7432376491080859
ACH-000693,-1.1787534365855288
ACH-000694,-1.303964662245063
ACH-000695,-1.4617322869407872
ACH-000696,-1.3575662881571344
ACH-000697,-1.3495327359824674
ACH-000699,-1.7040045335090903
ACH-000701,-1.023851279814897
ACH-000706,-1.4989376309094566
ACH-000711,-1.3522700399601366
ACH-000713,-1.3112570924162223
ACH-000714,-1.2547551891761721
ACH-000718,-1.5580917307034607
ACH-000720,-1.273895068905723
ACH-000721,-1.342094792350114
ACH-000724,-1.5812695076122814
ACH-000725,-1.5059168761490382
ACH-000732,-1.2925238955993206
ACH-000734,-1.3514976730991333
ACH-000735,-1.341789896629518
ACH-000736,-1.4093009945288106
ACH-000738,-1.0768815241630552
ACH-000746,-1.6605984983601
ACH-000747,-1.5247417015343103
ACH-000748,-0.8944538883946574
ACH-000753,-1.5975694205578723
ACH-000756,-1.358428002685645
ACH-000757,-1.4823945983729974
ACH-000758,-1.3840257555919901
ACH-000760,-1.4543737982519307
ACH-000762,-1.3547833899745805
ACH-000763,-1.5571098404159138
ACH-000764,-1.3900999257200743
ACH-000765,-1.6724286419266925
ACH-000766,-1.365980435863784
ACH-000767,-1.4025621370283592
ACH-000768,-1.4373278191013157
ACH-000769,-1.372198323840442
ACH-000770,-1.4024459214401075
ACH-000771,-1.246780471990753
ACH-000773,-1.452663220078522
ACH-000776,-1.4048389982125646
ACH-000777,-1.1581352049935156
ACH-000778,-1.840172760068021
ACH-000781,-1.4846586009917768
ACH-000782,-1.435677478307413
ACH-000783,-1.6035070532766118
ACH-000784,-1.3380883009337543
ACH-000785,-1.516619746220279
ACH-000787,-1.510588565353725
ACH-000788,-1.3930976734174298
ACH-000791,-1.2795231494381798
ACH-000792,-1.4925961116343591
ACH-000794,-1.2866602595752974
ACH-000796,-1.461744297638964
ACH-000798,-1.0768849178837268
ACH-000799,-1.270570515915916
ACH-000800,-1.5351372971556478
ACH-000802,-1.3989392257366968
ACH-000804,-1.3454979613899911
ACH-000805,-1.4689990050862096
ACH-000809,-1.3438337908806357
ACH-000810,-1.3026515572878266
ACH-000811,-0.9236634435150592
ACH-000817,-1.293734296600029
ACH-000819,-1.0874949257310058
ACH-000820,-1.3215336368219321
ACH-000821,-1.9046803307673112
ACH-000822,-1.65426248358671
ACH-000823,-1.3071245419971131
ACH-000824,-1.4678742374971152
ACH-000827,-1.2961366485415444
ACH-000829,-1.5410284815255813
ACH-000831,-1.3370873741058025
ACH-000832,-1.2011399850561957
ACH-000833,-1.4417497477931414
ACH-000834,-1.4288351022890975
ACH-000835,-1.3386309416332427
ACH-000836,-1.3957607670121714
ACH-000837,-1.3990086341026509
ACH-000838,-1.4562185336712086
ACH-000839,-1.1623936453306565
ACH-000840,-1.1571183320738792
ACH-000841,-1.4021288188548244
ACH-000843,-1.538641540196234
ACH-000846,-1.3383064401675355
ACH-000847,-1.5024856116565837
ACH-000848,-1.2303258971919926
ACH-000849,-1.3455065446705248
ACH-000851,-1.3435255360752214
ACH-000855,-1.653005430956877
ACH-000856,-1.5013609851666188
ACH-000858,-1.4430500090835634
ACH-000859,-1.2405649148144675
ACH-000861,-1.4997707483315763
ACH-000862,-1.123347648674204
ACH-000865,-1.174269221194303
ACH-000866,-1.551722729574838
ACH-000867,-1.4061805098750293
ACH-000869,-1.511290264619469
ACH-000872,-1.4159770325181351
ACH-000873,-1.2870144443547704
ACH-000876,-1.549313734282688
ACH-000878,-1.5001060493756813
ACH-000880,-1.149913816868772
ACH-000881,-1.4199307120847715
ACH-000882,-1.3574618134579772
ACH-000884,-1.4096985153800026
ACH-000885,-1.2070127856888315
ACH-000887,-1.2622498335805876
ACH-000889,-1.5426737542052056
ACH-000896,-1.5080292334620469
ACH-000898,-1.6838160758355158
ACH-000900,-1.508427768357281
ACH-000901,-1.277857059118369
ACH-000905,-1.4654053261824929
ACH-000906,-1.4303537917210043
ACH-000907,-1.3673327145981096
ACH-000910,-1.5341185904439711
ACH-000911,-1.3505693205529408
ACH-000912,-1.3064980192317412
ACH-000913,-1.4067805795237376
ACH-000915,-1.2586246715614862
ACH-000916,-1.5500976947378802
ACH-000917,-1.2678493341070571
ACH-000920,-1.0802331618775798
ACH-000921,-1.3206022547771004
ACH-000924,-1.2928949511436103
ACH-000926,-1.1256178647185586
ACH-000928,-1.5088824907646312
ACH-000929,-1.0846131356013853
ACH-000932,-1.2545929579004031
ACH-000935,-1.4101446363683583
ACH-000936,-1.4953230217275617
ACH-000937,-1.4662056357364448
ACH-000938,-1.500084007893914
ACH-000939,-1.2780078559389578
ACH-000941,-1.535274422519154
ACH-000943,-1.5482012602443498
ACH-000946,-1.1796278711206851
ACH-000947,-1.4828587450428532
ACH-000948,-1.4313050909209952
ACH-000950,-1.41282607159531
ACH-000953,-1.3678931488832753
ACH-000954,-1.1302518353290854
ACH-000957,-1.1177100531585575
ACH-000958,-1.5574917907020007
ACH-000960,-1.6057819036417167
ACH-000963,-1.3354534317483897
ACH-000968,-1.446319765373117
ACH-000969,-1.5209070705351069
ACH-000972,-1.340988790818606
ACH-000973,-1.3969917547853905
ACH-000974,-1.2998206578750422
ACH-000978,-1.4398321687891735
ACH-000984,-1.3849136587247906
ACH-000986,-1.3500936284167273
ACH-000988,-1.4205235477157658
ACH-000993,-1.3532285136353752
ACH-000994,-1.9432889548678325
ACH-000996,-1.2361708247057035
ACH-001001,-1.2477084846085646
ACH-001020,-1.3905745840948391
ACH-001028,-1.2835315948020576
ACH-001031,-1.6357312856499318
ACH-001038,-1.4582896272382853
ACH-001048,-1.4602114237524844
ACH-001050,-1.4946209532857282
ACH-001053,-1.4412020914396737
ACH-001054,-1.570046168260704
ACH-001061,-1.4110039087038753
ACH-001067,-1.4258210896307133
ACH-001075,-1.4501570688459835
ACH-001096,-1.2952263599093488
ACH-001111,-1.5842418684778334
ACH-001119,-1.4076406289700412
ACH-001128,-1.4659400360959367
ACH-001134,-1.3139366078575108
ACH-001151,-1.350957578737053
ACH-001163,-1.4260289935339234
ACH-001164,-1.6065724859286492
ACH-001183,-1.1433784157327236
ACH-001192,-1.2345913077647672
ACH-001193,-1.4399410430206894
ACH-001196,-1.3286831505178804
ACH-001197,-1.5328666827681832
ACH-001205,-1.1826058607193848
ACH-001211,-1.372332863754904
ACH-001212,-1.7758332804767194
ACH-001228,-0.9229228154919236
ACH-001232,-1.1162218626599536
ACH-001239,-1.3911907477355083
ACH-001270,-1.4042439129512558
ACH-001274,-1.3936197207383292
ACH-001275,-1.1154461175753378
ACH-001277,-1.3107105745978809
ACH-001278,-1.5105451119972224
ACH-001280,-1.2169559799797292
ACH-001283,-1.3912552378616734
ACH-001289,-1.4163612225237128
ACH-001300,-1.1487257296818734
ACH-001301,-1.1885057992346366
ACH-001302,-1.4509386494067855
ACH-001306,-1.3193764577944034
ACH-001318,-1.3940382821130826
ACH-001322,-1.2027724477753623
ACH-001328,-1.2382950608804717
ACH-001332,-1.1728519265659545
ACH-001336,-1.2574754227749243
ACH-001346,-1.3257270019771188
ACH-001353,-1.421260278842522
ACH-001354,-1.5478012362482971
ACH-001367,-1.369440489346304
ACH-001368,-1.50289881291507
ACH-001374,-1.3136090930969129
ACH-001377,-1.3832736264531027
ACH-001380,-1.3065711645249227
ACH-001391,-1.5953125582865595
ACH-001408,-1.4912994656545089
ACH-001430,-1.0639333772479531
ACH-001431,-1.1505244561998764
ACH-001450,-1.382053497246127
ACH-001496,-1.3234719144808569
ACH-001500,-1.4632231300452565
ACH-001523,-1.3249427544516843
ACH-001532,-1.4116650017005885
ACH-001550,-1.2643447521508828
ACH-001552,-1.1980366681350434
ACH-001554,-1.4067992079687088
ACH-001654,-1.3547411934669242
ACH-001735,-1.4989430186653752
ACH-001736,-1.5961451134773177
ACH-001737,-0.9985236268014188
ACH-001740,-1.7213783054177525
ACH-001745,-1.6501275720149589
ACH-001765,-1.4709100775457495
