,EEF1E1 (9521)
ACH-000206,-0.4955575040371626
ACH-000207,-0.2707827463545742
ACH-000208,-0.13120701297388693
ACH-000210,-0.515746174166938
ACH-000211,-0.29193167869150394
ACH-000215,-0.2996430885292887
ACH-000221,-0.20617658744790734
ACH-000222,-0.2368915189503545
ACH-000223,-0.5131295467105197
ACH-000226,-0.2873482931779147
ACH-000227,-0.2643616389749215
ACH-000228,-0.14430719453025245
ACH-000231,-0.3922786557572569
ACH-000232,-0.298759515578686
ACH-000233,-0.4099638508156895
ACH-000234,-0.3460422439610699
ACH-000235,-0.27809516647422583
ACH-000237,-0.5139631161423672
ACH-000238,-0.2897344126257903
ACH-000242,0.03161875241823837
ACH-000243,-0.4587270136879787
ACH-000244,-0.23483373914876404
ACH-000246,-0.281062344679108
ACH-000248,-0.32092216976183
ACH-000250,-0.3457852982678256
ACH-000251,-0.4237331272258959
ACH-000252,-0.5769894204841479
ACH-000253,-0.3891974014861823
ACH-000255,-0.3138231920318348
ACH-000256,-0.2725631590806799
ACH-000257,-0.3737003824350773
ACH-000258,-0.14738843945808125
ACH-000259,-0.10942898835395627
ACH-000260,-0.20115220805613845
ACH-000261,-0.282355937741038
ACH-000262,-0.24257776497367714
ACH-000263,-0.21563445452141425
ACH-000264,-0.2696787658493689
ACH-000265,-0.2166707017924692
ACH-000266,-0.582294057106715
ACH-000272,-0.4757868696668811
ACH-000274,-0.4157297848290731
ACH-000277,-0.3650524799517981
ACH-000278,-0.30558612735032786
ACH-000279,-0.3109590008908304
ACH-000280,-0.25917906696536164
ACH-000281,-0.3555519898610306
ACH-000288,-0.3720396435649986
ACH-000291,-0.3667673451126831
ACH-000293,-0.23777047516164196
ACH-000294,-0.005240507024964982
ACH-000295,-0.34121869834481816
ACH-000296,-0.35609793530698913
ACH-000302,-0.3138439454922302
ACH-000304,-0.30733876213754635
ACH-000307,-0.228988532285772
ACH-000308,-0.42507057899830103
ACH-000310,-0.3091810998795721
ACH-000311,-0.2566728723757437
ACH-000312,-0.4362672477011621
ACH-000315,-0.2537334703557939
ACH-000316,-0.3168345370547933
ACH-000317,-0.23621014520285485
ACH-000318,-0.246534501853485
ACH-000319,-0.1281681150764607
ACH-000320,-0.2715771768394959
ACH-000322,-0.5102067664693045
ACH-000323,-0.4631408849583866
ACH-000324,-0.5149843605010336
ACH-000329,-0.3015509607406771
ACH-000330,-0.4606714339770922
ACH-000331,-0.4726866099004377
ACH-000332,-0.7378778839559029
ACH-000334,-0.2080134958798311
ACH-000335,-0.4854568357333717
ACH-000336,-0.6862183029237273
ACH-000337,-0.35162332376872435
ACH-000338,-0.41701063145305023
ACH-000339,-0.3672093447839171
ACH-000341,-0.1042498242792916
ACH-000348,-0.5190539730049749
ACH-000350,-0.1949183690145167
ACH-000352,-0.14948116072559395
ACH-000356,-0.318562380573569
ACH-000361,-0.6151771065302838
ACH-000362,-0.3184410789125885
ACH-000363,-0.2794663234742041
ACH-000364,-0.06509912799326578
ACH-000365,-0.20799666939679198
ACH-000366,-0.13948750820858094
ACH-000368,-0.30142911361881985
ACH-000374,-0.4889349901732914
ACH-000375,-0.2245288426000301
ACH-000376,-0.4059696432280304
ACH-000381,-0.21993321500875887
ACH-000383,-0.2334404075500173
ACH-000387,-0.40223965072973017
ACH-000389,-0.39930852444136944
ACH-000390,-0.2093997230506945
ACH-000393,-0.408329326237146
ACH-000395,-0.04699032633620142
ACH-000396,-0.3533349334696299
ACH-000397,-0.14028552898100852
ACH-000401,-0.4185395141763929
ACH-000402,-0.062465022902075076
ACH-000403,-0.34301599711316594
ACH-000404,-0.416156074487029
ACH-000406,-0.6241296751797256
ACH-000407,-0.2481643085055102
ACH-000408,-0.3451922812384347
ACH-000410,-0.1949981894423159
ACH-000411,-0.2768514171931325
ACH-000414,-0.20733081160171496
ACH-000415,-0.21536560738933336
ACH-000416,-0.2427131661640427
ACH-000420,-0.1882664903823293
ACH-000421,-0.15812303188385368
ACH-000424,-0.4187068446796735
ACH-000425,-0.4228200378095819
ACH-000426,-0.2847853486669769
ACH-000427,-0.10197449193655267
ACH-000433,-0.43729043705110177
ACH-000435,-0.3291345682532437
ACH-000436,-0.3840601896768563
ACH-000444,-0.3326065422063261
ACH-000445,-0.4608688159518616
ACH-000448,-0.25604904025826786
ACH-000450,-0.4228639096465858
ACH-000452,-0.3463803969343149
ACH-000454,-0.21802845587276
ACH-000458,-0.3078880032155861
ACH-000459,-0.4088445456155068
ACH-000460,-0.8125708253820991
ACH-000461,-0.6774049707660591
ACH-000463,-0.31347576120538684
ACH-000464,-0.4556984239665587
ACH-000466,-0.4096747279284813
ACH-000467,-0.36212347763795794
ACH-000468,-0.1867257351436711
ACH-000469,-0.3429975476313539
ACH-000470,-0.4360440923966228
ACH-000471,-0.27441278288501497
ACH-000472,-0.2199479710030285
ACH-000473,-0.27764690677041104
ACH-000475,-0.17140342347947307
ACH-000476,-0.3081914792684483
ACH-000477,-0.4205909470441389
ACH-000479,-0.31299323027525755
ACH-000480,-0.45922346642204903
ACH-000481,-0.2694857204127353
ACH-000483,-0.4703807202097633
ACH-000484,-0.366039792558327
ACH-000485,-0.364693680385554
ACH-000486,-0.2220467708506454
ACH-000487,-0.6001198888597766
ACH-000488,-0.34727437682534196
ACH-000490,-0.3348210328231345
ACH-000491,-0.20870673656758046
ACH-000495,-0.4297786502541586
ACH-000496,-0.20960880055109396
ACH-000499,-0.17961336568563446
ACH-000500,-0.014843923279124009
ACH-000502,-0.2393733442579418
ACH-000503,-0.17850018818251798
ACH-000505,-0.2432610298000211
ACH-000507,-0.278983723462824
ACH-000510,-0.18248998765326416
ACH-000511,-0.480801471644121
ACH-000512,-0.2559649219656104
ACH-000516,-0.4515411397575805
ACH-000517,-0.2679434150401481
ACH-000518,-0.2793124594340229
ACH-000520,-0.3153029330583241
ACH-000521,-0.31345636816551803
ACH-000522,-0.2463340494928156
ACH-000524,-0.4760320272786617
ACH-000527,-0.2930525923695487
ACH-000528,-0.2632260559153467
ACH-000537,-0.3513842536947895
ACH-000541,-0.4125904160685983
ACH-000542,-0.25696427228524954
ACH-000544,-0.3663336169434916
ACH-000545,-0.21155784885048048
ACH-000547,-0.5294344982888084
ACH-000548,-0.3135912275801557
ACH-000549,-0.4932471081837607
ACH-000550,-0.3781969366936759
ACH-000552,-0.2868524792251109
ACH-000556,-0.1505304726384539
ACH-000557,-0.19898866873050652
ACH-000569,-0.3112541753651275
ACH-000570,-0.3437232810741804
ACH-000571,-0.3251808139220095
ACH-000573,-0.2617206451225209
ACH-000576,-0.3405582219190175
ACH-000579,-0.5068289235312361
ACH-000580,-0.3357841627189554
ACH-000584,-0.27982624421938385
ACH-000585,-0.3897806257924138
ACH-000588,-0.2471582440912965
ACH-000589,-0.3633338103068394
ACH-000591,-0.5126400969053345
ACH-000593,-0.2485375750347969
ACH-000600,-0.37901761986753374
ACH-000601,-0.3056185769395824
ACH-000605,-0.2445828884830261
ACH-000606,-0.3589374084272193
ACH-000608,-0.2803953382987541
ACH-000614,-0.3265401292936306
ACH-000616,-0.4635900096697848
ACH-000618,-0.16470604497712468
ACH-000619,-0.4286523440395943
ACH-000620,-0.23875006434027185
ACH-000621,-0.40566171270819934
ACH-000622,-0.428403734174411
ACH-000623,-0.4908116993293261
ACH-000624,-0.3482563864142872
ACH-000627,-0.3813452809811656
ACH-000630,-0.7091865597652738
ACH-000631,-0.24572848617897
ACH-000632,-0.3874428511616209
ACH-000633,-0.17673396832093238
ACH-000637,-0.4210537158417457
ACH-000638,-0.2695289263844385
ACH-000646,-0.4611853280424385
ACH-000647,-0.3077505206528597
ACH-000648,-0.2570153722449447
ACH-000649,-0.3595943911591011
ACH-000651,-0.1985487554376177
ACH-000652,-0.09482520439704256
ACH-000653,-0.3397290759245278
ACH-000657,-0.2889412923909779
ACH-000658,-0.6534792582789186
ACH-000661,-0.3807863546398416
ACH-000662,-0.4334356032093401
ACH-000663,-0.3619603550462582
ACH-000665,-0.31269199313553675
ACH-000671,-0.3941647823606863
ACH-000672,-0.4757100425838422
ACH-000673,-0.2950676902378981
ACH-000676,-0.3044916138404173
ACH-000677,-0.2767861986311779
ACH-000681,-0.2060228662933759
ACH-000683,-0.2603084733798126
ACH-000684,-0.30051079401933345
ACH-000688,-0.3099781335905956
ACH-000693,-0.4884642321003807
ACH-000694,-0.2745131985686766
ACH-000695,-0.2471580991797438
ACH-000696,-0.32507751383867195
ACH-000697,-0.09748788382701784
ACH-000699,-0.25834695971794697
ACH-000701,-0.4073918292996401
ACH-000706,-0.19738650569022773
ACH-000711,-0.3663476226952029
ACH-000713,-0.3976528770490519
ACH-000714,-0.17056215963885832
ACH-000718,-0.3264683887499959
ACH-000720,-0.2776963674564202
ACH-000721,-0.5717709625246813
ACH-000724,-0.2267016409347226
ACH-000725,-0.20844944159281786
ACH-000732,-0.3736195308487752
ACH-000734,-0.4475829616227269
ACH-000735,-0.3028885300467714
ACH-000736,-0.1447083114965277
ACH-000738,-0.2770915943385808
ACH-000746,-0.22348841008755985
ACH-000747,-0.2418853923979013
ACH-000748,-0.21005659146828887
ACH-000753,-0.1643172302846575
ACH-000756,-0.3844416618721444
ACH-000757,-0.07447014182314997
ACH-000758,-0.29270852811639025
ACH-000760,-0.09407817956755646
ACH-000762,-0.5560662666566298
ACH-000763,-0.4628539040456913
ACH-000764,-0.3654305757491652
ACH-000765,-0.561147962437051
ACH-000766,-0.42003243939592977
ACH-000767,-0.3658808223564736
ACH-000768,-0.713373989398856
ACH-000769,-0.43180633977116895
ACH-000770,-0.2531380151299802
ACH-000771,-0.3690121245064435
ACH-000773,-0.2290692849901617
ACH-000776,-0.11163971799103224
ACH-000777,-0.404482525755424
ACH-000778,-0.3697450747662446
ACH-000781,-0.19510569175886205
ACH-000782,-0.05981364542661138
ACH-000783,-0.3805900338859056
ACH-000784,-0.20871990649946084
ACH-000785,-0.2492637999362799
ACH-000787,-0.2838086857696422
ACH-000788,-0.2594872350825639
ACH-000791,-0.2258162901679467
ACH-000792,-0.305095843794616
ACH-000794,-0.2874236224053952
ACH-000796,-0.2557716773021429
ACH-000798,-0.4716522231660705
ACH-000799,-0.5317941373476612
ACH-000800,-0.19795472714174234
ACH-000802,-0.2617752159503085
ACH-000804,-0.19898361114261126
ACH-000805,-0.38872873692471704
ACH-000809,-0.2578100043143848
ACH-000810,-0.4153085499309256
ACH-000811,-0.2517837724710817
ACH-000817,-0.5675403651715711
ACH-000819,-0.1641100719741807
ACH-000820,-0.3693481387809329
ACH-000821,-0.3425974779388303
ACH-000822,-0.21432876197872805
ACH-000823,-0.27798817615182314
ACH-000824,-0.2038893290045848
ACH-000827,-0.2881030762704744
ACH-000829,-0.2998653283356366
ACH-000831,-0.25833517536548634
ACH-000832,-0.2953333730846603
ACH-000833,-0.12290386690545535
ACH-000834,-0.5453224817301149
ACH-000835,-0.3426063541028328
ACH-000836,-0.4936174540078882
ACH-000837,-0.3059841498074996
ACH-000838,-0.1053528889436382
ACH-000839,-0.6429635198320934
ACH-000840,-0.22683529224992394
ACH-000841,-0.15328305972779802
ACH-000843,-0.3100037639133605
ACH-000846,-0.2546853978949466
ACH-000847,-0.31547905784102803
ACH-000848,-0.206193748839525
ACH-000849,-0.3557807129595341
ACH-000851,-0.4287298806968408
ACH-000855,-0.2678777373919338
ACH-000856,-0.07666108711271058
ACH-000858,-0.35730756258981056
ACH-000859,-0.2589296194713229
ACH-000861,-0.43947569038677214
ACH-000862,-0.6660114420659018
ACH-000865,-0.6703547177164557
ACH-000866,-0.4457293783265276
ACH-000867,-0.3120503683035814
ACH-000869,-0.010921808240498071
ACH-000872,-0.3391502877816027
ACH-000873,-0.3800807275995591
ACH-000876,-0.4892037243373207
ACH-000878,-0.3285050354495096
ACH-000880,-0.4274258303659948
ACH-000881,-0.4869790408332521
ACH-000882,-0.4521585922809789
ACH-000884,-0.4891313376758265
ACH-000885,-0.4917297469358721
ACH-000887,-0.2975885613189789
ACH-000889,-0.3766974287319628
ACH-000896,-0.2453851720217411
ACH-000898,-0.2653119925218921
ACH-000900,-0.2479944957493128
ACH-000901,-0.32678981177055894
ACH-000905,-0.3329278019126418
ACH-000906,-0.3276364734283256
ACH-000907,-0.4399531322674839
ACH-000910,-0.21837065969421035
ACH-000911,-0.16118916826557908
ACH-000912,-0.3129568897802915
ACH-000913,-0.3779551586573666
ACH-000915,-0.5751729844316495
ACH-000916,-0.4676856407003122
ACH-000917,-0.22494403808894234
ACH-000920,-0.6963686442649524
ACH-000921,-0.1810297375867368
ACH-000924,-0.25587331115342915
ACH-000926,-0.8171796078527427
ACH-000928,-0.11881205281536104
ACH-000929,-0.6778435471186558
ACH-000932,-0.4114818185629943
ACH-000935,-0.42359859931649774
ACH-000936,-0.19884743021143794
ACH-000937,-0.2683256026527698
ACH-000938,-0.4942974216819626
ACH-000939,-0.250309442882063
ACH-000941,-0.2662436838474466
ACH-000943,-0.30451382744910804
ACH-000946,-0.3899514139829053
ACH-000947,-0.1782030779271265
ACH-000948,-0.3446103249068928
ACH-000950,-0.4341063255494315
ACH-000953,-0.25424813257678824
ACH-000954,-0.3077628719709295
ACH-000957,-0.19114500843216548
ACH-000958,-0.326482621242821
ACH-000960,-0.22981548503050894
ACH-000963,-0.3224601287338409
ACH-000968,-0.400636631995901
ACH-000969,-0.6285954615563353
ACH-000972,-0.3032532925741301
ACH-000973,-0.353899902326353
ACH-000974,-0.5139098617932261
ACH-000978,-0.2818102438214819
ACH-000984,-0.2964546258811184
ACH-000986,-0.2408682651556799
ACH-000988,-0.17115801447634182
ACH-000993,-0.23543326601913084
ACH-000994,-0.3382837835676828
ACH-000996,-0.3992856375015205
ACH-001001,-0.2893144475723653
ACH-001020,-0.3122987541863069
ACH-001028,-0.29094112682482565
ACH-001031,-0.2786507431055305
ACH-001038,-0.2017041657907897
ACH-001048,-0.260543982031646
ACH-001050,-0.4701934027587297
ACH-001053,-0.3428786272976602
ACH-001054,-0.38053991962839595
ACH-001061,-0.2861000458596458
ACH-001067,-0.23008129085237194
ACH-001075,-0.4835854544741148
ACH-001096,-0.15159783224216944
ACH-001111,-0.12557969838610905
ACH-001119,-0.43620430798674004
ACH-001128,-0.5325091684849038
ACH-001134,-0.2916711948646134
ACH-001151,-0.6419587210759463
ACH-001163,-0.2957565500757441
ACH-001164,-0.7363204821216941
ACH-001183,-0.7566933610183416
ACH-001192,-0.38508438616973584
ACH-001193,-0.41584579979442104
ACH-001196,-0.3346546406355082
ACH-001197,-0.33043859800538783
ACH-001205,-0.3175204723416332
ACH-001211,-0.3242852006384627
ACH-001212,-0.4679823083722024
ACH-001228,-0.1851422550867458
ACH-001232,-0.5388401041581495
ACH-001239,-0.35204078649711845
ACH-001270,-0.3767822325666949
ACH-001274,-0.3986924523085509
ACH-001275,-0.13737207049499098
ACH-001277,-0.14198482997242906
ACH-001278,-0.34922744606898737
ACH-001280,-0.4562182877939937
ACH-001283,-0.09135480817295456
ACH-001289,-0.2876221219785461
ACH-001300,-0.3004800578602158
ACH-001301,-0.22484419041680376
ACH-001302,-0.12853968412470268
ACH-001306,-0.34630960584962045
ACH-001318,-0.3406701765176827
ACH-001322,-0.26432598925784706
ACH-001328,-0.481920520711236
ACH-001332,-0.3872653959213281
ACH-001336,-0.29449545550660405
ACH-001346,-0.23309328017973105
ACH-001353,-0.15928552619293698
ACH-001354,-0.16338053090884136
ACH-001367,0.035749633646316004
ACH-001368,-0.5322817198261698
ACH-001374,-0.5540501726419316
ACH-001377,-0.2689270025587801
ACH-001380,-0.29292768760940513
ACH-001391,-0.5677449206787966
ACH-001408,-0.3758694957545008
ACH-001430,-0.27615639687912874
ACH-001431,-0.5005710540273983
ACH-001450,-0.3702721965552174
ACH-001496,-0.7928176304073216
ACH-001500,-0.1712286084845309
ACH-001523,-0.5771104972477483
ACH-001532,-0.3992737872707221
ACH-001550,-0.32686605372002403
ACH-001552,-0.28881070625632593
ACH-001554,-0.26983782954520064
ACH-001654,-0.2957322001653068
ACH-001735,-0.1891086646105668
ACH-001736,-0.4267095787781388
ACH-001737,-0.4867275310204705
ACH-001740,-0.27537450233229754
ACH-001745,-0.19949364734047634
ACH-001765,-0.16173275027943876
