,UBE2M (9040)
ACH-000203,-1.22900252025504
ACH-000204,-1.054943395918703
ACH-000206,-1.3640511010338279
ACH-000207,-0.5573366858017978
ACH-000208,-0.7916063757458132
ACH-000210,-1.19534445794552
ACH-000211,-1.0799621388967124
ACH-000215,-0.7455065103832041
ACH-000221,-1.1275061804370672
ACH-000222,-0.8277190561795086
ACH-000223,-1.2412939559215426
ACH-000226,-1.164418126511375
ACH-000227,-0.8278579244731232
ACH-000228,-0.9788097933401272
ACH-000231,-1.1704282356303934
ACH-000232,-0.9865396183123885
ACH-000233,-1.1030261202178049
ACH-000234,-1.2528415500478405
ACH-000235,-1.1292439208588236
ACH-000237,-1.066330882106282
ACH-000238,-1.270039198825443
ACH-000242,-1.0372035693299446
ACH-000243,-0.845767868862402
ACH-000244,-0.9682998163423598
ACH-000246,-0.8734181251658553
ACH-000248,-1.1678414993668231
ACH-000250,-1.061144170353722
ACH-000251,-1.3504821107274303
ACH-000252,-1.0773517225392146
ACH-000253,-1.001533736843796
ACH-000255,-0.9315272536018512
ACH-000256,-1.095559912073525
ACH-000257,-1.1540076557020686
ACH-000258,-0.6000151186019065
ACH-000259,-1.3855303078864287
ACH-000260,-1.0215658185539
ACH-000261,-1.1791650088301135
ACH-000262,-0.9682977391938328
ACH-000263,-1.0475991988533433
ACH-000264,-1.0255229236007617
ACH-000265,-1.1711475621640532
ACH-000266,-1.2289647420571002
ACH-000272,-1.099073494392153
ACH-000274,-1.0651526959774469
ACH-000277,-0.8770745462753574
ACH-000278,-1.0507889644505402
ACH-000279,-1.0984980367837691
ACH-000280,-0.812736853960188
ACH-000281,-1.0691277347673391
ACH-000288,-0.4655322892033958
ACH-000291,-0.8986684601158128
ACH-000293,-1.3273309728950475
ACH-000294,-1.3200401306616738
ACH-000295,-1.0542218847475942
ACH-000296,-0.8359250615889859
ACH-000302,-1.253987209977513
ACH-000304,-1.5489815309279673
ACH-000307,-1.109865076797499
ACH-000308,-1.1850210501394498
ACH-000310,-0.6644111810865115
ACH-000311,-1.0043386176179894
ACH-000312,-0.8564646261140245
ACH-000315,-1.4216290768061297
ACH-000316,-0.9326034996989824
ACH-000317,-1.1087312890151797
ACH-000318,-0.9081893363559066
ACH-000319,-0.7130371898668459
ACH-000320,-1.0687900016081178
ACH-000322,-0.8879662550522468
ACH-000323,-1.141696038693936
ACH-000324,-0.9134241832211388
ACH-000329,-1.0284953052302912
ACH-000330,-0.9585932296127756
ACH-000331,-0.5757925670382641
ACH-000332,-1.2740986856182794
ACH-000334,-1.0015316526095854
ACH-000335,-1.0966952860679435
ACH-000336,-1.151783010196764
ACH-000337,-1.091330525007468
ACH-000338,-0.5986867019807548
ACH-000339,-1.1042171880667786
ACH-000341,-1.0524655316723903
ACH-000348,-0.7594858999024787
ACH-000350,-1.4115387811237916
ACH-000352,-1.1695436248571016
ACH-000356,-1.0269219191161476
ACH-000361,-1.110324232474809
ACH-000362,-0.9114282334948248
ACH-000363,-1.1242517101637393
ACH-000364,-0.9937269219556056
ACH-000365,-0.9238481032036888
ACH-000366,-1.2158035205323228
ACH-000368,-0.636118944833427
ACH-000374,-1.078547342839622
ACH-000375,-0.9377516041030464
ACH-000376,-0.6954955933534647
ACH-000381,-0.9425224103344416
ACH-000383,-0.8930942543651651
ACH-000387,-0.918798626327384
ACH-000389,-0.9089214485520464
ACH-000390,-0.8451685111487206
ACH-000393,-1.0285193812997335
ACH-000395,-1.054580469293719
ACH-000396,-1.3400723683979414
ACH-000397,-1.1842546117402557
ACH-000401,-1.089677597006232
ACH-000402,-0.8954200896648196
ACH-000403,-0.9854324381590892
ACH-000404,-0.9596906822958134
ACH-000406,-1.0153929155257329
ACH-000407,-0.8910795320400944
ACH-000408,-1.2421522959818172
ACH-000410,-1.2196703350634268
ACH-000411,-0.9477642242598096
ACH-000414,-1.2295719439577741
ACH-000415,-1.0191063600745949
ACH-000416,-1.0506947653678096
ACH-000420,-0.902974568530126
ACH-000421,-1.1403360101671505
ACH-000424,-1.0469974162039188
ACH-000425,-0.9365085809824232
ACH-000426,-1.4904035969520204
ACH-000427,-1.021314867041662
ACH-000433,-0.7891570568651344
ACH-000435,-0.8106697163523052
ACH-000436,-1.2424661151283485
ACH-000444,-1.0533606849776913
ACH-000445,-0.9735620112154172
ACH-000448,-1.1141016839674116
ACH-000450,-1.0936615325880052
ACH-000452,-0.9893710246726126
ACH-000454,-1.277555033555236
ACH-000458,-1.1362345264097775
ACH-000459,-0.7958556139025164
ACH-000460,-1.021016089703099
ACH-000461,-1.1022683339262134
ACH-000463,-1.077466253388292
ACH-000464,-0.6069043510247336
ACH-000466,-1.0791255881114308
ACH-000467,-0.9673747148430988
ACH-000468,-1.022526119060264
ACH-000469,-1.0878672127831992
ACH-000470,-1.2048272591009137
ACH-000471,-1.1489186622321006
ACH-000472,-1.2135779341036064
ACH-000473,-1.2447291990393188
ACH-000475,-1.1706412103089692
ACH-000476,-0.9147989782417708
ACH-000477,-1.094345257684603
ACH-000479,-0.7982231474627745
ACH-000480,-0.8494885294744154
ACH-000481,-0.6868734095792765
ACH-000483,-1.0900814338654972
ACH-000484,-1.312764337586087
ACH-000485,-1.1125135675658502
ACH-000486,-0.8991689685264501
ACH-000487,-1.0584958643366948
ACH-000488,-1.0248549516416865
ACH-000490,-0.9965309969095358
ACH-000491,-0.9503724892015248
ACH-000495,-1.097322995546148
ACH-000496,-0.8225615143204363
ACH-000499,-0.9324026399803494
ACH-000500,-1.1360505756922599
ACH-000502,-1.2068804335707517
ACH-000503,-1.1640784801173916
ACH-000505,-1.143058849420563
ACH-000507,-0.7011185747027541
ACH-000510,-1.262813562747924
ACH-000511,-0.7763336748521601
ACH-000512,-0.925531856158958
ACH-000516,-0.8093437753255744
ACH-000517,-1.230147231165298
ACH-000518,-0.8117754299593929
ACH-000520,-0.959062120700957
ACH-000521,-1.3870395533308422
ACH-000522,-1.223953343294634
ACH-000524,-0.7083713101887588
ACH-000527,-1.0371143809302326
ACH-000528,-1.158413819938246
ACH-000537,-0.9273791991756272
ACH-000541,-0.9340746424704292
ACH-000542,-0.978160998603326
ACH-000544,-1.114817259282605
ACH-000545,-0.9116933568933501
ACH-000547,-1.153005238886199
ACH-000548,-1.2228290926911043
ACH-000549,-1.0443137729439511
ACH-000550,-1.1559465824815909
ACH-000552,-0.9657055110235584
ACH-000556,-1.166293722044512
ACH-000557,-0.8808278883953818
ACH-000569,-0.7730598387592779
ACH-000570,-1.1372640126263374
ACH-000571,-1.1787131972647091
ACH-000573,-0.6968868018883074
ACH-000576,-0.8981310021638618
ACH-000579,-1.1491316170300911
ACH-000580,-1.2957684044843922
ACH-000584,-1.0945129062760401
ACH-000585,-1.1537061312965784
ACH-000588,-1.0539338164069354
ACH-000589,-1.1313858624740922
ACH-000591,-1.0647292804647963
ACH-000593,-0.98825110171663
ACH-000600,-0.9850830641910784
ACH-000601,-1.0112502751315957
ACH-000605,-0.9309894395350324
ACH-000606,-1.1631053572024503
ACH-000608,-0.7882567472572818
ACH-000614,-0.7772910928145682
ACH-000616,-1.0814194892854336
ACH-000618,-1.1840147639667673
ACH-000619,-0.8786427063044697
ACH-000620,-0.9545024252659414
ACH-000621,-0.8526874055853148
ACH-000622,-0.9637887897750748
ACH-000623,-0.90027482989124
ACH-000624,-0.9011999787091824
ACH-000627,-1.1124677149100108
ACH-000630,-0.8517297170501614
ACH-000631,-1.1899817907240686
ACH-000632,-0.8671003524413844
ACH-000633,-0.9491429345301756
ACH-000637,-1.2808104699475225
ACH-000638,-1.0018005426321226
ACH-000646,-1.195237841201208
ACH-000647,-0.9215907923544095
ACH-000648,-1.0009494317397614
ACH-000649,-0.9429638146797046
ACH-000651,-0.8761242699084357
ACH-000652,-0.8052905198731581
ACH-000653,-1.0427170591364177
ACH-000657,-0.9118130420809856
ACH-000658,-1.2402525631854984
ACH-000661,-1.4254732163443826
ACH-000662,-0.8631466653710669
ACH-000663,-1.1117576649605578
ACH-000665,-0.8291890129126487
ACH-000671,-0.6222358661371818
ACH-000672,-0.5343684178212141
ACH-000673,-0.9344819924491602
ACH-000676,-0.9995035370042143
ACH-000677,-1.0035660176937682
ACH-000681,-1.1043199764555232
ACH-000683,-1.0541262705810963
ACH-000684,-0.8574267957720035
ACH-000688,-0.82386923808976
ACH-000693,-1.0572148807243933
ACH-000694,-1.0449610612589866
ACH-000695,-0.9386581766718639
ACH-000696,-1.0174772569384412
ACH-000697,-1.134906176029338
ACH-000699,-0.7638511507361213
ACH-000701,-1.1530462682950424
ACH-000706,-0.9984543550825336
ACH-000711,-1.0100161135023464
ACH-000713,-0.9828827684693312
ACH-000714,-0.8460210918729901
ACH-000718,-1.0401154939001758
ACH-000720,-0.9321234399461298
ACH-000721,-1.2272921797998542
ACH-000724,-0.7913876135265068
ACH-000725,-0.8220877318289738
ACH-000732,-0.944914871404416
ACH-000734,-0.7890138169228429
ACH-000735,-1.0607082341895548
ACH-000736,-0.9642743379812778
ACH-000738,-1.1476760610283023
ACH-000746,-0.9499139478000564
ACH-000747,-0.9525251935517332
ACH-000748,-0.8393696028126025
ACH-000753,-1.0279491434339219
ACH-000756,-1.2754885875682824
ACH-000757,-0.8619480576720643
ACH-000758,-1.017809532516922
ACH-000760,-1.2346645831458758
ACH-000762,-0.8352790098812038
ACH-000763,-1.1905141857223154
ACH-000764,-0.913481131476517
ACH-000765,-1.1977360026747252
ACH-000766,-1.275639853806718
ACH-000767,-0.90699601177289
ACH-000768,-1.2212531298379576
ACH-000769,-0.9539033688948853
ACH-000770,-0.8855468983891825
ACH-000771,-1.1223145030103092
ACH-000773,-1.2015364193900042
ACH-000776,-0.9475245178736652
ACH-000777,-1.2648315749976111
ACH-000778,-1.1225283546751723
ACH-000781,-1.180092919128648
ACH-000782,-0.8538618509644221
ACH-000783,-1.254088053824452
ACH-000784,-0.9583310223575524
ACH-000785,-0.9641715776256434
ACH-000787,-1.1797517954453465
ACH-000788,-1.1508081849190854
ACH-000791,-1.2231055256818977
ACH-000792,-0.5525108076303444
ACH-000794,-1.1235190748531985
ACH-000796,-1.127318032370649
ACH-000798,-1.349452510003888
ACH-000799,-0.9721693045481978
ACH-000800,-1.256103626164475
ACH-000802,-1.111650855591845
ACH-000804,-1.247638850007283
ACH-000805,-1.1134077761439711
ACH-000809,-0.9254520315270172
ACH-000810,-1.1291257539490924
ACH-000811,-0.9521606702202222
ACH-000817,-0.9101443579713284
ACH-000819,-1.1064827127968258
ACH-000820,-0.9214496882750982
ACH-000821,-0.8256393225242911
ACH-000822,-1.1463092639323382
ACH-000823,-1.0241014910004742
ACH-000824,-1.271131167003244
ACH-000827,-1.1338803104442825
ACH-000829,-1.0419784014085494
ACH-000831,-1.1983233099053836
ACH-000832,-0.8926911383248198
ACH-000833,-1.3377235412509625
ACH-000834,-0.7373417102553093
ACH-000835,-0.9984213615724209
ACH-000836,-0.21744730166599086
ACH-000837,-1.100809921124393
ACH-000838,-1.2128354851567955
ACH-000839,-0.8260540044709499
ACH-000840,-1.0073057042351496
ACH-000841,-1.048937542435772
ACH-000843,-1.205202872961363
ACH-000846,-1.4018269491779136
ACH-000847,-1.2459507293502292
ACH-000848,-0.9243251869551384
ACH-000849,-0.9906470024116856
ACH-000851,-1.0533995360658093
ACH-000855,-1.1086736350411748
ACH-000856,-1.2739273751439315
ACH-000858,-1.0528702088216233
ACH-000859,-0.9795127638104209
ACH-000861,-1.001448266106956
ACH-000862,-1.2704991898628517
ACH-000865,-1.1428376795563069
ACH-000866,-1.055527737378965
ACH-000867,-0.8688459051585492
ACH-000869,-0.8390318755569319
ACH-000872,-1.1631274102376172
ACH-000873,-1.0201950290415644
ACH-000876,-1.2477927323532518
ACH-000878,-1.1615751255955722
ACH-000880,-1.1126333775436628
ACH-000881,-1.1881763939560277
ACH-000882,-1.000060488644832
ACH-000884,-0.8252826633710336
ACH-000885,-0.6501998298361226
ACH-000887,-1.0289980852861649
ACH-000889,-1.0097956478592294
ACH-000896,-0.9516395806734388
ACH-000898,-0.914899699743255
ACH-000900,-1.1051067040494034
ACH-000901,-0.8609828834035576
ACH-000905,-1.152532119641034
ACH-000906,-0.8612791641133558
ACH-000907,-0.7196368397137042
ACH-000910,-1.1198836347435766
ACH-000911,-0.9403823645685052
ACH-000912,-0.9848960229709228
ACH-000913,-0.8741529811019457
ACH-000915,-1.0226921209864432
ACH-000916,-1.221372241044033
ACH-000917,-1.1837140677153393
ACH-000920,-0.8460467291738911
ACH-000921,-0.8678430897939061
ACH-000924,-0.8991538888932393
ACH-000926,-0.990940123023798
ACH-000928,-1.0615309529053798
ACH-000929,-1.2893059522735604
ACH-000932,-0.8787800526998704
ACH-000935,-1.1967146087832172
ACH-000936,-0.8828264970676328
ACH-000937,-1.2534378939913808
ACH-000938,-1.1111016172451254
ACH-000939,-1.459691577072086
ACH-000941,-1.2182290712936332
ACH-000943,-1.1524076729623969
ACH-000946,-0.9479282364343532
ACH-000947,-1.1061610826344819
ACH-000948,-1.0791889845651137
ACH-000950,-1.032529438391109
ACH-000953,-1.2621055337491378
ACH-000954,-0.7284350579237191
ACH-000957,-1.0557118433866701
ACH-000958,-1.1213932016926875
ACH-000960,-1.131532220626735
ACH-000963,-1.3153161177791521
ACH-000968,-1.210334867049395
ACH-000969,-1.06947352064321
ACH-000972,-0.8938537007510211
ACH-000973,-0.9669413705129708
ACH-000974,-0.8580019046239009
ACH-000978,-1.7782058488747814
ACH-000984,-1.1555962696869104
ACH-000986,-0.9979837931720754
ACH-000988,-1.3016035894057656
ACH-000993,-1.3461494952133608
ACH-000994,-1.4130433693242652
ACH-000996,-1.1258048944935792
ACH-001001,-0.9531309897137492
ACH-001020,-1.0155724522966598
ACH-001028,-1.1912263420744644
ACH-001031,-1.0663212211467925
ACH-001038,-1.031507462279101
ACH-001048,-0.615599257290277
ACH-001050,-0.233281903063456
ACH-001053,-0.973096851869544
ACH-001054,-0.9436137986125918
ACH-001061,-1.1612888139884616
ACH-001067,-0.8036384130270678
ACH-001075,-1.0040555667639732
ACH-001096,-1.1487690129644859
ACH-001111,-0.9381539000329392
ACH-001119,-0.8233540283858237
ACH-001128,-0.8404973636491515
ACH-001134,-1.0213696292788566
ACH-001151,-1.1180946856813725
ACH-001163,-1.0615339042189122
ACH-001164,-0.9797716265280824
ACH-001183,-0.9590845044353364
ACH-001192,-1.0323148133645244
ACH-001193,-1.2657742655680546
ACH-001196,-1.2721049435958212
ACH-001197,-0.9658885952527708
ACH-001205,-0.9414280063537888
ACH-001211,-0.8676295062014323
ACH-001212,-0.8588369499205658
ACH-001228,-0.95613103076592
ACH-001232,-0.9809823527926976
ACH-001239,-1.0540052053633016
ACH-001270,-1.008103980023562
ACH-001274,-1.2064724767066148
ACH-001275,-0.952071763253808
ACH-001277,-0.985972371198688
ACH-001278,-1.2247367356962375
ACH-001280,-1.119178605580423
ACH-001283,-1.1764075125699716
ACH-001289,-1.0731295592260175
ACH-001300,-0.9074493137187944
ACH-001301,-0.8761758881273009
ACH-001302,-0.7556243249888757
ACH-001306,-0.7801276965691055
ACH-001318,-1.0556671877582229
ACH-001322,-0.8500827030718726
ACH-001328,-0.8404728419841185
ACH-001332,-1.0297152731403088
ACH-001336,-1.1649839825810369
ACH-001346,-0.9463330307163816
ACH-001353,-1.1846155688236235
ACH-001354,-1.4423003525411573
ACH-001367,-0.8186624881529625
ACH-001368,-1.0546743649974757
ACH-001374,-1.2437403144783317
ACH-001377,-1.0788074032668145
ACH-001380,-1.0330668302245136
ACH-001391,-0.9616504464154481
ACH-001408,-1.1913655705591646
ACH-001430,-0.7563221565485198
ACH-001431,-1.1847850238934483
ACH-001450,-1.2176797229234737
ACH-001496,-1.0648096365480368
ACH-001500,-1.1594333878802474
ACH-001523,-1.0328434037530874
ACH-001532,-0.9961143337880424
ACH-001550,-1.1554933112657817
ACH-001552,-1.0320567269574514
ACH-001554,-1.096077396294589
ACH-001654,-1.1973919395173638
ACH-001735,-0.7954641617025102
ACH-001736,-1.204258608331003
ACH-001737,-0.8796202519291999
ACH-001740,-1.1717874517556162
ACH-001745,-1.3825765326886317
ACH-001765,-1.2170959948058038
