,RPRD1B (58490)
ACH-000221,-0.6626773372937093
ACH-000222,-0.6618247988121831
ACH-000223,-0.6861612505202981
ACH-000226,-0.7558701935284
ACH-000227,-0.31724455453611233
ACH-000228,-0.5020449341727092
ACH-000231,-0.5562117163812944
ACH-000232,-0.5267841775526058
ACH-000233,-0.7207568148607242
ACH-000234,-0.2083120704365717
ACH-000235,-0.5032285791223009
ACH-000237,-0.4040224305201756
ACH-000238,-0.8510413394191269
ACH-000242,-0.1013713507035005
ACH-000243,-0.7361655348211983
ACH-000244,-0.2762821399535649
ACH-000246,-0.6812119194281914
ACH-000248,-0.6935491521838713
ACH-000250,-0.29673597416434605
ACH-000251,-0.5099870038118134
ACH-000252,-0.13081343493601966
ACH-000253,-0.41034766522442667
ACH-000255,-0.5384544362325391
ACH-000256,-0.17472597579726368
ACH-000257,-0.2283618831349535
ACH-000258,-0.7481075291328283
ACH-000259,-0.5663854785205511
ACH-000260,-0.7734271058243153
ACH-000261,-0.7269801157843824
ACH-000262,-0.7697888294380969
ACH-000263,-0.3730110369527934
ACH-000264,-0.6631367832214222
ACH-000265,-0.779240169426631
ACH-000266,-0.2564211271192858
ACH-000272,-0.7278870633828446
ACH-000274,-0.09324446005015888
ACH-000277,-0.7429734558026027
ACH-000278,-0.25201128426693425
ACH-000279,-0.3359173352872025
ACH-000280,-0.5869963805116097
ACH-000281,-0.7674015575502348
ACH-000288,-0.3932668715900272
ACH-000291,-0.5770679847332939
ACH-000293,-0.28880934811490017
ACH-000294,-0.6284288359484691
ACH-000295,-0.5042707511829586
ACH-000296,-0.6656407545858394
ACH-000302,-0.10097956702512242
ACH-000304,-0.4068215465663885
ACH-000307,-0.5632743811155773
ACH-000308,-0.17517318585218325
ACH-000310,-0.23683536059721924
ACH-000311,-0.6438294217644962
ACH-000312,-0.4813569386245549
ACH-000315,-0.6277807807075891
ACH-000316,-0.3310921548288763
ACH-000317,-0.7396610544204272
ACH-000318,-0.5303650389152471
ACH-000319,-0.4253688821024451
ACH-000320,-0.5089610640345487
ACH-000322,-0.7220588835489077
ACH-000323,-0.2671265678148399
ACH-000324,-0.4808953491164115
ACH-000329,-0.6761881329751609
ACH-000330,-0.5766934136659052
ACH-000331,-0.833869707248165
ACH-000332,-0.24636844941129504
ACH-000334,-0.2785209845351067
ACH-000335,-0.9616390320413292
ACH-000336,-0.5198194484507109
ACH-000337,-0.15337294301240414
ACH-000338,-0.9113822824917788
ACH-000339,-0.30446161837298225
ACH-000341,-0.5731657867913205
ACH-000348,-0.3341336182803693
ACH-000350,-0.18501390002766765
ACH-000352,-0.3937389885222399
ACH-000356,-0.5780407424085688
ACH-000361,-0.2077991267310197
ACH-000362,-0.3696302444517683
ACH-000363,-0.1271796738953953
ACH-000364,-0.5588200970051932
ACH-000365,-0.9406691814491788
ACH-000366,-0.5937067921321852
ACH-000368,-0.8575425633669969
ACH-000374,-0.6412137705496014
ACH-000375,-0.3159801125847154
ACH-000376,-0.907347746221842
ACH-000381,-0.6582669376027461
ACH-000383,-0.4208358293497294
ACH-000387,-0.2594371761977388
ACH-000389,-0.9038494058460991
ACH-000390,-0.4311509826934613
ACH-000393,-0.26276418948435704
ACH-000395,-0.5945840504060436
ACH-000396,-0.6326664405921828
ACH-000397,-0.1083883194417809
ACH-000401,-0.52877171745581
ACH-000402,-0.2934340142634377
ACH-000403,-0.5989391752881644
ACH-000404,-0.647740556778655
ACH-000406,-0.6202406776459349
ACH-000407,-0.6947017713779733
ACH-000408,-0.6175190509407935
ACH-000410,-0.9543393693999722
ACH-000411,-0.7753209884328397
ACH-000414,-0.047787047498062486
ACH-000415,-0.32124272881384996
ACH-000416,-0.030955361305313105
ACH-000420,-0.3726664145599
ACH-000421,-0.24057108549434786
ACH-000424,-0.4501374801318088
ACH-000425,-0.5498152330952141
ACH-000426,-0.7403647728518431
ACH-000427,-0.33237294270710155
ACH-000433,-0.4854214316516808
ACH-000435,-0.12565671426404754
ACH-000436,-0.5923653087513835
ACH-000444,-0.6209575292071065
ACH-000445,-0.7558557293347202
ACH-000448,-0.4712977429590034
ACH-000450,-0.4421890471065661
ACH-000452,-0.30443014602978485
ACH-000454,-0.6911443577906575
ACH-000458,-0.5130500118554108
ACH-000459,-0.3528668345137844
ACH-000460,-0.6153289382418684
ACH-000461,-0.4589959042618001
ACH-000463,-0.5992166170948987
ACH-000464,-0.6013781066058315
ACH-000466,-0.5544397718351364
ACH-000467,-0.5218197694964464
ACH-000468,-0.6126552713615588
ACH-000469,-0.4062794936027929
ACH-000470,-0.6883717414742898
ACH-000471,-0.11968752830518725
ACH-000472,-0.5603533724474437
ACH-000473,-0.6324924411298105
ACH-000475,-0.4885882439612189
ACH-000476,-0.19939167159280255
ACH-000477,-0.4977754028627947
ACH-000479,-0.4631104541951595
ACH-000480,-0.2694333239012026
ACH-000481,-0.5977499109815889
ACH-000483,-0.4078716317019518
ACH-000484,-0.3679390617195712
ACH-000485,-0.5141780761078144
ACH-000486,-0.44625677292154814
ACH-000487,-0.1837425390860937
ACH-000488,-0.8210452921733475
ACH-000490,-0.5645634424733421
ACH-000491,-0.5292461341592997
ACH-000495,-0.5378817156907707
ACH-000496,-0.4310929819789503
ACH-000499,-0.991272701854617
ACH-000500,-0.4135850454905594
ACH-000502,-0.946675438441756
ACH-000503,-0.4908743923406283
ACH-000505,-0.5763334664351549
ACH-000507,-0.2090321154687492
ACH-000510,-0.38580220179602825
ACH-000511,-0.1888137998589719
ACH-000512,-0.80024737407702
ACH-000516,-0.6094562215347535
ACH-000517,-0.4101160377882631
ACH-000518,-0.5253973539513198
ACH-000520,-0.7015859086667398
ACH-000521,-0.480309309352181
ACH-000522,-0.5192096854371286
ACH-000524,-0.21319006045899386
ACH-000527,-0.14044251440965552
ACH-000528,-0.4952730909931499
ACH-000537,-0.456984427933904
ACH-000541,-0.6354615415119428
ACH-000542,-0.6418272069390913
ACH-000544,-0.8660875338352774
ACH-000545,-0.2577652918389434
ACH-000547,-0.5594974479732956
ACH-000548,-0.3957530630237364
ACH-000549,-0.23624913238061976
ACH-000550,-0.38248464945544
ACH-000552,-0.5057916163052955
ACH-000556,-0.13390349278731026
ACH-000557,-0.9531721658267764
ACH-000569,-0.7857008432661712
ACH-000570,-0.6808023753209477
ACH-000571,-0.3909217371372261
ACH-000573,-0.12760372595661007
ACH-000576,-0.6711737093551532
ACH-000579,-0.3856187383871187
ACH-000580,-0.7193938632657717
ACH-000584,-0.5208710081062022
ACH-000585,-0.8475108928967133
ACH-000588,-0.9525673479042218
ACH-000589,-0.4504055131680811
ACH-000591,-0.7676286064609309
ACH-000593,-0.4562614138625358
ACH-000600,-0.0980494883872983
ACH-000601,-0.551329573985732
ACH-000605,-0.3656006024163243
ACH-000606,-0.7371679720534371
ACH-000608,-0.2743752318653265
ACH-000614,-0.4308423716661631
ACH-000616,-0.17779677127322094
ACH-000618,-0.27624274395804416
ACH-000619,-0.6572371662163535
ACH-000620,-0.30583960239086194
ACH-000621,-0.3332453459149405
ACH-000622,-0.1945868435039564
ACH-000623,-0.470330466153604
ACH-000624,-0.4652197589447265
ACH-000627,-0.3632154784676821
ACH-000630,-0.6110673538185796
ACH-000631,-0.6099516868986744
ACH-000632,-0.4170519161722104
ACH-000633,-0.1681432687252256
ACH-000637,-0.5884453173821546
ACH-000638,-0.30592340298177145
ACH-000646,-0.2832463727013164
ACH-000647,-0.4328508065019504
ACH-000648,-0.5584384767087559
ACH-000649,-0.6268309898692976
ACH-000651,-0.6922858038766289
ACH-000652,-0.6586409432817161
ACH-000653,-0.6482515982003789
ACH-000657,0.054171385122096787
ACH-000658,-0.4921519863930678
ACH-000661,-0.5265911383728943
ACH-000662,-0.6988309221203935
ACH-000663,-0.2064287468365084
ACH-000665,-0.2516895246332085
ACH-000671,-0.5128180653688463
ACH-000672,-0.09067072930192753
ACH-000673,-0.3027513650814679
ACH-000676,-0.7371396367932455
ACH-000677,-0.2765130167276174
ACH-000681,-0.17711814641132276
ACH-000683,-0.4478021076963525
ACH-000684,-0.7218319541977218
ACH-000688,-0.600569864918188
ACH-000693,-0.5145358176173719
ACH-000694,-0.7330172548557919
ACH-000695,-0.4586728284813902
ACH-000696,-0.4409223713691251
ACH-000697,-0.8917396535967478
ACH-000699,-0.6145875617938584
ACH-000701,-0.2267331699343311
ACH-000706,-0.4342891928977098
ACH-000711,-0.9994808287025636
ACH-000713,-0.8132405006950582
ACH-000714,-0.7431467502949096
ACH-000718,-0.2914140489068873
ACH-000720,-0.5806633806472742
ACH-000721,-0.14850335318575653
ACH-000724,-0.3280500897254247
ACH-000725,-0.4037788465632033
ACH-000732,-0.9582725964331592
ACH-000734,-0.1535539350807369
ACH-000735,-0.3546239439760162
ACH-000736,-0.4026262481254325
ACH-000738,-0.23003353825650485
ACH-000746,-0.44915514924716055
ACH-000747,0.03830026717079333
ACH-000748,-0.7504631125417038
ACH-000753,-0.2470294690718837
ACH-000756,-0.9331935217337326
ACH-000757,-0.3330018356376785
ACH-000758,-0.11523336105393542
ACH-000760,-0.08009442780669708
ACH-000762,-0.779212698833549
ACH-000763,-0.6273879777923744
ACH-000764,-0.5358626851496748
ACH-000765,-0.6708070356141981
ACH-000766,-0.41956106034250495
ACH-000767,-0.155714641217182
ACH-000768,-0.6882867487143783
ACH-000769,-0.06441615899697432
ACH-000770,-0.27218400573092616
ACH-000771,-0.8581838908462419
ACH-000773,-0.06462958277465122
ACH-000776,-0.3502451721857518
ACH-000777,-0.9570412805835998
ACH-000778,-0.5361407597516028
ACH-000781,-0.3106576889241071
ACH-000782,-0.2091620181660594
ACH-000783,-0.5352587226856818
ACH-000784,-0.21454911951305305
ACH-000785,-0.5304933635969642
ACH-000787,-0.6413614221445092
ACH-000788,-0.7057586836939098
ACH-000791,-0.24710742626690566
ACH-000792,-0.9223262331770088
ACH-000794,-0.4995182497617813
ACH-000796,-0.28639371438420835
ACH-000798,-0.3181568622578999
ACH-000799,-0.18881208239556752
ACH-000800,-0.5072257855129823
ACH-000802,-0.7065296087167595
ACH-000804,-0.3976345613051018
ACH-000805,-0.5992896331244846
ACH-000809,-0.2209673678850345
ACH-000810,-0.5282117991323938
ACH-000811,-0.20385698180736567
ACH-000817,-0.13309973505577358
ACH-000819,-0.5510195228071948
ACH-000820,-0.668373780348208
ACH-000821,-0.5137144273972386
ACH-000822,-0.6691770072947276
ACH-000823,-0.7355767401896672
ACH-000824,-0.055490303605195496
ACH-000827,-0.6149227289021596
ACH-000829,0.20103553315944075
ACH-000831,-0.7087554743769054
ACH-000832,-0.6760048811988071
ACH-000833,-0.3901880154386637
ACH-000834,-0.5999243449301266
ACH-000835,-0.36324856616012696
ACH-000836,-0.38804956512259997
ACH-000837,-0.414905932372735
ACH-000838,-0.6963475856735472
ACH-000839,-0.7380451545108071
ACH-000840,-0.480142816646251
ACH-000841,-0.6994686605744668
ACH-000843,-0.9679739090063424
ACH-000846,-0.6787156505582208
ACH-000847,-0.9714774492048835
ACH-000848,-0.13960032083188395
ACH-000849,-0.4047491088647681
ACH-000851,-0.7387219168147173
ACH-000855,-0.5143027645409715
ACH-000856,-0.3598678912267215
ACH-000858,-0.3915895057253404
ACH-000859,-0.4001888679651087
ACH-000861,-0.2644390013183826
ACH-000862,-0.4210382888186269
ACH-000865,-0.5495028741438389
ACH-000866,-0.5884160000028141
ACH-000867,-0.23767418753810546
ACH-000869,-0.2769056169606487
ACH-000872,-0.1955757499308126
ACH-000873,-0.6094863029766756
ACH-000876,-0.5238418987926798
ACH-000878,-0.5786880481815283
ACH-000880,-0.4562277998298255
ACH-000881,-0.8127944023438857
ACH-000882,-0.7699831435472317
ACH-000884,-0.381498129513445
ACH-000885,-0.5863373264306994
ACH-000887,-0.4695947219468444
ACH-000889,-0.5653191794689993
ACH-000896,-0.5691347276631983
ACH-000898,-0.7763180691176603
ACH-000900,-0.2974452619503037
ACH-000901,-0.33169200223778705
ACH-000905,-0.6309640494035648
ACH-000906,-0.524666831134866
ACH-000907,-0.1885429244060401
ACH-000910,-0.16204292764535075
ACH-000911,-0.5364753386628927
ACH-000912,-0.6033926080828724
ACH-000913,-0.8566790760671738
ACH-000915,-0.7187512029294912
ACH-000916,-0.4166628820262399
ACH-000917,-0.6602688983718106
ACH-000920,-0.2803052471267944
ACH-000921,-0.9810970610192308
ACH-000924,-0.4952698676759326
ACH-000926,-0.3889232227010044
ACH-000928,-0.3495505274808674
ACH-000929,-0.7509159047368066
ACH-000932,-0.1318777429756596
ACH-000935,-0.3042196476004686
ACH-000936,-0.30735751877344397
ACH-000937,-0.3441802771393362
ACH-000938,-0.2973353162498788
ACH-000939,0.01717274548699672
ACH-000941,-0.5445323503410504
ACH-000943,-0.35392557893760823
ACH-000946,-0.5225948662966118
ACH-000947,0.06434038253644365
ACH-000948,-0.4128414554892079
ACH-000950,-0.8496021645948385
ACH-000953,-0.39162512598332494
ACH-000954,-0.4438204934929783
ACH-000957,-0.3366328381287324
ACH-000958,-0.5733662078402271
ACH-000960,-0.7989135128042913
ACH-000963,-0.1952742210381516
ACH-000968,-0.3130160608196808
ACH-000969,-0.2384367119330133
ACH-000972,-0.4694039659039085
ACH-000973,-0.02489317725586993
ACH-000974,-0.3332654849769761
ACH-000978,-0.5806305791236329
ACH-000984,-0.10500370449064017
ACH-000986,-0.3521101882694222
ACH-000988,-0.09936826101171176
ACH-000993,-0.5642793105071978
ACH-000994,-0.5080301807443212
ACH-000996,-0.3734587073922012
ACH-001001,-0.09913838747822808
ACH-001020,0.2141613652766696
ACH-001028,-0.2674469004503649
ACH-001031,-0.284631196254614
ACH-001038,-0.38603872666847583
ACH-001048,-0.3944967783153273
ACH-001050,-0.40956181782550816
ACH-001053,-0.3519433324765122
ACH-001054,-0.8051329912064856
ACH-001061,-0.2371737615919161
ACH-001067,-0.460419726492367
ACH-001075,-0.6807658172762916
ACH-001096,-0.26448053863642546
ACH-001111,-0.7930660827271475
ACH-001119,-0.4561132011825305
ACH-001128,0.2992317847649045
ACH-001134,-0.4421618403843243
ACH-001151,-0.394255043909149
ACH-001163,-0.2973104095453252
ACH-001164,-0.5559609070222201
ACH-001183,-0.7913599596732042
ACH-001192,-0.5552373824792372
ACH-001193,-0.1836019512817164
ACH-001196,-0.4215348880141052
ACH-001197,-0.5212519003162727
ACH-001205,0.3198554437951213
ACH-001211,-0.3044746826077808
ACH-001212,-0.5887903843491912
ACH-001228,-0.2833071795344272
ACH-001232,-0.4653525474116298
ACH-001239,-0.2282347034941429
ACH-001270,-1.0446442032558805
ACH-001274,-0.3766540508405811
ACH-001275,-0.1273901214153258
ACH-001277,-0.8236692778383716
ACH-001278,-0.13680453955701846
ACH-001280,-0.24218189216036665
ACH-001283,-0.14897976702486632
ACH-001289,-0.4898313115687888
ACH-001300,-0.5074526985344469
ACH-001301,-0.4254558984572304
ACH-001302,0.2001957730390144
ACH-001306,-0.4388864597015028
ACH-001318,-0.5297459200971143
ACH-001322,-0.6104511591152506
ACH-001328,-0.6980085963532684
ACH-001332,-0.6310479895176344
ACH-001336,-0.2684213565231265
ACH-001346,-0.8380484882696579
ACH-001353,-0.4645657402044627
ACH-001354,-0.4756297394759058
ACH-001367,-0.672219949085899
ACH-001368,-0.35149741923028033
ACH-001374,-0.5945208595572702
ACH-001377,-0.28884593095573674
ACH-001380,-0.4820082576709301
ACH-001391,-0.2151998011217417
ACH-001408,-0.15830312482193226
ACH-001430,-0.8722798722987231
ACH-001431,-0.6444398303831642
ACH-001450,-0.09865862653373912
ACH-001496,-0.3047853900155089
ACH-001500,-0.6604556693160573
ACH-001523,-0.5784607259892205
ACH-001532,0.07269829261904327
ACH-001550,-0.27655488870265826
ACH-001552,-0.8534266871359418
ACH-001554,-0.4964547167372165
ACH-001654,-0.7688209674471751
ACH-001735,-0.08391794876332345
ACH-001736,-0.8406589297570348
ACH-001737,-0.290223298400955
ACH-001740,-0.5150724181548821
ACH-001745,-0.3734784845884857
ACH-001765,-0.20202739151764268
