,PHF5A (84844)
ACH-000467,-1.1608620245193535
ACH-000468,-1.6728878982552904
ACH-000469,-1.4227873769442112
ACH-000470,-1.561936865391219
ACH-000471,-1.5050134571400022
ACH-000472,-1.3930671185332684
ACH-000473,-1.2989854432771926
ACH-000475,-1.4912803905730203
ACH-000476,-1.314982838474938
ACH-000477,-1.067088143855183
ACH-000479,-1.2719478582899542
ACH-000480,-1.3114110176837552
ACH-000481,-1.2519891309067586
ACH-000483,-1.215803358316655
ACH-000484,-1.4609352729552378
ACH-000485,-1.3391923277235578
ACH-000486,-1.125992776225903
ACH-000487,-1.4117862567654629
ACH-000488,-1.2907203930256508
ACH-000490,-1.2147887721476782
ACH-000491,-1.4977838522064528
ACH-000495,-1.1761517864088502
ACH-000496,-1.3311277005955553
ACH-000499,-1.1737135921544994
ACH-000500,-1.5039993057120855
ACH-000502,-1.4058548596911746
ACH-000503,-1.2159506216052265
ACH-000505,-1.2350288241967868
ACH-000507,-1.4372206334315452
ACH-000510,-1.4404779589572447
ACH-000511,-1.2288932918624744
ACH-000512,-1.4592216295689049
ACH-000516,-1.2550261648446734
ACH-000517,-1.4240731709775325
ACH-000518,-1.4335330261275274
ACH-000520,-1.3353332757674212
ACH-000521,-1.4005547337007498
ACH-000522,-1.4440530984872997
ACH-000524,-1.38612324878252
ACH-000527,-1.3606922961155803
ACH-000528,-1.3563021959342154
ACH-000537,-1.5725002830738586
ACH-000541,-1.4022078068134942
ACH-000542,-1.2571117406593688
ACH-000544,-1.451404562770234
ACH-000545,-1.2750555508731465
ACH-000547,-1.3273096218224476
ACH-000548,-1.0921428869893446
ACH-000549,-1.1499349479558276
ACH-000550,-1.326681248549315
ACH-000552,-1.3938819809867324
ACH-000556,-1.2628247260279513
ACH-000557,-1.4874297087754635
ACH-000569,-1.2899949488162032
ACH-000570,-1.5518574507092302
ACH-000571,-1.3490686837938273
ACH-000573,-1.6934571385242674
ACH-000576,-1.1334227882573933
ACH-000579,-1.4409377625290682
ACH-000580,-1.3930402365629602
ACH-000584,-1.5550100231355168
ACH-000585,-1.2478200970452271
ACH-000588,-1.5153881296412088
ACH-000589,-1.2881237466583941
ACH-000591,-1.3045793406133872
ACH-000593,-1.364546744152045
ACH-000600,-1.3066377742113378
ACH-000601,-1.4761159476160148
ACH-000605,-1.5897206764970708
ACH-000606,-1.1628403223266237
ACH-000608,-1.4520643503363702
ACH-000614,-1.0093701102372743
ACH-000616,-1.2192373574662898
ACH-000618,-1.3645405050767774
ACH-000619,-1.280146430617643
ACH-000620,-1.215337572043693
ACH-000621,-1.5146792542818968
ACH-000622,-1.4758869821118243
ACH-000623,-1.4969661961692484
ACH-000624,-1.3100605199351505
ACH-000627,-1.2376148625327028
ACH-000630,-1.2600521597529597
ACH-000631,-1.5648830437900645
ACH-000632,-1.3015630363008601
ACH-000633,-1.3807074576486735
ACH-000637,-1.3104283419648222
ACH-000638,-1.3103257672729147
ACH-000646,-1.3683900022485669
ACH-000647,-1.3606855667905329
ACH-000648,-1.4237128163814667
ACH-000649,-1.2838526043343694
ACH-000651,-1.5212956915266125
ACH-000652,-1.5129342942973794
ACH-000653,-1.3317858284437567
ACH-000657,-1.4567108875088424
ACH-000658,-1.645220820410799
ACH-000661,-1.40502587920217
ACH-000662,-1.3388081245166743
ACH-000663,-1.065117360911313
ACH-000665,-1.2136751603123082
ACH-000671,-1.3635115760374552
ACH-000672,-1.3325741123514048
ACH-000673,-1.4215291998087909
ACH-000676,-1.3087304588514692
ACH-000677,-1.2206233904400907
ACH-000681,-1.417712712674608
ACH-000683,-1.3340161971889288
ACH-000684,-1.1962284494896052
ACH-000688,-1.4753764320422336
ACH-000693,-1.3788438968290833
ACH-000694,-1.5081842331248871
ACH-000695,-1.2757128767206052
ACH-000696,-1.3680974958391257
ACH-000697,-1.3696148287704408
ACH-000699,-1.308255128867594
ACH-000701,-1.131890431655774
ACH-000706,-1.230834850559094
ACH-000711,-1.3885494241541405
ACH-000713,-1.3735580344001757
ACH-000714,-1.3037029159254208
ACH-000718,-1.4171877966448556
ACH-000720,-1.2553563690127396
ACH-000721,-1.5079850529392278
ACH-000724,-1.4629186887076482
ACH-000725,-1.6491991008209363
ACH-000732,-1.1662761060916855
ACH-000734,-1.4000504176687685
ACH-000735,-1.1362820308956785
ACH-000736,-1.1974942208321184
ACH-000738,-1.3297099525880147
ACH-000746,-1.4402692806611472
ACH-000747,-1.2231757073622016
ACH-000748,-1.2173526943518005
ACH-000753,-1.388462959717811
ACH-000756,-1.4190255635786226
ACH-000757,-1.6116405405065801
ACH-000758,-1.3891318430427295
ACH-000760,-1.4436506388972212
ACH-000762,-1.4611126188321533
ACH-000763,-1.576954969604758
ACH-000764,-1.2688283523557908
ACH-000765,-1.1861510505688373
ACH-000766,-1.4135198250680343
ACH-000767,-1.460699647176067
ACH-000768,-1.3649378526209759
ACH-000769,-1.3230607568005928
ACH-000770,-1.372771240334116
ACH-000771,-1.2001837992577893
ACH-000773,-1.140780743083568
ACH-000776,-1.2300993165195602
ACH-000777,-1.5344064656774103
ACH-000778,-1.4522239864995374
ACH-000781,-1.453311676356443
ACH-000782,-1.1587801416766494
ACH-000783,-1.3534051045352855
ACH-000784,-1.2460751492344764
ACH-000785,-1.6164523661011174
ACH-000787,-1.25927729718637
ACH-000788,-1.48306013577741
ACH-000791,-1.3435827400148863
ACH-000792,-1.3483893959134892
ACH-000794,-1.296713791178108
ACH-000796,-1.4152189900641805
ACH-000798,-1.2538311023662665
ACH-000799,-1.1225798136264562
ACH-000800,-1.8431898371782258
ACH-000802,-1.4039560617235345
ACH-000804,-1.2389402526423952
ACH-000805,-1.1046328953011426
ACH-000809,-1.0877055232244162
ACH-000810,-1.043255896983112
ACH-000811,-1.2067496728927358
ACH-000817,-1.3336161423288722
ACH-000819,-1.3610219630755669
ACH-000820,-1.207918000493311
ACH-000821,-1.4842341856787504
ACH-000822,-1.5987189814332272
ACH-000823,-1.354309478718912
ACH-000824,-1.4466048721468494
ACH-000827,-1.268860951313059
ACH-000829,-1.2565659596470753
ACH-000831,-1.4513439203522178
ACH-000832,-1.1263616781357428
ACH-000833,-1.2270470443132349
ACH-000834,-1.4233723042732094
ACH-000835,-1.4134822123602175
ACH-000836,-0.8825786116308642
ACH-000837,-1.45932753362306
ACH-000838,-1.3706883607034035
ACH-000839,-1.3662495853612695
ACH-000840,-1.298273052482931
ACH-000841,-1.2302296469777
ACH-000843,-1.3329604331655065
ACH-000846,-0.8071051213274689
ACH-000847,-1.1840559202456502
ACH-000848,-1.192958498421247
ACH-000849,-1.41259572622364
ACH-000851,-1.3887999134565232
ACH-000855,-1.3570134427766591
ACH-000856,-1.347041557945253
ACH-000858,-1.2425341154892922
ACH-000859,-1.5968981589015354
ACH-000861,-1.3191315886218504
ACH-000862,-1.4101077450093058
ACH-000865,-1.470738423753407
ACH-000866,-1.4321779468569418
ACH-000867,-1.4196312477973327
ACH-000869,-1.4642663585050644
ACH-000872,-1.1782266959138303
ACH-000873,-1.3888271892509914
ACH-000876,-1.4400338483813748
ACH-000878,-1.4476295024096837
ACH-000880,-1.3013369056045019
ACH-000881,-1.3133814073622911
ACH-000882,-1.260189173316377
ACH-000884,-1.4258139902355926
ACH-000885,-1.4281860674021238
ACH-000887,-1.18166525708023
ACH-000889,-1.5564434731594463
ACH-000896,-1.2981792818934783
ACH-000898,-1.283030646619047
ACH-000900,-1.3168404172651542
ACH-000901,-1.5314930975550427
ACH-000905,-1.2955430122028992
ACH-000906,-1.3952646215332702
ACH-000907,-1.3426990683379043
ACH-000910,-1.4557523550423002
ACH-000911,-1.207392881139144
ACH-000912,-1.4521868125757662
ACH-000913,-1.4761281251307925
ACH-000915,-1.3203500470033034
ACH-000916,-1.400534098244694
ACH-000917,-1.2785340328821555
ACH-000920,-1.3605631509653784
ACH-000921,-1.4121380824161949
ACH-000924,-1.3564396205864029
ACH-000926,-1.790135190867197
ACH-000928,-1.5664772381171408
ACH-000929,-1.3299904452961886
ACH-000932,-1.5366680316008732
ACH-000935,-1.3233570504530217
ACH-000936,-1.3163286515989443
ACH-000937,-1.52598047928994
ACH-000938,-1.430812954774617
ACH-000939,-1.047596913159313
ACH-000941,-1.3676055703965684
ACH-000943,-1.2802309513363288
ACH-000946,-1.155768943759843
ACH-000947,-1.5136763033136096
ACH-000948,-1.2817610410965916
ACH-000950,-1.620003958780908
ACH-000953,-1.5112568921330212
ACH-000954,-1.4034140468422018
ACH-000957,-1.2973436618627967
ACH-000958,-1.3516775568232056
ACH-000960,-1.4898546278638756
ACH-000963,-1.357664581641545
ACH-000968,-1.0919135230173929
ACH-000969,-1.3750305467310164
ACH-000972,-1.7365187548004342
ACH-000973,-1.2903098591715094
ACH-000974,-1.4508745083499388
ACH-000978,-1.5608630713763112
ACH-000984,-1.30691897971815
ACH-000986,-1.3434238823142894
ACH-000988,-1.3661097628706562
ACH-000993,-1.1962416502227151
ACH-000994,-1.526928940286061
ACH-000996,-1.2241624498094912
ACH-001001,-1.225024746176077
ACH-001020,-1.003493168147535
ACH-001028,-1.453749794502278
ACH-001031,-1.6732854803417212
ACH-001038,-1.5635633517038383
ACH-001048,-1.4205146771659602
ACH-001050,-1.2238485148796725
ACH-001053,-1.223230280950701
ACH-001054,-1.3039783010988246
ACH-001061,-1.212104961298491
ACH-001067,-1.5614560678023501
ACH-001075,-1.7560454982965978
ACH-001096,-1.3522443924834662
ACH-001111,-1.2403990943905367
ACH-001119,-1.3602365112719663
ACH-001128,-0.4960385540893806
ACH-001134,-1.1929587551868792
ACH-001151,-1.2451310708999488
ACH-001163,-1.493357523048514
ACH-001164,-1.1805645939851883
ACH-001183,-1.434193315958595
ACH-001192,-1.5265141145710668
ACH-001193,-1.6141887022415404
ACH-001196,-1.27940076753802
ACH-001197,-1.4475861666415677
ACH-001205,-1.32285654216815
ACH-001211,-1.1738112722585659
ACH-001212,-1.372122879171603
ACH-001228,-1.3936173642241263
ACH-001232,-1.183879799172323
ACH-001239,-1.3595089031865022
ACH-001270,-1.129219731198261
ACH-001274,-1.1795899817451432
ACH-001275,-1.6407704082248165
ACH-001277,-1.4580670122272623
ACH-001278,-1.2546598802599682
ACH-001280,-1.2848636382654686
ACH-001283,-1.3148075370177426
ACH-001289,-1.2813746113818445
ACH-001300,-1.3171570820330945
ACH-001301,-1.3898982087344145
ACH-001302,-1.5913578037611644
ACH-001306,-1.3346013490518176
ACH-001318,-1.471287511339789
ACH-001322,-1.4312833759279704
ACH-001328,-1.2574661936163078
ACH-001332,-1.3856165129095526
ACH-001336,-1.320532323855834
ACH-001346,-1.1931145838696702
ACH-001353,-1.4353697022246108
ACH-001354,-1.9852316865315147
ACH-001367,-1.4970190643185102
ACH-001368,-1.4476569681294638
ACH-001374,-0.979258427917708
ACH-001377,-1.2511600831801757
ACH-001380,-1.3287735271824803
ACH-001391,-1.2723863569612126
ACH-001408,-1.1835260024083374
ACH-001430,-1.5589368024712702
ACH-001431,-1.5183090061814932
ACH-001450,-1.4043569568175571
ACH-001496,-0.9769835822125972
ACH-001500,-1.1930212259857371
ACH-001523,-1.2112436565140572
ACH-001532,-1.4285921998111712
ACH-001550,-1.1836343896784935
ACH-001552,-1.4625408957893975
ACH-001554,-1.388051863802575
ACH-001654,-1.392104406699155
ACH-001735,-1.4811680668257627
ACH-001736,-1.5262382745852614
ACH-001737,-1.7567598195500336
ACH-001740,-1.3260857397893382
ACH-001745,-1.454363401665133
ACH-001765,-1.355792725060017
