,CLTC (1213)
ACH-000207,-1.6115184237134983
ACH-000208,-0.9790744862095986
ACH-000210,-1.306603116684748
ACH-000211,-1.2292390326369005
ACH-000215,-1.1080345707244512
ACH-000221,-0.8776234271649691
ACH-000222,-1.3706876715892151
ACH-000223,-1.3831838384068074
ACH-000226,-1.1410025213511266
ACH-000227,-0.8899059683610673
ACH-000228,-1.20037779965305
ACH-000231,-0.9774123639930232
ACH-000232,-0.5601452032506706
ACH-000233,-1.446350972833184
ACH-000234,-1.25200221203232
ACH-000235,-1.1862272789274741
ACH-000237,-1.1499434089200735
ACH-000238,-1.6590972191511317
ACH-000242,-1.293368920310331
ACH-000243,-1.4048665004321628
ACH-000244,-1.0587994403934986
ACH-000246,-1.0460932488387358
ACH-000248,-1.3739799016922505
ACH-000250,-0.9189248792241826
ACH-000251,-1.187421184870758
ACH-000252,-1.2104545195929743
ACH-000253,-1.0580559236703102
ACH-000255,-0.977120199404064
ACH-000256,-1.395721656162183
ACH-000257,-0.9589681220396477
ACH-000258,-0.8967433187171459
ACH-000259,-0.9833068398068714
ACH-000260,-1.2645908827923569
ACH-000261,-1.3407278217127347
ACH-000262,-1.1959624038537702
ACH-000263,-1.3950894211902816
ACH-000264,-1.3313735566278486
ACH-000265,-0.9200323401888454
ACH-000266,-0.7926000433010559
ACH-000272,-1.0133999055801592
ACH-000274,-0.481520070295215
ACH-000277,-1.2446343490445604
ACH-000278,-1.0879776411693725
ACH-000279,-1.197804232582815
ACH-000280,-1.113256764096638
ACH-000281,-1.286912388332767
ACH-000288,-1.3611649539040618
ACH-000291,-1.1023467084054173
ACH-000293,-1.5321495773506142
ACH-000294,-1.666584700786932
ACH-000295,-1.3612178115744828
ACH-000296,-1.3611507444804667
ACH-000302,-0.9807973902541144
ACH-000304,-1.0141628153373627
ACH-000307,-1.2216957709956608
ACH-000308,-1.495140060468111
ACH-000310,-0.8729354520758341
ACH-000311,-1.0845618570699356
ACH-000312,-0.928146658691271
ACH-000315,-1.3742186451942942
ACH-000316,-1.0944289527170905
ACH-000317,-1.0811254580639635
ACH-000318,-1.4884397060630996
ACH-000319,-1.282159495317006
ACH-000320,-1.1515194273719402
ACH-000322,-1.1953759589646886
ACH-000323,-1.248932846451489
ACH-000324,-1.242314474138843
ACH-000329,-1.0592620815238385
ACH-000330,-1.1663346799240435
ACH-000331,-1.1900843591920411
ACH-000332,-1.0945420446154654
ACH-000334,-1.1373798588794417
ACH-000335,-1.2004506129460175
ACH-000336,-1.0754686069101873
ACH-000337,-1.0358216568303968
ACH-000338,-0.8372256011035627
ACH-000339,-1.2191278608751377
ACH-000341,-0.8791465519431604
ACH-000348,-1.3020027695545908
ACH-000350,-0.9362005891055072
ACH-000352,-1.207605150549866
ACH-000356,-1.3055406134358742
ACH-000361,-1.1480929415407728
ACH-000362,-1.287894859062887
ACH-000363,-1.0731850891341874
ACH-000364,-0.9888254810088309
ACH-000365,-1.2741483197636942
ACH-000366,-1.0843538716815468
ACH-000368,-0.7848993211230554
ACH-000374,-1.2845659257783129
ACH-000375,-1.2250372943918617
ACH-000376,-0.9548316180326054
ACH-000381,-0.8326547388018181
ACH-000383,-1.4801051699846182
ACH-000387,-1.3903687173173758
ACH-000389,-0.9885964767786982
ACH-000390,-1.2827411681838066
ACH-000393,-1.3901076943148307
ACH-000395,-1.2049627029945609
ACH-000396,-0.8392657229853849
ACH-000397,-1.3588056438410012
ACH-000401,-1.1215520000892578
ACH-000402,-1.1720476796622634
ACH-000403,-0.921497446066601
ACH-000404,-1.1874596743329289
ACH-000406,-1.3381241457524102
ACH-000407,-0.8205646421771219
ACH-000408,-1.2945900060797872
ACH-000410,-1.0147909851909729
ACH-000411,-0.998559902191536
ACH-000414,-1.2164012613601722
ACH-000415,-1.3449514867168304
ACH-000416,-1.3291295259631073
ACH-000420,-1.2263482477412355
ACH-000421,-1.1049422061401817
ACH-000424,-0.7111557118391107
ACH-000425,-1.3545823784402489
ACH-000426,-0.9045074119045078
ACH-000427,-1.4050741386072296
ACH-000433,-0.8067383241930157
ACH-000435,-1.4860095431235618
ACH-000436,-1.0449659442865868
ACH-000444,-1.0733815901281
ACH-000445,-1.1049552251048844
ACH-000448,-0.9699137457502224
ACH-000450,-1.1650170907001878
ACH-000452,-1.1753592692989558
ACH-000454,-1.3244514136194308
ACH-000458,-1.1342114022524277
ACH-000459,-1.3928625492376538
ACH-000460,-1.2643740119430154
ACH-000461,-1.2963969522234635
ACH-000463,-0.8677601763767515
ACH-000464,-1.1916718554569796
ACH-000466,-1.290631765931068
ACH-000467,-1.1726694635778756
ACH-000468,-1.3824913317383123
ACH-000469,-1.317192769236078
ACH-000470,-1.4067804894692146
ACH-000471,-1.1221824055302214
ACH-000472,-1.5541910471396436
ACH-000473,-1.168303221829676
ACH-000475,-1.1417967718097441
ACH-000476,-1.149216232712836
ACH-000477,-1.0836737497496616
ACH-000479,-1.0089385089337142
ACH-000480,-1.2509758298359963
ACH-000481,-1.3281223347564486
ACH-000483,-1.320518604690081
ACH-000484,-1.237069085807429
ACH-000485,-1.0702285088414922
ACH-000486,-1.0323872249333628
ACH-000487,-1.3681280645949565
ACH-000488,-1.0797078241434046
ACH-000490,-1.0919732971936589
ACH-000491,-1.3141981502139055
ACH-000495,-1.0568056652897528
ACH-000496,-1.2270849761125284
ACH-000499,-0.982512478689235
ACH-000500,-1.3269706790896032
ACH-000502,-1.1954901709210572
ACH-000503,-1.42344951992391
ACH-000505,-0.8635381134201942
ACH-000507,-1.26738669676246
ACH-000510,-1.11611715024046
ACH-000511,-0.9358818112264722
ACH-000512,-1.1670695794415806
ACH-000516,-1.0305280442923532
ACH-000517,-1.0157334432681486
ACH-000518,-1.410708557745712
ACH-000520,-0.8732516884245735
ACH-000521,-1.2679260529960992
ACH-000522,-0.5474411989691216
ACH-000524,-1.4332400976575967
ACH-000527,-1.2582552279261758
ACH-000528,-1.169235821665799
ACH-000537,-0.8924345196843662
ACH-000541,-1.527319926855842
ACH-000542,-1.2225283007944276
ACH-000544,-1.490915575963113
ACH-000545,-1.0178588444127945
ACH-000547,-1.1859188953721969
ACH-000548,-1.3109280696275651
ACH-000549,-1.2475900751063362
ACH-000550,-1.1186862058487468
ACH-000552,-1.1735842468933804
ACH-000556,-1.1571647478911693
ACH-000557,-1.6094778468756734
ACH-000569,-1.280083855606822
ACH-000570,-1.043641194054173
ACH-000571,-1.0744970523580502
ACH-000573,-1.1635069163980902
ACH-000576,-1.2633180730012807
ACH-000579,-1.2702189796277876
ACH-000580,-1.3419085868357397
ACH-000584,-1.3827756116795615
ACH-000585,-1.3182644887645156
ACH-000588,-1.0303395477201287
ACH-000589,-1.194746749363364
ACH-000591,-1.3593808232003337
ACH-000593,-1.3804032666586683
ACH-000600,-1.112149001961769
ACH-000601,-1.2136179847688024
ACH-000605,-1.144259503280607
ACH-000606,-1.280330058433636
ACH-000608,-1.3285665016445056
ACH-000614,-1.5053347369187442
ACH-000616,-1.1524536303509023
ACH-000618,-1.202517863068972
ACH-000619,-1.3402053729020142
ACH-000620,-1.4378013152282163
ACH-000621,-1.1666271183378512
ACH-000622,-0.8928809304448144
ACH-000623,-1.1241249087541074
ACH-000624,-1.1126875405212506
ACH-000627,-1.326051260918805
ACH-000630,-1.3643914777473902
ACH-000631,-0.7342905080596791
ACH-000632,-1.1579135371921414
ACH-000633,-1.275804567556321
ACH-000637,-0.998021093606108
ACH-000638,-1.2678195712311768
ACH-000646,-1.7043421357282225
ACH-000647,-1.2667586215949078
ACH-000648,-0.9979720525015028
ACH-000649,-1.0818217359840638
ACH-000651,-1.0665060423384076
ACH-000652,-1.0897294576436642
ACH-000653,-1.2176107761470203
ACH-000657,-0.863712257946337
ACH-000658,-1.3901909543612034
ACH-000661,-1.1727829497778264
ACH-000662,-1.163805375114705
ACH-000663,-0.8169898881960606
ACH-000665,-0.8109277537651288
ACH-000671,-0.985241713634066
ACH-000672,-1.0203474505621872
ACH-000673,-1.085013094172346
ACH-000676,-1.2015830334460238
ACH-000677,-0.6344853856164492
ACH-000681,-0.9784174775946154
ACH-000683,-1.3465529656760131
ACH-000684,-0.9661405259026492
ACH-000688,-1.3503774633992367
ACH-000693,-1.1643079606761908
ACH-000694,-1.2857681118661193
ACH-000695,-0.9427914993956334
ACH-000696,-1.0754296707805928
ACH-000697,-1.2177874271367028
ACH-000699,-1.4036580781250283
ACH-000701,-0.9591036561787856
ACH-000706,-1.1982540674087616
ACH-000711,-1.2429933376133422
ACH-000713,-1.1852964325210766
ACH-000714,-1.379974578725487
ACH-000718,-1.1456248737304442
ACH-000720,-1.1512007594883793
ACH-000721,-0.9757618966348142
ACH-000724,-1.5648408071323152
ACH-000725,-0.8493031955560966
ACH-000732,-1.1324282825492935
ACH-000734,-1.0738121450604958
ACH-000735,-1.3810256040923576
ACH-000736,-1.345557651032809
ACH-000738,-0.7322077425167511
ACH-000746,-1.0420360299965978
ACH-000747,-1.3132777206277533
ACH-000748,-0.7629169360112418
ACH-000753,-1.2581374167548258
ACH-000756,-1.1578909247702638
ACH-000757,-1.0132921183425487
ACH-000758,-1.276562990325993
ACH-000760,-0.9825883279704364
ACH-000762,-1.1501646862022783
ACH-000763,-0.9107884764300266
ACH-000764,-1.203018446705275
ACH-000765,-1.3560920928783875
ACH-000766,-1.0618801925182757
ACH-000767,-0.9354177423973494
ACH-000768,-1.2696321568283708
ACH-000769,-1.1982635967304371
ACH-000770,-1.1430811969736572
ACH-000771,-1.1770050597316437
ACH-000773,-1.3285253664942207
ACH-000776,-1.0317749713581692
ACH-000777,-1.1994324271791363
ACH-000778,-1.2888562412427582
ACH-000781,-1.0094227343633642
ACH-000782,-1.2829189721261431
ACH-000783,-1.2100346426154505
ACH-000784,-1.0077218557888148
ACH-000785,-1.1238393609607615
ACH-000787,-0.8532755703259721
ACH-000788,-0.9845552204675077
ACH-000791,-1.0233365587127534
ACH-000792,-0.9521629255801852
ACH-000794,-1.2113110691696083
ACH-000796,-1.3120148232330917
ACH-000798,-0.7537391772812236
ACH-000799,-1.0620502652910926
ACH-000800,-1.3664911082243567
ACH-000802,-1.4505747921246166
ACH-000804,-0.9988010238913012
ACH-000805,-1.1223063844640249
ACH-000809,-1.2940905675803311
ACH-000810,-1.3571256672883325
ACH-000811,-0.7886366823727583
ACH-000817,-1.2748907633396318
ACH-000819,-0.8391546568403494
ACH-000820,-0.9279727348232384
ACH-000821,-1.161610829862045
ACH-000822,-1.4061382480728548
ACH-000823,-1.149920747750713
ACH-000824,-1.1238920629770774
ACH-000827,-1.0345776786037073
ACH-000829,-1.0850307049317731
ACH-000831,-1.3301288265426376
ACH-000832,-1.0663146561759451
ACH-000833,-1.2617467207994335
ACH-000834,-1.1619035064522434
ACH-000835,-0.9303165370793384
ACH-000836,-1.1064589537006275
ACH-000837,-1.3569412626775328
ACH-000838,-1.3385135935220218
ACH-000839,-1.2321811061481007
ACH-000840,-1.1466323654168078
ACH-000841,-1.3738462201198796
ACH-000843,-1.1385478558838742
ACH-000846,-1.2414381432165962
ACH-000847,-1.1105019038521826
ACH-000848,-1.0398813457468117
ACH-000849,-1.552811684674362
ACH-000851,-1.2396038154411635
ACH-000855,-1.0029394741820492
ACH-000856,-1.069616094517024
ACH-000858,-1.2675879017385483
ACH-000859,-1.3988542309773773
ACH-000861,-0.8500213904807624
ACH-000862,-1.2769552886912234
ACH-000865,-0.9689756137984435
ACH-000866,-1.0752370717329982
ACH-000867,-1.3016424702342757
ACH-000869,-1.0142135842633009
ACH-000872,-1.1307594842492106
ACH-000873,-1.2850919420313511
ACH-000876,-1.2942611643048816
ACH-000878,-1.1946906288018346
ACH-000880,-1.172556305377013
ACH-000881,-0.9301618126456064
ACH-000882,-1.1406636136246195
ACH-000884,-1.1006766669990034
ACH-000885,-0.7852857827652235
ACH-000887,-1.2122772838305809
ACH-000889,-1.2541759953993858
ACH-000896,-1.29079993371463
ACH-000898,-1.3697243231478584
ACH-000900,-0.9114832183226655
ACH-000901,-0.7372953509762779
ACH-000905,-1.2121493390502387
ACH-000906,-0.7474129306251115
ACH-000907,-1.3792652810678692
ACH-000910,-1.3357226260542163
ACH-000911,-1.3048386700447727
ACH-000912,-1.002399793946291
ACH-000913,-1.1809816843759116
ACH-000915,-1.1774288323678754
ACH-000916,-1.349042791713146
ACH-000917,-1.1308218636957563
ACH-000920,-1.1308522931124518
ACH-000921,-1.2223275356393346
ACH-000924,-1.1586303148374866
ACH-000926,-1.0506687966725083
ACH-000928,-1.1055142671068687
ACH-000929,-1.0572599046636983
ACH-000932,-0.8871247189336986
ACH-000935,-1.1870345441566263
ACH-000936,-1.1897667005489678
ACH-000937,-1.2001019133879045
ACH-000938,-1.0016271928366374
ACH-000939,-1.5011927338077051
ACH-000941,-0.7791236322571271
ACH-000943,-1.1102346731456212
ACH-000946,-1.3538141698080537
ACH-000947,-0.910438621199006
ACH-000948,-1.0037566528161703
ACH-000950,-1.187479323628926
ACH-000953,-1.254345686164357
ACH-000954,-1.298990098643913
ACH-000957,-1.256152026968777
ACH-000958,-1.2669917576580585
ACH-000960,-1.2707185219895194
ACH-000963,-1.6348788468686992
ACH-000968,-1.1983093410914312
ACH-000969,-1.217994201749175
ACH-000972,-0.9678548761470098
ACH-000973,-1.3472595689516955
ACH-000974,-1.2340339403009062
ACH-000978,-1.3868331496341677
ACH-000984,-1.2165939793040257
ACH-000986,-1.2494206682602205
ACH-000988,-0.7842786796986513
ACH-000993,-1.3171542652057386
ACH-000994,-1.2198432679108953
ACH-000996,-1.0777582723118713
ACH-001001,-1.2343269038439149
ACH-001020,-1.2697307726656473
ACH-001028,-0.9067059436167502
ACH-001031,-1.2393335927284777
ACH-001038,-0.8531237932793272
ACH-001048,-0.8446124018146752
ACH-001050,-0.9350166681443096
ACH-001053,-1.2319970252161714
ACH-001054,-1.0490987942700558
ACH-001061,-1.062527968867645
ACH-001067,-1.137925528930898
ACH-001075,-1.2364433834841178
ACH-001096,-1.1005471884918356
ACH-001111,-1.0622939404975555
ACH-001119,-1.3527468042201871
ACH-001128,-0.9887530536928536
ACH-001134,-1.1854922293908938
ACH-001151,-1.3425936321675296
ACH-001163,-1.2198627159238538
ACH-001164,-1.0447865606799551
ACH-001183,-1.1768205584633122
ACH-001192,-1.1292566725637883
ACH-001193,-1.4453247689667443
ACH-001196,-0.9213534524945662
ACH-001197,-1.3203836106330569
ACH-001205,-0.9030299908319408
ACH-001211,-0.9977294435432046
ACH-001212,-1.1526416300290725
ACH-001228,-1.1264468195833788
ACH-001232,-0.9910213313792416
ACH-001239,-0.9316052257114212
ACH-001270,-1.2263979140579562
ACH-001274,-1.1298710457158827
ACH-001275,-1.0110473600976202
ACH-001277,-0.8801944608409203
ACH-001278,-1.0959041793469757
ACH-001280,-1.0176154985426762
ACH-001283,-0.8672556466637058
ACH-001289,-0.9272843175177182
ACH-001300,-0.7883639136681646
ACH-001301,-1.1381583611833201
ACH-001302,-0.8075739167043919
ACH-001306,-1.0198331858478138
ACH-001318,-1.1989714142697296
ACH-001322,-0.9552890522650636
ACH-001328,-1.2179368648080648
ACH-001332,-1.1087828006773144
ACH-001336,-1.2119886846932102
ACH-001346,-1.3508313900168936
ACH-001353,-1.4415688534007405
ACH-001354,-1.165727001117015
ACH-001367,-1.3139902824826286
ACH-001368,-1.285359422278428
ACH-001374,-1.3603334570613657
ACH-001377,-1.2108509834566965
ACH-001380,-1.2933985090447495
ACH-001391,-0.3478713495503413
ACH-001408,-1.1472602660712397
ACH-001430,-1.2538557005320008
ACH-001431,-0.7535903185575092
ACH-001450,-1.176579157874967
ACH-001496,-0.9447844083038216
ACH-001500,-1.0631057611695838
ACH-001523,-1.358614386146057
ACH-001532,-1.2340750991596925
ACH-001550,-1.3711297438697985
ACH-001552,-1.235524458587749
ACH-001554,-1.1482615819461472
ACH-001654,-1.324371954498256
ACH-001735,-1.4408355965228137
ACH-001736,-1.3465880884668966
ACH-001737,-1.0549235504611558
ACH-001740,-1.2660514315889158
ACH-001745,-1.2337889769134316
ACH-001765,-1.1428193806284557
