,KMT2D (8085)
ACH-000468,-0.4733457923026172
ACH-000469,-0.11189417320200093
ACH-000470,-0.6023863700371159
ACH-000471,-0.9179904564382896
ACH-000472,-0.2387842314321823
ACH-000473,-0.7941354713881008
ACH-000475,-0.5191537196534048
ACH-000476,-0.25873892444170443
ACH-000477,0.11821460554012805
ACH-000479,-0.12730383429655756
ACH-000480,-0.8424587779525314
ACH-000481,-0.4941178128246327
ACH-000483,-0.9009598197766076
ACH-000484,-0.09377513111162193
ACH-000485,-0.2615077007468322
ACH-000486,-0.5586676636539231
ACH-000487,-0.6248545954833504
ACH-000488,-0.4135701444102693
ACH-000490,-0.2677675242346549
ACH-000491,-0.12277140598616615
ACH-000495,-0.5950665832587753
ACH-000496,-0.15469381886731046
ACH-000499,-0.35022028692411483
ACH-000500,-0.24735544883614896
ACH-000502,-0.5513137165873206
ACH-000503,-0.32992217617562475
ACH-000505,-0.4793046802478055
ACH-000507,-0.20672177952082488
ACH-000510,-0.2730882590510144
ACH-000511,-0.3721588675226388
ACH-000512,-0.6522830156008305
ACH-000516,-0.1443446500250639
ACH-000517,-0.4665477729947248
ACH-000518,-0.4914884415254485
ACH-000520,-0.454498033557472
ACH-000521,-0.13468492164651766
ACH-000522,0.003869096171110703
ACH-000524,-0.5215542974224827
ACH-000527,-0.6277840844353629
ACH-000528,-0.5201710959233902
ACH-000537,-0.42100914161131625
ACH-000541,-0.3130225930670809
ACH-000542,-0.3237551968922961
ACH-000544,-0.3450397550961201
ACH-000545,-0.536765154762434
ACH-000547,-0.8209423956099793
ACH-000548,-0.3797443235832096
ACH-000549,-0.3266893810985013
ACH-000550,-0.2614302762304238
ACH-000552,-0.05075426519851937
ACH-000556,-0.3044730665288792
ACH-000557,-0.2990490479710479
ACH-000569,-0.1800889710891066
ACH-000570,-0.07093605689189679
ACH-000571,-0.3590229382270071
ACH-000573,-0.189714793534947
ACH-000576,-0.3802729315112609
ACH-000579,-0.3619622370357937
ACH-000580,-0.6541619340185189
ACH-000584,-0.3604005762551733
ACH-000585,0.04416398495081142
ACH-000588,-0.6444324855842049
ACH-000589,-0.44422659158663147
ACH-000591,-0.28580056565937784
ACH-000593,-0.3127282259727767
ACH-000600,-0.4615791482890071
ACH-000601,-0.3176378048939844
ACH-000605,-0.31718876069476754
ACH-000606,-0.5361625222413622
ACH-000608,-0.3661020429997862
ACH-000614,-0.62370706574258
ACH-000616,-0.19406116203995494
ACH-000618,-0.5285430559711789
ACH-000619,-0.24474416910584035
ACH-000620,-0.4975538200266857
ACH-000621,-0.4419704250606935
ACH-000622,-0.19586234870404468
ACH-000623,-0.4337021304675761
ACH-000624,-0.6806753814412192
ACH-000627,-0.3099858126300667
ACH-000630,-0.9404008482276976
ACH-000631,-0.2587412540731719
ACH-000632,-0.5138944707877987
ACH-000633,-0.9952957680065032
ACH-000637,-0.456448804425593
ACH-000638,-0.2540674263194336
ACH-000646,-0.230656702344017
ACH-000647,-0.3803328114106092
ACH-000648,-0.8568206213620054
ACH-000649,-0.3723419509403741
ACH-000651,-0.33886175176041256
ACH-000652,-0.18886101660065305
ACH-000653,-0.451712096356705
ACH-000657,-0.5492193854098482
ACH-000658,-0.20982821687237746
ACH-000661,-0.2666848015160626
ACH-000662,-0.5797397399251886
ACH-000663,-0.5392530892542907
ACH-000665,-0.2698828870529079
ACH-000671,-0.1225633618945173
ACH-000672,-0.453033444670889
ACH-000673,-0.037934739517015634
ACH-000676,-0.21813667651955235
ACH-000677,-0.4697988341641302
ACH-000681,-0.4629337624160119
ACH-000683,-0.1810227177695614
ACH-000684,-0.5771466835312703
ACH-000688,0.15434119864095108
ACH-000693,-0.14959285270193906
ACH-000694,-0.2074845392009314
ACH-000695,-0.5891415604117057
ACH-000696,-0.17254386677495104
ACH-000697,-0.6042217496813433
ACH-000699,-0.2362115453577077
ACH-000701,-0.5110725212203784
ACH-000706,-0.2611395119384962
ACH-000711,-0.4269504369402106
ACH-000713,-0.17066486628734898
ACH-000714,-0.4796261562275633
ACH-000718,-0.30760137893869777
ACH-000720,-0.08615404980203555
ACH-000721,-0.22535906404146505
ACH-000724,-0.3032002510176803
ACH-000725,-1.0991704808919829
ACH-000732,-0.6165802034587864
ACH-000734,-0.236107839783682
ACH-000735,-0.2567060044083748
ACH-000736,-0.1976848504724653
ACH-000738,-0.3994254342234865
ACH-000746,0.047095148133017226
ACH-000747,-0.3673649743952021
ACH-000748,-0.049689211770984586
ACH-000753,-0.4799013579991878
ACH-000756,-0.5788428317723066
ACH-000757,-0.4143116233833651
ACH-000758,-0.4241401805282634
ACH-000760,-0.5734984232644209
ACH-000762,-0.4901751736176089
ACH-000763,-0.3085963385543737
ACH-000764,-0.686719483448667
ACH-000765,-0.2274095877534445
ACH-000766,-0.5155929634572562
ACH-000767,-0.5936075990339466
ACH-000768,-0.02983428518740432
ACH-000769,0.028703411491089827
ACH-000770,-0.3742807240017613
ACH-000771,-0.6309647061805327
ACH-000773,-0.0949078844242305
ACH-000776,-0.24143496798631664
ACH-000777,-0.16305651789222073
ACH-000778,0.014051047895573168
ACH-000781,-0.3350974438720255
ACH-000782,-0.5338990111999316
ACH-000783,-0.8175167959570485
ACH-000784,-0.2845942187723561
ACH-000785,-0.6162013383352922
ACH-000787,-0.2295892670656809
ACH-000788,-0.4410723942898165
ACH-000791,-0.4271570622475228
ACH-000792,-0.26266399967216497
ACH-000794,-0.4714109850756977
ACH-000796,-0.4243283566242077
ACH-000798,0.08621668913163792
ACH-000799,-0.5094828560198114
ACH-000800,-0.4497502611857363
ACH-000802,-0.14875935222508094
ACH-000804,0.012933403301135892
ACH-000805,-0.4064794192775254
ACH-000809,-0.26709460558070003
ACH-000810,-0.0040116133852731144
ACH-000811,-0.5249268205641623
ACH-000817,0.25532002972484563
ACH-000819,-0.2112070865600352
ACH-000820,-0.16812283621139387
ACH-000821,-0.4515037061702773
ACH-000822,-0.2099426835884672
ACH-000823,-0.18152664224953485
ACH-000824,-0.2103574419886141
ACH-000827,0.1213394032237078
ACH-000829,-0.5674217620239843
ACH-000831,-0.32755760096239595
ACH-000832,-0.6123794048766987
ACH-000833,-0.2460623633168096
ACH-000834,-0.4073706197647611
ACH-000835,-0.3563149503020164
ACH-000836,0.08447122776112011
ACH-000837,-0.040991274385870684
ACH-000838,-0.6841039380824813
ACH-000839,-0.33666584536327426
ACH-000840,-0.4034792787313085
ACH-000841,-0.4615494318013896
ACH-000843,-0.24955320223541866
ACH-000846,-0.4671442160156257
ACH-000847,-0.3226108100395061
ACH-000848,-0.8401243179126321
ACH-000849,-0.3347834904782114
ACH-000851,-0.5687391771840906
ACH-000855,-0.4435164300786839
ACH-000856,-0.3377222109970326
ACH-000858,-0.1856291133104702
ACH-000859,-0.14334416288097854
ACH-000861,-0.1967595997839483
ACH-000862,-0.12567154965716676
ACH-000865,-0.31467081339291725
ACH-000866,-0.38953665919722585
ACH-000867,-0.4473036836345891
ACH-000869,-0.4134949256754444
ACH-000872,-0.2047460984581833
ACH-000873,-0.4813672021859978
ACH-000876,-0.8815732086397615
ACH-000878,-0.4441244533904497
ACH-000880,-0.7069709726318293
ACH-000881,-0.06494665486800495
ACH-000882,-0.557382228740011
ACH-000884,-0.3642358417921343
ACH-000885,-0.3565071819138523
ACH-000887,-0.5097368558020371
ACH-000889,-0.7852854330053715
ACH-000896,-0.7306666534837913
ACH-000898,-0.1552490476450294
ACH-000900,-0.4725659300070572
ACH-000901,-0.26180072263585963
ACH-000905,-0.1481264436128772
ACH-000906,-0.30909707772459016
ACH-000907,-0.4872689917133082
ACH-000910,-0.9206130364457552
ACH-000911,-0.32376416429983035
ACH-000912,-0.7480868419204736
ACH-000913,-0.2577640327648508
ACH-000915,-0.21965672173088704
ACH-000916,-0.4745616642337619
ACH-000917,-0.4571880705835736
ACH-000920,-0.7457544488049832
ACH-000921,-0.3657734750034785
ACH-000924,-0.3514621498336553
ACH-000926,-0.5661214946418633
ACH-000928,-0.4144311211288579
ACH-000929,-0.6032837089582096
ACH-000932,-0.2486925656664546
ACH-000935,-0.14091858545161295
ACH-000936,-0.1130727982107947
ACH-000937,-0.6362931435665601
ACH-000938,-0.8274923695504358
ACH-000939,0.12613821836258665
ACH-000941,-0.4417677596923732
ACH-000943,-0.08783337559594599
ACH-000946,-0.379317507294222
ACH-000947,-0.4003652058666359
ACH-000948,-0.7055877084894587
ACH-000950,-0.2245923423523548
ACH-000953,-0.5253063465068056
ACH-000954,-0.3779098091373952
ACH-000957,0.05957617991941218
ACH-000958,-0.3632348806734389
ACH-000960,-0.8803425263937417
ACH-000963,-0.5009102700461809
ACH-000968,-0.6661682019893658
ACH-000969,-0.22008636755342548
ACH-000972,-0.34009956138871605
ACH-000973,-0.3268068950184124
ACH-000974,-0.40414509252680597
ACH-000978,-0.2082353821265388
ACH-000984,-0.4184784557602952
ACH-000986,-0.21855701902926988
ACH-000988,-0.30438936331430994
ACH-000993,-0.9427530622067176
ACH-000994,-0.34208719840607904
ACH-000996,-0.4021162571662779
ACH-001001,-0.4349759707802246
ACH-001020,-0.4874183085391746
ACH-001028,-0.31680589883790505
ACH-001031,-0.9465373547762852
ACH-001038,-0.4165956195799276
ACH-001048,-0.15480641926847805
ACH-001050,-0.2246996814041169
ACH-001053,-0.8677769922576714
ACH-001054,-0.32147652726615344
ACH-001061,-0.14685124411659614
ACH-001067,0.13089942369646848
ACH-001075,-0.796425489589497
ACH-001096,-0.32516543742797377
ACH-001111,-0.2763702651361982
ACH-001119,-0.2317510271769717
ACH-001128,0.600010903166469
ACH-001134,-0.2666197131209631
ACH-001151,-0.3563616573671517
ACH-001163,-0.28216546077909443
ACH-001164,0.1876203329882249
ACH-001183,-0.7929986815061907
ACH-001192,0.036414683880412704
ACH-001193,-0.5762601110326788
ACH-001196,-0.4836979933977947
ACH-001197,-0.6177522179107579
ACH-001205,-0.3619545423224035
ACH-001211,-0.1142345501053535
ACH-001212,-0.07971699547568828
ACH-001228,-0.7612134241496965
ACH-001232,-0.22397388940018934
ACH-001239,-0.214400784828136
ACH-001270,-0.4291721221656804
ACH-001274,-0.20212473626900648
ACH-001275,-0.24580436218150525
ACH-001277,-0.1658109223877303
ACH-001278,-0.05838825558026212
ACH-001280,-0.2689083065350834
ACH-001283,-0.0106103719041274
ACH-001289,-0.3856118817264488
ACH-001300,-0.8290995815031249
ACH-001301,-0.7755400871003552
ACH-001302,-0.33435842935910354
ACH-001306,-0.2491193328050639
ACH-001318,-1.058506739396815
ACH-001322,-0.13995918646995434
ACH-001328,-0.5532604686809586
ACH-001332,-0.5925741846532044
ACH-001336,-0.4287398930788481
ACH-001346,-0.2803183834612971
ACH-001353,-0.5245777764490253
ACH-001354,-0.24021532209625174
ACH-001367,-0.4759772885538988
ACH-001368,-0.6874449353611958
ACH-001374,-0.5400026106895232
ACH-001377,-0.32003101838214776
ACH-001380,-0.39530780641962254
ACH-001391,-0.39231929999843423
ACH-001408,-0.4869817794464542
ACH-001430,-0.23531884187242416
ACH-001431,0.1529782828600993
ACH-001450,-0.8576474899306796
ACH-001496,-0.4173219291795314
ACH-001500,-0.457310550386057
ACH-001523,-0.878154375621632
ACH-001532,-0.6004206903264067
ACH-001550,-0.023748504362413287
ACH-001552,-0.26242622032070423
ACH-001554,-0.3896082574212181
ACH-001654,-0.30468817391417835
ACH-001735,-0.2326353217315036
ACH-001736,-0.8083762598296363
ACH-001737,-0.4654126859266317
ACH-001740,-0.3125991008568547
ACH-001745,-0.31216694861999683
ACH-001765,-0.2665110647508892
