,GOLGA8N (643699)
ACH-000366,-0.2868870442464825
ACH-000368,-0.3617843879785783
ACH-000374,-0.3341118609058514
ACH-000375,-0.4274720688067712
ACH-000376,-0.3205511049195281
ACH-000381,-0.37438114397968425
ACH-000383,-0.4489783093987088
ACH-000387,-0.35503876907391896
ACH-000389,-0.22531040390847035
ACH-000390,-0.4178985368384816
ACH-000393,-0.453248691542722
ACH-000395,-0.5847350508393548
ACH-000396,-0.30092169727117984
ACH-000397,-0.41173543634638005
ACH-000401,-0.17148742453598628
ACH-000402,-0.2299836943644204
ACH-000403,-0.5260306157746985
ACH-000404,-0.6302629564381673
ACH-000406,-0.2626248610306692
ACH-000407,-0.31175108484599434
ACH-000408,-0.4609057125616872
ACH-000410,-0.2699978268446112
ACH-000411,-0.2998496743547482
ACH-000414,-0.31387583187916723
ACH-000415,-0.4639508771986157
ACH-000416,-0.2987243865301554
ACH-000420,-0.5507626605897321
ACH-000421,-0.3961248003666797
ACH-000424,-0.4738228914366103
ACH-000425,-0.4044071784167056
ACH-000426,-0.4130550703099784
ACH-000427,-0.4346828258500559
ACH-000433,-0.3983471598767163
ACH-000435,-0.420349988673908
ACH-000436,-0.30651264057968003
ACH-000444,-0.4734273447100684
ACH-000445,-0.27506685506169365
ACH-000448,-0.3777071084944065
ACH-000450,-0.3543826633116898
ACH-000452,-0.5033339590307288
ACH-000454,-0.6429980909010489
ACH-000458,-0.3625859659665486
ACH-000459,-0.057902296361977315
ACH-000460,-0.2666211900605392
ACH-000461,-0.421166590362098
ACH-000463,-0.5678404605536023
ACH-000464,-0.4175004280494681
ACH-000466,-0.3002231587480433
ACH-000467,-0.15500839593366642
ACH-000468,-0.411095914313913
ACH-000469,-0.25821104284006224
ACH-000470,-0.5560831924108272
ACH-000471,-0.23681788343321386
ACH-000472,-0.4116457887477107
ACH-000473,-0.426805278110168
ACH-000475,-0.33858018639771625
ACH-000476,-0.5977865624233537
ACH-000477,-0.09624836701048188
ACH-000479,-0.4451575531772088
ACH-000480,-0.3008439212277879
ACH-000481,-0.3448610889717766
ACH-000483,-0.4225175838261334
ACH-000484,-0.4161917022593442
ACH-000485,-0.258701307847358
ACH-000486,-0.4251284231416109
ACH-000487,-0.4143736856918885
ACH-000488,-0.3703909839008901
ACH-000490,-0.5310843221691702
ACH-000491,-0.2847670699845824
ACH-000495,-0.2637137568414273
ACH-000496,-0.3824659469610514
ACH-000499,-0.3540163976739983
ACH-000500,-0.3983437493474138
ACH-000502,-0.35025651671517866
ACH-000503,-0.13871216949567194
ACH-000505,-0.352326382572511
ACH-000507,-0.5404612978451012
ACH-000510,-0.3900877517156717
ACH-000511,-0.3940573855553401
ACH-000512,-0.4285052542231225
ACH-000516,-0.35822343250212785
ACH-000517,-0.3934710300129547
ACH-000518,-0.41378559118216096
ACH-000520,-0.3213766583311472
ACH-000521,-0.5054086778930562
ACH-000522,-0.4733496723371337
ACH-000524,-0.3111762011623979
ACH-000527,-0.2399730217654082
ACH-000528,-0.4643951703813822
ACH-000537,-0.2792922388518804
ACH-000541,-0.6327194996864761
ACH-000542,-0.4054756879342605
ACH-000544,-0.4823179287727121
ACH-000545,-0.5340130544334524
ACH-000547,-0.3827883913439261
ACH-000548,-0.2845969711040144
ACH-000549,-0.5005748451400899
ACH-000550,-0.329126304798096
ACH-000552,-0.3781255002904704
ACH-000556,-0.2880291828225035
ACH-000557,-0.3963765683571137
ACH-000569,-0.7254548602221741
ACH-000570,-0.4803491722307817
ACH-000571,-0.28680095602519984
ACH-000573,-0.2999246453456264
ACH-000576,-0.29311493032092845
ACH-000579,-0.39037814370972745
ACH-000580,-0.2799798546533093
ACH-000584,-0.34221538531273105
ACH-000585,-0.3587411403419109
ACH-000588,-0.3557687600782616
ACH-000589,-0.5063414463612761
ACH-000591,-0.49913423352500397
ACH-000593,-0.40140841924442816
ACH-000600,-0.4119638415442754
ACH-000601,-0.39943346265417495
ACH-000605,-0.3826055976391229
ACH-000606,-0.4244870752251014
ACH-000608,-0.3789161403663587
ACH-000614,-0.4652536970803183
ACH-000616,-0.2017764624113356
ACH-000618,-0.2799969734751082
ACH-000619,-0.516621007143902
ACH-000620,-0.5306848827690257
ACH-000621,-0.2444554342631027
ACH-000622,-0.22106561291562668
ACH-000623,-0.2773768777114714
ACH-000624,-0.42466819607247397
ACH-000627,-0.2200231203584664
ACH-000630,-0.4621775667451335
ACH-000631,-0.6284582073667573
ACH-000632,-0.38080452131582665
ACH-000633,-0.3610320829804312
ACH-000637,-0.2091603683664506
ACH-000638,-0.2863507071094684
ACH-000646,-0.523550255557214
ACH-000647,-0.408489588906484
ACH-000648,-0.4478613206678491
ACH-000649,-0.4419623299485107
ACH-000651,-0.4639520626460217
ACH-000652,-0.41661442121779
ACH-000653,-0.2352477892671557
ACH-000657,-0.3709007879142776
ACH-000658,-0.5326031288869926
ACH-000661,-0.22595675337511326
ACH-000662,-0.536886101931626
ACH-000663,-0.21040011790851176
ACH-000665,-0.3553766896039744
ACH-000671,-0.3275027068811884
ACH-000672,-0.2922060931199218
ACH-000673,-0.4062020808803813
ACH-000676,-0.3425943410872112
ACH-000677,-0.4157294878494752
ACH-000681,-0.2785721754196032
ACH-000683,-0.3090860343359658
ACH-000684,-0.4531246594618559
ACH-000688,-0.31151868288272755
ACH-000693,-0.3357189283896573
ACH-000694,-0.3912147846187083
ACH-000695,-0.3813454256189241
ACH-000696,-0.2547674229263945
ACH-000697,-0.4189146099423887
ACH-000699,-0.2761683447688291
ACH-000701,-0.4644810329481993
ACH-000706,-0.301437619418445
ACH-000711,-0.3615564691944671
ACH-000713,-0.4247471588636499
ACH-000714,-0.3723360070180452
ACH-000718,-0.5541893555358436
ACH-000720,-0.3875747066652935
ACH-000721,-0.5494110393670156
ACH-000724,-0.4073563338805629
ACH-000725,-0.27497925724931305
ACH-000732,-0.43852381850112704
ACH-000734,-0.3807939576869944
ACH-000735,-0.2875103464188569
ACH-000736,-0.3609110360583839
ACH-000738,-0.26604280778121026
ACH-000746,-0.3261341012549478
ACH-000747,-0.3962005516577707
ACH-000748,-0.4305935462391969
ACH-000753,-0.32158460909006537
ACH-000756,-0.389768222411368
ACH-000757,-0.4506508473323116
ACH-000758,-0.4885423933494679
ACH-000760,-0.3702325945781017
ACH-000762,-0.3937814957748389
ACH-000763,-0.22739933415416985
ACH-000764,-0.5566581166198998
ACH-000765,-0.3059919945445643
ACH-000766,-0.3514195768861189
ACH-000767,-0.4465261794455148
ACH-000768,-0.3524649851271935
ACH-000769,-0.3608410108489796
ACH-000770,-0.3193058944609756
ACH-000771,-0.2311743619234761
ACH-000773,-0.4775159675280041
ACH-000776,-0.3625650075127056
ACH-000777,-0.38899208957233294
ACH-000778,-0.4784748435545264
ACH-000781,-0.2735930387014528
ACH-000782,-0.2560499793694583
ACH-000783,-0.2682510204833529
ACH-000784,-0.26143660511885336
ACH-000785,-0.2781731899144251
ACH-000787,-0.37784299283912137
ACH-000788,-0.28728896392997183
ACH-000791,-0.5781504793415521
ACH-000792,-0.22872693087405804
ACH-000794,-0.5238596073234806
ACH-000796,-0.5068625098782965
ACH-000798,-0.16848217793568274
ACH-000799,-0.4555057862276033
ACH-000800,-0.3098441010178072
ACH-000802,-0.5291674821541849
ACH-000804,-0.22472332647753876
ACH-000805,-0.24812712718262706
ACH-000809,-0.3761518372260113
ACH-000810,-0.2229953418993765
ACH-000811,-0.4392580388561781
ACH-000817,-0.4460155963288392
ACH-000819,-0.27318679645665944
ACH-000820,-0.3959702197481704
ACH-000821,-0.511868364087087
ACH-000822,-0.2600942638982187
ACH-000823,-0.3657664010276399
ACH-000824,-0.3760928362969206
ACH-000827,-0.3974724830681699
ACH-000829,-0.28543421014801496
ACH-000831,-0.37099090885548414
ACH-000832,-0.2736905415926973
ACH-000833,-0.19355558793452785
ACH-000834,-0.3809444690506839
ACH-000835,-0.2594714788400751
ACH-000836,-0.4524304519694211
ACH-000837,-0.2665807201556015
ACH-000838,-0.5281594225536483
ACH-000839,-0.5036903003402907
ACH-000840,-0.08423286452341043
ACH-000841,-0.5962985485639712
ACH-000843,-0.27302847988795026
ACH-000846,-0.21738833284035405
ACH-000847,-0.5235947010501565
ACH-000848,-0.4222926121375329
ACH-000849,-0.5355071232420922
ACH-000851,-0.3578231332976646
ACH-000855,-0.4535203887500071
ACH-000856,-0.35402784189239817
ACH-000858,-0.34562708246465085
ACH-000859,-0.42469412572654136
ACH-000861,-0.3407498112549313
ACH-000862,-0.35248714346788657
ACH-000865,-0.38404846494645056
ACH-000866,-0.234267561434998
ACH-000867,-0.3225441665886385
ACH-000869,-0.4950379590016936
ACH-000872,-0.2691142818128824
ACH-000873,-0.2626072820376061
ACH-000876,-0.2599460395652217
ACH-000878,-0.40198057748064187
ACH-000880,-0.3491252638297109
ACH-000881,-0.2963279179634053
ACH-000882,-0.2521554026822845
ACH-000884,-0.3416019665553112
ACH-000885,-0.38940040568895934
ACH-000887,-0.2953193002657869
ACH-000889,-0.5969987165996652
ACH-000896,-0.3589042175417664
ACH-000898,-0.6654949627880323
ACH-000900,-0.29560253476860376
ACH-000901,-0.4184961632420936
ACH-000905,-0.4010745184375259
ACH-000906,-0.4119845782879598
ACH-000907,-0.4065803758832209
ACH-000910,-0.3944542366043794
ACH-000911,-0.5033810311549217
ACH-000912,-0.2125379262993914
ACH-000913,-0.3804048943745841
ACH-000915,-0.2292585220032979
ACH-000916,-0.17113559744154044
ACH-000917,-0.2893316534308734
ACH-000920,-0.4859333888672186
ACH-000921,-0.2402548765934696
ACH-000924,-0.26938574900654755
ACH-000926,-0.4810480650785706
ACH-000928,-0.3464578753764521
ACH-000929,-0.7133582573169074
ACH-000932,-0.2935780702535403
ACH-000935,-0.475323755077384
ACH-000936,-0.5195338379985678
ACH-000937,-0.36136958819986337
ACH-000938,-0.3827634226024227
ACH-000939,-0.4753874016816424
ACH-000941,-0.3903230063493506
ACH-000943,-0.3466909111617527
ACH-000946,-0.3924456198146877
ACH-000947,-0.42450744968560505
ACH-000948,-0.3277762876775978
ACH-000950,-0.29430173727699444
ACH-000953,-0.5663010230527573
ACH-000954,-0.2594553270716105
ACH-000957,-0.2984575866069961
ACH-000958,-0.5728195932063164
ACH-000960,-0.4589709134689532
ACH-000963,-0.386698893211498
ACH-000968,-0.3722656104334892
ACH-000969,-0.5118780573264411
ACH-000972,-0.2360616423969655
ACH-000973,-0.4772651205358597
ACH-000974,-0.5450247790559691
ACH-000978,-0.37271781239463697
ACH-000984,-0.3779818912311276
ACH-000986,-0.3105315307711665
ACH-000988,-0.307674119514953
ACH-000993,-0.3255637823353195
ACH-000994,-0.4346177512198132
ACH-000996,-0.4585868753656962
ACH-001001,-0.2538049917590573
ACH-001020,-0.4092837954472393
ACH-001028,-0.4033346186167211
ACH-001031,-0.29205068265822165
ACH-001038,-0.25225261353114675
ACH-001048,-0.289336915891945
ACH-001050,-0.3596888266780267
ACH-001053,-0.37344603567725104
ACH-001054,-0.2975541416347754
ACH-001061,-0.371604799412792
ACH-001067,-0.37617347151394814
ACH-001075,-0.3659617370757948
ACH-001096,-0.24656798952000544
ACH-001111,-0.15238534635029846
ACH-001119,-0.4376390946793563
ACH-001128,-0.30913486465615764
ACH-001134,-0.4071382526691765
ACH-001151,-0.3928966253072104
ACH-001163,-0.501288614274993
ACH-001164,-0.4531712460585444
ACH-001183,-0.3446300104145559
ACH-001192,-0.21050149272509308
ACH-001193,-0.33380161505175304
ACH-001196,-0.3761092887649123
ACH-001197,-0.3866789017459067
ACH-001205,-0.2218049452413823
ACH-001211,-0.3177706516168408
ACH-001212,-0.3330289139096662
ACH-001228,-0.4299809630360875
ACH-001232,-0.5072968499250716
ACH-001239,-0.305409791980422
ACH-001270,-0.23856801879599415
ACH-001274,-0.4772035854371482
ACH-001275,-0.3961857530467452
ACH-001277,-0.3152440074044424
ACH-001278,-0.3050953254386389
ACH-001280,-0.3315849098239705
ACH-001283,-0.27809650946984044
ACH-001289,-0.22421520989616356
ACH-001300,-0.33422519589482264
ACH-001301,-0.1892673469871761
ACH-001302,-0.03993395853386447
ACH-001306,-0.3549108933985912
ACH-001318,-0.3079363235701477
ACH-001322,-0.4325066782430009
ACH-001328,-0.4695523895608864
ACH-001332,-0.27073974655824873
ACH-001336,-0.3496812289070844
ACH-001346,-0.3793993353005448
ACH-001353,-0.4484234632265913
ACH-001354,-0.31539328714408793
ACH-001367,-0.2526781603933134
ACH-001368,-0.4616265358881865
ACH-001374,-0.4902634577902995
ACH-001377,-0.3931105929067283
ACH-001380,-0.32271549294534235
ACH-001391,-0.4807205710942346
ACH-001408,-0.3370561242912873
ACH-001430,-0.3507357402748882
ACH-001431,-0.4249916430896999
ACH-001450,-0.3294783580726027
ACH-001496,-0.3057887241862029
ACH-001500,-0.4245730237103182
ACH-001523,-0.3174817289115732
ACH-001532,-0.3226607270787194
ACH-001550,-0.42742245353900976
ACH-001552,-0.2237973347214252
ACH-001554,-0.33491576003085416
ACH-001654,-0.3622136351970096
ACH-001735,-0.4033090422046791
ACH-001736,-0.3067655830458114
ACH-001737,-0.6684988039522302
ACH-001740,-0.3333837067855519
ACH-001745,-0.29980238952848
ACH-001765,-0.2753043501393748
