,MT1A (4489)
ACH-000585,-0.11034920522786336
ACH-000588,-0.1985912744035544
ACH-000589,-0.06450087128814047
ACH-000591,-0.14000133273555965
ACH-000593,-0.14610197346447276
ACH-000600,-0.1566961481997864
ACH-000601,-0.18241918108043348
ACH-000605,-0.1172212252398143
ACH-000606,-0.060408399981904
ACH-000608,-0.08108880474437345
ACH-000614,-0.07246936367382731
ACH-000616,-0.22984746079148025
ACH-000618,-0.16795086582727084
ACH-000619,-0.04231982371422402
ACH-000620,-0.14390417889066612
ACH-000621,-0.2922364722379747
ACH-000622,-0.14513275519368155
ACH-000623,-0.08826078387020217
ACH-000624,-0.22033584168388928
ACH-000627,-0.11302949418234758
ACH-000630,-0.22365796023842832
ACH-000631,-0.2979853922113911
ACH-000632,-0.10623840467198377
ACH-000633,-0.07633635874322922
ACH-000637,-0.3870044837109193
ACH-000638,-0.1759276531971189
ACH-000646,-0.08583833422088848
ACH-000647,-0.20540570756418955
ACH-000648,-0.11707240719456292
ACH-000649,-0.14140328112679268
ACH-000651,-0.2695009421288024
ACH-000652,-0.2048852600205232
ACH-000653,-0.07214081022447222
ACH-000657,-0.23867582026116846
ACH-000658,-0.2306094910233234
ACH-000661,-0.2247843154782536
ACH-000662,-0.22760613971254526
ACH-000663,-0.24190213189011395
ACH-000665,0.03977557807748108
ACH-000671,-0.23298058648936384
ACH-000672,-0.1225711671352937
ACH-000673,-0.13562559847707634
ACH-000676,-0.07787313079922227
ACH-000677,-0.17358639338347442
ACH-000681,-0.08650284211865107
ACH-000683,-0.18130071030562392
ACH-000684,-0.17635174123008232
ACH-000688,-0.14850863153846885
ACH-000693,-0.13077112403924446
ACH-000694,-0.14867085181029138
ACH-000695,-0.2629844030855503
ACH-000696,-0.10898938516546533
ACH-000697,-0.3558082316500271
ACH-000699,-0.13518352289525915
ACH-000701,0.036047670919087366
ACH-000706,-0.08657987889285312
ACH-000711,-0.07933959625013384
ACH-000713,-0.19193410472766886
ACH-000714,-0.013743730207213822
ACH-000718,-0.14117188351395907
ACH-000720,-0.22364400834869846
ACH-000721,-0.14078683787543395
ACH-000724,-0.1799212297991048
ACH-000725,-0.4688318291715558
ACH-000732,0.014309274268622246
ACH-000734,-0.06712969432725265
ACH-000735,-0.19351846411358145
ACH-000736,-0.2128510859061042
ACH-000738,-0.3017616470001979
ACH-000746,-0.2639710646751692
ACH-000747,-0.1702757099765783
ACH-000748,-0.06933060597650834
ACH-000753,-0.09672757679068672
ACH-000756,-0.2186152900492105
ACH-000757,-0.11849396591931002
ACH-000758,-0.2864060595864486
ACH-000760,-0.2363164534571123
ACH-000762,-0.08408938136021625
ACH-000763,-0.1948872006807295
ACH-000764,-0.3461182066162316
ACH-000765,-0.04883101447121315
ACH-000766,-0.1026290747160208
ACH-000767,-0.184086946300004
ACH-000768,-0.18471740707841489
ACH-000769,-0.26795254658523776
ACH-000770,-0.25345431930326023
ACH-000771,-0.14389489455286866
ACH-000773,-0.17463733617278138
ACH-000776,-0.09089159397712296
ACH-000777,-0.19765498836041195
ACH-000778,-0.14444433414493055
ACH-000781,-0.015464554719746566
ACH-000782,-0.2760279800057726
ACH-000783,-0.2494175158730442
ACH-000784,-0.04923578396102018
ACH-000785,-0.12450345020372057
ACH-000787,-0.07125875241109082
ACH-000788,-0.10693046967565333
ACH-000791,-0.13249073698845307
ACH-000792,-0.11488646629475455
ACH-000794,-0.13382013399192835
ACH-000796,-0.22430703680087788
ACH-000798,-0.11983948068393732
ACH-000799,-0.038932635728533234
ACH-000800,-0.2589841838912022
ACH-000802,-0.06964997337770949
ACH-000804,-0.2256018870306901
ACH-000805,-0.04753987036964997
ACH-000809,-0.07506634964724403
ACH-000810,0.06438874814775195
ACH-000811,-0.16657100750271514
ACH-000817,-0.5650205700109334
ACH-000819,-0.019367542183960317
ACH-000820,-0.3254529749931108
ACH-000821,-0.15518478426326704
ACH-000822,-0.16742021257656076
ACH-000823,-0.07972795877186699
ACH-000824,-0.23578097429358116
ACH-000827,-0.14501851505158442
ACH-000829,-0.2516689122749344
ACH-000831,-0.1293876289208919
ACH-000832,-0.2305496438432988
ACH-000833,-0.2372553825070493
ACH-000834,-0.07572449689166133
ACH-000835,-0.1862956817095187
ACH-000836,-0.23217164235613996
ACH-000837,-0.022623933055015824
ACH-000838,-0.06536763202672974
ACH-000839,-0.07363224187073726
ACH-000840,-0.20708778908944647
ACH-000841,-0.30714125502311
ACH-000843,-0.41157523438809457
ACH-000846,-0.2948477182578456
ACH-000847,-0.4826893746262748
ACH-000848,-0.06145265053888786
ACH-000849,-0.2595482367238256
ACH-000851,-0.18528607261800248
ACH-000855,-0.1374638732101765
ACH-000856,0.02112560023495453
ACH-000858,-0.15321068182696512
ACH-000859,0.06921646982405577
ACH-000861,-0.2259325292343788
ACH-000862,-0.10998013072175176
ACH-000865,-0.04937718685689056
ACH-000866,-0.07667704464504033
ACH-000867,-0.14505807110280944
ACH-000869,-0.07084776142239588
ACH-000872,-0.1891649648957765
ACH-000873,0.09185956440200807
ACH-000876,-0.06648149690363245
ACH-000878,-0.17772078356665635
ACH-000880,-0.1540265788264727
ACH-000881,-0.08273495849297632
ACH-000882,-0.13785762211473532
ACH-000884,0.013821845909716522
ACH-000885,-0.09294382860598276
ACH-000887,-0.09569263783465487
ACH-000889,-0.17895888832180976
ACH-000896,-0.12709227992496047
ACH-000898,-0.11037589088436082
ACH-000900,-0.055499248896071725
ACH-000901,-0.1534224587953124
ACH-000905,-0.2496720052223346
ACH-000906,-0.1270904398827749
ACH-000907,-0.055505137496120134
ACH-000910,-0.12323215213861913
ACH-000911,-0.06634327897977625
ACH-000912,-0.12824047250992635
ACH-000913,-0.0788605478638662
ACH-000915,-0.10121037908549534
ACH-000916,-0.21650296017045925
ACH-000917,-0.18621049711997056
ACH-000920,0.008644658861701153
ACH-000921,-0.1291591426440099
ACH-000924,-0.20608303727334812
ACH-000926,-0.06940218896603265
ACH-000928,-0.09816348507978616
ACH-000929,-0.10900806530336908
ACH-000932,-0.1655114298564144
ACH-000935,-0.21887990916693456
ACH-000936,-0.12674225169366965
ACH-000937,-0.1156729671862174
ACH-000938,-0.04416897579250925
ACH-000939,-0.21271755809557585
ACH-000941,-0.1015488092026243
ACH-000943,-0.1087406647040823
ACH-000946,-0.14779337460543784
ACH-000947,-0.07050604805412976
ACH-000948,-0.002311065628889397
ACH-000950,-0.1622664445281992
ACH-000953,-0.1966592124101824
ACH-000954,-0.34139745782584546
ACH-000957,-0.013223465451861144
ACH-000958,-0.05934075287090061
ACH-000960,-0.24151000091405744
ACH-000963,-0.3476079010928202
ACH-000968,-0.0985458560757968
ACH-000969,-0.13604226934167127
ACH-000972,-0.24788135930326385
ACH-000973,-0.17525691020925613
ACH-000974,-0.10283405616916416
ACH-000978,-0.15554446120125534
ACH-000984,-0.21028264409078806
ACH-000986,-0.01372347261643641
ACH-000988,-0.1968046944501717
ACH-000993,-0.1909294047356671
ACH-000994,-0.23402735119263726
ACH-000996,-0.010429279904962991
ACH-001001,-0.1667816872727252
ACH-001020,-0.2270073184727848
ACH-001028,-0.03390733772351165
ACH-001031,-0.09881949080734867
ACH-001038,-0.11743723622146338
ACH-001048,-0.004429063962265085
ACH-001050,-0.18778359957602586
ACH-001053,-0.01140617055416152
ACH-001054,-0.2224831241174887
ACH-001061,-0.21187082339354105
ACH-001067,-0.21572263782291892
ACH-001075,-0.15947678040010288
ACH-001096,-0.0693197432735965
ACH-001111,-0.4580580280623282
ACH-001119,-0.06994351958423277
ACH-001128,0.27812386322578736
ACH-001134,-0.08863592457328097
ACH-001151,-0.1818988737857821
ACH-001163,-0.19750130439188635
ACH-001164,-0.15294760146236208
ACH-001183,-0.031951338787950936
ACH-001192,-0.036618531104504456
ACH-001193,-0.17942748737221753
ACH-001196,-0.03487140063078671
ACH-001197,-0.27781902078515625
ACH-001205,-0.2395699604185467
ACH-001211,-0.16661201056709926
ACH-001212,-0.037195376679261455
ACH-001228,-0.16673815856335947
ACH-001232,-0.03525281249370454
ACH-001239,-0.17459963066703085
ACH-001270,-0.12279557371660045
ACH-001274,-0.04338238069759098
ACH-001275,-0.13704942420848215
ACH-001277,-0.08552070820334083
ACH-001278,-0.19485872020191092
ACH-001280,-0.1467579558353304
ACH-001283,-0.2131813188056827
ACH-001289,-0.19623631823947346
ACH-001300,-0.16715090402519156
ACH-001301,-0.08577532849097097
ACH-001302,-0.12497438842132735
ACH-001306,-0.14643928351191418
ACH-001318,-0.15119849133606197
ACH-001322,-0.19514159202767808
ACH-001328,-0.05505757532505668
ACH-001332,-0.20052105433327574
ACH-001336,-0.11475778014520932
ACH-001346,0.001152866274488575
ACH-001353,-0.15470275978740272
ACH-001354,-0.4228166179240085
ACH-001367,-0.08938311186398007
ACH-001368,-0.18228459543065467
ACH-001374,0.09190023725073757
ACH-001377,-0.05904204889476913
ACH-001380,-0.11222832207925733
ACH-001391,-0.19103659224667094
ACH-001408,-0.13748343074849212
ACH-001430,-0.09138376708460076
ACH-001431,0.027834654834305472
ACH-001450,-0.18063239609713952
ACH-001496,0.011014170529440237
ACH-001500,-0.032604495617869086
ACH-001523,-0.12178362222383406
ACH-001532,-0.11172421004450632
ACH-001550,-0.1499762325303198
ACH-001552,-0.1523359566361984
ACH-001554,-0.09900775212721802
ACH-001654,-0.11382940488134992
ACH-001735,-0.3618744398419192
ACH-001736,-0.15114978234769813
ACH-001737,-0.4688998588430793
ACH-001740,0.00933537636167387
ACH-001745,-0.06623753992235577
ACH-001765,-0.2010659590407628
