,GNB2L1 (10399)
ACH-000243,-1.5871205056261857
ACH-000244,-1.2912083425706236
ACH-000246,-1.238932077933626
ACH-000248,-1.6361326540297048
ACH-000250,-1.3411804710965474
ACH-000251,-1.7499072405465224
ACH-000252,-1.4684004437667328
ACH-000253,-1.2241994899862316
ACH-000255,-1.299365765585579
ACH-000256,-1.5508267691981472
ACH-000257,-1.6872649623373497
ACH-000258,-1.7126163102354601
ACH-000259,-1.5296272053094533
ACH-000260,-1.554239324220309
ACH-000261,-1.3912850489791435
ACH-000262,-1.434746482154852
ACH-000263,-1.5888916569670493
ACH-000264,-1.2397612215557954
ACH-000265,-1.5481095476727422
ACH-000266,-1.3303532681202677
ACH-000272,-1.3792128505032413
ACH-000274,-1.4746975308940748
ACH-000277,-1.3828364480758466
ACH-000278,-1.3140006771285464
ACH-000279,-1.3800728206009027
ACH-000280,-1.2524062766762267
ACH-000281,-1.4831939085218204
ACH-000288,-1.3798900213880705
ACH-000291,-1.4262170846346738
ACH-000293,-1.5038345750397988
ACH-000294,-1.5350116403932017
ACH-000295,-1.2908595750617742
ACH-000296,-1.237427416589697
ACH-000302,-1.292544548786387
ACH-000304,-2.4257299335712723
ACH-000307,-1.5856844558184875
ACH-000308,-1.582218830945264
ACH-000310,-1.218740800049087
ACH-000311,-1.3614536888771491
ACH-000312,-1.405307960032521
ACH-000315,-1.503202345640914
ACH-000316,-1.465092386348047
ACH-000317,-1.5788447377791195
ACH-000318,-1.6079983393273027
ACH-000319,-1.5015374691936016
ACH-000320,-1.5169301365333578
ACH-000322,-1.0585537554597728
ACH-000323,-1.5086878517208862
ACH-000324,-1.3844080482748562
ACH-000329,-1.157667637698463
ACH-000330,-1.5272365541321131
ACH-000331,-1.3587046884923524
ACH-000332,-1.3868446070287193
ACH-000334,-1.5949855195652027
ACH-000335,-1.5112627763805648
ACH-000336,-1.3989164738885382
ACH-000337,-1.5169411373046038
ACH-000338,-1.3782147126813982
ACH-000339,-1.3851201099013273
ACH-000341,-2.0835619554206124
ACH-000348,-1.6487393222890925
ACH-000350,-1.509618690210328
ACH-000352,-1.59677111529752
ACH-000356,-1.238437934581355
ACH-000361,-1.2113189411394951
ACH-000362,-1.426415088495025
ACH-000363,-1.1548319935437366
ACH-000364,-1.5659715750497174
ACH-000365,-1.4087363381097773
ACH-000366,-1.4434780149422437
ACH-000368,-1.4648364006502836
ACH-000374,-1.3654814947074696
ACH-000375,-1.4462315780138069
ACH-000376,-1.4305217230174296
ACH-000381,-1.7371226076586117
ACH-000383,-1.3577793886700464
ACH-000387,-1.1646512673512943
ACH-000389,-1.2255765360677413
ACH-000390,-1.4709286643944628
ACH-000393,-1.3629764502629482
ACH-000395,-1.5383139409141935
ACH-000396,-1.3035615843098396
ACH-000397,-1.351352250195569
ACH-000401,-1.4528139582342672
ACH-000402,-0.6782848438665292
ACH-000403,-1.3734336268732008
ACH-000404,-1.140282132063323
ACH-000406,-1.6363947266292689
ACH-000407,-1.4455783383472278
ACH-000408,-1.3728519039451268
ACH-000410,-1.3429903021348617
ACH-000411,-1.1984853200595516
ACH-000414,-1.5216666745324943
ACH-000415,-1.5575126990628103
ACH-000416,-1.3901767907836722
ACH-000420,-1.2548204607307494
ACH-000421,-1.4666222367013473
ACH-000424,-1.4717791402932876
ACH-000425,-1.4488760713405455
ACH-000426,-1.6516626639020908
ACH-000427,-1.0599219810639782
ACH-000433,-1.4477641751748556
ACH-000435,-1.0591857925629948
ACH-000436,-1.9030733177443884
ACH-000444,-1.3107243600749117
ACH-000445,-1.320365668367251
ACH-000448,-1.0204222328709327
ACH-000450,-1.7201750552540933
ACH-000452,-1.3816824447265839
ACH-000454,-1.3709654828205111
ACH-000458,-1.4121550469790238
ACH-000459,-1.4870052618879106
ACH-000460,-1.5301344644930377
ACH-000461,-1.7347278185729098
ACH-000463,-1.1682648315724915
ACH-000464,-1.447208945406964
ACH-000466,-1.6018593096561835
ACH-000467,-1.409135823459058
ACH-000468,-1.2608430734105582
ACH-000469,-1.4571524459486658
ACH-000470,-1.376085727540729
ACH-000471,-1.3802901690269465
ACH-000472,-1.4636538648457031
ACH-000473,-1.584233181597318
ACH-000475,-1.3649167995159421
ACH-000476,-1.5170869111260143
ACH-000477,-1.5666237779707428
ACH-000479,-1.2296533105459524
ACH-000480,-1.3610923501485466
ACH-000481,-1.3052095493708529
ACH-000483,-1.401715689319068
ACH-000484,-1.299310222000791
ACH-000485,-1.4029943485894223
ACH-000486,-1.495360563127489
ACH-000487,-1.6601030371161003
ACH-000488,-1.4937900842774714
ACH-000490,-1.4354799293307898
ACH-000491,-1.5698994319533237
ACH-000495,-0.9933129276310341
ACH-000496,-1.5412378386076948
ACH-000499,-1.7063634681443025
ACH-000500,-1.730580606765607
ACH-000502,-1.4146754594069255
ACH-000503,-1.4462895171813737
ACH-000505,-1.4057225976438263
ACH-000507,-1.1794981161575449
ACH-000510,-1.1861851095690847
ACH-000511,-1.5384198223550276
ACH-000512,-1.2979036618606392
ACH-000516,-1.3047508888246977
ACH-000517,-1.0962888758699314
ACH-000518,-1.5857834264698505
ACH-000520,-1.198349187467067
ACH-000521,-1.4972902675861148
ACH-000522,-1.3942150433292588
ACH-000524,-1.4356767897013467
ACH-000527,-1.4285561746673423
ACH-000528,-1.3347501957807044
ACH-000537,-1.5480616713685438
ACH-000541,-1.8677546009496608
ACH-000542,-1.3274857155940512
ACH-000544,-1.6667913705113402
ACH-000545,-1.659941180886838
ACH-000547,-1.0956204907327567
ACH-000548,-1.4629619473547837
ACH-000549,-1.3702453994446375
ACH-000550,-1.6335111860400917
ACH-000552,-1.4367844504451412
ACH-000556,-1.272854997263418
ACH-000557,-1.6271776625020233
ACH-000569,-1.1538319776424142
ACH-000570,-1.4629615303330503
ACH-000571,-1.2622344913472978
ACH-000573,-1.1949126053801642
ACH-000576,-1.5622762860527166
ACH-000579,-1.4739592766889
ACH-000580,-1.5067462354969854
ACH-000584,-1.2292109586994615
ACH-000585,-1.348479508318971
ACH-000588,-1.6879906766384325
ACH-000589,-1.3355577224436799
ACH-000591,-1.6556705821403068
ACH-000593,-1.3873225029231395
ACH-000600,-1.3387331879077629
ACH-000601,-1.3324727025172454
ACH-000605,-1.3323722724263931
ACH-000606,-1.4205940811998383
ACH-000608,-1.7914173496101402
ACH-000614,-1.5248689264713784
ACH-000616,-1.4078846526041586
ACH-000618,-1.4831404090345244
ACH-000619,-1.5076879929200806
ACH-000620,-1.546908368541564
ACH-000621,-1.155115742386384
ACH-000622,-1.5341074179559062
ACH-000623,-1.4318759975424271
ACH-000624,-1.4231343936245666
ACH-000627,-1.4289495447760177
ACH-000630,-1.6201163040795048
ACH-000631,-1.2618404248306887
ACH-000632,-1.759699303780654
ACH-000633,-1.6292826525871484
ACH-000637,-1.4507892920374048
ACH-000638,-1.2142846670175993
ACH-000646,-1.3964551576967499
ACH-000647,-1.5587023353159757
ACH-000648,-1.6829979485506903
ACH-000649,-1.578681891122289
ACH-000651,-1.3397359002109703
ACH-000652,-1.5460196395138428
ACH-000653,-1.4863438556975592
ACH-000657,-1.5147454150285171
ACH-000658,-1.5452026994851755
ACH-000661,-1.9507047638881627
ACH-000662,-1.2695968589874274
ACH-000663,-1.6426864161252468
ACH-000665,-1.304186059121371
ACH-000671,-1.420252081663636
ACH-000672,-1.5483346350546574
ACH-000673,-1.320877739046872
ACH-000676,-1.4542903728671868
ACH-000677,-1.360418187614012
ACH-000681,-1.459020443209638
ACH-000683,-1.7039636267862568
ACH-000684,-1.7465269798267586
ACH-000688,-1.0806947005254541
ACH-000693,-1.2853954366139315
ACH-000694,-1.3802313564966322
ACH-000695,-1.4174004105841476
ACH-000696,-1.410454782459727
ACH-000697,-1.3187233551265105
ACH-000699,-1.2409236973081927
ACH-000701,-1.3640436022761364
ACH-000706,-1.4053097199416875
ACH-000711,-1.2255640890244328
ACH-000713,-1.5250656731673198
ACH-000714,-1.3970949841836604
ACH-000718,-1.4717416346614034
ACH-000720,-1.5114620521735391
ACH-000721,-1.3341136058049876
ACH-000724,-1.47944701357121
ACH-000725,-1.1824409534895812
ACH-000732,-1.5107779291843217
ACH-000734,-1.483555340631086
ACH-000735,-1.5163217015604364
ACH-000736,-1.5204163014969758
ACH-000738,-1.6699953206735278
ACH-000746,-1.4162402911272822
ACH-000747,-1.2370564477548749
ACH-000748,-1.2375083505185818
ACH-000753,-1.5640090553567592
ACH-000756,-1.3021861547362692
ACH-000757,-1.294715248226245
ACH-000758,-1.4726957439563084
ACH-000760,-1.6369887014090208
ACH-000762,-1.3624375437984129
ACH-000763,-1.304846877044349
ACH-000764,-1.3087143734094941
ACH-000765,-1.679139370809789
ACH-000766,-1.2223583207841462
ACH-000767,-1.4421177233270126
ACH-000768,-1.389316357389094
ACH-000769,-1.4625175064482898
ACH-000770,-1.5179965441289198
ACH-000771,-1.44855573167757
ACH-000773,-1.390256731572477
ACH-000776,-1.5496103339251914
ACH-000777,-1.419362540866257
ACH-000778,-1.5618862495474155
ACH-000781,-1.6993093260454026
ACH-000782,-1.5652778885281902
ACH-000783,-1.4608647600801914
ACH-000784,-1.4908066622183604
ACH-000785,-1.5365004497889303
ACH-000787,-1.5347002373962977
ACH-000788,-1.4772053401244456
ACH-000791,-1.49599317948399
ACH-000792,-1.5932893044262364
ACH-000794,-1.590258682272095
ACH-000796,-1.459838062968222
ACH-000798,-1.5963127163644673
ACH-000799,-1.0629674447613848
ACH-000800,-1.49927418501095
ACH-000802,-1.6462107397984622
ACH-000804,-1.8432469683614032
ACH-000805,-1.589245959910933
ACH-000809,-1.4254840660615438
ACH-000810,-1.4870453798108971
ACH-000811,-1.2089122104194057
ACH-000817,-1.4504144862206174
ACH-000819,-1.3549981211367916
ACH-000820,-1.31104506341475
ACH-000821,-1.56442485695259
ACH-000822,-1.2885679608159606
ACH-000823,-1.3990423427320076
ACH-000824,-1.3983493229469524
ACH-000827,-1.6096824641794971
ACH-000829,-1.2692566781075874
ACH-000831,-1.2483801513251245
ACH-000832,-1.5093557064782472
ACH-000833,-1.528293964652907
ACH-000834,-1.4748839112470733
ACH-000835,-1.4272258226481789
ACH-000836,-1.359395575129157
ACH-000837,-1.4718351489744093
ACH-000838,-1.0867749346018696
ACH-000839,-1.5405800571803463
ACH-000840,-1.4712109004723444
ACH-000841,-1.4844804109541077
ACH-000843,-1.531338774694324
ACH-000846,-1.4691336990098234
ACH-000847,-1.4302396475819494
ACH-000848,-1.5533797609908686
ACH-000849,-1.4726558487093866
ACH-000851,-1.4102525817550968
ACH-000855,-1.4578284540150857
ACH-000856,-1.7320772559799311
ACH-000858,-1.3888008983325315
ACH-000859,-1.4224702135427263
ACH-000861,-1.7564435502617504
ACH-000862,-1.4938958769842987
ACH-000865,-1.2890073558293842
ACH-000866,-1.4696773751666987
ACH-000867,-1.3207674236685607
ACH-000869,-1.6470845296245868
ACH-000872,-1.3988410852683448
ACH-000873,-1.4049458696294148
ACH-000876,-1.5876679609890318
ACH-000878,-1.5745517479518394
ACH-000880,-1.2624747000456804
ACH-000881,-1.5322402182314556
ACH-000882,-1.567682040415305
ACH-000884,-1.5281480341839462
ACH-000885,-1.2784905320211566
ACH-000887,-1.5068567689561632
ACH-000889,-1.486295400222809
ACH-000896,-1.6890768570326962
ACH-000898,-1.3931606274235129
ACH-000900,-1.2377115469910949
ACH-000901,-1.4191848029152958
ACH-000905,-1.2864599644751271
ACH-000906,-1.4973189295249272
ACH-000907,-1.3517374976904857
ACH-000910,-1.3763969409251091
ACH-000911,-1.3587370563393202
ACH-000912,-1.5481726908669475
ACH-000913,-1.6775185132810937
ACH-000915,-1.3658513217224706
ACH-000916,-1.2463919134173655
ACH-000917,-1.3088105462891426
ACH-000920,-1.2378708947983388
ACH-000921,-1.203028086232895
ACH-000924,-1.25078898677344
ACH-000926,-1.3596758312909318
ACH-000928,-1.302711362017968
ACH-000929,-1.571084221380499
ACH-000932,-1.4230707251265389
ACH-000935,-1.5203516612324766
ACH-000936,-1.633172447774084
ACH-000937,-1.5668375783490962
ACH-000938,-1.6173186789618723
ACH-000939,-1.4901693891956898
ACH-000941,-1.0903230994817714
ACH-000943,-1.4086034599639237
ACH-000946,-1.439756609765528
ACH-000947,-1.2473661410748658
ACH-000948,-1.5359011684211972
ACH-000950,-1.6923260923538093
ACH-000953,-1.3348200296955586
ACH-000954,-1.2175978953650353
ACH-000957,-1.2939477373997483
ACH-000958,-1.2174175553138806
ACH-000960,-1.354095212839376
ACH-000963,-1.4050007586417697
ACH-000968,-1.872646607781518
ACH-000969,-1.2906748835629962
ACH-000972,-1.266569611574299
ACH-000973,-1.5263489367233145
ACH-000974,-1.2797145729414388
ACH-000978,-1.2904296820094694
ACH-000984,-1.3641845214541666
ACH-000986,-1.5276041105896794
ACH-000988,-1.6136347103306412
ACH-000993,-0.8970201688173695
ACH-000994,-1.9079587027231082
ACH-000996,-1.1466611039512231
ACH-001001,-1.259586506832268
ACH-001020,-1.3107117875394303
ACH-001028,-1.261579703387557
ACH-001031,-1.8465625895788584
ACH-001038,-1.2559136520237602
ACH-001048,-1.4986999742008242
ACH-001050,-1.533286876279583
ACH-001053,-1.5882194784999466
ACH-001054,-1.373687520736083
ACH-001061,-1.4396062704872536
ACH-001067,-1.188298904835637
ACH-001075,-1.5736698545530703
ACH-001096,-1.3784680542124776
ACH-001111,-1.3461962977534023
ACH-001119,-1.7290908069469713
ACH-001128,-1.6553596155547825
ACH-001134,-1.3994602298996264
ACH-001151,-1.1626471485924061
ACH-001163,-0.8973764706891904
ACH-001164,-1.4079227939838173
ACH-001183,-1.4637042913788316
ACH-001192,-1.5495757198432596
ACH-001193,-1.5450635818030731
ACH-001196,-1.635730803939076
ACH-001197,-1.2978509003749017
ACH-001205,-1.5051774611141118
ACH-001211,-1.4295885074959802
ACH-001212,-1.2507022476804472
ACH-001228,-1.7157743076714245
ACH-001232,-1.5714104578482329
ACH-001239,-1.492075175887814
ACH-001270,-1.3469615738968996
ACH-001274,-1.3763149777111743
ACH-001275,-1.3720398244990686
ACH-001277,-1.3136648201423424
ACH-001278,-1.4946347030970308
ACH-001280,-1.2160847256189171
ACH-001283,-1.3986304273789485
ACH-001289,-1.551453437514397
ACH-001300,-1.6368007730808818
ACH-001301,-1.4114045331542286
ACH-001302,-1.2718142904386178
ACH-001306,-1.3116898760539453
ACH-001318,-1.6046252031987016
ACH-001322,-1.4273448748019937
ACH-001328,-1.6001843967330325
ACH-001332,-1.3796292451463517
ACH-001336,-1.4624219602139104
ACH-001346,-1.502126337236089
ACH-001353,-1.5616348679014374
ACH-001354,-1.6936525380567466
ACH-001367,-1.6573722525717733
ACH-001368,-1.3610613050514018
ACH-001374,-1.2011618799458263
ACH-001377,-1.350818966860822
ACH-001380,-1.3261081332333229
ACH-001391,-1.01204188835947
ACH-001408,-1.5570304445298604
ACH-001430,-1.3154644209709008
ACH-001431,-1.2920481357122735
ACH-001450,-1.357119068921634
ACH-001496,-1.4229551171833807
ACH-001500,-1.4159840311656966
ACH-001523,-1.753370139380004
ACH-001532,-1.4386849334427465
ACH-001550,-1.6108884045682186
ACH-001552,-1.5985544931875861
ACH-001554,-1.4253959777217806
ACH-001654,-1.4960406149298455
ACH-001735,-1.4818091397214348
ACH-001736,-1.5912373140932985
ACH-001737,-1.2305572067630612
ACH-001740,-1.9344234890166665
ACH-001745,-1.6261977589089245
ACH-001765,-1.347581303980483
