,HLA-G (3135)
ACH-000252,-0.23535344623090454
ACH-000253,-0.09779516712154797
ACH-000255,-0.10096583868976944
ACH-000256,-0.11684146077261467
ACH-000257,0.03473162024833189
ACH-000258,-0.3349752135450197
ACH-000259,-0.1411640612228181
ACH-000260,-0.17789932863988087
ACH-000261,-0.02872121079428757
ACH-000262,0.051981943160652515
ACH-000263,-0.15052872402272185
ACH-000264,-0.12385820279967802
ACH-000265,-0.14411261063308264
ACH-000266,-0.2012647781272752
ACH-000272,-0.2046650364316984
ACH-000274,-0.23743653368990897
ACH-000277,-0.08737499901946325
ACH-000278,-0.11664585422546472
ACH-000279,-0.21584642593056352
ACH-000280,-0.3215702512753765
ACH-000281,-0.2005384218422624
ACH-000288,-0.08549876676275035
ACH-000291,-0.06649290656133414
ACH-000293,-0.09642688865443834
ACH-000294,-0.0902115211321291
ACH-000295,-0.1063302752092386
ACH-000296,-0.027482968405083463
ACH-000302,-0.14712550277782982
ACH-000304,-0.04046263448546439
ACH-000307,-0.15222858498080033
ACH-000308,-0.10289402693765788
ACH-000310,-0.20322156214499007
ACH-000311,-0.20472724505798615
ACH-000312,-0.06550457659316486
ACH-000315,-0.29579716065068584
ACH-000316,-0.2042362058471719
ACH-000317,-0.2062051945599641
ACH-000318,-0.21410713680302013
ACH-000319,-0.09899662977375616
ACH-000320,0.009319269554591343
ACH-000322,-0.03911345995477785
ACH-000323,-0.009452492797542568
ACH-000324,-0.08688389190044939
ACH-000329,-0.20231706577102976
ACH-000330,-0.21435239783909407
ACH-000331,-0.2658923069333591
ACH-000332,-0.1943256590502301
ACH-000334,-0.07088538846762382
ACH-000335,-0.11363146635329073
ACH-000336,0.0279576639921125
ACH-000337,0.018795555109839008
ACH-000338,-0.014822916928449744
ACH-000339,-0.1156001322658704
ACH-000341,-0.14812772353116346
ACH-000348,-0.10005638572187933
ACH-000350,-0.0910727601509149
ACH-000352,-0.08089934617416349
ACH-000356,-0.2438505550617347
ACH-000361,-0.3811511153545724
ACH-000362,-0.3051368556472627
ACH-000363,-0.07990259657165599
ACH-000364,-0.11096743109817893
ACH-000365,-0.0755026507824206
ACH-000366,-0.10922257584106944
ACH-000368,-0.1825989730663678
ACH-000374,-0.4312126286176848
ACH-000375,-0.07458738500508111
ACH-000376,-0.1622636590445776
ACH-000381,-0.30598139664691404
ACH-000383,-0.18663065753767544
ACH-000387,-0.08769207352556728
ACH-000389,-0.3283219957501685
ACH-000390,-0.14590380256399668
ACH-000393,-0.26802624471608616
ACH-000395,-0.4226759466565054
ACH-000396,-0.27935903381815885
ACH-000397,-0.16904017293089862
ACH-000401,-0.0850012465351096
ACH-000402,-0.28086521613059073
ACH-000403,-0.15236565734797552
ACH-000404,-0.5017142935309568
ACH-000406,-0.3713525351182943
ACH-000407,-0.003861547612014079
ACH-000408,-0.19687967188029595
ACH-000410,-0.1067234515624266
ACH-000411,0.055504793690793176
ACH-000414,-0.2383887121312525
ACH-000415,-0.22470585234462975
ACH-000416,-0.10286658175068394
ACH-000420,-0.1019673539810938
ACH-000421,-0.13095036071970964
ACH-000424,-0.10260431856955964
ACH-000425,-0.08519404345248935
ACH-000426,-0.17938799517886142
ACH-000427,-0.12932215586521098
ACH-000433,-0.06479716231330065
ACH-000435,0.209398929100034
ACH-000436,-0.10688142879958623
ACH-000444,-0.17340156474216628
ACH-000445,-0.16787663168006367
ACH-000448,-0.2069592123790479
ACH-000450,0.07081578670494527
ACH-000452,-0.07748618957408976
ACH-000454,-0.3876937026675377
ACH-000458,-0.07984799542365742
ACH-000459,-0.08303160900045496
ACH-000460,-0.17540744951618015
ACH-000461,-0.165627786500657
ACH-000463,-0.1768704004397219
ACH-000464,-0.0910765295809662
ACH-000466,-0.2128111816391908
ACH-000467,-0.11891497250630499
ACH-000468,-0.2617872369154994
ACH-000469,-0.036560142821433085
ACH-000470,-0.3241312495033904
ACH-000471,-0.18194128098418816
ACH-000472,-0.11409473842598347
ACH-000473,-0.167566207613362
ACH-000475,-0.10495224088724106
ACH-000476,-0.00800555018773413
ACH-000477,-0.10560337049885683
ACH-000479,-0.5221784297492041
ACH-000480,-0.21307321612362373
ACH-000481,-0.08339022681315945
ACH-000483,-0.17200032720086286
ACH-000484,-0.1678660963921608
ACH-000485,-0.09471809297699756
ACH-000486,-0.15598513153441873
ACH-000487,-0.16343713661404427
ACH-000488,-0.06100892898019536
ACH-000490,-0.1943642691841304
ACH-000491,-0.22115149886397914
ACH-000495,-0.11963805298425002
ACH-000496,-0.2042208664864001
ACH-000499,0.10530988310668657
ACH-000500,-0.15441491768071922
ACH-000502,-0.18153156910906385
ACH-000503,-0.5129621741022146
ACH-000505,-0.14784942805435736
ACH-000507,-0.21426831470154226
ACH-000510,-0.2105906762448285
ACH-000511,-0.2140801499911778
ACH-000512,-0.32888755304500833
ACH-000516,-0.2208057923958341
ACH-000517,-0.1360715587640578
ACH-000518,-0.2445167387292397
ACH-000520,-0.06013128812553525
ACH-000521,-0.4129239370318077
ACH-000522,-0.07511493792170834
ACH-000524,-0.33402617268553864
ACH-000527,-0.13524728903259078
ACH-000528,-0.13511819204523678
ACH-000537,-0.3114620546792749
ACH-000541,-0.1158868162842496
ACH-000542,-0.22858704566135085
ACH-000544,-0.3093227695410569
ACH-000545,-0.0021461459040536548
ACH-000547,-0.09757506957792822
ACH-000548,-0.2133489819405026
ACH-000549,-0.2586301533092246
ACH-000550,-0.2424420221621899
ACH-000552,-0.08742725072956002
ACH-000556,-0.1124787865247668
ACH-000557,-0.18971904492696792
ACH-000569,-0.17217906391107765
ACH-000570,-0.18505856727307085
ACH-000571,-0.17163128735055294
ACH-000573,-0.2232806509966042
ACH-000576,-0.16838833422813654
ACH-000579,0.0919015596344826
ACH-000580,-0.23377277228976914
ACH-000584,-0.1901029623511286
ACH-000585,-0.16503518350711616
ACH-000588,-0.3035981029628521
ACH-000589,-0.2018817332584339
ACH-000591,-0.171916261478771
ACH-000593,0.03789032521014178
ACH-000600,-0.2775002695140757
ACH-000601,-0.0930408842929915
ACH-000605,-0.2642155107444922
ACH-000606,-0.20117460324989728
ACH-000608,-0.14052269776004822
ACH-000614,-0.061563576431565764
ACH-000616,-0.041090367572263135
ACH-000618,-0.2652871048473661
ACH-000619,-0.1792297089248482
ACH-000620,-0.13060191471514754
ACH-000621,-0.0918303661318666
ACH-000622,-0.26974509852761475
ACH-000623,-0.2656671253719337
ACH-000624,-0.07769169413403725
ACH-000627,-0.20461813750017574
ACH-000630,-0.26111820403081626
ACH-000631,-0.16968211331094926
ACH-000632,-0.1449123527087455
ACH-000633,-0.09010311021141758
ACH-000637,-0.17229939962942362
ACH-000638,-0.2146576544158179
ACH-000646,-0.2219278638521516
ACH-000647,0.02336073582719591
ACH-000648,-0.1380690110976262
ACH-000649,-0.2821244256705694
ACH-000651,-0.1676198851994599
ACH-000652,-0.24795943483790706
ACH-000653,-0.19222955495675287
ACH-000657,-0.2228973406392421
ACH-000658,-0.2824261724485531
ACH-000661,-0.2482029324461321
ACH-000662,-0.04802138757893072
ACH-000663,-0.037070557402532935
ACH-000665,-0.1802434277195638
ACH-000671,-0.12831907941634418
ACH-000672,-0.15925845780469894
ACH-000673,-0.18343471053610536
ACH-000676,-0.1569751356855448
ACH-000677,-0.04283870911137391
ACH-000681,-0.2507061309916933
ACH-000683,-0.17471832613263974
ACH-000684,-0.18849332801440302
ACH-000688,-0.3221800333460472
ACH-000693,-0.10537032696626313
ACH-000694,-0.16407453442092454
ACH-000695,-0.5777292724109399
ACH-000696,-0.09941666760113238
ACH-000697,0.0734659054595186
ACH-000699,-0.13960645697999072
ACH-000701,-0.07777600455764856
ACH-000706,-0.18577317626702808
ACH-000711,-0.1225985797853501
ACH-000713,-0.1710256318593438
ACH-000714,-0.08590258507404509
ACH-000718,-0.05444985761601186
ACH-000720,-0.3005590521249951
ACH-000721,-0.35655238651635296
ACH-000724,-0.4751682771608122
ACH-000725,-0.2549901853830073
ACH-000732,-0.09960858771051764
ACH-000734,-0.17421498588543935
ACH-000735,-0.11198765274560607
ACH-000736,-0.15690352384956482
ACH-000738,-0.17172430964862975
ACH-000746,-0.2141780033120802
ACH-000747,-0.07684077182862974
ACH-000748,-0.12902411329930435
ACH-000753,-0.21959974340088084
ACH-000756,-0.2583719736568392
ACH-000757,-0.04899694107528126
ACH-000758,0.11740902879561882
ACH-000760,-0.1199578968862408
ACH-000762,-0.1987546412057396
ACH-000763,-0.3059778264082309
ACH-000764,-0.289620911232184
ACH-000765,-0.05142500087747488
ACH-000766,-0.18092940036598654
ACH-000767,-0.16730737810607565
ACH-000768,-0.133210902829533
ACH-000769,-0.23428049347276955
ACH-000770,-0.24717508279229544
ACH-000771,-0.12434084810790964
ACH-000773,-0.24710902353571465
ACH-000776,-0.24234295388415555
ACH-000777,-0.1642177346178085
ACH-000778,-0.17763032141179186
ACH-000781,-0.16678914599964698
ACH-000782,-0.13048403531170286
ACH-000783,-0.18282597717320875
ACH-000784,-0.14057566968297178
ACH-000785,-0.2012793995477472
ACH-000787,-0.12089652955543853
ACH-000788,-0.2657686640060043
ACH-000791,-0.21237493300429575
ACH-000792,-0.1752559432180269
ACH-000794,-0.057943108384566476
ACH-000796,-0.17166389362261578
ACH-000798,-0.3787556520235007
ACH-000799,0.008238579769899317
ACH-000800,-0.2847422233913293
ACH-000802,-0.1542551642589092
ACH-000804,-0.03171313857517941
ACH-000805,-0.1485123074822271
ACH-000809,-0.2863490956524991
ACH-000810,-0.13970584037349326
ACH-000811,-0.22238854619816129
ACH-000817,-0.16934428725208162
ACH-000819,-0.018086491007073963
ACH-000820,-0.0873510526997158
ACH-000821,-0.26389117913523863
ACH-000822,-0.17926820952936634
ACH-000823,-0.2710564248670982
ACH-000824,-0.186735850524888
ACH-000827,-0.25048786447925364
ACH-000829,-0.038409877871202217
ACH-000831,-0.1811990769902655
ACH-000832,-0.16441108004378044
ACH-000833,-0.2413204710963077
ACH-000834,-0.21768684647857428
ACH-000835,-0.19125177747860334
ACH-000836,-0.07264171444682223
ACH-000837,-0.15755678914662816
ACH-000838,-0.18322377887781474
ACH-000839,-0.09396378086209184
ACH-000840,-0.3591083805865284
ACH-000841,-0.347141442182738
ACH-000843,-0.22776951626839725
ACH-000846,-0.06946552216660097
ACH-000847,-0.2780125274089948
ACH-000848,-0.2638190362502944
ACH-000849,-0.1946328070429002
ACH-000851,-0.23312019329775416
ACH-000855,-0.39358838946193947
ACH-000856,-0.1773264703437554
ACH-000858,-0.12848780783534505
ACH-000859,-0.06586159938680146
ACH-000861,-0.3722567907522424
ACH-000862,-0.2825721097432245
ACH-000865,-0.24601391469668765
ACH-000866,-0.1917353811604346
ACH-000867,-0.12356756267170038
ACH-000869,-0.18158248934740615
ACH-000872,-0.09411654352343182
ACH-000873,-0.10488910255746092
ACH-000876,-0.29477967298319685
ACH-000878,-0.019948107433166683
ACH-000880,-0.04201760358049688
ACH-000881,-0.11220023641053999
ACH-000882,-0.2889202100662068
ACH-000884,0.016507065072663384
ACH-000885,-0.11637279654728268
ACH-000887,-0.10599923824014026
ACH-000889,-0.4338880835946413
ACH-000896,-0.07903658786968297
ACH-000898,-0.05530267437385237
ACH-000900,0.05482231145906009
ACH-000901,-0.10796240550345272
ACH-000905,-0.2181345193389769
ACH-000906,-0.1262501710949423
ACH-000907,0.049607422909028635
ACH-000910,-0.09599778785147407
ACH-000911,-0.13046521521665927
ACH-000912,-0.07255110242007087
ACH-000913,-0.2299262408635486
ACH-000915,-0.00851873004849963
ACH-000916,0.10069532508027153
ACH-000917,-0.1531753709928467
ACH-000920,-0.14019337155720613
ACH-000921,-0.16020425108479194
ACH-000924,-0.01793723617994525
ACH-000926,-0.3366885742639061
ACH-000928,-0.11240834149219134
ACH-000929,-0.12989912534145856
ACH-000932,-0.1393846067123855
ACH-000935,-0.04723914345382228
ACH-000936,-0.2443626533432517
ACH-000937,-0.23010415192229694
ACH-000938,-0.12447989240662707
ACH-000939,-0.18405253163553625
ACH-000941,-0.18691131769385808
ACH-000943,-0.14743591907935755
ACH-000946,-0.10654207906246088
ACH-000947,-0.19372037524995708
ACH-000948,-0.16102190208025194
ACH-000950,0.005169102251896458
ACH-000953,-0.14664209116665158
ACH-000954,-0.05320094607565317
ACH-000957,-0.18320826604345314
ACH-000958,-0.15045256239499805
ACH-000960,-0.3149567798326584
ACH-000963,-0.12900817988543942
ACH-000968,-0.04954520011877614
ACH-000969,-0.049901904745446264
ACH-000972,-0.182037592998841
ACH-000973,-0.23756123208470745
ACH-000974,-0.1349879216715148
ACH-000978,-0.21812059967180566
ACH-000984,-0.07430356012865033
ACH-000986,-0.0907123694053662
ACH-000988,-0.1850733408276012
ACH-000993,-0.09031413789164808
ACH-000994,-0.05149316367972216
ACH-000996,-0.14343842994011574
ACH-001001,-0.11561685492632902
ACH-001020,-0.10948334668731814
ACH-001028,-0.10248227341598767
ACH-001031,-0.1636514756356746
ACH-001038,-0.11788208153329448
ACH-001048,-0.1708148640178103
ACH-001050,-0.20036685993173947
ACH-001053,0.046040175017561934
ACH-001054,-0.4051449692773726
ACH-001061,-0.19024326427236496
ACH-001067,-0.004393319409305064
ACH-001075,-0.29411153859828504
ACH-001096,-0.12366536368707842
ACH-001111,-0.07155883651046968
ACH-001119,0.06266609058734479
ACH-001128,-0.04898309068281087
ACH-001134,-0.21931554704120565
ACH-001151,-0.2059764352547282
ACH-001163,-0.0958110636631829
ACH-001164,-0.2540994760939518
ACH-001183,-0.08067278626427156
ACH-001192,-0.1617396399384392
ACH-001193,0.022656738766516086
ACH-001196,-0.17963917839383842
ACH-001197,-0.2243200795493284
ACH-001205,-0.20982724810214973
ACH-001211,-0.2289238996986191
ACH-001212,0.016328561053568388
ACH-001228,-0.15898195275173208
ACH-001232,-0.2863596659896956
ACH-001239,-0.21767526800548487
ACH-001270,-0.2762498853167652
ACH-001274,-0.1693223923048319
ACH-001275,-0.10733197456393936
ACH-001277,0.0393654647463098
ACH-001278,-0.3718470183644632
ACH-001280,-0.21616001959456288
ACH-001283,-0.2141253958561513
ACH-001289,-0.16638583572179252
ACH-001300,-0.13743760696581828
ACH-001301,-0.1114302473972975
ACH-001302,-0.2486655562580841
ACH-001306,-0.13685514213421296
ACH-001318,-0.14892485691929075
ACH-001322,-0.0948601256241933
ACH-001328,-0.13563481115552622
ACH-001332,0.1414567215875693
ACH-001336,-0.08739528699073715
ACH-001346,-0.14304067141009458
ACH-001353,-0.12285494736365785
ACH-001354,-0.13261096202727804
ACH-001367,-0.36246649329241387
ACH-001368,-0.15291224062398895
ACH-001374,0.1336577782747846
ACH-001377,-0.2400612623388864
ACH-001380,-0.08663930879948456
ACH-001391,-0.20794638653786
ACH-001408,-0.17625998888664976
ACH-001430,-0.5334859728397486
ACH-001431,-0.13286876442777873
ACH-001450,-0.035937250913910423
ACH-001496,-0.04629784247791938
ACH-001500,-0.10423645590541457
ACH-001523,-0.10327122605718396
ACH-001532,-0.11323208090667272
ACH-001550,-0.2826383855421328
ACH-001552,-0.11300183038021087
ACH-001554,-0.23544335415126194
ACH-001654,-0.13160725524742195
ACH-001735,-0.27989344621777074
ACH-001736,-0.0019211888415389465
ACH-001737,-0.4477360608569762
ACH-001740,-0.15587387435363145
ACH-001745,-0.124767356303615
ACH-001765,-0.4072397186166484
