,RXRA (6256)
ACH-000339,-0.14326279962193889
ACH-000341,-0.1149995151292588
ACH-000348,-0.1215567657043398
ACH-000350,-0.469339869669385
ACH-000352,-0.39174349963985466
ACH-000356,-0.1285540114284676
ACH-000361,-0.2550444897724833
ACH-000362,-0.11536300275683566
ACH-000363,-0.1656850167608572
ACH-000364,-0.025781556200793417
ACH-000365,-0.19502226509402354
ACH-000366,-0.19814919471731549
ACH-000368,0.1241730449790945
ACH-000374,-0.07054099584959317
ACH-000375,-0.22219491959257115
ACH-000376,-0.2857792896283076
ACH-000381,-0.32386801079899585
ACH-000383,-0.22452746565624365
ACH-000387,-0.08461097619696256
ACH-000389,-0.3194906470810769
ACH-000390,-0.3519540618252151
ACH-000393,-0.14994517827746362
ACH-000395,-0.8028580179627175
ACH-000396,-0.3864505235294797
ACH-000397,-0.2960585956311007
ACH-000401,0.13864570795910602
ACH-000402,-0.11020674831740826
ACH-000403,-0.074533201283938
ACH-000404,-0.04531987660830926
ACH-000406,-0.20153628247219899
ACH-000407,-0.2568201854222699
ACH-000408,-0.283429018250914
ACH-000410,-0.2395899123229001
ACH-000411,-0.2881537952322661
ACH-000414,-0.6900475059049473
ACH-000415,-0.22616921983454724
ACH-000416,-0.17969583553426144
ACH-000420,-0.31037969652738284
ACH-000421,-0.2510963386268318
ACH-000424,-0.1542381688843874
ACH-000425,-0.06490446591676463
ACH-000426,-0.2062974308471716
ACH-000427,-0.17893996789271158
ACH-000433,-0.03432218337811372
ACH-000435,-0.07736602427475207
ACH-000436,-0.05629350222421848
ACH-000444,-0.23020338172290025
ACH-000445,-0.2416354847190599
ACH-000448,-0.2417340846167551
ACH-000450,0.011120037407488036
ACH-000452,-0.438867940992122
ACH-000454,-0.36559157986818996
ACH-000458,-0.30372078047999856
ACH-000459,-0.11217701984831356
ACH-000460,0.03281457743387392
ACH-000461,-0.1999302017001541
ACH-000463,-0.12861155460782447
ACH-000464,-0.08291838136839277
ACH-000466,0.005180498812947163
ACH-000467,-0.19712583643486906
ACH-000468,-0.19660054042506206
ACH-000469,-0.2319407435163009
ACH-000470,-0.22691545166959826
ACH-000471,-0.4256014153323529
ACH-000472,-0.11702287121797025
ACH-000473,-0.515935733946339
ACH-000475,-0.2390879372651885
ACH-000476,-0.20743077170858912
ACH-000477,-0.05169233454016384
ACH-000479,-0.1961946288299205
ACH-000480,-0.2467038178233329
ACH-000481,-0.2217256381239512
ACH-000483,-0.16674518389410456
ACH-000484,-0.25882630791280753
ACH-000485,-0.2708869851067314
ACH-000486,-0.566055487729765
ACH-000487,-0.12673323689470195
ACH-000488,-0.7020428637641591
ACH-000490,-0.3514149593121624
ACH-000491,-0.016525193437638447
ACH-000495,-0.4356672838103672
ACH-000496,-0.44180532700051545
ACH-000499,-0.3852487235700818
ACH-000500,-1.389108874072156
ACH-000502,-0.015782722054489558
ACH-000503,-0.3023224936782096
ACH-000505,-0.18689994127178555
ACH-000507,-0.42769526861439777
ACH-000510,-0.10467866573617196
ACH-000511,-0.14132098723856235
ACH-000512,-0.25686383320293915
ACH-000516,-0.15873897343494622
ACH-000517,-0.19371930799498224
ACH-000518,-0.05704245866283233
ACH-000520,-0.20687068533690944
ACH-000521,-0.22352373951132848
ACH-000522,-0.2374445848342075
ACH-000524,-0.1100006434861886
ACH-000527,-0.13689924404595993
ACH-000528,-0.1505986390147511
ACH-000537,-0.13966949369864715
ACH-000541,-0.2554330524834784
ACH-000542,-0.20766176891449484
ACH-000544,-0.18736442143892068
ACH-000545,-0.2263887761591495
ACH-000547,-0.5910581658624594
ACH-000548,-0.08423804154363193
ACH-000549,-0.2233796834331632
ACH-000550,-0.13935497151138854
ACH-000552,-0.7450636408024692
ACH-000556,-0.2537411600145569
ACH-000557,-0.17276078390903954
ACH-000569,0.1428882308581106
ACH-000570,-0.2300395363659889
ACH-000571,-0.2031174665796376
ACH-000573,-0.15614134914464706
ACH-000576,-0.19614944932323916
ACH-000579,-0.1300176887705279
ACH-000580,-0.08216875636153383
ACH-000584,-0.2454982782658804
ACH-000585,-0.18913576451578745
ACH-000588,-0.1805947912227689
ACH-000589,-0.3160404240607355
ACH-000591,-0.1766992224587097
ACH-000593,-0.12384855752811018
ACH-000600,-0.3381761357339642
ACH-000601,-0.12853750100194491
ACH-000605,-0.2736467770626845
ACH-000606,0.13242168740554844
ACH-000608,-0.11854062171245848
ACH-000614,0.041667894036080726
ACH-000616,-0.05277662360904349
ACH-000618,-0.19501330464980796
ACH-000619,-0.6095155513067815
ACH-000620,-0.13084756450701107
ACH-000621,-0.10538944231660216
ACH-000622,-0.20577131300413687
ACH-000623,-0.03706665954975587
ACH-000624,-0.15907491046145694
ACH-000627,-0.28998710558753193
ACH-000630,-0.2720222661518437
ACH-000631,0.4831541906315607
ACH-000632,-0.013969657012464321
ACH-000633,-0.1711840551968237
ACH-000637,-0.1948272642649628
ACH-000638,-0.131431599939573
ACH-000646,-0.06852621930989823
ACH-000647,-0.3082675587549378
ACH-000648,-0.4537714412281079
ACH-000649,-0.3184681351330656
ACH-000651,-0.2448640028809635
ACH-000652,-0.5233507177419717
ACH-000653,-0.1332326792948287
ACH-000657,-0.2469059277071189
ACH-000658,-0.2760885836805511
ACH-000661,-0.31928161089205176
ACH-000662,-0.2301597642724334
ACH-000663,-0.4691452083569495
ACH-000665,-0.1070057859313491
ACH-000671,-0.13142462465770832
ACH-000672,-0.327064866830391
ACH-000673,-0.14206245629284048
ACH-000676,-0.10376798232515257
ACH-000677,-0.20468283375710009
ACH-000681,-0.18930862050805575
ACH-000683,-0.29414074820579433
ACH-000684,-0.12624407451699607
ACH-000688,-0.09383121747775797
ACH-000693,-0.1691588272291235
ACH-000694,-0.5254898502390049
ACH-000695,-0.292213655961101
ACH-000696,-0.13416010082811747
ACH-000697,0.041730808850511725
ACH-000699,-0.05990499672452462
ACH-000701,-0.4403660896890521
ACH-000706,-0.19966585459491934
ACH-000711,-0.1640933246046292
ACH-000713,-0.28850041909119645
ACH-000714,0.1001299759025863
ACH-000718,-0.2377397971357501
ACH-000720,-0.08624388275029046
ACH-000721,-0.22083019418186464
ACH-000724,-0.38765813131421295
ACH-000725,-0.04073547510550216
ACH-000732,-0.3437898695647018
ACH-000734,-0.2192476687107041
ACH-000735,-0.2725974045748817
ACH-000736,-0.281661822359816
ACH-000738,-0.16556746680157952
ACH-000746,-0.16648557791105498
ACH-000747,-0.050835851616539314
ACH-000748,-0.191104518468674
ACH-000753,-0.17222992013738592
ACH-000756,-0.15267601987141674
ACH-000757,-0.11569244440795272
ACH-000758,-0.15749040992797353
ACH-000760,-0.19433941080575814
ACH-000762,-0.21598816886962727
ACH-000763,0.051889694848767286
ACH-000764,-0.3424550817284641
ACH-000765,-0.18800594737983228
ACH-000766,0.12690856746110776
ACH-000767,-0.3204400780635561
ACH-000768,-0.18251693927987286
ACH-000769,0.02013316886359891
ACH-000770,-0.2340958666401186
ACH-000771,-0.4051979354524429
ACH-000773,-0.21592561878467206
ACH-000776,-0.23672913150891334
ACH-000777,-0.1009928133352244
ACH-000778,0.08079537157887566
ACH-000781,-0.2148220275770681
ACH-000782,-0.1387168173865504
ACH-000783,-0.2797162142929997
ACH-000784,-0.07745962758288685
ACH-000785,-0.3689534181407677
ACH-000787,-0.18258727890875967
ACH-000788,-0.15324980098456806
ACH-000791,-0.3590750939910068
ACH-000792,-0.11193950813680552
ACH-000794,0.09383232980267316
ACH-000796,-0.12559993280362874
ACH-000798,-0.2587537174157258
ACH-000799,-0.05101846899893266
ACH-000800,-0.03960806517172142
ACH-000802,-0.4897008840105908
ACH-000804,0.0011834142794852126
ACH-000805,-0.13774519901376744
ACH-000809,-0.7181427502153949
ACH-000810,0.2922078399165284
ACH-000811,-0.16735130090415504
ACH-000817,0.015538842796410941
ACH-000819,-0.162615655227712
ACH-000820,-0.20705815848249445
ACH-000821,-0.09053392245507894
ACH-000822,-0.25747062285089584
ACH-000823,-0.17931976391728052
ACH-000824,-0.4117107788282741
ACH-000827,-0.13098088493287088
ACH-000829,-0.2641123645084203
ACH-000831,-0.2080946251388047
ACH-000832,-0.36547338513222855
ACH-000833,-0.13110090545981026
ACH-000834,-0.30955442043695564
ACH-000835,-0.254640648627856
ACH-000836,-0.2666337255438956
ACH-000837,-0.2783236860682723
ACH-000838,0.055102031222379035
ACH-000839,-0.07756817509329826
ACH-000840,0.011589506955010305
ACH-000841,-0.16325046930027254
ACH-000843,-0.07970831216819353
ACH-000846,-0.2494015873321722
ACH-000847,-0.2336273405460103
ACH-000848,-0.2206657410908442
ACH-000849,-0.08948375574644653
ACH-000851,-0.2359145201702289
ACH-000855,-0.2643483062554919
ACH-000856,-0.11787626481767535
ACH-000858,-0.2770555838285311
ACH-000859,-0.17347143475510832
ACH-000861,-0.1744274927587229
ACH-000862,-0.6747289430617782
ACH-000865,-0.23715884146751864
ACH-000866,-0.07899444019170143
ACH-000867,-0.11654515398745532
ACH-000869,-0.12888392797435771
ACH-000872,-0.21937408479414505
ACH-000873,-0.1571516184352145
ACH-000876,-0.24955600253796895
ACH-000878,-0.2285133927225902
ACH-000880,-0.22017146900828685
ACH-000881,-0.2740698484821223
ACH-000882,-0.08986981938890366
ACH-000884,-0.2060746665584159
ACH-000885,-0.01980573113263397
ACH-000887,-0.09236690891111377
ACH-000889,-0.27993861076670656
ACH-000896,-0.07855399257795957
ACH-000898,-0.06338712165172658
ACH-000900,-0.15627020203423125
ACH-000901,-0.1277022385897114
ACH-000905,-0.34323530307497496
ACH-000906,-0.1908224700593744
ACH-000907,-0.12120915289150222
ACH-000910,-0.16922911909391306
ACH-000911,-0.24473988644717576
ACH-000912,-0.2733842124269067
ACH-000913,-0.25494882872907426
ACH-000915,-0.11530727269205113
ACH-000916,-0.0983293997589874
ACH-000917,-0.1777263554236838
ACH-000920,-0.10974270408175003
ACH-000921,-0.17908173396911767
ACH-000924,-0.22557801467615696
ACH-000926,-0.5106197876705529
ACH-000928,-0.13353798448571252
ACH-000929,-0.06693263298638537
ACH-000932,-0.16783137462864522
ACH-000935,-0.24559287991512216
ACH-000936,-0.3257898656729784
ACH-000937,-0.15653652146683306
ACH-000938,-0.22197424343657216
ACH-000939,-0.1866567089616301
ACH-000941,-0.13971846130998966
ACH-000943,-0.17251090054614282
ACH-000946,-0.19821782353558545
ACH-000947,-0.20753034800249745
ACH-000948,-0.18966942967994269
ACH-000950,-0.2028774268597908
ACH-000953,-0.247875537544735
ACH-000954,-0.0983078159760811
ACH-000957,-0.1055393739204224
ACH-000958,-0.3773792076218415
ACH-000960,-0.1408417036566671
ACH-000963,-0.2349190847151013
ACH-000968,-0.18007025518554784
ACH-000969,-0.3701401774804004
ACH-000972,0.0218596920483979
ACH-000973,-0.21817502106911604
ACH-000974,-0.18742790964360745
ACH-000978,-0.1825587237342066
ACH-000984,-0.17343318950347994
ACH-000986,-0.4047364587875402
ACH-000988,-0.2362234756934673
ACH-000993,-0.1616794176133111
ACH-000994,-0.3540067745440976
ACH-000996,-0.2748643315695801
ACH-001001,-0.24846775551310826
ACH-001020,-0.3140032142916665
ACH-001028,-0.20483594206377126
ACH-001031,-0.30336240029152634
ACH-001038,-0.20014277712689035
ACH-001048,-0.295121285274252
ACH-001050,-0.009964569928063455
ACH-001053,-0.1394435352368646
ACH-001054,-0.11022899787480217
ACH-001061,-0.15022732286084636
ACH-001067,-0.2069402188406378
ACH-001075,-0.3477635422095231
ACH-001096,-0.07690093572932086
ACH-001111,-0.21193004167498547
ACH-001119,-0.3118133944738242
ACH-001128,-0.08015088452594694
ACH-001134,-0.15586521158781452
ACH-001151,-0.8104210174453119
ACH-001163,-0.09991202106954336
ACH-001164,-0.15148193306233307
ACH-001183,-0.4407064432542739
ACH-001192,-0.2951701600186586
ACH-001193,-0.3055378782398604
ACH-001196,0.02949900788524563
ACH-001197,-0.03938266136619866
ACH-001205,-0.19309394152205575
ACH-001211,-0.09516130178407553
ACH-001212,0.07802096256113389
ACH-001228,-0.15573150890630325
ACH-001232,-0.18770608255326773
ACH-001239,-0.2328992992268201
ACH-001270,-0.2787554575062628
ACH-001274,-0.24747819663382656
ACH-001275,-0.13258921419076816
ACH-001277,-0.08844416552276778
ACH-001278,-0.09644491029054518
ACH-001280,-0.16212519134010675
ACH-001283,0.011627622913899372
ACH-001289,-0.1907582536418524
ACH-001300,-0.17810746315016354
ACH-001301,0.006176131631885309
ACH-001302,-0.32983930583793025
ACH-001306,0.07701965507151072
ACH-001318,0.02637214156172681
ACH-001322,-0.24690987636650044
ACH-001328,0.2589785688346929
ACH-001332,-0.4068195441929101
ACH-001336,-0.07418440659305729
ACH-001346,-0.19251085126574774
ACH-001353,-0.231978685231768
ACH-001354,0.06923247763193965
ACH-001367,-0.2200703448539192
ACH-001368,-0.3120326392546298
ACH-001374,-0.2268004643285841
ACH-001377,-0.4029502365980146
ACH-001380,-0.0919105751715176
ACH-001391,-0.2909831000625253
ACH-001408,-0.5439054531485387
ACH-001430,-0.14519815606969555
ACH-001431,-0.2550288921903941
ACH-001450,-0.3165511302960213
ACH-001496,-0.25350319362252743
ACH-001500,-0.3517736432818194
ACH-001523,-0.2802218884243987
ACH-001532,-0.05529058549244759
ACH-001550,-0.4765753763934407
ACH-001552,-0.10984610783395016
ACH-001554,-0.02175932882949037
ACH-001654,-0.49191767346996396
ACH-001735,-0.09991488569846338
ACH-001736,-0.3025949657225395
ACH-001737,-0.5591623212504178
ACH-001740,-0.057285988089546824
ACH-001745,-0.07509119242511868
ACH-001765,-0.26553619309233445
