,STAT5A (6776)
ACH-000339,-0.5857261466978766
ACH-000341,-0.6315649454098612
ACH-000348,-0.4745974056570607
ACH-000350,-0.551128928149765
ACH-000352,-0.6551785070503896
ACH-000356,-0.4066025829319455
ACH-000361,-0.5891963220322852
ACH-000362,-0.8447960439881099
ACH-000363,-0.5950351362870074
ACH-000364,-0.4511628116817271
ACH-000365,-0.43596054054118144
ACH-000366,-0.4950083474818552
ACH-000368,-0.38818270473318456
ACH-000374,-0.4163486280273956
ACH-000375,-0.5693477747741582
ACH-000376,-0.3086095137293809
ACH-000381,-0.454082139271155
ACH-000383,-0.3696994210712212
ACH-000387,-0.3459565169356549
ACH-000389,-0.4563170134351242
ACH-000390,-0.4355227614733058
ACH-000393,-0.5886792281299245
ACH-000395,-0.4229799545440707
ACH-000396,-0.6200028350712452
ACH-000397,-0.7193752330261359
ACH-000401,-0.5285743820840897
ACH-000402,-0.22199974590648816
ACH-000403,-0.5832967031287537
ACH-000404,-0.5250817863392888
ACH-000406,-0.4668944448945662
ACH-000407,-0.5806337746702687
ACH-000408,-0.5219663718226794
ACH-000410,-0.25439473790466793
ACH-000411,-0.7366538736268612
ACH-000414,-0.619234098378463
ACH-000415,-0.6950853236191316
ACH-000416,-0.5354516259059622
ACH-000420,-0.3783369588524724
ACH-000421,-0.3503829872999218
ACH-000424,-0.4153960909305912
ACH-000425,-0.6011893736179554
ACH-000426,-0.5746172811088132
ACH-000427,-0.4572781663003501
ACH-000433,-0.2551414262711715
ACH-000435,-0.07308968527416278
ACH-000436,-0.34162108646642336
ACH-000444,-0.4448866455720791
ACH-000445,-0.48512844459415994
ACH-000448,-0.4499360046086196
ACH-000450,-0.516252483924564
ACH-000452,-0.5095718818823363
ACH-000454,-0.33324081998998123
ACH-000458,-0.6323160917258109
ACH-000459,-0.6108190735478589
ACH-000460,-0.5991140511361095
ACH-000461,-0.5596560118658919
ACH-000463,-0.6316903872188687
ACH-000464,-0.343664801425613
ACH-000466,-0.4813532427273791
ACH-000467,-0.5523071763560513
ACH-000468,-0.5205722641147141
ACH-000469,-0.5742959691068106
ACH-000470,-0.5834594815450977
ACH-000471,-0.5973501887545579
ACH-000472,-0.5398655216869164
ACH-000473,-0.4211088355367138
ACH-000475,-0.3951034718565451
ACH-000476,-0.4740898225279528
ACH-000477,-0.5929552214148682
ACH-000479,-0.4202676784749188
ACH-000480,-0.5208747992730538
ACH-000481,-0.4630361623619825
ACH-000483,-0.3920536991666649
ACH-000484,-0.601612699678372
ACH-000485,-0.481947921423873
ACH-000486,-0.4085348624320748
ACH-000487,-0.4792109352938142
ACH-000488,-0.4581461708225904
ACH-000490,-0.4036160035837708
ACH-000491,-0.42205053512165175
ACH-000495,-0.2842854506227296
ACH-000496,-0.4467234095934707
ACH-000499,-0.415235154009141
ACH-000500,-0.6735436959460455
ACH-000502,-0.5960663009863852
ACH-000503,-0.4671059818302867
ACH-000505,-0.5296926926428537
ACH-000507,-0.5847813189002671
ACH-000510,-0.4074596323472539
ACH-000511,-0.5896696325960221
ACH-000512,-0.5150203068964948
ACH-000516,-0.5250664843676841
ACH-000517,-0.5472561718534688
ACH-000518,-0.4681785396366664
ACH-000520,-0.6716283374374279
ACH-000521,-0.7677554516518309
ACH-000522,-0.434309110971979
ACH-000524,-0.5390953894562218
ACH-000527,-0.6481019225534888
ACH-000528,-0.4743014311344109
ACH-000537,-0.3429996970119684
ACH-000541,-0.29495407268640644
ACH-000542,-0.4995348616789101
ACH-000544,-0.7084258993059678
ACH-000545,-0.4392577095530437
ACH-000547,-0.5481312557303447
ACH-000548,-0.5082380808659203
ACH-000549,-0.4148612970716886
ACH-000550,-0.5548152370134842
ACH-000552,-0.3322006386360896
ACH-000556,-0.5331553080260167
ACH-000557,-0.41881280362814943
ACH-000569,-0.5717534833028503
ACH-000570,-0.4837767567143064
ACH-000571,-0.5809231994427501
ACH-000573,-0.2710384227664948
ACH-000576,-0.37074689489427454
ACH-000579,-0.6621001630944056
ACH-000580,-0.581483167179402
ACH-000584,-0.4003114461401826
ACH-000585,-0.4001128591479637
ACH-000588,-0.4278507646696088
ACH-000589,-0.5074950010464004
ACH-000591,-0.4475560127445446
ACH-000593,-0.4842401756026102
ACH-000600,-0.4171226133099024
ACH-000601,-0.4970927553218242
ACH-000605,-0.3872752438987817
ACH-000606,-0.5114269597238248
ACH-000608,-0.5513458987224146
ACH-000614,-0.3937131774678891
ACH-000616,-0.3481635541410089
ACH-000618,-0.4552253587436225
ACH-000619,-0.33444915294688066
ACH-000620,-0.4888635707462841
ACH-000621,-0.4791819402969682
ACH-000622,-0.6437479290419247
ACH-000623,-0.5163999318971121
ACH-000624,-0.5612847055053929
ACH-000627,-0.5288595935205094
ACH-000630,-0.4666333903169985
ACH-000631,-0.5576311023858302
ACH-000632,-0.5640243412899835
ACH-000633,-0.7170424749663471
ACH-000637,-0.5750577217302867
ACH-000638,-0.3939478591551444
ACH-000646,-0.6005014789965991
ACH-000647,-0.5829012795281434
ACH-000648,-0.2576898393319413
ACH-000649,-0.4413393295038732
ACH-000651,-0.3642934749557365
ACH-000652,-0.3700404437065044
ACH-000653,-0.4428666575909196
ACH-000657,-0.555187788103332
ACH-000658,-0.4728271576382656
ACH-000661,-0.7311171948331365
ACH-000662,-0.5873401756954916
ACH-000663,-0.5935289944832796
ACH-000665,-0.3291231880331288
ACH-000671,-0.4230601794873879
ACH-000672,-0.3670361050355216
ACH-000673,-0.5130988267464512
ACH-000676,-0.5056793422545267
ACH-000677,-0.5036084405496245
ACH-000681,-0.5598539392411059
ACH-000683,-0.4138752366244299
ACH-000684,-0.461844180138226
ACH-000688,-0.7342674916354454
ACH-000693,-0.6069790690423451
ACH-000694,-0.5037744240335965
ACH-000695,-0.6497393679842564
ACH-000696,-0.5506196944119919
ACH-000697,-0.3894066444963912
ACH-000699,-0.4906261721320476
ACH-000701,-0.35954530022899817
ACH-000706,-0.634992872261218
ACH-000711,-0.4489084119599598
ACH-000713,-0.4021376453675237
ACH-000714,-0.3879492581130395
ACH-000718,-0.4594908947220855
ACH-000720,-0.661855369916902
ACH-000721,-0.4639960300190209
ACH-000724,-0.6139147005849261
ACH-000725,-0.4017553306038704
ACH-000732,-0.4457846193222731
ACH-000734,-0.2971950527486433
ACH-000735,-0.4360195064713294
ACH-000736,-0.5325898290976057
ACH-000738,-0.3325944366009528
ACH-000746,-0.4068264104332347
ACH-000747,-0.4831445111765737
ACH-000748,-0.2636198694864807
ACH-000753,-0.43249409707462383
ACH-000756,-0.6521736242783255
ACH-000757,-0.2272155297081525
ACH-000758,-0.5296008552259492
ACH-000760,-0.4442618389310136
ACH-000762,-0.3337498213016315
ACH-000763,-0.5442786438908194
ACH-000764,-0.37535886793857465
ACH-000765,-0.4039355250353634
ACH-000766,-0.5584045215476398
ACH-000767,-0.4965677428965932
ACH-000768,-0.41974527468492107
ACH-000769,-0.43176764568922604
ACH-000770,-0.5380564998461312
ACH-000771,-0.5155324278110931
ACH-000773,-0.4436655012333121
ACH-000776,-0.591454480961619
ACH-000777,-0.5120221508441201
ACH-000778,-0.5605309293570008
ACH-000781,-0.41173433061737535
ACH-000782,-0.4716628740131942
ACH-000783,-0.5793779871430622
ACH-000784,-0.4437288996475299
ACH-000785,-0.7403036257886912
ACH-000787,-0.5748902119649987
ACH-000788,-0.5400498058342913
ACH-000791,-0.5668223791098778
ACH-000792,-0.42632492582652504
ACH-000794,-0.4261018094444465
ACH-000796,-0.4449509994190421
ACH-000798,-0.44415585541308594
ACH-000799,-0.5271827880828052
ACH-000800,-0.3830522509737323
ACH-000802,-0.5250309939814517
ACH-000804,-0.7452462179719399
ACH-000805,-0.5267986281622615
ACH-000809,-0.5248724601006626
ACH-000810,-0.460201893471811
ACH-000811,-0.5758999285988534
ACH-000817,-0.5594776150184378
ACH-000819,-0.4446122198013598
ACH-000820,-0.6450207299727322
ACH-000821,-0.6252689913379544
ACH-000822,-0.6459018577258339
ACH-000823,-0.5188476404950506
ACH-000824,-0.4484306865927803
ACH-000827,-0.4643535338317704
ACH-000829,-0.31967018823209803
ACH-000831,-0.3164371557723264
ACH-000832,-0.5374563258975095
ACH-000833,-0.3030331126694591
ACH-000834,-0.3074311423565851
ACH-000835,-0.3750268463444659
ACH-000836,-0.2367887583272839
ACH-000837,-0.4617615489878328
ACH-000838,-0.5257064725057613
ACH-000839,-0.4078813325904048
ACH-000840,-0.903559825584455
ACH-000841,-0.2888023604673404
ACH-000843,-0.5103732442368739
ACH-000846,-0.6280701689442958
ACH-000847,-0.4283110258124677
ACH-000848,-0.32244468271376825
ACH-000849,-0.3615428819644728
ACH-000851,-0.5133573857138674
ACH-000855,-0.21908886671857086
ACH-000856,-0.5578774191828866
ACH-000858,-0.4666080381945726
ACH-000859,-0.4918642556278066
ACH-000861,-0.4825874559318064
ACH-000862,-0.5341656443333429
ACH-000865,-0.4216131012891625
ACH-000866,-0.5411633443181976
ACH-000867,-0.592803922499953
ACH-000869,-0.4070534967574402
ACH-000872,-0.4257867445541103
ACH-000873,-0.5301741104507802
ACH-000876,-0.5024924492648689
ACH-000878,-0.6294684981898223
ACH-000880,-0.4725321200763964
ACH-000881,-0.5795089320068194
ACH-000882,-0.3710862721729497
ACH-000884,-0.2703097052639647
ACH-000885,-0.5669893837783571
ACH-000887,-0.4341532835027637
ACH-000889,-0.4175830156238599
ACH-000896,-0.2471307138070117
ACH-000898,-0.3775623934539098
ACH-000900,-0.4127475539530097
ACH-000901,-0.6262148896758165
ACH-000905,-0.3786971384664513
ACH-000906,-0.4081851839485013
ACH-000907,-0.3988199533822027
ACH-000910,-0.4794711046685276
ACH-000911,-0.3702395138190623
ACH-000912,-0.3338998983444376
ACH-000913,-0.5558411862851458
ACH-000915,-0.4447839704566509
ACH-000916,-0.8288615571075969
ACH-000917,-0.42065135519722796
ACH-000920,-0.5571236666489997
ACH-000921,-0.4511755091029866
ACH-000924,-0.4800817324309238
ACH-000926,-0.4323041625468773
ACH-000928,-0.3728171009680192
ACH-000929,-0.5385992598071756
ACH-000932,-0.4757786472869866
ACH-000935,-0.7281200897006151
ACH-000936,-0.4523281648943
ACH-000937,-0.5195625934685475
ACH-000938,-0.4809953173069763
ACH-000939,-0.4785789884356602
ACH-000941,-0.4970655970544117
ACH-000943,-0.4034321905500389
ACH-000946,-0.4923588987712499
ACH-000947,-0.3203675948513845
ACH-000948,-0.40717099395373263
ACH-000950,-0.5516561890285889
ACH-000953,-0.5577222446239747
ACH-000954,-0.9182163141053744
ACH-000957,-0.4798183712787476
ACH-000958,-0.3552227308232323
ACH-000960,-0.6725548792009963
ACH-000963,-0.509035986965942
ACH-000968,-0.4759751782689672
ACH-000969,-0.3977712924815309
ACH-000972,-0.3431669979327299
ACH-000973,-0.4981544161016532
ACH-000974,-0.5558130509304758
ACH-000978,-0.27301916590254466
ACH-000984,-0.5189515374913867
ACH-000986,-0.40526196635686407
ACH-000988,-0.4131329156087841
ACH-000993,-0.37098297181657947
ACH-000994,-0.7705278237807436
ACH-000996,-0.3639459022721907
ACH-001001,-0.39795888693013615
ACH-001020,-0.3925685179237367
ACH-001028,-0.597583275217901
ACH-001031,-0.6345680215065429
ACH-001038,-0.3664712587775754
ACH-001048,-0.4635848911947652
ACH-001050,-0.6567265994932733
ACH-001053,-0.4085378506992005
ACH-001054,-0.5030891056586975
ACH-001061,-0.4188486266178216
ACH-001067,-0.5384206568335949
ACH-001075,-0.3203278926535481
ACH-001096,-0.5486586186833196
ACH-001111,-0.32807392533305363
ACH-001119,-0.545092603351932
ACH-001128,-0.5797327357547745
ACH-001134,-0.5462309814941356
ACH-001151,-0.34978068796678163
ACH-001163,-0.5836173174720685
ACH-001164,-0.5345331967815874
ACH-001183,-0.5650261226141166
ACH-001192,-0.4567651114568831
ACH-001193,-0.5518495375671475
ACH-001196,-0.5631918324355224
ACH-001197,-0.7317405948079103
ACH-001205,-0.7142406461982768
ACH-001211,-0.4179110398419042
ACH-001212,-0.4404381004285273
ACH-001228,-0.5649671989577668
ACH-001232,-0.6374450548661929
ACH-001239,-0.6246735666299653
ACH-001270,-0.7731880560283437
ACH-001274,-0.5849194994949657
ACH-001275,-0.4732741017688655
ACH-001277,-0.4613804057637137
ACH-001278,-0.7212287325188922
ACH-001280,-0.8226805828117392
ACH-001283,-0.3539162869844807
ACH-001289,-0.3132482014988628
ACH-001300,-0.7068858801366189
ACH-001301,-0.5991807497077785
ACH-001302,-0.6424903238734819
ACH-001306,-0.4017582295312795
ACH-001318,-0.3722397979179175
ACH-001322,-0.6045475887353635
ACH-001328,-0.4604611712059827
ACH-001332,-0.5190595362487105
ACH-001336,-0.3449722301477052
ACH-001346,-0.5692409979444795
ACH-001353,-0.5135727237596982
ACH-001354,-0.7575761126198057
ACH-001367,-0.6271794636964563
ACH-001368,-0.5750346584052524
ACH-001374,-0.5193178552970448
ACH-001377,-0.5077995849028085
ACH-001380,-0.5618990221980431
ACH-001391,-0.6575544050720509
ACH-001408,-0.4477698692675002
ACH-001430,-0.3939014119015691
ACH-001431,-0.4805076357243686
ACH-001450,-0.561102343995365
ACH-001496,-0.4958526650197749
ACH-001500,-0.597792115892824
ACH-001523,-0.6621501343011488
ACH-001532,-0.42111337206043736
ACH-001550,-0.3668299843873665
ACH-001552,-0.4816062252786446
ACH-001554,-0.4555319019280962
ACH-001654,-0.639027272754056
ACH-001735,-0.5053130043874906
ACH-001736,-0.5795758522933382
ACH-001737,-0.7415767666030395
ACH-001740,-0.5966901974763471
ACH-001745,-0.5199207863942747
ACH-001765,-0.4924810301909258
