,LUC7L3 (51747)
ACH-000189,-1.1244288174583192
ACH-000190,-1.5597416286848518
ACH-000198,-1.2778654977648425
ACH-000203,-1.2417974458754957
ACH-000204,-1.3096693685031473
ACH-000206,-1.2132950809466332
ACH-000207,-1.459461187116136
ACH-000208,-1.364162555280002
ACH-000210,-0.998506130926162
ACH-000211,-1.5009016693792985
ACH-000215,-1.2393205588404217
ACH-000221,-1.5494262468547535
ACH-000222,-1.6189364983737975
ACH-000223,-1.2430468123600238
ACH-000226,-1.3801515661709678
ACH-000227,-1.1492854267304211
ACH-000228,-1.532523645774977
ACH-000231,-1.3756632473673411
ACH-000232,-1.3155246601457693
ACH-000233,-1.3675654261717096
ACH-000234,-1.401385184575682
ACH-000235,-1.4229461488665804
ACH-000237,-1.4679835509879493
ACH-000238,-1.5692154067791504
ACH-000242,-1.2875055607024548
ACH-000243,-1.4174399649972675
ACH-000244,-1.3416713444834083
ACH-000246,-1.2494714103635634
ACH-000248,-1.6050985181311026
ACH-000250,-1.3763234496526635
ACH-000251,-1.4217501699247477
ACH-000252,-1.3194412141720415
ACH-000253,-1.1951562096556383
ACH-000255,-1.3218834490822642
ACH-000256,-1.5168120586600902
ACH-000257,-1.2699895167146409
ACH-000258,-1.3561939970803492
ACH-000259,-1.3959450075563813
ACH-000260,-1.4046284575509456
ACH-000261,-1.2098947323681792
ACH-000262,-1.2742588774104058
ACH-000263,-1.201625446551922
ACH-000264,-1.5641947190502399
ACH-000265,-1.4024241593660172
ACH-000266,-0.9545596691074998
ACH-000272,-1.3183966723360931
ACH-000274,-1.4314074214749744
ACH-000277,-1.4418993314027253
ACH-000278,-1.3010368055541188
ACH-000279,-1.583137773708251
ACH-000280,-1.2939669987324445
ACH-000281,-1.3533468121768837
ACH-000288,-1.3373348120865105
ACH-000291,-1.3826156109413663
ACH-000293,-1.5656525464833326
ACH-000294,-1.2043433713746488
ACH-000295,-1.3821381216529034
ACH-000296,-1.5792464092096083
ACH-000302,-1.3564084973175743
ACH-000304,-1.2470955541624371
ACH-000307,-1.3285021348086947
ACH-000308,-1.5099316381613008
ACH-000310,-1.272717270028851
ACH-000311,-1.150111722047416
ACH-000312,-1.3059871122212174
ACH-000315,-1.3281393531620462
ACH-000316,-1.3807656939955697
ACH-000317,-1.3517905450214367
ACH-000318,-1.2049721339725321
ACH-000319,-1.4610843294999338
ACH-000320,-1.5029722861856616
ACH-000322,-1.4961487904747846
ACH-000323,-1.5708628772929134
ACH-000324,-1.2310323786422046
ACH-000329,-1.3988410689297983
ACH-000330,-1.9406421415355344
ACH-000331,-1.2743164652329717
ACH-000332,-1.2776966412693578
ACH-000334,-1.0885478452171684
ACH-000335,-1.4091529118756392
ACH-000336,-1.5336608379272074
ACH-000337,-0.930781523540504
ACH-000338,-1.75363461396135
ACH-000339,-1.4863589149298082
ACH-000341,-1.1081672855985114
ACH-000348,-1.2375041400498272
ACH-000350,-1.2714790706849828
ACH-000352,-1.2839417672792717
ACH-000356,-1.4083566705682014
ACH-000361,-1.3246962232536683
ACH-000362,-1.5580179873879745
ACH-000363,-1.3847974996747818
ACH-000364,-1.5246247083343856
ACH-000365,-1.517369325497007
ACH-000366,-1.294321229063125
ACH-000368,-1.4186900093251784
ACH-000374,-1.2928696062267182
ACH-000375,-1.3887955156158929
ACH-000376,-1.262015641834114
ACH-000381,-1.4090306035086857
ACH-000383,-1.3555210953721029
ACH-000387,-1.3998657457253734
ACH-000389,-1.262758546334911
ACH-000390,-1.4629935333694664
ACH-000393,-1.2175900253086618
ACH-000395,-1.3698637978506225
ACH-000396,-1.4067609170721216
ACH-000397,-1.1814974893942571
ACH-000401,-1.4482207798518505
ACH-000402,-1.2493393818613745
ACH-000403,-1.271098840306806
ACH-000404,-1.6105800008080808
ACH-000406,-1.5134985944688448
ACH-000407,-1.3640333736807544
ACH-000408,-1.6146115147169018
ACH-000410,-1.2360412548267077
ACH-000411,-1.2822477224309192
ACH-000414,-1.5217625350000783
ACH-000415,-1.5410992903643792
ACH-000416,-1.420052742075968
ACH-000420,-1.0222891458365777
ACH-000421,-1.3176099169160909
ACH-000424,-1.2696744273082847
ACH-000425,-1.5756272473983963
ACH-000426,-1.3686718984186517
ACH-000427,-1.4048587622084847
ACH-000433,-1.3507171275224663
ACH-000435,-1.2660408875527394
ACH-000436,-1.5072344159422741
ACH-000444,-1.2657993363960591
ACH-000445,-1.5498520051899425
ACH-000448,-1.1635373289613806
ACH-000450,-1.1243666972633957
ACH-000452,-1.3058668382587015
ACH-000454,-1.2386662335982386
ACH-000458,-1.2353708622730764
ACH-000459,-1.0527992526616716
ACH-000460,-1.2281131200002915
ACH-000461,-1.2054195826474343
ACH-000463,-1.2123021865360548
ACH-000464,-1.1644072338691362
ACH-000466,-1.3601024845178755
ACH-000467,-1.3560616095228768
ACH-000468,-1.4887265848215945
ACH-000469,-1.4229055999089826
ACH-000470,-0.8917530171234369
ACH-000471,-1.483172930776295
ACH-000472,-1.1366764225735198
ACH-000473,-1.3198127989293391
ACH-000475,-1.3652905836946267
ACH-000476,-1.1821000201014145
ACH-000477,-1.3358965202602475
ACH-000479,-1.350429342466409
ACH-000480,-1.2491503846785137
ACH-000481,-1.3537381526689098
ACH-000483,-1.1462576087785898
ACH-000484,-1.435793847090912
ACH-000485,-1.2171460160397989
ACH-000486,-1.2876073619645971
ACH-000487,-1.3443576594703055
ACH-000488,-1.1800072294199881
ACH-000490,-1.1974869683577622
ACH-000491,-1.5642015667100349
ACH-000495,-1.0886339834724221
ACH-000496,-1.3693697880904845
ACH-000499,-1.2375473450656789
ACH-000500,-1.5656771681011616
ACH-000502,-1.2985733710923362
ACH-000503,-1.6476255378390392
ACH-000505,-1.3390940918337817
ACH-000507,-1.1506734282803597
ACH-000510,-1.267006677483528
ACH-000511,-1.181803254734935
ACH-000512,-1.258271544216058
ACH-000516,-1.5250704427325557
ACH-000517,-1.1827973681976467
ACH-000518,-1.4248494671862315
ACH-000520,-1.3999256463630445
ACH-000521,-1.6059034973324828
ACH-000522,-1.3049064635441137
ACH-000524,-1.4156893151981813
ACH-000527,-1.4013485187692902
ACH-000528,-1.3617784060945002
ACH-000537,-1.2418928542087544
ACH-000541,-1.0640983139549014
ACH-000542,-1.3946010666605526
ACH-000544,-1.4901133759047265
ACH-000545,-1.2178774250796602
ACH-000547,-1.4231371944865625
ACH-000548,-1.2938275559145491
ACH-000549,-1.1021687522601946
ACH-000550,-1.2228838988276771
ACH-000552,-1.3401043859011608
ACH-000556,-1.4289120183453714
ACH-000557,-1.4595925209550231
ACH-000569,-0.999973539158396
ACH-000570,-1.5210260568239178
ACH-000571,-1.130494140385134
ACH-000573,-1.3996917413469323
ACH-000576,-1.3137995137619518
ACH-000579,-1.6181535544625716
ACH-000580,-1.5721787527560973
ACH-000584,-1.4708503846585057
ACH-000585,-1.5360645665603323
ACH-000588,-1.27388911597149
ACH-000589,-1.294351184816942
ACH-000591,-1.2239672962288044
ACH-000593,-1.3415193041554287
ACH-000600,-1.4699749939014004
ACH-000601,-1.2891084827705104
ACH-000605,-1.4300905789608078
ACH-000606,-1.2743198046021766
ACH-000608,-1.348966713108635
ACH-000614,-1.8441043463978684
ACH-000616,-1.1776328351550516
ACH-000618,-1.382701748895662
ACH-000619,-1.4599614276313424
ACH-000620,-1.3109283064613368
ACH-000621,-1.3155347836880398
ACH-000622,-1.2237218967537165
ACH-000623,-1.1903117372054066
ACH-000624,-1.2773060249471309
ACH-000627,-1.4864716806938243
ACH-000630,-1.251505900589222
ACH-000631,-1.08754749549846
ACH-000632,-1.5522179543366081
ACH-000633,-1.3361271077095591
ACH-000637,-1.2487868483040012
ACH-000638,-1.5612296994661483
ACH-000646,-1.365291501524332
ACH-000647,-1.1464918115696434
ACH-000648,-1.2187822089710532
ACH-000649,-1.3370225882633358
ACH-000651,-1.3732415269904474
ACH-000652,-1.4033851313485337
ACH-000653,-1.2472254154030509
ACH-000657,-1.2422955042203183
ACH-000658,-1.507656385849974
ACH-000661,-1.2719396737551714
ACH-000662,-1.4447013288486603
ACH-000663,-1.6622905601721043
ACH-000665,-1.408356430477622
ACH-000671,-1.3648563760170729
ACH-000672,-1.2298195517508272
ACH-000673,-1.2491664771246542
ACH-000676,-1.3474615256458335
ACH-000677,-1.2539192129946042
ACH-000681,-1.2103219314258011
ACH-000683,-1.4927799066892264
ACH-000684,-1.3395204010872228
ACH-000688,-1.366389738552
ACH-000693,-1.3808284013510914
ACH-000694,-1.4382943387881304
ACH-000695,-1.3714110779369066
ACH-000696,-1.408870932765153
ACH-000697,-1.1617392861313038
ACH-000699,-1.384122023556862
ACH-000701,-1.4278100980585264
ACH-000706,-1.1684111855074588
ACH-000711,-1.0566539469388634
ACH-000713,-1.433925868450486
ACH-000714,-1.381170169587431
ACH-000718,-1.452335529787566
ACH-000720,-1.4798016347284433
ACH-000721,-1.2520038586631406
ACH-000724,-1.8238558707316557
ACH-000725,-1.3645570152152977
ACH-000732,-1.5535996652696689
ACH-000734,-1.2400743426972685
ACH-000735,-1.5183933419486937
ACH-000736,-1.3208975814469681
ACH-000738,-1.2061273860595438
ACH-000746,-1.091724984452248
ACH-000747,-1.3437897542614958
ACH-000748,-1.2296371139303683
ACH-000753,-1.3131559643928183
ACH-000756,-1.502053392549504
ACH-000757,-1.4758860108798784
ACH-000758,-1.128337042343117
ACH-000760,-1.4958991129202697
ACH-000762,-1.380819072779606
ACH-000763,-1.4120972962578868
ACH-000764,-1.4664547292805852
ACH-000765,-1.5871914707449593
ACH-000766,-1.2992897550620708
ACH-000767,-1.131940972571762
ACH-000768,-1.2091729985371331
ACH-000769,-1.4353456978662351
ACH-000770,-1.4282357229778968
ACH-000771,-1.0765912836153553
ACH-000773,-1.3394734106120176
ACH-000776,-1.4119535338063047
ACH-000777,-1.3143523064971865
ACH-000778,-1.1148404380910677
ACH-000781,-1.269529147949211
ACH-000782,-1.321216827925196
ACH-000783,-1.2393629524049077
ACH-000784,-1.3171881578827966
ACH-000785,-1.2256764772322226
ACH-000787,-1.280581445286192
ACH-000788,-1.343214396793475
ACH-000791,-1.3132798355698416
ACH-000792,-1.5286346465830654
ACH-000794,-1.2956751154998938
ACH-000796,-1.0908328880802651
ACH-000798,-1.5442607486955822
ACH-000799,-1.2046916102804777
ACH-000800,-1.231742355015977
ACH-000802,-1.3441640280710532
ACH-000804,-1.180613540678448
ACH-000805,-1.3472092319883917
ACH-000809,-1.423388722323678
ACH-000810,-1.5143130447501312
ACH-000811,-1.4424896067306392
ACH-000817,-1.493253009728684
ACH-000819,-1.284835474860989
ACH-000820,-1.7053455665294042
ACH-000821,-1.5015944028792518
ACH-000822,-1.533055198326546
ACH-000823,-1.3695496597012016
ACH-000824,-1.3956822346240318
ACH-000827,-1.2769741443371174
ACH-000829,-1.251346581594529
ACH-000831,-1.4821005241386649
ACH-000832,-1.1630622217392987
ACH-000833,-1.6166435796436265
ACH-000834,-1.4769470169083008
ACH-000835,-1.5393569434125738
ACH-000836,-1.2818246146171546
ACH-000837,-1.506048616783345
ACH-000838,-1.4388694148142434
ACH-000839,-1.2649022578262388
ACH-000840,-1.1435912821424052
ACH-000841,-1.4028216073440092
ACH-000843,-1.5933161390826909
ACH-000846,-1.34712766405544
ACH-000847,-1.3064252208262501
ACH-000848,-1.3926788703528947
ACH-000849,-1.4391409947677192
ACH-000851,-1.2565510450481692
ACH-000855,-1.211136851420666
ACH-000856,-1.3582744548999537
ACH-000858,-1.155147939177018
ACH-000859,-1.4635897062177428
ACH-000861,-1.2863879532265976
ACH-000862,-1.4070671404425268
ACH-000865,-1.1507331320855716
ACH-000866,-1.3229188426913163
ACH-000867,-1.3186370469655764
ACH-000869,-1.4222942770175449
ACH-000872,-1.1701442391021737
ACH-000873,-1.1792619316449242
ACH-000876,-1.4843463068080445
ACH-000878,-1.6522328541666698
ACH-000880,-1.37613413757584
ACH-000881,-1.4119379585012624
ACH-000882,-1.2711694872139652
ACH-000884,-1.3633625196046426
ACH-000885,-1.3019276213066584
ACH-000887,-1.1845235998364287
ACH-000889,-1.3706008810499677
ACH-000896,-1.319094607179268
ACH-000898,-1.3754877396982497
ACH-000900,-1.3959173986368278
ACH-000901,-1.239866400956806
ACH-000905,-1.2401901064739969
ACH-000906,-1.2456440039210637
ACH-000907,-1.2644368218631938
ACH-000910,-1.1038842854586033
ACH-000911,-1.4779177801886394
ACH-000912,-1.3436463733565054
ACH-000913,-1.6359267126930188
ACH-000915,-1.3996291158794725
ACH-000916,-1.457695825082713
ACH-000917,-1.5719082491151186
ACH-000920,-1.2646477358214532
ACH-000921,-1.2714100495934315
ACH-000924,-1.442572223430028
ACH-000926,-1.3271605373674362
ACH-000928,-1.152112151925872
ACH-000929,-1.4107631441482007
ACH-000932,-1.3255583179667156
ACH-000935,-1.7463060283026286
ACH-000936,-1.4500599665055884
ACH-000937,-1.4282924893714817
ACH-000938,-1.5239169361428837
ACH-000939,-1.3767271961554033
ACH-000941,-1.341550932765049
ACH-000943,-1.3465796648952348
ACH-000946,-1.219509478996664
ACH-000947,-1.4050714906383888
ACH-000948,-1.2622170222676277
ACH-000950,-1.222361952860989
ACH-000953,-1.403085361975316
ACH-000954,-1.3116840579668394
ACH-000957,-1.1141842852799086
ACH-000958,-1.4058127317420859
ACH-000960,-1.4419979757544568
ACH-000963,-1.1780466381016717
ACH-000968,-1.4197254821541552
ACH-000969,-1.416218856700462
ACH-000972,-1.4290961906170112
ACH-000973,-1.2164537330774572
ACH-000974,-1.3550084200921961
ACH-000978,-0.984500743173227
ACH-000984,-1.299927766427821
ACH-000986,-1.3010119815293268
ACH-000988,-1.6695058002826908
ACH-000993,-1.356298933368733
ACH-000994,-1.374670484709393
ACH-000996,-1.225844499245384
ACH-001001,-1.1311990944523629
ACH-001020,-1.7518954298746845
ACH-001028,-1.327447897607389
ACH-001031,-1.3345889203401438
ACH-001038,-1.2667686599244072
ACH-001048,-1.0548783058597817
ACH-001050,-1.4693974008312396
ACH-001053,-1.3766859016495991
ACH-001054,-1.2961051869512987
ACH-001061,-1.2698240497036488
ACH-001067,-1.4680204231000389
ACH-001075,-1.2137813459381364
ACH-001096,-1.4691569037296257
ACH-001111,-1.288899668554989
ACH-001119,-1.6707440954409742
ACH-001128,-1.439321275223285
ACH-001134,-1.4921413266244878
ACH-001151,-1.2513074207743549
ACH-001163,-1.369586685764524
ACH-001164,-1.3792093885012724
ACH-001183,-1.2939911457877988
ACH-001192,-1.2674015407058958
ACH-001193,-1.2158163915760976
ACH-001196,-1.5156081468847635
ACH-001197,-1.3259480834573691
ACH-001205,-1.3670974680305623
ACH-001211,-1.2285375596948709
ACH-001212,-1.1699865327243628
ACH-001228,-1.4434601466136123
ACH-001232,-1.3894753914233458
ACH-001239,-1.2731772357728353
ACH-001270,-1.2636347345811731
ACH-001274,-1.1696502687599837
ACH-001275,-1.3300733319890417
ACH-001277,-1.4538750307858577
ACH-001278,-1.2768258171220663
ACH-001280,-0.956433410503226
ACH-001283,-1.1990903154543429
ACH-001289,-1.42033615472847
ACH-001300,-1.3179035909795125
ACH-001301,-1.2031228482429337
ACH-001302,-0.9732033854764408
ACH-001306,-1.4425647841945919
ACH-001318,-1.4043845223582918
ACH-001322,-1.3599286053394242
ACH-001328,-1.2521831831362298
ACH-001332,-1.3771617195158463
ACH-001336,-1.1408608420864017
ACH-001346,-1.5176409978352523
ACH-001353,-1.2575272775100839
ACH-001354,-1.5238341274410319
ACH-001367,-1.3656138802998044
ACH-001368,-1.3084278126202624
ACH-001374,-1.4164264061149836
ACH-001377,-1.2672902078234285
ACH-001380,-1.2161734164993443
ACH-001391,-1.3139822758264097
ACH-001408,-1.2788410706280473
ACH-001430,-1.3996688308884522
ACH-001431,-1.1691985366463264
ACH-001450,-1.3421813269763816
ACH-001496,-1.2017792895121036
ACH-001500,-1.6057315140591948
ACH-001523,-1.5915481236911369
ACH-001532,-1.2210821967693604
ACH-001550,-1.2982916376926112
ACH-001552,-1.629729434573436
ACH-001554,-1.4207918919909284
ACH-001654,-1.1944294133648488
ACH-001735,-1.2740851357163414
ACH-001736,-1.3920624185819126
ACH-001737,-1.099208842016003
ACH-001740,-1.544464909371814
ACH-001745,-1.4615056111847715
ACH-001765,-1.2936886107742502
