,AMY2B (280)
ACH-000169,-0.187551299791936
ACH-000178,-0.04422245319631544
ACH-000183,-0.1889889239312456
ACH-000188,-0.3699231606650428
ACH-000189,-0.2164782843364804
ACH-000190,-0.1302127168776438
ACH-000198,-0.13428396646351276
ACH-000203,-0.06307674543601148
ACH-000204,-0.15232545456517435
ACH-000206,-0.12470388963050864
ACH-000207,-0.2294520662469816
ACH-000208,-0.10367682877588492
ACH-000210,-0.19295213849349294
ACH-000211,-0.18435515230088648
ACH-000215,-0.1693486945928835
ACH-000221,-0.18832543821463515
ACH-000222,-0.14932065160267904
ACH-000223,-0.11068702859273516
ACH-000226,-0.07991856787327584
ACH-000227,-0.18215670968912456
ACH-000228,-0.13675027576396118
ACH-000231,-0.12310050859671505
ACH-000232,-0.0789365071730974
ACH-000233,-0.08556683936042378
ACH-000234,-0.09260208841090406
ACH-000235,-0.11482629173888713
ACH-000237,-0.15615599747983452
ACH-000238,-0.2536204776300371
ACH-000242,-0.17273304472612416
ACH-000243,-0.17322515109785558
ACH-000244,-0.12107462580708185
ACH-000246,-0.23729002017430986
ACH-000248,-0.2240543804687284
ACH-000250,-0.12754290841888974
ACH-000251,-0.10739856859661463
ACH-000252,-0.13509090134678536
ACH-000253,-0.11016778899950573
ACH-000255,-0.14031831226663513
ACH-000256,-0.07812287154665702
ACH-000257,-0.09560494141157737
ACH-000258,-0.2227672914348938
ACH-000259,-0.206729206416811
ACH-000260,-0.19206117324424424
ACH-000261,-0.09039544850455122
ACH-000262,-0.14225394311183262
ACH-000263,-0.14428600139780795
ACH-000264,-0.12980038797736687
ACH-000265,-0.15200286683232844
ACH-000266,-0.059193094814252674
ACH-000272,-0.12889645933334454
ACH-000274,-0.16518612599884147
ACH-000277,-0.1865191747760709
ACH-000278,-0.1806371602384582
ACH-000279,-0.05253685724774124
ACH-000280,-0.1047669649236144
ACH-000281,-0.13052231003064715
ACH-000288,-0.19755227012703855
ACH-000291,-0.10330551052826896
ACH-000293,-0.09697210052446437
ACH-000294,-0.21779155584444795
ACH-000295,-0.13838431334245807
ACH-000296,-0.3428843791883823
ACH-000302,-0.15201373804850646
ACH-000304,-0.0477088334884064
ACH-000307,-0.25388169151862044
ACH-000308,-0.3227769132845658
ACH-000310,-0.16663191806613886
ACH-000311,-0.11171439001955076
ACH-000312,-0.11716804778038133
ACH-000315,-0.03878820864281636
ACH-000316,-0.10233691106051404
ACH-000317,-0.20578800889782886
ACH-000318,-0.2309974838673557
ACH-000319,-0.09073402331309537
ACH-000320,-0.18494456075334886
ACH-000322,-0.154395986167879
ACH-000323,-0.2363275453064275
ACH-000324,-0.21424121748759867
ACH-000329,-0.1516981675217213
ACH-000330,-0.07746333533636228
ACH-000331,-0.19216457445739185
ACH-000332,-0.16826928460784618
ACH-000334,-0.06038715403051675
ACH-000335,-0.226742207718253
ACH-000336,-0.20024415916101013
ACH-000337,-0.189770845855094
ACH-000338,0.0746535049762865
ACH-000339,-0.19104912589359604
ACH-000341,-0.17081786472902466
ACH-000348,-0.16804994568198026
ACH-000350,-0.0902490121095421
ACH-000352,-0.2288499211602882
ACH-000356,-0.13582567920629698
ACH-000361,-0.22475994554455425
ACH-000362,-0.13967915064634598
ACH-000363,-0.12938583757111408
ACH-000364,-0.1976046194716343
ACH-000365,-0.08246515602043591
ACH-000366,-0.1067838086344848
ACH-000368,-0.1931968086969762
ACH-000374,-0.058920792643696915
ACH-000375,-0.13844581667644226
ACH-000376,-0.16853188155575372
ACH-000381,-0.2009647236461359
ACH-000383,-0.12583957229666173
ACH-000387,-0.12662830567671546
ACH-000389,-0.2282848984242775
ACH-000390,-0.16654626464276565
ACH-000393,-0.09236721864795197
ACH-000395,-0.1878403749981412
ACH-000396,-0.17344257569787366
ACH-000397,-0.1950561361121798
ACH-000401,-0.18817486689405785
ACH-000402,-0.26754112508979777
ACH-000403,-0.1569818316453603
ACH-000404,-0.23877760051878666
ACH-000406,-0.0963452665582716
ACH-000407,-0.13175370018913699
ACH-000408,-0.1840596184060784
ACH-000410,-0.12133932640882505
ACH-000411,-0.2687924562194107
ACH-000414,-0.04039224132772367
ACH-000415,-0.15450892075123118
ACH-000416,-0.14087728450862147
ACH-000420,-0.2481493246347241
ACH-000421,-0.1035002096792318
ACH-000424,-0.31562307611029344
ACH-000425,-0.13668038251474224
ACH-000426,0.10135240281309267
ACH-000427,-0.11489133153721012
ACH-000433,-0.253200067526506
ACH-000435,-0.26403069744389435
ACH-000436,-0.14087383471238096
ACH-000444,-0.2452548501534697
ACH-000445,-0.07882902868496132
ACH-000448,-0.11083937505998333
ACH-000450,-0.06288248319525334
ACH-000452,-0.07327219969214181
ACH-000454,-0.2266952757809361
ACH-000458,-0.2052090039049486
ACH-000459,-0.04235427303870815
ACH-000460,-0.13129482695181238
ACH-000461,-0.230684058771576
ACH-000463,-0.11285832879839955
ACH-000464,-0.21037875797999156
ACH-000466,-0.2278258688443781
ACH-000467,-0.12095605154520275
ACH-000468,-0.06991786443991188
ACH-000469,-0.19301153505600335
ACH-000470,-0.15953713151177654
ACH-000471,-0.1412502111321592
ACH-000472,-0.21329835124902904
ACH-000473,-0.20527219034395608
ACH-000475,-0.13922111157171027
ACH-000476,-0.1134053326017715
ACH-000477,-0.16966335829803714
ACH-000479,-0.1565234470152057
ACH-000480,-0.1745453560952371
ACH-000481,-0.0967175760615999
ACH-000483,-0.23781867574141805
ACH-000484,-0.1040060547983252
ACH-000485,-0.1290858102931451
ACH-000486,-0.1993854130819429
ACH-000487,-0.14477187926476612
ACH-000488,-0.07545030913271583
ACH-000490,-0.08830797428221501
ACH-000491,-0.0934386216499411
ACH-000495,-0.15990392374021672
ACH-000496,-0.22569710580199495
ACH-000499,-0.06301650860490499
ACH-000500,-0.06785701168721542
ACH-000502,-0.13865819446594654
ACH-000503,-0.24801223580731996
ACH-000505,-0.14782508863560825
ACH-000507,-0.14856058532084762
ACH-000510,-0.2091282478219556
ACH-000511,-0.20229352930188252
ACH-000512,-0.2569999355433282
ACH-000516,-0.15805381316442693
ACH-000517,-0.1344524647474555
ACH-000518,-0.17795097828700027
ACH-000520,-0.06419350862501373
ACH-000521,-0.13491441385312855
ACH-000522,-0.21566836087580468
ACH-000524,-0.13616219953553665
ACH-000527,-0.07477538331121449
ACH-000528,-0.11256518124696456
ACH-000537,-0.2442555003379249
ACH-000541,-0.09458780589169988
ACH-000542,-0.2596768942431679
ACH-000544,-0.2234117051085446
ACH-000545,-0.2088349937945367
ACH-000547,-0.16134504303390546
ACH-000548,-0.2895548370565116
ACH-000549,-0.14796912527857695
ACH-000550,-0.13199447718127727
ACH-000552,-0.2435955745585764
ACH-000556,-0.09419865026780937
ACH-000557,0.009569264584389106
ACH-000569,-0.10263635135964096
ACH-000570,-0.16627222112274753
ACH-000571,-0.1656800490048231
ACH-000573,-0.08380844457326954
ACH-000576,-0.06301948342076273
ACH-000579,-0.28274937109604464
ACH-000580,-0.1473805280434721
ACH-000584,-0.10033570499693678
ACH-000585,-0.21827073855398688
ACH-000588,-0.15919496684702286
ACH-000589,-0.19254060110468185
ACH-000591,-0.13195402687314822
ACH-000593,-0.17973179596986974
ACH-000600,-0.1389054646502807
ACH-000601,-0.07031784514020198
ACH-000605,-0.040735198707386386
ACH-000606,-0.15533784421706304
ACH-000608,-0.12132618856390535
ACH-000614,-0.16837445119569822
ACH-000616,-0.12803171028714105
ACH-000618,-0.1886430200618224
ACH-000619,-0.16515477418410535
ACH-000620,-0.1765444181990345
ACH-000621,-0.20865630483880585
ACH-000622,-0.14640002179669373
ACH-000623,-0.16602211192372401
ACH-000624,-0.15196271066474018
ACH-000627,-0.2130048796424323
ACH-000630,-0.12597435066792975
ACH-000631,-0.12890168981082326
ACH-000632,-0.17660479444807184
ACH-000633,-0.13654245046649235
ACH-000637,-0.1852570333843666
ACH-000638,-0.0688631318343475
ACH-000646,-0.12665881857495329
ACH-000647,-0.0751303179785292
ACH-000648,-0.17799482108585485
ACH-000649,-0.20170762073552426
ACH-000651,-0.10921626321923394
ACH-000652,-0.2437477479380569
ACH-000653,-0.187131666476719
ACH-000657,-0.1539502387709274
ACH-000658,-0.03974841014693888
ACH-000661,-0.1861232947010036
ACH-000662,-0.04353076098407803
ACH-000663,-0.1004254284018428
ACH-000665,-0.228338445886126
ACH-000671,-0.06691506643639973
ACH-000672,0.006671243731639799
ACH-000673,-0.10341218820042666
ACH-000676,-0.28155813272094915
ACH-000677,-0.19898971621379288
ACH-000681,-0.023905911500668304
ACH-000683,-0.09430127687048412
ACH-000684,-0.22737320014289986
ACH-000688,-0.33846427797200423
ACH-000693,-0.18634367589236728
ACH-000694,-0.18433937243424975
ACH-000695,-0.06247391202640092
ACH-000696,-0.19357129444147897
ACH-000697,-0.2380659609591855
ACH-000699,-0.06166601902867454
ACH-000701,-0.10034083836027556
ACH-000706,-0.15066734091664766
ACH-000711,-0.10012576008904707
ACH-000713,-0.2864746474910347
ACH-000714,-0.0030042579616156428
ACH-000718,-0.07815159579627991
ACH-000720,-0.1701983771374836
ACH-000721,-0.18450403609596225
ACH-000724,-0.22442183534465485
ACH-000725,-0.1215239479642062
ACH-000732,-0.15390466813012754
ACH-000734,-0.17386998914238502
ACH-000735,-0.1693076265598104
ACH-000736,-0.16943095259718718
ACH-000738,-0.009045159224202988
ACH-000746,-0.2281783990846201
ACH-000747,-0.16591867747826328
ACH-000748,-0.2984860454582141
ACH-000753,-0.15278101243303865
ACH-000756,-0.23194484519524444
ACH-000757,-0.1837940878926312
ACH-000758,-0.295168365651704
ACH-000760,-0.08101472428273332
ACH-000762,-0.14648747996210187
ACH-000763,-0.02542342882716453
ACH-000764,-0.14001895726105892
ACH-000765,-0.1302030743175035
ACH-000766,-0.17367147950636186
ACH-000767,-0.12328518929724615
ACH-000768,-0.049911705882225016
ACH-000769,-0.1467255240130449
ACH-000770,-0.20483498520210366
ACH-000771,-0.11820189007548565
ACH-000773,-0.11188396405061717
ACH-000776,-0.1705335873369457
ACH-000777,-0.13315304999892327
ACH-000778,-0.1212459840715558
ACH-000781,-0.10463246991300364
ACH-000782,-0.13392884573559216
ACH-000783,-0.19732430778024945
ACH-000784,-0.10229673493527293
ACH-000785,-0.05971496578316196
ACH-000787,-0.1676855370120693
ACH-000788,-0.17368744623477106
ACH-000791,-0.09114391315125804
ACH-000792,-0.21872394110001364
ACH-000794,-0.20955102288070832
ACH-000796,-0.1794714292832134
ACH-000798,-0.2420272993815764
ACH-000799,-0.2526284672880023
ACH-000800,-0.17638789818579706
ACH-000802,-0.1998502268530222
ACH-000804,-0.14098633798659194
ACH-000805,-0.3055180367123592
ACH-000809,-0.11604455140298653
ACH-000810,-0.13100795711462734
ACH-000811,-0.19440617209732394
ACH-000817,-0.07433226821953813
ACH-000819,-0.20366999864687416
ACH-000820,-0.08373355446677265
ACH-000821,-0.2157592008057225
ACH-000822,-0.12925177228212054
ACH-000823,-0.0948982042206541
ACH-000824,-0.16249559936595134
ACH-000827,-0.1977585862823652
ACH-000829,-0.1854656280640498
ACH-000831,-0.1404598938953398
ACH-000832,-0.2057592825782542
ACH-000833,0.1000649106948412
ACH-000834,-0.23015147378274955
ACH-000835,-0.2076061553016288
ACH-000836,-0.1088517961771878
ACH-000837,-0.16472136135288654
ACH-000838,-0.1080135149858179
ACH-000839,-0.18867144327701865
ACH-000840,-0.10112730061881947
ACH-000841,-0.038296287493260486
ACH-000843,-0.18392652807542773
ACH-000846,-0.16082828012565056
ACH-000847,-0.1676370911931882
ACH-000848,-0.07734544156339944
ACH-000849,-0.14533004999093094
ACH-000851,-0.2366773499197766
ACH-000855,-0.3017602456132231
ACH-000856,-0.13187310905185742
ACH-000858,-0.20790960789950105
ACH-000859,-0.2435287595002124
ACH-000861,-0.15205377644457166
ACH-000862,-0.11409535324459474
ACH-000865,-0.08615828838386899
ACH-000866,-0.06570179337435192
ACH-000867,-0.10319308235350012
ACH-000869,-0.1537657477310473
ACH-000872,-0.1041667249213694
ACH-000873,-0.1805115015315916
ACH-000876,-0.20836011143580654
ACH-000878,-0.08552446523815906
ACH-000880,-0.13385668326984174
ACH-000881,-0.211870540731668
ACH-000882,-0.18104367569690671
ACH-000884,-0.12500371552555933
ACH-000885,-0.17610118132780428
ACH-000887,-0.2372081621222713
ACH-000889,-0.14654939165069786
ACH-000896,-0.13308409990592554
ACH-000898,-0.1397936394706079
ACH-000900,-0.10584609346626477
ACH-000901,-0.06733905530078994
ACH-000905,-0.23138493213184555
ACH-000906,-0.0978949256709624
ACH-000907,-0.17208685429120826
ACH-000910,-0.026660620959848277
ACH-000911,-0.06745676186413195
ACH-000912,-0.10490822855642942
ACH-000913,-0.22362884583350234
ACH-000915,-0.2512462888239301
ACH-000916,-0.060200992386403786
ACH-000917,-0.1478003311391591
ACH-000920,-0.0801736276861491
ACH-000921,-0.19405003414369731
ACH-000924,-0.20184505652903845
ACH-000926,-0.03921820044292404
ACH-000928,-0.13788023382868222
ACH-000929,-0.14960339767659164
ACH-000932,-0.1958768644352656
ACH-000935,-0.16571442811398754
ACH-000936,-0.17022770477076585
ACH-000937,-0.005407808463511452
ACH-000938,-0.12173526202680035
ACH-000939,-0.048888405459197454
ACH-000941,-0.05429344535792499
ACH-000943,-0.1460414292568463
ACH-000946,-0.1115368080567075
ACH-000947,-0.08957097351679577
ACH-000948,-0.1744111323953534
ACH-000950,-0.26694832806948243
ACH-000953,-0.16926921543081505
ACH-000954,-0.03772648549460552
ACH-000957,-0.18001742339765311
ACH-000958,-0.1320153525515008
ACH-000960,-0.0552748678242043
ACH-000963,-0.03081458296700022
ACH-000968,-0.1567784481900645
ACH-000969,-0.09979374730723396
ACH-000972,-0.17075518623749295
ACH-000973,-0.11143995095453416
ACH-000974,-0.12579482083834012
ACH-000978,-0.05022379011731192
ACH-000984,-0.12612812196848108
ACH-000986,-0.11949793520130644
ACH-000988,-0.09075437472890252
ACH-000993,-0.12957994148367635
ACH-000994,-0.12274603187014728
ACH-000996,-0.1965142499946525
ACH-001001,-0.13513545145944314
ACH-001020,-0.2872228487557606
ACH-001028,-0.10337925658045173
ACH-001031,-0.07391189355411447
ACH-001038,-0.04378860056289564
ACH-001048,-0.237352500556862
ACH-001050,-0.1388866415391537
ACH-001053,-0.17966546708706324
ACH-001054,-0.1267666820214727
ACH-001061,-0.12920101272205878
ACH-001067,-0.16491671955951906
ACH-001075,-0.11687156661101468
ACH-001096,-0.21496324062335967
ACH-001111,-0.15470318927455826
ACH-001119,-0.2534484576781116
ACH-001128,-0.13072447392009456
ACH-001134,-0.10516884229328584
ACH-001151,-0.14974375131315187
ACH-001163,-0.1259134191045871
ACH-001164,-0.12401634062935901
ACH-001183,-0.0602866695581965
ACH-001192,-0.09943658269670637
ACH-001193,-0.02584472230045317
ACH-001196,-0.022324574671271673
ACH-001197,-0.0013180111730294699
ACH-001205,-0.09872487341103592
ACH-001211,-0.12598207937282924
ACH-001212,-0.19766146176532992
ACH-001228,-0.12030138022931405
ACH-001232,-0.12915772165947242
ACH-001239,-0.15777423312760205
ACH-001270,-0.018881624170000368
ACH-001274,-0.176968281895559
ACH-001275,-0.1821337592085501
ACH-001277,-0.09548458914040972
ACH-001278,-0.06348423636919692
ACH-001280,0.05126189310356812
ACH-001283,-0.20352476628513708
ACH-001289,-0.005951518392599032
ACH-001300,-0.13619418258618532
ACH-001301,-0.1717227123524218
ACH-001302,-0.06214297589002304
ACH-001306,-0.2616390241859905
ACH-001318,-0.14762830150938436
ACH-001322,-0.1926072943791284
ACH-001328,-0.14471290951174176
ACH-001332,-0.16756234581238344
ACH-001336,-0.15206810480214378
ACH-001346,-0.07848900506842442
ACH-001353,-0.18984944102510115
ACH-001354,-0.22109024837964808
ACH-001367,-0.1304062064318628
ACH-001368,-0.08061961266146392
ACH-001374,-0.07485368597273788
ACH-001377,-0.12126840822025672
ACH-001380,-0.04824563028462151
ACH-001391,-0.09258732350777918
ACH-001408,-0.10407143552249924
ACH-001430,-0.22871724670871035
ACH-001431,-0.06728385954014933
ACH-001450,-0.13553427964065312
ACH-001496,-0.11284154556907848
ACH-001500,-0.18557561615151294
ACH-001523,-0.09215978696133884
ACH-001532,-0.1947111975148876
ACH-001550,-0.016043072863230357
ACH-001552,-0.21407880978950364
ACH-001554,-0.1338704723320747
ACH-001654,-0.11906104094248453
ACH-001735,-0.11468115990380147
ACH-001736,-0.12601878224419946
ACH-001737,-0.10066933519431476
ACH-001740,-0.06984104314777294
ACH-001745,-0.119489513125031
ACH-001765,-0.12322425087322658
