,ORAOV1 (220064)
ACH-000491,-0.9697424340519466
ACH-000495,-1.1222332419708272
ACH-000496,-1.4832010803633633
ACH-000499,-1.51654405019294
ACH-000500,-0.7379197006350343
ACH-000502,-1.2068391759822985
ACH-000503,-1.2397288957943098
ACH-000505,-1.0655432157085292
ACH-000507,-1.127105942023356
ACH-000510,-1.3198515720333888
ACH-000511,-1.3657609428291069
ACH-000512,-1.3151504401006076
ACH-000516,-1.4145038477949714
ACH-000517,-1.0420762146340703
ACH-000518,-1.243467727342167
ACH-000520,-1.132341703926368
ACH-000521,-1.4999636491715744
ACH-000522,-0.9683969722484822
ACH-000524,-1.3895779095392211
ACH-000527,-1.2152870157114148
ACH-000528,-1.0629615183564642
ACH-000537,-0.7189362578985243
ACH-000541,-1.8133835508549012
ACH-000542,-1.1947898313638197
ACH-000544,-1.0214089909007769
ACH-000545,-1.2568299562751977
ACH-000547,-1.2980819909042554
ACH-000548,-0.9281608421075234
ACH-000549,-1.0951611939551262
ACH-000550,-1.3004236995977878
ACH-000552,-1.1505429756718175
ACH-000556,-1.2476442393289906
ACH-000557,-1.4047186868621748
ACH-000569,-1.2131877165620846
ACH-000570,-1.211417252336726
ACH-000571,-1.2491209993915804
ACH-000573,-1.3792831960122642
ACH-000576,-1.0476339538381525
ACH-000579,-1.2045359603657275
ACH-000580,-1.234692244446213
ACH-000584,-1.1954301568894774
ACH-000585,-0.7687277951841731
ACH-000588,-1.2253433949995491
ACH-000589,-1.3605302217852804
ACH-000591,-1.2428635936131758
ACH-000593,-1.3900238348664455
ACH-000600,-1.3960138536487663
ACH-000601,-1.258530553112041
ACH-000605,-1.108953381859804
ACH-000606,-1.1366933495461111
ACH-000608,-1.0737737606734499
ACH-000614,-1.2043712216697278
ACH-000616,-0.9950245646589329
ACH-000618,-0.7432460825401518
ACH-000619,-0.9779854607389666
ACH-000620,-1.1099193803766774
ACH-000621,-1.194703869437025
ACH-000622,-1.231351535207321
ACH-000623,-1.4227385612407062
ACH-000624,-1.2352200042834942
ACH-000627,-1.097334640496746
ACH-000630,-1.2325373305163458
ACH-000631,-1.4847128831533267
ACH-000632,-1.3792276602393143
ACH-000633,-1.3106653784320057
ACH-000637,-0.9058523030114548
ACH-000638,-0.910710338375037
ACH-000646,-1.1975037137083726
ACH-000647,-1.0476833468723432
ACH-000648,-1.5116380876460749
ACH-000649,-1.3700914491768168
ACH-000651,-1.0913016651104321
ACH-000652,-1.291530449919616
ACH-000653,-1.2381596208040098
ACH-000657,-1.2903999755631277
ACH-000658,-1.403084244693588
ACH-000661,-1.2682429019658612
ACH-000662,-0.821860327680695
ACH-000663,-1.5216717213412172
ACH-000665,-1.272888574362269
ACH-000671,-1.1885309952833976
ACH-000672,-1.2887501436530653
ACH-000673,-1.0122158100087566
ACH-000676,-1.3098234042734698
ACH-000677,-1.3208990764344228
ACH-000681,-1.0959548611950192
ACH-000683,-1.283279204399565
ACH-000684,-1.1586246396746196
ACH-000688,-1.5074399598327428
ACH-000693,-1.1062979938620003
ACH-000694,-0.8917939765544575
ACH-000695,-1.1418169046024045
ACH-000696,-1.2186166112856498
ACH-000697,-1.2631176564765405
ACH-000699,-1.1767967015788043
ACH-000701,-0.903195513338216
ACH-000706,-1.0469594402143825
ACH-000711,-1.2220120223571354
ACH-000713,-1.3099584960041544
ACH-000714,-1.0688995528676086
ACH-000718,-1.488068752360626
ACH-000720,-1.4315454334150193
ACH-000721,-1.1177386861181242
ACH-000724,-1.35804778858393
ACH-000725,-1.1445771654593004
ACH-000732,-1.0173263183832113
ACH-000734,-1.2875017523799694
ACH-000735,-1.1804391499845068
ACH-000736,-1.1918393766660222
ACH-000738,-1.1833330059228866
ACH-000746,-0.9643590861051
ACH-000747,-1.1862048214484575
ACH-000748,-1.0399120113995597
ACH-000753,-1.448948456558694
ACH-000756,-1.199033366178258
ACH-000757,-1.1307610213147203
ACH-000758,-1.3637417459919112
ACH-000760,-0.9295372885480176
ACH-000762,-0.8516515166044887
ACH-000763,-1.0985407723230538
ACH-000764,-1.2449542481516953
ACH-000765,-1.5186643778568412
ACH-000766,-1.302044113418949
ACH-000767,-0.9894698962821492
ACH-000768,-1.1559533033593172
ACH-000769,-1.322472195683821
ACH-000770,-1.2806730048443908
ACH-000771,-1.0157080242632
ACH-000773,-1.2211749858947196
ACH-000776,-1.2167317631361856
ACH-000777,-1.134108961196243
ACH-000778,-1.4622709331435957
ACH-000781,-1.3646557891462476
ACH-000782,-1.4234165526067035
ACH-000783,-0.9199122068037491
ACH-000784,-1.2629062424707147
ACH-000785,-1.0087891136273692
ACH-000787,-1.014927211182993
ACH-000788,-1.2735223264186426
ACH-000791,-1.1017967222879483
ACH-000792,-1.0861396571816284
ACH-000794,-0.8458095926721794
ACH-000796,-1.2409542840988037
ACH-000798,-1.2356434414906834
ACH-000799,-1.1791724169164983
ACH-000800,-1.2302856313844364
ACH-000802,-1.2944054178862188
ACH-000804,-1.4873731880769194
ACH-000805,-1.2653225413378917
ACH-000809,-0.7619320778708021
ACH-000810,-0.9059376157841312
ACH-000811,-1.2511771089450001
ACH-000817,-1.3614607759810984
ACH-000819,-1.070545218306629
ACH-000820,-1.5318707766065331
ACH-000821,-1.7905711584151165
ACH-000822,-1.4777114600517542
ACH-000823,-0.9963555572074516
ACH-000824,-0.8242742485481024
ACH-000827,-1.167608415510058
ACH-000829,-1.0885743397911256
ACH-000831,-1.173495149829594
ACH-000832,-1.240272837319114
ACH-000833,-1.2591765303619875
ACH-000834,-1.3412547812425144
ACH-000835,-1.3858439264014482
ACH-000836,-1.2234064172732118
ACH-000837,-1.1982912886018429
ACH-000838,-1.1537677095334304
ACH-000839,-1.1015215047272484
ACH-000840,-1.2608762387809287
ACH-000841,-1.2759349627613517
ACH-000843,-1.1093684095469394
ACH-000846,-0.544970126406501
ACH-000847,-1.0237773482046304
ACH-000848,-1.0841078374392927
ACH-000849,-1.339328036692814
ACH-000851,-1.1497505901164458
ACH-000855,-0.9751515707798568
ACH-000856,-1.3966016931287577
ACH-000858,-1.29175298180372
ACH-000859,-1.1116006492155115
ACH-000861,-1.0913619380404092
ACH-000862,-1.2877431038733482
ACH-000865,-1.3126309342675433
ACH-000866,-1.1591036445743046
ACH-000867,-0.9118090125222372
ACH-000869,-1.2906252589614853
ACH-000872,-0.9820865625203712
ACH-000873,-1.1129965431217508
ACH-000876,-0.6317005142124512
ACH-000878,-1.1953013906467225
ACH-000880,-0.9888682305790784
ACH-000881,-1.2322245411994144
ACH-000882,-1.2246056480619298
ACH-000884,-1.2163680631534528
ACH-000885,-1.2433630038724572
ACH-000887,-1.084332664938242
ACH-000889,-1.1882176886535645
ACH-000896,-1.1603672531676097
ACH-000898,-1.133460142162668
ACH-000900,-0.9688886832355202
ACH-000901,-1.1171194681752623
ACH-000905,-1.1764438132882906
ACH-000906,-0.7744940162285378
ACH-000907,-1.4921930612550198
ACH-000910,-1.5004572981084163
ACH-000911,-0.9591148445135158
ACH-000912,-1.2755126964306058
ACH-000913,-1.1852699889480005
ACH-000915,-1.2698742213446828
ACH-000916,-1.2667065734165712
ACH-000917,-0.9097981483538976
ACH-000920,-0.8721567103105461
ACH-000921,-1.2415423058296078
ACH-000924,-1.2459070895157267
ACH-000926,-1.2086491261041985
ACH-000928,-1.2922976681044025
ACH-000929,-0.9842306342834216
ACH-000932,-0.8866116133345678
ACH-000935,-1.1825809618392429
ACH-000936,-1.2869971764949082
ACH-000937,-1.2409620805285515
ACH-000938,-1.0568929052889051
ACH-000939,-1.3171578039261442
ACH-000941,-1.2848320279881926
ACH-000943,-1.0420102796754471
ACH-000946,-1.0879151222958718
ACH-000947,-1.3005528887013444
ACH-000948,-1.2133844690591058
ACH-000950,-1.3554279922610473
ACH-000953,-1.1583297866683289
ACH-000954,-1.1620507562097375
ACH-000957,-0.9965093054603114
ACH-000958,-1.1436663504617772
ACH-000960,-1.3667164573329371
ACH-000963,-0.7320614422357336
ACH-000968,-1.2233854005429794
ACH-000969,-1.062256525024723
ACH-000972,-1.0092854211308753
ACH-000973,-1.2375590967816874
ACH-000974,-1.1603170584566869
ACH-000978,-1.2089514228241671
ACH-000984,-1.2573516336472053
ACH-000986,-1.0683055239822925
ACH-000988,-1.2168518400987014
ACH-000993,-1.1045964843502494
ACH-000994,-0.7953739489380857
ACH-000996,-1.3480482232495703
ACH-001001,-0.9158607025299618
ACH-001020,-1.0447736032661874
ACH-001028,-1.2383459191624082
ACH-001031,-1.2212282229961935
ACH-001038,-1.0665074683261295
ACH-001048,-1.3359378138672195
ACH-001050,-1.0715475174160702
ACH-001053,-0.8108385318663959
ACH-001054,-1.2975008998811204
ACH-001061,-1.133544780945036
ACH-001067,-1.2249091160477008
ACH-001075,-1.050037472126633
ACH-001096,-1.3036091072123304
ACH-001111,-1.166914849044714
ACH-001119,-1.3507986540977237
ACH-001128,-1.404669125459996
ACH-001134,-1.0474143219510597
ACH-001151,-1.2749710582964584
ACH-001163,-1.402246240672613
ACH-001164,-1.1948203289311583
ACH-001183,-1.0363332215576124
ACH-001192,-1.3786609338171465
ACH-001193,-1.4129941467337097
ACH-001196,-1.164024729234096
ACH-001197,-1.5205439013205524
ACH-001205,-1.1716551027863016
ACH-001211,-0.9447462745054044
ACH-001212,-1.30199418058791
ACH-001228,-1.3688356908900299
ACH-001232,-1.337243859368379
ACH-001239,-1.3093810326732636
ACH-001270,-1.4213784552163184
ACH-001274,-1.092752158208172
ACH-001275,-1.0898824973375478
ACH-001277,-1.4780602770622284
ACH-001278,-1.2800879258583462
ACH-001280,-0.9656677243093436
ACH-001283,-1.2023685650533071
ACH-001289,-1.100991048163773
ACH-001300,-1.361917622929231
ACH-001301,-1.166623336195141
ACH-001302,-1.3877162445957798
ACH-001306,-1.3873978317393958
ACH-001318,-1.3266189262371328
ACH-001322,-1.1086230838317734
ACH-001328,-0.9767389013511472
ACH-001332,-1.0136768082868086
ACH-001336,-1.2103361131596886
ACH-001346,-1.1118563937765922
ACH-001353,-1.2428219004804908
ACH-001354,-1.508478012143936
ACH-001367,-1.3123620428596283
ACH-001368,-1.1494201491700091
ACH-001374,-1.2482639770709616
ACH-001377,-0.97846477822974
ACH-001380,-1.1587684259624051
ACH-001391,-1.122735145729435
ACH-001408,-1.1440385332811287
ACH-001430,-1.3919508546485828
ACH-001431,-1.1654382606559188
ACH-001450,-1.307768053536408
ACH-001496,-1.389330989090698
ACH-001500,-1.3977120175955866
ACH-001523,-1.3065169746405354
ACH-001532,-0.9361204414032972
ACH-001550,-1.4872074233459194
ACH-001552,-1.1599869437881698
ACH-001554,-1.130152650311374
ACH-001654,-1.3801077888534081
ACH-001735,-1.3552122860716531
ACH-001736,-1.5777772441017044
ACH-001737,-1.0995163061831186
ACH-001740,-1.1532122618080416
ACH-001745,-1.172247840676411
ACH-001765,-1.0891529018590391
