,C1QTNF9B (387911)
ACH-000251,-0.18476158936133955
ACH-000252,0.022749606860900627
ACH-000253,-0.3590535031834638
ACH-000255,-0.16008933753161306
ACH-000256,-0.14475185478133662
ACH-000257,-0.14713408164546693
ACH-000258,-0.3000355699109769
ACH-000259,-0.15277056727091706
ACH-000260,-0.07887732130244153
ACH-000261,-0.21016984782226544
ACH-000262,-0.4775381174827689
ACH-000263,-0.29252881939440234
ACH-000264,-0.2574053483913298
ACH-000265,-0.3535771296535989
ACH-000266,-0.27648983885238765
ACH-000272,-0.16776876965337856
ACH-000274,-0.2278992867560788
ACH-000277,-0.02388480504641935
ACH-000278,-0.3203496161746426
ACH-000279,-0.13055761493877344
ACH-000280,-0.15335924010321053
ACH-000281,-0.10879633918382586
ACH-000288,-0.2881306123305455
ACH-000291,-0.13451660236861396
ACH-000293,-0.16598708672820275
ACH-000294,-0.20108600236108248
ACH-000295,-0.412493798584502
ACH-000296,-0.037172564140781884
ACH-000302,-0.19543009989376836
ACH-000304,-0.1866756221815284
ACH-000307,-0.17294108069212713
ACH-000308,-0.033653307267940136
ACH-000310,-0.18434350389866275
ACH-000311,-0.4672288476320931
ACH-000312,-0.17383698164380967
ACH-000315,-0.029875111944478668
ACH-000316,-0.19756785209438668
ACH-000317,-0.10014880626070112
ACH-000318,-0.06714028687659346
ACH-000319,-0.13843910729128386
ACH-000320,-0.09154656526605584
ACH-000322,-0.19966251876530855
ACH-000323,-0.19123218878160603
ACH-000324,-0.2401363448148701
ACH-000329,-0.08382485343637296
ACH-000330,-0.2512985114190089
ACH-000331,-0.2170693555980036
ACH-000332,-0.12360428560165106
ACH-000334,-0.3446342116223142
ACH-000335,-0.012274872005290477
ACH-000336,-0.2326288993558299
ACH-000337,0.01853857216803003
ACH-000338,-0.2326521428050561
ACH-000339,-0.1743045300892123
ACH-000341,-0.253056735415067
ACH-000348,-0.14922595802724334
ACH-000350,-0.19937064636162868
ACH-000352,-0.2321176898644336
ACH-000356,-0.27552550061335696
ACH-000361,-0.232121179415108
ACH-000362,-0.38723018640574575
ACH-000363,-0.11530144589684907
ACH-000364,-0.335779831646027
ACH-000365,-0.13633791040299115
ACH-000366,-0.21376906733570275
ACH-000368,-0.15445968178138708
ACH-000374,-0.15604079716069835
ACH-000375,-0.13126778722701266
ACH-000376,-0.2292954019928979
ACH-000381,-0.30490494574704663
ACH-000383,-0.1353954714069244
ACH-000387,-0.14285899525442552
ACH-000389,-0.1090255056345719
ACH-000390,-0.3217421099769449
ACH-000393,-0.23343541372322554
ACH-000395,-0.4129764796900567
ACH-000396,-0.5087065023223769
ACH-000397,-0.17528250038037618
ACH-000401,-0.2016760177552102
ACH-000402,-0.27603411374778136
ACH-000403,-0.3100631441720882
ACH-000404,-0.03526755504573373
ACH-000406,-0.22799052740445425
ACH-000407,-0.10839350268706777
ACH-000408,-0.08670257252894899
ACH-000410,-0.19143731344480805
ACH-000411,-0.2804608478772535
ACH-000414,-0.3194099428051997
ACH-000415,-0.31729309383211896
ACH-000416,-0.15132229812109335
ACH-000420,-0.2526820545784428
ACH-000421,-0.14940585783480131
ACH-000424,-0.1072467509065243
ACH-000425,-0.3122931990300828
ACH-000426,-0.3953791672577478
ACH-000427,-0.2029660369214094
ACH-000433,-0.4743679445021594
ACH-000435,-0.5979784989636269
ACH-000436,-0.18324112018195512
ACH-000444,-0.2389987650197685
ACH-000445,-0.13828826583543727
ACH-000448,-0.17450556699496822
ACH-000450,-0.18171481866314299
ACH-000452,-0.1538259781393931
ACH-000454,-0.2747733159184709
ACH-000458,-0.10978229842656168
ACH-000459,-0.13835156839155655
ACH-000460,-0.16342226536277354
ACH-000461,-0.10563999022114776
ACH-000463,-0.20660675827304276
ACH-000464,-0.0682841270301684
ACH-000466,-0.3639985440878816
ACH-000467,-0.16401462927206126
ACH-000468,-0.2896683087040117
ACH-000469,-0.28149126032946725
ACH-000470,-0.2689895436135403
ACH-000471,-0.2262516421139061
ACH-000472,-0.18863567443869125
ACH-000473,-0.28933285704519546
ACH-000475,-0.26486553274581626
ACH-000476,-0.2499982706205559
ACH-000477,-0.19978012666184114
ACH-000479,-0.490105433596629
ACH-000480,-0.2346619546643273
ACH-000481,-0.2266810670605856
ACH-000483,-0.20692651586229904
ACH-000484,-0.1120161668329871
ACH-000485,-0.26640398623476397
ACH-000486,-0.17717621572554051
ACH-000487,-0.2504462341514931
ACH-000488,-0.232535822057084
ACH-000490,-0.14919565710721092
ACH-000491,-0.1637834354861299
ACH-000495,-0.2516498592628855
ACH-000496,-0.27375884712031723
ACH-000499,-0.3083402093890046
ACH-000500,-0.2648305967365696
ACH-000502,-0.1112193396105202
ACH-000503,-0.13504662804341722
ACH-000505,-0.16188622736118094
ACH-000507,-0.38129231531696295
ACH-000510,-0.2814247709457806
ACH-000511,-0.3323447685914234
ACH-000512,-0.3758692549923774
ACH-000516,-0.2270496468353274
ACH-000517,-0.1035177655094472
ACH-000518,-0.15205043554001627
ACH-000520,-0.3214639011410809
ACH-000521,-0.2739023781683937
ACH-000522,-0.20725624540915807
ACH-000524,-0.2509533008499754
ACH-000527,-0.11990301315186813
ACH-000528,-0.10403598566848367
ACH-000537,-0.10220747535135943
ACH-000541,-0.08975879212653606
ACH-000542,-0.31262773952038825
ACH-000544,-0.16105726321563107
ACH-000545,-0.16838202322754403
ACH-000547,-0.16194558461195255
ACH-000548,-0.05680872829581285
ACH-000549,-0.3382285537876325
ACH-000550,-0.1391329492922285
ACH-000552,-0.3183564478306968
ACH-000556,-0.3327880296241888
ACH-000557,-0.20303125636333888
ACH-000569,-0.24759950850647164
ACH-000570,-0.3268299751212355
ACH-000571,-0.26434280064754473
ACH-000573,-0.17485145475327446
ACH-000576,-0.32177444049237136
ACH-000579,-0.003121302542787691
ACH-000580,-0.3378108142494272
ACH-000584,-0.2535288965779689
ACH-000585,-0.19597770468152645
ACH-000588,-0.2854304305300998
ACH-000589,-0.22275985051241928
ACH-000591,-0.35372869782889066
ACH-000593,-0.3059345106040973
ACH-000600,-0.3909541709680076
ACH-000601,-0.12148052859960848
ACH-000605,-0.2750704777124082
ACH-000606,-0.20370847711971488
ACH-000608,-0.2870147647080241
ACH-000614,-0.04585976883617651
ACH-000616,-0.3340113148494673
ACH-000618,-0.16576969882735526
ACH-000619,-0.1273817290657698
ACH-000620,-0.14103236926292956
ACH-000621,-0.1789777599242563
ACH-000622,-0.17269486597127365
ACH-000623,-0.3718873796103051
ACH-000624,-0.1292872594416761
ACH-000627,-0.19295105556571845
ACH-000630,-0.07764400850271512
ACH-000631,0.29901673068313234
ACH-000632,-0.2326530997881909
ACH-000633,-0.09876105706077057
ACH-000637,-0.22939750392025876
ACH-000638,-0.320945888021532
ACH-000646,-0.19697302939807196
ACH-000647,-0.20122526273026187
ACH-000648,-0.5242962091225454
ACH-000649,-0.21522421410704853
ACH-000651,-0.2043672346519204
ACH-000652,-0.30499636839445665
ACH-000653,-0.27752281415021
ACH-000657,-0.18021166278985046
ACH-000658,-0.11527038451540547
ACH-000661,-0.33504114957344777
ACH-000662,0.29880544396585745
ACH-000663,-0.1715081506450356
ACH-000665,-0.19029599565356128
ACH-000671,-0.3704396980024549
ACH-000672,-0.2608244330351542
ACH-000673,-0.1192053615459829
ACH-000676,-0.1572465433266272
ACH-000677,-0.2402197347220055
ACH-000681,-0.16913427950474486
ACH-000683,-0.1280729800836708
ACH-000684,-0.16971849536656436
ACH-000688,-0.28365377557777577
ACH-000693,-0.2383600271292345
ACH-000694,-0.13898801135899033
ACH-000695,-0.3394273375913336
ACH-000696,-0.17918731730897192
ACH-000697,-0.2263765047290059
ACH-000699,-0.15794111821032386
ACH-000701,0.05331043925903453
ACH-000706,-0.09641196863600786
ACH-000711,-0.014779622745056075
ACH-000713,-0.2379669520720991
ACH-000714,-0.31151781110168913
ACH-000718,-0.21970040677399927
ACH-000720,-0.12337499666571218
ACH-000721,-0.14139869857064466
ACH-000724,-0.3013755788669369
ACH-000725,-0.14930951347698967
ACH-000732,-0.26220468061764474
ACH-000734,-0.14502168738733034
ACH-000735,-0.2698023554339596
ACH-000736,-0.3131444573000984
ACH-000738,-0.2419980448629822
ACH-000746,-0.10426249087710776
ACH-000747,-0.28277845474561136
ACH-000748,-0.12033780489775048
ACH-000753,-0.2357456849303772
ACH-000756,-0.08641216852274783
ACH-000757,-0.07683968513044277
ACH-000758,-0.08082224472895147
ACH-000760,-0.1100732872752344
ACH-000762,-0.14961758951872525
ACH-000763,-0.22266172692786068
ACH-000764,-0.3185438922133086
ACH-000765,-0.1669904223154812
ACH-000766,-0.19584453864355533
ACH-000767,-0.2515440587909239
ACH-000768,-0.18170089412709825
ACH-000769,-0.24414690102678704
ACH-000770,-0.20148460795434373
ACH-000771,-0.19568520316347768
ACH-000773,-0.3085335677955653
ACH-000776,-0.14752282809378967
ACH-000777,-0.10348902523576987
ACH-000778,-0.08106718225395919
ACH-000781,-0.14411995136318162
ACH-000782,-0.25895244729230954
ACH-000783,-0.07542035159232982
ACH-000784,-0.0965716380059204
ACH-000785,-0.2711598262849633
ACH-000787,-0.14352868192503454
ACH-000788,-0.17731400514703802
ACH-000791,-0.27551686141031423
ACH-000792,-0.21469481759093986
ACH-000794,-0.2683518480115668
ACH-000796,-0.21086703851677996
ACH-000798,-0.07112011887959081
ACH-000799,-0.2695578764254927
ACH-000800,-0.3443842081635352
ACH-000802,-0.1254082054037913
ACH-000804,-0.2270570493068509
ACH-000805,-0.09985745136255487
ACH-000809,-0.34561446752309816
ACH-000810,0.15376874714245198
ACH-000811,-0.1953580874207892
ACH-000817,-0.3193792350469672
ACH-000819,-0.2410504189187465
ACH-000820,-0.4028690411891001
ACH-000821,-0.39084516106760736
ACH-000822,-0.08030823440262183
ACH-000823,-0.1310988096238002
ACH-000824,-0.10842554315298117
ACH-000827,-0.17691513693042565
ACH-000829,-0.3731917966671561
ACH-000831,-0.36097231255442747
ACH-000832,-0.046592546897011165
ACH-000833,-0.24328328658900505
ACH-000834,-0.21889841279069275
ACH-000835,-0.21341949139793384
ACH-000836,-0.08415446754956367
ACH-000837,-0.07936934804100876
ACH-000838,-0.3772615112156438
ACH-000839,-0.15167572754275738
ACH-000840,0.00044557614585364637
ACH-000841,-0.3140674117451495
ACH-000843,-0.11123012147039933
ACH-000846,-0.3156730142020945
ACH-000847,-0.3261067506836208
ACH-000848,-0.20417454219747064
ACH-000849,-0.08202116502851681
ACH-000851,-0.2729738255651074
ACH-000855,-0.3646511216456119
ACH-000856,-0.3293823471888748
ACH-000858,-0.2137622276472748
ACH-000859,-0.16665842800870234
ACH-000861,-0.23865346366472714
ACH-000862,-0.17994372045937426
ACH-000865,-0.22878827382491454
ACH-000866,-0.2760515916209869
ACH-000867,-0.14806038429555313
ACH-000869,-0.2344938595710801
ACH-000872,-0.2915996873620469
ACH-000873,-0.13338629699892246
ACH-000876,-0.14529655950925885
ACH-000878,-0.12463727102524745
ACH-000880,-0.15815063632383794
ACH-000881,-0.2880524634827669
ACH-000882,-0.20813924232741698
ACH-000884,-0.0613440795162482
ACH-000885,-0.2125694824462047
ACH-000887,-0.1445242808866997
ACH-000889,-0.15623237534940576
ACH-000896,-0.1992692874683235
ACH-000898,-0.11980717082894606
ACH-000900,-0.19452250495270648
ACH-000901,-0.23895868687155225
ACH-000905,-0.1621025570479462
ACH-000906,-0.2693971798870577
ACH-000907,-0.1020314762202011
ACH-000910,-0.15367122231254826
ACH-000911,-0.3234983296463284
ACH-000912,-0.16835113234456173
ACH-000913,-0.11956842986844506
ACH-000915,-0.26938901233332296
ACH-000916,-0.060207250992036214
ACH-000917,-0.29756421172062164
ACH-000920,-0.2451255960309333
ACH-000921,-0.2999597372409539
ACH-000924,-0.15039972725781134
ACH-000926,-0.3727263912331757
ACH-000928,-0.00022732457780426049
ACH-000929,-0.5246714804673549
ACH-000932,-0.3414787530100654
ACH-000935,-0.3065805031289092
ACH-000936,-0.1553799200413973
ACH-000937,-0.08195566715869633
ACH-000938,0.025499038764478447
ACH-000939,-0.07438300218923492
ACH-000941,-0.17106745874382198
ACH-000943,-0.20110028095101312
ACH-000946,-0.21355257945465608
ACH-000947,-0.1337353456527072
ACH-000948,-0.22774321167909806
ACH-000950,-0.146342979920058
ACH-000953,-0.4839157708176802
ACH-000954,-0.2394041075089349
ACH-000957,-0.3513760285668337
ACH-000958,-0.12400308306555445
ACH-000960,-0.2626432338868486
ACH-000963,-0.4855848178298186
ACH-000968,-0.0449322454288812
ACH-000969,-0.1488586589574862
ACH-000972,-0.3442476632364553
ACH-000973,-0.2465826252316712
ACH-000974,-0.26666430453453605
ACH-000978,-0.17399761565043614
ACH-000984,-0.18150559784935136
ACH-000986,-0.18843226542801045
ACH-000988,-0.2458968434715719
ACH-000993,-0.2788437088643289
ACH-000994,-0.009309840741358141
ACH-000996,-0.2857280449126573
ACH-001001,-0.15640663699233756
ACH-001020,-0.11654684900252775
ACH-001028,-0.15186612502657829
ACH-001031,0.05054061320949008
ACH-001038,-0.11523397565752468
ACH-001048,-0.23026123065685156
ACH-001050,-0.2921399628030505
ACH-001053,-0.022638973708950298
ACH-001054,-0.1893285898716313
ACH-001061,-0.21678858604287052
ACH-001067,-0.23051101915903086
ACH-001075,-0.3741853344421245
ACH-001096,-0.21345121265516
ACH-001111,-0.009452613248696428
ACH-001119,-0.1595052200100641
ACH-001128,-0.13072208920922831
ACH-001134,-0.3353283693099566
ACH-001151,-0.1418195268103482
ACH-001163,-0.23568690149704005
ACH-001164,-0.19977645241345507
ACH-001183,-0.3394485207740673
ACH-001192,-0.2783991624638956
ACH-001193,-0.27228664821705145
ACH-001196,-0.3117108172074637
ACH-001197,-0.0731389897334158
ACH-001205,-0.17465600456976113
ACH-001211,-0.09031385402663644
ACH-001212,-0.053977812315590235
ACH-001228,-0.18904821295801133
ACH-001232,-0.017203092839336943
ACH-001239,-0.361250950540752
ACH-001270,-0.13270860363514242
ACH-001274,-0.29935059709674994
ACH-001275,-0.29281820646955736
ACH-001277,-0.030870391887724787
ACH-001278,-0.28576563769741403
ACH-001280,-0.3314219531350304
ACH-001283,-0.2729392193786977
ACH-001289,-0.30064416654510273
ACH-001300,-0.3776224689629086
ACH-001301,-0.3144352688413249
ACH-001302,-0.013849094962355387
ACH-001306,-0.4004074306643515
ACH-001318,-0.1887217975929904
ACH-001322,-0.2691362562671717
ACH-001328,-0.3186920061295379
ACH-001332,-0.3507320342101774
ACH-001336,-0.23728765099954205
ACH-001346,-0.32243548383808474
ACH-001353,-0.3944793540861731
ACH-001354,-0.3630657181960615
ACH-001367,-0.18941541858723207
ACH-001368,-0.1437093863760604
ACH-001374,-0.09154359687785
ACH-001377,-0.2515549579053565
ACH-001380,-0.2885317842778949
ACH-001391,-0.05572058557334887
ACH-001408,-0.18880891086802531
ACH-001430,-0.21815147913592187
ACH-001431,-0.15099376392513433
ACH-001450,-0.0060856904648108594
ACH-001496,-0.16398845734396575
ACH-001500,-0.3677252353985888
ACH-001523,-0.3039556068776264
ACH-001532,-0.2392410510303077
ACH-001550,-0.10569422998519948
ACH-001552,-0.1981861720798901
ACH-001554,-0.09237626901886424
ACH-001654,-0.15505058946882375
ACH-001735,-0.1680638682645511
ACH-001736,-0.290374257498975
ACH-001737,0.10029460475603927
ACH-001740,-0.41389081409118855
ACH-001745,-0.3111456956836625
ACH-001765,-0.3230505513913207
