,VTI1A (143187)
ACH-001280,-0.019115232660567742
ACH-001283,-0.1377267813099621
ACH-001289,-0.1962286243382859
ACH-001300,-0.13592874303095367
ACH-001301,-0.1326324283866285
ACH-001302,-0.167527494395143
ACH-001306,-0.20030523921534216
ACH-001318,0.014833461837216738
ACH-001322,-0.14423454742718678
ACH-001328,-0.10866673369010407
ACH-001332,0.046610684967320716
ACH-001336,-0.10902610141672038
ACH-001346,-0.14027438279893886
ACH-001353,-0.15466112621303113
ACH-001354,-0.22777165262155735
ACH-001367,-0.35180183211855315
ACH-001368,-0.043134472314808346
ACH-001374,0.0020264573768277493
ACH-001377,-0.1129408674887568
ACH-001380,-0.21111662049139907
ACH-001391,-0.09677674043978024
ACH-001408,-0.11059521712180644
ACH-001430,-0.08659834463292937
ACH-001431,-0.042909805835456935
ACH-001450,-0.1509707608844562
ACH-001496,-0.0646099330971492
ACH-001500,-0.19724073737782635
ACH-001523,-0.10004557404081033
ACH-001532,-0.200233811357468
ACH-001550,-0.1705553011650463
ACH-001552,-0.1252119081006599
ACH-001554,-0.1306545880061702
ACH-001654,-0.09716881274807744
ACH-001735,-0.13672814315504214
ACH-001736,-0.06710436916414897
ACH-001737,-0.04243572523196936
ACH-001740,-0.007872424446400307
ACH-001745,-0.0568660979225517
ACH-001765,-0.16193601775465374
