,MEX3A (92312)
ACH-000376,-0.5477767348136515
ACH-000381,-0.5809473586593279
ACH-000383,-0.4447135949235089
ACH-000387,-0.30643441240627417
ACH-000389,-0.4603307074545595
ACH-000390,-0.2513781331141568
ACH-000393,-0.26897827698999605
ACH-000395,-0.35146894910175885
ACH-000396,-0.6375347224046249
ACH-000397,-0.4623293952159117
ACH-000401,-0.4565273668233925
ACH-000402,-0.6506673238511791
ACH-000403,-0.40437576687909066
ACH-000404,-0.24802149747106986
ACH-000406,-0.2766974521489282
ACH-000407,-0.7345404339139148
ACH-000408,-0.19748612556522474
ACH-000410,-0.6992937960333219
ACH-000411,-0.27407063769218354
ACH-000414,-0.5864822184033203
ACH-000415,-0.2916554759706028
ACH-000416,-0.496208878874317
ACH-000420,-0.38131079049555183
ACH-000421,-0.4915474346373437
ACH-000424,-0.1634700248507455
ACH-000425,-0.3799113698269623
ACH-000426,-0.20262980144514045
ACH-000427,-0.3295971948044062
ACH-000433,-0.7246498005521068
ACH-000435,-0.6557839014652581
ACH-000436,-0.29703978615400195
ACH-000444,-0.5025522483492776
ACH-000445,-0.32895496769676746
ACH-000448,-0.3199706847815462
ACH-000450,-0.5783142865033122
ACH-000452,-0.4001420274912464
ACH-000454,-0.4288258453544291
ACH-000458,-0.3292726459907704
ACH-000459,-0.032652652107647964
ACH-000460,-0.3470386495773223
ACH-000461,-0.43631594484904185
ACH-000463,-0.4926932257820175
ACH-000464,-0.43954886217098615
ACH-000466,-0.6289351373045661
ACH-000467,-0.16214657177445466
ACH-000468,-0.42382991660700375
ACH-000469,-0.2401152444430849
ACH-000470,-0.22446274892503024
ACH-000471,-0.4603136390693157
ACH-000472,-0.4041771020714687
ACH-000473,-0.3815201302328456
ACH-000475,-0.4962317959605818
ACH-000476,-0.4015412610450568
ACH-000477,-0.5555073979116486
ACH-000479,-0.28134913845917103
ACH-000480,-0.5826476949808741
ACH-000481,-0.4052261414756565
ACH-000483,-0.15289708374454394
ACH-000484,-0.5700466673153689
ACH-000485,-0.4562968535014788
ACH-000486,-0.3650239413553175
ACH-000487,-0.4183701781129002
ACH-000488,-0.4728737391438464
ACH-000490,-0.4164670757965594
ACH-000491,-0.3435831411973999
ACH-000495,-0.5943020799926096
ACH-000496,-0.40646931220020177
ACH-000499,-0.39389521421784063
ACH-000500,-1.0590532566176685
ACH-000502,-0.477328615461753
ACH-000503,-0.39363914019600943
ACH-000505,-0.5864649929046465
ACH-000507,-0.36757245843069297
ACH-000510,-0.5018663691970082
ACH-000511,-0.4080289105363735
ACH-000512,-0.44483611179702537
ACH-000516,-0.4027690602547911
ACH-000517,-0.4074279619523762
ACH-000518,-0.41473644146672384
ACH-000520,-0.5287346425108099
ACH-000521,-0.44506383070668426
ACH-000522,-0.4197446235825542
ACH-000524,-0.3811500371659453
ACH-000527,-0.4160145996118691
ACH-000528,-0.3236798163661846
ACH-000537,-0.4195176791618134
ACH-000541,-0.19828215187675435
ACH-000542,-0.42972297448132657
ACH-000544,-0.4431198012495413
ACH-000545,-0.4732017633082872
ACH-000547,-0.18286499854682925
ACH-000548,-0.3630482537444696
ACH-000549,-0.4695015002388498
ACH-000550,-0.3403874029292458
ACH-000552,-0.3738116363258964
ACH-000556,-0.4383206433128343
ACH-000557,-0.4400542023194402
ACH-000569,-0.3426163708934066
ACH-000570,-0.23918864673773674
ACH-000571,-0.3603851205090262
ACH-000573,-0.37574177093154
ACH-000576,-0.34498605132281424
ACH-000579,-0.4379334433452367
ACH-000580,-0.5988941410086484
ACH-000584,-0.2415485334851952
ACH-000585,-0.3883942396120633
ACH-000588,-0.4500855874629388
ACH-000589,-0.4785786770051996
ACH-000591,-0.0792513024855952
ACH-000593,-0.3907545322419786
ACH-000600,-0.39074144071440176
ACH-000601,-0.410808912258716
ACH-000605,-0.4359554532297002
ACH-000606,-0.5655071343397906
ACH-000608,-0.35062834358936384
ACH-000614,-0.4652110068370336
ACH-000616,-0.4322681805109788
ACH-000618,-0.4702494454751495
ACH-000619,-0.3508982326760113
ACH-000620,-0.3236980318577932
ACH-000621,-0.2471064600593411
ACH-000622,-0.507466413300355
ACH-000623,-0.4022446125158583
ACH-000624,-0.25149727641786984
ACH-000627,-0.3943744017470988
ACH-000630,-0.43170087305323374
ACH-000631,-0.4258633577364975
ACH-000632,-0.2707630633006361
ACH-000633,-0.2977359037893888
ACH-000637,-0.3788140364240905
ACH-000638,-0.5068421591882925
ACH-000646,-0.16551055802888148
ACH-000647,-0.3758020866080691
ACH-000648,-0.4304175914516213
ACH-000649,-0.4405847842483933
ACH-000651,-0.5959544655286176
ACH-000652,-0.4358436185570101
ACH-000653,-0.4503339401169767
ACH-000657,-0.4280641024976418
ACH-000658,-0.4709995301684005
ACH-000661,-0.23910114203632826
ACH-000662,-0.733864168246412
ACH-000663,-0.4981448547466305
ACH-000665,-0.4275011733419609
ACH-000671,-0.3271066003605313
ACH-000672,-0.4896464268340154
ACH-000673,-0.3897173779547773
ACH-000676,-0.3758825762260325
ACH-000677,-0.3813263900880116
ACH-000681,-0.4706945411736198
ACH-000683,-0.582040205488673
ACH-000684,-0.5307639137850474
ACH-000688,-0.16269290381417
ACH-000693,-0.3598759178728746
ACH-000694,-0.4304444881819851
ACH-000695,-0.21699286295019204
ACH-000696,-0.4748231643686712
ACH-000697,-0.5302423099435052
ACH-000699,-0.31765374524605416
ACH-000701,-0.507131922086692
ACH-000706,-0.3572284554247697
ACH-000711,-0.4587254690441553
ACH-000713,-0.3303080982052996
ACH-000714,-0.31935740334061113
ACH-000718,-0.2517929651247379
ACH-000720,-0.3203612819259857
ACH-000721,-0.400330669843815
ACH-000724,-0.13916276380807135
ACH-000725,-0.3870962710370251
ACH-000732,-0.5330026972666797
ACH-000734,-0.4462932180390736
ACH-000735,-0.4752644225120317
ACH-000736,-0.2694030275402846
ACH-000738,-0.3499049375675277
ACH-000746,-0.4254771614004408
ACH-000747,-0.4867995719412271
ACH-000748,-0.2668754708545194
ACH-000753,-0.4387397206256509
ACH-000756,-0.6590520271344795
ACH-000757,-0.3819681856989208
ACH-000758,-0.22472982769985872
ACH-000760,-0.4484060047919317
ACH-000762,-0.6131586658606799
ACH-000763,-0.4812648766773201
ACH-000764,-0.5760536473338421
ACH-000765,-0.4001743987880555
ACH-000766,-0.5565073798621409
ACH-000767,-0.3425453263718901
ACH-000768,-0.20445638201933827
ACH-000769,-0.06580928715984267
ACH-000770,-0.3610491731201996
ACH-000771,-0.30440565810421777
ACH-000773,-0.4912937434699854
ACH-000776,-0.2902298987207848
ACH-000777,-0.3628232580297357
ACH-000778,-0.3436127218218655
ACH-000781,-0.462758365893761
ACH-000782,-0.4547736147641883
ACH-000783,-0.5591191881269894
ACH-000784,-0.3947263721786429
ACH-000785,-0.42484103209459056
ACH-000787,-0.2806427511903061
ACH-000788,-0.3898534974408283
ACH-000791,-0.6429505966543057
ACH-000792,-0.3157146628595002
ACH-000794,-0.3177583692716452
ACH-000796,-0.5096475972273031
ACH-000798,-0.457288230455956
ACH-000799,-0.1904230350661352
ACH-000800,-0.3247906485378967
ACH-000802,-0.45179080773608604
ACH-000804,-0.36267957527288897
ACH-000805,-0.30691171573931025
ACH-000809,-0.4236157267485806
ACH-000810,-0.2437294537511061
ACH-000811,-0.3975829155821172
ACH-000817,-0.4697285376691506
ACH-000819,-0.43009794953441705
ACH-000820,-0.3598583392859406
ACH-000821,-0.26108056307698674
ACH-000822,-0.4164026353934967
ACH-000823,-0.3583088213141049
ACH-000824,-0.4195493146039095
ACH-000827,-0.4310165378921527
ACH-000829,-0.19411358439836265
ACH-000831,-0.4022870523154955
ACH-000832,-0.513086879917642
ACH-000833,-0.2567186979463542
ACH-000834,-0.6260862369510521
ACH-000835,-0.3355799717267299
ACH-000836,-0.5218948384023085
ACH-000837,-0.3433403211368285
ACH-000838,-0.8567623769756353
ACH-000839,-0.5329290774746318
ACH-000840,-0.29314384063135884
ACH-000841,-0.31968835116019506
ACH-000843,-0.4679326972773625
ACH-000846,-0.26081296033542795
ACH-000847,-0.2808380514975036
ACH-000848,-0.4840985996324971
ACH-000849,-0.379183081766165
ACH-000851,-0.3392445569545556
ACH-000855,-0.3268542824494587
ACH-000856,-0.2433605544442825
ACH-000858,-0.3601186822691191
ACH-000859,-0.4180017518973933
ACH-000861,-0.4458566890811797
ACH-000862,-0.3972522251845593
ACH-000865,-0.5002622005344796
ACH-000866,-0.38723606038327546
ACH-000867,-0.5158677843436064
ACH-000869,-0.5331702805812266
ACH-000872,-0.1190772924870721
ACH-000873,-0.20804239594307086
ACH-000876,-0.4757691018512921
ACH-000878,-0.4829850480996353
ACH-000880,-0.37323143070357984
ACH-000881,-0.4882667999955773
ACH-000882,-0.280724098577208
ACH-000884,-0.38395462728448976
ACH-000885,-0.3879569216403844
ACH-000887,-0.3621444906083192
ACH-000889,-0.5161854616244987
ACH-000896,-0.5401268030969171
ACH-000898,-0.2921012434738531
ACH-000900,-0.5276207707476339
ACH-000901,-0.3382682877396893
ACH-000905,-0.5330899300986645
ACH-000906,-0.1995205008069433
ACH-000907,-0.4071595151073797
ACH-000910,-0.3267171833857244
ACH-000911,-0.31056789840125354
ACH-000912,-0.4884502398448447
ACH-000913,-0.40100530533376655
ACH-000915,-0.2853576779120697
ACH-000916,0.019014009934162024
ACH-000917,-0.3024882608276934
ACH-000920,-0.24682402465259254
ACH-000921,-0.3000850460348953
ACH-000924,-0.5071220224929278
ACH-000926,-0.2401241071317805
ACH-000928,-0.3183902413232648
ACH-000929,-0.6219754465925896
ACH-000932,-0.3835446963988779
ACH-000935,-0.3945209359525596
ACH-000936,-0.6804469427238514
ACH-000937,-0.4348539013171654
ACH-000938,-0.2860305213101867
ACH-000939,-0.5977001134739365
ACH-000941,-0.3259427062075994
ACH-000943,-0.3510207101910429
ACH-000946,-0.4134835181541516
ACH-000947,-0.5598699801017188
ACH-000948,-0.5720012230900392
ACH-000950,-0.18065980824670444
ACH-000953,-0.6417384625911386
ACH-000954,-0.3552801758272777
ACH-000957,-0.2877286789205408
ACH-000958,-0.40059121124630825
ACH-000960,-0.14153120817365766
ACH-000963,-0.5389821351632543
ACH-000968,-0.3528805706525601
ACH-000969,-0.2852926799763132
ACH-000972,-0.08930024600393655
ACH-000973,-0.3980164403037487
ACH-000974,-0.2904443046799141
ACH-000978,-0.2280360034849143
ACH-000984,-0.4859718916247741
ACH-000986,-0.4853784885977465
ACH-000988,-0.513018829076216
ACH-000993,-0.5189139643402715
ACH-000994,-0.4572848559218853
ACH-000996,-0.4840902739845609
ACH-001001,-0.29894427703239684
ACH-001020,-0.4276008399656042
ACH-001028,-0.3883728576025755
ACH-001031,-0.2500136079526349
ACH-001038,-0.4276498286402225
ACH-001048,-0.3199581585430738
ACH-001050,-0.6242269186398047
ACH-001053,-0.40569364056755
ACH-001054,-0.3707859830754555
ACH-001061,-0.4737855417546698
ACH-001067,-0.2410541725847161
ACH-001075,-0.3104147148826336
ACH-001096,-0.3167922726342521
ACH-001111,-0.3784712257815648
ACH-001119,-0.5466800080982311
ACH-001128,-0.5072245988446993
ACH-001134,-0.3784228266265759
ACH-001151,-0.5227824511816176
ACH-001163,-0.5562067561023918
ACH-001164,-0.4865649100980922
ACH-001183,-0.35501217718362177
ACH-001192,-0.2525080327971701
ACH-001193,-0.6571135553899973
ACH-001196,-0.2819052686409365
ACH-001197,-0.3953358776354391
ACH-001205,-0.3540673616864198
ACH-001211,-0.518902268324709
ACH-001212,-0.4070825365956518
ACH-001228,-0.4368629265054802
ACH-001232,-0.457035075329161
ACH-001239,-0.3890332612406852
ACH-001270,-0.2535873541654276
ACH-001274,-0.3119412042676392
ACH-001275,-0.4630205380699762
ACH-001277,-0.5889390156730843
ACH-001278,-0.2528914126998825
ACH-001280,-0.5994503222496789
ACH-001283,-0.3660485316056649
ACH-001289,-0.4884231623085457
ACH-001300,-0.3773324799808398
ACH-001301,-0.3107380437210034
ACH-001302,-0.04558113832133474
ACH-001306,-0.4109858684543032
ACH-001318,-0.4181332639823541
ACH-001322,-0.35560949941554804
ACH-001328,-0.4193866414522941
ACH-001332,-0.4621987548663165
ACH-001336,-0.4915668584506472
ACH-001346,-0.5313294506801521
ACH-001353,-0.457690008663504
ACH-001354,-0.2801904625036053
ACH-001367,-0.4568673639846165
ACH-001368,-0.5033919488134778
ACH-001374,-0.5048797850927941
ACH-001377,-0.4100713815023523
ACH-001380,-0.2017393193792404
ACH-001391,-0.4813830920432621
ACH-001408,-0.4042283694643762
ACH-001430,-0.6491269136075264
ACH-001431,-0.3473083791525129
ACH-001450,-0.33994141912828063
ACH-001496,-0.4184835749636251
ACH-001500,-0.333757670145076
ACH-001523,-0.2755517899646168
ACH-001532,-0.4208646363995029
ACH-001550,-0.3743724103258523
ACH-001552,-0.5095574883795525
ACH-001554,-0.4112736253010605
ACH-001654,-0.5991634003434829
ACH-001735,-0.3035119078252345
ACH-001736,-0.20336921041825207
ACH-001737,-0.5446339647978653
ACH-001740,-0.5226646966300048
ACH-001745,-0.5944166410878083
ACH-001765,-0.3837267112628471
