,SIN3A (25942)
ACH-001053,-0.499823004985584
ACH-001054,-0.5825149555846058
ACH-001061,-0.6229929318127521
ACH-001067,-0.6241226471487179
ACH-001075,-0.7931144238059117
ACH-001096,-0.6133539245679319
ACH-001111,-0.8233053263841301
ACH-001119,-0.6942478425164564
ACH-001128,-0.24055324281363696
ACH-001134,-0.6037441171842606
ACH-001151,-0.7640182896004755
ACH-001163,-0.8065503400999116
ACH-001164,-0.5284156489387679
ACH-001183,-0.5643306779370645
ACH-001192,-0.7995417152670273
ACH-001193,-0.7638199065983224
ACH-001196,-0.5224470983550998
ACH-001197,-0.783483010652789
ACH-001205,-0.5952432983234136
ACH-001211,-0.6024973801612084
ACH-001212,-0.4616206370691735
ACH-001228,-0.7816548299545674
ACH-001232,-0.6516902552185677
ACH-001239,-0.6978543582743175
ACH-001270,-0.6538738786293724
ACH-001274,-0.6933756143196949
ACH-001275,-0.6633625576748681
ACH-001277,-0.6808570791273487
ACH-001278,-0.4473085501839886
ACH-001280,-1.0380130175637523
ACH-001283,-0.5698700588853027
ACH-001289,-0.6524686287845102
ACH-001300,-0.7647379305758141
ACH-001301,-0.7377586015904167
ACH-001302,-0.4092124464888952
ACH-001306,-0.8384777898095319
ACH-001318,-0.5287269237924522
ACH-001322,-0.7671883595479372
ACH-001328,-0.3615122835129693
ACH-001332,-0.482429109043119
ACH-001336,-0.7848823726379828
ACH-001346,-0.789186304217258
ACH-001353,-0.4745599930718992
ACH-001354,-0.8506365127210171
ACH-001367,-0.6439111236792298
ACH-001368,-0.5567042678085825
ACH-001374,-1.0960663096467456
ACH-001377,-0.5901540444086549
ACH-001380,-0.6655654289498734
ACH-001391,-0.9076262345180984
ACH-001408,-0.7330314064834161
ACH-001430,-0.4401772936026828
ACH-001431,-0.5625588787402552
ACH-001450,-0.8030680629818914
ACH-001496,-0.3893630531097759
ACH-001500,-0.4878089093445518
ACH-001523,-0.5883104655629089
ACH-001532,-0.6893710880525544
ACH-001550,-0.4008278713633178
ACH-001552,-0.7223804176837803
ACH-001554,-0.7784404977839761
ACH-001654,-0.6197380013400751
ACH-001735,-0.551627850040859
ACH-001736,-0.6546844059364001
ACH-001737,-0.6744621772505093
ACH-001740,-0.7190310904518865
ACH-001745,-0.8176250891037766
ACH-001765,-0.8333422840560981
