,POC1A (25886)
ACH-000169,-0.5771844749428576
ACH-000178,-0.2855999849635826
ACH-000183,-0.4671434768599314
ACH-000188,-0.4991633160319272
ACH-000189,-0.5514366547494014
ACH-000190,-0.2358553473833581
ACH-000198,-0.2394464963366441
ACH-000203,-0.3019224227797086
ACH-000204,-0.08021166547919675
ACH-000206,-0.2491474795074609
ACH-000207,-0.3887265725894175
ACH-000208,-0.5734651522540943
ACH-000210,-0.08508741934072947
ACH-000211,-0.20729882576689299
ACH-000215,-0.23574588885886055
ACH-000221,-0.2973224274671956
ACH-000222,-0.6148609399977103
ACH-000223,-0.1255175655823298
ACH-000226,-0.13545152236401778
ACH-000227,-0.2819783258857674
ACH-000228,-0.46998752428750895
ACH-000231,-0.3499656064409986
ACH-000232,-0.5340941645899496
ACH-000233,-0.08094652196261676
ACH-000234,-0.21970043624795085
ACH-000235,-0.245631231943204
ACH-000237,-0.23599859294719425
ACH-000238,-0.5130176425244968
ACH-000242,-0.2835649250420448
ACH-000243,-0.7184355772715381
ACH-000244,-0.2405691686091253
ACH-000246,-0.7353712478960418
ACH-000248,-0.18128721356948554
ACH-000250,-0.20891894795754293
ACH-000251,-0.3517876660433843
ACH-000252,-0.3591266157567713
ACH-000253,-0.2424801539671855
ACH-000255,-0.2204554283607197
ACH-000256,-0.1199544252771564
ACH-000257,-0.3023512239708213
ACH-000258,-0.1414487878994287
ACH-000259,-0.3799820618666843
ACH-000260,-0.19903406481768365
ACH-000261,-0.6673986455275814
ACH-000262,-0.2772178180771437
ACH-000263,-0.20837934097613653
ACH-000264,-0.2513942380287467
ACH-000265,-0.1910320103861849
ACH-000266,-0.20525903004729815
ACH-000272,-0.2440527567886569
ACH-000274,-0.2920698850297492
ACH-000277,-0.16054012182004804
ACH-000278,-0.2131230715083517
ACH-000279,-0.13173195100436094
ACH-000280,-0.3382217733507715
ACH-000281,-0.5633092249762857
ACH-000288,-0.24092176085416506
ACH-000291,-0.05233859505050626
ACH-000293,-0.1499815717422443
ACH-000294,-0.2873492858772196
ACH-000295,-0.1656887222302393
ACH-000296,-0.3334130520772613
ACH-000302,-0.35071855875399355
ACH-000304,-0.22348390038342134
ACH-000307,-0.5539943508883014
ACH-000308,-0.39707015166611226
ACH-000310,-0.4263816751236438
ACH-000311,-0.2385440630779441
ACH-000312,-0.1936621799512442
ACH-000315,-0.2134860151766223
ACH-000316,-0.24378121140832296
ACH-000317,-0.52548065604006
ACH-000318,-0.10940157925260516
ACH-000319,-0.2418565257074249
ACH-000320,-0.11094608605746747
ACH-000322,-0.1035491121454196
ACH-000323,-0.2426779666934474
ACH-000324,-0.0622798459093755
ACH-000329,-0.0015231460216144689
ACH-000330,-0.19489423224283992
ACH-000331,-0.42310648924575184
ACH-000332,-0.23172571559653954
ACH-000334,-0.08403196360446252
ACH-000335,-0.3873149878581153
ACH-000336,-0.03401587914887005
ACH-000337,-0.10735064845097228
ACH-000338,-0.6583979774596254
ACH-000339,-0.2903417826993752
ACH-000341,-0.4762319323299934
ACH-000348,-0.3253944939554719
ACH-000350,-0.3858294685103608
ACH-000352,-0.1377430624787818
ACH-000356,-0.2769055736650498
ACH-000361,-0.5426444068893687
ACH-000362,-0.1544309600022269
ACH-000363,-0.13271635894063022
ACH-000364,-0.3064974200666509
ACH-000365,-0.16345885891120235
ACH-000366,-0.3982491701436694
ACH-000368,-0.04704272519599234
ACH-000374,-0.3759450727494719
ACH-000375,-0.4913422324535507
ACH-000376,-0.2705974109894406
ACH-000381,-0.40243982872919465
ACH-000383,-0.25806141768458296
ACH-000387,-0.3765672368891573
ACH-000389,-0.2526542806705912
ACH-000390,-0.3249757523751736
ACH-000393,-0.2442658749298665
ACH-000395,-1.1032920044034946
ACH-000396,-0.4083756925365145
ACH-000397,-0.1278123674072105
ACH-000401,-1.0996772310006686
ACH-000402,-0.4700203998821612
ACH-000403,-0.23371176197900195
ACH-000404,-0.7022833097911395
ACH-000406,-0.5963525288854393
ACH-000407,-0.049825527466997414
ACH-000408,-0.5487489593813809
ACH-000410,-0.1252003633376555
ACH-000411,-0.2708820049124984
ACH-000414,-0.1835936594227851
ACH-000415,-0.3294396648252935
ACH-000416,-0.4714691069883658
ACH-000420,-0.3736540783724516
ACH-000421,-0.2164224720300051
ACH-000424,-0.09409330929967864
ACH-000425,-0.328152778550889
ACH-000426,-0.319643798504819
ACH-000427,-0.020001917889969283
ACH-000433,-0.455756427202659
ACH-000435,-0.1776918374030685
ACH-000436,-0.7003637317645652
ACH-000444,-0.4418826053607601
ACH-000445,-0.3872861429727867
ACH-000448,-0.26109429072350165
ACH-000450,-0.2992609125603269
ACH-000452,-0.8030507388350906
ACH-000454,-0.7309005721232006
ACH-000458,-0.2337661113161761
ACH-000459,-0.3484646278501268
ACH-000460,-0.3710006254980319
ACH-000461,-0.4832210911288393
ACH-000463,-0.5040009009516785
ACH-000464,-0.2305490345772413
ACH-000466,-0.3841837994323922
ACH-000467,-0.1453101710112138
ACH-000468,-0.3917498699941927
ACH-000469,-0.25914802611789883
ACH-000470,-0.2641531528774923
ACH-000471,-0.3928973812978914
ACH-000472,-0.3529300226585852
ACH-000473,-0.353298731747106
ACH-000475,-0.174481490746303
ACH-000476,-0.31743312122471656
ACH-000477,-0.5050245459784658
ACH-000479,-0.17500802668975465
ACH-000480,-0.24717787438041666
ACH-000481,-0.3424586209303607
ACH-000483,-0.3997164961045988
ACH-000484,-0.09781120824449116
ACH-000485,-0.16491355112077904
ACH-000486,-0.4763245809473975
ACH-000487,-0.27452079357662496
ACH-000488,-0.6458515956028226
ACH-000490,-0.4155834390282536
ACH-000491,-0.3171700645722968
ACH-000495,-0.6861013824496852
ACH-000496,-0.2324601258510635
ACH-000499,-0.3720459557882177
ACH-000500,-0.4599893367581859
ACH-000502,-0.4746899657829552
ACH-000503,-0.16506332475404656
ACH-000505,-0.2800629091504877
ACH-000507,-0.18787338586583585
ACH-000510,-0.3539689406751744
ACH-000511,-0.17159183165275918
ACH-000512,-0.6045934890466126
ACH-000516,-0.2637014963409848
ACH-000517,-0.1738943241200228
ACH-000518,-0.2828585430720497
ACH-000520,-0.3848512206466591
ACH-000521,-0.2183090507658174
ACH-000522,-0.27476339587107484
ACH-000524,-0.14750135130504458
ACH-000527,-0.11403772668258333
ACH-000528,-0.3268945064851327
ACH-000537,-0.17480604748777734
ACH-000541,-0.3282902357743476
ACH-000542,-0.3420317884260531
ACH-000544,-0.2726220556718136
ACH-000545,-0.3751414118640573
ACH-000547,-0.325554475538038
ACH-000548,-0.002853329674584991
ACH-000549,-0.43724054607147095
ACH-000550,-0.5376864408467144
ACH-000552,-0.23616664799403686
ACH-000556,-0.14644627664614684
ACH-000557,-0.16387799171305592
ACH-000569,-0.7334039357235207
ACH-000570,-0.5971557567166891
ACH-000571,-0.5296143050682935
ACH-000573,-0.1438332583479628
ACH-000576,-0.2319256235456564
ACH-000579,-0.15205101811860014
ACH-000580,-0.5366662872704492
ACH-000584,-0.9431744739472884
ACH-000585,-0.1632690342964791
ACH-000588,-0.17051113792638406
ACH-000589,-0.22147369204875547
ACH-000591,-0.6629693646212794
ACH-000593,-0.28118898742027004
ACH-000600,-0.4682670281237691
ACH-000601,-0.5245260919284898
ACH-000605,-0.5889539292889238
ACH-000606,-0.7531199489732158
ACH-000608,-0.32612203272790885
ACH-000614,-0.11810395623904978
ACH-000616,-0.30433773319137075
ACH-000618,-0.5341655790270194
ACH-000619,-0.5200987515666593
ACH-000620,-0.14391069880622412
ACH-000621,-0.5919522048402946
ACH-000622,-0.2956964481877137
ACH-000623,-0.1422075527672876
ACH-000624,-0.26877540608809475
ACH-000627,-0.2749938207604963
ACH-000630,-0.4293518193067665
ACH-000631,-0.8272365510054677
ACH-000632,-0.4764093347674693
ACH-000633,-0.25358657150184954
ACH-000637,-0.19174368361620286
ACH-000638,-0.2589540799585321
ACH-000646,-0.1426055741057452
ACH-000647,-0.16956417317241798
ACH-000648,-0.4486595203323324
ACH-000649,-0.39503759598388616
ACH-000651,-0.2436448843845831
ACH-000652,-0.3934489585945453
ACH-000653,-0.23176333091312226
ACH-000657,-0.2335200963345504
ACH-000658,-0.4078632697168386
ACH-000661,-0.3918938251457919
ACH-000662,-0.2671132848592042
ACH-000663,-0.03960732252933753
ACH-000665,-0.5602790237055728
ACH-000671,-0.4773768094723013
ACH-000672,-0.13865870757530951
ACH-000673,-0.275501797539548
ACH-000676,-0.14923090901049926
ACH-000677,-0.06649300952882144
ACH-000681,-0.10877005611353384
ACH-000683,-0.22661297589608875
ACH-000684,-0.4924797709155697
ACH-000688,-0.4162515941280108
ACH-000693,-0.22408055969628912
ACH-000694,-0.2354208787845546
ACH-000695,-0.16888137885804125
ACH-000696,-0.16280889446141966
ACH-000697,-0.5047944741392394
ACH-000699,-0.40440710340863945
ACH-000701,-0.2879503018245777
ACH-000706,-0.3328319927161699
ACH-000711,-0.24265722088730202
ACH-000713,-0.9321460545515636
ACH-000714,-0.09524372655425058
ACH-000718,-0.34697005520723245
ACH-000720,-0.1936551724354932
ACH-000721,-0.3250813961016795
ACH-000724,-0.1944587530768668
ACH-000725,0.05907995677065831
ACH-000732,-0.8279386917530619
ACH-000734,-0.5728380880324331
ACH-000735,-0.4514460404878806
ACH-000736,-0.10894865039886728
ACH-000738,-0.6950082744624199
ACH-000746,-0.18486184309081927
ACH-000747,-0.08991340859698048
ACH-000748,-0.15961470174170686
ACH-000753,-0.3329255999296476
ACH-000756,-0.4798006978135313
ACH-000757,-0.2036536840561572
ACH-000758,-0.13426885939702576
ACH-000760,-0.24501759935955186
ACH-000762,-0.14585165339187608
ACH-000763,-0.1922723841149967
ACH-000764,-0.4009094892314344
ACH-000765,-0.2607102973195339
ACH-000766,-0.2728440381470254
ACH-000767,-0.060056225868712475
ACH-000768,-0.1482938496010508
ACH-000769,-0.21975234052290427
ACH-000770,-0.29862895625777464
ACH-000771,-0.3004277262940479
ACH-000773,-0.268239115032443
ACH-000776,-0.4152898660681733
ACH-000777,-0.08377317161895613
ACH-000778,-0.3391361457459198
ACH-000781,-0.20848007624000267
ACH-000782,-0.08479527183024628
ACH-000783,-0.17522657927156324
ACH-000784,-0.4576725374011893
ACH-000785,-0.13558146209046829
ACH-000787,-0.2351984095192881
ACH-000788,-0.2742069565616281
ACH-000791,-0.2973661286306116
ACH-000792,-0.4044149842611455
ACH-000794,-0.6897195906704304
ACH-000796,-0.4105986902254653
ACH-000798,-0.05159922066805462
ACH-000799,-0.35175411109499083
ACH-000800,-0.3553749441378393
ACH-000802,-0.38971632748694135
ACH-000804,-0.2991343481954483
ACH-000805,-0.39710226274768784
ACH-000809,-0.2415588614322734
ACH-000810,-0.3130418607399955
ACH-000811,-0.26631693259845945
ACH-000817,-0.8368750200630762
ACH-000819,-0.4261118573296544
ACH-000820,-0.3850636748177892
ACH-000821,-0.6925905421632756
ACH-000822,-0.3944670965193917
ACH-000823,-0.38425994513162665
ACH-000824,-0.20841290020004574
ACH-000827,-0.6430913040683186
ACH-000829,-0.4188636123235118
ACH-000831,-0.24431578393202324
ACH-000832,-0.9609693808355336
ACH-000833,-0.4730312221883364
ACH-000834,-0.3861364254341893
ACH-000835,-0.38664242061534204
ACH-000836,-0.5122987218073539
ACH-000837,-0.26112865598159285
ACH-000838,-0.26802493422119417
ACH-000839,-0.5794721732367573
ACH-000840,-0.2496406347660484
ACH-000841,-0.3606241619466277
ACH-000843,-0.2910585402771762
ACH-000846,-0.3501218799415136
ACH-000847,-0.606199678797995
ACH-000848,-0.12527053964038315
ACH-000849,-0.6136518593283832
ACH-000851,-0.2282359313893167
ACH-000855,-0.23992516923312404
ACH-000856,-0.3429999396818965
ACH-000858,-0.2480971055923732
ACH-000859,-0.4356192349514471
ACH-000861,-0.2279042845304472
ACH-000862,-0.16178520882489547
ACH-000865,-0.2680145456281264
ACH-000866,-0.06488123885415335
ACH-000867,-0.21879688367968345
ACH-000869,-0.3984087978400805
ACH-000872,-0.2127992226695945
ACH-000873,-0.08755366304922911
ACH-000876,-0.2776724996154924
ACH-000878,-0.1568934378073706
ACH-000880,-0.3565283913787905
ACH-000881,-0.25167624446997305
ACH-000882,-0.02121689694086253
ACH-000884,-0.374742416430208
ACH-000885,-0.0790585794785275
ACH-000887,-0.17951423883698706
ACH-000889,-1.0828866298392998
ACH-000896,-0.2678607437571364
ACH-000898,-0.3143316600356019
ACH-000900,-0.22888669437717715
ACH-000901,-0.29318820324724965
ACH-000905,-0.14148171971026402
ACH-000906,-0.4176276145190705
ACH-000907,-0.27567303528273257
ACH-000910,-0.2176750306834277
ACH-000911,-0.2586613958993447
ACH-000912,-0.2492993925775792
ACH-000913,-0.3504009618997445
ACH-000915,0.0031681589267298946
ACH-000916,-0.08797562915552531
ACH-000917,-0.4270363452141824
ACH-000920,-0.34236037186414897
ACH-000921,-0.09657148442087868
ACH-000924,-0.17161500563970325
ACH-000926,-0.2890075694882406
ACH-000928,-0.30864525078469623
ACH-000929,-0.28242603319839604
ACH-000932,-0.5734776888776996
ACH-000935,-0.9172707846023206
ACH-000936,-0.08959437866629967
ACH-000937,-0.3624864086825123
ACH-000938,-0.21641597730653486
ACH-000939,-0.4727009483128029
ACH-000941,-0.254271708938878
ACH-000943,-0.40493204036737607
ACH-000946,-0.1206022634933218
ACH-000947,-0.1774139671029834
ACH-000948,-0.15588153750697228
ACH-000950,-0.1359220546887593
ACH-000953,-0.2830029209840519
ACH-000954,-0.5241664099616801
ACH-000957,-0.04231925527611523
ACH-000958,-0.5082695031887042
ACH-000960,-0.12429277000826687
ACH-000963,-0.2633916559396121
ACH-000968,-0.7164347986804925
ACH-000969,-0.13846146618913224
ACH-000972,-0.3008898502306384
ACH-000973,-0.23417772367089695
ACH-000974,-0.27577547032353955
ACH-000978,-0.6061140410500466
ACH-000984,-0.09206034084308888
ACH-000986,-0.2947033683956523
ACH-000988,-0.15526163444821092
ACH-000993,-0.11005399362764692
ACH-000994,-0.05431730931269129
ACH-000996,-0.13347517013860796
ACH-001001,-0.12652699020490393
ACH-001020,-0.32709015119521545
ACH-001028,-0.17973967326908954
ACH-001031,-0.17067445235961368
ACH-001038,-0.14119255636646372
ACH-001048,-0.4001652552735017
ACH-001050,-0.6006272766160419
ACH-001053,-0.13647209758975376
ACH-001054,-0.5666271075396437
ACH-001061,-0.14466394758876788
ACH-001067,-0.2707911169729976
ACH-001075,-0.30814045799128165
ACH-001096,-0.2849361097189566
ACH-001111,-0.29382915142625426
ACH-001119,-0.37521572696183625
ACH-001128,0.14812461640372887
ACH-001134,-0.041970065323122765
ACH-001151,-0.1574398079942777
ACH-001163,-0.3507031074318627
ACH-001164,-0.2883945738137803
ACH-001183,-0.1334553061351316
ACH-001192,-0.25816884668120016
ACH-001193,-0.1844474642100808
ACH-001196,-0.34940290463032936
ACH-001197,-0.27923797935890765
ACH-001205,-0.08460163901107802
ACH-001211,-0.19007618507575172
ACH-001212,-0.13943087991983796
ACH-001228,-0.15922196400739574
ACH-001232,-0.4283563415212732
ACH-001239,-0.33460542689422995
ACH-001270,-0.4669976067453044
ACH-001274,-0.5884041295517528
ACH-001275,-0.2817333288881998
ACH-001277,-0.12774904385592115
ACH-001278,-0.1309404283533216
ACH-001280,-0.1460628931054071
ACH-001283,-0.10577853484582864
ACH-001289,-0.5314084112184564
ACH-001300,-0.15849816159119529
ACH-001301,-0.15248326357144995
ACH-001302,-0.2639561231452002
ACH-001306,-0.3366331945424578
ACH-001318,-0.15612671220218868
ACH-001322,-0.18933215769662126
ACH-001328,-0.4038056509546523
ACH-001332,-0.5743832433761551
ACH-001336,-0.4178933648183372
ACH-001346,-0.8973390502363483
ACH-001353,-0.3599776671877844
ACH-001354,-0.19274151248728924
ACH-001367,-0.37894671779463146
ACH-001368,-0.2648580209739901
ACH-001374,-0.1661888655086707
ACH-001377,-0.3093881772115584
ACH-001380,-0.7234503810091044
ACH-001391,-0.2486573856119981
ACH-001408,-0.10374776151625764
ACH-001430,-0.39221089127724496
ACH-001431,-0.5170273917052804
ACH-001450,-0.4148145168423845
ACH-001496,-0.23141268802762646
ACH-001500,-0.023625087576511127
ACH-001523,-0.4569887140346346
ACH-001532,-0.03903703812044832
ACH-001550,-0.2675137331770887
ACH-001552,-0.3935231515615541
ACH-001554,-0.2982701462926654
ACH-001654,-0.3776666060413276
ACH-001735,-0.21411735603975
ACH-001736,-0.4289760002863154
ACH-001737,-0.38287446635986827
ACH-001740,-0.5070957523822941
ACH-001745,-0.4593223046621742
ACH-001765,-0.2750223536688772
