,SCGB1C1 (147199)
ACH-000479,-0.4679556918136691
ACH-000480,-0.3305033898666569
ACH-000481,-0.4474331838848909
ACH-000483,-0.3451862886955559
ACH-000484,-0.5998047275043361
ACH-000485,-0.6804525225888238
ACH-000486,-0.4843684505063509
ACH-000487,-0.4865672455267309
ACH-000488,-0.5147678296419292
ACH-000490,-0.4837510936962456
ACH-000491,-0.4478922121229743
ACH-000495,-0.6010011678091715
ACH-000496,-0.48836189704318894
ACH-000499,-0.2701268707048061
ACH-000500,0.13535680774224015
ACH-000502,-0.4967347361909536
ACH-000503,-0.3287553633310946
ACH-000505,-0.5079528374395713
ACH-000507,-0.4322422085612211
ACH-000510,-0.38497116041098906
ACH-000511,-0.4241656087891358
ACH-000512,-0.32589909944604706
ACH-000516,-0.43505576276385904
ACH-000517,-0.5989465208194876
ACH-000518,-0.491135211889093
ACH-000520,-0.5717432585275443
ACH-000521,-0.6303849095601679
ACH-000522,-0.429885938755755
ACH-000524,-0.5909332695500682
ACH-000527,-0.4024764222161261
ACH-000528,-0.4926922751226677
ACH-000537,-0.4662435978862341
ACH-000541,-0.7327373469980625
ACH-000542,-0.4187726409636339
ACH-000544,-0.39519042393687975
ACH-000545,-0.2856827729791795
ACH-000547,-0.5226239535416694
ACH-000548,-0.5548888719220489
ACH-000549,-0.4265580906190457
ACH-000550,-0.6194733739507692
ACH-000552,-0.6303260781621405
ACH-000556,-0.5540246806328443
ACH-000557,-0.8090117770962592
ACH-000569,-0.4117012366507161
ACH-000570,-0.5151390244284635
ACH-000571,-0.6316895301470754
ACH-000573,-0.37396738439992944
ACH-000576,-0.5103502340848936
ACH-000579,-0.245538292620142
ACH-000580,-0.4675479985236997
ACH-000584,-0.3850533458612079
ACH-000585,-0.5814900384736952
ACH-000588,-0.5069053548833938
ACH-000589,-0.396318496866804
ACH-000591,-0.6562076076909238
ACH-000593,-0.4967435267822225
ACH-000600,-0.5891976268372586
ACH-000601,-0.6520406363604286
ACH-000605,-0.3412900779446141
ACH-000606,-0.28524382165322715
ACH-000608,-0.4384385533950497
ACH-000614,-0.6091312287067506
ACH-000616,-0.2767376261313097
ACH-000618,-0.2665069618118196
ACH-000619,-0.510317036445199
ACH-000620,-0.3085388621308178
ACH-000621,-0.4593400230463367
ACH-000622,-0.5610358702223632
ACH-000623,-0.5804869203086405
ACH-000624,-0.4845994045908175
ACH-000627,-0.6452135835339101
ACH-000630,-0.5388063382991286
ACH-000631,-0.4526954980373921
ACH-000632,-0.4917808174347767
ACH-000633,-0.5612164502404569
ACH-000637,-0.19382425785014765
ACH-000638,-0.4149216255752714
ACH-000646,-0.3578486320799538
ACH-000647,-0.4874192833203672
ACH-000648,-0.30432638702550835
ACH-000649,-0.4303657754638562
ACH-000651,-0.4372498353307006
ACH-000652,-0.21946840068729007
ACH-000653,-0.5370558419941059
ACH-000657,-0.4467974860290016
ACH-000658,-0.4964328894821649
ACH-000661,-0.3695366697954134
ACH-000662,-0.2720215213001333
ACH-000663,-0.44188065858108455
ACH-000665,-0.32226265004587545
ACH-000671,-0.4793608796259478
ACH-000672,-0.8218315938810814
ACH-000673,-0.53812798214684
ACH-000676,-0.24648967335959385
ACH-000677,-0.4060809059215088
ACH-000681,-0.5863088644701703
ACH-000683,-0.3321936453314009
ACH-000684,-0.4589457358806997
ACH-000688,-0.4913623031675258
ACH-000693,-0.3871102669867237
ACH-000694,-0.20424925706885275
ACH-000695,-0.4333454171884625
ACH-000696,-0.4310252051952048
ACH-000697,-0.3481993679890225
ACH-000699,-0.6077128243805661
ACH-000701,-0.514166313809726
ACH-000706,-0.4556274489922296
ACH-000711,-0.27596047489772263
ACH-000713,-0.4826291773578363
ACH-000714,-0.5518223190860173
ACH-000718,-0.5413729983532823
ACH-000720,-0.4749738446854041
ACH-000721,-0.5468962968678363
ACH-000724,-0.6320586055909567
ACH-000725,-0.5528029448348064
ACH-000732,-0.4164231897165401
ACH-000734,-0.398836526036058
ACH-000735,-0.4651267530365513
ACH-000736,-0.7382239855878547
ACH-000738,-0.34216578226006256
ACH-000746,-0.2846562266427976
ACH-000747,-0.4386963137602895
ACH-000748,-0.2818241327087184
ACH-000753,-0.2583502678932402
ACH-000756,-0.4936721591611664
ACH-000757,-0.14371766929034424
ACH-000758,-0.4067629213614605
ACH-000760,-0.27611098278153434
ACH-000762,-0.4512400172337518
ACH-000763,-0.40001288078863706
ACH-000764,-0.5271996276300134
ACH-000765,-0.4289409643911576
ACH-000766,-0.36784233679215
ACH-000767,-0.4076971569226016
ACH-000768,-0.363837890866975
ACH-000769,-0.6315064361114301
ACH-000770,-0.5886278342447099
ACH-000771,-0.5984075501740056
ACH-000773,-0.6005492394135828
ACH-000776,-0.3930947884921892
ACH-000777,-0.46195345234415
ACH-000778,-0.4646893527903833
ACH-000781,-0.4193527274027004
ACH-000782,-0.3775859191922332
ACH-000783,-0.7199051664578661
ACH-000784,-0.3717403082596373
ACH-000785,-0.5210538389027884
ACH-000787,-0.31382415670297875
ACH-000788,-0.4468952355379668
ACH-000791,-0.3947767281358866
ACH-000792,-0.4929819768145449
ACH-000794,-0.4153052042654418
ACH-000796,-0.4002570472716646
ACH-000798,-0.5601398674271624
ACH-000799,-0.5366611686786981
ACH-000800,-0.2822545039071705
ACH-000802,-0.4035584007844155
ACH-000804,-0.5097367469477107
ACH-000805,-0.5581793852675261
ACH-000809,-0.4447575169432326
ACH-000810,-0.5337958819843628
ACH-000811,-0.5723722365853953
ACH-000817,-0.4608608065912145
ACH-000819,-0.3338955046738262
ACH-000820,-0.8020028906031139
ACH-000821,-0.44170011969086187
ACH-000822,-0.4512353455150947
ACH-000823,-0.16841311153819485
ACH-000824,-0.6326330567221418
ACH-000827,-0.364065286260393
ACH-000829,-0.6361936552336999
ACH-000831,-0.38038672972920506
ACH-000832,-0.28861762531333235
ACH-000833,-0.5403047237049049
ACH-000834,-0.4125163000306199
ACH-000835,-0.3658548904585681
ACH-000836,-0.3827440645179427
ACH-000837,-0.28841176169164656
ACH-000838,-0.3937182923788081
ACH-000839,-0.4901226063867747
ACH-000840,-0.461299451980197
ACH-000841,-0.5057818120083271
ACH-000843,-0.4841845878732538
ACH-000846,-0.6018844932982882
ACH-000847,-0.2923315654784048
ACH-000848,-0.31126468821823383
ACH-000849,-0.5168021968240265
ACH-000851,-0.3563479620982977
ACH-000855,-0.5100952239390403
ACH-000856,-0.6705126690556138
ACH-000858,-0.2924953604653506
ACH-000859,-0.3586483213839728
ACH-000861,-0.4257230590567124
ACH-000862,-0.3578591647041454
ACH-000865,-0.41853455930896094
ACH-000866,-0.48813717244942606
ACH-000867,-0.627805848466615
ACH-000869,-0.24391546773436906
ACH-000872,-0.4452929551905004
ACH-000873,-0.4277670358691376
ACH-000876,-0.4385058939692381
ACH-000878,-0.3767816969202512
ACH-000880,-0.8313202542115995
ACH-000881,-0.4781294019930598
ACH-000882,-0.4471129838967647
ACH-000884,-0.4640037322266292
ACH-000885,-0.4901039435486138
ACH-000887,-0.3502814994718039
ACH-000889,-0.36681041864482894
ACH-000896,-0.2718417568141037
ACH-000898,-0.4714475046268838
ACH-000900,-0.42198628817984185
ACH-000901,-0.6240295434514125
ACH-000905,-0.33312868503220433
ACH-000906,-0.4698060455643194
ACH-000907,-0.4378492582127824
ACH-000910,-0.3920832953950331
ACH-000911,-0.3770390288956431
ACH-000912,-0.4158250046725023
ACH-000913,-0.4307931671813109
ACH-000915,-0.4394771315779785
ACH-000916,-0.5149776214405982
ACH-000917,-0.2698753556387654
ACH-000920,-0.6227298486300197
ACH-000921,-0.41849642064078013
ACH-000924,-0.37178427171636025
ACH-000926,-0.4349489449103943
ACH-000928,-0.9229855931972116
ACH-000929,-0.2386144273760853
ACH-000932,-0.4171158266937549
ACH-000935,-0.4893063854081844
ACH-000936,-0.3020696102634273
ACH-000937,-0.42398186385785736
ACH-000938,-0.5096533293160035
ACH-000939,-0.4175435328639565
ACH-000941,-0.3698698043057302
ACH-000943,-0.5197143488280571
ACH-000946,-0.3055331273030208
ACH-000947,-0.3948444986365195
ACH-000948,-0.4673260972325734
ACH-000950,-0.3840781340709983
ACH-000953,-0.4551505017202742
ACH-000954,-0.32873221613323106
ACH-000957,-0.5178314920692174
ACH-000958,-0.7453656683682002
ACH-000960,-0.4468870075888339
ACH-000963,-0.3867304367372244
ACH-000968,-0.2157722288843208
ACH-000969,-0.4838202828787756
ACH-000972,-0.6213048976892964
ACH-000973,-0.4555871236822669
ACH-000974,-0.6257928719142472
ACH-000978,-0.477290357408864
ACH-000984,-0.4793491352117628
ACH-000986,-0.5454501058501415
ACH-000988,-0.4487987829774607
ACH-000993,-0.5855935927555577
ACH-000994,-0.5151509010598074
ACH-000996,-0.3700617002273037
ACH-001001,-0.5083655781850891
ACH-001020,-0.279759723780679
ACH-001028,-0.3942113456859444
ACH-001031,-0.4597891837568615
ACH-001038,-0.4938556424173486
ACH-001048,-0.4460901872699121
ACH-001050,-0.4521311459070703
ACH-001053,-0.3447357256630175
ACH-001054,-0.4130232113264787
ACH-001061,-0.4756877070368587
ACH-001067,-0.5044966067940134
ACH-001075,-0.3990517890016129
ACH-001096,-0.5647805531060367
ACH-001111,-0.7555236061388027
ACH-001119,-0.38828707693951375
ACH-001128,-0.5127094598591636
ACH-001134,-0.4667254752354209
ACH-001151,-0.4533071108948061
ACH-001163,-0.3981854815053079
ACH-001164,-0.3911702138034205
ACH-001183,-0.4649974463650432
ACH-001192,-0.44978763119495024
ACH-001193,-0.738364026384692
ACH-001196,-0.5580498931363933
ACH-001197,-0.4913015157427478
ACH-001205,-0.12709099245138547
ACH-001211,-0.5917522286650728
ACH-001212,-0.6925831179024436
ACH-001228,-0.698816576455324
ACH-001232,-0.4078882500641663
ACH-001239,-0.5411678721075217
ACH-001270,-0.606586378021368
ACH-001274,-0.3643392583106682
ACH-001275,-0.2572902149649749
ACH-001277,-0.3764401418635288
ACH-001278,-0.6651900116438639
ACH-001280,-0.5304218392064738
ACH-001283,-0.2879225474867728
ACH-001289,-0.6063870986879216
ACH-001300,-0.507889534885109
ACH-001301,-0.5021238024127332
ACH-001302,-0.1370294905174082
ACH-001306,-0.3411197915059373
ACH-001318,-0.135214044442195
ACH-001322,-0.4277917253377856
ACH-001328,-0.5636308029869511
ACH-001332,-0.2994875679269709
ACH-001336,-0.3301652050144479
ACH-001346,-0.4459482750759104
ACH-001353,-0.4104971498558189
ACH-001354,-1.1105679105440798
ACH-001367,-0.42971987307846615
ACH-001368,-0.31025164595018584
ACH-001374,-0.07229158979290051
ACH-001377,-0.5906439541994539
ACH-001380,-0.5707001587859437
ACH-001391,-0.3775204407666216
ACH-001408,-0.5445440184503186
ACH-001430,-0.5875853923170915
ACH-001431,-0.33091970436210466
ACH-001450,-0.4420226237907
ACH-001496,-0.32675865035525403
ACH-001500,-0.4877830683545467
ACH-001523,-0.5098727593584528
ACH-001532,-0.5032068525824047
ACH-001550,-0.2972319701246974
ACH-001552,-0.4727651794007911
ACH-001554,-0.474816467618962
ACH-001654,-0.5688472010989826
ACH-001735,-0.6695624658093055
ACH-001736,-0.5500576379269484
ACH-001737,-1.1212856133322116
ACH-001740,-0.4868929508032637
ACH-001745,-0.3278256514245533
ACH-001765,-0.3769494544799649
