,CDK11A (728642)
ACH-000470,-0.5820480833856304
ACH-000471,-0.6991069279062141
ACH-000472,-0.7225369901026109
ACH-000473,-0.6615658722233776
ACH-000475,-0.69172880813143
ACH-000476,-0.6461040390098952
ACH-000477,-0.42012576031104415
ACH-000479,-0.6511811357145751
ACH-000480,-0.7845306653266435
ACH-000481,-0.8688096351060438
ACH-000483,-0.5641382041793774
ACH-000484,-0.6311700251016439
ACH-000485,-0.4848396108810051
ACH-000486,-0.6054710917945649
ACH-000487,-0.5343202869170262
ACH-000488,-0.601906835154862
ACH-000490,-0.6687912367003679
ACH-000491,-0.7228357912862741
ACH-000495,-0.9584886085740892
ACH-000496,-0.7703712468987736
ACH-000499,-0.7073813153068372
ACH-000500,-0.9388380428239048
ACH-000502,-0.7639517330273743
ACH-000503,-0.572283790979272
ACH-000505,-0.5723469338800482
ACH-000507,-0.6465917357744899
ACH-000510,-0.6428202140109677
ACH-000511,-0.6545622567560124
ACH-000512,-0.6834076787163326
ACH-000516,-0.7050085816511197
ACH-000517,-0.9850866991468588
ACH-000518,-0.5647272948088332
ACH-000520,-0.5771457099253302
ACH-000521,-0.7159293102829708
ACH-000522,-0.7078605660778199
ACH-000524,-0.9502941480102114
ACH-000527,-0.7649717950874345
ACH-000528,-0.877573387993708
ACH-000537,-0.6862513507655441
ACH-000541,-0.9295027882078304
ACH-000542,-0.6654536752015631
ACH-000544,-0.7830583258491529
ACH-000545,-0.6564100365248948
ACH-000547,-0.7057203681558829
ACH-000548,-0.804077977016005
ACH-000549,-0.6402486500405855
ACH-000550,-0.6934878972285183
ACH-000552,-0.7128023067219796
ACH-000556,-0.583110622666291
ACH-000557,-0.8261359062021258
ACH-000569,-0.6821177823937661
ACH-000570,-0.7378508358160641
ACH-000571,-0.5978798879911624
ACH-000573,-0.8292494082448286
ACH-000576,-0.25175771541462905
ACH-000579,-0.5267134521091325
ACH-000580,-0.8182223433124164
ACH-000584,-0.5471423370979674
ACH-000585,-0.8780091415535688
ACH-000588,-0.6912580286651127
ACH-000589,-0.8054212606170631
ACH-000591,-0.6241764238524263
ACH-000593,-0.7720505180543382
ACH-000600,-0.7442648376452478
ACH-000601,-0.6953663331062699
ACH-000605,-0.7180415197033951
ACH-000606,-0.59839481319252
ACH-000608,-0.7866287389437164
ACH-000614,-0.6327666155996359
ACH-000616,-0.9736602828871906
ACH-000618,-0.6382551446827341
ACH-000619,-0.6353260400839754
ACH-000620,-0.6526686133793679
ACH-000621,-0.819374470273256
ACH-000622,-1.0019585686852075
ACH-000623,-0.8596645093432959
ACH-000624,-0.6268300925227477
ACH-000627,-0.8844454944552805
ACH-000630,-0.6825576208828428
ACH-000631,-0.635678326474151
ACH-000632,-0.5315139248874464
ACH-000633,-0.5234133543657634
ACH-000637,-0.8702616206625827
ACH-000638,-0.6831738943499551
ACH-000646,-1.1148624664065037
ACH-000647,-0.5621850893057169
ACH-000648,-0.7860121036727653
ACH-000649,-0.6234233313427696
ACH-000651,-0.6822233317563168
ACH-000652,-0.9377768914297946
ACH-000653,-0.6009242110810288
ACH-000657,-0.6513516787337014
ACH-000658,-0.6826022140588945
ACH-000661,-0.5056284283692617
ACH-000662,-0.9149472848073116
ACH-000663,-0.6433348815068461
ACH-000665,-0.5981173231208137
ACH-000671,-0.4810885082955058
ACH-000672,-0.681247722425462
ACH-000673,-0.7839384123396269
ACH-000676,-0.5388845920110715
ACH-000677,-0.7436389300794638
ACH-000681,-0.6353416846159372
ACH-000683,-0.8120551416916805
ACH-000684,-0.5594196641439039
ACH-000688,-0.8504158367942026
ACH-000693,-0.8233952349917478
ACH-000694,-0.6177572009872475
ACH-000695,-0.7239252143310424
ACH-000696,-0.8724592692930649
ACH-000697,-0.5773958775511638
ACH-000699,-0.8699191705271809
ACH-000701,-0.4963519213577032
ACH-000706,-0.6323922189608353
ACH-000711,-0.7267229450554444
ACH-000713,-0.549540682274621
ACH-000714,-0.6877442207454396
ACH-000718,-0.8243561817438142
ACH-000720,-0.6403499090944296
ACH-000721,-0.5878746765906104
ACH-000724,-0.7350626145896902
ACH-000725,-0.6324738010268879
ACH-000732,-0.6130560260662489
ACH-000734,-0.8098560511713313
ACH-000735,-0.6381924494138557
ACH-000736,-0.6994675574801378
ACH-000738,-0.6489776675475288
ACH-000746,-0.8460320747738759
ACH-000747,-0.6762583750345488
ACH-000748,-0.7891383103096338
ACH-000753,-0.5408305341914493
ACH-000756,-0.7768648957490711
ACH-000757,-0.6569179743363641
ACH-000758,-0.5119596920821743
ACH-000760,-0.6142408409503218
ACH-000762,-0.6299557134590623
ACH-000763,-0.420045891217954
ACH-000764,-0.7188006586861617
ACH-000765,-0.7182905999506696
ACH-000766,-0.5632468016284949
ACH-000767,-0.581730667142014
ACH-000768,-0.7259371514511197
ACH-000769,-0.7543501318838408
ACH-000770,-0.631113901485834
ACH-000771,-0.7770638216747039
ACH-000773,-0.7140134147395374
ACH-000776,-0.4995023267456304
ACH-000777,-0.6809373231019344
ACH-000778,-0.823162502398493
ACH-000781,-0.6034236546676686
ACH-000782,-0.4821875315051679
ACH-000783,-0.6849528292884928
ACH-000784,-0.7451524145303811
ACH-000785,-0.637457843532217
ACH-000787,-0.7178843421714488
ACH-000788,-0.6826292657296706
ACH-000791,-0.5381927407667211
ACH-000792,-0.9147715534036178
ACH-000794,-0.5901790502427562
ACH-000796,-0.6244933128630299
ACH-000798,-0.7175748389188936
ACH-000799,-1.0251245857195377
ACH-000800,-0.4220354957913569
ACH-000802,-0.7889563047136908
ACH-000804,-0.7900742631180699
ACH-000805,-0.5938468917157059
ACH-000809,-0.5934606415763947
ACH-000810,-0.8433572049134199
ACH-000811,-0.6602486424057876
ACH-000817,-0.4553849994101136
ACH-000819,-0.7517800371057043
ACH-000820,-1.057923883988425
ACH-000821,-0.2952446165536248
ACH-000822,-0.7389126909359223
ACH-000823,-0.632634064570845
ACH-000824,-0.5404546135220463
ACH-000827,-0.6744511695301256
ACH-000829,-0.8272056208633232
ACH-000831,-0.6400353576296122
ACH-000832,-0.6105440440842798
ACH-000833,-0.6270591573413828
ACH-000834,-0.6679739059939471
ACH-000835,-0.5730071620769914
ACH-000836,-0.65759738012101
ACH-000837,-0.6811891739965718
ACH-000838,-0.8151325743030879
ACH-000839,-0.6697422940121154
ACH-000840,-0.6533903018726059
ACH-000841,-0.5772700422530804
ACH-000843,-1.1011905489089988
ACH-000846,-0.7608487514257471
ACH-000847,-0.6288034307483523
ACH-000848,-0.5188219071105123
ACH-000849,-0.66542347758161
ACH-000851,-0.4982169947465119
ACH-000855,-0.8130402647486012
ACH-000856,-0.8565025348821722
ACH-000858,-0.7784655856577591
ACH-000859,-0.9076296234150768
ACH-000861,-0.5213190077221667
ACH-000862,-0.8901468463990607
ACH-000865,-0.8133676605337893
ACH-000866,-0.6332978258690323
ACH-000867,-0.6025658386844504
ACH-000869,-0.8796088978441959
ACH-000872,-0.8453827585996827
ACH-000873,-0.6206195400757376
ACH-000876,-0.6037911539675821
ACH-000878,-0.5947655230160432
ACH-000880,-0.8482166847507959
ACH-000881,-0.5696235812570529
ACH-000882,-0.6137389541963725
ACH-000884,-0.9343619480700364
ACH-000885,-0.7141005701677837
ACH-000887,-0.6799582726674241
ACH-000889,-0.8762355071090597
ACH-000896,-0.5727677297066439
ACH-000898,-0.6927347856186632
ACH-000900,-0.8092411072020667
ACH-000901,-0.6673798353225112
ACH-000905,-0.5169599834827581
ACH-000906,-0.6786476735941894
ACH-000907,-0.7730884714437114
ACH-000910,-0.6619977206418645
ACH-000911,-0.7333296410796506
ACH-000912,-0.6613337200283029
ACH-000913,-0.8094651212005574
ACH-000915,-0.6506911132860153
ACH-000916,-0.3644841366273139
ACH-000917,-0.5915614738858939
ACH-000920,-0.530930377216027
ACH-000921,-0.7035716293947719
ACH-000924,-0.6808406882339942
ACH-000926,-0.656379934867486
ACH-000928,-0.628363343049844
ACH-000929,-0.5523168361135977
ACH-000932,-0.677401674604841
ACH-000935,-0.513645917579016
ACH-000936,-0.7219058867871204
ACH-000937,-0.5848479019322481
ACH-000938,-0.5215028506795528
ACH-000939,-0.8227159189285469
ACH-000941,-0.8419625896491095
ACH-000943,-0.8704831448859766
ACH-000946,-0.7241149825469119
ACH-000947,-0.6164203291234525
ACH-000948,-0.4580749591471859
ACH-000950,-0.4475504394179662
ACH-000953,-0.4991248619421104
ACH-000954,-0.6055497141193188
ACH-000957,-0.4397432368096643
ACH-000958,-0.7825016934987034
ACH-000960,-0.6790565341359817
ACH-000963,-0.7640269218905766
ACH-000968,-0.8409579404981893
ACH-000969,-0.6142578701238673
ACH-000972,-0.7857987571292043
ACH-000973,-0.7412386901923895
ACH-000974,-0.6085238602598134
ACH-000978,-0.668498801820287
ACH-000984,-0.8895717817292894
ACH-000986,-0.6254594984558673
ACH-000988,-0.6220534772815608
ACH-000993,-0.7448847681592651
ACH-000994,-0.888728782876348
ACH-000996,-0.9200148181220246
ACH-001001,-0.6455418694369326
ACH-001020,-0.8572616656669959
ACH-001028,-0.5335338027123478
ACH-001031,-0.7581038268255339
ACH-001038,-0.3415678146927049
ACH-001048,-0.6524789764876779
ACH-001050,-0.6675384077414688
ACH-001053,-0.6891511939588848
ACH-001054,-0.7347523534756923
ACH-001061,-0.5473375355442825
ACH-001067,-0.6454117152239133
ACH-001075,-1.0015839492546912
ACH-001096,-0.665491242838153
ACH-001111,-0.5075129995953209
ACH-001119,-0.7562288534384496
ACH-001128,-0.8785742226451979
ACH-001134,-0.5617588809797776
ACH-001151,-0.7164249720746345
ACH-001163,-0.5404906268087329
ACH-001164,-0.6493434327755884
ACH-001183,-0.7392154855025094
ACH-001192,-0.5648864147916474
ACH-001193,-0.7033523284548623
ACH-001196,-0.9837845448915336
ACH-001197,-0.8796528922077095
ACH-001205,-0.5972561042639031
ACH-001211,-0.6699858992705849
ACH-001212,-0.8697186346589549
ACH-001228,-0.5938544477110339
ACH-001232,-0.5840952288078983
ACH-001239,-0.8009037949148898
ACH-001270,-0.7570410119803238
ACH-001274,-0.7537552163386704
ACH-001275,-0.7271674054801522
ACH-001277,-0.8974937241982177
ACH-001278,-0.7889013946736144
ACH-001280,-0.9365097392197628
ACH-001283,-0.7179793251217201
ACH-001289,-0.7928646029877124
ACH-001300,-0.6902724823634417
ACH-001301,-0.9560469488319976
ACH-001302,-0.8146862030877091
ACH-001306,-0.5750793286276116
ACH-001318,-0.5101644504973133
ACH-001322,-0.7237239247991082
ACH-001328,-0.4778644070652109
ACH-001332,-0.4204249011845524
ACH-001336,-0.6648961439993296
ACH-001346,-0.8967584707207862
ACH-001353,-0.7643743037521994
ACH-001354,-0.5974426193807321
ACH-001367,-0.6755107876815208
ACH-001368,-0.5143350706746239
ACH-001374,-1.0648011679405216
ACH-001377,-0.7204599703063348
ACH-001380,-0.8666935115271074
ACH-001391,-0.5385674655739541
ACH-001408,-0.6153853938844261
ACH-001430,-0.25219150117334665
ACH-001431,-0.5782938686601011
ACH-001450,-0.4667268630552962
ACH-001496,-0.751251296402667
ACH-001500,-0.6117852536376239
ACH-001523,-0.7681565370093566
ACH-001532,-0.810142224408473
ACH-001550,-0.7438341679872922
ACH-001552,-0.7590248946838436
ACH-001554,-0.7624865750729549
ACH-001654,-0.7840331686634101
ACH-001735,-0.5983216695225434
ACH-001736,-0.7389682771415778
ACH-001737,-0.3008310355664285
ACH-001740,-0.7922897623923298
ACH-001745,-0.9789505136523606
ACH-001765,-0.7842119927967832
