,UBE2O (63893)
ACH-000169,-0.24987510608826946
ACH-000178,-0.3172639564509473
ACH-000183,-0.2605813732105304
ACH-000188,-0.5310373292999846
ACH-000189,-0.5358813491569497
ACH-000190,-0.2293996341239992
ACH-000198,-0.33308578505468844
ACH-000203,-0.6391064593149094
ACH-000204,-0.1732659942483021
ACH-000206,-0.2067321358100812
ACH-000207,-0.4384351555829745
ACH-000208,-0.2793012876319919
ACH-000210,-0.5176827066077596
ACH-000211,-0.40135447489950105
ACH-000215,-0.3797681877413624
ACH-000221,-0.2655605504653953
ACH-000222,-0.16825378352095488
ACH-000223,-0.3101535576671841
ACH-000226,-0.2336706910538285
ACH-000227,-0.3944789365934141
ACH-000228,-0.2914211412585164
ACH-000231,-0.35996028081202386
ACH-000232,-0.28082655994008154
ACH-000233,-0.2906373003055012
ACH-000234,-0.5854245643813765
ACH-000235,-0.2903130024079416
ACH-000237,-0.3085480324677577
ACH-000238,-0.437198853793932
ACH-000242,-0.3958942822393505
ACH-000243,-0.2956473111465761
ACH-000244,-0.4709181661400328
ACH-000246,-0.41106525784153797
ACH-000248,-0.3625985001805653
ACH-000250,-0.2516918457192226
ACH-000251,-0.5090493043596832
ACH-000252,-0.20831225635622624
ACH-000253,-0.35434939334253035
ACH-000255,-0.465320822933162
ACH-000256,-0.35726943941307643
ACH-000257,-0.35609935024466205
ACH-000258,-0.4087416065212952
ACH-000259,-0.39967884819700944
ACH-000260,-0.3948848024567399
ACH-000261,-0.3820862320778043
ACH-000262,-0.3279775261222609
ACH-000263,-0.3869934029799315
ACH-000264,-0.4830111002312559
ACH-000265,-0.23331762759808505
ACH-000266,-0.3782906672990548
ACH-000272,-0.2203912988858
ACH-000274,-0.3831749193219465
ACH-000277,-0.4077326349519532
ACH-000278,-0.33423435841695065
ACH-000279,-0.3188021278499875
ACH-000280,-0.6674786223640392
ACH-000281,-0.3605995622564531
ACH-000288,-0.3615070231664405
ACH-000291,-0.38207098826536745
ACH-000293,-0.29963160429977753
ACH-000294,-0.27509067696311235
ACH-000295,-0.28360076538645057
ACH-000296,-0.2349343877452149
ACH-000302,-0.23604255463248155
ACH-000304,0.21844652648244345
ACH-000307,-0.3538168558678341
ACH-000308,-0.2447146984580945
ACH-000310,-0.5372039632342759
ACH-000311,-0.4779485162604226
ACH-000312,-0.4707250231024218
ACH-000315,-0.370594744586628
ACH-000316,-0.4100804962034821
ACH-000317,-0.3998206986741277
ACH-000318,-0.16068086420091013
ACH-000319,-0.2755442700310481
ACH-000320,-0.07276766772840416
ACH-000322,-0.3819025746456625
ACH-000323,-0.3920932312593837
ACH-000324,-0.4578935172944016
ACH-000329,-0.3439445634472077
ACH-000330,-0.2183786559103114
ACH-000331,-0.12048773799826287
ACH-000332,-0.3314547601781748
ACH-000334,-0.17011960249865332
ACH-000335,-0.2581142476342406
ACH-000336,-0.34527091328585713
ACH-000337,-0.6516983182111507
ACH-000338,-0.1321050968495317
ACH-000339,-0.33652510950017583
ACH-000341,-0.28479143449999245
ACH-000348,-0.3953300561811601
ACH-000350,-0.3867861546097122
ACH-000352,-0.4644348287022993
ACH-000356,-0.5076182724856673
ACH-000361,-0.41966228371060105
ACH-000362,-0.3425198811093741
ACH-000363,-0.35958170161152936
ACH-000364,-0.4285878031107305
ACH-000365,-0.2756072286551316
ACH-000366,-0.35922929436875073
ACH-000368,-0.4038432674933425
ACH-000374,-0.4239077315205997
ACH-000375,-0.4303414771910678
ACH-000376,-0.3505282030947446
ACH-000381,-0.3119842861805986
ACH-000383,-0.317833702205411
ACH-000387,-0.3189027201632855
ACH-000389,-0.31445265297593866
ACH-000390,-0.380099883720172
ACH-000393,-0.3666899321471175
ACH-000395,-0.3540796109435164
ACH-000396,-0.030682659133320637
ACH-000397,-0.4094480455319617
ACH-000401,-0.1756952547082282
ACH-000402,-0.3031262084495727
ACH-000403,-0.2931821972658893
ACH-000404,0.007751039103631611
ACH-000406,-0.2511972977684378
ACH-000407,-0.4327895500021907
ACH-000408,-0.11440068747013785
ACH-000410,-0.2763852554857916
ACH-000411,-0.4649731882126469
ACH-000414,-0.29258184706903223
ACH-000415,-0.3732987462298775
ACH-000416,-0.4327719388364033
ACH-000420,-0.384620264636795
ACH-000421,-0.3542211726138207
ACH-000424,-0.3875924265200907
ACH-000425,-0.20980294147531764
ACH-000426,0.033333353054575486
ACH-000427,-0.452204681764312
ACH-000433,-0.5560345158079333
ACH-000435,-0.4016672079012555
ACH-000436,-0.3894755166163583
ACH-000444,-0.3733494988745785
ACH-000445,-0.4771768941287104
ACH-000448,-0.21242243832644175
ACH-000450,-0.24227364846846094
ACH-000452,-0.36457202231672997
ACH-000454,-0.0475781790432353
ACH-000458,-0.4592069037433832
ACH-000459,-0.4108852050980972
ACH-000460,-0.4483415928134134
ACH-000461,-0.06852107237222943
ACH-000463,-0.1272728595003944
ACH-000464,-0.3229260757788151
ACH-000466,-0.21094019962224825
ACH-000467,-0.35739672718052184
ACH-000468,-0.4458550302665482
ACH-000469,-0.44577501159882704
ACH-000470,-0.23444045069963665
ACH-000471,-0.2434736379749082
ACH-000472,-0.42083619276254497
ACH-000473,-0.3019263514879723
ACH-000475,-0.37459034402102254
ACH-000476,-0.3764722272128321
ACH-000477,-0.269198509546174
ACH-000479,-0.19376907826466655
ACH-000480,-0.4447617021289153
ACH-000481,-0.22106995388938208
ACH-000483,-0.2797437195402932
ACH-000484,-0.3840254985219144
ACH-000485,-0.492227194290284
ACH-000486,-0.4203507094492185
ACH-000487,-0.2623169945406697
ACH-000488,-0.4786822516614224
ACH-000490,-0.3551100821128316
ACH-000491,-0.4121088694549587
ACH-000495,-0.4511111595131641
ACH-000496,-0.2921896370322686
ACH-000499,-0.19981585228510912
ACH-000500,-0.3918097500902051
ACH-000502,-0.41117922228569975
ACH-000503,-0.3821734572461039
ACH-000505,-0.3838392109833638
ACH-000507,-0.2954236783791493
ACH-000510,-0.2519948388389313
ACH-000511,-0.4443917604622873
ACH-000512,0.04046125761012999
ACH-000516,-0.3301894200310335
ACH-000517,-0.3509308904126773
ACH-000518,-0.2661403478500609
ACH-000520,-0.3805054661911947
ACH-000521,-0.4229667112570843
ACH-000522,-0.266693260272142
ACH-000524,-0.3380009720437318
ACH-000527,-0.39209877114726216
ACH-000528,-0.28616197798775217
ACH-000537,-0.3043670410384954
ACH-000541,-0.2997721767229991
ACH-000542,-0.40119192564909995
ACH-000544,-0.5125220482734553
ACH-000545,-0.3304465307781674
ACH-000547,-0.2764243251543238
ACH-000548,-0.3076453411209677
ACH-000549,-0.3610460473380991
ACH-000550,-0.3686556107972843
ACH-000552,-0.34018589009552197
ACH-000556,-0.3879031866038439
ACH-000557,-0.3296664971385051
ACH-000569,-0.595720031038624
ACH-000570,-0.3560584431214133
ACH-000571,-0.3411807077597615
ACH-000573,-0.2971850732816026
ACH-000576,-0.2972271062092337
ACH-000579,-0.19673401120481995
ACH-000580,-0.6930729076083579
ACH-000584,-0.1735007239122725
ACH-000585,-0.3555251675725127
ACH-000588,-0.30958369467345903
ACH-000589,-0.22299940590323364
ACH-000591,-0.3990420298543739
ACH-000593,-0.4099346079908244
ACH-000600,-0.2107153788418437
ACH-000601,-0.3266532290244761
ACH-000605,-0.3532752567724644
ACH-000606,-0.43526029789630855
ACH-000608,-0.2657315824252857
ACH-000614,-0.4161223787339331
ACH-000616,-0.3674052751825248
ACH-000618,-0.35098534956946503
ACH-000619,-0.3607045752452193
ACH-000620,-0.23920637951418244
ACH-000621,-0.5216292251196321
ACH-000622,-0.4352934974108729
ACH-000623,-0.4477191492596263
ACH-000624,-0.3606277885910728
ACH-000627,-0.5049651537816886
ACH-000630,-0.29090969368586544
ACH-000631,-0.4623856807683837
ACH-000632,-0.2972216703381976
ACH-000633,-0.4024193392165406
ACH-000637,-0.3719167710583371
ACH-000638,-0.15913323549065342
ACH-000646,-0.326920726820784
ACH-000647,-0.4390835472168283
ACH-000648,-0.4695755743393543
ACH-000649,-0.4697620243572011
ACH-000651,-0.3114074865304857
ACH-000652,-0.33237601920075593
ACH-000653,-0.272455335223751
ACH-000657,-0.4343337681585459
ACH-000658,-0.3387000863415354
ACH-000661,-0.42387505983741147
ACH-000662,-0.16068754635307708
ACH-000663,-0.8091730799538399
ACH-000665,-0.2311731276291755
ACH-000671,-0.4052039821022505
ACH-000672,-0.2646685069220945
ACH-000673,-0.3957913402289201
ACH-000676,-0.3490857768239298
ACH-000677,-0.3056042264706899
ACH-000681,-0.32469768611510313
ACH-000683,-0.26575430069338113
ACH-000684,-0.5956695754193001
ACH-000688,-0.379703665665828
ACH-000693,-0.3761847378842157
ACH-000694,-0.3548907872116337
ACH-000695,-0.1022777044486784
ACH-000696,-0.28898983297747177
ACH-000697,-0.2645087103427939
ACH-000699,-0.5474605390295
ACH-000701,-0.4676079955704618
ACH-000706,-0.17634467014168706
ACH-000711,-0.4029238587564867
ACH-000713,-0.24151659884453924
ACH-000714,-0.2419198805504028
ACH-000718,-0.5458662319219795
ACH-000720,-0.3759896733944635
ACH-000721,-0.3275285894131417
ACH-000724,-0.3428267523598484
ACH-000725,-0.2318813093406543
ACH-000732,-0.4104747233081831
ACH-000734,-0.18568127413933191
ACH-000735,-0.2919976950002935
ACH-000736,-0.22685684003596365
ACH-000738,-0.3240115051814921
ACH-000746,-0.2538805423295515
ACH-000747,-0.1830646237815348
ACH-000748,-0.4201435358693853
ACH-000753,-0.3074704200653969
ACH-000756,-0.2912639315969065
ACH-000757,-0.2122282549173837
ACH-000758,-0.31076372137550845
ACH-000760,-0.3204649070713734
ACH-000762,-0.2923733457511796
ACH-000763,-0.18486296185856574
ACH-000764,-0.25874162849624965
ACH-000765,-0.2959280998176841
ACH-000766,-0.29220497473448953
ACH-000767,-0.2401646356204252
ACH-000768,-0.3883769801323744
ACH-000769,-0.3332181037317177
ACH-000770,-0.22495914261754368
ACH-000771,-0.29739306506936763
ACH-000773,-0.2929710782154968
ACH-000776,-0.5207355901743944
ACH-000777,-0.35986642021408244
ACH-000778,-0.26912583307711674
ACH-000781,-0.3188923488922216
ACH-000782,-0.2795060849942477
ACH-000783,-0.39120275162882223
ACH-000784,-0.2200471875349221
ACH-000785,-0.3425309259980717
ACH-000787,-0.39893138528261296
ACH-000788,-0.4521212776405527
ACH-000791,-0.3018513735511581
ACH-000792,-0.1401516766720805
ACH-000794,-0.32825676077167193
ACH-000796,-0.2267587766658015
ACH-000798,-0.2335314107161172
ACH-000799,-0.4030634603322963
ACH-000800,-0.4423403859679359
ACH-000802,-0.34354574659601445
ACH-000804,-0.5814643038801853
ACH-000805,-0.3662613496153479
ACH-000809,-0.3848087925785024
ACH-000810,-0.2014506076792719
ACH-000811,-0.4054993720294209
ACH-000817,-0.32925344729095346
ACH-000819,-0.280280952566752
ACH-000820,-0.380523850836094
ACH-000821,-0.16723361369768255
ACH-000822,-0.3687362551980293
ACH-000823,-0.3682852454276312
ACH-000824,-0.2426285499000475
ACH-000827,-0.4543495957834354
ACH-000829,-0.2360592231996574
ACH-000831,-0.1997054833788236
ACH-000832,-0.3602860771798056
ACH-000833,-0.4351637835414285
ACH-000834,-0.2406249662690005
ACH-000835,-0.2788198308662848
ACH-000836,-0.3889818906874679
ACH-000837,-0.33275872724393746
ACH-000838,-0.2159586279996089
ACH-000839,-0.5606442240756405
ACH-000840,-0.1128434247648027
ACH-000841,-0.2882328511623667
ACH-000843,-0.4679727541576896
ACH-000846,-0.18116498866520075
ACH-000847,-0.284059629764784
ACH-000848,-0.2717192536247511
ACH-000849,-0.33430062961403684
ACH-000851,-0.13789353038543892
ACH-000855,-0.12767080952364016
ACH-000856,-0.33427624850339943
ACH-000858,-0.2425770380156221
ACH-000859,-0.4998205554975987
ACH-000861,-0.22170323591766053
ACH-000862,-0.36586416229665497
ACH-000865,-0.3227706420614685
ACH-000866,-0.30370754350244705
ACH-000867,-0.2807277866548009
ACH-000869,-0.2667620605861876
ACH-000872,-0.3425874951687368
ACH-000873,-0.2513566968804494
ACH-000876,-0.3064472915419891
ACH-000878,-0.12010259718776292
ACH-000880,-0.22186759796971706
ACH-000881,-0.7226913085158863
ACH-000882,-0.4898738700101048
ACH-000884,-0.33555230784871565
ACH-000885,-0.2802870365644791
ACH-000887,-0.33617757930448616
ACH-000889,-0.26244888873977523
ACH-000896,-0.3623674713641295
ACH-000898,-0.3469568669409785
ACH-000900,-0.30926944873240003
ACH-000901,-0.4663096361719485
ACH-000905,-0.31778201743902795
ACH-000906,-0.3305487538602061
ACH-000907,-0.4492923116130668
ACH-000910,-0.4213453113680676
ACH-000911,-0.30516586329181017
ACH-000912,-0.3822381788972288
ACH-000913,-0.37905474616206
ACH-000915,-0.24463730249784216
ACH-000916,-0.061392280959589374
ACH-000917,-0.3645758392032603
ACH-000920,-0.5999606646539222
ACH-000921,-0.3074917550237278
ACH-000924,-0.26886476136427234
ACH-000926,-0.4384725249738328
ACH-000928,-0.4282641287739926
ACH-000929,-0.3709191753509832
ACH-000932,-0.3733129726973894
ACH-000935,-0.2668490667651585
ACH-000936,-0.20959308238651467
ACH-000937,-0.43503824509219385
ACH-000938,-0.33612180743287234
ACH-000939,-0.3576380031963419
ACH-000941,-0.2061197232190709
ACH-000943,-0.19925528424931374
ACH-000946,-0.2882403999085767
ACH-000947,-0.2525111757682845
ACH-000948,-0.3397931403119944
ACH-000950,-0.31037329361868665
ACH-000953,-0.3969474236005863
ACH-000954,-0.1330584333016276
ACH-000957,-0.13907644673246428
ACH-000958,-0.2491188581420133
ACH-000960,-0.4330867332704905
ACH-000963,-0.3808971391441055
ACH-000968,-0.5975257385489973
ACH-000969,-0.3089744423978848
ACH-000972,-0.03641683139862356
ACH-000973,-0.2894458387949284
ACH-000974,-0.3861552484779908
ACH-000978,-0.0507773562118023
ACH-000984,-0.2025751809150223
ACH-000986,-0.433285542419048
ACH-000988,-0.1372358921812424
ACH-000993,-0.2908836770815281
ACH-000994,-0.3852980730372951
ACH-000996,-0.25543417469100793
ACH-001001,-0.274596538724854
ACH-001020,-0.5143275247623621
ACH-001028,-0.3064236619663013
ACH-001031,-0.4723076596785623
ACH-001038,-0.2537560554113661
ACH-001048,-0.38161449266417136
ACH-001050,-0.8043251618247234
ACH-001053,-0.08322831634266098
ACH-001054,-0.2660984723484247
ACH-001061,-0.2704386189689174
ACH-001067,-0.4029794176630669
ACH-001075,-0.3457156334250598
ACH-001096,-0.3010450195625741
ACH-001111,-0.26511942993244136
ACH-001119,-0.2960370291239229
ACH-001128,-0.6385703636300372
ACH-001134,-0.6345044076755625
ACH-001151,-0.3350779974364534
ACH-001163,-0.4145535744919681
ACH-001164,-0.3450101077889602
ACH-001183,-0.3706194334835288
ACH-001192,-0.21021957407017905
ACH-001193,-0.5391983461060577
ACH-001196,-0.4228454111232101
ACH-001197,-0.587607591589364
ACH-001205,-0.2069941023649004
ACH-001211,-0.512565086679131
ACH-001212,-0.5943201649290031
ACH-001228,-0.4645006394125779
ACH-001232,-0.4665932499315766
ACH-001239,-0.21300849882767056
ACH-001270,-0.28452908593946685
ACH-001274,-0.4626469303767813
ACH-001275,-0.4813830757891422
ACH-001277,-0.3872215500668241
ACH-001278,-0.3608566677415346
ACH-001280,-0.4886243432519626
ACH-001283,-0.4664310761310003
ACH-001289,-0.08675793339512103
ACH-001300,-0.4678593109704978
ACH-001301,-0.4223067332625599
ACH-001302,-0.6847100089644083
ACH-001306,-0.21450945995169096
ACH-001318,-0.30745538993063753
ACH-001322,-0.3619316903874286
ACH-001328,-0.4899879938415208
ACH-001332,-0.28895761294357863
ACH-001336,-0.4006403841207799
ACH-001346,-0.4386407894727478
ACH-001353,-0.33616747554169696
ACH-001354,-0.03884716075561817
ACH-001367,-0.11792564709210886
ACH-001368,-0.3667688707366423
ACH-001374,-0.5886456699957691
ACH-001377,-0.302003620836726
ACH-001380,-0.25748430265786115
ACH-001391,-0.493879967845174
ACH-001408,-0.5224086153337155
ACH-001430,-0.2304904284150388
ACH-001431,-0.7256962308547719
ACH-001450,-0.1324940337641168
ACH-001496,-0.2695969210719643
ACH-001500,-0.3354477253032641
ACH-001523,-0.3526891271788023
ACH-001532,-0.3811031816806689
ACH-001550,-0.34325873192896816
ACH-001552,-0.21300567753858388
ACH-001554,-0.3004631782110824
ACH-001654,-0.4430579464066123
ACH-001735,-0.3391260007250999
ACH-001736,-0.3670788364661324
ACH-001737,-0.31278984085801154
ACH-001740,-0.24957545965700725
ACH-001745,-0.30603321861163785
ACH-001765,-0.2731715702507746
