,INO80B (83444)
ACH-000250,-0.5842396302583754
ACH-000251,-0.5294633078292326
ACH-000252,-0.3713807917954821
ACH-000253,-0.4013647660008627
ACH-000255,-0.2925572996437056
ACH-000256,-0.35077182074187624
ACH-000257,-0.17252628000502834
ACH-000258,-0.3144324157782139
ACH-000259,-0.21801618762136013
ACH-000260,-0.3367960597702586
ACH-000261,-0.5337373999454359
ACH-000262,-0.4063268136240823
ACH-000263,-0.4594939276562456
ACH-000264,-0.4993616869047474
ACH-000265,-0.5677061981945298
ACH-000266,-0.2935334177648781
ACH-000272,-0.22952861694949825
ACH-000274,-0.5351363738326332
ACH-000277,-0.4337700512555573
ACH-000278,-0.2566012434796397
ACH-000279,-0.16340726879763248
ACH-000280,-0.26059315787686943
ACH-000281,-0.3864090469355031
ACH-000288,-0.4432529412536317
ACH-000291,-0.2472290033989303
ACH-000293,-0.6430244148069139
ACH-000294,-0.3499413774488547
ACH-000295,-0.3436608643220849
ACH-000296,-0.41590498198601
ACH-000302,-0.4873093146969744
ACH-000304,-0.4705058777497302
ACH-000307,-0.4780308448314464
ACH-000308,-0.2339815908400593
ACH-000310,-0.2496519304925413
ACH-000311,-0.528339623283463
ACH-000312,-0.1874018333070692
ACH-000315,-0.21168457859403453
ACH-000316,-0.327603064908453
ACH-000317,-0.8127616085054077
ACH-000318,-0.4639618419945457
ACH-000319,-0.4794808549373877
ACH-000320,-0.5005654860208499
ACH-000322,-0.3147811352021556
ACH-000323,-0.3965925893812498
ACH-000324,-0.37179740703098224
ACH-000329,-0.10653312747311183
ACH-000330,-0.4927988487936952
ACH-000331,-0.5108289036085621
ACH-000332,-0.5717175188126826
ACH-000334,-0.42105079711913335
ACH-000335,-0.3400590684534592
ACH-000336,-0.3853211977072111
ACH-000337,-0.3324655882947292
ACH-000338,-0.9347581359080488
ACH-000339,-0.3337017500080161
ACH-000341,-0.3699419272415441
ACH-000348,-0.36209732370298986
ACH-000350,-0.16111942436865778
ACH-000352,-0.12427105688302305
ACH-000356,-0.7387215611722259
ACH-000361,-0.4487043389118251
ACH-000362,-0.20659142325344806
ACH-000363,-0.3276888341352528
ACH-000364,-0.3323487850769783
ACH-000365,-0.4141416494877368
ACH-000366,-0.4373893847010215
ACH-000368,-0.5327440914017848
ACH-000374,-0.21652424181711896
ACH-000375,-0.35267505903719115
ACH-000376,-0.4195145302590013
ACH-000381,-0.536437603349349
ACH-000383,-0.19365307697569975
ACH-000387,-0.6431470898061775
ACH-000389,-0.4037684674164957
ACH-000390,-0.2163946286865937
ACH-000393,-0.4581566753859982
ACH-000395,-0.37515132408641577
ACH-000396,-0.4921656491202209
ACH-000397,-0.3912592816019823
ACH-000401,-0.33428358496236404
ACH-000402,-0.4728057692080362
ACH-000403,-0.3721431737254725
ACH-000404,-0.5564541340135365
ACH-000406,-0.34600200350045696
ACH-000407,-0.42234607177260297
ACH-000408,-0.6299033849080387
ACH-000410,-0.5878240224711948
ACH-000411,-0.4017167700062595
ACH-000414,-0.4926608438747159
ACH-000415,-0.5034591800984038
ACH-000416,-0.35460504736949555
ACH-000420,-0.3470985641592773
ACH-000421,-0.4010545201648331
ACH-000424,-0.4150413642847628
ACH-000425,-0.4955443980072734
ACH-000426,-0.3258700281403477
ACH-000427,-0.35865472990256203
ACH-000433,-0.3901022653675121
ACH-000435,-0.3025234587876689
ACH-000436,-0.3079380806878113
ACH-000444,-0.6550357915630817
ACH-000445,-0.3463041208191961
ACH-000448,-0.5816840872632277
ACH-000450,-0.18669155423999725
ACH-000452,-0.4827467539795138
ACH-000454,-0.3253173785848217
ACH-000458,-0.33025413965328776
ACH-000459,-0.5392148704449333
ACH-000460,-0.3411218059954769
ACH-000461,-0.5668935929813705
ACH-000463,-0.3988647071334791
ACH-000464,-0.3914367776353329
ACH-000466,-0.4121682520467349
ACH-000467,-0.4348544220414447
ACH-000468,-0.4664070523955547
ACH-000469,-0.2311439054719769
ACH-000470,-0.6016464402365362
ACH-000471,-0.4393321665671513
ACH-000472,-0.3414523872623983
ACH-000473,-0.3905780705898222
ACH-000475,-0.1890618181629493
ACH-000476,-0.2185576474752441
ACH-000477,-0.5425610873032161
ACH-000479,-0.4988093415293971
ACH-000480,-0.296555741232755
ACH-000481,-0.30461926954527724
ACH-000483,-0.6768482082853163
ACH-000484,-0.013463615581329271
ACH-000485,-0.5184923040146969
ACH-000486,-0.746896106117604
ACH-000487,-0.4766950742451816
ACH-000488,-0.4384507064037897
ACH-000490,-0.3759812674757726
ACH-000491,-0.36977108956596416
ACH-000495,-0.5801266298925272
ACH-000496,-0.4051531699100514
ACH-000499,-0.1984757542338485
ACH-000500,-0.4609301878444811
ACH-000502,-0.4954200833301429
ACH-000503,-0.34050824480584874
ACH-000505,-0.5617691059635589
ACH-000507,-0.3040674434381607
ACH-000510,-0.3614516055518381
ACH-000511,-0.463334280489325
ACH-000512,-0.4130330745618732
ACH-000516,-0.4044863199164782
ACH-000517,-0.18116635461754754
ACH-000518,-0.25980787625916063
ACH-000520,-0.5661210317287199
ACH-000521,-0.31408328002995445
ACH-000522,-0.384604006968444
ACH-000524,-0.09206914320663867
ACH-000527,-0.5851976669710554
ACH-000528,-0.24004842667701495
ACH-000537,-0.4564491981611154
ACH-000541,-0.19010547497673105
ACH-000542,-0.3541914650532508
ACH-000544,-0.4411132537514603
ACH-000545,-0.6026853841157213
ACH-000547,-0.27709571659352017
ACH-000548,-0.6442150433726229
ACH-000549,-0.4351563970678719
ACH-000550,-0.5892402496701441
ACH-000552,-0.4380797069672591
ACH-000556,-0.5658433823445986
ACH-000557,-0.11681471585080146
ACH-000569,-0.3969876630907504
ACH-000570,-0.408890023832094
ACH-000571,-0.2826872186741466
ACH-000573,-0.31773212710593984
ACH-000576,0.010064397509545093
ACH-000579,-0.2683307555036125
ACH-000580,-0.3990715591833104
ACH-000584,-0.2711719059953885
ACH-000585,-0.2296147900353348
ACH-000588,-0.2220447520376922
ACH-000589,-0.3175841608471135
ACH-000591,-0.5433675970866634
ACH-000593,-0.4346905665133649
ACH-000600,-0.32548205641662664
ACH-000601,-0.4575173816846351
ACH-000605,-0.2424912119412629
ACH-000606,-0.7885010392873208
ACH-000608,-0.1789073577083552
ACH-000614,-0.6515225088600456
ACH-000616,-0.4931250003592432
ACH-000618,-0.30657274204023804
ACH-000619,-0.4605278430642453
ACH-000620,-0.4005307487690351
ACH-000621,-0.2446771523182679
ACH-000622,-0.40280764818234943
ACH-000623,-0.3060020613685624
ACH-000624,-0.3274545649848488
ACH-000627,-0.3179135051329691
ACH-000630,-0.4888586303680311
ACH-000631,-0.6899585825162777
ACH-000632,-0.36106638462786944
ACH-000633,-0.2218027997448065
ACH-000637,-0.272967114314919
ACH-000638,-0.3093850750626485
ACH-000646,0.2346223530817241
ACH-000647,-0.4176861445780559
ACH-000648,-0.2462277801328445
ACH-000649,-0.25550752758833056
ACH-000651,-0.2723744245706859
ACH-000652,-0.18318662497684807
ACH-000653,-0.4911641842852266
ACH-000657,-0.3263073580067369
ACH-000658,-0.3984760130293017
ACH-000661,-0.4252300967263598
ACH-000662,-0.08478560098597658
ACH-000663,-0.5251874032866263
ACH-000665,-0.450491934649948
ACH-000671,-0.3624904988849643
ACH-000672,-0.3784006736341753
ACH-000673,-0.4503119080083765
ACH-000676,-0.5740280381160596
ACH-000677,-0.4980739214146153
ACH-000681,-0.3162421533161721
ACH-000683,-0.2585650166008713
ACH-000684,-0.2959353070812353
ACH-000688,-0.3579931936650523
ACH-000693,-0.3645979187943039
ACH-000694,-0.4172060324580678
ACH-000695,-0.34215344709920903
ACH-000696,-0.5660480846748249
ACH-000697,-0.4726804902201168
ACH-000699,-0.4978298941064716
ACH-000701,-0.2773520560310187
ACH-000706,-0.24269843181579895
ACH-000711,-0.4932447666740726
ACH-000713,-0.39729678586357103
ACH-000714,-0.30220839872137073
ACH-000718,-0.3882518356644849
ACH-000720,-0.5949897809939144
ACH-000721,-0.3735866907464318
ACH-000724,-0.0874675460032663
ACH-000725,-0.27932634473857404
ACH-000732,-0.4201138123509956
ACH-000734,-0.2378853669642463
ACH-000735,-0.3508714743869031
ACH-000736,-0.5368270968556176
ACH-000738,-0.2669810980681446
ACH-000746,-0.034909772893741337
ACH-000747,-0.5403279289750278
ACH-000748,-0.58518093753562
ACH-000753,-0.4427215102817012
ACH-000756,-0.4584085965951503
ACH-000757,-0.4289279861429329
ACH-000758,-0.5435820490049168
ACH-000760,-0.3540195033017733
ACH-000762,-0.6461316298610489
ACH-000763,-0.20062027382840875
ACH-000764,-0.470344463801599
ACH-000765,-0.248037315756246
ACH-000766,-0.541108843424683
ACH-000767,-0.3629343547343811
ACH-000768,-0.5917171231769851
ACH-000769,-0.5370327570389005
ACH-000770,-0.3973008850937653
ACH-000771,-0.3867979420650141
ACH-000773,-0.202934393603794
ACH-000776,-0.35951945542216
ACH-000777,-0.36310545254234
ACH-000778,-0.2380113334505837
ACH-000781,-0.0381032592223268
ACH-000782,-0.2769058559739063
ACH-000783,-0.2875133559942273
ACH-000784,-0.35722552246338546
ACH-000785,-0.20731267889322594
ACH-000787,-0.3432145727857968
ACH-000788,-0.4684907640177526
ACH-000791,-0.5064576843451188
ACH-000792,-0.46609307071008704
ACH-000794,-0.5349192852553675
ACH-000796,-0.35624818373297384
ACH-000798,-0.6328255496213138
ACH-000799,-0.4160401474112832
ACH-000800,-0.7514162433643761
ACH-000802,-0.4998208884095746
ACH-000804,-0.2974534556767533
ACH-000805,-0.591668771535861
ACH-000809,-0.1874634517302013
ACH-000810,-0.3670543582308085
ACH-000811,-0.2285176051131898
ACH-000817,-0.18256053517731435
ACH-000819,-0.2298740030282481
ACH-000820,-0.4194141222814849
ACH-000821,-0.3282966602081241
ACH-000822,-0.4161496890087366
ACH-000823,-0.5173392760030551
ACH-000824,-0.11387768872413645
ACH-000827,-0.6777378160361445
ACH-000829,-0.4812873912346273
ACH-000831,-0.3976332281731452
ACH-000832,-0.4312937794255652
ACH-000833,-0.2349165939142885
ACH-000834,-0.4502997512742888
ACH-000835,-0.37737230340543054
ACH-000836,0.034505338881149865
ACH-000837,-0.1221826654171818
ACH-000838,-0.4718863883594091
ACH-000839,-0.5198510707972727
ACH-000840,-0.3239040835190021
ACH-000841,-0.5045765034810745
ACH-000843,-0.3481886365781922
ACH-000846,-0.6032677356470071
ACH-000847,-0.5197810707286111
ACH-000848,-0.6160353432872961
ACH-000849,-0.3350954725111293
ACH-000851,-0.5523349217968577
ACH-000855,-0.5614963799622966
ACH-000856,-0.23321218206166056
ACH-000858,-0.32115248224671017
ACH-000859,-0.2815416560423243
ACH-000861,-0.3629427053489765
ACH-000862,-0.44493083583492027
ACH-000865,-0.4417263103585555
ACH-000866,-0.5708011317888763
ACH-000867,-0.4636125324300197
ACH-000869,-0.2333473641211315
ACH-000872,-0.5429295172927678
ACH-000873,-0.5996122732989845
ACH-000876,-0.1335464295511912
ACH-000878,-0.4655808376404216
ACH-000880,-0.4021399979377941
ACH-000881,-0.3511213890353719
ACH-000882,-0.4217357383606507
ACH-000884,-0.5277429642590461
ACH-000885,-0.3729823849114464
ACH-000887,-0.18272602745632455
ACH-000889,-0.29229058591221824
ACH-000896,-0.5404241575155108
ACH-000898,-0.4687307665030673
ACH-000900,-0.3496292715280705
ACH-000901,-0.4218509982770434
ACH-000905,-0.331965640304836
ACH-000906,-0.22365451146827295
ACH-000907,-0.4411679626619715
ACH-000910,-0.18854459726909625
ACH-000911,-0.4659402680604148
ACH-000912,-0.655721665309616
ACH-000913,-0.3974846877927256
ACH-000915,-0.20199466387361814
ACH-000916,0.08341912905899107
ACH-000917,-0.23542041456247575
ACH-000920,-0.5156022831244074
ACH-000921,-0.6618902704398929
ACH-000924,-0.1648169205631428
ACH-000926,-0.3862225797635041
ACH-000928,-0.4720016029036162
ACH-000929,-0.3323335737437315
ACH-000932,-0.5004955191920197
ACH-000935,-0.4867841496937435
ACH-000936,-0.3761638263958633
ACH-000937,-0.358469135909717
ACH-000938,-0.31040104194996104
ACH-000939,-0.1267788924702231
ACH-000941,-0.4719678512206791
ACH-000943,-0.4161594989780345
ACH-000946,-0.3598066878669365
ACH-000947,-0.5294031111780585
ACH-000948,-0.3987314207770292
ACH-000950,-0.3491426938503822
ACH-000953,-0.2420447198306573
ACH-000954,-0.5516006019575512
ACH-000957,-0.5168924680627229
ACH-000958,-0.5425501149310803
ACH-000960,-0.292195280988641
ACH-000963,-0.5754773548408584
ACH-000968,-0.5477268280579904
ACH-000969,-0.4125712726504403
ACH-000972,-0.4224832970328679
ACH-000973,-0.3560697811699771
ACH-000974,-0.5771073999819473
ACH-000978,-0.33949139747896906
ACH-000984,-0.4616340445443403
ACH-000986,-0.20614966177994135
ACH-000988,-0.027183953071923873
ACH-000993,-0.5862569350299693
ACH-000994,-0.24758942710414986
ACH-000996,-0.5738679332964284
ACH-001001,-0.3701102337464368
ACH-001020,-0.012737743840412123
ACH-001028,-0.3845824062475989
ACH-001031,-0.5008853378222873
ACH-001038,-0.3911055759627381
ACH-001048,-0.32362671917736274
ACH-001050,-0.3843090611806452
ACH-001053,-0.22259599425733456
ACH-001054,-0.3032212381132553
ACH-001061,-0.3885677625767864
ACH-001067,-0.67094580392296
ACH-001075,-0.5798693723145069
ACH-001096,-0.3750227202449943
ACH-001111,-0.06586750985146886
ACH-001119,-0.33287134339438024
ACH-001128,0.4455163783125682
ACH-001134,-0.3671450999527207
ACH-001151,-0.2508934189181392
ACH-001163,-0.23597387437098466
ACH-001164,-0.36180739429098413
ACH-001183,-0.4407702075480535
ACH-001192,-0.4564264716075618
ACH-001193,-0.4983917126809472
ACH-001196,-0.2668684444531337
ACH-001197,-0.4099079685397227
ACH-001205,-0.5628343490513235
ACH-001211,-0.3606576371226409
ACH-001212,-0.2953320826992031
ACH-001228,-0.2748117653223733
ACH-001232,-0.32527258844335044
ACH-001239,-0.3909257732939587
ACH-001270,-0.5748773010022162
ACH-001274,-0.3245911634134524
ACH-001275,-0.4329200710924401
ACH-001277,-0.2634904847348918
ACH-001278,-0.4653580630541885
ACH-001280,-0.13902706700848935
ACH-001283,-0.5412582468459981
ACH-001289,-0.2836529491522037
ACH-001300,-0.25697726333465715
ACH-001301,-0.3779912918091716
ACH-001302,-0.471998799442765
ACH-001306,-0.4706833037560187
ACH-001318,-0.3245634551242869
ACH-001322,-0.2351086004484115
ACH-001328,-0.4391153156184412
ACH-001332,-0.4160438095474852
ACH-001336,-0.4106222521966566
ACH-001346,-0.23753996380334705
ACH-001353,-0.3625678703230274
ACH-001354,-0.2290948341901957
ACH-001367,-0.4729774395964238
ACH-001368,-0.4341864668290479
ACH-001374,-0.5937237368973053
ACH-001377,-0.23736387045556226
ACH-001380,-0.2673793980656513
ACH-001391,-0.5292661539782241
ACH-001408,-0.4097596200075713
ACH-001430,-0.08852277490142134
ACH-001431,-0.3134653507982027
ACH-001450,-0.5194926403130824
ACH-001496,-0.17542239177285215
ACH-001500,-0.21198123878330652
ACH-001523,-0.35555760863636754
ACH-001532,-0.540096300072015
ACH-001550,-0.18130658973032152
ACH-001552,-0.527671307061653
ACH-001554,-0.4863145286347664
ACH-001654,-0.269869662064182
ACH-001735,-0.1931791461913092
ACH-001736,-0.3002233817062633
ACH-001737,-0.7940969691707763
ACH-001740,-0.2494597715054065
ACH-001745,-0.3157117300249797
ACH-001765,-0.4036675576555736
