,GOLGA8R (101059918)
ACH-000445,-0.3550455536029154
ACH-000448,-0.1820686273579092
ACH-000450,-0.3958049082863937
ACH-000452,-0.2569600485988662
ACH-000454,-0.12732032570052634
ACH-000458,-0.16443852036283602
ACH-000459,-0.003019829185178765
ACH-000460,-0.40177550995686057
ACH-000461,-0.21768724245538296
ACH-000463,-0.22480905008106514
ACH-000464,-0.4114012847360131
ACH-000466,-0.2755812125805369
ACH-000467,-0.35692317854338296
ACH-000468,-0.3340341966959003
ACH-000469,-0.1714182786968721
ACH-000470,-0.6012767855499814
ACH-000471,-0.13787599341995674
ACH-000472,-0.2757906154646781
ACH-000473,-0.18817667025382706
ACH-000475,-0.4255892268185507
ACH-000476,-0.2994504364238305
ACH-000477,-0.3318171030208348
ACH-000479,-0.2490723163895148
ACH-000480,-0.3530378413583971
ACH-000481,-0.3674249221755428
ACH-000483,-0.3106303880466065
ACH-000484,-0.19121331671504055
ACH-000485,-0.3474850033789532
ACH-000486,-0.3379685239373148
ACH-000487,-0.15937906676628544
ACH-000488,-0.29154045827731656
ACH-000490,-0.05449793731340899
ACH-000491,-0.4044227430683383
ACH-000495,-0.5329205091565499
ACH-000496,-0.3790059945496037
ACH-000499,-0.0540625777249826
ACH-000500,-0.6426931020014628
ACH-000502,-0.3078205842268811
ACH-000503,-0.441958404920241
ACH-000505,-0.4459464891295095
ACH-000507,-0.19950368642835908
ACH-000510,-0.27295491074922584
ACH-000511,-0.3847096288705093
ACH-000512,-0.3106272155954091
ACH-000516,-0.22722224734472546
ACH-000517,-0.470592429562503
ACH-000518,-0.4504779641338383
ACH-000520,-0.39661752295638575
ACH-000521,-0.06820671405575618
ACH-000522,-0.2449488855338988
ACH-000524,-0.21179288526460144
ACH-000527,-0.34713579927283617
ACH-000528,-0.2484852354713255
ACH-000537,-0.34103301131570296
ACH-000541,-0.13697119695937834
ACH-000542,-0.34091607893200176
ACH-000544,-0.3080242801040662
ACH-000545,-0.2404694851406867
ACH-000547,-0.3574696293398367
ACH-000548,-0.346199288982492
ACH-000549,-0.32747576165265285
ACH-000550,-0.2822702593621645
ACH-000552,-0.2955801916073091
ACH-000556,-0.31877974965908384
ACH-000557,-0.2023228340446236
ACH-000569,-0.5312574587163886
ACH-000570,-0.3200783991623159
ACH-000571,-0.3590305468850652
ACH-000573,-0.26513029297576113
ACH-000576,-0.2386174944804184
ACH-000579,-0.25105166632682524
ACH-000580,-0.2634248278071413
ACH-000584,-0.3926489859035908
ACH-000585,-0.3011309306099525
ACH-000588,-0.4469793590110717
ACH-000589,-0.17742305648338946
ACH-000591,-0.2185416390426998
ACH-000593,-0.18069454930882847
ACH-000600,-0.3068985812666635
ACH-000601,-0.3354300598775722
ACH-000605,-0.2681695544063179
ACH-000606,-0.14440671040175193
ACH-000608,-0.443410655451313
ACH-000614,-0.37475011248526974
ACH-000616,-0.2574427165907992
ACH-000618,-0.16527213197303325
ACH-000619,-0.2514218390960961
ACH-000620,-0.3497282446689758
ACH-000621,-0.30904580421118405
ACH-000622,-0.2630824390400605
ACH-000623,-0.3671657634123734
ACH-000624,-0.2909861330927898
ACH-000627,-0.36060432885362587
ACH-000630,-0.4027797986313345
ACH-000631,-0.0029398451461135466
ACH-000632,-0.3133562909936223
ACH-000633,-0.3190551098457004
ACH-000637,-0.29578293688717056
ACH-000638,-0.360229257926604
ACH-000646,-0.3729617552486329
ACH-000647,-0.32756726136793896
ACH-000648,-0.3045044989685139
ACH-000649,-0.3697033153556423
ACH-000651,-0.2532666821216724
ACH-000652,-0.2767325201192866
ACH-000653,-0.5667956141937162
ACH-000657,-0.25236506090843097
ACH-000658,-0.32274524445997405
ACH-000661,-0.1481817262377528
ACH-000662,-0.23300578691532198
ACH-000663,-0.4005899823153464
ACH-000665,-0.3086253493991202
ACH-000671,-0.4283262023621228
ACH-000672,-0.19059825149017776
ACH-000673,-0.37711872859384143
ACH-000676,-0.26956645604576257
ACH-000677,-0.20222164907634788
ACH-000681,-0.35389889550155235
ACH-000683,-0.26484442652179363
ACH-000684,-0.3528464351020774
ACH-000688,-0.2202077771385092
ACH-000693,-0.3150738184981873
ACH-000694,-0.34761314784074443
ACH-000695,-0.3603469277862389
ACH-000696,-0.41000747013491706
ACH-000697,-0.348080871036961
ACH-000699,-0.2478988743208045
ACH-000701,-0.30140035020496325
ACH-000706,-0.22227701045427334
ACH-000711,-0.4787757164017383
ACH-000713,-0.3231577852104676
ACH-000714,-0.4950990826764601
ACH-000718,-0.27114520547226073
ACH-000720,-0.4216707319756852
ACH-000721,-0.4423090485374471
ACH-000724,-0.33019197664946753
ACH-000725,-0.3818257602823073
ACH-000732,-0.2576414435219276
ACH-000734,-0.120434880806622
ACH-000735,-0.3525032158483327
ACH-000736,-0.2458306757270769
ACH-000738,-0.4484353039217439
ACH-000746,-0.3781352525549303
ACH-000747,-0.1900065454622712
ACH-000748,-0.2698523383654237
ACH-000753,-0.38032103320465693
ACH-000756,-0.5080952472405671
ACH-000757,-0.3172547368482411
ACH-000758,-0.20021327476777206
ACH-000760,-0.4020570539783861
ACH-000762,-0.31400862202872976
ACH-000763,-0.30089347231367924
ACH-000764,-0.20458120407166208
ACH-000765,-0.3149969429369703
ACH-000766,-0.4163375808119221
ACH-000767,-0.4975635159035513
ACH-000768,-0.33754449010343895
ACH-000769,-0.2405713962785148
ACH-000770,-0.32160522933677976
ACH-000771,-0.3130314128947752
ACH-000773,-0.3750331517763447
ACH-000776,-0.2556372589081389
ACH-000777,-0.22245617787950167
ACH-000778,-0.22217261889726894
ACH-000781,-0.3364860407436826
ACH-000782,-0.32313584635972825
ACH-000783,-0.38070243641276375
ACH-000784,-0.22163274257439747
ACH-000785,-0.5147864801847242
ACH-000787,-0.3888473598916109
ACH-000788,-0.4931520631027269
ACH-000791,-0.2394376048651489
ACH-000792,-0.22280353440563125
ACH-000794,-0.2630924247485887
ACH-000796,-0.4320517675757135
ACH-000798,-0.4198780571053874
ACH-000799,-0.5354350949619259
ACH-000800,-0.2642913703288396
ACH-000802,-0.3145465095562178
ACH-000804,-0.2243975545856147
ACH-000805,-0.4184294422893875
ACH-000809,-0.24613395744332764
ACH-000810,-0.2316144335141269
ACH-000811,-0.21155813645950933
ACH-000817,-0.2935675142694729
ACH-000819,-0.4005032851000697
ACH-000820,-0.4792799842852642
ACH-000821,-0.35845357383122844
ACH-000822,-0.17695965625472065
ACH-000823,-0.19472238230971853
ACH-000824,-0.3787834800026671
ACH-000827,-0.3164412157718178
ACH-000829,-0.23886224376000625
ACH-000831,-0.2263222784250826
ACH-000832,-0.10341392130405172
ACH-000833,-0.15563627244250813
ACH-000834,-0.3874599564134923
ACH-000835,-0.3891469422179844
ACH-000836,-0.44473061845810974
ACH-000837,-0.2175427187710561
ACH-000838,-0.3066379746551084
ACH-000839,-0.3277498987106076
ACH-000840,-0.3433224091643373
ACH-000841,-0.4151904902940748
ACH-000843,-0.2887172129541763
ACH-000846,-0.2742778599917277
ACH-000847,-0.23782321801510126
ACH-000848,-0.32692331578154304
ACH-000849,-0.14821384671133594
ACH-000851,-0.2545000305637542
ACH-000855,-0.34859455133118994
ACH-000856,-0.21907415011038334
ACH-000858,-0.1787249361033514
ACH-000859,-0.30145855394758503
ACH-000861,-0.24663674497209226
ACH-000862,-0.19655862753427636
ACH-000865,-0.2578605165931073
ACH-000866,-0.4195370308535548
ACH-000867,-0.4023102500328101
ACH-000869,-0.13402018734143453
ACH-000872,-0.34707587695090736
ACH-000873,-0.3023572046735846
ACH-000876,-0.3430714679033248
ACH-000878,-0.6002371372251091
ACH-000880,-0.2773099181526999
ACH-000881,-0.18826142116632427
ACH-000882,-0.4192416093469544
ACH-000884,-0.3487969299981697
ACH-000885,-0.019890241140180467
ACH-000887,-0.3791354715933916
ACH-000889,-0.25877531983494484
ACH-000896,-0.3130748841248126
ACH-000898,-0.3981129925665328
ACH-000900,-0.3640504654413851
ACH-000901,-0.2672843677905752
ACH-000905,-0.40217747056619896
ACH-000906,-0.353886682589776
ACH-000907,-0.20507889602564894
ACH-000910,-0.4082996364297348
ACH-000911,-0.2493360689327486
ACH-000912,-0.2820626551460622
ACH-000913,-0.34682245468988593
ACH-000915,-0.30987395346659097
ACH-000916,-0.40768529637102535
ACH-000917,-0.3812116743144598
ACH-000920,-0.4713534800910058
ACH-000921,-0.3881179354151816
ACH-000924,-0.17808292595893546
ACH-000926,-0.4788622916689557
ACH-000928,-0.3799729348462347
ACH-000929,-0.4025041184066835
ACH-000932,-0.4287153007243788
ACH-000935,-0.3844229284937742
ACH-000936,-0.3242987804378227
ACH-000937,-0.3267407972723362
ACH-000938,-0.20744021604722154
ACH-000939,-0.13410884242999824
ACH-000941,-0.2378226868559227
ACH-000943,-0.19093831570349776
ACH-000946,-0.14863383930199334
ACH-000947,-0.2132508510258496
ACH-000948,-0.2813770943141349
ACH-000950,-0.16282044978401264
ACH-000953,-0.2887185846194252
ACH-000954,-0.1411289304360221
ACH-000957,-0.39177894117948014
ACH-000958,-0.17788865130133014
ACH-000960,-0.29790841705202337
ACH-000963,-0.36019429083971816
ACH-000968,-0.3024706108166105
ACH-000969,-0.1358280698353685
ACH-000972,-0.5471855555966746
ACH-000973,-0.6183238685924959
ACH-000974,-0.3893398045064418
ACH-000978,-0.07709170322492759
ACH-000984,-0.3688956876328178
ACH-000986,-0.4831501319666859
ACH-000988,-0.3616892601631231
ACH-000993,-0.3127782468695383
ACH-000994,-0.3872004423740856
ACH-000996,-0.4455294445877952
ACH-001001,-0.2139283114794612
ACH-001020,-0.2347355949315091
ACH-001028,-0.4895331591566048
ACH-001031,-0.27323053930854196
ACH-001038,-0.4065523071200296
ACH-001048,-0.2441511185266027
ACH-001050,-0.3589214534323742
ACH-001053,0.028060551788216682
ACH-001054,-0.3448960954172925
ACH-001061,-0.4118176578723123
ACH-001067,-0.3469271778048155
ACH-001075,-0.1880098241218436
ACH-001096,-0.15886432880221862
ACH-001111,-0.4494061031402233
ACH-001119,-0.3507441692520759
ACH-001128,-0.349891933456302
ACH-001134,-0.16298349835392234
ACH-001151,-0.2456095702890568
ACH-001163,-0.5342970656106046
ACH-001164,-0.22163797483384895
ACH-001183,-0.33895795843384235
ACH-001192,-0.26189711789798376
ACH-001193,-0.3134664253479025
ACH-001196,-0.3291239131073309
ACH-001197,0.01854753094848641
ACH-001205,-0.3561307210130169
ACH-001211,-0.3447474167526336
ACH-001212,-0.23463213836790145
ACH-001228,-0.3277792956296733
ACH-001232,-0.16891338974410214
ACH-001239,-0.4120447541918712
ACH-001270,-0.4970042853221399
ACH-001274,-0.2784946384984359
ACH-001275,-0.26022965581035146
ACH-001277,-0.30203273621249704
ACH-001278,-0.19760371816755531
ACH-001280,-0.2193037235164336
ACH-001283,-0.2433637015595008
ACH-001289,-0.3598991040868997
ACH-001300,-0.3686175769401348
ACH-001301,-0.31033555110712663
ACH-001302,-0.2006074261100022
ACH-001306,-0.4474391129981795
ACH-001318,-0.2605373699768701
ACH-001322,-0.4259927755526449
ACH-001328,-0.3246924603733328
ACH-001332,-0.5637861971525461
ACH-001336,-0.1921616076849139
ACH-001346,-0.30284687987894604
ACH-001353,-0.4845705567740026
ACH-001354,-0.4516246439068752
ACH-001367,-0.32500511691765377
ACH-001368,-0.4102677162210282
ACH-001374,-0.32436473267055604
ACH-001377,-0.4051497335631856
ACH-001380,-0.3528511996000958
ACH-001391,-0.39709087385576136
ACH-001408,-0.30530743635060137
ACH-001430,-0.21322645589722836
ACH-001431,-0.2924472360468636
ACH-001450,-0.34135385816382724
ACH-001496,-0.2659781673199992
ACH-001500,-0.366962116154738
ACH-001523,-0.20590500405992532
ACH-001532,-0.2606291846937112
ACH-001550,-0.3582161403772973
ACH-001552,-0.3312489631131069
ACH-001554,-0.2931073215186412
ACH-001654,-0.2394068024953931
ACH-001735,-0.18172417705736008
ACH-001736,-0.17957775082440938
ACH-001737,-0.32107912917870823
ACH-001740,-0.20482804853311373
ACH-001745,-0.23064128360550495
ACH-001765,-0.3594108807710971
