,ACTR1A (10121)
ACH-000620,-0.4581834025095666
ACH-000621,-1.0389883043238977
ACH-000622,-0.5615460604411936
ACH-000623,-1.1002992521877082
ACH-000624,-1.163484913183934
ACH-000627,-0.6565587129025828
ACH-000630,-1.2423661311430458
ACH-000631,-0.8187272957730395
ACH-000632,-1.064226484442593
ACH-000633,-0.4455561782800443
ACH-000637,-1.1409228530518778
ACH-000638,-1.0620494533932638
ACH-000646,-0.4699290830155755
ACH-000647,-1.098164328247528
ACH-000648,-0.8262886940410453
ACH-000649,-0.9289648489963748
ACH-000651,-0.7418750586511069
ACH-000652,-0.7063226480710212
ACH-000653,-0.6471407832610454
ACH-000657,-1.0237152996603176
ACH-000658,-0.16781460203123233
ACH-000661,-0.538013655900204
ACH-000662,-0.5667741488278694
ACH-000663,-0.5304248361845335
ACH-000665,-0.3903573333443032
ACH-000671,-0.7596931513522417
ACH-000672,-0.9496137440601798
ACH-000673,-0.9383914862244744
ACH-000676,-0.34721715423024435
ACH-000677,-0.7922337676230615
ACH-000681,-0.6867080409200469
ACH-000683,-0.3123603662506348
ACH-000684,-1.0045567658107584
ACH-000688,-0.8856537303504253
ACH-000693,-1.1330027515872767
ACH-000694,-0.945540504423796
ACH-000695,-0.33710539967210706
ACH-000696,-0.7407692605199161
ACH-000697,-0.5979115945977987
ACH-000699,-0.8179806326616322
ACH-000701,-0.6112703065570368
ACH-000706,-0.8737365066842857
ACH-000711,-0.9975277173332274
ACH-000713,-0.6814265924252496
ACH-000714,-1.1394771696962434
ACH-000718,-0.7949811198375577
ACH-000720,-1.2017282020267912
ACH-000721,-1.3118844226717252
ACH-000724,-0.4435388526895601
ACH-000725,-0.7307628468018178
ACH-000732,-0.8836724104390792
ACH-000734,-0.4981534666922139
ACH-000735,-0.6393034378687206
ACH-000736,-0.7994753597712416
ACH-000738,-1.2358727340471998
ACH-000746,-0.4205439406068087
ACH-000747,-1.1795446811896426
ACH-000748,-0.9362143283498772
ACH-000753,-0.9920656921623324
ACH-000756,-0.9202577928627343
ACH-000757,-0.6174864531228363
ACH-000758,-0.5596137107676914
ACH-000760,-0.3804690754635654
ACH-000762,-0.9529209849534817
ACH-000763,-0.3822441517092871
ACH-000764,-1.0959182630441224
ACH-000765,-1.0819957302122687
ACH-000766,-1.1165815602287572
ACH-000767,-0.4330873147842636
ACH-000768,-0.4708188033082407
ACH-000769,-0.5874867253862547
ACH-000770,-0.3697680698776205
ACH-000771,-1.0168548656179952
ACH-000773,-0.8376638562355447
ACH-000776,-1.012036029454052
ACH-000777,-1.422019503984266
ACH-000778,-0.9605586971248145
ACH-000781,-1.0549604082284556
ACH-000782,-0.6037090360398945
ACH-000783,-1.2046999134083136
ACH-000784,-0.942655337577702
ACH-000785,-0.5757928030004353
ACH-000787,-1.1354339568405762
ACH-000788,-0.2271813314735692
ACH-000791,-1.0424360555985441
ACH-000792,-1.234140963603801
ACH-000794,-0.8256630230982913
ACH-000796,-0.4500256808988658
ACH-000798,-0.4200664443771009
ACH-000799,-0.8917021492645488
ACH-000800,-0.9638366394553388
ACH-000802,-1.0768231550726883
ACH-000804,-1.0703416587695058
ACH-000805,-1.0700499660114693
ACH-000809,-0.3251530977580213
ACH-000810,-1.2880001646904926
ACH-000811,-0.5866936042727812
ACH-000817,-0.3977636052861982
ACH-000819,-0.6064988138424443
ACH-000820,-0.737408673611438
ACH-000821,-0.2614859435053898
ACH-000822,-0.6518588890802178
ACH-000823,-1.3463823806417703
ACH-000824,-0.5910729466276863
ACH-000827,-0.7276231216932407
ACH-000829,-0.3955285954449407
ACH-000831,-0.9908051675492404
ACH-000832,-0.758698907708109
ACH-000833,-1.040978080018361
ACH-000834,-0.553845844134975
ACH-000835,-0.8052878017749591
ACH-000836,-0.4533061482091959
ACH-000837,-0.592240866702348
ACH-000838,-0.5103923079792861
ACH-000839,-0.9660196653016696
ACH-000840,-1.0624092896361401
ACH-000841,-0.6521859746907441
ACH-000843,-0.7674209659055384
ACH-000846,-0.9022079395494972
ACH-000847,-0.9721568556218432
ACH-000848,-1.0899636382768132
ACH-000849,-0.9045610622097571
ACH-000851,-0.6745227917768221
ACH-000855,-0.4893911982430266
ACH-000856,-0.8765111396962991
ACH-000858,-0.9391782440110804
ACH-000859,-0.7365578815029253
ACH-000861,-0.5970468345507502
ACH-000862,-0.4759120141251626
ACH-000865,-0.9910358338838428
ACH-000866,-0.7394761669842187
ACH-000867,-0.42928136657187865
ACH-000869,-1.1626799334623672
ACH-000872,-0.7747730495126316
ACH-000873,-1.1664401308143129
ACH-000876,-1.4073947056199
ACH-000878,-0.9978718244956152
ACH-000880,-1.2884761863100611
ACH-000881,-1.1571827633057683
ACH-000882,-0.8871404043485808
ACH-000884,-0.38210823455564624
ACH-000885,-0.8006806911325631
ACH-000887,-0.7443335558112412
ACH-000889,-0.6319414922571291
ACH-000896,-0.8856829298153673
ACH-000898,-0.2724781734301345
ACH-000900,-1.2053796745799918
ACH-000901,-1.4301154510446183
ACH-000905,-0.6139939737115698
ACH-000906,-0.7767470524365694
ACH-000907,-1.035465153978895
ACH-000910,-0.8168655515001572
ACH-000911,-0.5927590105865734
ACH-000912,-1.3205646419991857
ACH-000913,-0.5344849531048409
ACH-000915,-0.9928824251372632
ACH-000916,-0.941966287369596
ACH-000917,-0.35368075629242324
ACH-000920,-0.6731563119862529
ACH-000921,-0.8934528008622322
ACH-000924,-0.5161453087881103
ACH-000926,-0.4850884427450436
ACH-000928,-0.4947914812120108
ACH-000929,-1.2470223273039027
ACH-000932,-0.5406157961388706
ACH-000935,-0.7765398646324494
ACH-000936,-0.7907388088632488
ACH-000937,-0.3400508575153648
ACH-000938,-0.7889221011036398
ACH-000939,-0.7875754065886432
ACH-000941,-0.6116225127572984
ACH-000943,-0.8042327509459684
ACH-000946,-0.5309548370752873
ACH-000947,-1.0467218491197638
ACH-000948,-0.35564114991752843
ACH-000950,-1.2176481217784938
ACH-000953,-0.22981528794568776
ACH-000954,-0.4860369322917421
ACH-000957,-0.5758671315929561
ACH-000958,-0.5034766609740512
ACH-000960,-1.0289246566210069
ACH-000963,-1.1111253496893196
ACH-000968,-1.2065563877435088
ACH-000969,-0.4485281193907817
ACH-000972,-0.5767410440609917
ACH-000973,-1.257595015753554
ACH-000974,-0.4280384389490023
ACH-000978,-0.6337360634721287
ACH-000984,-0.4953496519424625
ACH-000986,-0.5640180861420286
ACH-000988,-0.6114349278732976
ACH-000993,-0.7522690185881286
ACH-000994,-0.5663632834302383
ACH-000996,-0.3029222894254789
ACH-001001,-0.9871767765239992
ACH-001020,-1.0420679202613663
ACH-001028,-0.6327714595788824
ACH-001031,-1.1291265193843485
ACH-001038,-0.5131475484955444
ACH-001048,-0.9624468292892504
ACH-001050,-0.5794566520773379
ACH-001053,-0.6365982615794799
ACH-001054,-0.5502612449814429
ACH-001061,-0.4070617233924597
ACH-001067,-1.190564792559211
ACH-001075,-0.7540490342016586
ACH-001096,-0.6900055975103504
ACH-001111,-0.5448610264575741
ACH-001119,-0.7967595161206377
ACH-001128,-1.0128659487968166
ACH-001134,-0.29172979311395075
ACH-001151,-0.9686714225552384
ACH-001163,-1.0132665975477726
ACH-001164,-0.7380464545775741
ACH-001183,-0.8300507338584094
ACH-001192,-1.3039866799202462
ACH-001193,-0.7012975861637577
ACH-001196,-1.0390043380651204
ACH-001197,-0.4277168092650829
ACH-001205,-0.9557192036217936
ACH-001211,-1.160335019756898
ACH-001212,-1.0964840802492926
ACH-001228,-0.4836981736754663
ACH-001232,-1.085479559460779
ACH-001239,-0.6596558996315738
ACH-001270,-0.8488987145508592
ACH-001274,-0.6526519420364421
ACH-001275,-1.1849226780211477
ACH-001277,-1.0466193403316526
ACH-001278,-0.7637456901968184
ACH-001280,-1.3748936922069832
ACH-001283,-0.7762361026315124
ACH-001289,-1.0101593315142874
ACH-001300,-1.0811239881461236
ACH-001301,-0.8459939781890482
ACH-001302,-0.5160304557150379
ACH-001306,-0.470314850852446
ACH-001318,-0.7985261163171908
ACH-001322,-1.0758269368717952
ACH-001328,-0.8014295312941588
ACH-001332,-1.2248315391391758
ACH-001336,-0.7024238367658541
ACH-001346,-1.3954700926680363
ACH-001353,-0.6235497752619971
ACH-001354,-0.6406277837985133
ACH-001367,-0.9009941334212588
ACH-001368,-0.5390826520364613
ACH-001374,-0.9161906876276152
ACH-001377,-0.4158735398532101
ACH-001380,-1.1002694613670774
ACH-001391,-0.5783198237277521
ACH-001408,-0.4431141898692849
ACH-001430,-1.0076189557977255
ACH-001431,-0.9331334206570964
ACH-001450,-0.9318996374203548
ACH-001496,-0.5976178668976843
ACH-001500,-1.0748944209260105
ACH-001523,-1.017726752748995
ACH-001532,-1.043621774624784
ACH-001550,-0.7762802282282489
ACH-001552,-0.5301385114556545
ACH-001554,-1.0101972817927822
ACH-001654,-0.469287954856235
ACH-001735,-0.4518960495179455
ACH-001736,-0.4639188750172278
ACH-001737,-0.44843436384833096
ACH-001740,-0.5291769506971075
ACH-001745,-0.4522938578955823
ACH-001765,-0.7945579922714754
