,IL17RE (132014)
ACH-000393,-0.013408851994285556
ACH-000395,-0.2645822595004653
ACH-000396,-0.21144530875822898
ACH-000397,-0.1525758478950972
ACH-000401,-0.12783909109271596
ACH-000402,-0.34271722809783994
ACH-000403,-0.03146990529534165
ACH-000404,-0.0038612756918808976
ACH-000406,-0.12479331693338545
ACH-000407,-0.3761215637116308
ACH-000408,-0.13358890700991738
ACH-000410,-0.20323403135870613
ACH-000411,-0.11831728260979316
ACH-000414,-0.16997598025256536
ACH-000415,-0.20625537263611235
ACH-000416,-0.3385650465053117
ACH-000420,-0.20024636607210336
ACH-000421,-0.13176303905047804
ACH-000424,-0.006806597007010487
ACH-000425,-0.1090149431465141
ACH-000426,-0.2484848317304345
ACH-000427,-0.1665413752596172
ACH-000433,-0.1088538553268496
ACH-000435,-0.3531070567365063
ACH-000436,0.02085973529427424
ACH-000444,-0.0943783283229744
ACH-000445,0.0005957220790442553
ACH-000448,-0.07317968265530746
ACH-000450,-0.2987861090824873
ACH-000452,-0.1760857889127911
ACH-000454,-0.18355931080436053
ACH-000458,0.0017197398590508874
ACH-000459,-0.04923072790992936
ACH-000460,-0.26086903750574386
ACH-000461,-0.2355800688767308
ACH-000463,-0.15896063556315895
ACH-000464,-0.19104170689521752
ACH-000466,-0.266006154928855
ACH-000467,-0.07080331612359031
ACH-000468,-0.169448521304663
ACH-000469,-0.13379625969321374
ACH-000470,-0.14782641325207274
ACH-000471,-0.21422579264155486
ACH-000472,-0.14752264166956294
ACH-000473,-0.1433050170052221
ACH-000475,-0.13055758028190656
ACH-000476,-0.0968216295472055
ACH-000477,-0.0765584360959821
ACH-000479,-0.17340802278476575
ACH-000480,-0.09293571040905556
ACH-000481,-0.2186711760272386
ACH-000483,-0.124188581565649
ACH-000484,-0.09820980053885686
ACH-000485,-0.139549745528669
ACH-000486,-0.09568267773484053
ACH-000487,-0.11599641483657867
ACH-000488,-0.10508714713418796
ACH-000490,-0.03107307650375593
ACH-000491,-0.05291943249542466
ACH-000495,-0.0901375168341187
ACH-000496,-0.1969982270653115
ACH-000499,-0.04347728115730713
ACH-000500,-0.4410281243055494
ACH-000502,-0.18629955144703944
ACH-000503,0.011124145065755894
ACH-000505,-0.3742207146707672
ACH-000507,-0.1489790392911433
ACH-000510,-0.14099200548745006
ACH-000511,-0.15164346833597164
ACH-000512,0.008533251204548996
ACH-000516,0.04416315815069378
ACH-000517,-0.07923689411111226
ACH-000518,-0.0779761701041676
ACH-000520,-0.012864211088849772
ACH-000521,-0.15326639015855045
ACH-000522,-0.1707273458704444
ACH-000524,-0.20996703234597205
ACH-000527,-0.22660091814483865
ACH-000528,-0.08375131258342441
ACH-000537,-0.11909535362828574
ACH-000541,-0.2259046337661805
ACH-000542,-0.20968033537468875
ACH-000544,-0.25127778163172154
ACH-000545,-0.1671079037172866
ACH-000547,0.07704898017029649
ACH-000548,-0.1458677703688698
ACH-000549,-0.03007732693079325
ACH-000550,-0.2272584578171763
ACH-000552,-0.1038267632804852
ACH-000556,-0.05950324008416447
ACH-000557,-0.14727321475206415
ACH-000569,-0.2670548824341416
ACH-000570,-0.09760463148049456
ACH-000571,-0.12134697922996494
ACH-000573,-0.15955476860480167
ACH-000576,-0.1643361276275236
ACH-000579,-0.2336794734148343
ACH-000580,-0.09003803071831587
ACH-000584,-0.06319913797659035
ACH-000585,-0.16170923053583336
ACH-000588,-0.16901615683404392
ACH-000589,0.025442090407130358
ACH-000591,-0.16713126552536894
ACH-000593,-0.14709898114889727
ACH-000600,-0.2282877485911907
ACH-000601,-0.2498959046950782
ACH-000605,-0.023616462601405583
ACH-000606,-0.04750514156756648
ACH-000608,-0.11982788770233505
ACH-000614,-0.2531953952622982
ACH-000616,-0.16608780343128435
ACH-000618,-0.10250260109992174
ACH-000619,-0.12136036408334992
ACH-000620,-0.1908788601308753
ACH-000621,-0.13485225426315312
ACH-000622,-0.18202397391321412
ACH-000623,-0.1423471672049633
ACH-000624,-0.15493263578914312
ACH-000627,-0.2258049901053324
ACH-000630,-0.2731109564957656
ACH-000631,0.06023752911424742
ACH-000632,-0.06702665887311818
ACH-000633,-0.2784078335974287
ACH-000637,-0.11633987885661058
ACH-000638,-0.04791025053422117
ACH-000646,-0.17073819062053736
ACH-000647,-0.13256974891250906
ACH-000648,-0.19734998379173552
ACH-000649,-0.1647906271521905
ACH-000651,-0.13699548658446867
ACH-000652,-0.2722073253969277
ACH-000653,-0.33398020997354866
ACH-000657,-0.13928055214887056
ACH-000658,-0.20427331449943906
ACH-000661,-0.1836511606378992
ACH-000662,-0.021551472111570463
ACH-000663,-0.09028362665258766
ACH-000665,-0.2130429041242564
ACH-000671,-0.1033739316577192
ACH-000672,-0.26706948889380416
ACH-000673,-0.11637453034552757
ACH-000676,-0.14730710373638845
ACH-000677,-0.03407827924825881
ACH-000681,-0.1830450125150268
ACH-000683,-0.12133240498072753
ACH-000684,0.0033872162847629157
ACH-000688,-0.3194489724365933
ACH-000693,-0.16478120901098442
ACH-000694,-0.06225784641043521
ACH-000695,-0.0004932148648261974
ACH-000696,-0.15381734685916196
ACH-000697,0.0078529719888498
ACH-000699,-0.2643267921518691
ACH-000701,-0.20848555400503496
ACH-000706,-0.18873886764019798
ACH-000711,-0.10194149628851892
ACH-000713,-0.30401066953414785
ACH-000714,-0.22324842028795186
ACH-000718,-0.33152426592016604
ACH-000720,-0.09799016348379967
ACH-000721,-0.26397698026202404
ACH-000724,0.05176581145357912
ACH-000725,-0.0891559576770013
ACH-000732,-0.15225572092582268
ACH-000734,-0.0925459475423044
ACH-000735,-0.14600325524853205
ACH-000736,-0.07873888879204738
ACH-000738,-0.2499859473663021
ACH-000746,-0.19721267789074146
ACH-000747,-0.04281980313722663
ACH-000748,-0.16893559018741594
ACH-000753,-0.24684176467557706
ACH-000756,-0.0310179427796428
ACH-000757,-0.1812161293170756
ACH-000758,-0.15651937820638873
ACH-000760,-0.3570953395978924
ACH-000762,-0.19405518229351587
ACH-000763,-0.1951592967263372
ACH-000764,-0.21441617172086094
ACH-000765,-0.054973204564244316
ACH-000766,-0.06768606492077772
ACH-000767,-0.11183022243343707
ACH-000768,-0.20519743666935228
ACH-000769,-0.18902252409580664
ACH-000770,-0.11269749830735673
ACH-000771,-0.12482943085956705
ACH-000773,-0.11127501238015114
ACH-000776,-0.20810686848544074
ACH-000777,-0.16924890986233904
ACH-000778,-0.17655916031317226
ACH-000781,-0.059609915527617276
ACH-000782,-0.25007157375706995
ACH-000783,-0.1261063615281163
ACH-000784,-0.02393245273044749
ACH-000785,-0.004982797340879153
ACH-000787,-0.15957963146968618
ACH-000788,-0.16482018921516256
ACH-000791,-0.3203742944350739
ACH-000792,-0.13320692085305175
ACH-000794,-0.28713901200206216
ACH-000796,-0.2364548466291808
ACH-000798,0.04616735569869995
ACH-000799,-0.16484695057915566
ACH-000800,-0.009609059976669644
ACH-000802,-0.10775526109962624
ACH-000804,-0.11883971095492965
ACH-000805,0.0007296355404512642
ACH-000809,-0.16110448478413233
ACH-000810,0.05015828595208093
ACH-000811,-0.2463153560247757
ACH-000817,-0.08495780667103765
ACH-000819,-0.15964543206507348
ACH-000820,-0.2345390373089871
ACH-000821,-0.14923064649893072
ACH-000822,-0.2561434997242919
ACH-000823,-0.0053906100138261855
ACH-000824,-0.07526342885075919
ACH-000827,-0.15154454559138553
ACH-000829,-0.18467114067011672
ACH-000831,-0.08163089719478459
ACH-000832,-0.2487707928365236
ACH-000833,-0.12508399953850946
ACH-000834,-0.2323385790563357
ACH-000835,-0.06660601506351142
ACH-000836,-0.15025103967418835
ACH-000837,-0.13242801902662052
ACH-000838,-0.019542609572005848
ACH-000839,-0.1525351053786878
ACH-000840,0.12589388506185606
ACH-000841,-0.0016272317218974095
ACH-000843,-0.11086260034705127
ACH-000846,-0.11298537159369686
ACH-000847,-0.1778523519401417
ACH-000848,0.03689827078123635
ACH-000849,-0.12883842683666635
ACH-000851,-0.1392571561289726
ACH-000855,0.10709767414835873
ACH-000856,-0.20348938643951853
ACH-000858,-0.10088692642788916
ACH-000859,-0.07681636492044287
ACH-000861,-0.16885282512154112
ACH-000862,-0.0902777196419167
ACH-000865,-0.1035263353642432
ACH-000866,-0.009310594257247605
ACH-000867,-0.01804959436889747
ACH-000869,-0.1708353519901938
ACH-000872,-0.12949868139066645
ACH-000873,-0.03859736787747367
ACH-000876,-0.10423674496298853
ACH-000878,-0.01808488950098866
ACH-000880,-0.04755297002879754
ACH-000881,-0.09932664823018024
ACH-000882,-0.1455638970835777
ACH-000884,-0.01800656686585889
ACH-000885,-0.14283292074919693
ACH-000887,-0.16181957946652806
ACH-000889,-0.10532044182216643
ACH-000896,-0.1789427785133093
ACH-000898,-0.030336770951283114
ACH-000900,-0.08409867819552151
ACH-000901,-0.18817912467823725
ACH-000905,-0.3624105030343091
ACH-000906,-0.18564637668478834
ACH-000907,-0.0978573964998822
ACH-000910,-0.08959058292528457
ACH-000911,-0.10642028025533597
ACH-000912,-0.12890600558341184
ACH-000913,-0.21316670906264176
ACH-000915,-0.2010512976162661
ACH-000916,-0.20077497771156952
ACH-000917,-0.21535235030441852
ACH-000920,-0.15492559000800052
ACH-000921,-0.24687943630419
ACH-000924,-0.2826208006451172
ACH-000926,-0.11253671271611107
ACH-000928,-0.0826088003986799
ACH-000929,-0.17641022521859948
ACH-000932,-0.1265561934479526
ACH-000935,-0.01656769754375179
ACH-000936,-0.1027930929588001
ACH-000937,-0.09471565002802634
ACH-000938,-0.08180096755769954
ACH-000939,-0.042866515210959466
ACH-000941,-0.07789112441673109
ACH-000943,0.010411641314420107
ACH-000946,-0.3381714921477533
ACH-000947,-0.15312740278891385
ACH-000948,-0.03972753665084901
ACH-000950,-0.0915860109413104
ACH-000953,-0.14137786596476992
ACH-000954,-0.4685820909012835
ACH-000957,-0.00471696022207005
ACH-000958,-0.03582699449530112
ACH-000960,-0.05852561638480187
ACH-000963,-0.03747523532867745
ACH-000968,-0.1355425337643129
ACH-000969,0.0049964849525289574
ACH-000972,-0.11808408194029665
ACH-000973,-0.16249280950483078
ACH-000974,-0.04853829993852278
ACH-000978,-0.06512040262767126
ACH-000984,-0.37857144066843
ACH-000986,-0.1281540715013811
ACH-000988,-0.10820824971731954
ACH-000993,-0.2166765749667197
ACH-000994,-0.15599586994386122
ACH-000996,-0.2536810542473245
ACH-001001,-0.15436468425924846
ACH-001020,0.12518601744429295
ACH-001028,-0.1660876207016019
ACH-001031,-0.3616158547621117
ACH-001038,-0.11854546253277393
ACH-001048,-0.1823433492855874
ACH-001050,-0.0945971588458454
ACH-001053,-0.12290877054357773
ACH-001054,-0.1373341581602827
ACH-001061,-0.031675005885648935
ACH-001067,-0.2954803619511833
ACH-001075,-0.1920182963407051
ACH-001096,-0.10077004765037696
ACH-001111,-0.17300467684424986
ACH-001119,-0.1761041065042741
ACH-001128,-0.2019694428996162
ACH-001134,-0.17131658717258286
ACH-001151,-0.1969817255413238
ACH-001163,-0.18584455479259607
ACH-001164,0.0630332865247937
ACH-001183,-0.1726855273730614
ACH-001192,0.12301118898568872
ACH-001193,-0.006537301491913492
ACH-001196,-0.094852876020252
ACH-001197,-0.17990505540739046
ACH-001205,0.07781249219358974
ACH-001211,0.02098656095693495
ACH-001212,-0.3688423599976071
ACH-001228,0.06312736638195414
ACH-001232,-0.05129215060234304
ACH-001239,-0.14285057845128815
ACH-001270,0.062018596769500715
ACH-001274,-0.17217745088654665
ACH-001275,-0.2081564416549828
ACH-001277,-0.06415594403571959
ACH-001278,-0.07531727786017862
ACH-001280,-0.1557096983558293
ACH-001283,-0.06340779596121009
ACH-001289,-0.11022422524986394
ACH-001300,-0.17485374717935692
ACH-001301,-0.0926821008633965
ACH-001302,-0.19775294682888286
ACH-001306,-0.10919717898370863
ACH-001318,0.012690472047503752
ACH-001322,-0.1708742191121944
ACH-001328,-0.0556911649074638
ACH-001332,-0.24373774379099855
ACH-001336,-0.1671042322763921
ACH-001346,-0.1519969025335462
ACH-001353,-0.086595268832797
ACH-001354,0.05657324614471045
ACH-001367,0.04066665489977812
ACH-001368,-0.19335402455485584
ACH-001374,-0.18703216595889946
ACH-001377,-0.11176659631642126
ACH-001380,-0.21534868425683068
ACH-001391,-0.11530634805009593
ACH-001408,-0.18378136957604685
ACH-001430,-0.08272872582537037
ACH-001431,-0.040236927454885364
ACH-001450,-0.1020013404611102
ACH-001496,0.0006389085454728028
ACH-001500,-0.22524936725497016
ACH-001523,-0.14259315177634274
ACH-001532,-0.22080208499012235
ACH-001550,-0.09363512736818404
ACH-001552,-0.220190245374094
ACH-001554,-0.10674025804761424
ACH-001654,-0.11601013714031905
ACH-001735,-0.1703067196067906
ACH-001736,0.12708638408345604
ACH-001737,0.021522036992660715
ACH-001740,-0.08960932888437666
ACH-001745,-0.038155677001177564
ACH-001765,-0.060784754895115374
