,EIF2S1 (1965)
ACH-000616,-1.2932704793702634
ACH-000618,-1.4875999712891594
ACH-000619,-1.5124776852138884
ACH-000620,-1.5903941876232202
ACH-000621,-1.6728792445788312
ACH-000622,-1.7116488613566851
ACH-000623,-1.4169213084661063
ACH-000624,-1.5269706861973904
ACH-000627,-1.4604265509428498
ACH-000630,-1.6263620465856952
ACH-000631,-1.2938257165556517
ACH-000632,-1.4772484178807372
ACH-000633,-1.4672469858597104
ACH-000637,-1.4324669821753937
ACH-000638,-1.4780536825192816
ACH-000646,-1.623827872481718
ACH-000647,-1.3642296747066869
ACH-000648,-1.6525753807257517
ACH-000649,-1.5148842115679535
ACH-000651,-1.5670015840998428
ACH-000652,-1.6616137004864866
ACH-000653,-1.474150282524518
ACH-000657,-1.4240676419745968
ACH-000658,-1.6147137729470602
ACH-000661,-1.6922613428521642
ACH-000662,-1.4512316537093612
ACH-000663,-1.6999694861237749
ACH-000665,-1.483795437914125
ACH-000671,-1.5415779754404575
ACH-000672,-1.5232994343544997
ACH-000673,-1.4970741399254062
ACH-000676,-1.4567369975881534
ACH-000677,-1.4826961557502352
ACH-000681,-1.4595022250872505
ACH-000683,-1.5738126021859276
ACH-000684,-1.6718043867868193
ACH-000688,-1.4965546148892757
ACH-000693,-1.325839578358293
ACH-000694,-1.26185677844145
ACH-000695,-1.5478866067831798
ACH-000696,-1.4476901541819605
ACH-000697,-1.3469607233941334
ACH-000699,-1.5857622397923556
ACH-000701,-1.6234482548717373
ACH-000706,-1.519696235443351
ACH-000711,-1.4952456966007266
ACH-000713,-1.2705344679654311
ACH-000714,-1.7227649098170066
ACH-000718,-1.5032130415424731
ACH-000720,-1.524085643886891
ACH-000721,-1.6520027069719856
ACH-000724,-1.5207314898161768
ACH-000725,-1.619284164994802
ACH-000732,-1.2268129781426111
ACH-000734,-1.7031694817520235
ACH-000735,-1.519815004184701
ACH-000736,-1.7044299461258725
ACH-000738,-1.3616200373718588
ACH-000746,-1.6009964402623615
ACH-000747,-1.479738400364312
ACH-000748,-1.5352037406757368
ACH-000753,-1.5933658889187277
ACH-000756,-1.4774965415576709
ACH-000757,-1.4892512013537822
ACH-000758,-1.2490411978081772
ACH-000760,-1.4342799309640997
ACH-000762,-1.5555706449699327
ACH-000763,-1.7164110010791869
ACH-000764,-1.5700347197902118
ACH-000765,-1.612677587433922
ACH-000766,-1.5326246764298872
ACH-000767,-1.395972360300528
ACH-000768,-1.4338854099777052
ACH-000769,-1.5978500945320977
ACH-000770,-1.5478943569780623
ACH-000771,-1.4093192232505918
ACH-000773,-1.7435620391582616
ACH-000776,-1.3356182334566755
ACH-000777,-1.5326086540984452
ACH-000778,-1.595398788540909
ACH-000781,-1.6161860386704443
ACH-000782,-1.3673399292923922
ACH-000783,-1.7189310804330258
ACH-000784,-1.3027724949567536
ACH-000785,-1.3747378135197512
ACH-000787,-1.4591049732682568
ACH-000788,-1.62162780304577
ACH-000791,-1.4218313446169042
ACH-000792,-1.3052555436073885
ACH-000794,-1.4265790080069796
ACH-000796,-1.469426391079938
ACH-000798,-1.2900134427159584
ACH-000799,-1.3254370900085897
ACH-000800,-1.835081063677282
ACH-000802,-1.5463804435741424
ACH-000804,-1.6452532909145785
ACH-000805,-1.6475325611779148
ACH-000809,-1.3696932983102976
ACH-000810,-1.5710180626046941
ACH-000811,-1.5262347256298143
ACH-000817,-1.4950526805403601
ACH-000819,-1.3186497942428288
ACH-000820,-1.4878579176722695
ACH-000821,-1.582504506829827
ACH-000822,-1.724745950748578
ACH-000823,-1.3551341666214152
ACH-000824,-1.3546259929342646
ACH-000827,-1.3890912462348337
ACH-000829,-1.6014315549724238
ACH-000831,-1.52166033852999
ACH-000832,-1.275976518083345
ACH-000833,-1.6002103491918838
ACH-000834,-1.4199196815468897
ACH-000835,-1.5256056030003418
ACH-000836,-1.5638058106918586
ACH-000837,-1.4025310782546463
ACH-000838,-1.5329535337603917
ACH-000839,-1.1727395011257646
ACH-000840,-1.207167126618899
ACH-000841,-1.2870806250633806
ACH-000843,-1.529741040322584
ACH-000846,-1.4219863620949174
ACH-000847,-1.3780858468212251
ACH-000848,-1.496590112143845
ACH-000849,-1.5423697069779685
ACH-000851,-1.5467497698927566
ACH-000855,-1.3663074908530686
ACH-000856,-1.4732149835693038
ACH-000858,-1.300401644335787
ACH-000859,-1.2743988427808164
ACH-000861,-1.5747116215767574
ACH-000862,-1.3750761020016622
ACH-000865,-1.5211987133505394
ACH-000866,-1.6264773596900124
ACH-000867,-1.4290881928958383
ACH-000869,-1.3662207483057118
ACH-000872,-1.4544950241538537
ACH-000873,-1.5437365451031806
ACH-000876,-1.770441773986238
ACH-000878,-1.7908491633376675
ACH-000880,-1.343959865188303
ACH-000881,-1.6480772611020469
ACH-000882,-1.4011032255723452
ACH-000884,-1.4977258477689115
ACH-000885,-1.6760080467669254
ACH-000887,-1.3323465154991037
ACH-000889,-1.5160555111204432
ACH-000896,-1.546003318366885
ACH-000898,-1.5180864747810168
ACH-000900,-1.5609324430595073
ACH-000901,-1.5317072653338033
ACH-000905,-1.5922327887699
ACH-000906,-1.4712922618137805
ACH-000907,-1.4380162904906535
ACH-000910,-1.3000091778228062
ACH-000911,-1.4760801209234882
ACH-000912,-1.5058878265482176
ACH-000913,-1.5794298136354894
ACH-000915,-1.547502834912912
ACH-000916,-1.6062760756484062
ACH-000917,-1.4778278424253748
ACH-000920,-1.6822375183950802
ACH-000921,-1.5219311048188306
ACH-000924,-1.252782518489841
ACH-000926,-1.5232807425015804
ACH-000928,-1.515735213975803
ACH-000929,-1.3395725316778215
ACH-000932,-1.357987326484465
ACH-000935,-1.2870088662630137
ACH-000936,-1.4509211039749152
ACH-000937,-1.5451149604646597
ACH-000938,-1.4753372937405598
ACH-000939,-1.5925922730579003
ACH-000941,-1.6741590595188198
ACH-000943,-1.6492560639362723
ACH-000946,-1.5011317892804374
ACH-000947,-1.503275046797461
ACH-000948,-1.4964385048609885
ACH-000950,-1.370530844691338
ACH-000953,-1.4222812341775997
ACH-000954,-1.0997346329207056
ACH-000957,-1.3889991673778406
ACH-000958,-1.4531412059875402
ACH-000960,-1.6189677331527383
ACH-000963,-1.5687072368295594
ACH-000968,-1.6431717088100553
ACH-000969,-1.4466942876586997
ACH-000972,-1.4917733841764098
ACH-000973,-1.4486624304787252
ACH-000974,-1.4872355803590127
ACH-000978,-1.6025853175327314
ACH-000984,-1.4296652884314416
ACH-000986,-1.3959476171542742
ACH-000988,-1.5118432395226662
ACH-000993,-1.3605108872976506
ACH-000994,-1.436800028353696
ACH-000996,-1.5753723032685467
ACH-001001,-1.3990807604544155
ACH-001020,-1.6451123605109996
ACH-001028,-1.6565449155807697
ACH-001031,-1.584032345078989
ACH-001038,-1.5119372149981396
ACH-001048,-1.5993558490722597
ACH-001050,-1.4251132725206863
ACH-001053,-1.819221837532663
ACH-001054,-1.4474485984237748
ACH-001061,-1.3771638498827512
ACH-001067,-1.5608511554453977
ACH-001075,-1.5096481230908347
ACH-001096,-1.3985990560595845
ACH-001111,-1.6026287319330297
ACH-001119,-1.325624082662649
ACH-001128,-1.5401444047616628
ACH-001134,-1.4473851801157611
ACH-001151,-1.333618206073663
ACH-001163,-1.6687503182454728
ACH-001164,-1.3398557873938608
ACH-001183,-1.5054104305614249
ACH-001192,-1.7096465913761218
ACH-001193,-1.6977974100487931
ACH-001196,-1.4532134376863064
ACH-001197,-1.5828851463643034
ACH-001205,-1.4586176554702237
ACH-001211,-1.6787776217180388
ACH-001212,-1.438366540324516
ACH-001228,-1.5112658470327434
ACH-001232,-1.4397514939948963
ACH-001239,-1.627750708603405
ACH-001270,-1.5442556298841
ACH-001274,-1.642135186151371
ACH-001275,-1.2867942661194145
ACH-001277,-1.3533165366322157
ACH-001278,-1.558109378073796
ACH-001280,-1.671294184402715
ACH-001283,-1.5029590249046036
ACH-001289,-1.3490825963879804
ACH-001300,-1.6651008429037435
ACH-001301,-1.4210159164978886
ACH-001302,-1.363100886822103
ACH-001306,-1.3875439833261694
ACH-001318,-1.4550330667249427
ACH-001322,-1.7435294095365554
ACH-001328,-1.5223102023320088
ACH-001332,-1.1278583994451157
ACH-001336,-1.380535916785877
ACH-001346,-1.4146882218084893
ACH-001353,-1.4465168546317304
ACH-001354,-1.863168297344819
ACH-001367,-1.698965294473895
ACH-001368,-1.5302083376298126
ACH-001374,-1.2734789151192076
ACH-001377,-1.4648523032231997
ACH-001380,-1.3941620226089328
ACH-001391,-1.4905226515180066
ACH-001408,-1.5578417904921464
ACH-001430,-1.5713990428770233
ACH-001431,-1.5682873019337478
ACH-001450,-1.5153664862222265
ACH-001496,-1.5276812114246783
ACH-001500,-1.5185043506874376
ACH-001523,-1.5882401926727512
ACH-001532,-1.4552367897698737
ACH-001550,-1.4309879545937843
ACH-001552,-1.3724421405890803
ACH-001554,-1.4944814278610623
ACH-001654,-1.430223560998633
ACH-001735,-1.5614252821134385
ACH-001736,-1.606004561352239
ACH-001737,-1.2358139764856957
ACH-001740,-1.5324185403837691
ACH-001745,-1.3341835114151115
ACH-001765,-1.5219720659800189
