,POLR1C (9533)
ACH-000662,-1.264046278848325
ACH-000663,-1.236450848830131
ACH-000665,-1.4612061903357398
ACH-000671,-1.2762719545372614
ACH-000672,-1.5341817065404066
ACH-000673,-1.4005886359568729
ACH-000676,-1.187013931345506
ACH-000677,-1.3693707504128418
ACH-000681,-1.5325418762582903
ACH-000683,-1.615923905139372
ACH-000684,-1.5361211546482254
ACH-000688,-1.3957944684782295
ACH-000693,-1.3737888784905448
ACH-000694,-1.3931700018230295
ACH-000695,-1.5069070693306272
ACH-000696,-1.4898132528127923
ACH-000697,-1.4810414064401962
ACH-000699,-1.2792249566374565
ACH-000701,-1.2380407642600162
ACH-000706,-1.4629076709501476
ACH-000711,-1.3485890647032328
ACH-000713,-1.2879080190180017
ACH-000714,-1.4403835807968948
ACH-000718,-1.5527411116799756
ACH-000720,-1.4563456292753558
ACH-000721,-1.5622216978560397
ACH-000724,-1.3853713876792066
ACH-000725,-1.0562031906906073
ACH-000732,-1.5345298296574623
ACH-000734,-1.4230918006779036
ACH-000735,-1.2040805489525062
ACH-000736,-1.4562155623874262
ACH-000738,-1.4450623298270182
ACH-000746,-1.4724697180347006
ACH-000747,-1.3113987902370867
ACH-000748,-1.7301604605713718
ACH-000753,-1.5603626727171684
ACH-000756,-1.5757056464589083
ACH-000757,-1.4149602257730705
ACH-000758,-1.3527900958210828
ACH-000760,-1.482814372258323
ACH-000762,-1.4557599928791378
ACH-000763,-1.2835538946703375
ACH-000764,-1.5172957728433956
ACH-000765,-1.6910331527452112
ACH-000766,-1.3857104832266836
ACH-000767,-1.2151555570131651
ACH-000768,-1.4310297490311
ACH-000769,-1.379108779164539
ACH-000770,-1.4508297677670603
ACH-000771,-1.2500942070851506
ACH-000773,-1.2582884560020475
ACH-000776,-1.2975934145319508
ACH-000777,-1.4151579772062854
ACH-000778,-1.5464183287093538
ACH-000781,-1.3884976326074088
ACH-000782,-1.4090044495372684
ACH-000783,-1.0468496338381403
ACH-000784,-1.4918022382400662
ACH-000785,-1.3798033814972257
ACH-000787,-1.5235464546320523
ACH-000788,-1.5546109093611775
ACH-000791,-1.3922238483452516
ACH-000792,-1.3880520028322194
ACH-000794,-1.401459872071115
ACH-000796,-1.4720955834838172
ACH-000798,-1.1657012627452228
ACH-000799,-1.4125089317137425
ACH-000800,-1.977614842370637
ACH-000802,-1.394315653674203
ACH-000804,-1.646658700256454
ACH-000805,-1.322346163760843
ACH-000809,-1.3276393801935444
ACH-000810,-1.280955031716409
ACH-000811,-1.5762820294288769
ACH-000817,-1.562458260146153
ACH-000819,-1.2702171567807377
ACH-000820,-1.6097734766906968
ACH-000821,-1.2415402580516688
ACH-000822,-1.4224613739842056
ACH-000823,-1.4839036454504293
ACH-000824,-1.575098067072211
ACH-000827,-1.360301848377664
ACH-000829,-1.4891706882695406
ACH-000831,-1.5414889024097194
ACH-000832,-1.296464352810551
ACH-000833,-1.6780334837712856
ACH-000834,-1.3961525230450285
ACH-000835,-1.3518926792033288
ACH-000836,-0.9677099719383212
ACH-000837,-1.5936150762993515
ACH-000838,-1.4850531948921282
ACH-000839,-1.377256079537721
ACH-000840,-1.398539446696862
ACH-000841,-1.5626227081841566
ACH-000843,-1.6253179044693629
ACH-000846,-1.4200993323608104
ACH-000847,-1.2552269018012332
ACH-000848,-1.2899542476692003
ACH-000849,-1.2471344057933087
ACH-000851,-1.5551429351663235
ACH-000855,-1.5038677948554977
ACH-000856,-1.5206187748398556
ACH-000858,-1.4877827839167244
ACH-000859,-1.4931771907923317
ACH-000861,-1.3726449507842482
ACH-000862,-1.3842516625505006
ACH-000865,-1.4832371896739638
ACH-000866,-1.4446877567343026
ACH-000867,-1.4793636254747606
ACH-000869,-1.0012176911766508
ACH-000872,-1.4470772650568122
ACH-000873,-1.5183067609194565
ACH-000876,-1.039999787029969
ACH-000878,-1.597701118819594
ACH-000880,-1.4944319996128754
ACH-000881,-1.488514419469978
ACH-000882,-1.243468265796312
ACH-000884,-1.4634131627805862
ACH-000885,-1.3389280674855877
ACH-000887,-1.352645671015459
ACH-000889,-1.2788799577309566
ACH-000896,-1.3004395730572085
ACH-000898,-1.4787988955146392
ACH-000900,-1.3893126932347102
ACH-000901,-1.6295495513784473
ACH-000905,-1.3491995305138136
ACH-000906,-1.3815877392624447
ACH-000907,-1.4039551614800958
ACH-000910,-1.4639837486649971
ACH-000911,-1.4158740014283713
ACH-000912,-1.5425576846882625
ACH-000913,-1.2041817272780218
ACH-000915,-1.3856506321828108
ACH-000916,-1.5097563921121866
ACH-000917,-1.3504452118001224
ACH-000920,-1.283605540496871
ACH-000921,-1.4448821269962888
ACH-000924,-1.2183369124505723
ACH-000926,-1.4239594521563819
ACH-000928,-1.3998923149410043
ACH-000929,-1.5567138673634922
ACH-000932,-1.2089823798256434
ACH-000935,-1.4852254160957343
ACH-000936,-1.5260874721832518
ACH-000937,-1.6562713058308665
ACH-000938,-1.3921044198804973
ACH-000939,-1.5901044135600522
ACH-000941,-1.4199631841957243
ACH-000943,-1.5613860414686704
ACH-000946,-1.4436004208789928
ACH-000947,-1.4538020112615868
ACH-000948,-1.242972396100524
ACH-000950,-1.6169441202798145
ACH-000953,-1.3926553983540892
ACH-000954,-1.2277373314817233
ACH-000957,-1.3819701980841506
ACH-000958,-1.5027051028052478
ACH-000960,-1.5612089022958968
ACH-000963,-1.4199156795558119
ACH-000968,-1.5134216707205863
ACH-000969,-1.2477720539887514
ACH-000972,-1.3552289417111354
ACH-000973,-1.4331510247746948
ACH-000974,-1.2984343995164234
ACH-000978,-1.261571426374498
ACH-000984,-1.5674964795356436
ACH-000986,-1.3018838779403334
ACH-000988,-1.466124481909489
ACH-000993,-1.4597921264803708
ACH-000994,-1.4482127745640934
ACH-000996,-1.4212874719800537
ACH-001001,-1.2862810807555556
ACH-001020,-1.2209024260882984
ACH-001028,-1.4716498377884017
ACH-001031,-1.5509227104449723
ACH-001038,-1.4070951776064216
ACH-001048,-1.4672557992584419
ACH-001050,-1.229955863109677
ACH-001053,-1.4845611039146918
ACH-001054,-1.5808528480667587
ACH-001061,-1.4457640726526382
ACH-001067,-1.3150009011643222
ACH-001075,-1.3193932324825863
ACH-001096,-1.556995383787492
ACH-001111,-1.4197685852746935
ACH-001119,-1.2298220703543414
ACH-001128,-0.5197714312898113
ACH-001134,-1.3970807519273205
ACH-001151,-1.4437390802729144
ACH-001163,-1.4979012884978309
ACH-001164,-1.2527305337810388
ACH-001183,-1.6139328602115917
ACH-001192,-1.3938827803923777
ACH-001193,-1.7343574745100576
ACH-001196,-1.5043052269843389
ACH-001197,-1.584335133628718
ACH-001205,-1.5125181818664872
ACH-001211,-1.3883275985107355
ACH-001212,-1.73278571418756
ACH-001228,-1.7023531456823928
ACH-001232,-1.5527823872208328
ACH-001239,-1.3981683446404058
ACH-001270,-1.398034037778067
ACH-001274,-1.2552291197306622
ACH-001275,-1.3121617002553223
ACH-001277,-1.4773188577164007
ACH-001278,-1.3499809073864013
ACH-001280,-1.725554926068064
ACH-001283,-1.372197207599936
ACH-001289,-1.4803360092883937
ACH-001300,-1.5991260703753645
ACH-001301,-1.3577253955005604
ACH-001302,-1.332228799686388
ACH-001306,-1.3226419260073805
ACH-001318,-1.3890750372298857
ACH-001322,-1.5655633266824591
ACH-001328,-1.2934218054166955
ACH-001332,-1.4621803994504368
ACH-001336,-1.4417883521653407
ACH-001346,-1.4142619930387033
ACH-001353,-1.3588542916477602
ACH-001354,-1.7493588656948524
ACH-001367,-1.3500564404637716
ACH-001368,-1.6538739991170488
ACH-001374,-1.4552013470759633
ACH-001377,-1.2403894593031528
ACH-001380,-1.4451364460370977
ACH-001391,-1.5749697216162464
ACH-001408,-1.5283565006662436
ACH-001430,-1.3610094202594794
ACH-001431,-1.5340697020830711
ACH-001450,-1.257136148531344
ACH-001496,-1.13181592581333
ACH-001500,-1.1014536946672446
ACH-001523,-1.4606860612039743
ACH-001532,-1.4596377161920853
ACH-001550,-1.068523229402073
ACH-001552,-1.4293455681647973
ACH-001554,-1.3608135996546888
ACH-001654,-1.4822919036598532
ACH-001735,-1.3262275805743189
ACH-001736,-1.203888075136709
ACH-001737,-1.5344608639755202
ACH-001740,-1.333089066730461
ACH-001745,-1.3720598197241558
ACH-001765,-1.2197802294415887
