,C1D (10438)
ACH-000330,-0.3888000258110811
ACH-000331,-0.5563114063491149
ACH-000332,-0.566538391075982
ACH-000334,-0.31945362627701873
ACH-000335,-0.6569470995981893
ACH-000336,-0.27231362444589163
ACH-000337,-0.4022593011571674
ACH-000338,-0.17984995916941954
ACH-000339,-0.6269435570212649
ACH-000341,-0.6330456439845349
ACH-000348,-0.2971423235351544
ACH-000350,-0.40881295493980935
ACH-000352,-0.5868229040624795
ACH-000356,-0.352976409171421
ACH-000361,-0.3522721935659353
ACH-000362,-0.2175952753357709
ACH-000363,-0.1743224941398539
ACH-000364,-0.6171490013100172
ACH-000365,-0.1993729300253552
ACH-000366,-0.3473148261686142
ACH-000368,-0.5188400640272315
ACH-000374,-0.046143151916513366
ACH-000375,-0.4789608159847502
ACH-000376,-0.6410880856309382
ACH-000381,-0.4365880292104612
ACH-000383,-0.2677295538427752
ACH-000387,-0.4523797767320682
ACH-000389,-0.5513108646238201
ACH-000390,-0.5673904534463001
ACH-000393,-0.32624062499527073
ACH-000395,-0.4459218414640346
ACH-000396,-0.5812470604854656
ACH-000397,-0.5624020008770462
ACH-000401,-0.4431923758301585
ACH-000402,-0.2311551054109204
ACH-000403,-0.20553054563228415
ACH-000404,-0.28430470734863833
ACH-000406,-0.28076369841181803
ACH-000407,-0.4746063046711108
ACH-000408,-0.5711806674614806
ACH-000410,-0.40002727079612105
ACH-000411,-0.6883489262582445
ACH-000414,-0.2933508123263125
ACH-000415,-0.4922989063183685
ACH-000416,-0.5403309817264066
ACH-000420,-0.4535175807693107
ACH-000421,-0.4905719443365984
ACH-000424,-0.4199483682696855
ACH-000425,-0.6481483295036876
ACH-000426,-0.38129320711202896
ACH-000427,-0.3161822768186684
ACH-000433,-0.5422360004241717
ACH-000435,-0.3448171176876383
ACH-000436,-0.051107094600256885
ACH-000444,-0.7294156801850278
ACH-000445,-0.3835040156738672
ACH-000448,-0.5574347949439051
ACH-000450,-0.4531502172936305
ACH-000452,-0.37655049688389214
ACH-000454,-0.6703392747580923
ACH-000458,-0.5779743260949687
ACH-000459,-0.5553343520473568
ACH-000460,-0.2573663700428279
ACH-000461,-0.3701783392920364
ACH-000463,-0.5712697887505176
ACH-000464,-0.4336263275146351
ACH-000466,-0.4480995425524517
ACH-000467,-0.4640235760897769
ACH-000468,-0.2952589837475176
ACH-000469,-0.3648786525535834
ACH-000470,-0.3580827206976721
ACH-000471,-0.5367389540634884
ACH-000472,-0.3888291890928479
ACH-000473,-0.4691669182461779
ACH-000475,-0.2708725329642189
ACH-000476,-0.1337663456791284
ACH-000477,-0.3433549741393498
ACH-000479,-0.6502038732104628
ACH-000480,-0.507323364899535
ACH-000481,-0.3008788003600976
ACH-000483,-0.6919572819329124
ACH-000484,-0.5098056313169445
ACH-000485,-0.6524527773916851
ACH-000486,-0.5629736509185941
ACH-000487,-0.18376907604058312
ACH-000488,-0.3431568358605339
ACH-000490,-0.5311839378127805
ACH-000491,-0.1931803059446124
ACH-000495,-0.4226802840615603
ACH-000496,-0.4206656098662082
ACH-000499,-0.8891809647639999
ACH-000500,-0.6951694010523258
ACH-000502,-0.4028971760375804
ACH-000503,-0.41036233901661695
ACH-000505,-0.477696033321797
ACH-000507,-0.1964944962278135
ACH-000510,-0.4719931158162656
ACH-000511,-0.3688021340062302
ACH-000512,-0.29651740000245114
ACH-000516,-0.2614852896297991
ACH-000517,-0.21733594510594945
ACH-000518,-0.4011266444251109
ACH-000520,-0.47850494640158503
ACH-000521,-0.4272622055987157
ACH-000522,-0.4812349151083161
ACH-000524,-0.3032187735816538
ACH-000527,-0.5652069058848225
ACH-000528,-0.28043877431231035
ACH-000537,-0.2741287287145449
ACH-000541,-0.3099882663783741
ACH-000542,-0.7137973386638861
ACH-000544,-0.641105503043502
ACH-000545,-0.5328616067574005
ACH-000547,-0.5968352186015566
ACH-000548,-0.525176823414467
ACH-000549,-0.4459700504110876
ACH-000550,-0.3649068353507705
ACH-000552,-0.5890517063918562
ACH-000556,-0.33918910681150244
ACH-000557,-0.01660933064660993
ACH-000569,-0.5690497343601504
ACH-000570,-0.3036228496805757
ACH-000571,-0.2798021223550696
ACH-000573,-0.3453235858846211
ACH-000576,-0.3410689739377468
ACH-000579,-0.4377144736084285
ACH-000580,-0.2539445844643052
ACH-000584,-0.3608189532230721
ACH-000585,-0.5125607296226462
ACH-000588,-0.4430515452564315
ACH-000589,-0.4622037852543739
ACH-000591,-0.6339776473771694
ACH-000593,-0.8782908090004291
ACH-000600,-0.4317227966722557
ACH-000601,-0.5624707983100123
ACH-000605,-0.3489291141413868
ACH-000606,-1.0173670659172218
ACH-000608,-0.31715071559039504
ACH-000614,-0.4357154401507593
ACH-000616,-0.4432632486488252
ACH-000618,-0.5645569035344374
ACH-000619,-0.4124008458327845
ACH-000620,-0.26504595010721765
ACH-000621,-0.5343076591755147
ACH-000622,-0.2961310432385089
ACH-000623,-0.5440185296445507
ACH-000624,-0.3321516608204944
ACH-000627,-0.4435583619186374
ACH-000630,-0.5799736898345046
ACH-000631,-0.553879550375799
ACH-000632,-0.4176637805798843
ACH-000633,-0.3077193227474304
ACH-000637,-0.6199333992691279
ACH-000638,-0.3815904026011017
ACH-000646,-0.4972105400833183
ACH-000647,-0.3572528576955357
ACH-000648,-0.4682817867745355
ACH-000649,-0.5295331353144117
ACH-000651,-0.136298825273929
ACH-000652,-0.3097468391781547
ACH-000653,-0.3073273598572174
ACH-000657,-0.4470885202179843
ACH-000658,-0.06841470194679516
ACH-000661,-0.3835472139410155
ACH-000662,0.024065166544622582
ACH-000663,-0.41571803618924535
ACH-000665,-0.3552551623715029
ACH-000671,-0.31512471189187324
ACH-000672,-0.6532234342023114
ACH-000673,-0.5113297398399033
ACH-000676,-0.5327775279965403
ACH-000677,-0.0669267227829108
ACH-000681,-0.3366315301215481
ACH-000683,-0.3974639718242049
ACH-000684,-0.4816753738996629
ACH-000688,-0.4726344680037255
ACH-000693,-0.7163126421384151
ACH-000694,-0.7744026277732926
ACH-000695,-0.44310186336907853
ACH-000696,-0.612896266001195
ACH-000697,-0.5347001432237052
ACH-000699,-0.391323553577658
ACH-000701,-0.4358861164240935
ACH-000706,-0.3755551120402933
ACH-000711,-0.621099255698808
ACH-000713,-0.6546865488484538
ACH-000714,-0.19485464939082545
ACH-000718,-0.3037915858922037
ACH-000720,-0.3008708726393149
ACH-000721,-0.6663250384106112
ACH-000724,-0.17424066701122054
ACH-000725,-0.4068719374081683
ACH-000732,-0.4586390731080836
ACH-000734,-0.4056275387121987
ACH-000735,-0.6710782872884293
ACH-000736,-0.09316263439835204
ACH-000738,-0.4455291670547213
ACH-000746,-0.1432402373675943
ACH-000747,-0.1993183356203065
ACH-000748,-0.5386220395042293
ACH-000753,-0.35232208053106595
ACH-000756,-0.4719623180276525
ACH-000757,-0.15773786784021268
ACH-000758,-0.4067211086642364
ACH-000760,-0.4103349746540053
ACH-000762,-0.5723363133867164
ACH-000763,-0.17395728544348446
ACH-000764,-0.5497844173876736
ACH-000765,-0.3185499598722961
ACH-000766,-0.22051380874104012
ACH-000767,-0.36862774053942704
ACH-000768,-0.7440794482137523
ACH-000769,-0.3786219914635407
ACH-000770,-0.2684024887783034
ACH-000771,-0.6928164442832444
ACH-000773,-0.4797452304609163
ACH-000776,-0.1628187045497793
ACH-000777,-0.5502428391017169
ACH-000778,-0.3866167037889623
ACH-000781,-0.2903808905110703
ACH-000782,-0.2845547997040971
ACH-000783,-0.3217943436085327
ACH-000784,-0.5463063390623639
ACH-000785,-0.2975903042888013
ACH-000787,-0.3529790287682759
ACH-000788,-0.703630918987308
ACH-000791,-0.2953629983215712
ACH-000792,-0.4181516450592063
ACH-000794,-0.6435427469904856
ACH-000796,-0.4754590236762923
ACH-000798,-0.3305255782459901
ACH-000799,-0.5652146911102105
ACH-000800,-0.4424304818463065
ACH-000802,-0.6772420364065069
ACH-000804,-0.9746465488419004
ACH-000805,-0.6590478902762698
ACH-000809,-0.595890874955479
ACH-000810,-0.6164224131216611
ACH-000811,-0.3508437419659995
ACH-000817,-0.4858958919141591
ACH-000819,-0.3164573624572965
ACH-000820,-0.4464802224201713
ACH-000821,-0.08881544736061847
ACH-000822,-0.28499453590083124
ACH-000823,-0.6559746353219656
ACH-000824,-0.3627476291973017
ACH-000827,-0.7334539765575728
ACH-000829,-0.5649406896222106
ACH-000831,-0.8049008203749444
ACH-000832,-0.7183832587050086
ACH-000833,-0.22443443862937446
ACH-000834,-0.3298953636212231
ACH-000835,-0.5886778295254012
ACH-000836,-0.4894891562016487
ACH-000837,-0.42049043742494624
ACH-000838,-0.4318417978631019
ACH-000839,-0.5130149955808855
ACH-000840,-0.5354977340936213
ACH-000841,-0.10924399415616083
ACH-000843,-0.6229168072319966
ACH-000846,-1.001146363412659
ACH-000847,-0.5666995850641195
ACH-000848,-0.6544747425191404
ACH-000849,-0.4551577940171056
ACH-000851,-0.29182236422491115
ACH-000855,-0.5843257958937621
ACH-000856,-0.5240455505464884
ACH-000858,-0.5329758646904208
ACH-000859,-0.7389168966873444
ACH-000861,-0.4506688946994151
ACH-000862,-0.4834159859933695
ACH-000865,-0.07881265708897484
ACH-000866,-0.26393532625126337
ACH-000867,-0.7449274587504351
ACH-000869,-0.31418719126099154
ACH-000872,-0.35381300095919244
ACH-000873,-0.5639774941922969
ACH-000876,-0.2145642359170247
ACH-000878,-0.2621967932096198
ACH-000880,-0.7116466675471529
ACH-000881,-0.5454702391396934
ACH-000882,-0.5786305936038112
ACH-000884,-0.5904433437861251
ACH-000885,-0.3678340573675627
ACH-000887,-0.7080893870168935
ACH-000889,-0.46225046782676205
ACH-000896,-0.2766047928013361
ACH-000898,-0.17490263122571728
ACH-000900,-0.20894970840937155
ACH-000901,-0.4334656027619087
ACH-000905,-0.5481107656274266
ACH-000906,-0.4744708464383802
ACH-000907,-0.7271582546598729
ACH-000910,-0.15007914463076175
ACH-000911,-0.4834519480480284
ACH-000912,-0.5298708924522221
ACH-000913,-0.31836221288019106
ACH-000915,-0.38035622137834013
ACH-000916,-0.3367000408874173
ACH-000917,-0.4977354818373677
ACH-000920,-0.296020796631742
ACH-000921,-0.6209270362211031
ACH-000924,-0.5631958865750699
ACH-000926,-0.42296970348531615
ACH-000928,-0.5208926907300853
ACH-000929,-0.284810641204729
ACH-000932,-0.4423991028491697
ACH-000935,-0.6636737126151874
ACH-000936,-0.6950647702278008
ACH-000937,-0.10307994429236138
ACH-000938,-0.4738980185976456
ACH-000939,-0.17636619457044567
ACH-000941,-0.2816539377423753
ACH-000943,-0.7424662967886512
ACH-000946,-0.4049254172629833
ACH-000947,-0.35322755212203644
ACH-000948,-0.4493679112077051
ACH-000950,-0.21453443372864275
ACH-000953,-0.1479672733582673
ACH-000954,-0.21161451351905827
ACH-000957,-0.4186633737575065
ACH-000958,-0.225037884167475
ACH-000960,-0.2848295673399036
ACH-000963,-0.4877658788605606
ACH-000968,-0.4684562391979166
ACH-000969,-0.5151787302714333
ACH-000972,-0.5819806654786832
ACH-000973,-0.8076460175004405
ACH-000974,-0.4873731002306257
ACH-000978,-0.34874133109086536
ACH-000984,-0.5176637286684229
ACH-000986,-0.4572720137508958
ACH-000988,-0.33962359182454976
ACH-000993,-0.5636307535829678
ACH-000994,-0.2334506595373781
ACH-000996,-0.5957408790980407
ACH-001001,-0.3770879805151092
ACH-001020,-0.3167705801893549
ACH-001028,-0.2232735175670184
ACH-001031,-0.5148716705410031
ACH-001038,-0.2446109334871173
ACH-001048,-0.4976742449910906
ACH-001050,-0.4031360984975777
ACH-001053,-0.46158341410098297
ACH-001054,-0.4432162618927059
ACH-001061,-0.4390754670726258
ACH-001067,-0.5719769411942254
ACH-001075,-0.4663262577143228
ACH-001096,-0.2442288497345304
ACH-001111,-0.41112579872481936
ACH-001119,-0.6071636106706138
ACH-001128,-0.6254427965842378
ACH-001134,-0.3683546715290304
ACH-001151,-0.3562191588170422
ACH-001163,-0.411884054517585
ACH-001164,-0.6098089619334712
ACH-001183,-0.3997916195356549
ACH-001192,-0.6188903065324843
ACH-001193,-0.36768834416696417
ACH-001196,-0.4380490293921269
ACH-001197,-0.4982987690593979
ACH-001205,-0.4774066421495669
ACH-001211,-0.41591011498002667
ACH-001212,-0.6831379749511375
ACH-001228,-0.31541056442669513
ACH-001232,-0.9162418231517769
ACH-001239,-0.18673497503523956
ACH-001270,-0.2915494053585325
ACH-001274,-0.6645977261256579
ACH-001275,-0.4353964840650069
ACH-001277,-0.1893382695311572
ACH-001278,-0.230975582680327
ACH-001280,-0.7182338466282614
ACH-001283,-0.44257376511551777
ACH-001289,-0.390662864218268
ACH-001300,-0.8661227954813845
ACH-001301,-0.4011399427392132
ACH-001302,-0.6730752467331768
ACH-001306,-0.6233532817352261
ACH-001318,-0.25379260988424585
ACH-001322,-0.3820493396136683
ACH-001328,-0.5294097998397027
ACH-001332,-0.3817208602073142
ACH-001336,-0.7231574756606352
ACH-001346,-0.43353657248333605
ACH-001353,-0.30822097652565444
ACH-001354,-0.5756681406656877
ACH-001367,-0.9076750636728762
ACH-001368,-0.19544268510205584
ACH-001374,-0.4316935700546871
ACH-001377,-0.6872215801174497
ACH-001380,-0.4446976500323283
ACH-001391,-0.4140379777740825
ACH-001408,-0.3784949660668577
ACH-001430,-0.23855912493555526
ACH-001431,-0.34778055830345805
ACH-001450,-0.13835678557667355
ACH-001496,-0.5550317725995293
ACH-001500,-0.244854254858506
ACH-001523,-0.4581269769779045
ACH-001532,-0.4379416505169956
ACH-001550,-0.7160365625921724
ACH-001552,-0.3476444160235085
ACH-001554,-0.5221086736439434
ACH-001654,-0.626206002306989
ACH-001735,-0.06461910266750419
ACH-001736,-0.16481147999738258
ACH-001737,-0.4124556425547333
ACH-001740,-0.3547800002098277
ACH-001745,-0.1994712242130341
ACH-001765,-0.3368941611096406
