,ATP5E (514)
ACH-000420,-0.6362864634708966
ACH-000421,-0.5485512281330142
ACH-000424,-0.7873722671520457
ACH-000425,-0.5403359510836542
ACH-000426,-0.7402234111255076
ACH-000427,-0.9154578280256928
ACH-000433,-0.4456689695154109
ACH-000435,-0.4154596159104475
ACH-000436,-0.5476323333785436
ACH-000444,-0.6499178121672223
ACH-000445,-0.6891418605633264
ACH-000448,-0.5572177431758081
ACH-000450,-0.8468738855822997
ACH-000452,-0.6918800776556294
ACH-000454,-0.7539896833463988
ACH-000458,-0.2843684284882388
ACH-000459,-0.8975539595840873
ACH-000460,-0.5828741508946048
ACH-000461,-0.8049244088740433
ACH-000463,-0.732780944699468
ACH-000464,-0.4253547654590095
ACH-000466,-0.6755965833816256
ACH-000467,-0.7205100954494792
ACH-000468,-0.6098187588548695
ACH-000469,-0.9832415473117077
ACH-000470,-0.5216754302098973
ACH-000471,-0.7085712678553815
ACH-000472,-0.5559855814361762
ACH-000473,-0.6768251331821377
ACH-000475,-0.7126754115840207
ACH-000476,-0.7142955829733487
ACH-000477,-0.6528084621807081
ACH-000479,-0.6983862234213875
ACH-000480,-0.7356160878350219
ACH-000481,-0.4971975013678541
ACH-000483,-0.6827844778753852
ACH-000484,-0.5025146816944135
ACH-000485,-0.5385229330769652
ACH-000486,-0.5737908028183347
ACH-000487,-0.8240568143791397
ACH-000488,-0.7196727292305942
ACH-000490,-0.6650119048223929
ACH-000491,-0.6338549030580218
ACH-000495,-0.2323871282764793
ACH-000496,-0.5879273891422357
ACH-000499,-0.8093186252848179
ACH-000500,-0.4919821886827877
ACH-000502,-0.5436148153889669
ACH-000503,-0.5088150117415879
ACH-000505,-0.4927918771347628
ACH-000507,-0.8188487260486074
ACH-000510,-0.8640103976124258
ACH-000511,-0.5039331244441393
ACH-000512,-0.7900479911235145
ACH-000516,-0.5427247023603101
ACH-000517,-0.6858108017381249
ACH-000518,-0.5791763226583097
ACH-000520,-0.5063749826454792
ACH-000521,-0.5272370355733358
ACH-000522,-0.7242344933869836
ACH-000524,-0.6217069390715202
ACH-000527,-0.7411029361908683
ACH-000528,-0.8484358626613558
ACH-000537,-0.8343042016309812
ACH-000541,-0.5730494871806423
ACH-000542,-0.6048623172361256
ACH-000544,-0.6843176983132876
ACH-000545,-0.5006382625586491
ACH-000547,-0.7980412440067228
ACH-000548,-0.5313981656635383
ACH-000549,-0.6260851467335389
ACH-000550,-0.5620347352470018
ACH-000552,-0.5958872434591007
ACH-000556,-0.7686821458745781
ACH-000557,-0.6674343459341936
ACH-000569,-0.506975704349642
ACH-000570,-0.7938549359477046
ACH-000571,-0.5039144532315841
ACH-000573,-0.8079112512623217
ACH-000576,-0.4774631783290133
ACH-000579,-0.7953765705403273
ACH-000580,-0.7172903163862413
ACH-000584,-0.7525575292032103
ACH-000585,-0.7356408276483066
ACH-000588,-0.7074804517235808
ACH-000589,-0.8031609406246066
ACH-000591,-0.6598477289100071
ACH-000593,-0.7484794047097951
ACH-000600,-0.6464240297193932
ACH-000601,-0.41783380056116576
ACH-000605,-0.8821516804331723
ACH-000606,-0.7788154571030905
ACH-000608,-0.7402550635248072
ACH-000614,-0.6915774912804152
ACH-000616,-0.6017716694498556
ACH-000618,-0.7528410837941409
ACH-000619,-0.6858384299449404
ACH-000620,-0.8241484816838447
ACH-000621,-0.5290633211826896
ACH-000622,-0.5950869090470198
ACH-000623,-0.6110399583733771
ACH-000624,-0.4674905116261149
ACH-000627,-0.9513263071976789
ACH-000630,-0.7746927390577788
ACH-000631,-0.8317357459991008
ACH-000632,-0.8044508229413893
ACH-000633,-0.9108779403334162
ACH-000637,-0.6430964881312221
ACH-000638,-0.44550643731259054
ACH-000646,-0.6792149563794068
ACH-000647,-0.7658437252030336
ACH-000648,-0.6943170784645412
ACH-000649,-0.6641924354373838
ACH-000651,-0.975151518889942
ACH-000652,-0.6553898046825893
ACH-000653,-0.5472239516056701
ACH-000657,-0.6645273112265445
ACH-000658,-0.7052804861788194
ACH-000661,-0.3688427940012097
ACH-000662,-0.5584568656009261
ACH-000663,-0.7614475698975529
ACH-000665,-0.5324726049793962
ACH-000671,-0.9661379905483324
ACH-000672,-0.5136728157705406
ACH-000673,-0.4794826064539328
ACH-000676,-0.5792265392914979
ACH-000677,-0.8234703384833809
ACH-000681,-0.7583434861277266
ACH-000683,-0.9037999593442648
ACH-000684,-0.8998111771913826
ACH-000688,-0.5631215763979723
ACH-000693,-0.9363233987795396
ACH-000694,-0.644334384011116
ACH-000695,-0.5345116402348163
ACH-000696,-0.7410571809057923
ACH-000697,-0.4922557819171149
ACH-000699,-0.675318357794271
ACH-000701,-0.7100009843701806
ACH-000706,-0.937449851577276
ACH-000711,-0.3896298433530603
ACH-000713,-0.7068766054496989
ACH-000714,-0.4814895073118696
ACH-000718,-0.7624498261129353
ACH-000720,-0.8021847216295379
ACH-000721,-0.8627850532922892
ACH-000724,-0.7546627171807763
ACH-000725,-0.7582199547301777
ACH-000732,-0.7733811097849618
ACH-000734,-0.7155083651566082
ACH-000735,-0.5955284764864333
ACH-000736,-0.4838009070236687
ACH-000738,-0.7812941021567489
ACH-000746,-0.7487517427551197
ACH-000747,-0.769310425631694
ACH-000748,-0.5620671787797565
ACH-000753,-0.7539141806104626
ACH-000756,-0.5860464243384836
ACH-000757,-0.8187595222641412
ACH-000758,-0.6819353633113383
ACH-000760,-0.7505950108002188
ACH-000762,-0.6391166811130263
ACH-000763,-0.7848914578694856
ACH-000764,-0.6446659070719726
ACH-000765,-0.6613263961804071
ACH-000766,-0.6238350334011801
ACH-000767,-0.7084021863560724
ACH-000768,-0.5920116692093409
ACH-000769,-1.0797164317690502
ACH-000770,-0.5902498312741686
ACH-000771,-0.4939313153968538
ACH-000773,-0.4299430477547752
ACH-000776,-0.7597104571982749
ACH-000777,-0.6978057511749932
ACH-000778,-0.5541037179194168
ACH-000781,-0.9546877414426688
ACH-000782,-0.7068324886033281
ACH-000783,-0.4352663149518365
ACH-000784,-0.8844196400132678
ACH-000785,-0.6370556345571486
ACH-000787,-0.8738288829531828
ACH-000788,-0.6827816652423713
ACH-000791,-0.5085428309539837
ACH-000792,-0.3708172509781679
ACH-000794,-0.3140781424764671
ACH-000796,-0.7990037146215898
ACH-000798,-0.6130949538181729
ACH-000799,-0.6331988230959603
ACH-000800,-0.5951435211950007
ACH-000802,-0.4919260010559896
ACH-000804,-0.6859093650106632
ACH-000805,-0.6039080371989353
ACH-000809,-0.6095572870085012
ACH-000810,-0.7267013083250556
ACH-000811,-0.5870750514448668
ACH-000817,-0.6667062590611447
ACH-000819,-0.5875838536019388
ACH-000820,-0.9248463011817216
ACH-000821,-0.8937187264748847
ACH-000822,-0.5572433250902507
ACH-000823,-0.8433495885881239
ACH-000824,-0.6063526787647672
ACH-000827,-0.4410666284977996
ACH-000829,-0.7200362148539537
ACH-000831,-0.6728216635724859
ACH-000832,-0.5414525804855888
ACH-000833,-0.985465528376046
ACH-000834,-0.7756623502892492
ACH-000835,-0.6350067352871991
ACH-000836,-0.4311603599141224
ACH-000837,-0.3867574236549277
ACH-000838,-1.1214758075597064
ACH-000839,-0.3837115266248344
ACH-000840,-0.5512079062312085
ACH-000841,-0.5906423329724371
ACH-000843,-0.7844805765861771
ACH-000846,-0.8213251122185752
ACH-000847,-0.6824828729664324
ACH-000848,-1.00719469054681
ACH-000849,-1.0629624552340424
ACH-000851,-0.8809265233079363
ACH-000855,-0.8997126705686929
ACH-000856,-0.8675140747604627
ACH-000858,-0.8289075845713836
ACH-000859,-0.6129469407524497
ACH-000861,-0.7878096314406356
ACH-000862,-0.8530043025789493
ACH-000865,-0.7719857397329803
ACH-000866,-0.9462415758868368
ACH-000867,-0.4643686379816398
ACH-000869,-0.8618578650365601
ACH-000872,-0.5191310436363488
ACH-000873,-0.8213828461757918
ACH-000876,-0.9643821537597584
ACH-000878,-1.1643018354796444
ACH-000880,-0.6759565872414097
ACH-000881,-0.6638386704678143
ACH-000882,-0.5342380078494454
ACH-000884,-0.7326292148958237
ACH-000885,-0.7188947708653847
ACH-000887,-0.7614061271788338
ACH-000889,-0.6124516409782436
ACH-000896,-0.5065770546674927
ACH-000898,-0.7052769855139722
ACH-000900,-0.5295204890402374
ACH-000901,-0.7033563730136361
ACH-000905,-0.8738956511240696
ACH-000906,-0.7084673188151359
ACH-000907,-0.7399059581795829
ACH-000910,-0.8537856419637012
ACH-000911,-0.5790145336988168
ACH-000912,-0.4781044938378095
ACH-000913,-0.5942294321701799
ACH-000915,-0.749106696847409
ACH-000916,-0.5475770316580101
ACH-000917,-0.8791967202298583
ACH-000920,-0.5668154936186438
ACH-000921,-0.6050926717530084
ACH-000924,-0.7534826466256791
ACH-000926,-0.7934063712976313
ACH-000928,-0.5686936158536822
ACH-000929,-0.37702933220639584
ACH-000932,-0.6775855654368554
ACH-000935,-0.8662444092309275
ACH-000936,-0.7883775510834825
ACH-000937,-0.3900916403604359
ACH-000938,-0.8441047587198648
ACH-000939,-0.9112730383099914
ACH-000941,-0.6258867672994675
ACH-000943,-0.6976131954846229
ACH-000946,-0.5227361111846339
ACH-000947,-0.9242771984900952
ACH-000948,-0.6148314173683942
ACH-000950,-0.6579602270801982
ACH-000953,-0.31304266076442017
ACH-000954,-0.6750205251751682
ACH-000957,-0.7451667373164123
ACH-000958,-0.5144627740673137
ACH-000960,-0.6854936788781243
ACH-000963,-0.7026232895831049
ACH-000968,-0.904752646051738
ACH-000969,-0.8797046108940448
ACH-000972,-0.7300840893672159
ACH-000973,-0.3951167780423523
ACH-000974,-0.5024973365956956
ACH-000978,-0.6782580493513577
ACH-000984,-0.7640223953166513
ACH-000986,-0.6496233661928329
ACH-000988,-0.4695713495725658
ACH-000993,-0.3998595336617525
ACH-000994,-0.9799881874562952
ACH-000996,-0.47103565947039905
ACH-001001,-0.7962015675879961
ACH-001020,-0.721053360893265
ACH-001028,-0.9035747233519872
ACH-001031,-0.5713217147751387
ACH-001038,-0.7099933553636945
ACH-001048,-0.7826973407064051
ACH-001050,-0.8336114887849916
ACH-001053,-0.6401439776274036
ACH-001054,-0.6027106665503051
ACH-001061,-0.7215455954520422
ACH-001067,-0.6090409384450433
ACH-001075,-0.5118339173730435
ACH-001096,-0.8793239220081219
ACH-001111,-0.8668629966701078
ACH-001119,-0.542275120805644
ACH-001128,-0.5574234881796568
ACH-001134,-0.4993212870962119
ACH-001151,-0.6284116339838165
ACH-001163,-0.8556305807866623
ACH-001164,-0.5513936558606942
ACH-001183,-0.3861055004404608
ACH-001192,-0.5830598168711685
ACH-001193,-0.5268742287793395
ACH-001196,-0.8767606077520553
ACH-001197,-0.5240163638091612
ACH-001205,-0.5033769138171328
ACH-001211,-0.6103086657493738
ACH-001212,-0.6015122097936704
ACH-001228,-0.6951140079130204
ACH-001232,-0.4579705257987696
ACH-001239,-0.8568251283082393
ACH-001270,-0.6852942503002326
ACH-001274,-0.5439717963230538
ACH-001275,-0.8060841048374278
ACH-001277,-0.8306982791725918
ACH-001278,-0.5665654491406374
ACH-001280,-0.6919833766302811
ACH-001283,-0.8427347745963015
ACH-001289,-0.5746792319801158
ACH-001300,-0.7222113983518216
ACH-001301,-0.5957358299134428
ACH-001302,-0.9293477136382337
ACH-001306,-0.4769635477610797
ACH-001318,-0.7781389107430796
ACH-001322,-0.9806084367142264
ACH-001328,-0.5371320050134378
ACH-001332,-0.9084823783693812
ACH-001336,-0.7447429409248794
ACH-001346,-0.5965681934852286
ACH-001353,-0.3390702175748581
ACH-001354,-0.3485865461765915
ACH-001367,-0.6801078336115917
ACH-001368,-0.6411807141604323
ACH-001374,-0.5151624621302182
ACH-001377,-0.6914964526449301
ACH-001380,-0.8233915588212866
ACH-001391,-0.4145847108184752
ACH-001408,-0.4651399654976442
ACH-001430,-0.5647797010863704
ACH-001431,-0.6043764296535551
ACH-001450,-0.7848516683911149
ACH-001496,-0.8030364510049621
ACH-001500,-0.8463905144977475
ACH-001523,-0.5804198826915924
ACH-001532,-0.5903304727077751
ACH-001550,-0.7379869675215708
ACH-001552,-0.7550293594579269
ACH-001554,-0.5598983124681719
ACH-001654,-0.8966047154093258
ACH-001735,-0.6079628994633898
ACH-001736,-0.6187329176080847
ACH-001737,-0.4899350614809471
ACH-001740,-0.9498646319571828
ACH-001745,-0.7208069317005033
ACH-001765,-0.5570822610282318
