,POTEC (388468)
ACH-000900,-0.08986719867364462
ACH-000901,-0.11236272939810486
ACH-000905,-0.2346391022286847
ACH-000906,-0.1835123166805316
ACH-000907,-0.13922355029780628
ACH-000910,-0.33077244901626274
ACH-000911,-0.3916684970508678
ACH-000912,-0.3209530818051306
ACH-000913,-0.018155949222009218
ACH-000915,-0.06316259336204617
ACH-000916,-0.3655181530148231
ACH-000917,-0.2444627948488811
ACH-000920,-0.19190625366850286
ACH-000921,-0.1428176478567212
ACH-000924,-0.20647516201027769
ACH-000926,-0.2266429228809224
ACH-000928,-0.2790021388068738
ACH-000929,-0.07313244822697358
ACH-000932,-0.14583254721816666
ACH-000935,-0.17927630656846516
ACH-000936,-0.2625294870987757
ACH-000937,-0.4666205429163316
ACH-000938,-0.3383315867780829
ACH-000939,-0.4502406883033342
ACH-000941,-0.2954840465898496
ACH-000943,-0.21237053548841608
ACH-000946,-0.21604595471954996
ACH-000947,-0.3112379798972665
ACH-000948,-0.3033616671699639
ACH-000950,-0.2579044010769447
ACH-000953,-0.3276343903395221
ACH-000954,-0.3978420583666136
ACH-000957,-0.33099864353874225
ACH-000958,-0.1205614993220223
ACH-000960,-0.2547721499836733
ACH-000963,-0.4367232861142635
ACH-000968,-0.13571520044211782
ACH-000969,-0.23207319528517406
ACH-000972,-0.11801268836577967
ACH-000973,-0.3911774739193026
ACH-000974,-0.2577813866438492
ACH-000978,-0.4164610525527431
ACH-000984,-0.06053346094328326
ACH-000986,-0.25970954629461424
ACH-000988,-0.22026757900583704
ACH-000993,-0.1496084974878665
ACH-000994,-0.10820111448045544
ACH-000996,-0.023035958566802
ACH-001001,-0.31980609267082033
ACH-001020,-0.05001107630267998
ACH-001028,-0.11473742466702425
ACH-001031,0.4342791909260232
ACH-001038,-0.4163430173981374
ACH-001048,-0.20719269774430232
ACH-001050,-0.256734920877457
ACH-001053,-0.18432082086745336
ACH-001054,-0.1858022988758625
ACH-001061,-0.10546525040905028
ACH-001067,-0.31613346346756743
ACH-001075,-0.17268396513796136
ACH-001096,-0.08181778358393772
ACH-001111,-0.3515302205210327
ACH-001119,-0.4083046259083149
ACH-001128,-0.13882582757584214
ACH-001134,-0.3003773300996139
ACH-001151,-0.2957177875900789
ACH-001163,-0.2761193646229859
ACH-001164,-0.20935109093536766
ACH-001183,-0.23516728615459864
ACH-001192,-0.1170429049391173
ACH-001193,-0.3497467845913921
ACH-001196,-0.2585282694181352
ACH-001197,-0.12657848227369925
ACH-001205,-0.4322227782561789
ACH-001211,-0.1315285346358434
ACH-001212,-0.3392002279012349
ACH-001228,-0.4340003193066915
ACH-001232,-0.2527415512702351
ACH-001239,-0.07499059891432441
ACH-001270,-0.16495239237000278
ACH-001274,-0.2490122706817426
ACH-001275,-0.20979294707957474
ACH-001277,-0.3644300080127634
ACH-001278,-0.15428046131357565
ACH-001280,-0.4898797442355583
ACH-001283,-0.24728643459437205
ACH-001289,-0.13310437864460833
ACH-001300,-0.26360737865090417
ACH-001301,-0.21961908477784106
ACH-001302,-0.23166351960176146
ACH-001306,-0.2056301179698368
ACH-001318,-0.3697833838560426
ACH-001322,-0.11936093126984945
ACH-001328,-0.2992228043550816
ACH-001332,-0.3346422873133616
ACH-001336,-0.4651313189498177
ACH-001346,-0.24402489073724784
ACH-001353,-0.28320008679955394
ACH-001354,-0.2554111901936866
ACH-001367,-0.18610065726202946
ACH-001368,-0.3907807988068659
ACH-001374,-0.32765401874430433
ACH-001377,-0.25194253611569384
ACH-001380,-0.28879347205893324
ACH-001391,-0.2520066620247855
ACH-001408,-0.2145908058653456
ACH-001430,-0.12373826668093812
ACH-001431,-0.1650427219614883
ACH-001450,-0.32399368628163644
ACH-001496,-0.0041411157345608105
ACH-001500,-0.17418430360977916
ACH-001523,-0.21021693483522144
ACH-001532,-0.2258197803667825
ACH-001550,-0.2022309658761842
ACH-001552,-0.3052250611143626
ACH-001554,-0.2820798298469345
ACH-001654,-0.2765896768587957
ACH-001735,-0.24397532462566085
ACH-001736,-0.3061151345594677
ACH-001737,-0.4001978678739948
ACH-001740,-0.3945525599219061
ACH-001745,-0.15116331953812315
ACH-001765,-0.3757967339402543
