,ALG1L (200810)
ACH-000619,-0.5464507884435761
ACH-000620,-0.485402945121824
ACH-000621,-0.5965391253972095
ACH-000622,-0.7492900308208791
ACH-000623,-0.493843979731741
ACH-000624,-0.6591712052554477
ACH-000627,-0.4034090351826348
ACH-000630,-0.6160483321063839
ACH-000631,-0.5417352034786354
ACH-000632,-0.6143033127920945
ACH-000633,-0.43477633507891017
ACH-000637,-0.7627678126485091
ACH-000638,-0.4580836499804651
ACH-000646,-0.6098267359984464
ACH-000647,-0.667402379911036
ACH-000648,-0.5962397054367966
ACH-000649,-0.6248147070554645
ACH-000651,-0.5653033843802393
ACH-000652,-0.6048978766836421
ACH-000653,-0.6956685346566311
ACH-000657,-0.7379365274193926
ACH-000658,-0.6379628786319099
ACH-000661,-0.4546256523579714
ACH-000662,-0.543840704519029
ACH-000663,-0.6584631338895329
ACH-000665,-0.6375907307289721
ACH-000671,-0.5646526594543004
ACH-000672,-0.4662374023782714
ACH-000673,-0.6657790774010813
ACH-000676,-0.4554547678636864
ACH-000677,-0.4803348310945275
ACH-000681,-0.5202669817000886
ACH-000683,-0.6019748323937905
ACH-000684,-0.5853891558026275
ACH-000688,-0.5853512749201523
ACH-000693,-0.6190806786650687
ACH-000694,-0.5155555184720227
ACH-000695,-0.44084635897776203
ACH-000696,-0.7999902004949785
ACH-000697,-0.5150788130752433
ACH-000699,-0.6791353076467875
ACH-000701,-0.6802518912679884
ACH-000706,-0.5131387152204953
ACH-000711,-0.4984365941049686
ACH-000713,-0.6334195708003182
ACH-000714,-0.4869379737406752
ACH-000718,-0.7846192348420596
ACH-000720,-0.677371136206532
ACH-000721,-0.6305285675171194
ACH-000724,-0.6902313399780937
ACH-000725,-0.4747659804834492
ACH-000732,-0.6180724358715985
ACH-000734,-0.5727926332977655
ACH-000735,-0.6954063900427666
ACH-000736,-0.6950966716808371
ACH-000738,-0.545946380677739
ACH-000746,-0.4950980180648169
ACH-000747,-0.6528584648764388
ACH-000748,-0.6647234127863834
ACH-000753,-0.5138465295328959
ACH-000756,-0.8977851257405283
ACH-000757,-0.5828169449163328
ACH-000758,-0.5415246527712506
ACH-000760,-0.6292493701213885
ACH-000762,-0.6050348156162241
ACH-000763,-0.8798917448391621
ACH-000764,-0.6605726584081258
ACH-000765,-0.6394209025934451
ACH-000766,-0.5445812932420196
ACH-000767,-0.38333293276626096
ACH-000768,-0.6796297266395841
ACH-000769,-0.6057228129684217
ACH-000770,-0.6484540965259672
ACH-000771,-0.6740601705642599
ACH-000773,-0.5541630882607618
ACH-000776,-0.5792524351675792
ACH-000777,-0.5914698502342436
ACH-000778,-0.8220926880114369
ACH-000781,-0.651556817345345
ACH-000782,-0.5035773416409285
ACH-000783,-0.6200963585094511
ACH-000784,-0.5097894170559504
ACH-000785,-0.6996901602702055
ACH-000787,-0.6078256736448346
ACH-000788,-0.7385048315462859
ACH-000791,-0.5790080886664704
ACH-000792,-0.6775631069620179
ACH-000794,-0.6379768538793964
ACH-000796,-0.7081272578668057
ACH-000798,-0.9333076935514854
ACH-000799,-0.6337483287010578
ACH-000800,-0.7593753724187804
ACH-000802,-0.7713097642937738
ACH-000804,-0.5969936963671297
ACH-000805,-0.5473500404379135
ACH-000809,-0.6756291198829811
ACH-000810,-0.3503496605338673
ACH-000811,-0.5843906464248169
ACH-000817,-0.5406471439335807
ACH-000819,-0.5233008045592733
ACH-000820,-0.7996778403785133
ACH-000821,-0.6964601848209357
ACH-000822,-0.6445460558663737
ACH-000823,-0.4279348864342306
ACH-000824,-0.657071917395853
ACH-000827,-0.7070715256208064
ACH-000829,-0.8093491279956075
ACH-000831,-0.6238358173151284
ACH-000832,-0.600828892085641
ACH-000833,-0.6774123170678958
ACH-000834,-0.486424579911748
ACH-000835,-0.6243951577024083
ACH-000836,-0.7621457929075249
ACH-000837,-0.4448467782272457
ACH-000838,-0.4049716442169724
ACH-000839,-0.6595288363450994
ACH-000840,-0.5761137297535082
ACH-000841,-0.5910401988748571
ACH-000843,-0.6668358247935318
ACH-000846,-0.8564070116161325
ACH-000847,-0.4780525491350123
ACH-000848,-0.5813313066651284
ACH-000849,-0.7186886994774102
ACH-000851,-0.7081466997576408
ACH-000855,-0.6753205100269188
ACH-000856,-0.5436641555730459
ACH-000858,-0.6319948748703209
ACH-000859,-0.4927451958639306
ACH-000861,-0.6290583500664426
ACH-000862,-0.6823714205480212
ACH-000865,-0.591590240672302
ACH-000866,-0.5532443927702794
ACH-000867,-0.6584745256068543
ACH-000869,-0.5158779173449444
ACH-000872,-0.5173906730316283
ACH-000873,-0.6537532477274234
ACH-000876,-0.61144244490831
ACH-000878,-0.6460252488901955
ACH-000880,-0.5982865156035803
ACH-000881,-0.6048465541723876
ACH-000882,-0.60624384300567
ACH-000884,-0.8276770965766848
ACH-000885,-0.5292887690367577
ACH-000887,-0.5863675975010421
ACH-000889,-0.6424042761932257
ACH-000896,-0.7666977636615816
ACH-000898,-0.5736522945133433
ACH-000900,-0.5350339380417832
ACH-000901,-0.6342307040437924
ACH-000905,-0.5959061024052523
ACH-000906,-0.6653910068277621
ACH-000907,-0.5432256394659878
ACH-000910,-0.491494677609143
ACH-000911,-0.6917486137554836
ACH-000912,-0.6402891752334698
ACH-000913,-0.5451106169299827
ACH-000915,-0.7172208366277777
ACH-000916,-0.8724644231269848
ACH-000917,-0.5803273624287368
ACH-000920,-0.7834148658269336
ACH-000921,-0.6970290581174755
ACH-000924,-0.6683088589668038
ACH-000926,-0.7147996244476055
ACH-000928,-0.8017640355808391
ACH-000929,-0.7725390857561463
ACH-000932,-0.5218111102521081
ACH-000935,-0.7293931347626852
ACH-000936,-0.6729211969024699
ACH-000937,-0.7653530186760028
ACH-000938,-0.7050489945369833
ACH-000939,-0.5292183349400452
ACH-000941,-0.6276732528504687
ACH-000943,-0.5424298681916145
ACH-000946,-0.5988071670179402
ACH-000947,-0.5915747654373347
ACH-000948,-0.6001970583913322
ACH-000950,-0.5129140991138761
ACH-000953,-0.6285836869193608
ACH-000954,-0.2912277281435088
ACH-000957,-0.7744984442484559
ACH-000958,-0.5953085695458802
ACH-000960,-0.7705707830733199
ACH-000963,-0.7971667257399729
ACH-000968,-0.5149900729127606
ACH-000969,-0.6119665284842141
ACH-000972,-0.8779105496984183
ACH-000973,-0.6615356851810734
ACH-000974,-0.6864710141041274
ACH-000978,-0.7758204983226462
ACH-000984,-0.7562065387258048
ACH-000986,-0.6333261351553308
ACH-000988,-0.4304656354018269
ACH-000993,-0.5156617727550494
ACH-000994,-0.7089571752176524
ACH-000996,-0.7285877733979551
ACH-001001,-0.6538295196151876
ACH-001020,-0.6732568881399948
ACH-001028,-0.4959549385459081
ACH-001031,-0.7345218719464984
ACH-001038,-0.8522049576393207
ACH-001048,-0.6283408329483868
ACH-001050,-0.4849135308492437
ACH-001053,-0.670967660854511
ACH-001054,-0.4888011812823775
ACH-001061,-0.6476153640453771
ACH-001067,-0.5684419917763974
ACH-001075,-0.3541668225228819
ACH-001096,-0.4811070749161842
ACH-001111,-0.7559374961990228
ACH-001119,-0.5142795189957254
ACH-001128,-0.4692098529794555
ACH-001134,-0.4681823518019931
ACH-001151,-0.4867517872743361
ACH-001163,-0.5449089061782746
ACH-001164,-0.6056464978233788
ACH-001183,-0.5568530759078058
ACH-001192,-0.4903720441947618
ACH-001193,-0.5598567704028485
ACH-001196,-0.6474159379012352
ACH-001197,-0.7116866055003346
ACH-001205,-0.6528341433403932
ACH-001211,-0.6150960367708453
ACH-001212,-0.5898802414273343
ACH-001228,-0.6759093911490985
ACH-001232,-0.6790426361183363
ACH-001239,-0.6308675507927612
ACH-001270,-0.4874095353453725
ACH-001274,-0.5065697801351619
ACH-001275,-0.4363590842794225
ACH-001277,-0.5891435796657866
ACH-001278,-0.5029739922161083
ACH-001280,-0.8953497913625991
ACH-001283,-0.3395266808746198
ACH-001289,-0.4486656187219154
ACH-001300,-0.5009158321371527
ACH-001301,-0.5882339991055626
ACH-001302,-0.5249789979025785
ACH-001306,-0.4863614151346503
ACH-001318,-0.5094286148533383
ACH-001322,-0.25760873321207844
ACH-001328,-0.6018678965864757
ACH-001332,-0.4174876799309981
ACH-001336,-0.6830480203096227
ACH-001346,-0.5020856318999324
ACH-001353,-0.6132175797280686
ACH-001354,-0.55622332596195
ACH-001367,-0.4988242438925654
ACH-001368,-0.7042276960199751
ACH-001374,-0.8790119084093349
ACH-001377,-0.6343984318632035
ACH-001380,-0.8183929793555077
ACH-001391,-0.3579703325805231
ACH-001408,-0.8332775348702242
ACH-001430,-0.8825970862489428
ACH-001431,-0.4941999330823446
ACH-001450,-0.8052916090969943
ACH-001496,-0.7717568861647432
ACH-001500,-0.4034115369686473
ACH-001523,-0.7967463023638096
ACH-001532,-0.5145396756839163
ACH-001550,-0.6076249401757904
ACH-001552,-0.5285401598811351
ACH-001554,-0.540277846735404
ACH-001654,-0.6146811619642272
ACH-001735,-0.650915985219463
ACH-001736,-0.635508239333809
ACH-001737,-0.7746302434022719
ACH-001740,-0.5465333652507028
ACH-001745,-0.5470445590356418
ACH-001765,-0.4689593009105048
