,ISG20L2 (81875)
ACH-000302,-0.4556506558305977
ACH-000304,-0.6888210374435879
ACH-000307,-0.7188776289216515
ACH-000308,-0.4863480390450322
ACH-000310,-0.337029900584288
ACH-000311,-0.5963606092573747
ACH-000312,-0.5205561006663388
ACH-000315,-0.6853681564926488
ACH-000316,-0.5192778575105615
ACH-000317,-0.5796046879502564
ACH-000318,-0.6330764625433069
ACH-000319,-0.4465029331390056
ACH-000320,-0.6081398002437833
ACH-000322,-0.6428189318158849
ACH-000323,-0.5836519160995354
ACH-000324,-0.5159169282474737
ACH-000329,-0.5318947454648655
ACH-000330,-0.3440756469100671
ACH-000331,-0.5864821538629827
ACH-000332,-0.5950536020083613
ACH-000334,-0.6123629996439262
ACH-000335,-0.5598881357185161
ACH-000336,-0.6073100390011001
ACH-000337,-0.5815239232368271
ACH-000338,-0.44716186695249294
ACH-000339,-0.4280912046483986
ACH-000341,-0.6423691071011399
ACH-000348,-0.4738904110778042
ACH-000350,-0.4057797642622731
ACH-000352,-0.5316184464643909
ACH-000356,-0.5118676168513376
ACH-000361,-0.2407030963084625
ACH-000362,-0.5225574321711097
ACH-000363,-0.5632803418610393
ACH-000364,-0.6031604865720273
ACH-000365,-0.5201070150395006
ACH-000366,-0.4040999108595174
ACH-000368,-0.6641733245333357
ACH-000374,-0.4388076934439089
ACH-000375,-0.7253238737785519
ACH-000376,-0.6011426886509169
ACH-000381,-0.6649904911021605
ACH-000383,-0.4370311146226424
ACH-000387,-0.6679902539767514
ACH-000389,-0.5330106027217647
ACH-000390,-0.35065226619178624
ACH-000393,-0.4581643702284215
ACH-000395,-0.35962572636234663
ACH-000396,-0.709903600081713
ACH-000397,-0.5996150521452762
ACH-000401,-0.5668666662705053
ACH-000402,-0.5106982503486582
ACH-000403,-0.5053538902126439
ACH-000404,-0.7479696636310721
ACH-000406,-0.4403529426445096
ACH-000407,-0.4482466024430216
ACH-000408,-0.2642889886465377
ACH-000410,-0.5977051860072196
ACH-000411,-0.6009612723231089
ACH-000414,-0.5152584920121807
ACH-000415,-0.3964137122905533
ACH-000416,-0.5305975636348503
ACH-000420,-0.4486330874661437
ACH-000421,-0.6291334343518764
ACH-000424,-0.3807765117219193
ACH-000425,-0.7470935399314228
ACH-000426,-0.9019439896499866
ACH-000427,-0.456735468539441
ACH-000433,-0.2520563655754527
ACH-000435,-0.4708638785224927
ACH-000436,-0.5763739789577224
ACH-000444,-0.55053595228756
ACH-000445,-0.5081589578065963
ACH-000448,-0.5175920732301014
ACH-000450,-0.4841361919509415
ACH-000452,-0.40346937344762496
ACH-000454,-0.603750034500855
ACH-000458,-0.7223105795195958
ACH-000459,-0.5777225556260405
ACH-000460,-0.4705780274986052
ACH-000461,-0.5560331750418537
ACH-000463,-0.689000168683784
ACH-000464,-0.4284401377568743
ACH-000466,-0.4753245270625376
ACH-000467,-0.4795451964914877
ACH-000468,-0.3582836294479487
ACH-000469,-0.5050157268328039
ACH-000470,-0.6444095204112147
ACH-000471,-0.36163391772782016
ACH-000472,-0.37096153634549534
ACH-000473,-0.6159203691652777
ACH-000475,-0.5377916779690183
ACH-000476,-0.3262324823913572
ACH-000477,-0.7606615386547658
ACH-000479,-0.2648338117423397
ACH-000480,-0.5846661455028792
ACH-000481,-0.5957896463889734
ACH-000483,-0.5098074647530031
ACH-000484,-0.6777003111524801
ACH-000485,-0.594670173918756
ACH-000486,-0.6152413577382407
ACH-000487,-0.3089424144338921
ACH-000488,-0.4383295017776482
ACH-000490,-0.5393686280703813
ACH-000491,-0.4828236214645237
ACH-000495,-0.4629927719181515
ACH-000496,-0.5179945739938834
ACH-000499,-0.6565596766881399
ACH-000500,-0.25104514691189306
ACH-000502,-0.483030918016916
ACH-000503,-0.3530825873914511
ACH-000505,-0.6566137764294625
ACH-000507,-0.4242017780148712
ACH-000510,-0.5714609420979626
ACH-000511,-0.6277173139880478
ACH-000512,-0.5847810690927345
ACH-000516,-0.3656678657511441
ACH-000517,-0.5673436914828278
ACH-000518,-0.3698954174166713
ACH-000520,-0.3977443852719821
ACH-000521,-0.5581984341183408
ACH-000522,-0.5936612874062461
ACH-000524,-0.5694007479938847
ACH-000527,-0.579403407653653
ACH-000528,-0.5538380933958374
ACH-000537,-0.22811227035162876
ACH-000541,-0.2657306282844769
ACH-000542,-0.491782494101107
ACH-000544,-0.4411255701904648
ACH-000545,-0.5449423011534257
ACH-000547,-0.541171091051769
ACH-000548,-0.6045196364486858
ACH-000549,-0.5390087947945057
ACH-000550,-0.4929069386980536
ACH-000552,-0.6889195624372889
ACH-000556,-0.4582643232749941
ACH-000557,-0.2817093474466319
ACH-000569,-0.5022990276399125
ACH-000570,-0.3285683583319401
ACH-000571,-0.4942357598630013
ACH-000573,-0.5781089021154284
ACH-000576,-0.38775643069484417
ACH-000579,-0.6378130852757012
ACH-000580,-0.7734608430171458
ACH-000584,-0.6306788066803558
ACH-000585,-0.5263997976513242
ACH-000588,-0.4686863504564456
ACH-000589,-0.6357447024364303
ACH-000591,-0.4557214232414519
ACH-000593,-0.4778509752241017
ACH-000600,-0.4407390404967201
ACH-000601,-0.4184384943479063
ACH-000605,-0.3788998964597741
ACH-000606,-0.5225102713191269
ACH-000608,-0.5604692570919313
ACH-000614,-0.6199107079653153
ACH-000616,-0.5701616684972931
ACH-000618,-0.6041202186592151
ACH-000619,-0.3978281629268836
ACH-000620,-0.5219303599895898
ACH-000621,-0.5182971192114839
ACH-000622,-0.5654532994550096
ACH-000623,-0.5396521491330061
ACH-000624,-0.6342384535262169
ACH-000627,-0.6830003157893828
ACH-000630,-0.4941933354622602
ACH-000631,-0.3206474747409229
ACH-000632,-0.4671035606912421
ACH-000633,-0.3324454338392755
ACH-000637,-0.4532874100193514
ACH-000638,-0.2718881007795476
ACH-000646,-0.5628869276544803
ACH-000647,-0.4880904586752161
ACH-000648,-0.478534012707275
ACH-000649,-0.4802391471381425
ACH-000651,-0.5619784599935785
ACH-000652,-0.2994560912579701
ACH-000653,-0.4350251216192002
ACH-000657,-0.5382965150669908
ACH-000658,-0.5330995339214097
ACH-000661,-0.5835150290883802
ACH-000662,-0.4100549072625987
ACH-000663,-0.6284404433638929
ACH-000665,-0.5094697933617703
ACH-000671,-0.4889588485117121
ACH-000672,-0.4192278684500053
ACH-000673,-0.6232602434410336
ACH-000676,-0.7905036791191357
ACH-000677,-0.5134005156245997
ACH-000681,-0.4585022198375622
ACH-000683,-0.534322380414137
ACH-000684,-0.389011639954964
ACH-000688,-0.3820768896317186
ACH-000693,-0.5710466861906687
ACH-000694,-0.4662687274912925
ACH-000695,-0.7769989997102617
ACH-000696,-0.6766329732232683
ACH-000697,-0.4003068280352537
ACH-000699,-0.5821005908656219
ACH-000701,-0.5512560258537134
ACH-000706,-0.386454622383038
ACH-000711,-0.5923221803692483
ACH-000713,-0.6235834746671981
ACH-000714,-0.2440007246656727
ACH-000718,-0.5134093501748095
ACH-000720,-0.5135967400476213
ACH-000721,-0.5485647184245446
ACH-000724,-0.3943027501617747
ACH-000725,-0.32808096069524434
ACH-000732,-0.5171709733230057
ACH-000734,-0.3708602597352105
ACH-000735,-0.7860228641391306
ACH-000736,-0.6341740381904191
ACH-000738,-0.5014725256911081
ACH-000746,-0.3423155936262274
ACH-000747,-0.5800417693136463
ACH-000748,-0.8099961575137733
ACH-000753,-0.4473046881094093
ACH-000756,-0.5536572194997262
ACH-000757,-0.5107020070407952
ACH-000758,-0.5926524755505235
ACH-000760,-0.6387002033707573
ACH-000762,-0.4802477526200784
ACH-000763,-0.7076447198567825
ACH-000764,-0.6465811599711391
ACH-000765,-0.6656400579588896
ACH-000766,-0.5316366229540667
ACH-000767,-0.460615485919244
ACH-000768,-0.5337746242919222
ACH-000769,-0.518816814944768
ACH-000770,-0.576006051625749
ACH-000771,-0.6289892952924857
ACH-000773,-0.32005061726944595
ACH-000776,-0.6186108955673879
ACH-000777,-0.3445419017630741
ACH-000778,-0.4697052641955651
ACH-000781,-0.5855086859112106
ACH-000782,-0.3539844127662863
ACH-000783,-0.4144384439027799
ACH-000784,-0.539782337338702
ACH-000785,-0.4594280462758221
ACH-000787,-0.4691932316472064
ACH-000788,-0.5428582792763892
ACH-000791,-0.5943985257008796
ACH-000792,-0.32349886031166275
ACH-000794,-0.4116862264549612
ACH-000796,-0.5059252415023254
ACH-000798,-0.7704613737697541
ACH-000799,-0.5002734140970778
ACH-000800,-0.4283074548737165
ACH-000802,-0.5965628335188065
ACH-000804,-0.2522582233249688
ACH-000805,-0.5682346946880754
ACH-000809,-0.4162713149840619
ACH-000810,-0.5261399290890896
ACH-000811,-0.644512155919865
ACH-000817,-0.4683816747305732
ACH-000819,-0.6829301330353228
ACH-000820,-0.5124835847064753
ACH-000821,-0.4933621025164969
ACH-000822,-0.6077787077497457
ACH-000823,-0.5133870151200162
ACH-000824,-0.3113094891326086
ACH-000827,-0.6274985638395992
ACH-000829,-0.4713783616244193
ACH-000831,-0.3725828596562893
ACH-000832,-0.5257273874690452
ACH-000833,-0.4062808813290493
ACH-000834,-0.5628821935828274
ACH-000835,-0.5535755302002595
ACH-000836,-0.5562376104456463
ACH-000837,-0.5502797792913084
ACH-000838,-0.3977568990637945
ACH-000839,-0.5257511352067042
ACH-000840,-0.7099480683845528
ACH-000841,-0.4119178857568211
ACH-000843,-0.5462690288165021
ACH-000846,-0.5962639028118855
ACH-000847,-0.3364279323574844
ACH-000848,-0.5029911379924333
ACH-000849,-0.5248428687193716
ACH-000851,-0.6295684668164044
ACH-000855,-0.9114108626995449
ACH-000856,-0.4990628698850834
ACH-000858,-0.5931350597933842
ACH-000859,-0.43481745578209136
ACH-000861,-0.514732852268595
ACH-000862,-0.5102230913404134
ACH-000865,-0.620564596520157
ACH-000866,-0.4763908970129921
ACH-000867,-0.4330557719845915
ACH-000869,-0.6776017801694714
ACH-000872,-0.5456449846606594
ACH-000873,-0.2745944415542433
ACH-000876,-0.6465735123817261
ACH-000878,-0.471299008724624
ACH-000880,-0.5846069730053164
ACH-000881,-0.5924703481254422
ACH-000882,-0.5836888119577286
ACH-000884,-0.6992295078600177
ACH-000885,-0.6826159416291132
ACH-000887,-0.4232139915248122
ACH-000889,-0.41068773127830216
ACH-000896,-0.31173028544070386
ACH-000898,-0.6703098053369101
ACH-000900,-0.4885986878588482
ACH-000901,-0.6029806099783285
ACH-000905,-0.4963477746371662
ACH-000906,-0.5144028419926271
ACH-000907,-0.6243964918099567
ACH-000910,-0.4663359402203498
ACH-000911,-0.4944013477550569
ACH-000912,-0.4880363809875264
ACH-000913,-0.41029449673629537
ACH-000915,-0.5552888599543457
ACH-000916,-0.5452057167325357
ACH-000917,-0.5833850971159746
ACH-000920,-0.3922143869068905
ACH-000921,-0.6762120475380796
ACH-000924,-0.4838125459208367
ACH-000926,-0.6113897759528795
ACH-000928,-0.4613797484548438
ACH-000929,-0.6482531991365797
ACH-000932,-0.5609735173824618
ACH-000935,-0.3673768724766083
ACH-000936,-0.6566315536633045
ACH-000937,-0.3220787971024128
ACH-000938,-0.3887182704995999
ACH-000939,-0.6300353558063344
ACH-000941,-0.5192817600058165
ACH-000943,-0.7497106548916429
ACH-000946,-0.4237510427139069
ACH-000947,-0.6689829541749492
ACH-000948,-0.6444316554163333
ACH-000950,-0.42852548443445504
ACH-000953,-0.3992461206502068
ACH-000954,-0.5477205209245213
ACH-000957,-0.6694282308040387
ACH-000958,-0.545976261233857
ACH-000960,-0.4416927705932139
ACH-000963,-0.5676414068535703
ACH-000968,-0.6434414669421469
ACH-000969,-0.8024940401587195
ACH-000972,-0.6713355198072936
ACH-000973,-0.6355179379021796
ACH-000974,-0.4587729397273616
ACH-000978,-0.2791158246363063
ACH-000984,-0.6756679999132761
ACH-000986,-0.5247418282173438
ACH-000988,-0.6387497086660484
ACH-000993,-0.5650749415390183
ACH-000994,-0.6146655835870849
ACH-000996,-0.5601426792091388
ACH-001001,-0.38485822396367103
ACH-001020,-0.4549167981097749
ACH-001028,-0.4483186440034603
ACH-001031,-0.5538189447926332
ACH-001038,-0.3614372049576117
ACH-001048,-0.5779550226644914
ACH-001050,-0.6405133090796699
ACH-001053,-0.5746318917259063
ACH-001054,-0.5046248847781828
ACH-001061,-0.6923577796037402
ACH-001067,-0.7161365802407231
ACH-001075,-0.6038275588217615
ACH-001096,-0.35702836456980824
ACH-001111,-0.4368010533526445
ACH-001119,-0.6202940825897117
ACH-001128,-0.655634424875896
ACH-001134,-0.5273236318615663
ACH-001151,-0.5967122052327792
ACH-001163,-0.5362565521237478
ACH-001164,-0.401363300717778
ACH-001183,-0.7023115169828003
ACH-001192,-0.5678746437555722
ACH-001193,-0.6277308073259695
ACH-001196,-0.4145790178675857
ACH-001197,-0.5962331068196245
ACH-001205,-0.42746482317231854
ACH-001211,-0.4972024622701101
ACH-001212,-0.5184540634134636
ACH-001228,-0.4024569311099129
ACH-001232,-0.43430885962570537
ACH-001239,-0.5804618256008903
ACH-001270,-0.6071397447380561
ACH-001274,-0.6200015895067785
ACH-001275,-0.6410382757183257
ACH-001277,-0.652198335722839
ACH-001278,-0.587874285656522
ACH-001280,-0.6010052215735692
ACH-001283,-0.7626872460110661
ACH-001289,-0.6486439759050504
ACH-001300,-0.4878435267709788
ACH-001301,-0.3662909315447608
ACH-001302,-0.7227038339805922
ACH-001306,-0.6486595087373117
ACH-001318,-0.5872472271347559
ACH-001322,-0.8053008120190669
ACH-001328,-0.5507538918606818
ACH-001332,-0.5538482062523322
ACH-001336,-0.5645808980084895
ACH-001346,-0.4604383941704925
ACH-001353,-0.6301672563294807
ACH-001354,-0.4268904316101229
ACH-001367,-0.5030806727805321
ACH-001368,-0.5226829353810247
ACH-001374,-0.6817980796395058
ACH-001377,-0.4384305446301282
ACH-001380,-0.4478891353122022
ACH-001391,-0.4714573465243848
ACH-001408,-0.3296506654319214
ACH-001430,-0.5016920165112188
ACH-001431,-0.661758531327338
ACH-001450,-0.6165005673087487
ACH-001496,-0.3988387613258447
ACH-001500,-0.3617690408699581
ACH-001523,-0.3829024905501856
ACH-001532,-0.5665942056614447
ACH-001550,-0.4540846454570768
ACH-001552,-0.6859426121337862
ACH-001554,-0.5169176940399071
ACH-001654,-0.5003772693589071
ACH-001735,-0.3574147520664106
ACH-001736,-0.4493763076800479
ACH-001737,-0.34417906928979264
ACH-001740,-0.3917980546195135
ACH-001745,-0.2867972926577201
ACH-001765,-0.4912891733991472
