,CCT6B (10693)
ACH-000389,-0.01921109578298107
ACH-000390,-0.12776893055151986
ACH-000393,0.04973144214078142
ACH-000395,-0.00812269620958075
ACH-000396,-0.006933340541092081
ACH-000397,-0.09652450888400682
ACH-000401,-0.10876203426283068
ACH-000402,-0.15839406356765814
ACH-000403,-0.1485843851015165
ACH-000404,-0.1894448048652911
ACH-000406,-0.14927075786322658
ACH-000407,-0.1632819675044949
ACH-000408,-0.011610078588966751
ACH-000410,-0.2332131461059131
ACH-000411,-0.16059722258252754
ACH-000414,-0.02287771637222569
ACH-000415,-0.21756763123779888
ACH-000416,-0.08296084888797378
ACH-000420,-0.23245194133498415
ACH-000421,-0.12220362608822286
ACH-000424,-0.013509859400026776
ACH-000425,-0.1638247782054363
ACH-000426,0.056105944169509286
ACH-000427,-0.09349175431059356
ACH-000433,-0.2704732513074419
ACH-000435,0.13194541080790947
ACH-000436,-0.2155299633371138
ACH-000444,-0.17047403161881453
ACH-000445,-0.09171364331672116
ACH-000448,-0.15777799056413744
ACH-000450,0.05095327987838134
ACH-000452,-0.15916791998837596
ACH-000454,-0.02586123227138409
ACH-000458,-0.030057763795760032
ACH-000459,-0.2449244559512875
ACH-000460,-0.1879144012248264
ACH-000461,-0.08241397730857236
ACH-000463,-0.014352275620682737
ACH-000464,0.09765346476517434
ACH-000466,-0.15002608604202633
ACH-000467,-0.2281475778351827
ACH-000468,-0.08572458664814228
ACH-000469,-0.13141446159400585
ACH-000470,0.014027596854750142
ACH-000471,-0.13525344694567215
ACH-000472,-0.13531879629725435
ACH-000473,0.05185947071153615
ACH-000475,-0.09910048960009077
ACH-000476,-0.16376356408610931
ACH-000477,0.2127281401630739
ACH-000479,0.1950367849313793
ACH-000480,-0.04861040818457031
ACH-000481,-0.08523075217865947
ACH-000483,-0.08190421429038656
ACH-000484,0.0213609469898374
ACH-000485,-0.00303636392580152
ACH-000486,-0.02602574536734276
ACH-000487,-0.20016687664505967
ACH-000488,-0.06176786659297625
ACH-000490,-0.2009304737418464
ACH-000491,-0.14271659658274416
ACH-000495,-0.19341615593906644
ACH-000496,-0.06638108805025295
ACH-000499,-0.2050882296019393
ACH-000500,0.1588252964534389
ACH-000502,-0.05181932127508922
ACH-000503,0.24851064382630736
ACH-000505,-0.026456675158503355
ACH-000507,-0.12212073620911792
ACH-000510,-0.12775581985022086
ACH-000511,-0.15833775482487109
ACH-000512,-0.08439133749354702
ACH-000516,-0.22880101121230195
ACH-000517,-0.12602412289152104
ACH-000518,-0.0968940685832972
ACH-000520,-0.060952525953335626
ACH-000521,-0.13885355211443576
ACH-000522,-0.0982661322380956
ACH-000524,-0.1055592799034831
ACH-000527,-0.08349167879643965
ACH-000528,-0.17360319334641516
ACH-000537,-0.14558485541629734
ACH-000541,-0.2809708408166161
ACH-000542,0.06833843474208746
ACH-000544,-0.06748048035245117
ACH-000545,-0.06637264728348324
ACH-000547,-0.2326317943018097
ACH-000548,-0.061675005831017385
ACH-000549,-0.0762489666832776
ACH-000550,-0.09770599144195123
ACH-000552,-0.08822967313822566
ACH-000556,-0.12464533103027332
ACH-000557,-0.049145050719952586
ACH-000569,-0.07196472056825423
ACH-000570,-0.14490042408296108
ACH-000571,-0.09709796238644244
ACH-000573,-0.16224833776442474
ACH-000576,-0.1229914327056675
ACH-000579,-0.31451274318937045
ACH-000580,-0.12403591931053908
ACH-000584,-0.0967494810060306
ACH-000585,-0.06659744416509562
ACH-000588,0.018239633292685468
ACH-000589,-0.1663230465683808
ACH-000591,-0.1813772975491169
ACH-000593,-0.18498069830045524
ACH-000600,-0.09308441438645357
ACH-000601,-0.12527248839667007
ACH-000605,-0.08406812850466483
ACH-000606,-0.16154788064011047
ACH-000608,-0.20761509505800552
ACH-000614,-0.04891758204802215
ACH-000616,-0.08693699148573357
ACH-000618,-0.0799171360510411
ACH-000619,-0.0923513869831334
ACH-000620,-0.16084250358507726
ACH-000621,-0.17227216031025064
ACH-000622,-0.04844712217364503
ACH-000623,-0.09540669693086694
ACH-000624,-0.1455993607474757
ACH-000627,-0.16133715674910207
ACH-000630,-0.11109521508442613
ACH-000631,-0.09345720215697864
ACH-000632,-0.1711824189497319
ACH-000633,-0.08447919170900116
ACH-000637,-0.2181498517535373
ACH-000638,-0.1792398039830937
ACH-000646,-0.11409245401842827
ACH-000647,-0.17755381521469915
ACH-000648,-0.06962252611417666
ACH-000649,-0.10374775866580928
ACH-000651,-0.1444564529427145
ACH-000652,-0.19121734666207
ACH-000653,-0.10311459669400204
ACH-000657,-0.013255711244760512
ACH-000658,-0.09858414674324162
ACH-000661,-3.032760200478126e-06
ACH-000662,-0.2663406943837027
ACH-000663,-0.20967213172041385
ACH-000665,0.055849757724984635
ACH-000671,0.010054102459845459
ACH-000672,-0.16104642473157885
ACH-000673,-0.1053510540301872
ACH-000676,-0.17198985286624235
ACH-000677,-0.2100831547162964
ACH-000681,-0.15493646646174247
ACH-000683,-0.10319092113035803
ACH-000684,-0.2561444776285263
ACH-000688,-0.17586982001227586
ACH-000693,-0.215224880361144
ACH-000694,-0.05456619879022187
ACH-000695,-0.05828861352685434
ACH-000696,-0.21185733640000493
ACH-000697,-0.22142158128308168
ACH-000699,-0.07836076176170598
ACH-000701,-0.06850435578199582
ACH-000706,-0.2150754542984246
ACH-000711,-0.13373970481906405
ACH-000713,-0.13988975641012832
ACH-000714,-0.1419709582040746
ACH-000718,-0.062383101183765985
ACH-000720,-0.06909878131589943
ACH-000721,-0.0732610478784105
ACH-000724,0.028388010254662182
ACH-000725,-0.022006456515585988
ACH-000732,-0.13991344660542065
ACH-000734,0.047064238631918866
ACH-000735,-0.1502117274795843
ACH-000736,-0.1595715735106435
ACH-000738,-0.015674552153160597
ACH-000746,-0.051470150477479416
ACH-000747,-0.2793143340342341
ACH-000748,-0.1658580660307153
ACH-000753,-0.025761758974078158
ACH-000756,-0.06227822132512801
ACH-000757,0.09073039546017048
ACH-000758,-0.08150838600980727
ACH-000760,-0.018601160806172527
ACH-000762,-0.10389075268405096
ACH-000763,-0.2146608937353961
ACH-000764,-0.14867254909190236
ACH-000765,0.0023818448916267444
ACH-000766,-0.07031493092061303
ACH-000767,-0.01381504148764212
ACH-000768,-0.12058366144938745
ACH-000769,-0.1209647629784386
ACH-000770,0.03991401451919383
ACH-000771,-0.13587869615297432
ACH-000773,-0.06739589337760456
ACH-000776,-0.1832560569636085
ACH-000777,-0.06422632886926279
ACH-000778,-0.07344307588252508
ACH-000781,-0.032489916593407414
ACH-000782,0.01330398694339406
ACH-000783,0.034055083118972665
ACH-000784,-0.044721574364718485
ACH-000785,-0.18193529593849792
ACH-000787,-0.016582656244238866
ACH-000788,-0.11403311445171704
ACH-000791,-0.22466401529142027
ACH-000792,-0.013181725384020194
ACH-000794,-0.2313303943371913
ACH-000796,-0.08378912155331403
ACH-000798,-0.29630724655016794
ACH-000799,-0.0825434827345587
ACH-000800,-0.025183148478496745
ACH-000802,-0.02588976736460664
ACH-000804,-0.2017050387305791
ACH-000805,-0.08306580509476054
ACH-000809,-0.060802462438097636
ACH-000810,-0.29922506982896263
ACH-000811,-0.12729812344031888
ACH-000817,-0.2805787402546321
ACH-000819,-0.10460838734385217
ACH-000820,-0.1667470766652014
ACH-000821,-0.23093468463548703
ACH-000822,-0.17811044840188164
ACH-000823,-0.00557787996920348
ACH-000824,-0.16260014769396067
ACH-000827,-0.03666224233330047
ACH-000829,-0.10701114361047068
ACH-000831,-0.035106612143389976
ACH-000832,-0.13487055255916816
ACH-000833,0.014588606916227353
ACH-000834,0.11967046529824064
ACH-000835,-0.09807432698676903
ACH-000836,-0.1608829373205979
ACH-000837,-0.10454459948770163
ACH-000838,0.032185932501137146
ACH-000839,-0.0317497817148537
ACH-000840,-0.09407303934197568
ACH-000841,0.003825647147753889
ACH-000843,-0.16563345589666986
ACH-000846,-0.163753887364865
ACH-000847,0.07542815807263148
ACH-000848,-0.20208216862115386
ACH-000849,-0.14856635095777931
ACH-000851,0.08799662905338274
ACH-000855,0.02006950870095141
ACH-000856,-0.0007264841743306187
ACH-000858,-0.0595465869166948
ACH-000859,-0.1846786749112394
ACH-000861,-0.10934231091103344
ACH-000862,-0.09523518008472004
ACH-000865,-0.13906082826885807
ACH-000866,-0.08131651155248022
ACH-000867,-0.15388337706516714
ACH-000869,-0.09224812264740673
ACH-000872,-0.153485738152868
ACH-000873,-0.13894833877628926
ACH-000876,-0.24001463829369574
ACH-000878,-0.22098378114284373
ACH-000880,-0.11598463645385228
ACH-000881,0.008785508720385748
ACH-000882,0.019263421969206367
ACH-000884,-0.10492983550938434
ACH-000885,0.0872990684429827
ACH-000887,-0.19787167180870688
ACH-000889,-0.12475501748621193
ACH-000896,-0.0416109870308325
ACH-000898,-0.016992153501835947
ACH-000900,-0.10481870095515962
ACH-000901,-0.07148899571434725
ACH-000905,-0.03883368296130986
ACH-000906,-0.1236523065512155
ACH-000907,0.07409424592941875
ACH-000910,-0.08349632031094271
ACH-000911,-0.07002247911824064
ACH-000912,-0.16162682611575485
ACH-000913,-0.21801452263552693
ACH-000915,-0.019154256699733797
ACH-000916,-0.1797439799540737
ACH-000917,-0.14830386970887385
ACH-000920,-0.14484822108144088
ACH-000921,-0.26595695975403977
ACH-000924,-0.09760502658826753
ACH-000926,-0.08961565546992925
ACH-000928,-0.038123606959471465
ACH-000929,-0.3590272049633236
ACH-000932,0.016318149097961195
ACH-000935,0.03325834162158246
ACH-000936,0.07243795900220029
ACH-000937,-0.12189165893428665
ACH-000938,-0.07560887976476814
ACH-000939,-0.18424895088725235
ACH-000941,-0.059983145354275576
ACH-000943,-0.09395020164295026
ACH-000946,-0.03871309208958569
ACH-000947,-0.17373242689709367
ACH-000948,-0.12964811413435062
ACH-000950,-0.10830455811412752
ACH-000953,-0.12683537207060538
ACH-000954,0.13253338299445214
ACH-000957,-0.18940023754565224
ACH-000958,0.031346663564886995
ACH-000960,-0.12691114869841358
ACH-000963,-0.2509464616358217
ACH-000968,0.027887002017141768
ACH-000969,-0.23699615105151045
ACH-000972,-0.06847855768074257
ACH-000973,-0.1646074101578159
ACH-000974,-0.08338342782599878
ACH-000978,-0.08558868175449053
ACH-000984,-0.14025825052915986
ACH-000986,-0.09218931914055133
ACH-000988,-0.1428993100389463
ACH-000993,0.030983987718062607
ACH-000994,-0.17230358951992278
ACH-000996,-0.07676440424265897
ACH-001001,-0.16979351554208416
ACH-001020,-0.18415218458948074
ACH-001028,-0.1252831284472118
ACH-001031,-0.1838117996748485
ACH-001038,-0.09378510878721076
ACH-001048,-0.12185979240221
ACH-001050,-0.2225609147990887
ACH-001053,-0.03969226882283263
ACH-001054,-0.0746574733224535
ACH-001061,-0.0992838633332415
ACH-001067,-0.21554460825448327
ACH-001075,0.023280503060807915
ACH-001096,0.04326560349135407
ACH-001111,0.0048919472462845386
ACH-001119,-0.08557457699853366
ACH-001128,-0.13749875545068174
ACH-001134,-0.013104113531084118
ACH-001151,-0.07384684292773275
ACH-001163,-0.2371851636333835
ACH-001164,-0.2509511270907533
ACH-001183,-0.17627342392119344
ACH-001192,-0.2507568425103104
ACH-001193,-0.1222129418592931
ACH-001196,-0.15694697057760598
ACH-001197,-0.0738172410619419
ACH-001205,-0.3167078591032117
ACH-001211,0.059423971859195526
ACH-001212,-0.2422523850386446
ACH-001228,-0.07451496840250617
ACH-001232,-0.0347459198411032
ACH-001239,-0.25019652392867275
ACH-001270,-0.2881728164830655
ACH-001274,-0.11282588384763087
ACH-001275,-0.023723892170585556
ACH-001277,-0.1827527744009343
ACH-001278,-0.11664033723008185
ACH-001280,-0.17478199830659846
ACH-001283,-0.11936371323843975
ACH-001289,-0.020029976137362456
ACH-001300,-0.2345870563002515
ACH-001301,-0.12374061385770807
ACH-001302,-0.4448287372683384
ACH-001306,-0.11809357300030265
ACH-001318,-0.1246116107574495
ACH-001322,-0.1278918655441844
ACH-001328,-0.18658112035725244
ACH-001332,-0.36885191881031104
ACH-001336,-0.11312359481665622
ACH-001346,-0.11240629796106884
ACH-001353,-0.13432111395203428
ACH-001354,-0.007046776643619126
ACH-001367,0.24204812531816344
ACH-001368,-0.21410216950973326
ACH-001374,-0.27040326616631405
ACH-001377,-0.19685506522234786
ACH-001380,-0.11417017918605105
ACH-001391,-0.1019991132943978
ACH-001408,-0.08547092917787577
ACH-001430,-0.1402884603685228
ACH-001431,-0.1905359064726361
ACH-001450,-0.129651762256641
ACH-001496,-0.19143568328827246
ACH-001500,-0.027761115135699302
ACH-001523,-0.0991774039235752
ACH-001532,-0.09580202589980506
ACH-001550,-0.025793337019725755
ACH-001552,-0.05147040616158943
ACH-001554,-0.13454732786567086
ACH-001654,-0.07861930570256488
ACH-001735,-0.034056310168314105
ACH-001736,-0.11188152633326634
ACH-001737,-0.4143546029002021
ACH-001740,-0.0925007627787462
ACH-001745,-0.10860689958037957
ACH-001765,-0.1474590424506229
