,TIMM17A (10440)
ACH-000458,-0.09385964887390334
ACH-000459,-0.2892895521329799
ACH-000460,-0.23165714835721785
ACH-000461,-0.5082218750405731
ACH-000463,-0.24484413877807895
ACH-000464,-0.35956943641664707
ACH-000466,-0.07927568442403729
ACH-000467,-0.2161174774356724
ACH-000468,-0.2267663068738349
ACH-000469,-0.15266641185108468
ACH-000470,-0.1721440570001206
ACH-000471,-0.25824450756550216
ACH-000472,-0.24979715769665084
ACH-000473,-0.2397901385874284
ACH-000475,-0.20779339152959614
ACH-000476,-0.2728414540584754
ACH-000477,-0.319748250572495
ACH-000479,-0.6056294924933792
ACH-000480,-0.253224063930043
ACH-000481,-0.20555946618280246
ACH-000483,-0.22196049678075866
ACH-000484,-0.4410529004835715
ACH-000485,-0.1969882705541243
ACH-000486,-0.6362184516869173
ACH-000487,-0.2804360865605318
ACH-000488,-1.0641985073029956
ACH-000490,-0.8863438373455229
ACH-000491,-0.3159659606775747
ACH-000495,0.14764638077915654
ACH-000496,-0.4577448113999074
ACH-000499,-0.3777281363964384
ACH-000500,-0.8106283982441087
ACH-000502,-0.4062554148633521
ACH-000503,-0.6714239827933213
ACH-000505,-0.200772338798326
ACH-000507,-0.3962423344740436
ACH-000510,-0.37648405615406333
ACH-000511,-0.1646122790924943
ACH-000512,-0.4405625690235144
ACH-000516,-0.1196046314002261
ACH-000517,-0.2576187826775918
ACH-000518,-0.5061275964825388
ACH-000520,-0.3201358898671692
ACH-000521,-0.2652947016360986
ACH-000522,-0.6903496478139007
ACH-000524,-0.1736134036816848
ACH-000527,-0.2643974730297357
ACH-000528,-0.1558300737555341
ACH-000537,-0.0978537140979064
ACH-000541,-0.21718169660925066
ACH-000542,-0.7752838873524714
ACH-000544,-0.8020558996661693
ACH-000545,-0.3789076158760008
ACH-000547,-0.5664250221343764
ACH-000548,-0.2343849145485393
ACH-000549,-0.2409216701517892
ACH-000550,-0.26962133512173003
ACH-000552,-0.15097682873046184
ACH-000556,-0.24586725953754165
ACH-000557,-0.11969759068617987
ACH-000569,-0.13223075605788615
ACH-000570,-0.15098825027826995
ACH-000571,-0.2520586225080183
ACH-000573,-0.12929547710314904
ACH-000576,-0.14660344556237714
ACH-000579,-0.3409631016527165
ACH-000580,-0.20953274482153916
ACH-000584,-0.27577749684191666
ACH-000585,-0.33236373969920024
ACH-000588,-0.3357896762026564
ACH-000589,-0.18143997818541752
ACH-000591,0.07676781588530597
ACH-000593,-0.3288738036766504
ACH-000600,-0.242746453168584
ACH-000601,-0.3404620794863062
ACH-000605,-0.780148178592515
ACH-000606,-0.8324762354461487
ACH-000608,-0.22079648508603825
ACH-000614,-0.4449267267176581
ACH-000616,-0.3476618986958403
ACH-000618,-0.4386516966877181
ACH-000619,-0.6904291209565122
ACH-000620,-0.11240444399854108
ACH-000621,-0.1591150921586672
ACH-000622,-0.3212562015460345
ACH-000623,-0.16012046729822588
ACH-000624,-0.6391248949456977
ACH-000627,-0.21884519527262905
ACH-000630,-0.2954987946094426
ACH-000631,-0.14432155250683756
ACH-000632,-0.27101357439327506
ACH-000633,-0.317243974737345
ACH-000637,-0.3692213707162229
ACH-000638,-0.1857852301255329
ACH-000646,-0.14047079785586372
ACH-000647,-0.35374995925349695
ACH-000648,-0.6754178355609506
ACH-000649,-0.12915523121647732
ACH-000651,-0.2259622488636948
ACH-000652,-0.07124744690265619
ACH-000653,-0.35800228070151185
ACH-000657,-0.31037476581214896
ACH-000658,-0.32266093577137894
ACH-000661,-0.37807255173692295
ACH-000662,-0.7860165675978836
ACH-000663,-0.27993732979761443
ACH-000665,-0.24547348408755015
ACH-000671,-0.27630723231419835
ACH-000672,-0.536912233263396
ACH-000673,-0.5441432037304208
ACH-000676,-0.5829539613537149
ACH-000677,-0.11916953372408445
ACH-000681,-0.374085344622745
ACH-000683,-0.4909116347164241
ACH-000684,-0.12049376514719685
ACH-000688,-0.3518715512411407
ACH-000693,-1.0209075097891611
ACH-000694,-0.6217624470369545
ACH-000695,-0.20720076819860994
ACH-000696,-0.26459094950851025
ACH-000697,-0.030762167191380245
ACH-000699,-0.2510487299329682
ACH-000701,-0.5501617831794055
ACH-000706,-0.23113471020871115
ACH-000711,-0.186538999645936
ACH-000713,-0.22602031853971016
ACH-000714,-0.13692623306407234
ACH-000718,-0.23607436214226096
ACH-000720,-0.14906965905519587
ACH-000721,-0.16433241469615467
ACH-000724,-0.06169347189409155
ACH-000725,-0.3607809890146137
ACH-000732,-0.18848700232353552
ACH-000734,-0.4655218133735071
ACH-000735,-0.3457536913076928
ACH-000736,-0.1550334027105009
ACH-000738,-0.15675563227246542
ACH-000746,-0.3880913618201169
ACH-000747,-0.9501748473503676
ACH-000748,-0.15396134120219052
ACH-000753,-0.5266868617764519
ACH-000756,-0.15699892234494212
ACH-000757,-0.23323659676295536
ACH-000758,-0.7990919087135772
ACH-000760,-0.2401997371948084
ACH-000762,-0.4015171470086773
ACH-000763,-0.13658993222151353
ACH-000764,-0.4997012058557271
ACH-000765,-0.6190602144163648
ACH-000766,-0.19772293798741875
ACH-000767,-0.1516267124192435
ACH-000768,-0.19975291274421775
ACH-000769,-0.6383959656401071
ACH-000770,-0.13685255567521915
ACH-000771,-0.5164986146773555
ACH-000773,-0.2645320941073406
ACH-000776,-0.21947141747432816
ACH-000777,-0.6922757902344708
ACH-000778,-0.2656758563839133
ACH-000781,-0.2862701124631593
ACH-000782,-0.10087524791913938
ACH-000783,-0.16734234788035374
ACH-000784,-0.26007028279526273
ACH-000785,-0.2643470301708184
ACH-000787,-0.5584139062940404
ACH-000788,-0.21609004254919045
ACH-000791,-0.477491542380221
ACH-000792,-0.3140132476825897
ACH-000794,-0.7545907740063108
ACH-000796,-0.18367869602175568
ACH-000798,-0.26014114744906863
ACH-000799,-0.057341931214094914
ACH-000800,-0.17238673238275126
ACH-000802,-0.910518031458052
ACH-000804,-0.06744339077794112
ACH-000805,-0.4747797866023922
ACH-000809,-0.6109727963702121
ACH-000810,-0.25969400249518354
ACH-000811,-0.21721394409471872
ACH-000817,-0.08429353499019235
ACH-000819,-0.1914693995957411
ACH-000820,-0.21892005634001646
ACH-000821,-0.028702744627061894
ACH-000822,-0.14456509631118836
ACH-000823,-0.9818015293465636
ACH-000824,-0.3265113745121899
ACH-000827,-0.3631100190353
ACH-000829,-0.1217289362325047
ACH-000831,-0.7574933966794799
ACH-000832,-0.9358555624211752
ACH-000833,-0.2655612312981166
ACH-000834,-0.3587172354218127
ACH-000835,-0.7634467074653851
ACH-000836,-0.1780029159905289
ACH-000837,-0.21721542301801075
ACH-000838,-0.2820057677505018
ACH-000839,-0.5824023912549077
ACH-000840,-0.1629920434807004
ACH-000841,-0.3137698108544787
ACH-000843,-1.0929414143935208
ACH-000846,-0.13266917059843408
ACH-000847,-0.7383582587689972
ACH-000848,-0.17858545644797982
ACH-000849,-0.1954211922669238
ACH-000851,-0.16684955244675626
ACH-000855,-0.25395149440512776
ACH-000856,-0.032893990209934804
ACH-000858,-0.5996042170277512
ACH-000859,-0.19310614241942906
ACH-000861,-0.2624729037435833
ACH-000862,-0.18813069018001274
ACH-000865,-0.5214938790942228
ACH-000866,-0.15770745446629644
ACH-000867,-0.34293961910263737
ACH-000869,-0.27307641549001044
ACH-000872,-0.1603225194735821
ACH-000873,-0.28060736174809536
ACH-000876,-0.14752282722671026
ACH-000878,-0.11390578510190245
ACH-000880,0.028971977021055625
ACH-000881,-0.5567608847986728
ACH-000882,-0.1059922501032232
ACH-000884,-0.12330080144245575
ACH-000885,-0.09231444439747323
ACH-000887,-0.20417532100191407
ACH-000889,-0.15418964139767022
ACH-000896,-0.14457869646118485
ACH-000898,-0.3663284135972248
ACH-000900,-0.3139219793633606
ACH-000901,-0.1494648231950824
ACH-000905,-0.25919235186024164
ACH-000906,-0.2698640475711638
ACH-000907,-0.20958907266513144
ACH-000910,-0.2398560540017014
ACH-000911,-0.13645208922716212
ACH-000912,-0.40659974883899824
ACH-000913,-0.1543694423421766
ACH-000915,-0.3552822756392839
ACH-000916,-0.05535989859968488
ACH-000917,-0.3184601572235365
ACH-000920,-0.3198354958522465
ACH-000921,-0.2624129669563262
ACH-000924,-0.14048142848028874
ACH-000926,-0.25273751975698217
ACH-000928,-0.2567113835813789
ACH-000929,-0.1147304821018408
ACH-000932,-0.9597602967345268
ACH-000935,-0.4611030947939651
ACH-000936,-0.2785366330281687
ACH-000937,-0.091827787420119
ACH-000938,-0.34270444746780765
ACH-000939,-0.3789849116714039
ACH-000941,-0.4014799767526237
ACH-000943,-0.7687917105903365
ACH-000946,-0.08186845103400409
ACH-000947,-0.8954243228301859
ACH-000948,-0.22649086992068854
ACH-000950,-0.2186941049530725
ACH-000953,-0.014190377028272113
ACH-000954,-0.3038907294189323
ACH-000957,-0.3898131312383307
ACH-000958,-0.3966001914567684
ACH-000960,-0.1858504275048768
ACH-000963,-0.4781427771986673
ACH-000968,-0.4154582739770897
ACH-000969,-0.07782932431876656
ACH-000972,-0.2104963436458748
ACH-000973,-0.11868939190691676
ACH-000974,-0.19361346739594845
ACH-000978,-0.1865341625715181
ACH-000984,-0.18181061829048767
ACH-000986,-0.4918872029366299
ACH-000988,-0.2014882545134773
ACH-000993,-0.07392910570957127
ACH-000994,-0.06724579156544709
ACH-000996,-0.18385389645956265
ACH-001001,-0.470768405312358
ACH-001020,-0.4042381939998717
ACH-001028,-0.7409767811609513
ACH-001031,0.04527614258294159
ACH-001038,-0.12992510153042633
ACH-001048,-0.1457163036933121
ACH-001050,-0.20971400527800585
ACH-001053,-0.1403540417541447
ACH-001054,-0.04458941819606305
ACH-001061,-0.8069254773491801
ACH-001067,-0.030403328157693275
ACH-001075,-0.11442680496915328
ACH-001096,-0.4617029566275938
ACH-001111,-0.11234411424064757
ACH-001119,-0.3767687602194897
ACH-001128,-0.1397905939936833
ACH-001134,-0.17468646159181295
ACH-001151,-0.16794738886419144
ACH-001163,-0.5803040026124646
ACH-001164,-0.025450661869157596
ACH-001183,-0.22458068397864767
ACH-001192,-0.17925160977983312
ACH-001193,-0.2715479658030342
ACH-001196,-0.013522672126420651
ACH-001197,-0.07242834720822686
ACH-001205,-0.1932882713874816
ACH-001211,-0.2898870222696524
ACH-001212,-0.20349126951844185
ACH-001228,-0.3066507753226779
ACH-001232,-0.2858584317124724
ACH-001239,-0.4112711546126975
ACH-001270,0.02604266761062761
ACH-001274,0.03189056783472821
ACH-001275,-0.31377041671671546
ACH-001277,-0.5554244734242714
ACH-001278,-0.17535212943677211
ACH-001280,-0.15007490042091134
ACH-001283,-0.21136690589688734
ACH-001289,-0.12021140821881122
ACH-001300,-0.13934463289546034
ACH-001301,-0.049265364396700456
ACH-001302,-0.0872897125979628
ACH-001306,-0.33020858894665983
ACH-001318,-0.14135657400290588
ACH-001322,-0.777707292486739
ACH-001328,-0.3321290911472789
ACH-001332,-0.8137829610814973
ACH-001336,-0.20537486728684468
ACH-001346,-0.2999543265522225
ACH-001353,0.07796742365888952
ACH-001354,-0.252674464617198
ACH-001367,-0.13572478765317544
ACH-001368,-0.2701548063843515
ACH-001374,-0.23889423764246456
ACH-001377,-0.25960099973720435
ACH-001380,-0.08820431079184801
ACH-001391,-0.1393703974269061
ACH-001408,-0.1390653972791012
ACH-001430,-0.16082548444441966
ACH-001431,-0.11202298361513406
ACH-001450,-0.5679706870830524
ACH-001496,-0.13737510814225684
ACH-001500,-0.3901980106492818
ACH-001523,-0.13708176086469406
ACH-001532,0.03755514454999568
ACH-001550,-0.5450420805142124
ACH-001552,-0.2310085418188023
ACH-001554,-0.4602879764241487
ACH-001654,-0.2838445351620784
ACH-001735,-0.11514639720242875
ACH-001736,-0.19155349828633614
ACH-001737,-0.14901228135650652
ACH-001740,-0.2408769057005044
ACH-001745,-0.19798069704137686
ACH-001765,-0.34799449055431897
