,PPIE (10450)
ACH-000167,-0.8567662706029856
ACH-000168,-0.4543472847759846
ACH-000169,-0.3929903584699588
ACH-000178,-0.5727782166451104
ACH-000183,-0.7854898898127548
ACH-000188,-0.6778389751164279
ACH-000189,-0.6123485842750115
ACH-000190,-0.5513641565833625
ACH-000198,-0.6303895509577859
ACH-000203,-0.7009851990954195
ACH-000204,-0.5466181368712477
ACH-000206,-0.5626674013435669
ACH-000207,-0.8082086880731194
ACH-000208,-0.6036223381053053
ACH-000210,-0.6672007825921421
ACH-000211,-0.6191707187590749
ACH-000215,-0.6664403618258146
ACH-000221,-0.5841471134539483
ACH-000222,-0.43737564931426426
ACH-000223,-0.5740025536221706
ACH-000226,-0.6242851025948409
ACH-000227,-0.5835541978509982
ACH-000228,-0.5124539989061909
ACH-000231,-0.7531102995176436
ACH-000232,-0.7848623871268973
ACH-000233,-0.6971545488680712
ACH-000234,-0.6798930127388026
ACH-000235,-0.7481685131698049
ACH-000237,-0.575913771763741
ACH-000238,-0.6909161554548118
ACH-000242,-0.4281300278774478
ACH-000243,-0.7064161096674466
ACH-000244,-0.6737949074712521
ACH-000246,-0.8024768405200053
ACH-000248,-0.6405810556796045
ACH-000250,-0.6831437410442902
ACH-000251,-0.5719483868433133
ACH-000252,-0.9184604943057192
ACH-000253,-0.7367839066564867
ACH-000255,-0.6144683486097801
ACH-000256,-0.4961266678732048
ACH-000257,-0.4555514472696806
ACH-000258,-0.7277526101561259
ACH-000259,-0.511517549976703
ACH-000260,-0.7073388841586029
ACH-000261,-0.5347659335693575
ACH-000262,-0.5588009277398682
ACH-000263,-0.4873356456828706
ACH-000264,-0.9663362706921172
ACH-000265,-0.5565119823214332
ACH-000266,-0.4801779708788172
ACH-000272,-0.5481624613613401
ACH-000274,-0.5633833365170136
ACH-000277,-0.5753037923918131
ACH-000278,-0.6791646967565432
ACH-000279,-0.6315597437542609
ACH-000280,-0.7720229663797314
ACH-000281,-0.6063185599333084
ACH-000288,-0.7720266571418934
ACH-000291,-0.8727935033932965
ACH-000293,-0.6010046961862745
ACH-000294,-0.5527443116171398
ACH-000295,-0.569272810916449
ACH-000296,-0.5309566642052396
ACH-000302,-0.6987122045022769
ACH-000304,-0.4026142361821534
ACH-000307,-0.6035431572563013
ACH-000308,-0.5474929549041886
ACH-000310,-0.8352683893104886
ACH-000311,-0.6693784179599732
ACH-000312,-0.7747196900451528
ACH-000315,-0.4624763863154329
ACH-000316,-0.3571293943304832
ACH-000317,-0.6609975043151421
ACH-000318,-0.8135181295135033
ACH-000319,-0.7052963737200535
ACH-000320,-0.5564657409836338
ACH-000322,-0.6041874961428072
ACH-000323,-0.6456844975566646
ACH-000324,-0.6832720459797237
ACH-000329,-0.6540611994153025
ACH-000330,-0.621385544096303
ACH-000331,-0.6899965939885933
ACH-000332,-0.3511636382727779
ACH-000334,-0.54675273690725
ACH-000335,-0.8198851376673049
ACH-000336,-0.5808419902526755
ACH-000337,-0.8340800809072533
ACH-000338,-0.5331800331129288
ACH-000339,-0.6703388354633226
ACH-000341,-0.6033277873690586
ACH-000348,-0.5403554647224433
ACH-000350,-0.4889261319078747
ACH-000352,-0.8564342841926866
ACH-000356,-0.6874466822145224
ACH-000361,-0.5272299964365063
ACH-000362,-0.4736184776648979
ACH-000363,-0.33816159386889305
ACH-000364,-0.7165087545000216
ACH-000365,-0.5780887575379249
ACH-000366,-0.9292845101789484
ACH-000368,-0.5880712939758554
ACH-000374,-0.7064419364209511
ACH-000375,-0.7092122265349478
ACH-000376,-0.8681468686185766
ACH-000381,-0.538389602173427
ACH-000383,-0.8852542063070309
ACH-000387,-0.7185932029529922
ACH-000389,-0.5474041508758205
ACH-000390,-1.0582093182891337
ACH-000393,-0.7405986366933893
ACH-000395,-0.4278823422767219
ACH-000396,-0.5256554064973793
ACH-000397,-0.7048926317895005
ACH-000401,-0.59065119199373
ACH-000402,-0.7549906556152701
ACH-000403,-0.6589867642475026
ACH-000404,-0.21303813227699467
ACH-000406,-0.5505631699544526
ACH-000407,-0.8522332757655892
ACH-000408,-0.9230849222346044
ACH-000410,-0.7051451692275709
ACH-000411,-0.684425151715752
ACH-000414,-0.5609090486090904
ACH-000415,-0.8744499108735022
ACH-000416,-0.7808622196695351
ACH-000420,-0.7092260870093747
ACH-000421,-0.7058586314614844
ACH-000424,-0.6076138598151273
ACH-000425,-0.3472029358760458
ACH-000426,-0.4611598527087298
ACH-000427,-0.8152505183320377
ACH-000433,-0.7131380700508239
ACH-000435,-0.6422268595094486
ACH-000436,-0.4506375251096659
ACH-000444,-0.8793344915342447
ACH-000445,-0.6659782561328237
ACH-000448,-0.8121377446900642
ACH-000450,-0.4574395881131931
ACH-000452,-0.6973799346321121
ACH-000454,-0.6497963645077901
ACH-000458,-0.4115773523973396
ACH-000459,-0.8031937830990464
ACH-000460,-0.5835383711267547
ACH-000461,-0.6753081436545709
ACH-000463,-0.6705271454683088
ACH-000464,-0.5436280894022588
ACH-000466,-0.6253315073607574
ACH-000467,-0.7276152375573655
ACH-000468,-0.6169684895335249
ACH-000469,-0.5793553835787854
ACH-000470,-0.7237324000662606
ACH-000471,-0.8377060712887288
ACH-000472,-0.6597086836365568
ACH-000473,-0.5295965261522197
ACH-000475,-0.5986363392657172
ACH-000476,-0.5359709193048662
ACH-000477,-0.3505647556839353
ACH-000479,-0.6732570037352378
ACH-000480,-0.6532756509909173
ACH-000481,-0.8638210068335417
ACH-000483,-0.514194788609464
ACH-000484,-0.5413381608953047
ACH-000485,-0.6845440208563659
ACH-000486,-0.7512867801839537
ACH-000487,-0.802488523897485
ACH-000488,-0.7077106001831306
ACH-000490,-0.7842829424468399
ACH-000491,-0.4842799427429792
ACH-000495,-0.6626698274980558
ACH-000496,-0.6072875324587375
ACH-000499,-0.1577925111281301
ACH-000500,-0.6753574639869273
ACH-000502,-0.6204463370552706
ACH-000503,-0.3785154826878975
ACH-000505,-0.540223500730511
ACH-000507,-0.7465851455931493
ACH-000510,-0.550306607705896
ACH-000511,-0.7114970295288955
ACH-000512,-0.7445237690234469
ACH-000516,-0.6827010010041433
ACH-000517,-0.8019592340795241
ACH-000518,-0.7506716390534979
ACH-000520,-0.6421503297223841
ACH-000521,-0.6377442559754598
ACH-000522,-0.7931036321421373
ACH-000524,-0.4744895074809601
ACH-000527,-0.5132426526962136
ACH-000528,-0.6263292453008698
ACH-000537,-0.4519182472410208
ACH-000541,-0.6174497867501308
ACH-000542,-0.7132059845225601
ACH-000544,-0.6320872493455885
ACH-000545,-0.8516329039742871
ACH-000547,-0.9214408657502065
ACH-000548,-0.6505777333344753
ACH-000549,-0.6528202004899871
ACH-000550,-0.6185048440656733
ACH-000552,-0.7587721908538949
ACH-000556,-0.5377810441296385
ACH-000557,0.1337874558513106
ACH-000569,-0.6032402054770212
ACH-000570,-0.6938845812565585
ACH-000571,-0.6702406850343685
ACH-000573,-0.7483795119045457
ACH-000576,-0.6429152311759377
ACH-000579,-0.4728645573206959
ACH-000580,-0.44367689712454655
ACH-000584,-0.6507330871424314
ACH-000585,-0.5209895449352849
ACH-000588,-0.4797379952186515
ACH-000589,-0.4740096357883459
ACH-000591,-0.6172989205967488
ACH-000593,-0.3533349297280578
ACH-000600,-0.6006947503710797
ACH-000601,-0.7875758638971392
ACH-000605,-0.7731030252101323
ACH-000606,-0.7249975672700543
ACH-000608,-0.3918214190965816
ACH-000614,-0.5369502440551092
ACH-000616,-0.7656033878687746
ACH-000618,-0.7178296801897847
ACH-000619,-0.7979681429130074
ACH-000620,-0.6113574801082179
ACH-000621,-0.7483360362237449
ACH-000622,-0.3771794841826192
ACH-000623,-0.5766968092450043
ACH-000624,-0.7334917102693108
ACH-000627,-0.5097129903311441
ACH-000630,-0.7430363623036309
ACH-000631,-0.7510646277904057
ACH-000632,-0.6479479301989379
ACH-000633,-0.6473647382166733
ACH-000637,-0.478719059210411
ACH-000638,-0.6722301104952306
ACH-000646,-0.2982125291881517
ACH-000647,-0.7949896114038629
ACH-000648,-0.5831615911239093
ACH-000649,-0.9128587844091232
ACH-000651,-0.5855164567571937
ACH-000652,-0.6276362617517798
ACH-000653,-0.5619282852795866
ACH-000657,-0.6408455743083378
ACH-000658,-0.6679795317751349
ACH-000661,-0.3629851806750639
ACH-000662,-0.5358250145213721
ACH-000663,-0.5689146000284028
ACH-000665,-0.47989195519125893
ACH-000671,-0.6466982941136673
ACH-000672,-0.6970843167301993
ACH-000673,-0.8681614707672791
ACH-000676,-0.6537379604506057
ACH-000677,-0.2888507120494302
ACH-000681,-0.595092132812009
ACH-000683,-0.8198139527904602
ACH-000684,-0.5670062488995945
ACH-000688,-0.6585105855061774
ACH-000693,-0.6302578093823102
ACH-000694,-0.74804124285905
ACH-000695,-0.8540829494502816
ACH-000696,-0.6450962912294091
ACH-000697,-0.4611503288140614
ACH-000699,-0.6461097149521863
ACH-000701,-0.6024719903904192
ACH-000706,-0.4769622855766862
ACH-000711,-0.8774548662980456
ACH-000713,-0.4734097307047398
ACH-000714,-0.5101695777912513
ACH-000718,-0.5846224659560919
ACH-000720,-0.6260762692412649
ACH-000721,-0.7572549640909468
ACH-000724,-0.5335874098879905
ACH-000725,-0.6234227359253376
ACH-000732,-0.6495601323651111
ACH-000734,-0.6480590513617275
ACH-000735,-0.7002317970539904
ACH-000736,-0.7876616653267959
ACH-000738,-0.482355866007995
ACH-000746,-0.2892713719192088
ACH-000747,-0.4954346662216047
ACH-000748,-0.5424638753099301
ACH-000753,-0.6067787519761436
ACH-000756,-0.5505619198041963
ACH-000757,-0.4988605039352229
ACH-000758,-0.6528440023446798
ACH-000760,-0.9873179947337164
ACH-000762,-0.6714674292815056
ACH-000763,-0.6880480582535708
ACH-000764,-0.5845768791761322
ACH-000765,-0.4380735546078144
ACH-000766,-0.6453419791205268
ACH-000767,-0.5581277422272839
ACH-000768,-0.5178723801609829
ACH-000769,-0.6443064039300587
ACH-000770,-0.6042561306706996
ACH-000771,-0.6808408822967152
ACH-000773,-0.514699627308437
ACH-000776,-0.6449171926560808
ACH-000777,-0.5191913372746019
ACH-000778,-0.561010470579685
ACH-000781,-0.5249192082682126
ACH-000782,-0.3701646953259576
ACH-000783,-0.4832042244431428
ACH-000784,-0.4397636301073195
ACH-000785,-0.713292990184914
ACH-000787,-0.4571044569973904
ACH-000788,-0.9321582573963758
ACH-000791,-0.6454327823555812
ACH-000792,-0.656662297699141
ACH-000794,-0.6759051994264978
ACH-000796,-0.6430169629172018
ACH-000798,-0.8175842936680072
ACH-000799,-0.6850230469829612
ACH-000800,-0.6994171084187476
ACH-000802,-0.4653919080230993
ACH-000804,-0.7235304837746623
ACH-000805,-0.4013554624304913
ACH-000809,-0.5096917249264686
ACH-000810,-0.5210247314465704
ACH-000811,-0.7206198435955701
ACH-000817,-0.4250394614063671
ACH-000819,-1.0244935168183036
ACH-000820,-0.8043208984852473
ACH-000821,-0.5671868495850685
ACH-000822,-0.4394379943315334
ACH-000823,-0.7988295675797074
ACH-000824,-0.7624624642945026
ACH-000827,-0.7127647376513975
ACH-000829,-0.6344286185872332
ACH-000831,-0.561993030403201
ACH-000832,-0.7363336531531632
ACH-000833,-0.5746597885206036
ACH-000834,-0.5560088332322626
ACH-000835,-0.5759498672151413
ACH-000836,-0.8718109794157933
ACH-000837,-0.6212142247452674
ACH-000838,-0.8013419675257862
ACH-000839,-0.713276489993923
ACH-000840,-0.3049152002379422
ACH-000841,-0.6336715593677293
ACH-000843,-0.5204853216260719
ACH-000846,-0.5320794881433839
ACH-000847,-0.6514242770947591
ACH-000848,-0.524009562467307
ACH-000849,-0.7629813900814486
ACH-000851,-0.6613305943716152
ACH-000855,-1.2016179472968496
ACH-000856,-0.6475406535433313
ACH-000858,-0.6759080386215682
ACH-000859,-0.6888919847837182
ACH-000861,-0.7068074599312826
ACH-000862,-0.6109904882307713
ACH-000865,-0.6581369523534851
ACH-000866,-0.8403148088242919
ACH-000867,-0.5378519017019677
ACH-000869,-0.4479580714306767
ACH-000872,-0.5325487413628683
ACH-000873,-0.5781931057279361
ACH-000876,-0.21423110782262295
ACH-000878,-0.5724243803947325
ACH-000880,-0.6099107967473273
ACH-000881,-0.5290650053724456
ACH-000882,-0.5761055729168322
ACH-000884,-0.5653013829437878
ACH-000885,-0.4127820972821165
ACH-000887,-0.537553918023113
ACH-000889,-0.6482394610606337
ACH-000896,-0.6671675731077216
ACH-000898,-0.7915525139443017
ACH-000900,-0.6062877077159855
ACH-000901,-0.8017255508276496
ACH-000905,-0.7724732365170714
ACH-000906,-0.6305139119460871
ACH-000907,-0.6324450863589445
ACH-000910,-0.6411003012571096
ACH-000911,-0.6533097976328397
ACH-000912,-0.4590399404762461
ACH-000913,-0.72367994294984
ACH-000915,-0.5995845107161839
ACH-000916,-0.8446206568071172
ACH-000917,-0.7422653226866145
ACH-000920,-0.9876858722722256
ACH-000921,-0.7376641632726986
ACH-000924,-0.5053936165612437
ACH-000926,-0.6985212976898912
ACH-000928,-0.44835508774943816
ACH-000929,-0.6326670627702784
ACH-000932,-0.5669258658428278
ACH-000935,-0.8257878212457336
ACH-000936,-0.9076431178583224
ACH-000937,-0.5675787981522421
ACH-000938,-0.5908326917002723
ACH-000939,-0.7676291383024999
ACH-000941,-0.6743513856844616
ACH-000943,-0.7076298366183588
ACH-000946,-0.603783740137736
ACH-000947,-0.5494697852720613
ACH-000948,-0.5202406088507419
ACH-000950,-0.6201042020067092
ACH-000953,-0.6636353447421723
ACH-000954,-0.6343096365052299
ACH-000957,-0.6850700581437081
ACH-000958,-0.8413585944150453
ACH-000960,-0.5625936906714776
ACH-000963,-0.6867515095714685
ACH-000968,-0.5199560942623286
ACH-000969,-0.6502160814264449
ACH-000972,-0.4933526605660465
ACH-000973,-0.7666342241106224
ACH-000974,-0.6223179202587864
ACH-000978,-0.6750919780005009
ACH-000984,-0.6165639802495971
ACH-000986,-0.5992093875203625
ACH-000988,-0.5293193638488128
ACH-000993,-0.5331809430546903
ACH-000994,-0.5221889910152628
ACH-000996,-0.6563497668796249
ACH-001001,-0.4758611257855559
ACH-001020,-0.7345781144978643
ACH-001028,-0.6965975418505373
ACH-001031,-0.6556186873769334
ACH-001038,-0.736162293462216
ACH-001048,-0.6345498200864286
ACH-001050,-0.4725260578546235
ACH-001053,-0.623774233143187
ACH-001054,-0.691233163577453
ACH-001061,-0.7810062810453582
ACH-001067,-0.3952634495220992
ACH-001075,-0.7719261173211667
ACH-001096,-0.5602898571702584
ACH-001111,-0.5167996851895448
ACH-001119,-0.6442070511763911
ACH-001128,-0.22590163990743464
ACH-001134,-0.6403848306349389
ACH-001151,-0.9206730747842288
ACH-001163,-0.7969171016194357
ACH-001164,-0.4575611364476193
ACH-001183,-0.6270920800641778
ACH-001192,-0.7925564191265622
ACH-001193,-0.6668521431324316
ACH-001196,-0.8596139761052335
ACH-001197,-0.4442069570634777
ACH-001205,-0.6770394786547861
ACH-001211,-0.5542719448089464
ACH-001212,-0.7020848182555983
ACH-001228,-0.920866594548302
ACH-001232,-0.9338200711327884
ACH-001239,-0.4630869891339737
ACH-001270,-0.7135454940222047
ACH-001274,-0.491438821653712
ACH-001275,-0.5768270083135034
ACH-001277,-0.6857888784664302
ACH-001278,-0.4587127541501976
ACH-001280,-0.6304333077009483
ACH-001283,-0.6941946102731055
ACH-001289,-0.5712662193627153
ACH-001300,-0.6987693900891139
ACH-001301,-0.8275309691062177
ACH-001302,-0.7494991325068925
ACH-001306,-0.6308016420102345
ACH-001318,-0.6784112735083319
ACH-001322,-0.7988086044539852
ACH-001328,-0.7063599649623732
ACH-001332,-0.6725573520395758
ACH-001336,-0.6404126188062952
ACH-001346,-0.7048618847440256
ACH-001353,-0.8242028375857363
ACH-001354,-0.8560602067459775
ACH-001367,-0.6727192930239553
ACH-001368,-0.6127328542763594
ACH-001374,-0.9984858793842876
ACH-001377,-0.7553224353864817
ACH-001380,-0.6855566582173657
ACH-001391,-0.6543161158259221
ACH-001408,-0.6729238216502812
ACH-001430,-0.6442967461632962
ACH-001431,-0.5508311910498556
ACH-001450,-0.6134457994957616
ACH-001496,-0.8952096436399747
ACH-001500,-0.5385791229751564
ACH-001523,-0.5628541790337614
ACH-001532,-0.4849202473945092
ACH-001550,-0.9174458528277614
ACH-001552,-0.5893636721628845
ACH-001554,-0.4981217774893695
ACH-001654,-0.6776135596871701
ACH-001735,-0.6659204446857057
ACH-001736,-0.5419478387574423
ACH-001737,-0.9236939682220192
ACH-001740,-0.6919254117766045
ACH-001745,-0.8550522957841507
ACH-001765,-0.6641318415755445
