,CPT1A (1374)
ACH-000262,-0.2594953466182255
ACH-000263,-0.26163423243249595
ACH-000264,-0.17971915866077298
ACH-000265,-0.187125921498532
ACH-000266,-0.3022892207065573
ACH-000272,-0.17089549464098908
ACH-000274,-0.24346928190508185
ACH-000277,-0.2683021161353392
ACH-000278,-0.1406243471284815
ACH-000279,-0.21354605532804452
ACH-000280,-0.11871204338717313
ACH-000281,-0.2221226592195861
ACH-000288,-0.19897434059765887
ACH-000291,-0.2336727361113876
ACH-000293,-0.14234072022003347
ACH-000294,-0.23296437587824315
ACH-000295,-0.2733212503257565
ACH-000296,-0.04514004267869527
ACH-000302,-0.14652803373329987
ACH-000304,-0.30644878721814445
ACH-000307,-0.07546071990246063
ACH-000308,-0.2655743624773785
ACH-000310,-0.19057714554205316
ACH-000311,-0.09826838388041416
ACH-000312,-0.3114647414457355
ACH-000315,-0.4407912033415424
ACH-000316,-0.4668712272234694
ACH-000317,-0.18386324060947826
ACH-000318,-0.3474520174779562
ACH-000319,-0.19302785917671306
ACH-000320,-0.10494564654077446
ACH-000322,-0.2468399863403137
ACH-000323,-0.21413441654669008
ACH-000324,-0.12135824409579685
ACH-000329,-0.028005060083984026
ACH-000330,-0.12587357365211616
ACH-000331,-0.16621945197106305
ACH-000332,-0.31620794926195617
ACH-000334,-0.2347428007228444
ACH-000335,-0.1734564992751378
ACH-000336,-0.2592485811790038
ACH-000337,-0.3423460972756178
ACH-000338,-0.3466808389427751
ACH-000339,-0.2126353411147514
ACH-000341,-0.20482006961110655
ACH-000348,-0.11773808413114033
ACH-000350,0.0055755055154111935
ACH-000352,-0.2809680444320483
ACH-000356,-0.4890061178251591
ACH-000361,-0.10733670469007332
ACH-000362,-0.19448769925975684
ACH-000363,-0.14073780268601502
ACH-000364,-0.379221960551548
ACH-000365,-0.10949553563129284
ACH-000366,-0.3602122062128475
ACH-000368,-0.1041806961257702
ACH-000374,-0.3148388803181327
ACH-000375,-0.1401464058022615
ACH-000376,-0.2143296073327867
ACH-000381,-0.14644303968229894
ACH-000383,-0.26424877840260713
ACH-000387,-0.10421467187004543
ACH-000389,-0.30189442889854035
ACH-000390,-0.15592583499350446
ACH-000393,-0.27587057544370924
ACH-000395,-0.005100236685416126
ACH-000396,0.04715239806698943
ACH-000397,-0.28962813746316485
ACH-000401,-0.13559382110488855
ACH-000402,-0.07250208240532721
ACH-000403,-0.29270072604954944
ACH-000404,-0.01994371459357563
ACH-000406,-0.11886569066065535
ACH-000407,-0.3796220754443537
ACH-000408,-0.33065065305664065
ACH-000410,-0.05124595370256897
ACH-000411,-0.09467932913136506
ACH-000414,-0.279025299762839
ACH-000415,-0.026412116848149914
ACH-000416,-0.14562468434366174
ACH-000420,-0.20868618954883927
ACH-000421,-0.20481996336739655
ACH-000424,-0.4085872353237733
ACH-000425,-0.18611677803967494
ACH-000426,-0.10548745669941924
ACH-000427,-0.08990617015124598
ACH-000433,-0.3609677541503728
ACH-000435,0.11207047568250264
ACH-000436,-0.07055133153549224
ACH-000444,-0.06486329686138033
ACH-000445,-0.1926118362110283
ACH-000448,-0.2176574414093532
ACH-000450,-0.4033220931358569
ACH-000452,-0.3527182521341829
ACH-000454,-0.1615272112529116
ACH-000458,-0.3759581310155641
ACH-000459,-0.009030727246323277
ACH-000460,-0.1370810156391195
ACH-000461,-0.3618460342004707
ACH-000463,-0.23600331098916455
ACH-000464,-0.27978934663583993
ACH-000466,-0.28283747766758033
ACH-000467,-0.2278664772480581
ACH-000468,-0.20358539540382206
ACH-000469,-0.1326844774195976
ACH-000470,-0.2919959463548975
ACH-000471,-0.11242228958454277
ACH-000472,-0.18509418202945246
ACH-000473,-0.2018222723084571
ACH-000475,-0.16617501349018518
ACH-000476,-0.22017363206135548
ACH-000477,-0.20344451666967547
ACH-000479,0.06881118657889168
ACH-000480,-0.3209815939608201
ACH-000481,-0.16827079823034982
ACH-000483,-0.20477136939264567
ACH-000484,-0.04282438402032053
ACH-000485,-0.2371332886076919
ACH-000486,-0.2728234766288463
ACH-000487,-0.13388217350433207
ACH-000488,-0.26722554315799346
ACH-000490,-0.2277603230960145
ACH-000491,-0.13940281355686954
ACH-000495,-0.3364267564949008
ACH-000496,-0.2286356371257046
ACH-000499,-0.1230708104464588
ACH-000500,0.10101600036739247
ACH-000502,-0.1663912970585029
ACH-000503,-0.08332212618968596
ACH-000505,-0.18012099700708786
ACH-000507,-0.3818926064244697
ACH-000510,-0.13493302733154125
ACH-000511,-0.1684291288989322
ACH-000512,-0.21256274208934645
ACH-000516,-0.11044345510977982
ACH-000517,-0.18769700559655855
ACH-000518,-0.30210192634424504
ACH-000520,-0.2463672586614187
ACH-000521,-0.041107691876849
ACH-000522,-0.1743999642218909
ACH-000524,-0.1289706262507024
ACH-000527,-0.15818098724269955
ACH-000528,-0.15881481198815633
ACH-000537,-0.21536899037357016
ACH-000541,-0.3382304912851322
ACH-000542,-0.17826761060105747
ACH-000544,-0.3098930073950063
ACH-000545,-0.4002493653241833
ACH-000547,-0.07015779587536722
ACH-000548,-0.3277727737340063
ACH-000549,-0.2857994622219306
ACH-000550,-0.19844898942871605
ACH-000552,-0.21308745588386535
ACH-000556,-0.1692470863225282
ACH-000557,-0.03452124865003088
ACH-000569,-0.005191038942900302
ACH-000570,-0.1871729600496926
ACH-000571,-0.25722246139753896
ACH-000573,-0.14721210784296315
ACH-000576,-0.11168379602651188
ACH-000579,-0.07694168214431447
ACH-000580,-0.19720621655886555
ACH-000584,-0.3901786931929613
ACH-000585,-0.1789934396606763
ACH-000588,-0.238346564971596
ACH-000589,-0.2017724103749836
ACH-000591,-0.18290109990830905
ACH-000593,-0.14228510953872198
ACH-000600,-0.2042671511165921
ACH-000601,-0.213994841680306
ACH-000605,-0.216945908592302
ACH-000606,-0.3660932839168332
ACH-000608,-0.2639898190210737
ACH-000614,-0.5068733707438755
ACH-000616,-0.2409660168811408
ACH-000618,-0.2346766620630649
ACH-000619,-0.5925555103358595
ACH-000620,-0.14791018863008987
ACH-000621,-0.09197528793385283
ACH-000622,-0.166635908535311
ACH-000623,-0.26877201232638365
ACH-000624,-0.21117188121798608
ACH-000627,-0.19390086261671047
ACH-000630,-0.3598147999058696
ACH-000631,-0.2158856097679203
ACH-000632,-0.18346164113514116
ACH-000633,-0.16616375330265645
ACH-000637,-0.14526991102830072
ACH-000638,-0.1958014023889701
ACH-000646,-0.21835904134599046
ACH-000647,-0.30818732596172216
ACH-000648,-0.1574312532731128
ACH-000649,-0.2407214922882585
ACH-000651,-0.14435087989178266
ACH-000652,-0.2774896835851957
ACH-000653,-0.15698138012277546
ACH-000657,-0.12872608053674486
ACH-000658,-0.20517652138979192
ACH-000661,-0.3551701945481634
ACH-000662,-0.2445302305418866
ACH-000663,-0.19326348805547056
ACH-000665,-0.3950000108681333
ACH-000671,-0.18113701551936
ACH-000672,-0.18219834413914346
ACH-000673,-0.1974225053513069
ACH-000676,-0.2261322795456296
ACH-000677,-0.17079500004146572
ACH-000681,-0.0005946122372852622
ACH-000683,-0.15637951810822098
ACH-000684,-0.2806377603473448
ACH-000688,-0.22236557781416533
ACH-000693,-0.29894358075277633
ACH-000694,-0.41793828050583703
ACH-000695,-0.12550748780265678
ACH-000696,-0.15710299479498618
ACH-000697,-0.17975927883647966
ACH-000699,-0.24573017510078965
ACH-000701,-0.08804357520361693
ACH-000706,-0.13572655225834035
ACH-000711,-0.17062055554289246
ACH-000713,-0.22565335877108564
ACH-000714,-0.16800262087566156
ACH-000718,-0.2155716844234976
ACH-000720,-0.17809458327739486
ACH-000721,-0.1378183815467376
ACH-000724,-0.21430409373611392
ACH-000725,-0.07604735564078903
ACH-000732,-0.3882274201320792
ACH-000734,-0.3901878527767592
ACH-000735,-0.20144450829766805
ACH-000736,-0.30230331963482165
ACH-000738,-0.2891820234490595
ACH-000746,-0.19110020758785165
ACH-000747,-0.21496180668870726
ACH-000748,-0.2755131372816663
ACH-000753,-0.12826054181275276
ACH-000756,-0.3063517950118307
ACH-000757,-0.3098149296971061
ACH-000758,-0.3094322209994659
ACH-000760,-0.2836963217465312
ACH-000762,-0.2422335343469227
ACH-000763,-0.06656735930254559
ACH-000764,-0.265028568293264
ACH-000765,-0.4168110643853436
ACH-000766,-0.1314106091029822
ACH-000767,-0.07078063301614969
ACH-000768,-0.11611276427441156
ACH-000769,-0.2253261983835121
ACH-000770,-0.2274224709773493
ACH-000771,-0.2251291200258055
ACH-000773,-0.20315934764252908
ACH-000776,-0.1700609104644381
ACH-000777,-0.18846050444151974
ACH-000778,-0.3836067545650825
ACH-000781,-0.19684625587652
ACH-000782,-0.2282052381683265
ACH-000783,-0.4454288160309055
ACH-000784,-0.13924790134927315
ACH-000785,-0.19722314789514855
ACH-000787,-0.10204533591159452
ACH-000788,-0.19828861426507707
ACH-000791,-0.2224241834564812
ACH-000792,-0.15401065628447666
ACH-000794,-0.452770655569008
ACH-000796,-0.1932247012448768
ACH-000798,-0.1811109227263015
ACH-000799,-0.17186736794256596
ACH-000800,-0.07432398787927504
ACH-000802,-0.3941466056346924
ACH-000804,-0.25211485205465634
ACH-000805,-0.40226674176284977
ACH-000809,-0.2491110255502674
ACH-000810,-0.3400255618890088
ACH-000811,-0.12147572942538815
ACH-000817,-0.18405562723985336
ACH-000819,-0.16058093675710236
ACH-000820,-0.25084269687967936
ACH-000821,-0.08582664377436464
ACH-000822,-0.2729458813273699
ACH-000823,-0.3661672410914416
ACH-000824,-0.3955247743432385
ACH-000827,-0.1042938883413452
ACH-000829,-0.1767707822729761
ACH-000831,-0.18314260225935625
ACH-000832,-0.5391240498237736
ACH-000833,-0.05237768796587439
ACH-000834,-0.1459312947220523
ACH-000835,-0.2310316742546508
ACH-000836,-0.15672042746054707
ACH-000837,-0.21788337765759808
ACH-000838,-0.4322364096080102
ACH-000839,-0.4017043965149745
ACH-000840,-0.4148191394650157
ACH-000841,-0.22464752285139675
ACH-000843,-0.2171549097553214
ACH-000846,-0.15249355093196376
ACH-000847,-0.14994278940678568
ACH-000848,-0.4296861719406384
ACH-000849,-0.12669209012743274
ACH-000851,-0.16746073559141328
ACH-000855,-0.014404636933448471
ACH-000856,-0.07455865925509687
ACH-000858,-0.189069606123048
ACH-000859,-0.20937050205401495
ACH-000861,-0.20833342156282555
ACH-000862,-0.08582371748410382
ACH-000865,-0.1879604791231116
ACH-000866,-0.1175427815965166
ACH-000867,-0.16446676590469667
ACH-000869,-0.190601864874368
ACH-000872,-0.5272590014493115
ACH-000873,-0.06400378778658275
ACH-000876,-0.33105316750548136
ACH-000878,-0.04278656660391137
ACH-000880,-0.09614556470265212
ACH-000881,-0.20989665639934535
ACH-000882,-0.29293399393258657
ACH-000884,-0.2050297071313785
ACH-000885,-0.021884309027505683
ACH-000887,-0.2515621281871838
ACH-000889,-0.1715582268131886
ACH-000896,-0.2843621641831209
ACH-000898,-0.08664375281572273
ACH-000900,-0.2798034542837634
ACH-000901,-0.3062261714059211
ACH-000905,-0.2439368202445054
ACH-000906,-0.17954822774493764
ACH-000907,-0.0639659777363592
ACH-000910,-0.2656849359386733
ACH-000911,-0.18139496168944347
ACH-000912,-0.17442492572669366
ACH-000913,-0.14111318883242074
ACH-000915,-0.11933546826508322
ACH-000916,-0.17895724387984302
ACH-000917,-0.3837104908774755
ACH-000920,-0.3822796670168038
ACH-000921,-0.2459996429089481
ACH-000924,-0.08741036855187896
ACH-000926,-0.1162021296758837
ACH-000928,-0.10011145905528984
ACH-000929,-0.2196302335805964
ACH-000932,-0.2174725450809878
ACH-000935,-0.24844556680897634
ACH-000936,-0.218543421028822
ACH-000937,-0.1565011899302277
ACH-000938,-0.16016655848860584
ACH-000939,-0.2472315350713534
ACH-000941,-0.2293608234142612
ACH-000943,-0.18858197950181416
ACH-000946,-0.21118478571913807
ACH-000947,-0.15190772940386604
ACH-000948,-0.2741045925744058
ACH-000950,-0.2239031015298067
ACH-000953,-0.1289488658626038
ACH-000954,-0.06475497761475564
ACH-000957,-0.3000353237145993
ACH-000958,-0.17133001410362514
ACH-000960,-0.18942397012650494
ACH-000963,-0.1563216992815565
ACH-000968,-0.31124189983961503
ACH-000969,-0.1979995073270568
ACH-000972,-0.3057909655079179
ACH-000973,-0.2862751811983003
ACH-000974,-0.17390981860619747
ACH-000978,-0.35548255441204085
ACH-000984,-0.30466604193352337
ACH-000986,-0.2557378092011891
ACH-000988,-0.11063682186387486
ACH-000993,-0.0335264276375417
ACH-000994,-0.05903337279226665
ACH-000996,-0.14378818330658766
ACH-001001,-0.2647048591596217
ACH-001020,-0.2617877683853902
ACH-001028,-0.2439289172011601
ACH-001031,-0.13523391755400402
ACH-001038,-0.2813195207807334
ACH-001048,-0.2189108764791143
ACH-001050,-0.1550929830695896
ACH-001053,-0.16338005834803807
ACH-001054,-0.18941299032456174
ACH-001061,-0.11320176298058325
ACH-001067,-0.0646676738621969
ACH-001075,-0.3688376061173786
ACH-001096,-0.11434310935743518
ACH-001111,0.003279270837643248
ACH-001119,-0.218747594697186
ACH-001128,-0.5847669874530205
ACH-001134,-0.08033447674283455
ACH-001151,-0.09472395428748058
ACH-001163,-0.2264321359942668
ACH-001164,-0.1255916987204237
ACH-001183,-0.14804271250092454
ACH-001192,-0.08525070277633016
ACH-001193,-0.2422433108777155
ACH-001196,-0.13986283952470865
ACH-001197,-0.18202613311342805
ACH-001205,-0.18580906428866567
ACH-001211,-0.32299890767213685
ACH-001212,-0.20053644047893115
ACH-001228,-0.1570290187390496
ACH-001232,-0.20606146016462332
ACH-001239,-0.1440324976709148
ACH-001270,-0.23879909331537655
ACH-001274,-0.19254856468098566
ACH-001275,-0.2367321817901309
ACH-001277,-0.3237852721487144
ACH-001278,-0.2574695435505115
ACH-001280,-0.042186533842141376
ACH-001283,-0.14270276980289845
ACH-001289,-0.2061864087967627
ACH-001300,-0.17114711398689414
ACH-001301,-0.16529128150809091
ACH-001302,-0.17319008289710752
ACH-001306,-0.2725543196609924
ACH-001318,-0.19048691177370886
ACH-001322,-0.1315335765795441
ACH-001328,-0.23520403372025486
ACH-001332,-0.0961610338993892
ACH-001336,-0.19828390526164616
ACH-001346,-0.3510993814775372
ACH-001353,-0.17057533277816164
ACH-001354,-0.11776165691472865
ACH-001367,-0.21438406177755776
ACH-001368,-0.2326434968626546
ACH-001374,-0.4192537058622597
ACH-001377,-0.11024394621402588
ACH-001380,-0.25115627403041
ACH-001391,-0.2471896472391497
ACH-001408,-0.20748853081165966
ACH-001430,-0.21998086958965168
ACH-001431,-0.2352748024798041
ACH-001450,-0.16993569074528184
ACH-001496,-0.20272721310596095
ACH-001500,-0.30029061833978754
ACH-001523,-0.02684754866592984
ACH-001532,-0.16780577800622626
ACH-001550,-0.5707599160967757
ACH-001552,-0.08520789383487451
ACH-001554,-0.2359732525606801
ACH-001654,-0.2958391866424234
ACH-001735,-0.20158701780080004
ACH-001736,-0.4089661843927616
ACH-001737,-0.2655223375857523
ACH-001740,-0.1109257566617571
ACH-001745,-0.1041220556519215
ACH-001765,-0.13589664885750194
