,DONSON (29980)
ACH-000336,-1.7934275505862318
ACH-000337,-1.5727090173551763
ACH-000338,-1.7525313779924467
ACH-000339,-1.3509372362817864
ACH-000341,-1.5826184598651645
ACH-000348,-1.5088121275010602
ACH-000350,-1.604642816056009
ACH-000352,-1.4710279657174703
ACH-000356,-1.309398476041622
ACH-000361,-1.3878642433010202
ACH-000362,-1.3714245624221746
ACH-000363,-1.4922448546837088
ACH-000364,-1.2607933270367218
ACH-000365,-1.5899792338505871
ACH-000366,-1.3635551256383058
ACH-000368,-1.0999682137851896
ACH-000374,-1.2680132720388586
ACH-000375,-1.3568858628262928
ACH-000376,-1.430142851563799
ACH-000381,-1.3762086554373327
ACH-000383,-1.3730814802912603
ACH-000387,-2.0193746269615866
ACH-000389,-1.3617006237876101
ACH-000390,-1.446620126303537
ACH-000393,-1.423222487419686
ACH-000395,-1.08834906318838
ACH-000396,-1.5238867243508234
ACH-000397,-1.7588962994986672
ACH-000401,-1.2300432240891408
ACH-000402,-1.4596400812084254
ACH-000403,-1.7175281466947523
ACH-000404,-1.2767915264969976
ACH-000406,-1.5891700270883322
ACH-000407,-1.5484545103499
ACH-000408,-1.1843547699774828
ACH-000410,-1.2711574036711335
ACH-000411,-1.26641236418617
ACH-000414,-1.6563946562419596
ACH-000415,-1.6797194600418273
ACH-000416,-1.322324828692897
ACH-000420,-1.0318823424810688
ACH-000421,-1.3928021285995755
ACH-000424,-1.424525356296133
ACH-000425,-1.292006525396449
ACH-000426,-1.6370912306342666
ACH-000427,-1.4582026129588608
ACH-000433,-1.225449960382097
ACH-000435,-1.2080803275933718
ACH-000436,-1.2585589200321976
ACH-000444,-1.2870554352414871
ACH-000445,-1.4012467450850163
ACH-000448,-1.3456841556178607
ACH-000450,-1.4636458314491307
ACH-000452,-1.552053624895175
ACH-000454,-1.3639619098728013
ACH-000458,-1.3294509544112327
ACH-000459,-1.363371030402147
ACH-000460,-1.4018448230393823
ACH-000461,-1.4776719050955796
ACH-000463,-1.3462688889155912
ACH-000464,-1.4387598505043728
ACH-000466,-1.6563593469376032
ACH-000467,-1.3271320561285476
ACH-000468,-1.4117263667463782
ACH-000469,-1.4325022855255232
ACH-000470,-1.4756822749295553
ACH-000471,-1.378235399000429
ACH-000472,-1.3753056968107582
ACH-000473,-1.2485137278495746
ACH-000475,-1.4157480288713291
ACH-000476,-1.3304870558263795
ACH-000477,-1.1582201986006586
ACH-000479,-1.3429909358759329
ACH-000480,-1.3977453134042133
ACH-000481,-1.6145789461059137
ACH-000483,-1.7169615255157633
ACH-000484,-1.5107388367033463
ACH-000485,-1.1899668216872623
ACH-000486,-1.2284840515866726
ACH-000487,-1.5897265539923322
ACH-000488,-1.328790114292645
ACH-000490,-1.4055970493480612
ACH-000491,-1.6412440435776512
ACH-000495,-1.5128934769345732
ACH-000496,-1.4048965452856612
ACH-000499,-1.2731333750471154
ACH-000500,-1.7167137739967488
ACH-000502,-1.2428911345808444
ACH-000503,-1.3883321327341789
ACH-000505,-1.359960204604616
ACH-000507,-1.5045354533662103
ACH-000510,-1.2118229839401005
ACH-000511,-1.264756125648848
ACH-000512,-1.5170958012514957
ACH-000516,-1.337586621427657
ACH-000517,-1.4059453986292398
ACH-000518,-1.6493648529914946
ACH-000520,-1.2576479259244169
ACH-000521,-1.3096321171468008
ACH-000522,-1.474511597515511
ACH-000524,-1.7736421384689982
ACH-000527,-1.3500161447221386
ACH-000528,-1.2881173670209811
ACH-000537,-1.37527717560853
ACH-000541,-1.6019509454616956
ACH-000542,-1.3289556329437706
ACH-000544,-1.1481381461626279
ACH-000545,-1.2506566569197803
ACH-000547,-1.7087701351592282
ACH-000548,-1.327739750955624
ACH-000549,-1.4045920633388151
ACH-000550,-1.236454040052704
ACH-000552,-1.359211255470643
ACH-000556,-1.3375732324597556
ACH-000557,-1.5992817909491788
ACH-000569,-1.1644358656654834
ACH-000570,-1.3032775972301116
ACH-000571,-1.4652139816436742
ACH-000573,-1.4023200555477398
ACH-000576,-1.35188009996243
ACH-000579,-1.3343390637269092
ACH-000580,-1.5518638630953898
ACH-000584,-1.368148772254186
ACH-000585,-1.5025096604683987
ACH-000588,-1.2668625730998684
ACH-000589,-1.4771379021291746
ACH-000591,-1.3653040519431123
ACH-000593,-1.4471289233440212
ACH-000600,-1.1107069920639303
ACH-000601,-1.3004697994275345
ACH-000605,-1.6553476899341681
ACH-000606,-1.2587018547122344
ACH-000608,-1.3686423004385144
ACH-000614,-1.1910571229263358
ACH-000616,-1.2784793829382728
ACH-000618,-1.571488064955219
ACH-000619,-1.3437108938421571
ACH-000620,-1.4137019916639093
ACH-000621,-1.428587093285761
ACH-000622,-1.8469536562567324
ACH-000623,-1.4316760630811518
ACH-000624,-1.3916499828783813
ACH-000627,-1.3183636036933173
ACH-000630,-1.3502436286798103
ACH-000631,-1.1375008903630714
ACH-000632,-1.4813009989546102
ACH-000633,-1.4037650245680449
ACH-000637,-1.426583409644285
ACH-000638,-1.4157453002556857
ACH-000646,-1.5797331405969668
ACH-000647,-1.2730040176169597
ACH-000648,-1.4277977200281318
ACH-000649,-1.2018500908803529
ACH-000651,-1.3515279797440838
ACH-000652,-1.6112694259741984
ACH-000653,-1.3908286072389917
ACH-000657,-1.4499208957916845
ACH-000658,-1.3995276966716328
ACH-000661,-1.387543377918576
ACH-000662,-1.3288820296346575
ACH-000663,-1.3583166153940116
ACH-000665,-1.4208461836761803
ACH-000671,-1.2456460568202306
ACH-000672,-1.64174318018253
ACH-000673,-1.2668820924321311
ACH-000676,-1.1780435737371386
ACH-000677,-1.3753289521838483
ACH-000681,-1.5633009328286638
ACH-000683,-1.421280722171013
ACH-000684,-1.3569403097518686
ACH-000688,-1.7103905241480548
ACH-000693,-1.4007058128409176
ACH-000694,-1.5315920897079216
ACH-000695,-1.438570126970846
ACH-000696,-1.4742103962979942
ACH-000697,-1.3548745559259328
ACH-000699,-1.7199651127884443
ACH-000701,-1.7600605490474797
ACH-000706,-1.4857523137093145
ACH-000711,-1.3212213475846146
ACH-000713,-1.2111678147584644
ACH-000714,-1.4805979819887094
ACH-000718,-1.5091662558863403
ACH-000720,-1.5406975641943157
ACH-000721,-1.5447568354622807
ACH-000724,-1.9295114944842373
ACH-000725,-1.700944715629009
ACH-000732,-1.4487646023607863
ACH-000734,-1.450872521600123
ACH-000735,-1.3833895601135964
ACH-000736,-1.4611573515539644
ACH-000738,-1.3156007784074784
ACH-000746,-1.3401069400542225
ACH-000747,-1.4315222914851802
ACH-000748,-1.5373358078860089
ACH-000753,-1.3350481856991956
ACH-000756,-1.3352990703775
ACH-000757,-1.2701479523265502
ACH-000758,-1.27718780287892
ACH-000760,-1.404996735306275
ACH-000762,-1.1978654592581124
ACH-000763,-1.4138121197549525
ACH-000764,-1.161606059282125
ACH-000765,-1.2458615398419266
ACH-000766,-1.4285715791003522
ACH-000767,-1.6648381723507744
ACH-000768,-1.3306378630683668
ACH-000769,-1.4214055112826498
ACH-000770,-1.532038118084078
ACH-000771,-1.4944665684185583
ACH-000773,-1.3818534373838574
ACH-000776,-1.416394325688939
ACH-000777,-1.4198680429449153
ACH-000778,-2.1779027742205144
ACH-000781,-1.3247424984272975
ACH-000782,-1.4042861490543108
ACH-000783,-1.4505158672292744
ACH-000784,-1.3755077751273197
ACH-000785,-1.5933219381419788
ACH-000787,-1.4512245591242534
ACH-000788,-1.442805039842549
ACH-000791,-1.4161186404916577
ACH-000792,-1.412271036363084
ACH-000794,-1.384585708043131
ACH-000796,-1.3083634802687198
ACH-000798,-1.3072473379308318
ACH-000799,-1.2143005159660831
ACH-000800,-1.6535373398963538
ACH-000802,-1.6966535750561444
ACH-000804,-1.3416035584194341
ACH-000805,-1.369077820099665
ACH-000809,-1.232565828683352
ACH-000810,-1.1316917616592208
ACH-000811,-1.4659107792670982
ACH-000817,-1.1006037876574408
ACH-000819,-1.3787199195295363
ACH-000820,-1.3945719245441828
ACH-000821,-1.8089561125920872
ACH-000822,-1.5700566460951706
ACH-000823,-1.3325667827294352
ACH-000824,-1.5356746506699883
ACH-000827,-1.2821167773462432
ACH-000829,-1.3965877524219146
ACH-000831,-1.3134183543196492
ACH-000832,-1.1622654672290098
ACH-000833,-1.5336070871533802
ACH-000834,-1.3407778027127064
ACH-000835,-1.4626702913816747
ACH-000836,-1.4180492604929351
ACH-000837,-1.431338075896763
ACH-000838,-1.478496687195684
ACH-000839,-1.4361331527830017
ACH-000840,-1.397750087664857
ACH-000841,-1.473661088051501
ACH-000843,-1.5190674525563137
ACH-000846,-0.9391758808614272
ACH-000847,-1.3029067266111587
ACH-000848,-1.3812640081300518
ACH-000849,-0.976476128708234
ACH-000851,-1.2962920326649892
ACH-000855,-1.5393813517365467
ACH-000856,-1.4730130950983769
ACH-000858,-1.4254753621077674
ACH-000859,-1.4738926687536833
ACH-000861,-1.3612270685240078
ACH-000862,-1.384535431773557
ACH-000865,-1.463641918944723
ACH-000866,-1.4256179900286083
ACH-000867,-1.4314928185345437
ACH-000869,-1.3134576840279049
ACH-000872,-1.2285421529888223
ACH-000873,-1.1648520542532934
ACH-000876,-1.5958176645614184
ACH-000878,-1.6017965635972333
ACH-000880,-1.421027027220436
ACH-000881,-1.4728708828209771
ACH-000882,-1.362003714060958
ACH-000884,-1.4965791801375266
ACH-000885,-1.4022411067565013
ACH-000887,-1.3354089723110265
ACH-000889,-1.4060616144638929
ACH-000896,-1.2525963127101856
ACH-000898,-1.6272724140528907
ACH-000900,-1.3633465685383823
ACH-000901,-1.4505667274278269
ACH-000905,-1.2823145030120249
ACH-000906,-1.4589499409432582
ACH-000907,-1.2310985135656591
ACH-000910,-1.3960584243807717
ACH-000911,-1.3720377971613964
ACH-000912,-1.4149999089521408
ACH-000913,-1.3314955235325443
ACH-000915,-1.401492309664776
ACH-000916,-1.2298309814130912
ACH-000917,-1.4156661503274783
ACH-000920,-1.1085793306859286
ACH-000921,-1.2917736169035618
ACH-000924,-1.1781468986886376
ACH-000926,-1.6216209254365828
ACH-000928,-1.306096607362322
ACH-000929,-1.4617867634883723
ACH-000932,-1.3063118182770834
ACH-000935,-1.078434477579319
ACH-000936,-1.2737452698903968
ACH-000937,-1.5238607763617875
ACH-000938,-1.3170634233236846
ACH-000939,-1.8856116843207809
ACH-000941,-1.581908232256057
ACH-000943,-1.3376551106632522
ACH-000946,-1.3320416445094745
ACH-000947,-1.5258307330558991
ACH-000948,-1.552697430005785
ACH-000950,-1.3844225643706622
ACH-000953,-1.3967046008309991
ACH-000954,-1.0630404441470132
ACH-000957,-1.2612729993876726
ACH-000958,-1.7438040134996349
ACH-000960,-1.667473544486192
ACH-000963,-1.8412047748467333
ACH-000968,-1.2536829102983549
ACH-000969,-1.4810908459993384
ACH-000972,-1.0512687470017483
ACH-000973,-1.3750866947262117
ACH-000974,-1.2141508348668275
ACH-000978,-1.652982616924904
ACH-000984,-1.3209487836305902
ACH-000986,-1.4042269838837405
ACH-000988,-1.3698795869242966
ACH-000993,-1.6163479384121848
ACH-000994,-1.522245243370502
ACH-000996,-1.2822694242433927
ACH-001001,-1.4474373407542065
ACH-001020,-1.5087022353375432
ACH-001028,-1.4302834182604578
ACH-001031,-1.4780406827694397
ACH-001038,-1.3624944779018595
ACH-001048,-1.3120447506919517
ACH-001050,-1.1185781669186141
ACH-001053,-1.4736927951754335
ACH-001054,-1.3389841260314153
ACH-001061,-1.1435177884769852
ACH-001067,-1.4041952643622275
ACH-001075,-1.3386585645563946
ACH-001096,-1.673758387477105
ACH-001111,-1.3886381525219147
ACH-001119,-1.269189189342018
ACH-001128,-1.3888910077359238
ACH-001134,-1.4070859818603638
ACH-001151,-1.5102963932665727
ACH-001163,-1.255340646738918
ACH-001164,-1.3836132327477308
ACH-001183,-0.9999047825837758
ACH-001192,-1.5846237278088389
ACH-001193,-1.1753334287566592
ACH-001196,-1.0908819013660505
ACH-001197,-1.556266704335031
ACH-001205,-1.1650048185232216
ACH-001211,-1.3790777650975976
ACH-001212,-1.2528050222254723
ACH-001228,-1.2575666059810775
ACH-001232,-1.342303398607427
ACH-001239,-1.4155598435130008
ACH-001270,-1.0452853441782464
ACH-001274,-1.3283624198038655
ACH-001275,-1.1308662896198016
ACH-001277,-1.242436088957197
ACH-001278,-1.40988110732363
ACH-001280,-1.6695528432812912
ACH-001283,-1.4255456197989382
ACH-001289,-1.4835898932362441
ACH-001300,-1.3930562054972957
ACH-001301,-1.291147505640304
ACH-001302,-1.4025341060972414
ACH-001306,-1.1406576476617436
ACH-001318,-1.318109758218308
ACH-001322,-1.2079768303182723
ACH-001328,-1.215027820032898
ACH-001332,-1.22132470850424
ACH-001336,-1.1664705892349956
ACH-001346,-1.5667131741425082
ACH-001353,-1.5307465612474396
ACH-001354,-1.3859168204498775
ACH-001367,-1.3465273423032558
ACH-001368,-1.4764532362936458
ACH-001374,-1.2504345525800258
ACH-001377,-1.4878063308188658
ACH-001380,-1.394401200700517
ACH-001391,-1.52042444404058
ACH-001408,-1.532589999284672
ACH-001430,-1.2023306736373411
ACH-001431,-1.3769783113275118
ACH-001450,-1.3641162319634483
ACH-001496,-1.4808536475769642
ACH-001500,-1.3241124823776995
ACH-001523,-1.621331352900804
ACH-001532,-1.5145545025825269
ACH-001550,-1.7641487290253963
ACH-001552,-1.3411109529485683
ACH-001554,-1.5915233531157809
ACH-001654,-1.4765655194355092
ACH-001735,-1.4395207709532765
ACH-001736,-1.4399770472839668
ACH-001737,-0.9444344787434952
ACH-001740,-1.4850379222992074
ACH-001745,-1.3903804416836478
ACH-001765,-1.3364612643861808
