,KDSR (2531)
ACH-000252,-0.14831523078229333
ACH-000253,-0.1156528399230682
ACH-000255,-0.2966336863734948
ACH-000256,-0.5675564426362222
ACH-000257,0.004751151808726347
ACH-000258,-0.5115397677732448
ACH-000259,0.05303385680711395
ACH-000260,-0.7446143319438366
ACH-000261,-0.5947959538348253
ACH-000262,-0.7797228854267612
ACH-000263,-0.3158055106063935
ACH-000264,-0.08519976615339596
ACH-000265,-0.06685164377478355
ACH-000266,-0.2729997952908733
ACH-000272,-0.4184289958926825
ACH-000274,-0.23117177469827746
ACH-000277,-0.4937233447393218
ACH-000278,-0.6605929444778321
ACH-000279,-0.1334951202717119
ACH-000280,-0.3968152369536342
ACH-000281,-0.4327338886824128
ACH-000288,-0.5131232390000156
ACH-000291,-0.4945732878719788
ACH-000293,-0.13060949100700306
ACH-000294,-0.7431175853058003
ACH-000295,-0.4694778356258701
ACH-000296,-0.7597618255167438
ACH-000302,-0.08098866081733284
ACH-000304,-0.4757978368667273
ACH-000307,-0.300721552728573
ACH-000308,-0.1278160621086245
ACH-000310,-0.251991294618013
ACH-000311,-0.13301629821296634
ACH-000312,-0.13664000969160736
ACH-000315,-0.213554130483932
ACH-000316,-0.2851723221603852
ACH-000317,-0.3670051011572764
ACH-000318,-0.3113620289710884
ACH-000319,-0.4098021139484353
ACH-000320,-0.5383890245172015
ACH-000322,-0.35948343648937553
ACH-000323,-0.5105891138784088
ACH-000324,-0.7863667945730728
ACH-000329,-0.11525510693422117
ACH-000330,-0.247228376056866
ACH-000331,-0.4883713173575985
ACH-000332,-0.17141596778907195
ACH-000334,-0.17774144384553112
ACH-000335,-0.2477774945730592
ACH-000336,-0.4845987941281156
ACH-000337,-0.5615698261524956
ACH-000338,-0.10041644926527966
ACH-000339,-0.3708233264766193
ACH-000341,-0.14197073659307227
ACH-000348,-0.5870775406873967
ACH-000350,-0.028057649477072042
ACH-000352,-0.21697323218593514
ACH-000356,-0.1002714034452707
ACH-000361,-0.5886045813733647
ACH-000362,-0.2230453691005256
ACH-000363,-0.23931741417460545
ACH-000364,-0.5229020386259533
ACH-000365,-0.8508441849525831
ACH-000366,-0.13229600802556926
ACH-000368,-0.3686824780441101
ACH-000374,-0.4064745627548464
ACH-000375,-0.22522412566109826
ACH-000376,-0.07938560835905144
ACH-000381,-0.2505610691272924
ACH-000383,-0.1342089847869832
ACH-000387,-0.02893479445916932
ACH-000389,-0.48259148403283203
ACH-000390,-0.1376860477542041
ACH-000393,-0.3183291533239969
ACH-000395,-0.19565231983089154
ACH-000396,-0.15183401218852474
ACH-000397,0.02048321992850374
ACH-000401,-0.12420778967304125
ACH-000402,-0.5783012872027483
ACH-000403,-0.2437234820697619
ACH-000404,-0.4497854976907227
ACH-000406,-0.5091914056136679
ACH-000407,-0.994228936114561
ACH-000408,-0.5412177150858579
ACH-000410,-0.16452863647483673
ACH-000411,-0.4641690490727575
ACH-000414,-0.19889461872929365
ACH-000415,-0.2536668524773896
ACH-000416,-0.8611946111581538
ACH-000420,-0.572319366400074
ACH-000421,-0.06284160741085466
ACH-000424,-0.25358567235884444
ACH-000425,-0.2885320661920274
ACH-000426,-0.33909199011331026
ACH-000427,-0.2488825915569868
ACH-000433,-0.31412655536454537
ACH-000435,-0.4304197630419197
ACH-000436,-0.3854320476572061
ACH-000444,-0.7429390914286761
ACH-000445,-0.8973843820807571
ACH-000448,-0.07670355342625876
ACH-000450,-0.1434178144735921
ACH-000452,-0.4365687625329745
ACH-000454,-0.2536445069906373
ACH-000458,-0.14790648193678693
ACH-000459,-0.04428673629763648
ACH-000460,-0.3412981953287928
ACH-000461,-0.2677482953382185
ACH-000463,-0.3247862198925877
ACH-000464,-0.598297769131597
ACH-000466,-0.2357725384528729
ACH-000467,-0.2984155450407016
ACH-000468,-0.8829198883897802
ACH-000469,-0.3524194343988305
ACH-000470,-0.2938198944297156
ACH-000471,-0.5813266316797433
ACH-000472,-0.16256125916946487
ACH-000473,-0.07911039940342461
ACH-000475,-0.2924175718017049
ACH-000476,-0.2222298579967386
ACH-000477,-0.0324834359586406
ACH-000479,-0.29582584850698634
ACH-000480,-0.2696869065209215
ACH-000481,-0.1790453204685152
ACH-000483,-0.18388086906219786
ACH-000484,-0.345013057201005
ACH-000485,-0.0900860673156269
ACH-000486,-0.18774424751746
ACH-000487,-0.08210922008478935
ACH-000488,-0.024890212158948304
ACH-000490,-0.2292388819629885
ACH-000491,-0.21502278153982848
ACH-000495,-0.3610259300275332
ACH-000496,-0.2523295417518325
ACH-000499,-0.5031189526005782
ACH-000500,-0.5890994507496039
ACH-000502,-0.8480059631521942
ACH-000503,-0.42418362677222576
ACH-000505,-0.5507545863903557
ACH-000507,-0.14778701834232907
ACH-000510,-0.4502447426996296
ACH-000511,-0.2819806506805692
ACH-000512,-0.5066514336860424
ACH-000516,-0.20161467898803231
ACH-000517,-0.5647015409594692
ACH-000518,-0.3742559873264213
ACH-000520,-0.6723958536305744
ACH-000521,-0.4901516317555375
ACH-000522,-0.3758084080500505
ACH-000524,-0.2295183912809804
ACH-000527,-0.1828319310296765
ACH-000528,-0.18957233360350875
ACH-000537,-0.17087076176929053
ACH-000541,-0.09170325508642703
ACH-000542,-0.3896455550320095
ACH-000544,-0.4555680824756736
ACH-000545,-0.5180458326518708
ACH-000547,-0.8448380653967245
ACH-000548,-0.7212304909518038
ACH-000549,-0.5058297715932389
ACH-000550,-0.7269925077300007
ACH-000552,-0.09742320351658487
ACH-000556,-0.3058982176159156
ACH-000557,-0.5532196142407667
ACH-000569,-0.6837478344509423
ACH-000570,-0.10719320537605333
ACH-000571,-0.17814791478395442
ACH-000573,-0.3509557553876995
ACH-000576,-0.7079344662290278
ACH-000579,-0.2394386752508648
ACH-000580,-0.1023872960991642
ACH-000584,-0.22252337976034373
ACH-000585,-0.31622981342126305
ACH-000588,-0.5983693356307892
ACH-000589,-0.23643724858734635
ACH-000591,-0.6357913502973537
ACH-000593,-0.2770894008512721
ACH-000600,-0.08755468485367435
ACH-000601,-0.09586723421519604
ACH-000605,-0.19645889192142973
ACH-000606,-0.8386827665158393
ACH-000608,-0.20837967936000704
ACH-000614,-0.3797250120304255
ACH-000616,-0.6025653882414093
ACH-000618,-0.1639874466006817
ACH-000619,-0.4520008142338623
ACH-000620,-0.3521010475417976
ACH-000621,-0.29754482929474746
ACH-000622,-0.3133864222291597
ACH-000623,-0.14705031828416554
ACH-000624,-0.2970214026937061
ACH-000627,-0.30251105768828745
ACH-000630,-0.8830601284866335
ACH-000631,-0.32596281030689833
ACH-000632,-0.5033881367739724
ACH-000633,-0.29673694280661683
ACH-000637,-0.20595194046514784
ACH-000638,-0.021063654303962096
ACH-000646,-0.3927261790701269
ACH-000647,-0.6056579323332973
ACH-000648,-0.5084693393090582
ACH-000649,-0.4827121129915234
ACH-000651,-0.07524621423732984
ACH-000652,-0.35070312991122105
ACH-000653,-0.14411905301570016
ACH-000657,-0.4470009294178834
ACH-000658,-0.3063209422778701
ACH-000661,-0.11079575384104948
ACH-000662,-0.28770943759570794
ACH-000663,-0.4139518269074937
ACH-000665,-0.06916944627373213
ACH-000671,-0.7140198726565239
ACH-000672,-0.3621126335591432
ACH-000673,-0.7651138600446449
ACH-000676,-0.23753873243648654
ACH-000677,-0.2280910084549419
ACH-000681,-0.17371995732987586
ACH-000683,-0.10088535756984326
ACH-000684,-0.8658979255443937
ACH-000688,-0.35859727358501825
ACH-000693,-0.1034012207282846
ACH-000694,-0.16904944420584386
ACH-000695,-0.09708698841196284
ACH-000696,-0.8118688109300174
ACH-000697,-0.3763968765423644
ACH-000699,-0.4865740856295729
ACH-000701,-0.318027230111926
ACH-000706,-0.21985571297538328
ACH-000711,-0.2505727288070102
ACH-000713,-0.6147119225157194
ACH-000714,-0.2851560812501692
ACH-000718,-0.2470416377014712
ACH-000720,-0.4558449029549842
ACH-000721,-0.030673242282368413
ACH-000724,-0.35135624624702505
ACH-000725,-0.130545378143111
ACH-000732,-0.5088324253778255
ACH-000734,-0.07394909096979424
ACH-000735,-0.2520078739321089
ACH-000736,-0.02209153014829781
ACH-000738,-0.7064906180338683
ACH-000746,-0.11082252305347216
ACH-000747,-0.6712271673987834
ACH-000748,-0.5831054726498073
ACH-000753,-0.7409511424139035
ACH-000756,-0.6713167846143671
ACH-000757,-0.17030830178207487
ACH-000758,-0.2382419849262729
ACH-000760,-0.6390017935659257
ACH-000762,-0.2623834580508877
ACH-000763,-0.3902194420386766
ACH-000764,-0.4691191463430998
ACH-000765,-0.5345226557438324
ACH-000766,-0.5727735564993837
ACH-000767,-0.2696686899505483
ACH-000768,-0.86137653264823
ACH-000769,-0.1591802621277274
ACH-000770,-0.5973006920995005
ACH-000771,-0.5372128125517021
ACH-000773,-0.2031064891368008
ACH-000776,-0.0569630187123441
ACH-000777,-0.21941569644645093
ACH-000778,-0.36171233822226345
ACH-000781,-0.17171119802034845
ACH-000782,-0.6466561996835859
ACH-000783,-0.08237407970405908
ACH-000784,-0.16367346919189524
ACH-000785,-0.24238546405412706
ACH-000787,-0.7040483345673066
ACH-000788,-0.4307330295695794
ACH-000791,-0.13730922458730832
ACH-000792,-0.2988310264293572
ACH-000794,-0.681978941020066
ACH-000796,-0.2831497021833709
ACH-000798,-0.11278733979981012
ACH-000799,-0.3153672274765153
ACH-000800,-0.4619409475550515
ACH-000802,-0.3898624086490494
ACH-000804,-0.717465109239641
ACH-000805,0.0035402020481027593
ACH-000809,-0.11748894290671902
ACH-000810,-0.4131703120112527
ACH-000811,-0.2510525291218169
ACH-000817,-0.2415465719488129
ACH-000819,-0.0933605338472388
ACH-000820,-0.3465341619897961
ACH-000821,-0.14447285524566908
ACH-000822,-0.24478636071752824
ACH-000823,-0.2403789549094489
ACH-000824,-0.2281566459402964
ACH-000827,-0.4680223772898861
ACH-000829,-0.5878500364213315
ACH-000831,-0.8967905446117003
ACH-000832,-0.7034716193269022
ACH-000833,-0.3271275390922259
ACH-000834,-0.118683303172284
ACH-000835,-0.6591126805773759
ACH-000836,-0.4017802001997247
ACH-000837,-0.0933315887489226
ACH-000838,-0.3668703029431319
ACH-000839,-0.3889782262703104
ACH-000840,-0.2101558755074205
ACH-000841,-0.24367264434720465
ACH-000843,-0.5487523176684996
ACH-000846,-0.1824699649478625
ACH-000847,-0.1936260143472835
ACH-000848,-0.1556932697167012
ACH-000849,-0.3152555619384615
ACH-000851,-0.6954050003982023
ACH-000855,-0.1102568330323336
ACH-000856,-0.2936167862524173
ACH-000858,-0.20249003179754874
ACH-000859,-0.2253521573797638
ACH-000861,-0.5441651518185909
ACH-000862,-0.11915260849782665
ACH-000865,-0.0531928439207143
ACH-000866,0.11328424313995188
ACH-000867,-0.013391783060623974
ACH-000869,-0.3341799466089225
ACH-000872,-0.6432081246377122
ACH-000873,-0.0006808255216058536
ACH-000876,-0.14840704670302193
ACH-000878,-0.5506115708350401
ACH-000880,-0.6592877297645415
ACH-000881,-0.4437453108079988
ACH-000882,-0.4240538974462947
ACH-000884,-0.23912721483503974
ACH-000885,-0.19952134399920127
ACH-000887,-0.29386101150304944
ACH-000889,-0.06404578404104821
ACH-000896,-0.2734775941027326
ACH-000898,-0.1577550935711422
ACH-000900,-0.488657587304825
ACH-000901,-0.6432554441001995
ACH-000905,-0.19845196683844846
ACH-000906,-0.20529994543144656
ACH-000907,-0.30461364654810513
ACH-000910,-0.5707828331568277
ACH-000911,-0.01988422855946606
ACH-000912,-0.5905073234775057
ACH-000913,-0.3080093215080597
ACH-000915,-0.3902566103088695
ACH-000916,-0.2828031612274517
ACH-000917,-0.2504321487603824
ACH-000920,-0.5794179993794462
ACH-000921,-0.6131994328047072
ACH-000924,-0.23921092461567656
ACH-000926,-0.28055771840038035
ACH-000928,-0.2040908936593108
ACH-000929,-0.0670728496168382
ACH-000932,-0.15273750424330998
ACH-000935,-0.3939606348721952
ACH-000936,-0.3389976395883543
ACH-000937,0.1983355299813771
ACH-000938,-0.21226458088974254
ACH-000939,-0.7411910208019057
ACH-000941,-0.19952521229573675
ACH-000943,-0.5736869023073203
ACH-000946,-0.15183656048309904
ACH-000947,-0.021276359990655764
ACH-000948,-0.22273434513762985
ACH-000950,-0.5815519943575402
ACH-000953,-0.12160550829414342
ACH-000954,-0.10872627979318708
ACH-000957,-0.17815390810140766
ACH-000958,-0.23075297183390275
ACH-000960,-0.5479597641826932
ACH-000963,-0.28715826194674066
ACH-000968,-0.3014948275868815
ACH-000969,0.02113633914487737
ACH-000972,-0.12031666471199008
ACH-000973,-0.8434725368667957
ACH-000974,-0.02536517845424089
ACH-000978,-0.4016880431580731
ACH-000984,-0.2753841858298681
ACH-000986,-0.006788761144796856
ACH-000988,-0.2512318967486342
ACH-000993,-0.4499999170636496
ACH-000994,-0.10405456810803576
ACH-000996,-0.005158393069172905
ACH-001001,-0.0839465304022665
ACH-001020,-0.3234595749829742
ACH-001028,-0.5766547995866824
ACH-001031,-0.4187873811504668
ACH-001038,-0.3273991845937789
ACH-001048,-0.5688166288453046
ACH-001050,-0.13594401353319785
ACH-001053,-0.6225321105659771
ACH-001054,-0.5396876967341027
ACH-001061,-0.7164269957117433
ACH-001067,-0.11736603024124632
ACH-001075,-0.3380265625991102
ACH-001096,-0.7448042863488687
ACH-001111,-0.4053435978074981
ACH-001119,-0.3267572387540747
ACH-001128,-0.520620819151004
ACH-001134,-0.47447347816958
ACH-001151,-0.4563818928445466
ACH-001163,-0.3749171201569021
ACH-001164,-0.13568543380057108
ACH-001183,-0.09461107015607076
ACH-001192,-0.15966506663311708
ACH-001193,-0.3834436112472318
ACH-001196,-1.0114055164590912
ACH-001197,-0.4495345536687884
ACH-001205,-0.2965752677147644
ACH-001211,-0.14460448918173832
ACH-001212,-0.2941691947996455
ACH-001228,-0.1917859016687576
ACH-001232,-0.3079906492193862
ACH-001239,-0.6636727813601662
ACH-001270,-0.7850425036318275
ACH-001274,-0.4531987473520669
ACH-001275,-0.065682321892152
ACH-001277,-0.4757117593480154
ACH-001278,-0.3411033020289868
ACH-001280,-0.18801611564631066
ACH-001283,-0.20779522726536434
ACH-001289,0.01952474054937822
ACH-001300,-0.14350121776367689
ACH-001301,-0.4937345354732601
ACH-001302,-0.1106810220300365
ACH-001306,-0.5841702771201803
ACH-001318,-0.4232726252696775
ACH-001322,-0.6265447928798593
ACH-001328,-0.2160086719683717
ACH-001332,-0.2590752849696688
ACH-001336,-0.10511181799700088
ACH-001346,-0.3785668111774929
ACH-001353,-0.5313801224432665
ACH-001354,-0.14171679409254975
ACH-001367,-0.5359410064007994
ACH-001368,-0.3647613573853338
ACH-001374,-0.3251155667061489
ACH-001377,-0.21848701383590985
ACH-001380,-0.4017494231165922
ACH-001391,-0.1905249340779124
ACH-001408,-0.2228514511271548
ACH-001430,-0.1965499356364624
ACH-001431,-0.15283206043078254
ACH-001450,-0.4869232053496756
ACH-001496,-0.19252592057199755
ACH-001500,-0.5252863557606166
ACH-001523,-0.4420125139330476
ACH-001532,-0.08996101915891759
ACH-001550,-0.12403150495438335
ACH-001552,-0.3661642229300264
ACH-001554,-0.5163501587926409
ACH-001654,-0.3291413686553944
ACH-001735,-0.7053755398162536
ACH-001736,-0.43615141650038414
ACH-001737,0.012032638134872924
ACH-001740,-0.08767701629654923
ACH-001745,-0.08659637115237499
ACH-001765,-0.2946386573523496
