,H3F3C (440093)
ACH-000633,-0.4972353549461705
ACH-000637,-0.2576511865106461
ACH-000638,-0.17955661071210405
ACH-000646,-0.11800860714367978
ACH-000647,-0.2900410513143649
ACH-000648,-0.21682171342262396
ACH-000649,-0.3580887413770342
ACH-000651,-0.3692810516281792
ACH-000652,-0.5016408094869731
ACH-000653,-0.3198509405094677
ACH-000657,-0.3402682008892033
ACH-000658,-0.4188396958483234
ACH-000661,-0.2463578463792234
ACH-000662,-0.3164909646092789
ACH-000663,-0.17384534458608866
ACH-000665,-0.2813069900806583
ACH-000671,-0.3470246584845368
ACH-000672,-0.1550284593258804
ACH-000673,-0.3518730442922645
ACH-000676,-0.3443377182994837
ACH-000677,-0.2205544507659949
ACH-000681,-0.3581602037716937
ACH-000683,-0.1900717509763577
ACH-000684,-0.33347702076876423
ACH-000688,-0.35267959276699234
ACH-000693,-0.2725000969525093
ACH-000694,-0.20021119643713434
ACH-000695,-0.2906694393402776
ACH-000696,-0.3138119961390587
ACH-000697,-0.4673083183121274
ACH-000699,-0.22119505840544268
ACH-000701,-0.3780095818554015
ACH-000706,-0.2274632755494428
ACH-000711,-0.28424807965642496
ACH-000713,-0.5256270232402752
ACH-000714,-0.3482999127301386
ACH-000718,-0.24447628318613726
ACH-000720,-0.17660856835497316
ACH-000721,-0.2919359268144283
ACH-000724,0.014047594149832306
ACH-000725,-0.40563507235534857
ACH-000732,-0.4507126603841065
ACH-000734,-0.20647834914379395
ACH-000735,-0.2138442830116485
ACH-000736,-0.12713172917164267
ACH-000738,-0.21278990174548834
ACH-000746,-0.3215207668355635
ACH-000747,-0.2499269220944509
ACH-000748,-0.42486467767598857
ACH-000753,-0.34649986385635284
ACH-000756,-0.3270526988873586
ACH-000757,-0.2997762938338784
ACH-000758,-0.3866988763261995
ACH-000760,-0.3471990372282714
ACH-000762,-0.26770403375029433
ACH-000763,-0.4259771203815934
ACH-000764,-0.7133780789144833
ACH-000765,-0.3974091447983393
ACH-000766,-0.3632177899584555
ACH-000767,-0.3758263976978404
ACH-000768,-0.2858474737539189
ACH-000769,-0.3639847319309925
ACH-000770,-0.31902657591833217
ACH-000771,-0.3801527375639565
ACH-000773,-0.20357007557660384
ACH-000776,-0.3536295120296312
ACH-000777,-0.2576749229871063
ACH-000778,-0.09507242518659444
ACH-000781,-0.20634809309491975
ACH-000782,-0.31324861147098804
ACH-000783,-0.4036927942427509
ACH-000784,-0.17674525127065152
ACH-000785,-0.2218417047533841
ACH-000787,-0.2925136882557641
ACH-000788,-0.3002703964674016
ACH-000791,-0.1318887085385816
ACH-000792,-0.2659090241578538
ACH-000794,-0.17735603759158142
ACH-000796,-0.2153209179907717
ACH-000798,-0.3215207505525335
ACH-000799,-0.3285331244584065
ACH-000800,-0.3767636733423622
ACH-000802,-0.16755568595074655
ACH-000804,-0.1939374167889822
ACH-000805,-0.5592138782513885
ACH-000809,-0.3378908040080393
ACH-000810,-0.4668095627220169
ACH-000811,-0.2914113434903272
ACH-000817,-0.2877684101742892
ACH-000819,-0.2800171461010038
ACH-000820,-0.09295395719294826
ACH-000821,-0.22962296385316985
ACH-000822,-0.2296671380891813
ACH-000823,-0.26242727333325555
ACH-000824,-0.22800306439014045
ACH-000827,-0.2655075614141478
ACH-000829,-0.4334158619253445
ACH-000831,-0.3745926889799403
ACH-000832,-0.29045427460728324
ACH-000833,-0.20611839343000307
ACH-000834,-0.212122826198325
ACH-000835,-0.28815373620985224
ACH-000836,0.10665395043259336
ACH-000837,-0.17376949536697747
ACH-000838,-0.1905089151043864
ACH-000839,-0.11852746939766892
ACH-000840,-0.2472931357690929
ACH-000841,-0.4182806374897672
ACH-000843,-0.37651559137621293
ACH-000846,-0.4562043522631021
ACH-000847,-0.2534966594779143
ACH-000848,-0.2382643686886881
ACH-000849,-0.2664443774387758
ACH-000851,-0.2906563801987966
ACH-000855,-0.1283721116437794
ACH-000856,-0.2582399947651481
ACH-000858,-0.34431781008346657
ACH-000859,-0.2715753567159697
ACH-000861,-0.257730337742308
ACH-000862,-0.2752351264061482
ACH-000865,-0.2279935515891349
ACH-000866,-0.20434102216991087
ACH-000867,-0.29248257951573403
ACH-000869,-0.3071801690791189
ACH-000872,-0.1870325043905228
ACH-000873,-0.19539477011849007
ACH-000876,-0.5204894626506106
ACH-000878,0.09326586303521407
ACH-000880,-0.027027625595637997
ACH-000881,-0.33993594142639466
ACH-000882,-0.20219027088253252
ACH-000884,-0.08525894830021627
ACH-000885,-0.31127525707429704
ACH-000887,-0.12080736208905735
ACH-000889,-0.3776720769568579
ACH-000896,-0.2746484232729629
ACH-000898,-0.3704796576257428
ACH-000900,-0.2472800844503593
ACH-000901,-0.35618252395764183
ACH-000905,-0.3583804907601273
ACH-000906,-0.2295132332274986
ACH-000907,-0.3188468847320893
ACH-000910,-0.27405160004081
ACH-000911,-0.0970264829428301
ACH-000912,-0.3173121322513997
ACH-000913,-0.2701302414040829
ACH-000915,-0.0730133289467367
ACH-000916,-0.4849697449370846
ACH-000917,-0.3461449440513699
ACH-000920,-0.415987405092301
ACH-000921,-0.4973550317292034
ACH-000924,-0.3535061506261373
ACH-000926,-0.16054840584626487
ACH-000928,-0.4428309792117844
ACH-000929,-0.3432612007586857
ACH-000932,-0.3205174387029258
ACH-000935,-0.18964449988304616
ACH-000936,-0.2366200861267761
ACH-000937,-0.3188205903921289
ACH-000938,-0.2920497057752991
ACH-000939,0.1097924917929172
ACH-000941,-0.2091790623691129
ACH-000943,-0.2685245496727816
ACH-000946,-0.3576013068611125
ACH-000947,-0.25110716326621074
ACH-000948,-0.4365266794870829
ACH-000950,-0.16845630468103293
ACH-000953,-0.4591051586562333
ACH-000954,-0.23419726591566686
ACH-000957,-0.007408041161291463
ACH-000958,-0.267556249185869
ACH-000960,-0.1883655085473068
ACH-000963,-0.17378656725662167
ACH-000968,-0.26618850716980186
ACH-000969,-0.26851303741052823
ACH-000972,-0.41245859029733145
ACH-000973,-0.1815312736462857
ACH-000974,-0.37144857294000544
ACH-000978,-0.34112671293557073
ACH-000984,-0.4517939787489612
ACH-000986,-0.19937920349240607
ACH-000988,-0.37199030733018396
ACH-000993,-0.3809669637831353
ACH-000994,-0.17959328284475398
ACH-000996,-0.2812398443883565
ACH-001001,-0.1989123276340917
ACH-001020,-0.06699666409946409
ACH-001028,-0.2989640553679507
ACH-001031,-0.4265039004889173
ACH-001038,-0.22146457079372975
ACH-001048,-0.2521326084088779
ACH-001050,-0.42328328322304976
ACH-001053,-0.4589587317658238
ACH-001054,-0.22674930491031264
ACH-001061,-0.02591036422619124
ACH-001067,-0.2577436458138193
ACH-001075,-0.4008394863295629
ACH-001096,-0.3175486258116683
ACH-001111,-0.19126826134826008
ACH-001119,-0.3153358616047207
ACH-001128,0.8739320603365202
ACH-001134,-0.21647064525937965
ACH-001151,-0.3219010768452861
ACH-001163,-0.3081128860584622
ACH-001164,-0.125072498545034
ACH-001183,-0.1887918609710026
ACH-001192,-0.4969458752391742
ACH-001193,-0.1432428892904526
ACH-001196,-0.2824643989396525
ACH-001197,-0.4613574079273599
ACH-001205,-0.4778622130664431
ACH-001211,-0.2249146924299488
ACH-001212,-0.1620313601314502
ACH-001228,-0.3535393611246782
ACH-001232,-0.33521019270248315
ACH-001239,-0.3151794741887936
ACH-001270,-0.5693583971010956
ACH-001274,-0.4250618545791368
ACH-001275,-0.276589890481442
ACH-001277,-0.3777383942435923
ACH-001278,-0.2794352948170881
ACH-001280,-0.11722999954556915
ACH-001283,-0.3929212567819649
ACH-001289,-0.4254444774040732
ACH-001300,-0.5762629924150284
ACH-001301,-0.21233606481629816
ACH-001302,-0.08338700749916986
ACH-001306,-0.23159621691582474
ACH-001318,-0.5008415808905617
ACH-001322,-0.11882100581314567
ACH-001328,-0.13769870124171202
ACH-001332,-0.10850228727867098
ACH-001336,-0.2657042169510854
ACH-001346,-0.22678469189704684
ACH-001353,-0.1855329405798796
ACH-001354,-0.3254560151669268
ACH-001367,-0.14898420263237974
ACH-001368,-0.3088282488352154
ACH-001374,-0.3606367855230324
ACH-001377,-0.2860146256253794
ACH-001380,-0.149747605096591
ACH-001391,-0.21014702631197968
ACH-001408,-0.3241801071435535
ACH-001430,-0.3004848776390554
ACH-001431,-0.42655164085376746
ACH-001450,-0.3828268540713439
ACH-001496,0.01991632480062053
ACH-001500,-0.21060888849112527
ACH-001523,-0.21295433596501526
ACH-001532,-0.4396175460115853
ACH-001550,0.034506242919149166
ACH-001552,-0.2901209905518375
ACH-001554,-0.2800909971095217
ACH-001654,-0.4850178938642154
ACH-001735,-0.37688837313255136
ACH-001736,-0.22277488953126715
ACH-001737,-0.3725327018964772
ACH-001740,-0.012792656648565515
ACH-001745,-0.16278971424785196
ACH-001765,-0.2575328402612664
